,QUARTER,TIME_REMAINING,PORTLAND_ACTION,LA CLIPPERS_ACTION,PORTLAND_SCORE,LA CLIPPERS_SCORE
0,1,11:41.0,L. Aldridge makes 2-pt jump shot from 13 ft (assist by N. Batum),,2,0
1,1,11:21.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),2,3
2,1,10:54.0,L. Aldridge misses 3-pt jump shot from 23 ft,,2,3
3,1,10:53.0,,Defensive rebound by D. Jordan,2,3
4,1,10:41.0,,S. Hawes misses 2-pt jump shot from 13 ft,2,3
5,1,10:40.0,Defensive rebound by D. Lillard,,2,3
6,1,10:33.0,Turnover by D. Lillard (bad pass),,2,3
7,1,10:28.0,,J. Redick misses 3-pt jump shot from 24 ft,2,3
8,1,10:26.0,Defensive rebound by L. Aldridge,,2,3
9,1,10:14.0,L. Aldridge misses 2-pt jump shot from 18 ft,,2,3
10,1,10:10.0,Offensive rebound by R. Lopez,,2,3
11,1,10:10.0,R. Lopez misses 2-pt tip-in at rim,,2,3
12,1,10:07.0,,Defensive rebound by D. Jordan,2,3
13,1,10:01.0,,C. Paul misses 2-pt jump shot from 9 ft,2,3
14,1,10:00.0,Defensive rebound by D. Lillard,,2,3
15,1,9:55.0,D. Lillard misses 2-pt layup from 1 ft,,2,3
16,1,9:53.0,Offensive rebound by N. Batum,,2,3
17,1,9:53.0,N. Batum makes 2-pt layup at rim,,4,3
18,1,9:40.0,,Personal foul by D. Lillard (drawn by C. Paul),4,3
19,1,9:35.0,,C. Paul misses 2-pt jump shot from 14 ft,4,3
20,1,9:34.0,Defensive rebound by L. Aldridge,,4,3
21,1,9:11.0,Turnover by D. Lillard (bad pass; steal by J. Redick),,4,3
22,1,9:03.0,,D. Jordan misses 2-pt layup at rim (block by L. Aldridge),4,3
23,1,9:01.0,Defensive rebound by D. Lillard,,4,3
24,1,8:54.0,D. Lillard misses 2-pt layup from 1 ft (block by S. Hawes),,4,3
25,1,8:53.0,,Defensive rebound by S. Hawes,4,3
26,1,8:45.0,,J. Hamilton misses 2-pt jump shot from 17 ft,4,3
27,1,8:44.0,Defensive rebound by W. Matthews,,4,3
28,1,8:29.0,L. Aldridge misses 2-pt hook shot from 6 ft,,4,3
29,1,8:27.0,,Defensive rebound by D. Jordan,4,3
30,1,8:16.0,,J. Hamilton makes 3-pt jump shot from 22 ft (assist by S. Hawes),4,6
31,1,7:55.0,Personal foul by J. Hamilton (drawn by W. Matthews),,4,6
32,1,7:48.0,N. Batum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,7,6
33,1,7:29.0,,J. Redick makes 2-pt jump shot from 18 ft (assist by C. Paul),7,8
34,1,7:14.0,Shooting foul by J. Hamilton (drawn by R. Lopez),,7,8
35,1,7:14.0,R. Lopez misses free throw 1 of 2,,7,8
36,1,7:14.0,Offensive rebound by Team,,7,8
37,1,7:14.0,R. Lopez makes free throw 2 of 2,,8,8
38,1,7:03.0,,J. Redick misses 2-pt jump shot from 19 ft,8,8
39,1,7:02.0,Defensive rebound by N. Batum,,8,8
40,1,6:46.0,Shooting foul by S. Hawes (drawn by L. Aldridge),,8,8
41,1,6:46.0,L. Aldridge makes free throw 1 of 2,,9,8
42,1,6:46.0,,H. Türkoğlu enters the game for J. Hamilton,9,8
43,1,6:46.0,L. Aldridge makes free throw 2 of 2,,10,8
44,1,6:29.0,,S. Hawes makes 3-pt jump shot from 25 ft (assist by C. Paul),10,11
45,1,6:10.0,L. Aldridge misses 2-pt jump shot from 20 ft,,10,11
46,1,6:06.0,Offensive rebound by R. Lopez,,10,11
47,1,6:06.0,Portland full timeout,,10,11
48,1,6:06.0,A. Afflalo enters the game for W. Matthews,,10,11
49,1,5:59.0,N. Batum makes 3-pt jump shot from 24 ft (assist by D. Lillard),,13,11
50,1,5:40.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by S. Hawes),13,13
51,1,5:15.0,N. Batum makes 2-pt jump shot from 12 ft,,15,13
52,1,4:56.0,,C. Paul makes 2-pt jump shot from 17 ft,15,15
53,1,4:35.0,L. Aldridge makes 2-pt jump shot from 4 ft,,17,15
54,1,4:23.0,,J. Redick misses 2-pt jump shot from 19 ft,17,15
55,1,4:22.0,Defensive rebound by L. Aldridge,,17,15
56,1,4:11.0,A. Afflalo misses 3-pt jump shot from 23 ft,,17,15
57,1,4:08.0,,Defensive rebound by H. Türkoğlu,17,15
58,1,3:56.0,,S. Hawes misses 3-pt jump shot from 25 ft,17,15
59,1,3:55.0,Defensive rebound by A. Afflalo,,17,15
60,1,3:49.0,Personal foul by J. Redick (drawn by A. Afflalo),,17,15
61,1,3:49.0,C. Kaman enters the game for R. Lopez,,17,15
62,1,3:45.0,N. Batum misses 2-pt jump shot from 18 ft,,17,15
63,1,3:43.0,,Defensive rebound by C. Paul,17,15
64,1,3:40.0,,Turnover by C. Paul (bad pass),17,15
65,1,3:28.0,D. Lillard misses 3-pt jump shot from 24 ft,,17,15
66,1,3:26.0,,Defensive rebound by D. Jordan,17,15
67,1,3:16.0,,C. Paul makes 2-pt jump shot from 17 ft,17,17
68,1,2:55.0,L. Aldridge misses 2-pt jump shot from 20 ft,,17,17
69,1,2:53.0,Offensive rebound by C. Kaman,,17,17
70,1,2:53.0,C. Kaman makes 2-pt layup from 1 ft,,19,17
71,1,2:47.0,,LA Clippers full timeout,19,17
72,1,2:47.0,,Technical foul by Team,19,17
73,1,2:47.0,,A. Rivers enters the game for J. Redick,19,17
74,1,2:47.0,S. Blake enters the game for D. Lillard,,19,17
75,1,2:47.0,L. Aldridge makes technical free throw,,20,17
76,1,2:29.0,,H. Türkoğlu misses 2-pt jump shot from 16 ft,20,17
77,1,2:10.0,Defensive rebound by L. Aldridge,,20,17
78,1,2:10.0,L. Aldridge makes 2-pt layup from 2 ft,,22,17
79,1,1:59.0,,Shooting foul by C. Kaman (drawn by D. Jordan),22,17
80,1,1:59.0,,D. Jordan makes free throw 1 of 2,22,18
81,1,1:59.0,,D. Jordan makes free throw 2 of 2,22,19
82,1,1:35.0,L. Aldridge misses 2-pt jump shot from 15 ft,,22,19
83,1,1:34.0,,Defensive rebound by D. Jordan,22,19
84,1,1:28.0,,Personal foul by N. Batum (drawn by C. Paul),22,19
85,1,1:28.0,,C. Paul makes free throw 1 of 2,22,20
86,1,1:28.0,,G. Davis enters the game for S. Hawes,22,20
87,1,1:28.0,W. Matthews enters the game for N. Batum,,22,20
