,QUARTER,TIME_REMAINING,DALLAS_ACTION,HOUSTON_ACTION,DALLAS_SCORE,HOUSTON_SCORE
0,1,11:44.0,,J. Terry makes 2-pt layup from 1 ft (assist by T. Ariza),0,2
1,1,11:30.0,J. Barea misses 2-pt layup at rim (block by D. Howard),,0,2
2,1,11:28.0,,Defensive rebound by T. Ariza,0,2
3,1,11:24.0,,J. Terry misses 2-pt jump shot from 12 ft,0,2
4,1,11:23.0,Defensive rebound by D. Nowitzki,,0,2
5,1,11:11.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,0,2
6,1,11:10.0,,Defensive rebound by D. Howard,0,2
7,1,11:00.0,,Turnover by J. Harden (bad pass; steal by J. Barea),0,2
8,1,10:55.0,M. Ellis makes 2-pt jump shot from 17 ft (assist by J. Barea),,2,2
9,1,10:36.0,,D. Howard makes 2-pt hook shot from 6 ft (assist by J. Harden),2,4
10,1,10:21.0,A. Aminu makes 3-pt jump shot from 25 ft (assist by J. Barea),,5,4
11,1,10:13.0,,Turnover by J. Terry (bad pass; steal by A. Aminu),5,4
12,1,10:09.0,M. Ellis makes 2-pt layup at rim (assist by A. Aminu),,7,4
13,1,9:53.0,,T. Ariza misses 3-pt jump shot from 25 ft,7,4
14,1,9:50.0,,Offensive rebound by D. Howard,7,4
15,1,9:45.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),7,7
16,1,9:37.0,M. Ellis misses 3-pt jump shot from 25 ft,,7,7
17,1,9:37.0,,Defensive rebound by T. Jones,7,7
18,1,9:23.0,,Shooting foul by D. Nowitzki (drawn by T. Jones),7,7
19,1,9:23.0,,T. Jones misses free throw 1 of 2,7,7
20,1,9:23.0,,Offensive rebound by Team,7,7
21,1,9:23.0,,T. Jones misses free throw 2 of 2,7,7
22,1,9:23.0,Defensive rebound by T. Chandler,,7,7
23,1,9:08.0,J. Barea misses 2-pt jump shot from 9 ft,,7,7
24,1,9:07.0,,Defensive rebound by D. Howard,7,7
25,1,8:46.0,,J. Harden makes 2-pt jump shot from 18 ft,7,9
26,1,8:24.0,M. Ellis makes 2-pt layup from 1 ft,,9,9
27,1,8:15.0,,T. Ariza misses 3-pt jump shot from 24 ft,9,9
28,1,8:13.0,Defensive rebound by A. Aminu,,9,9
29,1,8:08.0,T. Chandler makes 2-pt dunk at rim (assist by J. Barea),,11,9
30,1,7:43.0,,D. Howard makes 2-pt layup at rim (assist by T. Ariza),11,11
31,1,7:25.0,D. Nowitzki misses 2-pt jump shot from 15 ft,,11,11
32,1,7:25.0,,Defensive rebound by D. Howard,11,11
33,1,7:16.0,Offensive charge foul by J. Harden (drawn by M. Ellis),,11,11
34,1,7:16.0,,Turnover by J. Harden (offensive foul),11,11
35,1,6:57.0,D. Nowitzki misses 2-pt jump shot from 13 ft,,11,11
36,1,6:57.0,,Defensive rebound by T. Ariza,11,11
37,1,6:36.0,,D. Howard misses 2-pt jump shot from 6 ft,11,11
38,1,6:35.0,Defensive rebound by D. Nowitzki,,11,11
39,1,6:28.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,11,11
40,1,6:26.0,,Defensive rebound by D. Howard,11,11
41,1,6:10.0,,J. Harden makes 2-pt jump shot from 6 ft,11,13
42,1,6:01.0,Turnover by M. Ellis (bad pass; steal by D. Howard),,11,13
43,1,5:56.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by J. Terry),11,16
