,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,LA LAKERS_ACTION,MEMPHIS_SCORE,LA LAKERS_SCORE
58,1,5:39.0,K. Koufos enters the game for M. Gasol,,9,10
59,1,5:39.0,M. Gasol misses free throw 2 of 2,,9,10
60,1,5:39.0,,Defensive rebound by J. Hill,9,10
61,1,5:19.0,,J. Hill misses 2-pt jump shot from 15 ft,9,10
62,1,5:18.0,,Offensive rebound by E. Davis,9,10
63,1,5:18.0,,E. Davis makes 2-pt layup from 1 ft,9,12
64,1,5:18.0,,Shooting foul by J. Leuer (drawn by E. Davis),9,12
65,1,5:18.0,,J. Lin enters the game for R. Price,9,12
66,1,5:18.0,,C. Boozer enters the game for J. Hill,9,12
67,1,5:18.0,T. Prince enters the game for J. Leuer,,9,12
68,1,5:18.0,,E. Davis makes free throw 1 of 1,9,13
69,1,5:06.0,K. Koufos misses 2-pt hook shot from 4 ft,,9,13
70,1,5:04.0,,Defensive rebound by E. Davis,9,13
71,1,4:52.0,,C. Boozer makes 2-pt layup from 2 ft,9,15
72,1,4:38.0,C. Lee misses 2-pt jump shot from 9 ft,,9,15
73,1,4:37.0,,Defensive rebound by K. Bryant,9,15
74,1,4:26.0,,W. Johnson makes 2-pt jump shot from 12 ft,9,17
75,1,4:18.0,Memphis full timeout,,9,17
76,1,4:07.0,Personal foul by C. Boozer (drawn by K. Koufos),,9,17
77,1,3:59.0,M. Conley misses 2-pt jump shot from 3 ft,,9,17
78,1,3:58.0,Offensive rebound by K. Koufos,,9,17
79,1,3:55.0,K. Koufos misses 2-pt tip-in from 1 ft,,9,17
80,1,3:54.0,,Defensive rebound by K. Bryant,9,17
81,1,3:39.0,,C. Boozer makes 2-pt jump shot from 8 ft,9,19
82,1,3:17.0,C. Lee makes 3-pt jump shot from 24 ft (assist by Q. Pondexter),,12,19
83,1,3:03.0,,J. Lin makes 2-pt layup at rim (assist by K. Bryant),12,21
84,1,2:52.0,Personal foul by E. Davis (drawn by M. Conley),,12,21
85,1,2:52.0,M. Conley makes free throw 1 of 2,,13,21
86,1,2:52.0,,N. Young enters the game for W. Johnson,13,21
87,1,2:52.0,,R. Sacre enters the game for E. Davis,13,21
88,1,2:52.0,J. Stokes enters the game for C. Lee,,13,21
89,1,2:52.0,M. Conley makes free throw 2 of 2,,14,21
90,1,2:43.0,,Turnover by K. Bryant (bad pass),14,21
91,1,2:27.0,T. Prince makes 2-pt layup at rim,,16,21
92,1,2:20.0,,Turnover by J. Lin (lost ball),16,21
93,1,2:20.0,,W. Ellington enters the game for K. Bryant,16,21
94,1,2:05.0,K. Koufos makes 2-pt layup from 1 ft (assist by T. Prince),,18,21
95,1,1:48.0,,N. Young makes 2-pt jump shot from 19 ft,18,23
96,1,1:26.0,J. Stokes makes 2-pt jump shot from 11 ft (assist by M. Conley),,20,23
97,1,1:08.0,,N. Young misses 2-pt jump shot from 21 ft,20,23
98,1,1:07.0,Defensive rebound by K. Koufos,,20,23
99,1,1:00.0,M. Conley misses 2-pt jump shot from 3 ft,,20,23
100,1,0:58.0,,Defensive rebound by J. Lin,20,23
101,1,0:50.0,,C. Boozer misses 2-pt jump shot from 13 ft,20,23
102,1,0:49.0,Defensive rebound by T. Prince,,20,23
103,1,0:41.0,K. Koufos misses 2-pt hook shot from 4 ft (block by R. Sacre),,20,23
104,1,0:38.0,,Defensive rebound by N. Young,20,23
105,1,0:32.0,,N. Young misses 3-pt jump shot from 24 ft,20,23
106,1,0:30.0,Defensive rebound by J. Stokes,,20,23
107,1,0:11.0,Turnover by K. Koufos (lost ball; steal by W. Ellington),,20,23
108,1,0:07.0,,J. Lin makes 2-pt layup from 1 ft (assist by N. Young),20,25
109,1,0:01.0,Q. Pondexter misses 2-pt layup from 1 ft,,20,25
110,1,0:00.0,Offensive rebound by Q. Pondexter,,20,25
111,1,0:00.0,Q. Pondexter makes 2-pt tip-in from 1 ft,,22,25
112,2,11:36.0,,J. Lin makes 2-pt jump shot from 20 ft (assist by N. Young),22,27
113,2,11:19.0,Personal foul by R. Sacre (drawn by B. Udrih),,22,27
114,2,11:08.0,Turnover by M. Gasol (lost ball; steal by J. Lin),,22,27
115,2,11:03.0,,W. Ellington makes 2-pt dunk at rim (assist by J. Lin),22,29
116,2,10:54.0,V. Carter misses 3-pt jump shot from 24 ft,,22,29
117,2,10:52.0,,Defensive rebound by C. Boozer,22,29
118,2,10:37.0,,J. Lin makes 2-pt jump shot from 9 ft,22,31
119,2,10:29.0,Memphis full timeout,,22,31
120,2,10:21.0,B. Udrih misses 3-pt jump shot from 24 ft,,22,31
121,2,10:19.0,,Defensive rebound by W. Ellington,22,31
122,2,10:02.0,,J. Lin makes 3-pt jump shot from 24 ft,22,34
123,2,9:40.0,B. Udrih makes 2-pt layup from 1 ft (assist by M. Gasol),,24,34
124,2,9:23.0,,J. Lin misses 2-pt jump shot from 12 ft,24,34
125,2,9:21.0,Defensive rebound by M. Gasol,,24,34
126,2,9:11.0,Personal foul by W. Ellington (drawn by V. Carter),,24,34
127,2,9:11.0,K. Koufos enters the game for J. Stokes,,24,34
128,2,9:02.0,M. Gasol makes 2-pt hook shot from 4 ft (assist by B. Udrih),,26,34
129,2,8:49.0,,Turnover by C. Boozer (lost ball; steal by T. Prince),26,34
130,2,8:36.0,B. Udrih misses 2-pt layup from 2 ft (block by N. Young),,26,34
131,2,8:36.0,Offensive rebound by Team,,26,34
132,2,8:36.0,Technical foul by B. Udrih,,26,34
133,2,8:36.0,,N. Young makes technical free throw,26,35
134,2,8:32.0,M. Gasol makes 2-pt jump shot from 14 ft (assist by V. Carter),,28,35
135,2,8:04.0,,W. Ellington misses 3-pt jump shot from 23 ft,28,35
136,2,8:03.0,Defensive rebound by M. Gasol,,28,35
137,2,8:01.0,Turnover by M. Gasol (bad pass; steal by W. Ellington),,28,35
138,2,7:55.0,,J. Lin misses 3-pt jump shot from 24 ft,28,35
139,2,7:52.0,Defensive rebound by V. Carter,,28,35
140,2,7:49.0,T. Prince makes 2-pt layup from 2 ft (assist by V. Carter),,30,35
141,2,7:49.0,Shooting foul by J. Lin (drawn by T. Prince),,30,35
142,2,7:49.0,,J. Hill enters the game for C. Boozer,30,35
143,2,7:49.0,T. Prince makes free throw 1 of 1,,31,35
144,2,7:30.0,,Offensive foul by J. Hill (drawn by K. Koufos),31,35
145,2,7:30.0,,Turnover by J. Hill (offensive foul),31,35
146,2,7:10.0,T. Prince misses 2-pt jump shot from 2 ft,,31,35
147,2,7:09.0,,Defensive rebound by J. Hill,31,35
148,2,6:55.0,,W. Ellington makes 2-pt jump shot from 9 ft (assist by J. Hill),31,37
149,2,6:44.0,Shooting foul by J. Lin (drawn by B. Udrih),,31,37
150,2,6:44.0,B. Udrih makes free throw 1 of 2,,32,37
151,2,6:44.0,,E. Davis enters the game for R. Sacre,32,37
152,2,6:44.0,,K. Bryant enters the game for W. Ellington,32,37
153,2,6:44.0,B. Udrih makes free throw 2 of 2,,33,37
154,2,6:34.0,,N. Young misses 2-pt jump shot from 18 ft,33,37
155,2,6:33.0,Defensive rebound by K. Koufos,,33,37
156,2,6:24.0,V. Carter misses 3-pt jump shot from 24 ft,,33,37
157,2,6:23.0,,Defensive rebound by J. Lin,33,37
158,2,6:18.0,,J. Lin makes 2-pt layup from 1 ft,33,39
159,2,5:59.0,M. Gasol makes 2-pt jump shot from 17 ft (assist by V. Carter),,35,39
160,2,5:46.0,,N. Young makes 2-pt jump shot from 19 ft (assist by K. Bryant),35,41
161,2,5:46.0,,Shooting foul by T. Prince (drawn by N. Young),35,41
162,2,5:46.0,Official timeout,,35,41
163,2,5:46.0,T. Allen enters the game for T. Prince,,35,41
164,2,5:46.0,,N. Young misses free throw 1 of 1,35,41
165,2,5:44.0,Defensive rebound by K. Koufos,,35,41
166,2,5:28.0,V. Carter misses 3-pt jump shot from 24 ft,,35,41
167,2,5:26.0,,Defensive rebound by E. Davis,35,41
168,2,5:13.0,,Turnover by E. Davis (bad pass; steal by T. Allen),35,41
169,2,5:09.0,T. Allen misses 2-pt layup at rim,,35,41
170,2,5:06.0,Offensive rebound by T. Allen,,35,41
171,2,5:03.0,T. Allen misses 2-pt layup from 1 ft (block by J. Lin),,35,41
172,2,5:00.0,Offensive rebound by T. Allen,,35,41
173,2,4:59.0,T. Allen misses 2-pt layup at rim (block by J. Hill),,35,41
174,2,4:59.0,Offensive rebound by T. Allen,,35,41
175,2,4:59.0,Turnover by K. Koufos (offensive goaltending),,35,41
176,2,4:59.0,,W. Johnson enters the game for N. Young,35,41
177,2,4:35.0,,K. Bryant makes 2-pt jump shot from 16 ft,35,43
178,2,4:21.0,Q. Pondexter enters the game for V. Carter,,35,43
179,2,4:21.0,C. Lee enters the game for B. Udrih,,35,43
180,2,4:21.0,,R. Price enters the game for J. Lin,35,43
181,2,4:21.0,M. Conley enters the game for T. Allen,,35,43
182,2,4:15.0,M. Gasol makes 2-pt jump shot from 19 ft (assist by M. Conley),,37,43
183,2,3:59.0,,Shooting foul by K. Koufos (drawn by E. Davis),37,43
184,2,3:59.0,,E. Davis makes free throw 1 of 2,37,44
185,2,3:59.0,,E. Davis makes free throw 2 of 2,37,45
186,2,3:39.0,C. Lee makes 3-pt jump shot from 22 ft (assist by M. Gasol),,40,45
187,2,3:26.0,,E. Davis misses 2-pt jump shot from 8 ft (block by M. Gasol),40,45
188,2,3:24.0,Defensive rebound by K. Koufos,,40,45
189,2,3:13.0,Personal foul by E. Davis (drawn by M. Gasol),,40,45
190,2,3:13.0,M. Gasol misses free throw 1 of 2,,40,45
191,2,3:13.0,Offensive rebound by Team,,40,45
192,2,3:13.0,M. Gasol makes free throw 2 of 2,,41,45
193,2,3:00.0,,W. Johnson makes 3-pt jump shot from 23 ft (assist by J. Hill),41,48
194,2,2:47.0,Personal foul by J. Hill (drawn by M. Gasol),,41,48
195,2,2:47.0,,LA Lakers full timeout,41,48
196,2,2:47.0,,R. Kelly enters the game for J. Hill,41,48
197,2,2:47.0,M. Gasol makes free throw 1 of 2,,42,48
198,2,2:47.0,J. Leuer enters the game for K. Koufos,,42,48
199,2,2:47.0,M. Gasol misses free throw 2 of 2,,42,48
200,2,2:45.0,,Defensive rebound by R. Kelly,42,48
201,2,2:31.0,,K. Bryant misses 2-pt jump shot from 19 ft,42,48
202,2,2:31.0,,Offensive rebound by Team,42,48
203,2,2:31.0,Loose ball foul by J. Leuer (drawn by R. Kelly),,42,48
204,2,2:31.0,T. Prince enters the game for J. Leuer,,42,48
205,2,2:19.0,,R. Price misses 2-pt layup from 1 ft (block by M. Conley),42,48
206,2,2:17.0,Defensive rebound by M. Gasol,,42,48
207,2,2:13.0,C. Lee misses 2-pt jump shot from 13 ft,,42,48
208,2,2:11.0,,Defensive rebound by K. Bryant,42,48
209,2,2:00.0,,K. Bryant makes 2-pt jump shot from 5 ft,42,50
210,2,1:42.0,Q. Pondexter makes 2-pt jump shot from 18 ft (assist by M. Conley),,44,50
211,2,1:29.0,,R. Kelly makes 2-pt layup from 1 ft (assist by K. Bryant),44,52
212,2,1:00.0,M. Gasol misses 2-pt hook shot from 5 ft,,44,52
213,2,0:59.0,Offensive rebound by Q. Pondexter,,44,52
214,2,0:44.0,,Violation by R. Price (kicked ball),44,52
215,2,0:35.0,T. Prince misses 2-pt jump shot from 20 ft,,44,52
216,2,0:34.0,,Defensive rebound by W. Johnson,44,52
217,2,0:15.0,,W. Johnson misses 3-pt jump shot from 24 ft,44,52
218,2,0:14.0,Defensive rebound by M. Conley,,44,52
219,2,0:04.0,M. Conley misses 2-pt layup from 2 ft (block by E. Davis),,44,52
220,2,0:02.0,Offensive rebound by M. Conley,,44,52
221,2,0:00.0,T. Prince makes 3-pt jump shot from 25 ft (assist by M. Conley),,47,52
222,3,11:48.0,,J. Hill misses 2-pt hook shot from 2 ft,47,52
223,3,11:46.0,Defensive rebound by M. Gasol,,47,52
224,3,11:30.0,Personal foul by J. Hill (drawn by M. Gasol),,47,52
225,3,11:23.0,T. Allen misses 2-pt layup from 2 ft,,47,52
226,3,11:18.0,,Defensive rebound by K. Bryant,47,52
227,3,11:16.0,,Turnover by K. Bryant (bad pass; steal by M. Gasol),47,52
228,3,11:13.0,Turnover by M. Gasol (bad pass; steal by R. Price),,47,52
229,3,11:08.0,,W. Johnson makes 2-pt jump shot from 21 ft (assist by J. Hill),47,54
230,3,10:58.0,Shooting foul by E. Davis (drawn by M. Gasol),,47,54
231,3,10:58.0,M. Gasol misses free throw 1 of 2,,47,54
232,3,10:58.0,Offensive rebound by Team,,47,54
233,3,10:58.0,M. Gasol misses free throw 2 of 2,,47,54
234,3,10:57.0,,Defensive rebound by J. Hill,47,54
235,3,10:35.0,,K. Bryant misses 2-pt jump shot from 18 ft,47,54
236,3,10:33.0,Defensive rebound by M. Gasol,,47,54
237,3,10:21.0,Shooting foul by E. Davis (drawn by T. Prince),,47,54
238,3,10:21.0,T. Prince makes free throw 1 of 2,,48,54
239,3,10:21.0,T. Prince makes free throw 2 of 2,,49,54
240,3,10:09.0,,K. Bryant makes 3-pt jump shot from 24 ft (assist by J. Hill),49,57
241,3,9:55.0,C. Lee makes 2-pt jump shot from 3 ft,,51,57
242,3,9:41.0,,K. Bryant makes 2-pt jump shot from 21 ft,51,59
243,3,9:32.0,M. Conley makes 3-pt jump shot from 24 ft,,54,59
244,3,9:15.0,,R. Price misses 3-pt jump shot from 25 ft,54,59
245,3,9:14.0,Defensive rebound by T. Prince,,54,59
246,3,8:52.0,T. Allen misses 2-pt jump shot from 3 ft (block by K. Bryant),,54,59
247,3,8:50.0,Offensive rebound by T. Allen,,54,59
248,3,8:48.0,T. Allen makes 2-pt layup at rim,,56,59
249,3,8:35.0,,K. Bryant misses 3-pt jump shot from 25 ft,56,59
250,3,8:33.0,Defensive rebound by M. Conley,,56,59
251,3,8:22.0,Turnover by M. Conley (lost ball; steal by R. Price),,56,59
252,3,8:18.0,,R. Price makes 2-pt dunk at rim,56,61
253,3,7:57.0,C. Lee misses 2-pt jump shot from 13 ft,,56,61
254,3,7:56.0,,Defensive rebound by J. Hill,56,61
255,3,7:43.0,,E. Davis makes 2-pt hook shot from 5 ft (assist by R. Price),56,63
256,3,7:24.0,M. Conley makes 3-pt jump shot from 25 ft (assist by M. Gasol),,59,63
257,3,6:59.0,,Shooting foul by M. Gasol (drawn by J. Hill),59,63
258,3,6:59.0,,J. Hill misses free throw 1 of 2,59,63
259,3,6:59.0,,Offensive rebound by Team,59,63
260,3,6:59.0,,R. Kelly enters the game for E. Davis,59,63
261,3,6:59.0,,J. Hill makes free throw 2 of 2,59,64
262,3,6:45.0,T. Allen makes 2-pt layup from 2 ft (assist by M. Conley),,61,64
263,3,6:25.0,,K. Bryant misses 2-pt jump shot from 16 ft,61,64
264,3,6:23.0,Defensive rebound by M. Conley,,61,64
265,3,6:17.0,M. Gasol makes 2-pt layup at rim (assist by T. Allen),,63,64
266,3,6:03.0,,R. Kelly misses 3-pt jump shot from 24 ft,63,64
267,3,6:03.0,,Offensive rebound by J. Hill,63,64
268,3,6:03.0,Loose ball foul by M. Gasol (drawn by J. Hill),,63,64
269,3,6:03.0,,C. Boozer enters the game for J. Hill,63,64
270,3,5:55.0,,Offensive foul by C. Boozer (drawn by T. Allen),63,64
271,3,5:55.0,,Turnover by C. Boozer (offensive foul),63,64
272,3,5:55.0,,LA Lakers full timeout,63,64
273,3,5:38.0,M. Conley misses 2-pt jump shot from 4 ft,,63,64
274,3,5:36.0,,Defensive rebound by R. Kelly,63,64
275,3,5:34.0,,Turnover by R. Kelly (bad pass; steal by T. Allen),63,64
276,3,5:27.0,C. Lee makes 2-pt layup at rim (assist by T. Allen),,65,64
277,3,5:04.0,,R. Kelly misses 2-pt jump shot from 3 ft,65,64
278,3,5:02.0,Defensive rebound by M. Gasol,,65,64
279,3,4:55.0,T. Prince misses 2-pt jump shot from 5 ft (block by R. Kelly),,65,64
280,3,4:53.0,,Defensive rebound by C. Boozer,65,64
281,3,4:43.0,,W. Johnson misses 3-pt jump shot from 23 ft,65,64
282,3,4:41.0,,Offensive rebound by K. Bryant,65,64
283,3,4:41.0,,C. Boozer makes 2-pt jump shot from 8 ft (assist by K. Bryant),65,66
284,3,4:41.0,,Shooting foul by M. Gasol (drawn by C. Boozer),65,66
285,3,4:41.0,,C. Boozer misses free throw 1 of 1,65,66
286,3,4:38.0,Defensive rebound by T. Prince,,65,66
287,3,4:28.0,Personal foul by C. Boozer (drawn by M. Gasol),,65,66
288,3,4:25.0,Shooting foul by R. Kelly (drawn by M. Conley),,65,66
289,3,4:25.0,M. Conley makes free throw 1 of 2,,66,66
290,3,4:25.0,B. Udrih enters the game for M. Conley,,66,66
291,3,4:25.0,Turnover by M. Gasol (lane violation.),,66,66
292,3,4:06.0,,C. Boozer makes 2-pt layup at rim,66,68
293,3,3:47.0,B. Udrih makes 2-pt jump shot from 12 ft,,68,68
294,3,3:31.0,,K. Bryant misses 2-pt layup from 2 ft (block by T. Prince),68,68
295,3,3:29.0,Defensive rebound by M. Gasol,,68,68
296,3,3:25.0,B. Udrih makes 2-pt jump shot from 11 ft,,70,68
297,3,3:00.0,,Turnover by R. Kelly (bad pass; steal by C. Lee),70,68
298,3,2:56.0,C. Lee makes 2-pt layup at rim,,72,68
299,3,2:36.0,,K. Bryant makes 2-pt layup from 1 ft,72,70
300,3,2:36.0,,Shooting foul by T. Prince (drawn by K. Bryant),72,70
301,3,2:36.0,Memphis full timeout,,72,70
302,3,2:36.0,,N. Young enters the game for W. Johnson,72,70
303,3,2:36.0,,J. Lin enters the game for R. Price,72,70
304,3,2:36.0,Q. Pondexter enters the game for T. Allen,,72,70
305,3,2:36.0,,K. Bryant makes free throw 1 of 1,72,71
306,3,2:24.0,Turnover by B. Udrih (bad pass; steal by J. Lin),,72,71
307,3,2:19.0,,J. Lin makes 2-pt layup at rim,72,73
308,3,1:55.0,M. Gasol misses 2-pt jump shot from 11 ft,,72,73
309,3,1:54.0,,Defensive rebound by C. Boozer,72,73
310,3,1:39.0,,J. Lin misses 2-pt jump shot from 14 ft,72,73
311,3,1:38.0,Defensive rebound by M. Gasol,,72,73
312,3,1:31.0,M. Gasol makes 2-pt layup from 1 ft (assist by B. Udrih),,74,73
313,3,1:17.0,,Personal foul by C. Lee (drawn by N. Young),74,73
314,3,1:17.0,,N. Young makes free throw 1 of 2,74,74
315,3,1:17.0,,W. Ellington enters the game for K. Bryant,74,74
316,3,1:17.0,,N. Young makes free throw 2 of 2,74,75
317,3,1:04.0,B. Udrih makes 2-pt jump shot from 10 ft,,76,75
318,3,0:49.0,,R. Kelly misses 3-pt jump shot from 24 ft,76,75
319,3,0:48.0,Defensive rebound by M. Gasol,,76,75
320,3,0:38.0,B. Udrih makes 2-pt jump shot from 17 ft,,78,75
321,3,0:28.0,,N. Young misses 2-pt jump shot from 16 ft,78,75
322,3,0:27.0,Defensive rebound by B. Udrih,,78,75
323,3,0:07.0,Shooting foul by R. Kelly (drawn by B. Udrih),,78,75
324,3,0:07.0,B. Udrih makes free throw 1 of 2,,79,75
325,3,0:07.0,J. Leuer enters the game for T. Prince,,79,75
326,3,0:07.0,V. Carter enters the game for M. Gasol,,79,75
327,3,0:07.0,B. Udrih makes free throw 2 of 2,,80,75
328,3,0:01.0,,C. Boozer makes 2-pt dunk at rim (assist by J. Lin),80,77
329,4,11:44.0,J. Leuer misses 2-pt jump shot from 18 ft,,80,77
330,4,11:41.0,,Defensive rebound by J. Lin,80,77
331,4,11:32.0,,W. Ellington misses 2-pt jump shot from 18 ft,80,77
332,4,11:31.0,Defensive rebound by K. Koufos,,80,77
333,4,11:12.0,K. Koufos makes 2-pt jump shot from 10 ft (assist by V. Carter),,82,77
334,4,10:48.0,,J. Lin misses 2-pt jump shot from 20 ft,82,77
335,4,10:47.0,Defensive rebound by V. Carter,,82,77
336,4,10:37.0,V. Carter misses 3-pt jump shot from 25 ft,,82,77
337,4,10:36.0,,Defensive rebound by C. Boozer,82,77
338,4,10:25.0,,N. Young misses 3-pt jump shot from 24 ft,82,77
339,4,10:24.0,Defensive rebound by J. Leuer,,82,77
340,4,10:06.0,Q. Pondexter makes 2-pt layup from 3 ft,,84,77
341,4,9:55.0,,Shooting foul by V. Carter (drawn by W. Ellington),84,77
342,4,9:55.0,,W. Ellington makes 2-pt jump shot from 19 ft (assist by J. Lin),84,79
343,4,9:55.0,,W. Ellington makes free throw 1 of 1,84,80
344,4,9:39.0,B. Udrih makes 2-pt jump shot from 15 ft (assist by K. Koufos),,86,80
345,4,9:25.0,,Offensive foul by C. Boozer (drawn by V. Carter),86,80
346,4,9:25.0,,Turnover by C. Boozer (offensive foul),86,80
347,4,9:07.0,Turnover by Q. Pondexter (bad pass; steal by J. Lin),,86,80
348,4,9:02.0,,N. Young makes 2-pt layup at rim (assist by J. Lin),86,82
349,4,8:45.0,K. Koufos makes 2-pt dunk at rim (assist by B. Udrih),,88,82
350,4,8:25.0,,Shooting foul by J. Leuer (drawn by C. Boozer),88,82
351,4,8:25.0,Official timeout,,88,82
352,4,8:25.0,M. Conley enters the game for B. Udrih,,88,82
353,4,8:25.0,,C. Boozer makes free throw 1 of 2,88,83
354,4,8:25.0,,C. Boozer makes free throw 2 of 2,88,84
355,4,8:13.0,M. Conley makes 2-pt jump shot from 13 ft (assist by Q. Pondexter),,90,84
356,4,7:54.0,,C. Boozer misses 2-pt jump shot from 10 ft,90,84
357,4,7:53.0,Defensive rebound by K. Koufos,,90,84
358,4,7:42.0,J. Leuer misses 2-pt jump shot from 16 ft,,90,84
359,4,7:41.0,Offensive rebound by J. Leuer,,90,84
360,4,7:35.0,M. Conley misses 2-pt jump shot from 15 ft,,90,84
361,4,7:34.0,Offensive rebound by K. Koufos,,90,84
362,4,7:19.0,Shooting foul by C. Boozer (drawn by M. Conley),,90,84
363,4,7:19.0,M. Conley makes free throw 1 of 2,,91,84
364,4,7:19.0,,E. Davis enters the game for R. Sacre,91,84
365,4,7:19.0,M. Conley misses free throw 2 of 2,,91,84
366,4,7:18.0,,Defensive rebound by E. Davis,91,84
367,4,6:58.0,,J. Lin makes 2-pt jump shot from 9 ft,91,86
368,4,6:43.0,V. Carter misses 2-pt layup from 2 ft,,91,86
369,4,6:37.0,Offensive rebound by Q. Pondexter,,91,86
370,4,6:37.0,K. Koufos makes 2-pt dunk at rim,,93,86
371,4,6:28.0,,C. Boozer makes 2-pt layup from 2 ft (assist by J. Lin),93,88
372,4,6:15.0,M. Conley misses 2-pt layup from 2 ft,,93,88
373,4,6:15.0,Offensive rebound by Team,,93,88
374,4,6:15.0,,Loose ball foul by W. Ellington (drawn by K. Koufos),93,88
375,4,6:01.0,Shooting foul by C. Boozer (drawn by K. Koufos),,93,88
376,4,6:01.0,,J. Hill enters the game for C. Boozer,93,88
377,4,6:01.0,K. Koufos makes free throw 1 of 2,,94,88
378,4,6:01.0,,K. Bryant enters the game for W. Ellington,94,88
379,4,6:01.0,K. Koufos misses free throw 2 of 2,,94,88
380,4,6:00.0,,Defensive rebound by J. Hill,94,88
381,4,5:47.0,,J. Lin makes 3-pt jump shot from 24 ft (assist by E. Davis),94,91
382,4,5:30.0,J. Leuer makes 2-pt jump shot from 18 ft (assist by M. Conley),,96,91
383,4,5:11.0,,J. Lin misses 2-pt jump shot from 20 ft,96,91
384,4,5:10.0,Defensive rebound by Team,,96,91
385,4,5:10.0,,Loose ball foul by J. Hill (drawn by K. Koufos),96,91
386,4,5:10.0,,Technical foul by J. Hill,96,91
