,QUARTER,TIME_REMAINING,CHICAGO_ACTION,CHARLOTTE_ACTION,CHICAGO_SCORE,CHARLOTTE_SCORE
0,1,11:44.0,,M. Williams misses 2-pt layup from 1 ft,0,0
1,1,11:43.0,Defensive rebound by M. Dunleavy,,0,0
2,1,11:21.0,P. Gasol misses 2-pt jump shot from 15 ft,,0,0
3,1,11:20.0,,Defensive rebound by M. Williams,0,0
4,1,11:10.0,,G. Henderson misses 2-pt jump shot from 16 ft,0,0
5,1,11:08.0,Defensive rebound by T. Snell,,0,0
6,1,10:48.0,T. Snell misses 2-pt jump shot from 8 ft,,0,0
7,1,10:47.0,,Defensive rebound by M. Williams,0,0
8,1,10:41.0,,M. Williams makes 2-pt jump shot from 7 ft,0,2
9,1,10:17.0,T. Snell makes 3-pt jump shot from 25 ft (assist by J. Noah),,3,2
10,1,10:04.0,,M. Williams misses 3-pt jump shot from 25 ft,3,2
11,1,10:03.0,Defensive rebound by P. Gasol,,3,2
12,1,9:50.0,A. Brooks misses 2-pt jump shot from 8 ft,,3,2
13,1,9:50.0,Offensive rebound by P. Gasol,,3,2
14,1,9:40.0,T. Snell makes 3-pt jump shot from 24 ft (assist by A. Brooks),,6,2
15,1,9:19.0,,G. Henderson makes 2-pt jump shot from 15 ft,6,4
16,1,9:00.0,Personal foul by B. Biyombo (drawn by P. Gasol),,6,4
17,1,8:53.0,A. Brooks makes 2-pt jump shot from 6 ft,,8,4
18,1,8:34.0,,M. Williams misses 2-pt jump shot from 6 ft,8,4
19,1,8:33.0,,Offensive rebound by B. Biyombo,8,4
20,1,8:23.0,,M. Williams makes 3-pt jump shot from 24 ft,8,7
21,1,8:09.0,P. Gasol makes 2-pt jump shot from 16 ft (assist by M. Dunleavy),,10,7
22,1,7:56.0,,Shooting foul by M. Dunleavy (drawn by B. Biyombo),10,7
23,1,7:56.0,,B. Biyombo makes free throw 1 of 2,10,8
24,1,7:56.0,,B. Biyombo makes free throw 2 of 2,10,9
25,1,7:42.0,P. Gasol makes 2-pt jump shot from 5 ft (assist by J. Noah),,12,9
26,1,7:24.0,,M. Williams makes 2-pt jump shot from 17 ft,12,11
27,1,7:01.0,A. Brooks makes 3-pt jump shot from 25 ft (assist by J. Noah),,15,11
28,1,6:54.0,,Charlotte full timeout,15,11
29,1,6:42.0,,B. Biyombo misses 2-pt dunk at rim (block by P. Gasol),15,11
30,1,6:40.0,Defensive rebound by J. Noah,,15,11
31,1,6:32.0,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by J. Noah),,18,11
32,1,6:22.0,,Turnover by M. Williams (traveling),18,11
33,1,6:04.0,A. Brooks makes 2-pt jump shot from 12 ft,,20,11
34,1,5:50.0,,M. Williams misses 2-pt jump shot from 18 ft,20,11
35,1,5:48.0,Defensive rebound by T. Snell,,20,11
36,1,5:23.0,P. Gasol misses 2-pt jump shot from 10 ft,,20,11
37,1,5:22.0,,Defensive rebound by M. Kidd-Gilchrist,20,11
38,1,5:19.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by M. Dunleavy),20,11
39,1,5:19.0,,Offensive rebound by Team,20,11
40,1,5:19.0,,K. Walker enters the game for G. Henderson,20,11
41,1,5:19.0,N. Mirotić enters the game for J. Noah,,20,11
42,1,5:12.0,,M. Williams makes 3-pt jump shot from 25 ft,20,14
43,1,4:51.0,A. Brooks makes 2-pt jump shot from 8 ft,,22,14
44,1,4:39.0,,Turnover by M. Williams (step out of bounds),22,14
45,1,4:18.0,T. Snell makes 3-pt jump shot from 22 ft (assist by P. Gasol),,25,14
46,1,3:54.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,25,14
47,1,3:52.0,,Offensive rebound by B. Biyombo,25,14
48,1,3:44.0,,Turnover by M. Williams (bad pass; steal by N. Mirotić),25,14
49,1,3:39.0,N. Mirotić misses 2-pt layup from 1 ft,,25,14
50,1,3:37.0,,Defensive rebound by M. Kidd-Gilchrist,25,14
51,1,3:22.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),25,17
52,1,3:04.0,P. Gasol makes 2-pt jump shot from 17 ft (assist by A. Brooks),,27,17
53,1,2:45.0,,K. Walker misses 2-pt jump shot from 14 ft,27,17
54,1,2:43.0,Defensive rebound by T. Snell,,27,17
55,1,2:18.0,N. Mirotić misses 3-pt jump shot from 25 ft,,27,17
56,1,2:17.0,,Defensive rebound by B. Biyombo,27,17
57,1,2:05.0,,K. Walker misses 2-pt layup from 1 ft,27,17
58,1,2:04.0,Defensive rebound by P. Gasol,,27,17
59,1,1:58.0,A. Brooks makes 3-pt jump shot from 25 ft (assist by P. Gasol),,30,17
60,1,1:50.0,,Charlotte full timeout,30,17
61,1,1:50.0,Chicago full timeout,,30,17
62,1,1:50.0,K. Hinrich enters the game for M. Dunleavy,,30,17
63,1,1:50.0,D. McDermott enters the game for A. Brooks,,30,17
64,1,1:50.0,,L. Stephenson enters the game for B. Biyombo,30,17
65,1,1:50.0,,J. Maxiell enters the game for M. Williams,30,17
66,1,1:37.0,,L. Stephenson misses 2-pt jump shot from 18 ft,30,17
67,1,1:36.0,Defensive rebound by N. Mirotić,,30,17
68,1,1:24.0,N. Mirotić makes 3-pt jump shot from 25 ft,,33,17
69,1,1:02.0,,K. Walker makes 2-pt layup from 1 ft,33,19
70,1,0:47.0,Turnover by P. Gasol (bad pass; steal by M. Kidd-Gilchrist),,33,19
71,1,0:35.0,,K. Walker misses 2-pt layup from 1 ft,33,19
72,1,0:34.0,Defensive rebound by P. Gasol,,33,19
73,1,0:21.0,D. McDermott makes 2-pt layup from 1 ft (assist by N. Mirotić),,35,19
74,1,0:07.0,,Personal take foul by K. Hinrich (drawn by K. Walker),35,19
75,1,0:01.0,,K. Walker misses 2-pt jump shot from 7 ft,35,19
76,1,0:00.0,Defensive rebound by N. Mirotić,,35,19
77,2,11:41.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by T. Snell),,38,19
78,2,11:25.0,,L. Stephenson makes 2-pt jump shot from 7 ft (assist by G. Henderson),38,21
79,2,11:13.0,J. Noah misses 2-pt jump shot from 7 ft,,38,21
80,2,11:12.0,,Defensive rebound by K. Walker,38,21
81,2,11:02.0,,K. Walker misses 2-pt layup from 1 ft,38,21
82,2,11:01.0,Defensive rebound by N. Mirotić,,38,21
83,2,10:51.0,Shooting foul by L. Stephenson (drawn by D. McDermott),,38,21
84,2,10:51.0,D. McDermott makes free throw 1 of 2,,39,21
85,2,10:51.0,D. McDermott makes free throw 2 of 2,,40,21
86,2,10:47.0,,Charlotte full timeout,40,21
87,2,10:32.0,,G. Henderson makes 2-pt layup from 1 ft (assist by K. Walker),40,23
88,2,10:13.0,K. Hinrich misses 2-pt jump shot from 17 ft,,40,23
89,2,10:10.0,,Defensive rebound by L. Stephenson,40,23
90,2,10:03.0,,Shooting foul by D. McDermott (drawn by G. Henderson),40,23
91,2,10:03.0,,G. Henderson makes free throw 1 of 2,40,24
92,2,10:03.0,,G. Henderson makes free throw 2 of 2,40,25
93,2,9:50.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by N. Mirotić),,43,25
94,2,9:38.0,,Shooting foul by T. Snell (drawn by L. Stephenson),43,25
95,2,9:38.0,,L. Stephenson misses free throw 1 of 2,43,25
96,2,9:38.0,,Offensive rebound by Team,43,25
97,2,9:38.0,,L. Stephenson makes free throw 2 of 2,43,26
98,2,9:22.0,J. Noah misses 2-pt jump shot from 4 ft (block by J. Maxiell),,43,26
99,2,9:21.0,,Defensive rebound by G. Henderson,43,26
100,2,9:13.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 16 ft,43,26
101,2,9:11.0,,Offensive rebound by J. Maxiell,43,26
102,2,9:11.0,,J. Maxiell makes 2-pt layup at rim,43,28
103,2,8:43.0,T. Snell misses 2-pt jump shot from 16 ft,,43,28
104,2,8:42.0,Offensive rebound by J. Noah,,43,28
105,2,8:42.0,J. Noah misses 2-pt layup from 1 ft (block by M. Kidd-Gilchrist),,43,28
106,2,8:39.0,,Defensive rebound by M. Kidd-Gilchrist,43,28
107,2,8:38.0,Violation by T. Snell (def goaltending),,43,28
108,2,8:38.0,,M. Kidd-Gilchrist makes 2-pt layup at rim,43,30
109,2,8:38.0,,Shooting foul by K. Hinrich (drawn by M. Kidd-Gilchrist),43,30
110,2,8:38.0,,M. Kidd-Gilchrist makes free throw 1 of 1,43,31
111,2,8:34.0,E. Moore enters the game for T. Snell,,43,31
112,2,8:34.0,M. Dunleavy enters the game for D. McDermott,,43,31
113,2,8:21.0,E. Moore misses 2-pt jump shot from 8 ft,,43,31
114,2,8:20.0,,Defensive rebound by J. Maxiell,43,31
115,2,8:15.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,43,31
116,2,8:13.0,,Offensive rebound by L. Stephenson,43,31
117,2,8:09.0,,Personal foul by K. Hinrich (drawn by L. Stephenson),43,31
118,2,8:09.0,A. Brooks enters the game for K. Hinrich,,43,31
119,2,8:03.0,,L. Stephenson misses 2-pt layup from 1 ft,43,31
120,2,8:01.0,,Offensive rebound by M. Kidd-Gilchrist,43,31
121,2,7:57.0,,L. Stephenson misses 2-pt layup from 1 ft,43,31
122,2,7:57.0,,Offensive rebound by Team,43,31
123,2,7:57.0,Loose ball foul by N. Mirotić (drawn by J. Maxiell),,43,31
124,2,7:57.0,,J. Maxiell misses free throw 1 of 2,43,31
125,2,7:57.0,,Offensive rebound by Team,43,31
126,2,7:57.0,,J. Maxiell makes free throw 2 of 2,43,32
127,2,7:46.0,N. Mirotić misses 2-pt jump shot from 3 ft (block by J. Maxiell),,43,32
128,2,7:44.0,,Defensive rebound by K. Walker,43,32
129,2,7:40.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by K. Walker),43,34
130,2,7:23.0,Shooting foul by J. Maxiell (drawn by N. Mirotić),,43,34
131,2,7:23.0,N. Mirotić makes free throw 1 of 2,,44,34
132,2,7:23.0,N. Mirotić makes free throw 2 of 2,,45,34
133,2,7:09.0,,G. Henderson misses 2-pt jump shot from 17 ft,45,34
134,2,7:08.0,Defensive rebound by J. Noah,,45,34
135,2,6:59.0,Shooting foul by J. Maxiell (drawn by J. Noah),,45,34
136,2,6:59.0,J. Noah misses free throw 1 of 2,,45,34
137,2,6:59.0,Offensive rebound by Team,,45,34
138,2,6:59.0,,B. Biyombo enters the game for J. Maxiell,45,34
139,2,6:59.0,J. Noah makes free throw 2 of 2,,46,34
140,2,6:51.0,,K. Walker makes 2-pt jump shot from 15 ft,46,36
141,2,6:51.0,,Shooting foul by A. Brooks (drawn by K. Walker),46,36
142,2,6:51.0,,M. Williams enters the game for M. Kidd-Gilchrist,46,36
143,2,6:51.0,,K. Walker makes free throw 1 of 1,46,37
144,2,6:34.0,N. Mirotić makes 2-pt layup from 2 ft (assist by J. Noah),,48,37
145,2,6:20.0,,L. Stephenson misses 2-pt jump shot from 7 ft,48,37
146,2,6:19.0,Defensive rebound by J. Noah,,48,37
147,2,6:11.0,E. Moore misses 3-pt jump shot from 24 ft,,48,37
148,2,6:10.0,,Defensive rebound by B. Biyombo,48,37
149,2,6:10.0,,Personal foul by J. Noah (drawn by L. Stephenson),48,37
150,2,6:10.0,Technical foul by J. Noah,,48,37
151,2,6:10.0,,K. Walker makes technical free throw,48,38
152,2,6:10.0,,L. Stephenson misses free throw 1 of 2,48,38
153,2,6:10.0,,Offensive rebound by Team,48,38
154,2,6:10.0,,L. Stephenson makes free throw 2 of 2,48,39
155,2,5:54.0,Official timeout,,48,39
156,2,5:48.0,A. Brooks misses 2-pt jump shot from 9 ft,,48,39
157,2,5:47.0,,Defensive rebound by M. Williams,48,39
158,2,5:30.0,,L. Stephenson misses 2-pt jump shot from 17 ft,48,39
159,2,5:29.0,Defensive rebound by N. Mirotić,,48,39
160,2,5:20.0,E. Moore misses 2-pt jump shot from 10 ft,,48,39
161,2,5:15.0,,Defensive rebound by Team,48,39
162,2,5:15.0,P. Gasol enters the game for J. Noah,,48,39
163,2,4:58.0,,L. Stephenson misses 2-pt layup from 2 ft,48,39
164,2,4:58.0,,Offensive rebound by Team,48,39
165,2,4:58.0,,Shooting foul by N. Mirotić (drawn by B. Biyombo),48,39
166,2,4:58.0,,B. Biyombo makes free throw 1 of 2,48,40
167,2,4:58.0,T. Snell enters the game for E. Moore,,48,40
168,2,4:58.0,,M. Williams enters the game for L. Stephenson,48,40
169,2,4:58.0,,B. Biyombo makes free throw 2 of 2,48,41
170,2,4:39.0,P. Gasol makes 3-pt jump shot from 23 ft (assist by A. Brooks),,51,41
171,2,4:21.0,,M. Williams misses 3-pt jump shot from 25 ft,51,41
172,2,4:20.0,Defensive rebound by P. Gasol,,51,41
173,2,4:10.0,N. Mirotić misses 2-pt jump shot from 7 ft,,51,41
174,2,4:09.0,,Defensive rebound by G. Henderson,51,41
175,2,4:01.0,,K. Walker makes 2-pt jump shot from 15 ft (assist by G. Henderson),51,43
176,2,3:50.0,P. Gasol misses 2-pt jump shot from 17 ft,,51,43
177,2,3:48.0,,Defensive rebound by G. Henderson,51,43
178,2,3:41.0,,Personal foul by M. Dunleavy (drawn by G. Henderson),51,43
179,2,3:41.0,,G. Henderson makes free throw 1 of 2,51,44
180,2,3:41.0,,G. Henderson makes free throw 2 of 2,51,45
181,2,3:31.0,,Violation by K. Walker (kicked ball),51,45
182,2,3:25.0,A. Brooks misses 2-pt jump shot from 3 ft (block by B. Biyombo),,51,45
183,2,3:24.0,,Defensive rebound by G. Henderson,51,45
184,2,3:18.0,,K. Walker misses 3-pt jump shot from 26 ft,51,45
185,2,3:15.0,,Offensive rebound by B. Biyombo,51,45
186,2,3:15.0,,B. Biyombo makes 2-pt layup at rim,51,47
187,2,3:04.0,Personal foul by B. Biyombo (drawn by P. Gasol),,51,47
188,2,3:01.0,Personal foul by B. Biyombo (drawn by P. Gasol),,51,47
189,2,3:01.0,P. Gasol makes free throw 1 of 2,,52,47
190,2,3:01.0,,J. Maxiell enters the game for B. Biyombo,52,47
191,2,3:01.0,P. Gasol misses free throw 2 of 2,,52,47
192,2,2:59.0,,Defensive rebound by M. Williams,52,47
193,2,2:49.0,,Turnover by M. Williams (traveling),52,47
194,2,2:49.0,Chicago full timeout,,52,47
195,2,2:37.0,T. Snell makes 3-pt jump shot from 22 ft (assist by P. Gasol),,55,47
196,2,2:21.0,,Turnover by K. Walker (bad pass; steal by M. Dunleavy),55,47
197,2,2:16.0,M. Dunleavy misses 2-pt layup from 1 ft,,55,47
198,2,2:14.0,,Defensive rebound by K. Walker,55,47
199,2,2:08.0,,K. Walker misses 3-pt jump shot from 26 ft,55,47
200,2,2:05.0,Defensive rebound by N. Mirotić,,55,47
201,2,2:05.0,Turnover by N. Mirotić (step out of bounds),,55,47
202,2,2:05.0,J. Noah enters the game for N. Mirotić,,55,47
203,2,2:05.0,,M. Kidd-Gilchrist enters the game for K. Walker,55,47
204,2,1:49.0,,M. Williams misses 3-pt jump shot from 25 ft,55,47
205,2,1:46.0,,Offensive rebound by J. Maxiell,55,47
206,2,1:39.0,,M. Williams makes 3-pt jump shot from 24 ft (assist by M. Williams),55,50
207,2,1:22.0,P. Gasol makes 2-pt hook shot from 5 ft (assist by A. Brooks),,57,50
208,2,1:11.0,,Personal foul by A. Brooks (drawn by M. Williams),57,50
209,2,1:11.0,,M. Williams makes free throw 1 of 2,57,51
210,2,1:11.0,,N. Vonleh enters the game for J. Maxiell,57,51
211,2,1:11.0,,M. Williams makes free throw 2 of 2,57,52
212,2,0:57.0,A. Brooks misses 3-pt jump shot from 26 ft,,57,52
213,2,0:56.0,,Defensive rebound by M. Williams,57,52
214,2,0:49.0,,M. Williams misses 2-pt layup from 2 ft,57,52
215,2,0:49.0,,Offensive rebound by Team,57,52
216,2,0:49.0,,Turnover by M. Williams (traveling),57,52
217,2,0:42.0,P. Gasol misses 2-pt hook shot from 5 ft (block by M. Kidd-Gilchrist),,57,52
218,2,0:41.0,,Defensive rebound by M. Williams,57,52
219,2,0:35.0,,G. Henderson misses 2-pt layup from 2 ft,57,52
220,2,0:32.0,Defensive rebound by J. Noah,,57,52
221,2,0:24.0,A. Brooks makes 2-pt layup from 1 ft,,59,52
222,2,0:24.0,Shooting foul by M. Williams (drawn by A. Brooks),,59,52
223,2,0:24.0,A. Brooks makes free throw 1 of 1,,60,52
224,2,0:02.0,,M. Williams misses 3-pt jump shot from 30 ft,60,52
225,2,0:00.0,Defensive rebound by P. Gasol,,60,52
226,3,11:36.0,P. Gasol misses 2-pt jump shot from 14 ft,,60,52
227,3,11:35.0,,Defensive rebound by G. Henderson,60,52
228,3,11:23.0,,M. Williams misses 3-pt jump shot from 25 ft,60,52
229,3,11:21.0,Defensive rebound by T. Snell,,60,52
230,3,11:13.0,A. Brooks misses 3-pt jump shot from 25 ft,,60,52
231,3,11:11.0,,Defensive rebound by M. Williams,60,52
