,QUARTER,TIME_REMAINING,TORONTO_ACTION,CLEVELAND_ACTION,TORONTO_SCORE,CLEVELAND_SCORE
31,1,8:11.0,D. DeRozan misses 2-pt jump shot from 10 ft,,0,10
32,1,8:08.0,,Defensive rebound by A. Varejão,0,10
33,1,7:50.0,Violation by A. Johnson (def goaltending),,0,10
34,1,7:50.0,,L. James makes 2-pt layup from 2 ft (assist by A. Varejão),0,12
35,1,7:29.0,K. Lowry makes 3-pt jump shot from 22 ft (assist by D. DeRozan),,3,12
36,1,7:19.0,,K. Irving makes 2-pt jump shot from 13 ft,3,14
37,1,7:09.0,J. Valančiūnas makes 2-pt jump shot from 17 ft (assist by K. Lowry),,5,14
38,1,6:49.0,,S. Marion misses 3-pt jump shot from 22 ft,5,14
39,1,6:48.0,,Offensive rebound by A. Varejão,5,14
40,1,6:43.0,,L. James makes 3-pt jump shot from 25 ft (assist by K. Irving),5,17
41,1,6:27.0,D. DeRozan misses 3-pt jump shot from 23 ft,,5,17
42,1,6:26.0,,Defensive rebound by A. Varejão,5,17
43,1,6:16.0,,A. Varejão makes 2-pt layup at rim (assist by L. James),5,19
44,1,6:08.0,Toronto full timeout,,5,19
45,1,5:58.0,K. Lowry misses 2-pt jump shot from 12 ft,,5,19
46,1,5:57.0,,Defensive rebound by K. Love,5,19
47,1,5:53.0,,Shooting foul by T. Ross (drawn by S. Marion),5,19
48,1,5:53.0,,L. James makes free throw 1 of 2,5,20
49,1,5:53.0,L. Williams enters the game for T. Ross,,5,20
50,1,5:53.0,P. Patterson enters the game for J. Valančiūnas,,5,20
51,1,5:53.0,,D. Waiters enters the game for S. Marion,5,20
52,1,5:53.0,,Turnover by A. Varejão (lane violation.),5,20
53,1,5:41.0,Shooting foul by D. Waiters (drawn by D. DeRozan),,5,20
54,1,5:41.0,D. DeRozan misses free throw 1 of 2,,5,20
55,1,5:41.0,Offensive rebound by Team,,5,20
56,1,5:41.0,D. DeRozan makes free throw 2 of 2,,6,20
57,1,5:30.0,Violation by K. Lowry (kicked ball),,6,20
58,1,5:23.0,,K. Love makes 2-pt jump shot from 16 ft,6,22
59,1,4:56.0,D. DeRozan misses 2-pt jump shot from 17 ft,,6,22
60,1,4:55.0,Offensive rebound by L. Williams,,6,22
61,1,4:51.0,P. Patterson misses 2-pt jump shot from 14 ft,,6,22
62,1,4:49.0,,Defensive rebound by D. Waiters,6,22
63,1,4:34.0,,K. Love makes 2-pt hook shot from 7 ft,6,24
64,1,4:19.0,Shooting foul by D. Waiters (drawn by L. Williams),,6,24
65,1,4:19.0,L. Williams makes free throw 1 of 2,,7,24
66,1,4:19.0,C. Hayes enters the game for A. Johnson,,7,24
67,1,4:19.0,G. Vásquez enters the game for K. Lowry,,7,24
68,1,4:19.0,L. Williams makes free throw 2 of 2,,8,24
69,1,4:04.0,,K. Love makes 2-pt jump shot from 16 ft (assist by A. Varejão),8,26
70,1,3:48.0,L. Williams makes 2-pt jump shot from 14 ft,,10,26
71,1,3:35.0,,K. Irving misses 2-pt jump shot from 13 ft,10,26
72,1,3:34.0,Defensive rebound by D. DeRozan,,10,26
73,1,3:26.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,13,26
74,1,3:07.0,,K. Love misses 2-pt jump shot from 7 ft,13,26
75,1,3:04.0,Defensive rebound by P. Patterson,,13,26
76,1,2:55.0,Turnover by P. Patterson (bad pass; steal by K. Love),,13,26
77,1,2:48.0,,D. Waiters makes 2-pt layup from 1 ft (assist by K. Irving),13,28
78,1,2:37.0,L. Williams misses 2-pt layup at rim,,13,28
79,1,2:35.0,Offensive rebound by L. Williams,,13,28
80,1,2:35.0,L. Williams makes 2-pt tip-in at rim,,15,28
81,1,2:29.0,,Cleveland full timeout,15,28
82,1,2:29.0,,W. Cherry enters the game for A. Varejão,15,28
83,1,2:29.0,,T. Thompson enters the game for K. Irving,15,28
84,1,2:13.0,,Turnover by W. Cherry (bad pass; steal by P. Patterson),15,28
85,1,2:07.0,G. Vásquez misses 2-pt layup from 1 ft,,15,28
86,1,2:03.0,,Defensive rebound by T. Thompson,15,28
87,1,1:57.0,,D. Waiters misses 2-pt layup from 2 ft (block by P. Patterson),15,28
88,1,1:57.0,,Offensive rebound by K. Love,15,28
89,1,1:57.0,,K. Love misses 2-pt layup at rim (block by C. Hayes),15,28
90,1,1:57.0,,Offensive rebound by Team,15,28
91,1,1:56.0,,Shooting foul by C. Hayes (drawn by K. Love),15,28
92,1,1:56.0,,K. Love makes free throw 1 of 2,15,29
93,1,1:56.0,,K. Love makes free throw 2 of 2,15,30
94,1,1:42.0,Personal foul by W. Cherry (drawn by L. Williams),,15,30
95,1,1:42.0,L. Williams makes free throw 1 of 3,,16,30
96,1,1:42.0,L. Williams makes free throw 2 of 3,,17,30
97,1,1:42.0,L. Williams makes free throw 3 of 3,,18,30
98,1,1:17.0,,D. Waiters makes 2-pt jump shot from 20 ft (assist by W. Cherry),18,32
99,1,0:51.0,G. Vásquez misses 2-pt layup from 1 ft,,18,32
100,1,0:49.0,,Defensive rebound by T. Thompson,18,32
101,1,0:44.0,,T. Thompson makes 2-pt layup from 1 ft (assist by L. James),18,34
102,1,0:34.0,Shooting foul by W. Cherry (drawn by L. Williams),,18,34
103,1,0:34.0,L. Williams makes 2-pt jump shot from 12 ft,,20,34
104,1,0:34.0,,K. Irving enters the game for W. Cherry,20,34
105,1,0:34.0,L. Williams makes free throw 1 of 1,,21,34
106,1,0:12.0,,T. Thompson misses 2-pt jump shot from 5 ft,21,34
107,1,0:10.0,Defensive rebound by C. Hayes,,21,34
108,1,0:00.0,L. Williams misses 2-pt jump shot from 11 ft,,21,34
109,1,0:00.0,Offensive rebound by Team,,21,34
110,2,11:38.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by T. Thompson),21,37
111,2,11:24.0,G. Vásquez makes 3-pt jump shot from 24 ft (assist by C. Hayes),,24,37
112,2,11:08.0,,J. Harris misses 3-pt jump shot from 23 ft,24,37
113,2,11:08.0,,Offensive rebound by Team,24,37
114,2,11:08.0,,Personal foul by G. Vásquez (drawn by T. Thompson),24,37
115,2,11:02.0,,D. Waiters misses 2-pt jump shot from 17 ft,24,37
116,2,11:00.0,Defensive rebound by Team,,24,37
117,2,10:48.0,G. Vásquez makes 2-pt jump shot from 7 ft,,26,37
118,2,10:27.0,,Shooting foul by C. Hayes (drawn by T. Thompson),26,37
119,2,10:27.0,,T. Thompson misses free throw 1 of 2,26,37
120,2,10:27.0,,Offensive rebound by Team,26,37
121,2,10:27.0,,T. Thompson makes free throw 2 of 2,26,38
122,2,10:17.0,Shooting foul by S. Marion (drawn by L. Williams),,26,38
123,2,10:17.0,L. Williams makes free throw 1 of 3,,27,38
124,2,10:17.0,L. Williams makes free throw 2 of 3,,28,38
125,2,10:17.0,L. Williams makes free throw 3 of 3,,29,38
126,2,10:03.0,,Turnover by D. Waiters (traveling),29,38
127,2,9:45.0,K. Lowry makes 2-pt layup at rim (assist by P. Patterson),,31,38
128,2,9:37.0,,K. Irving misses 2-pt jump shot from 20 ft,31,38
129,2,9:36.0,,Offensive rebound by T. Thompson,31,38
130,2,9:36.0,,T. Thompson misses 2-pt tip-in at rim,31,38
131,2,9:36.0,Defensive rebound by C. Hayes,,31,38
132,2,9:31.0,Shooting foul by D. Waiters (drawn by G. Vásquez),,31,38
133,2,9:31.0,G. Vásquez makes free throw 1 of 2,,32,38
134,2,9:31.0,,M. Miller enters the game for D. Waiters,32,38
135,2,9:31.0,G. Vásquez makes free throw 2 of 2,,33,38
136,2,9:17.0,,M. Miller misses 3-pt jump shot from 24 ft,33,38
137,2,9:16.0,Defensive rebound by P. Patterson,,33,38
138,2,9:07.0,C. Hayes makes 2-pt layup from 1 ft (assist by G. Vásquez),,35,38
139,2,9:03.0,,Cleveland full timeout,35,38
140,2,8:45.0,,Shooting foul by G. Vásquez (drawn by K. Irving),35,38
141,2,8:45.0,,K. Irving misses free throw 1 of 2,35,38
142,2,8:45.0,,Offensive rebound by Team,35,38
143,2,8:45.0,,K. Irving makes free throw 2 of 2,35,39
144,2,8:34.0,L. Williams makes 3-pt jump shot from 23 ft (assist by G. Vásquez),,38,39
145,2,8:11.0,,K. Irving misses 2-pt jump shot from 15 ft,38,39
146,2,8:10.0,Defensive rebound by C. Hayes,,38,39
147,2,8:04.0,L. Williams misses 2-pt jump shot from 11 ft,,38,39
148,2,8:01.0,,Defensive rebound by S. Marion,38,39
149,2,7:53.0,,J. Harris misses 3-pt jump shot from 24 ft,38,39
150,2,7:52.0,Defensive rebound by P. Patterson,,38,39
151,2,7:43.0,G. Vásquez misses 3-pt jump shot from 24 ft,,38,39
152,2,7:42.0,,Defensive rebound by T. Thompson,38,39
153,2,7:37.0,,Shooting block foul by G. Vásquez (drawn by K. Irving),38,39
154,2,7:37.0,,K. Irving makes free throw 1 of 2,38,40
155,2,7:37.0,D. DeRozan enters the game for L. Williams,,38,40
156,2,7:37.0,A. Johnson enters the game for C. Hayes,,38,40
157,2,7:37.0,T. Ross enters the game for G. Vásquez,,38,40
158,2,7:37.0,,A. Varejão enters the game for S. Marion,38,40
159,2,7:37.0,,K. Love enters the game for T. Thompson,38,40
160,2,7:37.0,,L. James enters the game for J. Harris,38,40
161,2,7:37.0,,K. Irving makes free throw 2 of 2,38,41
162,2,7:22.0,Offensive foul by A. Johnson (drawn by L. James),,38,41
163,2,7:22.0,Turnover by A. Johnson (offensive foul),,38,41
164,2,7:03.0,,A. Varejão misses 2-pt layup at rim (block by K. Lowry),38,41
165,2,7:02.0,Defensive rebound by K. Lowry,,38,41
166,2,6:58.0,T. Ross misses 3-pt jump shot from 25 ft,,38,41
167,2,6:52.0,,Defensive rebound by K. Irving,38,41
168,2,6:49.0,,K. Love misses 2-pt jump shot from 18 ft,38,41
169,2,6:48.0,Defensive rebound by K. Lowry,,38,41
170,2,6:41.0,T. Ross misses 3-pt jump shot from 23 ft,,38,41
171,2,6:40.0,,Defensive rebound by M. Miller,38,41
172,2,6:31.0,,L. James makes 2-pt layup at rim (assist by K. Irving),38,43
173,2,6:09.0,T. Ross makes 2-pt jump shot from 15 ft,,40,43
174,2,5:58.0,,K. Irving makes 2-pt layup at rim,40,45
175,2,5:49.0,Shooting foul by A. Varejão (drawn by K. Lowry),,40,45
176,2,5:49.0,Official timeout,,40,45
177,2,5:49.0,J. Valančiūnas enters the game for P. Patterson,,40,45
178,2,5:49.0,,S. Marion enters the game for M. Miller,40,45
179,2,5:49.0,K. Lowry makes free throw 1 of 2,,41,45
180,2,5:49.0,K. Lowry makes free throw 2 of 2,,42,45
181,2,5:27.0,,Def 3 sec tech foul by J. Valančiūnas,42,45
182,2,5:27.0,,K. Irving makes technical free throw,42,46
183,2,5:15.0,,L. James makes 2-pt jump shot from 3 ft,42,48
184,2,5:01.0,Shooting foul by K. Love (drawn by A. Johnson),,42,48
185,2,5:01.0,A. Johnson makes free throw 1 of 2,,43,48
186,2,5:01.0,A. Johnson misses free throw 2 of 2,,43,48
187,2,5:01.0,,Defensive rebound by S. Marion,43,48
188,2,4:35.0,,K. Irving makes 2-pt jump shot from 7 ft (assist by L. James),43,50
189,2,4:24.0,K. Lowry makes 2-pt layup from 1 ft,,45,50
190,2,4:08.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by S. Marion),45,53
191,2,3:47.0,D. DeRozan makes 2-pt jump shot from 4 ft,,47,53
192,2,3:36.0,,Turnover by L. James (bad pass),47,53
193,2,3:27.0,Personal foul by K. Irving (drawn by K. Lowry),,47,53
194,2,3:27.0,K. Lowry makes free throw 1 of 2,,48,53
195,2,3:27.0,K. Lowry makes free throw 2 of 2,,49,53
196,2,3:09.0,,L. James misses 3-pt jump shot from 23 ft,49,53
197,2,3:08.0,Defensive rebound by J. Valančiūnas,,49,53
198,2,3:00.0,Toronto full timeout,,49,53
199,2,2:50.0,D. DeRozan misses 2-pt jump shot from 16 ft (block by S. Marion),,49,53
200,2,2:47.0,,Defensive rebound by K. Love,49,53
201,2,2:44.0,,Shooting foul by J. Valančiūnas (drawn by A. Varejão),49,53
202,2,2:44.0,,A. Varejão misses free throw 1 of 2,49,53
203,2,2:44.0,,Offensive rebound by Team,49,53
204,2,2:44.0,,A. Varejão misses free throw 2 of 2,49,53
205,2,2:43.0,Defensive rebound by J. Valančiūnas,,49,53
206,2,2:33.0,L. Williams enters the game for T. Ross,,49,53
207,2,2:19.0,D. DeRozan misses 2-pt jump shot from 13 ft,,49,53
208,2,2:18.0,,Defensive rebound by K. Love,49,53
209,2,2:13.0,Offensive charge foul by L. James (drawn by K. Lowry),,49,53
210,2,2:13.0,,Turnover by L. James (offensive foul),49,53
211,2,2:02.0,D. DeRozan misses 2-pt layup from 1 ft,,49,53
212,2,2:01.0,,Defensive rebound by S. Marion,49,53
213,2,1:54.0,,Turnover by K. Irving (bad pass; steal by D. DeRozan),49,53
214,2,1:53.0,Turnover by D. DeRozan (bad pass; steal by K. Irving),,49,53
215,2,1:53.0,,Turnover by K. Irving (bad pass),49,53
216,2,1:40.0,L. Williams makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,52,53
217,2,1:14.0,,K. Love misses 3-pt jump shot from 25 ft,52,53
218,2,1:14.0,,Offensive rebound by Team,52,53
219,2,1:14.0,,Turnover by Team (shot clock),52,53
220,2,1:14.0,,T. Thompson enters the game for A. Varejão,52,53
221,2,1:04.0,Personal foul by K. Irving (drawn by K. Lowry),,52,53
222,2,1:04.0,K. Lowry misses free throw 1 of 2,,52,53
223,2,1:04.0,Offensive rebound by Team,,52,53
224,2,1:04.0,K. Lowry makes free throw 2 of 2,,53,53
225,2,0:40.0,,T. Thompson misses 2-pt jump shot from 9 ft,53,53
226,2,0:38.0,,Offensive rebound by S. Marion,53,53
227,2,0:18.0,,Shooting foul by D. DeRozan (drawn by L. James),53,53
228,2,0:18.0,,L. James misses free throw 1 of 2,53,53
229,2,0:18.0,,Offensive rebound by Team,53,53
230,2,0:18.0,,W. Cherry enters the game for K. Irving,53,53
231,2,0:18.0,P. Patterson enters the game for J. Valančiūnas,,53,53
232,2,0:18.0,,L. James makes free throw 2 of 2,53,54
233,2,0:00.0,L. Williams makes 3-pt jump shot from 26 ft,,56,54
234,3,11:37.0,,S. Marion misses 2-pt jump shot from 15 ft,56,54
235,3,11:36.0,,Offensive rebound by A. Varejão,56,54
236,3,11:36.0,,A. Varejão misses 2-pt tip-in from 1 ft (block by A. Johnson),56,54
237,3,11:34.0,Defensive rebound by T. Ross,,56,54
238,3,11:17.0,K. Lowry misses 2-pt jump shot from 18 ft,,56,54
239,3,11:16.0,,Defensive rebound by Team,56,54
240,3,10:53.0,,L. James misses 3-pt jump shot from 25 ft,56,54
241,3,10:52.0,Defensive rebound by Team,,56,54
242,3,10:52.0,Personal foul by A. Varejão (drawn by J. Valančiūnas),,56,54
243,3,10:46.0,Offensive foul by A. Johnson (drawn by K. Love),,56,54
244,3,10:46.0,Turnover by A. Johnson (offensive foul),,56,54
245,3,10:35.0,,Shooting block foul by D. DeRozan (drawn by A. Varejão),56,54
246,3,10:35.0,,A. Varejão misses free throw 1 of 2,56,54
247,3,10:35.0,,Offensive rebound by Team,56,54
248,3,10:35.0,,A. Varejão makes free throw 2 of 2,56,55
249,3,10:22.0,D. DeRozan misses 2-pt jump shot from 15 ft,,56,55
250,3,10:20.0,,Defensive rebound by K. Love,56,55
251,3,10:17.0,,S. Marion makes 2-pt layup at rim (assist by K. Love),56,57
252,3,9:57.0,J. Valančiūnas makes 2-pt layup at rim (assist by K. Lowry),,58,57
253,3,9:44.0,,K. Love makes 2-pt hook shot from 4 ft (assist by L. James),58,59
254,3,9:31.0,T. Ross misses 2-pt jump shot from 13 ft,,58,59
255,3,9:30.0,,Defensive rebound by A. Varejão,58,59
256,3,9:12.0,,K. Love makes 2-pt layup at rim (assist by L. James),58,61
257,3,8:56.0,A. Johnson makes 3-pt jump shot from 24 ft (assist by K. Lowry),,61,61
258,3,8:48.0,,L. James misses 2-pt layup from 1 ft,61,61
259,3,8:47.0,Defensive rebound by J. Valančiūnas,,61,61
260,3,8:29.0,K. Lowry misses 2-pt layup from 1 ft,,61,61
261,3,8:28.0,,Defensive rebound by Team,61,61
262,3,8:12.0,,K. Irving makes 2-pt jump shot from 15 ft (assist by L. James),61,63
263,3,7:50.0,T. Ross misses 2-pt jump shot from 19 ft,,61,63
264,3,7:49.0,,Defensive rebound by A. Varejão,61,63
265,3,7:38.0,,A. Varejão misses 2-pt jump shot from 14 ft,61,63
266,3,7:37.0,Defensive rebound by D. DeRozan,,61,63
267,3,7:23.0,A. Johnson misses 3-pt jump shot from 22 ft,,61,63
268,3,7:23.0,,Defensive rebound by Team,61,63
269,3,7:23.0,Loose ball foul by J. Valančiūnas (drawn by A. Varejão),,61,63
270,3,7:07.0,,Personal foul by A. Johnson (drawn by K. Love),61,63
271,3,7:04.0,,K. Love makes 2-pt layup at rim (assist by A. Varejão),61,65
272,3,6:43.0,D. DeRozan makes 2-pt layup from 1 ft (assist by K. Lowry),,63,65
273,3,6:43.0,Shooting foul by K. Love (drawn by D. DeRozan),,63,65
274,3,6:43.0,D. DeRozan makes free throw 1 of 1,,64,65
275,3,6:27.0,,K. Love misses 2-pt hook shot from 5 ft,64,65
276,3,6:24.0,Defensive rebound by A. Johnson,,64,65
277,3,6:13.0,Shooting foul by K. Love (drawn by K. Lowry),,64,65
278,3,6:13.0,K. Lowry makes free throw 1 of 2,,65,65
279,3,6:13.0,L. Williams enters the game for T. Ross,,65,65
280,3,6:13.0,K. Lowry makes free throw 2 of 2,,66,65
281,3,5:58.0,,Turnover by L. James (bad pass; steal by L. Williams),66,65
282,3,5:53.0,A. Johnson makes 2-pt layup at rim (assist by K. Lowry),,68,65
283,3,5:41.0,,L. James misses 2-pt jump shot from 14 ft,68,65
284,3,5:39.0,Defensive rebound by A. Johnson,,68,65
285,3,5:31.0,A. Johnson misses 3-pt jump shot from 25 ft,,68,65
286,3,5:30.0,Offensive rebound by J. Valančiūnas,,68,65
287,3,5:29.0,J. Valančiūnas makes 2-pt layup at rim,,70,65
288,3,5:29.0,,Cleveland full timeout,70,65
289,3,5:29.0,,D. Waiters enters the game for S. Marion,70,65
290,3,5:07.0,,L. James misses 3-pt jump shot from 26 ft,70,65
291,3,5:05.0,,Offensive rebound by A. Varejão,70,65
292,3,5:00.0,,K. Irving misses 3-pt jump shot from 25 ft,70,65
293,3,4:59.0,Defensive rebound by L. Williams,,70,65
294,3,4:43.0,D. DeRozan makes 2-pt jump shot from 6 ft (assist by K. Lowry),,72,65
295,3,4:20.0,,K. Love misses 2-pt jump shot from 17 ft,72,65
296,3,4:19.0,Defensive rebound by D. DeRozan,,72,65
297,3,4:01.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),,74,65
298,3,3:42.0,,K. Love misses 2-pt layup from 1 ft (block by J. Valančiūnas),74,65
299,3,3:39.0,Defensive rebound by K. Lowry,,74,65
300,3,3:33.0,K. Lowry makes 2-pt layup at rim,,76,65
301,3,3:18.0,,A. Varejão makes 2-pt hook shot from 7 ft (assist by L. James),76,67
302,3,3:05.0,L. Williams makes 2-pt layup at rim (assist by K. Lowry),,78,67
303,3,2:49.0,,D. Waiters misses 2-pt jump shot from 18 ft,78,67
304,3,2:48.0,Defensive rebound by D. DeRozan,,78,67
305,3,2:45.0,L. Williams misses 2-pt layup from 1 ft (block by L. James),,78,67
306,3,2:43.0,,Defensive rebound by D. Waiters,78,67
307,3,2:43.0,,Turnover by D. Waiters (step out of bounds),78,67
308,3,2:43.0,Toronto full timeout,,78,67
309,3,2:43.0,,J. Harris enters the game for A. Varejão,78,67
310,3,2:43.0,,S. Marion enters the game for K. Love,78,67
311,3,2:43.0,,T. Thompson enters the game for K. Irving,78,67
312,3,2:43.0,P. Patterson enters the game for A. Johnson,,78,67
313,3,2:35.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by P. Patterson),,81,67
314,3,2:10.0,,Offensive foul by T. Thompson (drawn by K. Lowry),81,67
315,3,2:10.0,,Turnover by T. Thompson (offensive foul),81,67
316,3,1:59.0,D. DeRozan misses 2-pt jump shot from 16 ft,,81,67
317,3,1:56.0,Offensive rebound by L. Williams,,81,67
318,3,1:45.0,L. Williams makes 2-pt jump shot from 18 ft,,83,67
319,3,1:31.0,,S. Marion misses 2-pt jump shot from 1 ft,83,67
320,3,1:30.0,,Offensive rebound by T. Thompson,83,67
321,3,1:30.0,,T. Thompson misses 2-pt tip-in at rim,83,67
322,3,1:30.0,,Offensive rebound by S. Marion,83,67
323,3,1:30.0,,S. Marion misses 2-pt layup from 1 ft (block by J. Valančiūnas),83,67
324,3,1:30.0,Defensive rebound by Team,,83,67
325,3,1:23.0,K. Lowry misses 3-pt jump shot from 27 ft,,83,67
326,3,1:23.0,,Defensive rebound by Team,83,67
327,3,1:23.0,Loose ball foul by J. Valančiūnas (drawn by T. Thompson),,83,67
328,3,1:23.0,Violation by Team (delay of game),,83,67
329,3,1:08.0,,D. Waiters misses 3-pt jump shot from 25 ft,83,67
330,3,1:07.0,Defensive rebound by J. Valančiūnas,,83,67
331,3,0:53.0,L. Williams makes 2-pt jump shot from 17 ft (assist by P. Patterson),,85,67
332,3,0:44.0,,L. James makes 2-pt jump shot from 7 ft,85,69
333,3,0:29.0,K. Lowry misses 3-pt jump shot from 22 ft,,85,69
334,3,0:27.0,Offensive rebound by P. Patterson,,85,69
335,3,0:05.0,K. Lowry misses 2-pt layup from 1 ft,,85,69
336,3,0:04.0,,Defensive rebound by J. Harris,85,69
337,3,0:01.0,,D. Waiters misses 2-pt layup at rim,85,69
338,3,0:00.0,,Offensive rebound by T. Thompson,85,69
339,3,0:00.0,,T. Thompson makes 2-pt dunk at rim,85,71
340,3,0:00.0,L. Williams misses 3-pt jump shot from 67 ft,,85,71
341,3,0:00.0,Offensive rebound by Team,,85,71
342,4,11:47.0,L. Williams misses 3-pt jump shot from 29 ft,,85,71
343,4,11:46.0,,Defensive rebound by A. Varejão,85,71
344,4,11:38.0,,Turnover by L. James (bad pass; steal by L. Williams),85,71
345,4,11:34.0,Shooting foul by T. Thompson (drawn by D. DeRozan),,85,71
346,4,11:34.0,D. DeRozan makes free throw 1 of 2,,86,71
347,4,11:34.0,D. DeRozan makes free throw 2 of 2,,87,71
348,4,11:17.0,,Turnover by A. Varejão (bad pass; steal by C. Hayes),87,71
349,4,11:05.0,D. DeRozan makes 2-pt jump shot from 17 ft (assist by L. Williams),,89,71
350,4,10:52.0,,T. Thompson makes 2-pt layup at rim (assist by L. James),89,73
351,4,10:25.0,G. Vásquez misses 2-pt jump shot from 8 ft,,89,73
352,4,10:24.0,,Defensive rebound by J. Harris,89,73
353,4,10:10.0,,A. Varejão misses 2-pt jump shot from 16 ft,89,73
354,4,10:09.0,Defensive rebound by P. Patterson,,89,73
355,4,10:04.0,L. Williams misses 2-pt jump shot from 6 ft (block by D. Waiters),,89,73
356,4,10:04.0,Offensive rebound by Team,,89,73
357,4,10:04.0,,K. Irving enters the game for D. Waiters,89,73
358,4,9:53.0,P. Patterson misses 2-pt jump shot from 9 ft,,89,73
359,4,9:51.0,,Defensive rebound by A. Varejão,89,73
360,4,9:40.0,,K. Irving misses 2-pt layup from 1 ft,89,73
361,4,9:39.0,,Offensive rebound by T. Thompson,89,73
362,4,9:39.0,,T. Thompson misses 2-pt tip-in at rim,89,73
363,4,9:39.0,Defensive rebound by Team,,89,73
364,4,9:39.0,,Loose ball foul by K. Irving (drawn by C. Hayes),89,73
365,4,9:20.0,D. DeRozan makes 2-pt jump shot from 13 ft (assist by C. Hayes),,91,73
366,4,9:09.0,,Shooting foul by L. Williams (drawn by A. Varejão),91,73
367,4,9:09.0,,A. Varejão makes free throw 1 of 2,91,74
368,4,9:09.0,,K. Love enters the game for T. Thompson,91,74
369,4,9:09.0,,A. Varejão makes free throw 2 of 2,91,75
370,4,8:55.0,P. Patterson misses 3-pt jump shot from 25 ft,,91,75
371,4,8:54.0,,Defensive rebound by K. Irving,91,75
372,4,8:35.0,,K. Irving misses 3-pt jump shot from 23 ft,91,75
373,4,8:34.0,Defensive rebound by G. Vásquez,,91,75
374,4,8:31.0,Shooting foul by J. Harris (drawn by L. Williams),,91,75
375,4,8:31.0,Official timeout,,91,75
376,4,8:31.0,L. Williams makes free throw 1 of 2,,92,75
377,4,8:31.0,,M. Miller enters the game for A. Varejão,92,75
378,4,8:31.0,L. Williams makes free throw 2 of 2,,93,75
379,4,8:27.0,,Personal foul by G. Vásquez (drawn by L. James),93,75
380,4,8:15.0,,L. James makes 2-pt layup at rim (assist by K. Irving),93,77
381,4,7:59.0,D. DeRozan makes 2-pt jump shot from 17 ft,,95,77
382,4,7:40.0,,Turnover by J. Harris (bad pass; steal by C. Hayes),95,77
383,4,7:35.0,Turnover by P. Patterson (step out of bounds),,95,77
384,4,7:20.0,,Shooting foul by C. Hayes (drawn by K. Love),95,77
385,4,7:20.0,,K. Love makes free throw 1 of 2,95,78
386,4,7:20.0,,K. Love makes free throw 2 of 2,95,79
387,4,7:06.0,D. DeRozan makes 2-pt dunk at rim (assist by C. Hayes),,97,79
388,4,6:54.0,,Turnover by K. Irving (bad pass; steal by C. Hayes),97,79
389,4,6:44.0,L. Williams misses 3-pt jump shot from 25 ft,,97,79
390,4,6:43.0,,Defensive rebound by M. Miller,97,79
391,4,6:26.0,,K. Irving misses 3-pt jump shot from 25 ft,97,79
