,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,LA LAKERS_ACTION,MILWAUKEE_SCORE,LA LAKERS_SCORE
379,4,5:14.0,Turnover by M. Carter-Williams (bad pass; steal by W. Ellington),,83,83
380,4,5:09.0,,W. Ellington makes 2-pt layup from 2 ft (assist by J. Lin),83,85
381,4,4:57.0,K. Middleton misses 3-pt jump shot from 24 ft,,83,85
382,4,4:57.0,Offensive rebound by Team,,83,85
383,4,4:57.0,,Loose ball foul by E. Davis (drawn by E. İlyasova),83,85
384,4,4:57.0,Official timeout,,83,85
385,4,4:57.0,,R. Kelly enters the game for J. Hill,83,85
386,4,4:57.0,E. İlyasova misses free throw 1 of 2,,83,85
387,4,4:57.0,Offensive rebound by Team,,83,85
388,4,4:57.0,E. İlyasova makes free throw 2 of 2,,84,85
389,4,4:45.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Lin),84,88
390,4,4:32.0,Shooting foul by R. Kelly (drawn by M. Carter-Williams),,84,88
391,4,4:32.0,M. Carter-Williams makes free throw 1 of 2,,85,88
392,4,4:32.0,G. Antetokounmpo enters the game for E. İlyasova,,85,88
393,4,4:32.0,M. Carter-Williams makes free throw 2 of 2,,86,88
394,4,4:18.0,,W. Ellington makes 2-pt jump shot from 16 ft (assist by R. Kelly),86,90
395,4,3:52.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,86,90
396,4,3:51.0,,Defensive rebound by J. Lin,86,90
397,4,3:40.0,,W. Ellington makes 2-pt jump shot from 20 ft (assist by W. Johnson),86,92
398,4,3:19.0,M. Carter-Williams misses 3-pt jump shot from 22 ft,,86,92
399,4,3:17.0,,Defensive rebound by W. Johnson,86,92
400,4,3:00.0,,Turnover by E. Davis (bad pass; steal by G. Antetokounmpo),86,92
401,4,2:57.0,Shooting foul by R. Kelly (drawn by G. Antetokounmpo),,86,92
402,4,2:57.0,,LA Lakers full timeout,86,92
403,4,2:57.0,G. Antetokounmpo makes free throw 1 of 2,,87,92
404,4,2:57.0,G. Antetokounmpo makes free throw 2 of 2,,88,92
405,4,2:42.0,,Shooting foul by K. Middleton (drawn by E. Davis),88,92
406,4,2:42.0,,E. Davis misses free throw 1 of 2,88,92
407,4,2:42.0,,Offensive rebound by Team,88,92
408,4,2:42.0,,E. Davis misses free throw 2 of 2,88,92
409,4,2:41.0,Defensive rebound by K. Middleton,,88,92
410,4,2:26.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by E. Davis),,88,92
411,4,2:24.0,,Defensive rebound by W. Johnson,88,92
412,4,2:19.0,,R. Kelly misses 3-pt jump shot from 25 ft,88,92
413,4,2:17.0,Defensive rebound by Team,,88,92
414,4,2:04.0,Shooting foul by W. Ellington (drawn by J. Bayless),,88,92
415,4,2:04.0,J. Bayless makes free throw 1 of 2,,89,92
416,4,2:04.0,,J. Hill enters the game for E. Davis,89,92
417,4,2:04.0,J. Bayless misses free throw 2 of 2,,89,92
418,4,2:02.0,,Defensive rebound by W. Johnson,89,92
419,4,1:48.0,,J. Hill misses 2-pt jump shot from 10 ft,89,92
420,4,1:47.0,,Offensive rebound by W. Johnson,89,92
421,4,1:35.0,,J. Lin misses 2-pt jump shot from 3 ft (block by Z. Pachulia),89,92
422,4,1:25.0,,Offensive rebound by J. Hill,89,92
423,4,1:25.0,,J. Hill makes 2-pt layup from 1 ft,89,94
424,4,1:25.0,J. Bayless makes 2-pt layup from 1 ft,,91,94
425,4,1:12.0,,J. Hill makes 2-pt jump shot from 19 ft (assist by W. Ellington),91,96
426,4,1:03.0,Turnover by J. Bayless (bad pass; steal by W. Johnson),,91,96
427,4,1:00.0,,W. Johnson makes 2-pt dunk at rim,91,98
428,4,1:00.0,Milwaukee full timeout,,91,98
429,4,0:55.0,J. Bayless misses 2-pt layup from 1 ft,,91,98
430,4,0:55.0,Offensive rebound by Team,,91,98
431,4,0:55.0,,Loose ball foul by R. Kelly (drawn by Z. Pachulia),91,98
432,4,0:55.0,Z. Pachulia makes free throw 1 of 2,,92,98
433,4,0:55.0,Z. Pachulia makes free throw 2 of 2,,93,98
434,4,0:35.0,,Shooting foul by J. Bayless (drawn by J. Lin),93,98
435,4,0:35.0,,J. Lin makes free throw 1 of 2,93,99
436,4,0:35.0,T. Ennis enters the game for J. Bayless,,93,99
437,4,0:35.0,,J. Lin makes free throw 2 of 2,93,100
438,4,0:35.0,Milwaukee full timeout,,93,100
439,4,0:33.0,T. Ennis misses 3-pt jump shot from 26 ft,,93,100
440,4,0:31.0,,Defensive rebound by J. Lin,93,100
441,4,0:30.0,,Personal take foul by G. Antetokounmpo (drawn by J. Lin),93,100
442,4,0:30.0,,J. Lin makes free throw 1 of 2,93,101
443,4,0:30.0,,J. Lin misses free throw 2 of 2,93,101
444,4,0:28.0,Defensive rebound by G. Antetokounmpo,,93,101
445,4,0:23.0,K. Middleton misses 3-pt jump shot from 24 ft,,93,101
446,4,0:21.0,,Defensive rebound by J. Hill,93,101
