,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,DETROIT_ACTION,NEW ORLEANS_SCORE,DETROIT_SCORE
131,2,5:49.0,,Detroit full timeout,38,24
132,2,5:43.0,T. Evans makes 2-pt layup from 1 ft (assist by Ö. Aşık),,40,24
133,2,5:27.0,,B. Jennings misses 2-pt layup from 1 ft,40,24
134,2,5:25.0,Defensive rebound by Ö. Aşık,,40,24
135,2,5:19.0,R. Anderson makes 3-pt jump shot from 24 ft (assist by T. Evans),,43,24
136,2,5:19.0,,Detroit full timeout,43,24
137,2,5:19.0,E. Gordon enters the game for Ö. Aşık,,43,24
138,2,5:19.0,A. Davis enters the game for J. Fredette,,43,24
139,2,5:03.0,,Personal foul by Q. Pondexter (drawn by B. Jennings),43,24
140,2,4:55.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by B. Jennings),43,27
141,2,4:37.0,,Violation by A. Drummond (def goaltending),43,27
142,2,4:37.0,R. Anderson makes 2-pt jump shot from 9 ft,,45,27
143,2,4:17.0,,A. Drummond makes 2-pt jump shot from 6 ft,45,29
144,2,3:59.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by R. Anderson),,48,29
145,2,3:41.0,,J. Meeks misses 3-pt jump shot from 23 ft,48,29
146,2,3:40.0,Defensive rebound by A. Davis,,48,29
147,2,3:23.0,T. Evans makes 2-pt layup at rim,,50,29
148,2,3:11.0,,J. Meeks makes 2-pt layup at rim (assist by A. Tolliver),50,31
149,2,2:59.0,,Offensive charge foul by Q. Pondexter (drawn by J. Meeks),50,31
150,2,2:59.0,Turnover by Q. Pondexter (offensive foul),,50,31
151,2,2:59.0,,G. Monroe enters the game for A. Drummond,50,31
152,2,2:59.0,,J. Jerebko enters the game for A. Tolliver,50,31
153,2,2:59.0,D. Cunningham enters the game for Q. Pondexter,,50,31
154,2,2:47.0,,J. Jerebko misses 3-pt jump shot from 26 ft,50,31
155,2,2:45.0,Defensive rebound by D. Cunningham,,50,31
156,2,2:23.0,R. Anderson misses 2-pt jump shot from 8 ft,,50,31
157,2,2:22.0,Offensive rebound by R. Anderson,,50,31
158,2,2:13.0,A. Davis makes 2-pt layup at rim (assist by T. Evans),,52,31
159,2,1:50.0,,G. Monroe makes 2-pt layup at rim (assist by K. Caldwell-Pope),52,33
160,2,1:39.0,Shooting foul by K. Caldwell-Pope (drawn by T. Evans),,52,33
161,2,1:39.0,T. Evans makes free throw 1 of 2,,53,33
162,2,1:39.0,T. Evans makes free throw 2 of 2,,54,33
163,2,1:27.0,,G. Monroe makes 2-pt layup at rim (assist by K. Caldwell-Pope),54,35
164,2,1:13.0,A. Davis makes 2-pt dunk at rim (assist by T. Evans),,56,35
165,2,0:55.0,,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,56,35
166,2,0:54.0,Defensive rebound by A. Davis,,56,35
167,2,0:52.0,Turnover by A. Davis (lost ball; steal by G. Monroe),,56,35
168,2,0:52.0,,Shooting foul by A. Davis (drawn by G. Monroe),56,35
169,2,0:52.0,,G. Monroe makes free throw 1 of 2,56,36
170,2,0:52.0,,G. Monroe misses free throw 2 of 2,56,36
171,2,0:52.0,Defensive rebound by A. Davis,,56,36
172,2,0:41.0,Turnover by T. Evans (bad pass; steal by J. Jerebko),,56,36
173,2,0:38.0,,Turnover by J. Jerebko (dbl dribble),56,36
174,2,0:24.0,E. Gordon makes 2-pt layup at rim,,58,36
175,2,0:05.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,58,36
176,2,0:04.0,Defensive rebound by A. Davis,,58,36
177,2,0:01.0,A. Davis misses 3-pt jump shot from 53 ft,,58,36
178,2,0:00.0,Offensive rebound by Team,,58,36
179,3,11:44.0,,K. Singler makes 2-pt layup at rim (assist by G. Monroe),58,38
180,3,11:27.0,A. Davis makes 2-pt jump shot from 19 ft (assist by E. Gordon),,60,38
181,3,11:12.0,,Shooting foul by E. Gordon (drawn by G. Monroe),60,38
182,3,11:12.0,,G. Monroe makes free throw 1 of 2,60,39
183,3,11:12.0,,G. Monroe makes free throw 2 of 2,60,40
184,3,10:50.0,A. Davis misses 2-pt hook shot from 5 ft,,60,40
185,3,10:48.0,,Defensive rebound by K. Singler,60,40
186,3,10:42.0,,B. Jennings makes 3-pt jump shot from 25 ft,60,43
187,3,10:24.0,D. Cunningham makes 2-pt jump shot from 20 ft (assist by E. Gordon),,62,43
188,3,10:04.0,,B. Jennings misses 3-pt jump shot from 25 ft,62,43
189,3,10:03.0,Defensive rebound by Ö. Aşık,,62,43
190,3,9:42.0,A. Davis makes 2-pt jump shot from 9 ft,,64,43
191,3,9:26.0,,K. Singler makes 3-pt jump shot from 26 ft (assist by G. Monroe),64,46
192,3,8:58.0,D. Cunningham makes 2-pt jump shot from 20 ft (assist by T. Evans),,66,46
193,3,8:51.0,,Shooting foul by E. Gordon (drawn by B. Jennings),66,46
194,3,8:51.0,,B. Jennings makes free throw 1 of 2,66,47
195,3,8:51.0,,B. Jennings makes free throw 2 of 2,66,48
196,3,8:40.0,Turnover by E. Gordon (bad pass),,66,48
197,3,8:21.0,,G. Monroe misses 2-pt layup from 2 ft (block by A. Davis),66,48
198,3,8:20.0,Defensive rebound by T. Evans,,66,48
199,3,8:10.0,D. Cunningham misses 2-pt jump shot from 7 ft,,66,48
200,3,8:08.0,Offensive rebound by A. Davis,,66,48
201,3,7:49.0,Shooting foul by G. Monroe (drawn by A. Davis),,66,48
202,3,7:49.0,A. Davis makes free throw 1 of 2,,67,48
203,3,7:49.0,A. Davis makes free throw 2 of 2,,68,48
204,3,7:39.0,,Shooting foul by Ö. Aşık (drawn by G. Monroe),68,48
205,3,7:39.0,,G. Monroe misses free throw 1 of 2,68,48
206,3,7:39.0,,Offensive rebound by Team,68,48
207,3,7:39.0,,G. Monroe makes free throw 2 of 2,68,49
208,3,7:24.0,A. Davis misses 2-pt jump shot from 17 ft,,68,49
209,3,7:23.0,,Defensive rebound by K. Caldwell-Pope,68,49
210,3,7:15.0,,K. Singler misses 3-pt jump shot from 26 ft,68,49
211,3,7:14.0,Defensive rebound by T. Evans,,68,49
212,3,7:07.0,D. Cunningham misses 2-pt jump shot from 5 ft (block by A. Drummond),,68,49
213,3,7:07.0,Offensive rebound by Team,,68,49
214,3,6:56.0,Shooting foul by A. Drummond (drawn by Ö. Aşık),,68,49
215,3,6:56.0,Ö. Aşık makes free throw 1 of 2,,69,49
216,3,6:56.0,,J. Jerebko enters the game for A. Drummond,69,49
217,3,6:56.0,Ö. Aşık makes free throw 2 of 2,,70,49
218,3,6:36.0,,G. Monroe misses 2-pt hook shot from 5 ft,70,49
219,3,6:34.0,Defensive rebound by Ö. Aşık,,70,49
220,3,6:29.0,Shooting foul by K. Caldwell-Pope (drawn by T. Evans),,70,49
221,3,6:29.0,T. Evans misses free throw 1 of 2,,70,49
222,3,6:29.0,Offensive rebound by Team,,70,49
223,3,6:29.0,T. Evans makes free throw 2 of 2,,71,49
224,3,6:15.0,,G. Monroe makes 2-pt layup at rim (assist by K. Singler),71,51
225,3,6:15.0,,Shooting foul by A. Davis (drawn by G. Monroe),71,51
226,3,6:15.0,New Orleans full timeout,,71,51
227,3,6:15.0,,G. Monroe misses free throw 1 of 1,71,51
228,3,6:14.0,Defensive rebound by Ö. Aşık,,71,51
229,3,5:51.0,E. Gordon misses 3-pt jump shot from 25 ft,,71,51
230,3,5:50.0,Offensive rebound by A. Davis,,71,51
231,3,5:49.0,A. Davis misses 2-pt tip-in at rim,,71,51
232,3,5:46.0,,Defensive rebound by K. Singler,71,51
233,3,5:31.0,,B. Jennings misses 2-pt layup from 1 ft (block by Ö. Aşık),71,51
234,3,5:30.0,Defensive rebound by Ö. Aşık,,71,51
235,3,5:30.0,Personal foul by B. Jennings (drawn by Ö. Aşık),,71,51
236,3,5:30.0,R. Anderson enters the game for Ö. Aşık,,71,51
237,3,5:30.0,Q. Pondexter enters the game for T. Evans,,71,51
238,3,5:20.0,R. Anderson misses 3-pt jump shot from 27 ft,,71,51
239,3,5:18.0,,Defensive rebound by J. Jerebko,71,51
240,3,5:13.0,,Personal foul by E. Gordon (drawn by B. Jennings),71,51
241,3,5:13.0,,B. Jennings makes free throw 1 of 2,71,52
242,3,5:13.0,,B. Jennings makes free throw 2 of 2,71,53
243,3,4:52.0,A. Davis makes 2-pt dunk at rim (assist by Q. Pondexter),,73,53
244,3,4:32.0,,K. Singler misses 2-pt jump shot from 20 ft,73,53
245,3,4:31.0,,Offensive rebound by J. Jerebko,73,53
246,3,4:28.0,,J. Jerebko misses 2-pt tip-in at rim,73,53
247,3,4:27.0,Defensive rebound by A. Davis,,73,53
248,3,4:19.0,Turnover by E. Gordon (bad pass; steal by K. Singler),,73,53
249,3,4:15.0,,Turnover by K. Singler (bad pass; steal by D. Cunningham),73,53
250,3,4:09.0,R. Anderson makes 3-pt jump shot from 26 ft (assist by A. Davis),,76,53
251,3,3:58.0,,Detroit full timeout,76,53
252,3,3:58.0,,J. Meeks enters the game for K. Singler,76,53
253,3,3:58.0,,C. Butler enters the game for G. Monroe,76,53
254,3,3:58.0,,J. Anthony enters the game for K. Caldwell-Pope,76,53
255,3,3:58.0,J. Fredette enters the game for D. Cunningham,,76,53
256,3,3:38.0,,J. Jerebko misses 2-pt layup from 2 ft (block by A. Davis),76,53
257,3,3:38.0,,Offensive rebound by Team,76,53
258,3,3:38.0,,Turnover by Team (shot clock),76,53
259,3,3:23.0,Q. Pondexter misses 3-pt jump shot from 23 ft,,76,53
260,3,3:22.0,,Defensive rebound by J. Anthony,76,53
261,3,3:18.0,,Personal foul by J. Fredette (drawn by B. Jennings),76,53
262,3,3:18.0,,B. Jennings makes free throw 1 of 2,76,54
263,3,3:18.0,,B. Jennings makes free throw 2 of 2,76,55
264,3,2:58.0,Q. Pondexter misses 2-pt layup from 2 ft (block by J. Anthony),,76,55
265,3,2:56.0,,Defensive rebound by J. Jerebko,76,55
266,3,2:47.0,,J. Anthony makes 2-pt layup at rim (assist by C. Butler),76,57
267,3,2:26.0,J. Fredette misses 3-pt jump shot from 24 ft,,76,57
268,3,2:26.0,,Defensive rebound by J. Anthony,76,57
269,3,2:18.0,,B. Jennings misses 2-pt layup from 1 ft,76,57
270,3,2:17.0,Defensive rebound by Team,,76,57
271,3,1:58.0,J. Fredette misses 3-pt jump shot from 25 ft,,76,57
272,3,1:57.0,Offensive rebound by A. Davis,,76,57
273,3,1:54.0,A. Davis makes 2-pt dunk at rim,,78,57
274,3,1:49.0,,Personal foul by R. Anderson (drawn by B. Jennings),78,57
275,3,1:49.0,,B. Jennings makes free throw 1 of 2,78,58
276,3,1:49.0,,B. Jennings makes free throw 2 of 2,78,59
277,3,1:34.0,Q. Pondexter makes 3-pt jump shot from 23 ft (assist by R. Anderson),,81,59
278,3,1:18.0,,J. Anthony misses 2-pt jump shot from 7 ft,81,59
279,3,1:17.0,Defensive rebound by Q. Pondexter,,81,59
280,3,1:05.0,Shooting foul by C. Butler (drawn by A. Davis),,81,59
281,3,1:05.0,A. Davis makes free throw 1 of 2,,82,59
282,3,1:05.0,T. Evans enters the game for E. Gordon,,82,59
283,3,1:05.0,A. Davis makes free throw 2 of 2,,83,59
284,3,0:49.0,,B. Jennings misses 3-pt jump shot from 26 ft,83,59
285,3,0:48.0,,Offensive rebound by J. Jerebko,83,59
286,3,0:46.0,,C. Butler makes 3-pt jump shot from 26 ft (assist by B. Jennings),83,62
287,3,0:28.0,Turnover by R. Anderson (bad pass; steal by J. Jerebko),,83,62
288,3,0:21.0,,B. Jennings makes 3-pt jump shot from 26 ft,83,65
289,3,0:11.0,T. Evans misses 2-pt layup from 1 ft,,83,65
290,3,0:09.0,,Defensive rebound by J. Jerebko,83,65
291,3,0:07.0,,Shooting foul by R. Anderson (drawn by B. Jennings),83,65
292,3,0:07.0,,B. Jennings makes free throw 1 of 2,83,66
293,3,0:07.0,,B. Jennings misses free throw 2 of 2,83,66
294,3,0:06.0,Defensive rebound by Q. Pondexter,,83,66
295,3,0:01.0,A. Davis misses 2-pt layup from 1 ft (block by J. Anthony),,83,66
296,3,0:01.0,,Defensive rebound by C. Butler,83,66
297,4,11:41.0,Q. Pondexter makes 3-pt jump shot from 24 ft (assist by T. Evans),,86,66
298,4,11:27.0,,J. Meeks makes 3-pt jump shot from 27 ft (assist by D. Augustin),86,69
299,4,11:04.0,Q. Pondexter makes 3-pt jump shot from 26 ft (assist by T. Evans),,89,69
300,4,10:58.0,,Detroit full timeout,89,69
301,4,10:58.0,Ö. Aşık enters the game for A. Davis,,89,69
302,4,10:54.0,,Offensive foul by J. Anthony (drawn by Q. Pondexter),89,69
303,4,10:54.0,,Turnover by J. Anthony (offensive foul),89,69
304,4,10:44.0,Shooting foul by C. Butler (drawn by R. Anderson),,89,69
305,4,10:44.0,R. Anderson makes free throw 1 of 2,,90,69
306,4,10:44.0,R. Anderson misses free throw 2 of 2,,90,69
307,4,10:43.0,,Defensive rebound by J. Meeks,90,69
308,4,10:30.0,,J. Anthony makes 2-pt layup at rim (assist by D. Augustin),90,71
309,4,10:21.0,R. Anderson misses 3-pt jump shot from 26 ft,,90,71
310,4,10:20.0,,Defensive rebound by J. Meeks,90,71
311,4,10:13.0,,J. Meeks makes 2-pt layup at rim,90,73
312,4,9:48.0,J. Fredette misses 2-pt layup from 1 ft,,90,73
313,4,9:48.0,Offensive rebound by Ö. Aşık,,90,73
314,4,9:48.0,Shooting foul by J. Meeks (drawn by Ö. Aşık),,90,73
315,4,9:48.0,Ö. Aşık makes free throw 1 of 2,,91,73
316,4,9:48.0,,A. Tolliver enters the game for J. Jerebko,91,73
317,4,9:48.0,Ö. Aşık makes free throw 2 of 2,,92,73
318,4,9:30.0,,C. Butler makes 2-pt jump shot from 18 ft,92,75
319,4,9:11.0,Ö. Aşık misses 2-pt jump shot from 3 ft (block by A. Tolliver),,92,75
320,4,9:09.0,,Defensive rebound by D. Augustin,92,75
321,4,9:04.0,,J. Meeks misses 3-pt jump shot from 22 ft,92,75
322,4,9:03.0,Defensive rebound by T. Evans,,92,75
323,4,8:51.0,Shooting foul by J. Anthony (drawn by T. Evans),,92,75
324,4,8:51.0,T. Evans misses free throw 1 of 2,,92,75
325,4,8:51.0,Offensive rebound by Team,,92,75
326,4,8:51.0,T. Evans misses free throw 2 of 2,,92,75
327,4,8:50.0,,Defensive rebound by A. Tolliver,92,75
328,4,8:35.0,,J. Meeks makes 2-pt layup at rim (assist by J. Anthony),92,77
329,4,8:15.0,Q. Pondexter misses 2-pt jump shot from 16 ft (block by J. Anthony),,92,77
330,4,8:13.0,Offensive rebound by T. Evans,,92,77
331,4,8:11.0,T. Evans makes 2-pt layup at rim,,94,77
332,4,8:00.0,,A. Tolliver misses 3-pt jump shot from 23 ft,94,77
333,4,7:59.0,Defensive rebound by J. Fredette,,94,77
334,4,7:42.0,R. Anderson misses 2-pt jump shot from 5 ft,,94,77
335,4,7:41.0,,Defensive rebound by J. Anthony,94,77
336,4,7:31.0,,D. Augustin makes 2-pt layup from 1 ft,94,79
337,4,7:11.0,R. Anderson misses 3-pt jump shot from 24 ft,,94,79
338,4,7:11.0,,Defensive rebound by Team,94,79
339,4,7:11.0,A. Davis enters the game for Ö. Aşık,,94,79
340,4,7:11.0,E. Gordon enters the game for J. Fredette,,94,79
341,4,6:58.0,,A. Tolliver misses 3-pt jump shot from 25 ft,94,79
342,4,6:57.0,Defensive rebound by T. Evans,,94,79
343,4,6:39.0,Q. Pondexter misses 3-pt jump shot from 25 ft,,94,79
344,4,6:38.0,Offensive rebound by E. Gordon,,94,79
345,4,6:12.0,R. Anderson makes 2-pt jump shot from 5 ft,,96,79
346,4,5:55.0,,A. Tolliver misses 2-pt jump shot from 19 ft (block by A. Davis),96,79
347,4,5:54.0,Defensive rebound by T. Evans,,96,79
348,4,5:41.0,T. Evans misses 2-pt jump shot from 17 ft,,96,79
349,4,5:40.0,,Defensive rebound by A. Tolliver,96,79
350,4,5:34.0,,Personal foul by R. Anderson (drawn by D. Augustin),96,79
351,4,5:34.0,Official timeout,,96,79
352,4,5:34.0,,K. Caldwell-Pope enters the game for J. Meeks,96,79
353,4,5:34.0,,G. Monroe enters the game for J. Anthony,96,79
354,4,5:29.0,,G. Monroe misses 2-pt layup at rim,96,79
355,4,5:28.0,Defensive rebound by E. Gordon,,96,79
356,4,5:10.0,A. Davis misses 2-pt jump shot from 7 ft,,96,79
357,4,5:09.0,,Defensive rebound by G. Monroe,96,79
358,4,4:57.0,,Shooting foul by T. Evans (drawn by K. Caldwell-Pope),96,79
359,4,4:57.0,,K. Caldwell-Pope makes free throw 1 of 2,96,80
360,4,4:57.0,,K. Caldwell-Pope misses free throw 2 of 2,96,80
361,4,4:55.0,Defensive rebound by A. Davis,,96,80
362,4,4:31.0,A. Davis makes 2-pt hook shot from 4 ft (assist by E. Gordon),,98,80
363,4,4:10.0,,K. Caldwell-Pope misses 2-pt layup at rim (block by T. Evans),98,80
364,4,4:08.0,Defensive rebound by Q. Pondexter,,98,80
365,4,3:49.0,E. Gordon misses 2-pt jump shot from 4 ft (block by A. Tolliver),,98,80
366,4,3:46.0,,Defensive rebound by C. Butler,98,80
367,4,3:32.0,,G. Monroe misses 2-pt jump shot from 4 ft (block by R. Anderson),98,80
368,4,3:30.0,Defensive rebound by E. Gordon,,98,80
369,4,3:15.0,A. Davis makes 2-pt dunk at rim (assist by T. Evans),,100,80
370,4,3:04.0,,D. Augustin makes 3-pt jump shot from 26 ft,100,83
371,4,2:47.0,Turnover by T. Evans (lost ball; steal by K. Caldwell-Pope),,100,83
372,4,2:41.0,,Shooting foul by R. Anderson (drawn by D. Augustin),100,83
373,4,2:41.0,New Orleans full timeout,,100,83
374,4,2:41.0,Ö. Aşık enters the game for A. Davis,,100,83
375,4,2:41.0,,C. Martin enters the game for C. Butler,100,83
376,4,2:41.0,,D. Augustin makes free throw 1 of 2,100,84
377,4,2:41.0,,D. Augustin makes free throw 2 of 2,100,85
378,4,2:24.0,T. Evans makes 3-pt jump shot from 23 ft (assist by Ö. Aşık),,103,85
