,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,GOLDEN STATE_ACTION,OKLAHOMA CITY_SCORE,GOLDEN STATE_SCORE
0,1,11:44.0,,K. Thompson makes 2-pt jump shot from 16 ft (assist by D. Green),0,2
1,1,11:31.0,A. Roberson makes 2-pt layup from 2 ft (assist by S. Ibaka),,2,2
2,1,11:13.0,,K. Thompson misses 2-pt jump shot from 10 ft,2,2
3,1,11:10.0,Defensive rebound by A. Roberson,,2,2
4,1,11:04.0,R. Westbrook makes 2-pt jump shot from 18 ft,,4,2
5,1,10:54.0,,F. Ezeli misses 2-pt layup from 2 ft (block by S. Ibaka),4,2
6,1,10:53.0,Defensive rebound by S. Adams,,4,2
7,1,10:49.0,R. Westbrook misses 2-pt layup from 2 ft (block by K. Thompson),,4,2
8,1,10:49.0,Offensive rebound by Team,,4,2
9,1,10:46.0,K. Durant makes 2-pt jump shot from 12 ft (assist by A. Roberson),,6,2
10,1,10:38.0,,Personal foul by A. Roberson (drawn by D. Green),6,2
11,1,10:30.0,,K. Thompson makes 2-pt layup from 2 ft,6,4
12,1,10:13.0,K. Durant makes 2-pt jump shot from 5 ft,,8,4
13,1,10:13.0,Shooting foul by F. Ezeli (drawn by K. Durant),,8,4
14,1,10:13.0,K. Durant makes free throw 1 of 1,,9,4
15,1,10:00.0,,Turnover by K. Thompson (traveling),9,4
16,1,9:51.0,Shooting foul by F. Ezeli (drawn by R. Westbrook),,9,4
17,1,9:51.0,R. Westbrook makes free throw 1 of 2,,10,4
18,1,9:51.0,,M. Speights enters the game for F. Ezeli,10,4
19,1,9:51.0,R. Westbrook makes free throw 2 of 2,,11,4
20,1,9:44.0,,S. Curry makes 3-pt jump shot from 24 ft,11,7
21,1,9:17.0,R. Westbrook makes 3-pt jump shot from 26 ft,,14,7
22,1,9:04.0,,M. Speights misses 2-pt jump shot from 8 ft,14,7
23,1,9:03.0,Defensive rebound by K. Durant,,14,7
24,1,8:56.0,Turnover by K. Durant (bad pass; steal by D. Green),,14,7
25,1,8:51.0,,H. Barnes misses 2-pt dunk at rim (block by S. Ibaka),14,7
26,1,8:50.0,Defensive rebound by A. Roberson,,14,7
27,1,8:41.0,K. Durant makes 2-pt jump shot from 15 ft,,16,7
28,1,8:35.0,,Golden State full timeout,16,7
29,1,8:28.0,,M. Speights makes 2-pt layup from 1 ft (assist by S. Curry),16,9
30,1,8:02.0,A. Roberson misses 3-pt jump shot from 25 ft,,16,9
31,1,8:00.0,,Defensive rebound by M. Speights,16,9
32,1,7:49.0,,D. Green misses 3-pt jump shot from 25 ft,16,9
33,1,7:48.0,,Offensive rebound by S. Curry,16,9
