,QUARTER,TIME_REMAINING,CHICAGO_ACTION,DENVER_ACTION,CHICAGO_SCORE,DENVER_SCORE
24,1,7:37.0,,Offensive rebound by W. Chandler,8,13
25,1,7:24.0,,A. Afflalo makes 3-pt jump shot from 23 ft (assist by T. Lawson),8,16
26,1,7:12.0,Shooting foul by T. Mozgov (drawn by J. Butler),,8,16
27,1,7:12.0,J. Butler makes free throw 1 of 2,,9,16
28,1,7:12.0,J. Butler makes free throw 2 of 2,,10,16
29,1,6:56.0,,K. Faried misses 2-pt hook shot from 5 ft,10,16
30,1,6:54.0,Defensive rebound by J. Butler,,10,16
31,1,6:46.0,M. Dunleavy misses 3-pt jump shot from 25 ft,,10,16
32,1,6:45.0,,Defensive rebound by T. Mozgov,10,16
33,1,6:42.0,,Turnover by T. Mozgov (lost ball),10,16
34,1,6:14.0,D. Rose makes 2-pt jump shot from 4 ft,,12,16
35,1,6:07.0,,K. Faried makes 2-pt layup from 1 ft (assist by T. Lawson),12,18
36,1,6:07.0,,Shooting foul by J. Butler (drawn by K. Faried),12,18
37,1,6:07.0,,D. Gallinari enters the game for W. Chandler,12,18
38,1,6:07.0,,K. Faried makes free throw 1 of 1,12,19
39,1,5:52.0,P. Gasol makes 2-pt layup from 1 ft,,14,19
40,1,5:47.0,,Personal foul by D. Rose (drawn by T. Lawson),14,19
41,1,5:47.0,,Denver full timeout,14,19
42,1,5:47.0,K. Hinrich enters the game for D. Rose,,14,19
43,1,5:27.0,,K. Faried makes 2-pt jump shot from 18 ft (assist by D. Gallinari),14,21
44,1,5:20.0,Turnover by K. Hinrich (step out of bounds),,14,21
45,1,5:12.0,,T. Lawson misses 2-pt jump shot from 2 ft,14,21
46,1,5:11.0,,Offensive rebound by A. Afflalo,14,21
47,1,5:08.0,,A. Afflalo makes 3-pt jump shot from 22 ft,14,24
48,1,4:49.0,M. Dunleavy makes 2-pt layup from 1 ft (assist by P. Gasol),,16,24
49,1,4:31.0,,D. Gallinari makes 2-pt jump shot from 12 ft,16,26
50,1,4:16.0,Shooting foul by A. Afflalo (drawn by J. Butler),,16,26
51,1,4:16.0,J. Butler makes free throw 1 of 2,,17,26
52,1,4:16.0,J. Butler makes free throw 2 of 2,,18,26
53,1,3:53.0,,D. Gallinari misses 2-pt layup from 2 ft,18,26
54,1,3:52.0,Defensive rebound by P. Gasol,,18,26
55,1,3:35.0,Shooting foul by T. Mozgov (drawn by M. Dunleavy),,18,26
56,1,3:35.0,M. Dunleavy makes free throw 1 of 2,,19,26
57,1,3:35.0,,J. Hickson enters the game for T. Mozgov,19,26
58,1,3:35.0,M. Dunleavy misses free throw 2 of 2,,19,26
59,1,3:31.0,,Defensive rebound by A. Afflalo,19,26
60,1,3:15.0,,K. Faried misses 2-pt jump shot from 14 ft,19,26
61,1,3:14.0,Defensive rebound by J. Butler,,19,26
62,1,3:02.0,C. Bairstow misses 2-pt jump shot from 18 ft,,19,26
63,1,3:01.0,,Defensive rebound by K. Faried,19,26
64,1,2:57.0,,K. Faried makes 2-pt dunk at rim (assist by J. Hickson),19,28
65,1,2:32.0,K. Hinrich misses 3-pt jump shot from 24 ft,,19,28
66,1,2:32.0,,Defensive rebound by Team,19,28
67,1,2:32.0,Chicago full timeout,,19,28
68,1,2:32.0,N. Mohammed enters the game for P. Gasol,,19,28
69,1,2:32.0,N. Mirotić enters the game for C. Bairstow,,19,28
70,1,2:18.0,,A. Afflalo misses 2-pt jump shot from 15 ft,19,28
71,1,2:17.0,,Offensive rebound by K. Faried,19,28
72,1,2:12.0,,K. Faried misses 2-pt jump shot from 16 ft,19,28
73,1,2:10.0,Defensive rebound by N. Mirotić,,19,28
74,1,1:52.0,J. Butler misses 2-pt jump shot from 19 ft,,19,28
75,1,1:52.0,,Defensive rebound by Team,19,28
76,1,1:52.0,,D. Arthur enters the game for K. Faried,19,28
77,1,1:52.0,D. McDermott enters the game for M. Dunleavy,,19,28
78,1,1:35.0,,D. Gallinari makes 2-pt jump shot from 19 ft (assist by T. Lawson),19,30
79,1,1:20.0,J. Butler misses 2-pt jump shot from 18 ft,,19,30
80,1,1:18.0,,Defensive rebound by D. Arthur,19,30
81,1,1:13.0,,Offensive foul by J. Hickson (drawn by K. Hinrich),19,30
82,1,1:13.0,,Turnover by J. Hickson (offensive foul),19,30
83,1,1:03.0,K. Hinrich misses 2-pt jump shot from 6 ft,,19,30
84,1,1:00.0,,Defensive rebound by A. Afflalo,19,30
85,1,0:54.0,,A. Afflalo misses 2-pt jump shot from 19 ft,19,30
86,1,0:53.0,Defensive rebound by N. Mirotić,,19,30
87,1,0:53.0,,Loose ball foul by T. Lawson (drawn by N. Mirotić),19,30
88,1,0:46.0,K. Hinrich misses 2-pt jump shot from 20 ft,,19,30
89,1,0:45.0,,Defensive rebound by T. Lawson,19,30
90,1,0:39.0,,Shooting foul by N. Mohammed (drawn by J. Hickson),19,30
91,1,0:39.0,,J. Hickson misses free throw 1 of 2,19,30
92,1,0:39.0,,Offensive rebound by Team,19,30
93,1,0:39.0,,J. Hickson makes free throw 2 of 2,19,31
94,1,0:24.0,J. Butler misses 2-pt layup from 2 ft (block by D. Arthur),,19,31
95,1,0:23.0,Offensive rebound by Team,,19,31
96,1,0:21.0,,Violation by J. Hickson (def goaltending),19,31
97,1,0:21.0,J. Butler makes 2-pt layup from 1 ft (assist by K. Hinrich),,21,31
98,1,0:03.0,,D. Gallinari misses 2-pt jump shot from 22 ft,21,31
99,1,0:02.0,Defensive rebound by N. Mirotić,,21,31
100,1,0:01.0,N. Mirotić misses 3-pt jump shot from 48 ft,,21,31
101,1,0:00.0,Offensive rebound by Team,,21,31
102,2,11:55.0,Turnover by K. Hinrich (bad pass; steal by G. Harris),,21,31
103,2,11:36.0,,J. Hickson makes 2-pt hook shot from 4 ft,21,33
104,2,11:19.0,Turnover by A. Brooks (step out of bounds),,21,33
105,2,11:07.0,,N. Robinson misses 2-pt jump shot from 5 ft,21,33
106,2,11:04.0,Defensive rebound by N. Mohammed,,21,33
107,2,10:42.0,N. Mohammed makes 2-pt jump shot from 16 ft (assist by K. Hinrich),,23,33
108,2,10:27.0,,D. Arthur misses 3-pt jump shot from 24 ft,23,33
109,2,10:26.0,Defensive rebound by N. Mohammed,,23,33
110,2,10:10.0,A. Brooks makes 2-pt jump shot from 13 ft,,25,33
111,2,9:52.0,,D. Gallinari makes 2-pt layup at rim (assist by N. Robinson),25,35
112,2,9:34.0,N. Mirotić makes 2-pt layup from 2 ft,,27,35
113,2,9:34.0,Shooting foul by D. Arthur (drawn by N. Mirotić),,27,35
114,2,9:34.0,N. Mirotić misses free throw 1 of 1,,27,35
115,2,9:33.0,,Defensive rebound by D. Gallinari,27,35
116,2,9:28.0,,N. Robinson misses 3-pt jump shot from 25 ft,27,35
117,2,9:26.0,,Offensive rebound by Team,27,35
118,2,9:14.0,,Turnover by D. Arthur (bad pass; steal by N. Mohammed),27,35
119,2,9:06.0,Shooting foul by N. Robinson (drawn by A. Brooks),,27,35
120,2,9:06.0,A. Brooks makes free throw 1 of 3,,28,35
121,2,9:06.0,A. Brooks makes free throw 2 of 3,,29,35
122,2,9:06.0,A. Brooks makes free throw 3 of 3,,30,35
123,2,8:52.0,,J. Hickson makes 2-pt dunk at rim (assist by N. Robinson),30,37
124,2,8:46.0,Turnover by K. Hinrich (lost ball),,30,37
125,2,8:46.0,Official timeout,,30,37
126,2,8:33.0,,N. Robinson makes 2-pt jump shot from 3 ft (assist by D. Arthur),30,39
127,2,8:06.0,K. Hinrich misses 2-pt layup from 2 ft,,30,39
128,2,8:05.0,,Defensive rebound by J. Hickson,30,39
129,2,7:57.0,,Turnover by N. Robinson (bad pass; steal by N. Mirotić),30,39
130,2,7:54.0,Personal foul by D. Gallinari (drawn by K. Hinrich),,30,39
131,2,7:42.0,A. Brooks makes 3-pt jump shot from 27 ft,,33,39
132,2,7:29.0,,D. Arthur makes 3-pt jump shot from 24 ft (assist by N. Robinson),33,42
133,2,7:15.0,Shooting foul by D. Arthur (drawn by N. Mirotić),,33,42
134,2,7:15.0,,Technical foul by D. Arthur,33,42
135,2,7:15.0,A. Brooks makes technical free throw,,34,42
136,2,7:15.0,N. Mirotić makes free throw 1 of 2,,35,42
137,2,7:15.0,,W. Chandler enters the game for D. Arthur,35,42
138,2,7:15.0,N. Mirotić makes free throw 2 of 2,,36,42
139,2,7:04.0,,Personal foul by N. Mirotić (drawn by D. Gallinari),36,42
140,2,7:04.0,J. Butler enters the game for K. Hinrich,,36,42
141,2,7:01.0,,N. Robinson misses 2-pt jump shot from 5 ft,36,42
142,2,7:01.0,Defensive rebound by Team,,36,42
143,2,6:43.0,D. McDermott misses 2-pt layup at rim,,36,42
144,2,6:42.0,,Defensive rebound by N. Robinson,36,42
145,2,6:36.0,,W. Chandler makes 3-pt jump shot from 24 ft (assist by N. Robinson),36,45
146,2,6:11.0,Shooting foul by G. Harris (drawn by J. Butler),,36,45
147,2,6:11.0,J. Butler makes free throw 1 of 2,,37,45
148,2,6:11.0,,T. Mozgov enters the game for D. Gallinari,37,45
149,2,6:11.0,,K. Faried enters the game for J. Hickson,37,45
150,2,6:11.0,,A. Afflalo enters the game for N. Robinson,37,45
151,2,6:11.0,,T. Lawson enters the game for G. Harris,37,45
152,2,6:11.0,M. Dunleavy enters the game for N. Mohammed,,37,45
153,2,6:11.0,P. Gasol enters the game for D. McDermott,,37,45
154,2,6:11.0,D. Rose enters the game for A. Brooks,,37,45
155,2,6:11.0,J. Butler makes free throw 2 of 2,,38,45
156,2,5:56.0,,A. Afflalo makes 2-pt layup from 1 ft (assist by T. Lawson),38,47
157,2,5:45.0,Def 3 sec tech foul by W. Chandler,,38,47
158,2,5:45.0,,Denver full timeout,38,47
159,2,5:45.0,J. Butler makes technical free throw,,39,47
160,2,5:38.0,Shooting foul by T. Mozgov (drawn by J. Butler),,39,47
161,2,5:38.0,J. Butler makes free throw 1 of 2,,40,47
162,2,5:38.0,J. Butler makes free throw 2 of 2,,41,47
163,2,5:19.0,,A. Afflalo misses 3-pt jump shot from 23 ft,41,47
164,2,5:18.0,,Offensive rebound by T. Mozgov,41,47
165,2,5:15.0,,T. Mozgov makes 2-pt layup from 2 ft,41,49
166,2,4:51.0,P. Gasol misses 2-pt jump shot from 14 ft,,41,49
167,2,4:50.0,,Defensive rebound by W. Chandler,41,49
168,2,4:43.0,,W. Chandler makes 2-pt jump shot from 3 ft,41,51
169,2,4:31.0,P. Gasol misses 2-pt jump shot from 20 ft,,41,51
170,2,4:29.0,,Defensive rebound by T. Mozgov,41,51
171,2,4:20.0,,T. Lawson misses 2-pt layup from 1 ft,41,51
172,2,4:19.0,Defensive rebound by P. Gasol,,41,51
173,2,4:13.0,Turnover by D. Rose (bad pass; steal by K. Faried),,41,51
174,2,4:04.0,,W. Chandler misses 2-pt jump shot from 17 ft,41,51
175,2,4:03.0,Defensive rebound by P. Gasol,,41,51
176,2,3:45.0,D. Rose misses 3-pt jump shot from 25 ft,,41,51
177,2,3:44.0,,Defensive rebound by W. Chandler,41,51
178,2,3:33.0,,W. Chandler misses 2-pt layup from 3 ft,41,51
179,2,3:31.0,,Offensive rebound by W. Chandler,41,51
180,2,3:31.0,,W. Chandler makes 2-pt layup from 1 ft,41,53
181,2,3:24.0,Chicago full timeout,,41,53
182,2,3:09.0,J. Butler makes 2-pt layup at rim (assist by P. Gasol),,43,53
183,2,2:58.0,,Personal foul by M. Dunleavy (drawn by T. Lawson),43,53
184,2,2:49.0,,T. Lawson misses 2-pt layup from 1 ft (block by N. Mirotić),43,53
185,2,2:45.0,,Offensive rebound by K. Faried,43,53
186,2,2:45.0,,K. Faried misses 2-pt layup from 1 ft,43,53
187,2,2:43.0,Defensive rebound by P. Gasol,,43,53
188,2,2:39.0,M. Dunleavy misses 3-pt jump shot from 25 ft,,43,53
189,2,2:38.0,,Defensive rebound by K. Faried,43,53
190,2,2:33.0,,Turnover by K. Faried (lost ball; steal by M. Dunleavy),43,53
191,2,2:32.0,Shooting foul by W. Chandler (drawn by J. Butler),,43,53
192,2,2:32.0,J. Butler misses free throw 1 of 2,,43,53
193,2,2:32.0,Offensive rebound by Team,,43,53
194,2,2:32.0,A. Brooks enters the game for D. Rose,,43,53
195,2,2:32.0,,J. Hickson enters the game for T. Mozgov,43,53
196,2,2:32.0,J. Butler misses free throw 2 of 2,,43,53
197,2,2:29.0,Offensive rebound by P. Gasol,,43,53
198,2,2:27.0,Turnover by P. Gasol (bad pass),,43,53
199,2,2:21.0,,K. Faried misses 2-pt dunk at rim,43,53
200,2,2:20.0,Defensive rebound by J. Butler,,43,53
201,2,2:08.0,M. Dunleavy makes 3-pt jump shot from 22 ft (assist by N. Mirotić),,46,53
202,2,1:54.0,,Shooting foul by N. Mirotić (drawn by K. Faried),46,53
203,2,1:54.0,,K. Faried misses free throw 1 of 2,46,53
204,2,1:54.0,,Offensive rebound by Team,46,53
205,2,1:54.0,,K. Faried makes free throw 2 of 2,46,54
206,2,1:32.0,P. Gasol makes 2-pt hook shot from 4 ft,,48,54
207,2,1:10.0,,T. Lawson misses 2-pt jump shot from 18 ft,48,54
208,2,1:07.0,Defensive rebound by N. Mirotić,,48,54
209,2,1:00.0,Offensive foul by P. Gasol (drawn by K. Faried),,48,54
210,2,1:00.0,Turnover by P. Gasol (offensive foul),,48,54
211,2,0:50.0,,Turnover by T. Lawson (bad pass; steal by N. Mirotić),48,54
212,2,0:39.0,P. Gasol misses 2-pt layup from 1 ft,,48,54
213,2,0:38.0,Offensive rebound by P. Gasol,,48,54
214,2,0:37.0,Shooting foul by K. Faried (drawn by P. Gasol),,48,54
215,2,0:37.0,P. Gasol misses free throw 1 of 2,,48,54
216,2,0:37.0,Offensive rebound by Team,,48,54
217,2,0:37.0,,D. Gallinari enters the game for K. Faried,48,54
218,2,0:37.0,C. Bairstow enters the game for N. Mirotić,,48,54
219,2,0:37.0,P. Gasol makes free throw 2 of 2,,49,54
220,2,0:21.0,,W. Chandler makes 2-pt jump shot from 5 ft,49,56
221,2,0:01.0,A. Brooks misses 2-pt jump shot from 16 ft,,49,56
222,2,0:00.0,Offensive rebound by Team,,49,56
223,3,11:40.0,P. Gasol misses 2-pt jump shot from 13 ft,,49,56
224,3,11:40.0,,Defensive rebound by Team,49,56
225,3,11:40.0,Loose ball foul by C. Bairstow (drawn by K. Faried),,49,56
226,3,11:20.0,,T. Lawson misses 2-pt jump shot from 14 ft,49,56
227,3,11:19.0,,Offensive rebound by T. Lawson,49,56
228,3,11:17.0,,Shooting foul by C. Bairstow (drawn by T. Mozgov),49,56
229,3,11:17.0,,T. Mozgov misses free throw 1 of 2,49,56
230,3,11:17.0,,Offensive rebound by Team,49,56
231,3,11:17.0,,T. Mozgov makes free throw 2 of 2,49,57
232,3,10:55.0,K. Hinrich makes 2-pt jump shot from 19 ft,,51,57
233,3,10:42.0,,Shooting block foul by C. Bairstow (drawn by K. Faried),51,57
234,3,10:42.0,,K. Faried misses free throw 1 of 2,51,57
235,3,10:42.0,,Offensive rebound by Team,51,57
236,3,10:42.0,,K. Faried misses free throw 2 of 2,51,57
237,3,10:39.0,Defensive rebound by P. Gasol,,51,57
238,3,10:19.0,K. Hinrich misses 2-pt jump shot from 20 ft,,51,57
239,3,10:18.0,Offensive rebound by C. Bairstow,,51,57
240,3,10:11.0,C. Bairstow misses 2-pt layup from 2 ft (block by T. Mozgov),,51,57
241,3,10:10.0,Offensive rebound by Team,,51,57
242,3,9:55.0,K. Hinrich misses 2-pt layup from 1 ft,,51,57
243,3,9:53.0,,Defensive rebound by K. Faried,51,57
244,3,9:52.0,,Turnover by W. Chandler (traveling),51,57
245,3,9:34.0,C. Bairstow makes 2-pt jump shot from 19 ft (assist by K. Hinrich),,53,57
246,3,9:24.0,,T. Lawson misses 2-pt jump shot from 15 ft,53,57
247,3,9:23.0,Defensive rebound by J. Butler,,53,57
248,3,9:18.0,Turnover by C. Bairstow (3 sec),,53,57
249,3,9:04.0,,W. Chandler misses 3-pt jump shot from 25 ft,53,57
250,3,9:01.0,,Offensive rebound by K. Faried,53,57
251,3,8:53.0,,K. Faried misses 2-pt layup at rim (block by C. Bairstow),53,57
252,3,8:52.0,,Offensive rebound by K. Faried,53,57
253,3,8:49.0,,K. Faried makes 2-pt layup at rim,53,59
254,3,8:33.0,M. Dunleavy misses 3-pt jump shot from 26 ft,,53,59
255,3,8:31.0,,Defensive rebound by K. Faried,53,59
256,3,8:23.0,,A. Afflalo makes 2-pt jump shot from 18 ft,53,61
257,3,8:04.0,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by P. Gasol),,56,61
258,3,7:45.0,,A. Afflalo makes 3-pt jump shot from 24 ft (assist by T. Lawson),56,64
259,3,7:21.0,K. Hinrich makes 3-pt jump shot from 24 ft (assist by J. Butler),,59,64
260,3,7:05.0,,Turnover by T. Lawson (bad pass; steal by M. Dunleavy),59,64
261,3,7:00.0,M. Dunleavy makes 2-pt layup at rim,,61,64
262,3,7:00.0,,Denver full timeout,61,64
263,3,6:43.0,,A. Afflalo makes 2-pt jump shot from 20 ft (assist by T. Lawson),61,66
264,3,6:29.0,Personal foul by A. Afflalo (drawn by J. Butler),,61,66
265,3,6:19.0,Turnover by C. Bairstow (3 sec),,61,66
266,3,6:07.0,,T. Lawson makes 2-pt jump shot from 19 ft,61,68
267,3,5:52.0,P. Gasol makes 2-pt layup from 1 ft (assist by K. Hinrich),,63,68
268,3,5:38.0,,T. Mozgov misses 2-pt dunk at rim,63,68
269,3,5:36.0,Defensive rebound by P. Gasol,,63,68
270,3,5:30.0,J. Butler misses 2-pt jump shot from 20 ft,,63,68
271,3,5:28.0,,Defensive rebound by T. Mozgov,63,68
272,3,5:22.0,,T. Lawson makes 3-pt jump shot from 24 ft,63,71
273,3,5:00.0,C. Bairstow misses 2-pt jump shot from 16 ft,,63,71
274,3,4:59.0,Offensive rebound by C. Bairstow,,63,71
275,3,4:54.0,K. Hinrich makes 2-pt jump shot from 21 ft (assist by C. Bairstow),,65,71
276,3,4:39.0,,T. Mozgov makes 2-pt layup from 1 ft (assist by T. Lawson),65,73
277,3,4:19.0,P. Gasol makes 2-pt jump shot from 18 ft (assist by K. Hinrich),,67,73
278,3,4:11.0,,Shooting foul by J. Butler (drawn by A. Afflalo),67,73
279,3,4:11.0,,A. Afflalo makes free throw 1 of 2,67,74
280,3,4:11.0,,D. Gallinari enters the game for W. Chandler,67,74
281,3,4:11.0,,D. Arthur enters the game for K. Faried,67,74
282,3,4:11.0,,A. Afflalo makes free throw 2 of 2,67,75
283,3,3:51.0,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by K. Hinrich),,70,75
284,3,3:42.0,,T. Lawson makes 2-pt jump shot from 3 ft,70,77
285,3,3:42.0,,Shooting foul by K. Hinrich (drawn by T. Lawson),70,77
286,3,3:42.0,,T. Lawson makes free throw 1 of 1,70,78
287,3,3:27.0,J. Butler misses 2-pt jump shot from 11 ft,,70,78
288,3,3:26.0,,Defensive rebound by T. Mozgov,70,78
289,3,3:19.0,,Shooting foul by K. Hinrich (drawn by T. Lawson),70,78
290,3,3:19.0,,T. Lawson misses free throw 1 of 2,70,78
291,3,3:19.0,,Offensive rebound by Team,70,78
292,3,3:19.0,A. Brooks enters the game for K. Hinrich,,70,78
293,3,3:19.0,N. Mirotić enters the game for C. Bairstow,,70,78
294,3,3:19.0,,T. Lawson makes free throw 2 of 2,70,79
295,3,3:05.0,Personal foul by T. Mozgov (drawn by P. Gasol),,70,79
296,3,2:51.0,P. Gasol makes 2-pt layup from 1 ft,,72,79
297,3,2:35.0,,D. Arthur misses 3-pt jump shot from 26 ft,72,79
298,3,2:34.0,Defensive rebound by N. Mirotić,,72,79
299,3,2:19.0,Shooting foul by A. Afflalo (drawn by J. Butler),,72,79
300,3,2:19.0,Chicago full timeout,,72,79
301,3,2:19.0,J. Butler makes free throw 1 of 2,,73,79
302,3,2:19.0,J. Butler makes free throw 2 of 2,,74,79
303,3,2:08.0,,Personal foul by A. Brooks (drawn by T. Lawson),74,79
304,3,2:08.0,,T. Lawson makes free throw 1 of 2,74,80
305,3,2:08.0,,T. Lawson makes free throw 2 of 2,74,81
306,3,1:44.0,Turnover by J. Butler (bad pass; steal by T. Lawson),,74,81
307,3,1:39.0,,T. Lawson makes 2-pt jump shot from 9 ft,74,83
308,3,1:20.0,A. Brooks misses 2-pt layup from 1 ft,,74,83
309,3,1:19.0,,Defensive rebound by T. Mozgov,74,83
310,3,1:12.0,,T. Lawson misses 2-pt jump shot from 17 ft,74,83
311,3,1:11.0,Defensive rebound by P. Gasol,,74,83
312,3,1:01.0,J. Butler misses 3-pt jump shot from 25 ft,,74,83
313,3,0:59.0,,Defensive rebound by T. Mozgov,74,83
314,3,0:51.0,,D. Gallinari makes 2-pt layup from 2 ft,74,85
315,3,0:51.0,,Shooting foul by N. Mirotić (drawn by D. Gallinari),74,85
316,3,0:51.0,,D. Gallinari makes free throw 1 of 1,74,86
317,3,0:38.0,A. Brooks misses 2-pt layup from 2 ft,,74,86
318,3,0:36.0,,Defensive rebound by D. Gallinari,74,86
319,3,0:29.0,,Turnover by T. Lawson (bad pass; steal by P. Gasol),74,86
320,3,0:26.0,Shooting foul by D. Gallinari (drawn by J. Butler),,74,86
321,3,0:26.0,J. Butler makes free throw 1 of 2,,75,86
322,3,0:26.0,,N. Robinson enters the game for T. Mozgov,75,86
323,3,0:26.0,N. Mohammed enters the game for P. Gasol,,75,86
324,3,0:26.0,J. Butler makes free throw 2 of 2,,76,86
325,3,0:03.0,,A. Afflalo misses 2-pt layup from 1 ft,76,86
326,3,0:02.0,Defensive rebound by N. Mohammed,,76,86
327,4,11:40.0,,J. Hickson misses 2-pt layup at rim (block by N. Mohammed),76,86
328,4,11:39.0,,Offensive rebound by Team,76,86
329,4,11:34.0,,D. Arthur misses 2-pt jump shot from 19 ft,76,86
330,4,11:32.0,Defensive rebound by N. Mohammed,,76,86
331,4,11:15.0,N. Mohammed misses 2-pt jump shot from 15 ft,,76,86
332,4,11:12.0,,Defensive rebound by D. Gallinari,76,86
333,4,11:00.0,,J. Hickson misses 2-pt layup at rim (block by N. Mohammed),76,86
334,4,10:54.0,,Offensive rebound by N. Robinson,76,86
335,4,10:51.0,,N. Robinson makes 2-pt jump shot from 12 ft,76,88
336,4,10:43.0,A. Brooks makes 2-pt layup from 1 ft,,78,88
337,4,10:25.0,,D. Gallinari misses 2-pt jump shot from 20 ft,78,88
338,4,10:24.0,Defensive rebound by D. McDermott,,78,88
339,4,10:06.0,A. Brooks misses 2-pt jump shot from 18 ft,,78,88
340,4,10:04.0,Offensive rebound by K. Hinrich,,78,88
341,4,10:03.0,N. Mohammed misses 2-pt layup at rim (block by D. Gallinari),,78,88
342,4,10:02.0,Offensive rebound by N. Mirotić,,78,88
343,4,10:01.0,Personal foul by N. Robinson (drawn by N. Mirotić),,78,88
344,4,9:51.0,N. Mohammed makes 2-pt jump shot from 9 ft (assist by N. Mirotić),,80,88
345,4,9:35.0,,D. Arthur misses 3-pt jump shot from 25 ft,80,88
346,4,9:33.0,,Offensive rebound by J. Hickson,80,88
347,4,9:26.0,,A. Gee makes 2-pt dunk at rim,80,90
348,4,9:15.0,N. Mirotić misses 3-pt jump shot from 26 ft,,80,90
349,4,9:13.0,,Defensive rebound by J. Hickson,80,90
350,4,9:07.0,,Personal foul by N. Mohammed (drawn by N. Robinson),80,90
351,4,9:07.0,,W. Chandler enters the game for D. Arthur,80,90
352,4,8:59.0,,Shooting block foul by N. Mohammed (drawn by J. Hickson),80,90
353,4,8:59.0,Official timeout,,80,90
354,4,8:59.0,J. Butler enters the game for N. Mohammed,,80,90
355,4,8:59.0,P. Gasol enters the game for D. McDermott,,80,90
356,4,8:59.0,,J. Hickson makes free throw 1 of 2,80,91
357,4,8:59.0,,J. Hickson makes free throw 2 of 2,80,92
358,4,8:36.0,N. Mirotić misses 2-pt layup from 2 ft,,80,92
359,4,8:35.0,Offensive rebound by N. Mirotić,,80,92
360,4,8:32.0,N. Mirotić misses 2-pt layup from 2 ft (block by J. Hickson),,80,92
361,4,8:31.0,,Defensive rebound by D. Gallinari,80,92
362,4,8:25.0,,A. Gee makes 2-pt dunk at rim (assist by D. Gallinari),80,94
363,4,8:25.0,Chicago full timeout,,80,94
364,4,8:25.0,M. Dunleavy enters the game for N. Mirotić,,80,94
365,4,8:02.0,P. Gasol misses 2-pt jump shot from 17 ft,,80,94
366,4,8:01.0,Offensive rebound by J. Butler,,80,94
367,4,8:00.0,Shooting foul by W. Chandler (drawn by J. Butler),,80,94
368,4,8:00.0,J. Butler makes free throw 1 of 2,,81,94
369,4,8:00.0,J. Butler makes free throw 2 of 2,,82,94
370,4,7:48.0,,D. Gallinari misses 3-pt jump shot from 26 ft,82,94
371,4,7:46.0,,Offensive rebound by A. Gee,82,94
372,4,7:44.0,,Turnover by A. Gee (bad pass; steal by M. Dunleavy),82,94
373,4,7:38.0,K. Hinrich makes 3-pt jump shot from 23 ft (assist by A. Brooks),,85,94
374,4,7:16.0,,Shooting foul by J. Butler (drawn by D. Gallinari),85,94
375,4,7:16.0,,D. Gallinari makes free throw 1 of 2,85,95
376,4,7:16.0,,D. Gallinari makes free throw 2 of 2,85,96
377,4,7:04.0,A. Brooks misses 3-pt jump shot from 27 ft,,85,96
378,4,7:02.0,,Defensive rebound by J. Hickson,85,96
379,4,6:56.0,,N. Robinson makes 3-pt jump shot from 24 ft (assist by D. Gallinari),85,99
380,4,6:36.0,M. Dunleavy misses 3-pt jump shot from 25 ft,,85,99
381,4,6:34.0,,Defensive rebound by W. Chandler,85,99
382,4,6:20.0,,N. Robinson misses 2-pt jump shot from 18 ft,85,99
383,4,6:20.0,Defensive rebound by Team,,85,99
