,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CHICAGO_ACTION,ORLANDO_SCORE,CHICAGO_SCORE
386,4,5:29.0,E. Fournier misses 3-pt jump shot from 26 ft,,80,87
387,4,5:28.0,,Defensive rebound by J. Butler,80,87
388,4,5:16.0,,Turnover by K. Hinrich (bad pass; steal by C. Frye),80,87
389,4,5:14.0,Shooting foul by N. Mirotić (drawn by E. Payton),,80,87
390,4,5:14.0,E. Payton makes 2-pt layup from 2 ft (assist by C. Frye),,82,87
391,4,5:14.0,,T. Gibson enters the game for N. Mirotić,82,87
392,4,5:14.0,E. Payton misses free throw 1 of 1,,82,87
393,4,5:12.0,,Defensive rebound by P. Gasol,82,87
394,4,5:00.0,,Shooting foul by T. Harris (drawn by J. Butler),82,87
395,4,5:00.0,,J. Butler makes free throw 1 of 2,82,88
396,4,5:00.0,,J. Butler makes free throw 2 of 2,82,89
397,4,4:40.0,N. Vučević makes 2-pt layup from 2 ft (assist by E. Payton),,84,89
398,4,4:13.0,,J. Butler misses 2-pt jump shot from 21 ft,84,89
399,4,4:12.0,Defensive rebound by C. Frye,,84,89
400,4,3:50.0,T. Harris makes 2-pt jump shot from 18 ft,,86,89
401,4,3:31.0,,J. Butler misses 3-pt jump shot from 23 ft,86,89
402,4,3:30.0,Defensive rebound by E. Fournier,,86,89
403,4,3:09.0,N. Vučević misses 2-pt jump shot from 4 ft (block by A. Brooks),,86,89
404,4,3:07.0,Offensive rebound by E. Fournier,,86,89
405,4,3:07.0,Turnover by Team (shot clock),,86,89
406,4,2:48.0,,A. Brooks makes 3-pt jump shot from 26 ft (assist by P. Gasol),86,92
407,4,2:47.0,Orlando full timeout,,86,92
408,4,2:47.0,,Chicago full timeout,86,92
409,4,2:32.0,E. Fournier misses 2-pt jump shot from 17 ft,,86,92
410,4,2:31.0,,Defensive rebound by T. Gibson,86,92
411,4,2:15.0,,Chicago full timeout,86,92
412,4,2:13.0,,J. Butler makes 2-pt layup from 2 ft (assist by K. Hinrich),86,94
413,4,1:53.0,E. Payton misses 2-pt layup from 2 ft,,86,94
414,4,1:52.0,Offensive rebound by N. Vučević,,86,94
415,4,1:52.0,N. Vučević misses 2-pt layup from 2 ft,,86,94
416,4,1:52.0,,Defensive rebound by Team,86,94
417,4,1:32.0,,Turnover by A. Brooks (bad pass; steal by E. Payton),86,94
418,4,1:28.0,Turnover by E. Payton (bad pass; steal by K. Hinrich),,86,94
419,4,1:28.0,,Personal foul by E. Payton (drawn by J. Butler),86,94
420,4,1:28.0,,J. Butler makes free throw 1 of 2,86,95
421,4,1:28.0,,J. Butler makes free throw 2 of 2,86,96
422,4,1:14.0,N. Vučević makes 2-pt jump shot from 9 ft,,88,96
423,4,0:52.0,,A. Brooks makes 2-pt layup from 2 ft,88,98
424,4,0:39.0,N. Vučević makes 2-pt dunk at rim (assist by E. Payton),,90,98
425,4,0:17.0,,Turnover by P. Gasol (lost ball),90,98
426,4,0:10.0,E. Payton misses 2-pt jump shot from 14 ft,,90,98
427,4,0:09.0,,Defensive rebound by P. Gasol,90,98
