,QUARTER,TIME_REMAINING,HOUSTON_ACTION,ORLANDO_ACTION,HOUSTON_SCORE,ORLANDO_SCORE
28,1,8:20.0,Turnover by J. Harden (bad pass; steal by E. Payton),,4,14
29,1,8:12.0,,V. Oladipo misses 2-pt layup at rim,4,14
30,1,8:11.0,,Offensive rebound by V. Oladipo,4,14
31,1,8:07.0,,V. Oladipo makes 2-pt jump shot from 5 ft,4,16
32,1,7:50.0,J. Harden makes 2-pt layup from 1 ft,,6,16
33,1,7:39.0,,V. Oladipo misses 3-pt jump shot from 26 ft,6,16
34,1,7:38.0,Defensive rebound by T. Ariza,,6,16
35,1,7:26.0,D. Motiejūnas misses 2-pt hook shot from 8 ft,,6,16
36,1,7:25.0,,Defensive rebound by E. Payton,6,16
37,1,7:17.0,,D. Marble misses 3-pt jump shot from 26 ft,6,16
38,1,7:17.0,Defensive rebound by D. Howard,,6,16
39,1,7:09.0,,Violation by D. Marble (kicked ball),6,16
40,1,6:58.0,D. Howard misses 2-pt hook shot from 6 ft,,6,16
41,1,6:58.0,,Defensive rebound by E. Payton,6,16
42,1,6:51.0,,E. Payton misses 2-pt layup from 1 ft (block by D. Howard),6,16
43,1,6:51.0,,Offensive rebound by Team,6,16
44,1,6:40.0,,N. Vučević misses 2-pt jump shot from 17 ft,6,16
45,1,6:40.0,Defensive rebound by D. Motiejūnas,,6,16
46,1,6:35.0,Offensive foul by D. Howard (drawn by N. Vučević),,6,16
47,1,6:35.0,Turnover by D. Howard (offensive foul),,6,16
48,1,6:24.0,,Turnover by E. Payton (bad pass; steal by T. Ariza),6,16
49,1,6:19.0,T. Ariza makes 2-pt dunk at rim (assist by D. Howard),,8,16
50,1,6:06.0,,D. Marble misses 3-pt jump shot from 23 ft,8,16
51,1,6:05.0,Defensive rebound by D. Howard,,8,16
52,1,5:42.0,P. Beverley misses 2-pt jump shot from 18 ft,,8,16
53,1,5:41.0,,Defensive rebound by V. Oladipo,8,16
54,1,5:35.0,,V. Oladipo makes 2-pt layup from 1 ft,8,18
55,1,5:22.0,J. Harden makes 2-pt layup from 1 ft,,10,18
56,1,5:12.0,,D. Marble misses 3-pt jump shot from 23 ft,10,18
57,1,5:10.0,,Offensive rebound by D. Marble,10,18
58,1,5:04.0,,Turnover by D. Marble (bad pass; steal by D. Motiejūnas),10,18
59,1,5:01.0,T. Ariza makes 2-pt layup at rim (assist by D. Motiejūnas),,12,18
60,1,5:01.0,,Orlando full timeout,12,18
61,1,5:01.0,J. Smith enters the game for T. Ariza,,12,18
62,1,5:01.0,C. Brewer enters the game for D. Motiejūnas,,12,18
63,1,5:01.0,,E. Fournier enters the game for V. Oladipo,12,18
64,1,4:48.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by E. Payton),12,20
65,1,4:31.0,Personal foul by C. Frye (drawn by D. Howard),,12,20
66,1,4:20.0,C. Brewer misses 3-pt jump shot from 22 ft,,12,20
67,1,4:19.0,,Defensive rebound by D. Marble,12,20
68,1,4:07.0,,C. Frye misses 2-pt jump shot from 22 ft,12,20
69,1,4:07.0,Defensive rebound by C. Brewer,,12,20
70,1,3:58.0,Shooting foul by D. Marble (drawn by J. Harden),,12,20
71,1,3:58.0,J. Harden makes free throw 1 of 2,,13,20
72,1,3:58.0,J. Harden misses free throw 2 of 2,,13,20
73,1,3:57.0,,Defensive rebound by C. Frye,13,20
74,1,3:49.0,,N. Vučević misses 2-pt jump shot from 18 ft,13,20
75,1,3:48.0,Defensive rebound by C. Brewer,,13,20
76,1,3:41.0,J. Smith misses 3-pt jump shot from 24 ft,,13,20
77,1,3:39.0,Offensive rebound by C. Brewer,,13,20
78,1,3:39.0,C. Brewer misses 2-pt tip-in from 1 ft,,13,20
79,1,3:37.0,,Defensive rebound by N. Vučević,13,20
80,1,3:28.0,,E. Fournier makes 2-pt dunk at rim,13,22
81,1,3:16.0,P. Beverley makes 2-pt layup at rim (assist by C. Brewer),,15,22
82,1,3:02.0,,L. Ridnour enters the game for E. Payton,15,22
83,1,3:02.0,A. Shved enters the game for P. Beverley,,15,22
84,1,2:50.0,,N. Vučević makes 2-pt hook shot from 6 ft (assist by D. Marble),15,24
85,1,2:40.0,J. Smith makes 2-pt layup from 1 ft (assist by A. Shved),,17,24
86,1,2:20.0,,C. Frye misses 3-pt jump shot from 25 ft,17,24
87,1,2:20.0,Defensive rebound by J. Harden,,17,24
88,1,2:08.0,C. Brewer misses 2-pt jump shot from 7 ft,,17,24
89,1,2:05.0,Offensive rebound by D. Howard,,17,24
90,1,2:05.0,D. Howard makes 2-pt dunk at rim,,19,24
91,1,1:53.0,,L. Ridnour misses 2-pt jump shot from 7 ft,19,24
92,1,1:53.0,Defensive rebound by D. Howard,,19,24
93,1,1:42.0,Turnover by J. Smith (bad pass; steal by E. Fournier),,19,24
94,1,1:34.0,,D. Marble misses 3-pt jump shot from 24 ft,19,24
95,1,1:34.0,Defensive rebound by J. Smith,,19,24
96,1,1:20.0,A. Shved misses 2-pt jump shot from 22 ft,,19,24
97,1,1:19.0,,Defensive rebound by L. Ridnour,19,24
98,1,1:00.0,,E. Fournier makes 2-pt layup from 1 ft (assist by C. Frye),19,26
99,1,0:45.0,Turnover by J. Harden (lost ball),,19,26
100,1,0:45.0,D. Motiejūnas enters the game for D. Howard,,19,26
101,1,0:45.0,,M. Harkless enters the game for D. Marble,19,26
102,1,0:45.0,T. Ariza enters the game for J. Harden,,19,26
103,1,0:30.0,,N. Vučević makes 2-pt layup from 1 ft,19,28
104,1,0:30.0,,Shooting foul by C. Brewer (drawn by N. Vučević),19,28
105,1,0:30.0,,N. Vučević makes free throw 1 of 1,19,29
106,1,0:06.0,J. Smith misses 2-pt jump shot from 22 ft,,19,29
107,1,0:04.0,Offensive rebound by Team,,19,29
108,1,0:01.0,D. Motiejūnas misses 2-pt hook shot from 7 ft,,19,29
109,1,0:00.0,,Defensive rebound by N. Vučević,19,29
110,2,11:48.0,J. Smith misses 3-pt jump shot from 24 ft,,19,29
111,2,11:48.0,Offensive rebound by Team,,19,29
112,2,11:48.0,,Loose ball foul by K. O'Quinn (drawn by D. Motiejūnas),19,29
113,2,11:36.0,A. Shved misses 2-pt jump shot from 14 ft,,19,29
114,2,11:35.0,,Defensive rebound by Team,19,29
115,2,11:15.0,,M. Harkless misses 3-pt jump shot from 24 ft,19,29
116,2,11:13.0,Defensive rebound by T. Ariza,,19,29
117,2,11:06.0,Shooting foul by K. O'Quinn (drawn by A. Shved),,19,29
118,2,11:06.0,A. Shved makes free throw 1 of 2,,20,29
119,2,11:06.0,,V. Oladipo enters the game for E. Fournier,20,29
120,2,11:06.0,A. Shved makes free throw 2 of 2,,21,29
121,2,10:43.0,,M. Harkless misses 2-pt jump shot from 5 ft,21,29
122,2,10:43.0,Defensive rebound by J. Smith,,21,29
123,2,10:32.0,C. Brewer makes 3-pt jump shot from 23 ft (assist by D. Motiejūnas),,24,29
124,2,10:22.0,,Turnover by L. Ridnour (bad pass; steal by C. Brewer),24,29
125,2,10:18.0,Shooting foul by M. Harkless (drawn by C. Brewer),,24,29
126,2,10:18.0,C. Brewer makes free throw 1 of 2,,25,29
127,2,10:18.0,C. Brewer makes free throw 2 of 2,,26,29
128,2,10:06.0,,K. O'Quinn misses 2-pt jump shot from 19 ft,26,29
129,2,10:06.0,Defensive rebound by J. Smith,,26,29
130,2,9:59.0,C. Brewer misses 3-pt jump shot from 23 ft,,26,29
131,2,9:57.0,,Defensive rebound by L. Ridnour,26,29
132,2,9:43.0,,L. Ridnour makes 2-pt layup at rim (assist by K. O'Quinn),26,31
133,2,9:29.0,J. Smith misses 2-pt hook shot from 5 ft,,26,31
134,2,9:28.0,Offensive rebound by D. Motiejūnas,,26,31
135,2,9:27.0,Shooting foul by V. Oladipo (drawn by J. Smith),,26,31
136,2,9:27.0,J. Smith misses free throw 1 of 2,,26,31
137,2,9:27.0,Offensive rebound by Team,,26,31
138,2,9:27.0,,E. Payton enters the game for L. Ridnour,26,31
139,2,9:27.0,J. Smith makes free throw 2 of 2,,27,31
140,2,9:11.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by B. Gordon),27,33
141,2,8:52.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Smith),,30,33
142,2,8:42.0,,Orlando full timeout,30,33
143,2,8:29.0,,M. Harkless misses 2-pt layup at rim,30,33
144,2,8:28.0,Defensive rebound by A. Shved,,30,33
145,2,8:21.0,D. Motiejūnas misses 2-pt hook shot from 7 ft,,30,33
146,2,8:20.0,Offensive rebound by J. Smith,,30,33
147,2,8:06.0,J. Smith misses 2-pt hook shot from 9 ft,,30,33
148,2,8:06.0,,Defensive rebound by E. Payton,30,33
149,2,7:56.0,,M. Harkless misses 3-pt jump shot from 23 ft,30,33
150,2,7:55.0,Defensive rebound by D. Motiejūnas,,30,33
151,2,7:48.0,C. Brewer makes 2-pt layup from 1 ft,,32,33
152,2,7:39.0,,V. Oladipo makes 2-pt layup from 2 ft,32,35
153,2,7:20.0,Personal foul by K. O'Quinn (drawn by A. Shved),,32,35
154,2,7:20.0,A. Shved makes free throw 1 of 2,,33,35
155,2,7:20.0,,N. Vučević enters the game for M. Harkless,33,35
156,2,7:20.0,,C. Frye enters the game for K. O'Quinn,33,35
157,2,7:20.0,J. Harden enters the game for T. Ariza,,33,35
158,2,7:20.0,D. Howard enters the game for D. Motiejūnas,,33,35
159,2,7:20.0,A. Shved misses free throw 2 of 2,,33,35
160,2,7:18.0,,Defensive rebound by C. Frye,33,35
161,2,7:03.0,,B. Gordon makes 2-pt jump shot from 19 ft (assist by C. Frye),33,37
162,2,6:48.0,A. Shved makes 3-pt jump shot from 24 ft (assist by D. Howard),,36,37
163,2,6:41.0,,Personal foul by A. Shved (drawn by E. Payton),36,37
164,2,6:41.0,P. Beverley enters the game for A. Shved,,36,37
165,2,6:28.0,,B. Gordon makes 2-pt jump shot from 10 ft (assist by C. Frye),36,39
166,2,6:06.0,D. Howard makes 2-pt hook shot from 3 ft,,38,39
167,2,5:59.0,,V. Oladipo misses 2-pt layup at rim,38,39
168,2,5:59.0,,Offensive rebound by N. Vučević,38,39
169,2,5:59.0,,N. Vučević misses 2-pt tip-in from 1 ft,38,39
170,2,5:59.0,,Offensive rebound by N. Vučević,38,39
171,2,5:59.0,,N. Vučević misses 2-pt tip-in from 1 ft,38,39
172,2,5:59.0,,Offensive rebound by N. Vučević,38,39
173,2,5:58.0,,Shooting foul by J. Harden (drawn by N. Vučević),38,39
174,2,5:58.0,Official timeout,,38,39
175,2,5:58.0,,N. Vučević makes free throw 1 of 2,38,40
176,2,5:58.0,,N. Vučević makes free throw 2 of 2,38,41
177,2,5:40.0,P. Beverley makes 3-pt jump shot from 24 ft (assist by J. Smith),,41,41
178,2,5:21.0,,N. Vučević misses 2-pt jump shot from 18 ft,41,41
179,2,5:20.0,Defensive rebound by J. Harden,,41,41
180,2,5:10.0,J. Harden makes 2-pt layup from 2 ft,,43,41
181,2,5:07.0,,Turnover by E. Payton (bad pass; steal by C. Brewer),43,41
182,2,5:03.0,J. Harden makes 2-pt layup from 1 ft (assist by C. Brewer),,45,41
183,2,4:52.0,,N. Vučević makes 2-pt jump shot from 5 ft (assist by C. Frye),45,43
184,2,4:37.0,Turnover by J. Smith (bad pass),,45,43
185,2,4:31.0,,D. Marble enters the game for B. Gordon,45,43
186,2,4:31.0,T. Ariza enters the game for C. Brewer,,45,43
187,2,4:31.0,D. Motiejūnas enters the game for J. Smith,,45,43
188,2,4:31.0,Loose ball foul by D. Motiejūnas (drawn by C. Frye),,45,43
189,2,4:21.0,,Turnover by C. Frye (traveling),45,43
190,2,4:09.0,D. Motiejūnas misses 3-pt jump shot from 23 ft,,45,43
191,2,4:08.0,,Defensive rebound by D. Marble,45,43
192,2,3:58.0,,E. Payton misses 2-pt jump shot from 9 ft (block by P. Beverley),45,43
193,2,3:57.0,Defensive rebound by P. Beverley,,45,43
194,2,3:54.0,Turnover by P. Beverley (bad pass; steal by V. Oladipo),,45,43
195,2,3:45.0,,C. Frye misses 3-pt jump shot from 22 ft,45,43
196,2,3:43.0,Defensive rebound by T. Ariza,,45,43
197,2,3:36.0,Turnover by J. Harden (bad pass; steal by N. Vučević),,45,43
198,2,3:29.0,,E. Payton misses 2-pt layup from 2 ft,45,43
199,2,3:28.0,,Offensive rebound by C. Frye,45,43
200,2,3:28.0,,V. Oladipo misses 2-pt tip-in at rim,45,43
201,2,3:27.0,Defensive rebound by T. Ariza,,45,43
202,2,3:22.0,D. Howard makes 2-pt layup at rim (assist by T. Ariza),,47,43
203,2,3:13.0,,Orlando full timeout,47,43
204,2,3:04.0,,E. Payton misses 2-pt layup from 1 ft,47,43
205,2,3:04.0,,Offensive rebound by N. Vučević,47,43
206,2,3:04.0,,N. Vučević makes 2-pt dunk at rim,47,45
207,2,2:37.0,D. Howard misses 2-pt hook shot from 7 ft,,47,45
208,2,2:36.0,,Defensive rebound by Team,47,45
209,2,2:36.0,Houston full timeout,,47,45
210,2,2:20.0,,C. Frye misses 3-pt jump shot from 25 ft,47,45
211,2,2:19.0,,Offensive rebound by D. Marble,47,45
212,2,2:14.0,,V. Oladipo makes 3-pt jump shot from 24 ft (assist by D. Marble),47,48
213,2,1:56.0,Turnover by D. Howard (bad pass; steal by V. Oladipo),,47,48
214,2,1:52.0,,V. Oladipo makes 2-pt layup at rim,47,50
215,2,1:45.0,Turnover by P. Beverley (bad pass),,47,50
216,2,1:35.0,,V. Oladipo makes 3-pt jump shot from 24 ft,47,53
217,2,1:22.0,Turnover by J. Harden (bad pass),,47,53
218,2,1:22.0,Houston full timeout,,47,53
219,2,1:07.0,,Turnover by D. Marble (bad pass; steal by J. Harden),47,53
220,2,1:01.0,D. Motiejūnas makes 2-pt layup at rim (assist by J. Harden),,49,53
221,2,0:52.0,,N. Vučević makes 2-pt jump shot from 17 ft,49,55
222,2,0:39.0,Turnover by P. Beverley (bad pass; steal by N. Vučević),,49,55
223,2,0:31.0,,D. Marble misses 3-pt jump shot from 24 ft,49,55
224,2,0:31.0,Defensive rebound by D. Howard,,49,55
225,2,0:09.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by J. Harden),,52,55
226,2,0:00.0,,V. Oladipo misses 2-pt jump shot from 3 ft,52,55
227,2,0:00.0,,Offensive rebound by Team,52,55
228,3,11:45.0,D. Howard makes 2-pt dunk at rim (assist by D. Motiejūnas),,54,55
229,3,11:19.0,,E. Payton misses 2-pt jump shot from 4 ft,54,55
230,3,11:19.0,,Offensive rebound by Team,54,55
231,3,11:19.0,,Turnover by Team (shot clock),54,55
232,3,11:08.0,P. Beverley misses 2-pt jump shot from 8 ft,,54,55
233,3,11:07.0,,Defensive rebound by C. Frye,54,55
234,3,10:56.0,,Shooting foul by T. Ariza (drawn by V. Oladipo),54,55
235,3,10:56.0,,V. Oladipo makes free throw 1 of 2,54,56
236,3,10:56.0,,V. Oladipo makes free throw 2 of 2,54,57
237,3,10:43.0,Turnover by D. Motiejūnas (bad pass; steal by C. Frye),,54,57
238,3,10:40.0,Offensive charge foul by V. Oladipo (drawn by P. Beverley),,54,57
239,3,10:40.0,,Turnover by V. Oladipo (offensive foul),54,57
240,3,10:23.0,Shooting foul by N. Vučević (drawn by D. Howard),,54,57
241,3,10:23.0,D. Howard makes free throw 1 of 2,,55,57
242,3,10:23.0,D. Howard makes free throw 2 of 2,,56,57
243,3,10:09.0,,N. Vučević misses 2-pt layup from 1 ft,56,57
244,3,10:08.0,,Offensive rebound by N. Vučević,56,57
245,3,10:08.0,,N. Vučević makes 2-pt tip-in from 1 ft,56,59
246,3,9:51.0,P. Beverley misses 3-pt jump shot from 26 ft,,56,59
247,3,9:50.0,,Defensive rebound by C. Frye,56,59
248,3,9:29.0,,V. Oladipo makes 2-pt jump shot from 17 ft,56,61
249,3,9:10.0,D. Howard misses 2-pt jump shot from 8 ft,,56,61
250,3,9:09.0,,Defensive rebound by N. Vučević,56,61
251,3,8:58.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by N. Vučević),56,64
252,3,8:43.0,Personal foul by E. Payton (drawn by D. Motiejūnas),,56,64
253,3,8:36.0,J. Harden makes 3-pt jump shot from 25 ft (assist by D. Motiejūnas),,59,64
254,3,8:07.0,,Shooting foul by P. Beverley (drawn by D. Marble),59,64
255,3,8:07.0,,D. Marble makes free throw 1 of 3,59,65
256,3,8:07.0,,D. Marble makes free throw 2 of 3,59,66
257,3,8:07.0,,D. Marble makes free throw 3 of 3,59,67
258,3,7:51.0,T. Ariza makes 2-pt layup at rim (assist by J. Harden),,61,67
259,3,7:45.0,,E. Payton makes 2-pt dunk at rim,61,69
260,3,7:42.0,Houston full timeout,,61,69
261,3,7:29.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),,64,69
262,3,7:24.0,,D. Marble misses 2-pt layup at rim (block by T. Ariza),64,69
263,3,7:24.0,,Offensive rebound by Team,64,69
264,3,7:08.0,,E. Payton misses 2-pt layup from 1 ft (block by P. Beverley),64,69
265,3,7:08.0,Defensive rebound by Team,,64,69
266,3,6:43.0,Turnover by Team (shot clock),,64,69
267,3,6:27.0,,V. Oladipo makes 3-pt jump shot from 24 ft (assist by E. Payton),64,72
268,3,6:19.0,D. Howard makes 2-pt dunk at rim (assist by J. Harden),,66,72
269,3,6:11.0,,N. Vučević makes 2-pt layup from 1 ft (assist by V. Oladipo),66,74
270,3,6:11.0,,Shooting foul by J. Harden (drawn by N. Vučević),66,74
271,3,6:11.0,,N. Vučević makes free throw 1 of 1,66,75
272,3,5:49.0,P. Beverley makes 3-pt jump shot from 23 ft (assist by J. Harden),,69,75
273,3,5:40.0,,C. Frye misses 3-pt jump shot from 25 ft,69,75
274,3,5:40.0,Defensive rebound by D. Howard,,69,75
275,3,5:25.0,J. Harden makes 2-pt layup at rim,,71,75
276,3,5:12.0,,Turnover by E. Payton (bad pass; steal by J. Harden),71,75
277,3,5:08.0,Personal foul by C. Frye (drawn by D. Motiejūnas),,71,75
278,3,5:08.0,C. Brewer enters the game for T. Ariza,,71,75
279,3,5:08.0,J. Smith enters the game for D. Motiejūnas,,71,75
280,3,5:08.0,,E. Fournier enters the game for D. Marble,71,75
281,3,5:02.0,J. Harden misses 3-pt jump shot from 25 ft,,71,75
282,3,5:01.0,,Defensive rebound by N. Vučević,71,75
283,3,4:51.0,,Turnover by N. Vučević (bad pass; steal by J. Harden),71,75
284,3,4:36.0,Shooting foul by E. Fournier (drawn by D. Howard),,71,75
285,3,4:36.0,D. Howard makes free throw 1 of 2,,72,75
286,3,4:36.0,,L. Ridnour enters the game for E. Payton,72,75
287,3,4:36.0,D. Howard makes free throw 2 of 2,,73,75
288,3,4:19.0,,E. Fournier makes 2-pt layup from 1 ft,73,77
289,3,4:07.0,D. Howard makes 2-pt dunk at rim (assist by J. Smith),,75,77
290,3,3:48.0,,L. Ridnour makes 2-pt jump shot from 18 ft,75,79
291,3,3:31.0,C. Brewer misses 3-pt jump shot from 24 ft,,75,79
292,3,3:31.0,Offensive rebound by J. Harden,,75,79
293,3,3:29.0,J. Harden makes 2-pt jump shot from 9 ft,,77,79
294,3,3:29.0,,Orlando full timeout,77,79
295,3,3:07.0,,Turnover by L. Ridnour (bad pass),77,79
296,3,2:46.0,J. Smith makes 2-pt hook shot from 6 ft,,79,79
297,3,2:42.0,,Turnover by C. Frye (bad pass; steal by C. Brewer),79,79
298,3,2:37.0,J. Smith misses 3-pt jump shot from 25 ft,,79,79
299,3,2:36.0,,Defensive rebound by V. Oladipo,79,79
300,3,2:27.0,,N. Vučević misses 2-pt jump shot from 22 ft,79,79
301,3,2:27.0,Defensive rebound by J. Smith,,79,79
302,3,2:17.0,D. Howard makes 2-pt dunk at rim (assist by J. Smith),,81,79
303,3,2:16.0,,Personal foul by C. Brewer (drawn by V. Oladipo),81,79
304,3,2:16.0,A. Shved enters the game for P. Beverley,,81,79
305,3,2:16.0,,K. O'Quinn enters the game for N. Vučević,81,79
306,3,2:16.0,D. Motiejūnas enters the game for D. Howard,,81,79
307,3,2:03.0,,E. Fournier misses 3-pt jump shot from 23 ft,81,79
308,3,2:03.0,Defensive rebound by D. Motiejūnas,,81,79
309,3,1:40.0,J. Smith misses 3-pt jump shot from 24 ft,,81,79
310,3,1:40.0,,Defensive rebound by L. Ridnour,81,79
311,3,1:36.0,,Shooting foul by J. Smith (drawn by V. Oladipo),81,79
312,3,1:36.0,,V. Oladipo misses free throw 1 of 2,81,79
313,3,1:36.0,,Offensive rebound by Team,81,79
314,3,1:36.0,,V. Oladipo makes free throw 2 of 2,81,80
315,3,1:20.0,C. Brewer misses 3-pt jump shot from 22 ft,,81,80
316,3,1:19.0,Offensive rebound by J. Smith,,81,80
317,3,1:18.0,,B. Gordon enters the game for V. Oladipo,81,80
318,3,1:14.0,J. Harden misses 3-pt jump shot from 25 ft,,81,80
319,3,1:14.0,Offensive rebound by J. Smith,,81,80
320,3,1:11.0,Turnover by J. Smith (bad pass; steal by L. Ridnour),,81,80
321,3,0:59.0,,Personal foul by C. Brewer (drawn by B. Gordon),81,80
322,3,0:59.0,,B. Gordon makes free throw 1 of 2,81,81
323,3,0:59.0,,M. Harkless enters the game for C. Frye,81,81
324,3,0:59.0,,B. Gordon makes free throw 2 of 2,81,82
325,3,0:39.0,J. Harden makes 2-pt layup at rim,,83,82
326,3,0:32.0,,Personal foul by J. Smith (drawn by E. Fournier),83,82
327,3,0:32.0,,E. Fournier makes free throw 1 of 2,83,83
328,3,0:32.0,,D. Marble enters the game for L. Ridnour,83,83
329,3,0:32.0,,E. Fournier makes free throw 2 of 2,83,84
330,3,0:29.0,J. Harden makes 2-pt layup from 1 ft,,85,84
331,3,0:06.0,,D. Marble misses 3-pt jump shot from 22 ft,85,84
332,3,0:05.0,Defensive rebound by J. Smith,,85,84
333,3,0:01.0,Turnover by J. Harden (lost ball; steal by E. Fournier),,85,84
334,3,0:00.0,,E. Fournier misses 3-pt jump shot from 41 ft,85,84
335,3,0:00.0,,Offensive rebound by Team,85,84
336,4,11:46.0,,B. Gordon makes 2-pt jump shot from 15 ft,85,86
337,4,11:27.0,A. Shved misses 3-pt jump shot from 25 ft,,85,86
338,4,11:25.0,,Defensive rebound by M. Harkless,85,86
339,4,11:15.0,,E. Fournier misses 2-pt jump shot from 16 ft,85,86
340,4,11:15.0,Defensive rebound by T. Ariza,,85,86
341,4,11:07.0,C. Brewer makes 2-pt jump shot from 7 ft,,87,86
342,4,10:40.0,,Turnover by Team (shot clock),87,86
343,4,10:28.0,Shooting foul by K. O'Quinn (drawn by D. Motiejūnas),,87,86
344,4,10:28.0,D. Motiejūnas makes free throw 1 of 2,,88,86
345,4,10:28.0,D. Motiejūnas makes free throw 2 of 2,,89,86
346,4,10:12.0,,B. Gordon misses 2-pt layup at rim,89,86
347,4,10:12.0,Defensive rebound by J. Smith,,89,86
348,4,10:11.0,Turnover by J. Smith (bad pass; steal by E. Fournier),,89,86
349,4,10:11.0,,Shooting foul by D. Motiejūnas (drawn by E. Fournier),89,86
350,4,10:11.0,,E. Fournier misses free throw 1 of 2,89,86
351,4,10:11.0,,Offensive rebound by Team,89,86
352,4,10:11.0,,E. Fournier makes free throw 2 of 2,89,87
353,4,9:58.0,Personal foul by L. Ridnour (drawn by J. Smith),,89,87
354,4,9:58.0,,V. Oladipo enters the game for E. Fournier,89,87
355,4,9:46.0,J. Smith misses 2-pt hook shot from 6 ft,,89,87
356,4,9:46.0,,Defensive rebound by L. Ridnour,89,87
357,4,9:32.0,Violation by D. Motiejūnas (kicked ball),,89,87
358,4,9:32.0,,E. Payton enters the game for L. Ridnour,89,87
359,4,9:21.0,,K. O'Quinn makes 3-pt jump shot from 23 ft (assist by V. Oladipo),89,90
360,4,8:57.0,A. Shved misses 2-pt layup from 1 ft,,89,90
361,4,8:56.0,,Defensive rebound by E. Payton,89,90
362,4,8:53.0,,M. Harkless misses 2-pt layup from 1 ft (block by J. Smith),89,90
363,4,8:53.0,,Offensive rebound by Team,89,90
364,4,8:53.0,Official timeout,,89,90
365,4,8:53.0,P. Beverley enters the game for A. Shved,,89,90
366,4,8:37.0,,M. Harkless misses 3-pt jump shot from 23 ft,89,90
367,4,8:36.0,Defensive rebound by D. Motiejūnas,,89,90
368,4,8:26.0,D. Motiejūnas makes 2-pt jump shot from 16 ft (assist by J. Smith),,91,90
369,4,8:14.0,,C. Frye enters the game for K. O'Quinn,91,90
370,4,8:14.0,,N. Vučević enters the game for M. Harkless,91,90
371,4,8:14.0,D. Howard enters the game for D. Motiejūnas,,91,90
372,4,7:57.0,,B. Gordon makes 2-pt jump shot from 16 ft,91,92
373,4,7:36.0,D. Howard makes 2-pt layup at rim,,93,92
374,4,7:36.0,Shooting foul by N. Vučević (drawn by D. Howard),,93,92
375,4,7:36.0,D. Howard makes free throw 1 of 1,,94,92
376,4,7:23.0,,Shooting foul by D. Howard (drawn by E. Payton),94,92
377,4,7:23.0,,E. Payton makes free throw 1 of 2,94,93
378,4,7:23.0,J. Harden enters the game for T. Ariza,,94,93
379,4,7:23.0,Violation by J. Smith (lane),,94,93
380,4,7:23.0,,E. Payton makes free throw 2 of 2,94,94
381,4,7:04.0,D. Howard misses 2-pt hook shot from 4 ft,,94,94
382,4,7:04.0,Offensive rebound by J. Smith,,94,94
383,4,7:04.0,J. Smith misses 2-pt tip-in from 1 ft,,94,94
384,4,7:02.0,,Defensive rebound by V. Oladipo,94,94
385,4,6:51.0,,E. Payton makes 2-pt jump shot from 6 ft (assist by V. Oladipo),94,96
386,4,6:36.0,J. Harden makes 2-pt layup at rim,,96,96
