,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,CLEVELAND_ACTION,NEW ORLEANS_SCORE,CLEVELAND_SCORE
394,4,2:26.0,,K. Irving makes 3-pt jump shot from 24 ft (assist by L. James),99,110
395,4,2:10.0,R. Anderson makes 3-pt jump shot from 25 ft (assist by T. Evans),,102,110
396,4,1:53.0,,L. James makes 2-pt jump shot from 16 ft,102,112
397,4,1:43.0,A. Davis makes 2-pt jump shot from 13 ft (assist by J. Holiday),,104,112
398,4,1:22.0,,L. James misses 2-pt jump shot from 3 ft,104,112
399,4,1:22.0,,Offensive rebound by L. James,104,112
400,4,1:22.0,,Personal foul by T. Evans (drawn by L. James),104,112
401,4,1:22.0,,L. James makes free throw 1 of 2,104,113
402,4,1:22.0,,L. James makes free throw 2 of 2,104,114
403,4,1:09.0,A. Davis makes 2-pt layup at rim (assist by J. Holiday),,106,114
404,4,0:46.0,,L. James misses 2-pt jump shot from 18 ft,106,114
405,4,0:43.0,Defensive rebound by E. Gordon,,106,114
406,4,0:38.0,R. Anderson misses 3-pt jump shot from 25 ft,,106,114
407,4,0:36.0,,Defensive rebound by J. Harris,106,114
408,4,0:26.0,,Personal foul by T. Evans (drawn by K. Irving),106,114
409,4,0:26.0,A. Rivers enters the game for T. Evans,,106,114
410,4,0:26.0,,K. Irving makes free throw 1 of 2,106,115
411,4,0:26.0,,M. Miller enters the game for L. James,106,115
412,4,0:26.0,,K. Irving misses free throw 2 of 2,106,115
413,4,0:26.0,Defensive rebound by A. Davis,,106,115
414,4,0:26.0,New Orleans full timeout,,106,115
415,4,0:19.0,Shooting foul by J. Harris (drawn by J. Holiday),,106,115
416,4,0:19.0,J. Holiday makes free throw 1 of 2,,107,115
417,4,0:19.0,J. Holiday makes free throw 2 of 2,,108,115
418,4,0:19.0,,Cleveland full timeout,108,115
419,4,0:17.0,,Personal foul by J. Holiday (drawn by K. Irving),108,115
420,4,0:17.0,,K. Irving makes free throw 1 of 2,108,116
421,4,0:17.0,,A. Kirk enters the game for K. Love,108,116
422,4,0:17.0,,K. Irving makes free throw 2 of 2,108,117
423,4,0:17.0,New Orleans full timeout,,108,117
424,4,0:17.0,,W. Cherry enters the game for K. Irving,108,117
425,4,0:14.0,R. Anderson makes 3-pt jump shot from 31 ft (assist by A. Rivers),,111,117
426,4,0:14.0,,Cleveland full timeout,111,117
427,4,0:14.0,,K. Irving enters the game for T. Thompson,111,117
428,4,0:14.0,,L. James enters the game for W. Cherry,111,117
429,4,0:14.0,,K. Love enters the game for A. Kirk,111,117
430,4,0:13.0,,Personal foul by A. Rivers (drawn by L. James),111,117
431,4,0:13.0,,L. James misses free throw 1 of 2,111,117
432,4,0:13.0,,Offensive rebound by Team,111,117
433,4,0:13.0,,L. James makes free throw 2 of 2,111,118
434,4,0:13.0,New Orleans full timeout,,111,118
435,4,0:10.0,A. Davis misses 2-pt jump shot from 21 ft,,111,118
436,4,0:09.0,,Defensive rebound by L. James,111,118
