,QUARTER,TIME_REMAINING,PHOENIX_ACTION,BROOKLYN_ACTION,PHOENIX_SCORE,BROOKLYN_SCORE
66,1,5:07.0,,B. Lopez makes 2-pt layup from 2 ft (assist by D. Williams),13,12
67,1,4:57.0,G. Green misses 2-pt jump shot from 6 ft,,13,12
68,1,4:56.0,Offensive rebound by A. Len,,13,12
69,1,4:48.0,M. Morris misses 3-pt jump shot from 24 ft,,13,12
70,1,4:47.0,,Defensive rebound by D. Williams,13,12
71,1,4:32.0,,B. Lopez makes 2-pt hook shot from 7 ft,13,14
72,1,4:15.0,M. Morris misses 2-pt jump shot from 9 ft,,13,14
73,1,4:13.0,,Defensive rebound by Team,13,14
74,1,4:04.0,,Personal foul by G. Green (drawn by J. Johnson),13,14
75,1,4:04.0,P. Tucker enters the game for M. Morris,,13,14
76,1,3:50.0,,J. Johnson misses 2-pt jump shot from 10 ft,13,14
77,1,3:49.0,Defensive rebound by A. Len,,13,14
78,1,3:39.0,Turnover by G. Green (bad pass),,13,14
79,1,3:33.0,,D. Williams misses 2-pt layup from 3 ft,13,14
80,1,3:32.0,,Offensive rebound by J. Johnson,13,14
81,1,3:30.0,,J. Johnson misses 2-pt layup from 2 ft,13,14
82,1,3:29.0,,Offensive rebound by J. Johnson,13,14
83,1,3:20.0,,Turnover by J. Johnson (bad pass; steal by M. Morris),13,14
84,1,3:15.0,B. Knight makes 2-pt jump shot from 20 ft,,15,14
85,1,3:06.0,,Shooting foul by A. Len (drawn by B. Lopez),15,14
86,1,3:06.0,,B. Lopez makes free throw 1 of 2,15,15
87,1,3:06.0,,T. Young enters the game for J. Johnson,15,15
88,1,3:06.0,,B. Lopez makes free throw 2 of 2,15,16
89,1,2:51.0,G. Green makes 2-pt jump shot from 11 ft,,17,16
90,1,2:39.0,,Shooting foul by A. Len (drawn by B. Lopez),17,16
91,1,2:39.0,Phoenix full timeout,,17,16
92,1,2:39.0,,B. Bogdanović enters the game for D. Williams,17,16
93,1,2:39.0,B. Wright enters the game for A. Len,,17,16
94,1,2:39.0,,B. Lopez makes free throw 1 of 2,17,17
95,1,2:39.0,,B. Lopez makes free throw 2 of 2,17,18
96,1,2:25.0,G. Green misses 2-pt layup from 1 ft,,17,18
97,1,2:24.0,,Defensive rebound by B. Lopez,17,18
98,1,2:16.0,,B. Bogdanović misses 2-pt jump shot from 8 ft,17,18
99,1,2:15.0,,Offensive rebound by B. Bogdanović,17,18
100,1,2:13.0,,B. Bogdanović misses 2-pt layup from 1 ft,17,18
101,1,2:12.0,,Offensive rebound by B. Lopez,17,18
102,1,2:11.0,,B. Lopez misses 2-pt tip-in at rim,17,18
103,1,2:09.0,Defensive rebound by Team,,17,18
104,1,2:09.0,,Loose ball foul by B. Bogdanović (drawn by M. Morris),17,18
105,1,2:09.0,M. Morris makes free throw 1 of 2,,18,18
106,1,2:09.0,M. Morris makes free throw 2 of 2,,19,18
107,1,1:58.0,,Turnover by B. Bogdanović (lost ball; steal by P. Tucker),19,18
108,1,1:48.0,B. Knight misses 2-pt jump shot from 20 ft,,19,18
109,1,1:47.0,,Defensive rebound by T. Young,19,18
110,1,1:46.0,,Turnover by J. Jack (traveling),19,18
111,1,1:38.0,M. Morris misses 3-pt jump shot from 24 ft,,19,18
112,1,1:37.0,,Defensive rebound by A. Anderson,19,18
113,1,1:30.0,,T. Young makes 3-pt jump shot from 24 ft (assist by J. Jack),19,21
114,1,1:09.0,G. Green misses 3-pt jump shot from 24 ft,,19,21
115,1,1:08.0,,Defensive rebound by B. Lopez,19,21
116,1,0:54.0,,B. Lopez misses 2-pt jump shot from 12 ft,19,21
117,1,0:53.0,Defensive rebound by B. Wright,,19,21
118,1,0:36.0,B. Wright makes 2-pt layup at rim (assist by M. Morris),,21,21
119,1,0:12.0,,B. Bogdanović misses 2-pt jump shot from 16 ft,21,21
120,1,0:11.0,Defensive rebound by B. Wright,,21,21
121,1,0:01.0,B. Knight misses 2-pt jump shot from 21 ft,,21,21
122,1,0:00.0,Offensive rebound by Team,,21,21
123,2,11:42.0,Turnover by P. Tucker (bad pass),,21,21
124,2,11:30.0,,B. Bogdanović makes 2-pt dunk at rim (assist by A. Anderson),21,23
125,2,11:07.0,M. Morris misses 3-pt jump shot from 22 ft,,21,23
126,2,11:06.0,,Defensive rebound by A. Anderson,21,23
127,2,10:56.0,,A. Anderson misses 3-pt jump shot from 24 ft,21,23
128,2,10:55.0,Defensive rebound by P. Tucker,,21,23
129,2,10:49.0,M. Morris makes 2-pt layup from 1 ft (assist by B. Knight),,23,23
130,2,10:32.0,,A. Anderson makes 2-pt jump shot from 8 ft (assist by B. Lopez),23,25
131,2,10:32.0,,Shooting foul by P. Tucker (drawn by A. Anderson),23,25
132,2,10:32.0,,A. Anderson makes free throw 1 of 1,23,26
133,2,10:15.0,M. Morris misses 2-pt jump shot from 18 ft,,23,26
134,2,10:14.0,,Defensive rebound by A. Anderson,23,26
135,2,10:00.0,,T. Young makes 2-pt hook shot from 6 ft,23,28
136,2,9:42.0,Turnover by M. Thornton (lost ball; steal by T. Young),,23,28
137,2,9:36.0,,A. Anderson misses 2-pt layup from 2 ft,23,28
138,2,9:35.0,Defensive rebound by B. Knight,,23,28
139,2,9:24.0,B. Wright makes 2-pt dunk at rim (assist by B. Knight),,25,28
140,2,9:17.0,,Personal block foul by B. Knight (drawn by J. Jack),25,28
141,2,9:17.0,,J. Johnson enters the game for A. Anderson,25,28
142,2,9:06.0,,T. Young misses 2-pt jump shot from 19 ft,25,28
143,2,9:05.0,Defensive rebound by P. Tucker,,25,28
144,2,8:54.0,M. Morris misses 3-pt jump shot from 22 ft,,25,28
145,2,8:53.0,Offensive rebound by M. Thornton,,25,28
146,2,8:51.0,M. Thornton misses 2-pt layup from 2 ft,,25,28
147,2,8:50.0,,Defensive rebound by B. Lopez,25,28
148,2,8:42.0,,Turnover by J. Johnson (bad pass; steal by B. Wright),25,28
149,2,8:37.0,B. Knight makes 2-pt layup at rim,,27,28
150,2,8:18.0,,Turnover by B. Lopez (lost ball; steal by M. Morris),27,28
151,2,8:12.0,B. Knight misses 3-pt jump shot from 25 ft,,27,28
152,2,8:11.0,,Defensive rebound by J. Johnson,27,28
153,2,8:03.0,,J. Jack misses 2-pt layup from 2 ft,27,28
154,2,8:02.0,Defensive rebound by Team,,27,28
155,2,8:02.0,Official timeout,,27,28
156,2,8:02.0,E. Bledsoe enters the game for B. Knight,,27,28
157,2,7:45.0,Turnover by E. Bledsoe (bad pass; steal by B. Lopez),,27,28
158,2,7:39.0,,T. Young misses 3-pt jump shot from 24 ft,27,28
159,2,7:37.0,Defensive rebound by B. Wright,,27,28
160,2,7:28.0,M. Morris makes 2-pt jump shot from 22 ft (assist by E. Bledsoe),,29,28
161,2,7:05.0,,T. Young makes 2-pt jump shot from 8 ft,29,30
162,2,6:50.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,29,30
163,2,6:48.0,,Defensive rebound by B. Lopez,29,30
164,2,6:34.0,,B. Bogdanović misses 2-pt layup at rim,29,30
165,2,6:32.0,,Offensive rebound by B. Bogdanović,29,30
166,2,6:31.0,,B. Bogdanović misses 2-pt layup from 1 ft,29,30
167,2,6:27.0,Defensive rebound by B. Wright,,29,30
168,2,6:24.0,M. Morris misses 3-pt jump shot from 23 ft,,29,30
169,2,6:21.0,Offensive rebound by M. Thornton,,29,30
170,2,6:20.0,M. Thornton makes 2-pt layup from 2 ft,,31,30
171,2,6:04.0,,Shooting foul by P. Tucker (drawn by B. Lopez),31,30
172,2,6:04.0,,B. Lopez misses free throw 1 of 2,31,30
173,2,6:04.0,,Offensive rebound by Team,31,30
174,2,6:04.0,,D. Williams enters the game for J. Jack,31,30
175,2,6:04.0,,M. Brown enters the game for B. Bogdanović,31,30
176,2,6:04.0,,B. Lopez makes free throw 2 of 2,31,31
177,2,5:40.0,M. Thornton misses 3-pt jump shot from 22 ft,,31,31
178,2,5:39.0,Offensive rebound by M. Morris,,31,31
179,2,5:36.0,M. Morris makes 2-pt layup at rim,,33,31
180,2,5:32.0,,Brooklyn full timeout,33,31
181,2,5:32.0,,M. Plumlee enters the game for B. Lopez,33,31
182,2,5:32.0,M. Morris enters the game for M. Thornton,,33,31
183,2,5:12.0,,J. Johnson makes 2-pt jump shot from 4 ft,33,33
184,2,4:51.0,M. Morris makes 2-pt jump shot from 14 ft (assist by E. Bledsoe),,35,33
185,2,4:25.0,,M. Brown misses 2-pt jump shot from 6 ft,35,33
186,2,4:23.0,Defensive rebound by B. Wright,,35,33
187,2,4:17.0,P. Tucker misses 3-pt jump shot from 22 ft,,35,33
188,2,4:16.0,,Defensive rebound by M. Plumlee,35,33
189,2,4:09.0,,M. Brown makes 2-pt layup at rim (assist by T. Young),35,35
190,2,3:48.0,Shooting foul by T. Young (drawn by M. Morris),,35,35
191,2,3:48.0,M. Morris misses free throw 1 of 2,,35,35
192,2,3:48.0,Offensive rebound by Team,,35,35
193,2,3:48.0,A. Len enters the game for B. Wright,,35,35
194,2,3:48.0,M. Morris makes free throw 2 of 2,,36,35
195,2,3:28.0,,T. Young misses 2-pt hook shot from 5 ft,36,35
196,2,3:27.0,Defensive rebound by A. Len,,36,35
197,2,3:23.0,Turnover by E. Bledsoe (lost ball; steal by M. Plumlee),,36,35
198,2,3:17.0,,M. Brown makes 2-pt dunk at rim,36,37
199,2,3:04.0,M. Morris misses 2-pt jump shot from 8 ft,,36,37
200,2,3:03.0,,Defensive rebound by M. Brown,36,37
201,2,2:53.0,,M. Brown misses 3-pt jump shot from 25 ft,36,37
202,2,2:52.0,Defensive rebound by E. Bledsoe,,36,37
203,2,2:48.0,P. Tucker makes 2-pt jump shot from 7 ft,,38,37
204,2,2:48.0,Shooting foul by M. Brown (drawn by P. Tucker),,38,37
205,2,2:48.0,Phoenix full timeout,,38,37
206,2,2:48.0,B. Knight enters the game for M. Morris,,38,37
207,2,2:48.0,,J. Jack enters the game for M. Brown,38,37
208,2,2:48.0,P. Tucker makes free throw 1 of 1,,39,37
209,2,2:33.0,,Shooting foul by A. Len (drawn by D. Williams),39,37
210,2,2:33.0,,D. Williams makes free throw 1 of 2,39,38
211,2,2:33.0,B. Wright enters the game for A. Len,,39,38
212,2,2:33.0,,D. Williams makes free throw 2 of 2,39,39
213,2,2:22.0,Shooting foul by T. Young (drawn by B. Wright),,39,39
214,2,2:22.0,B. Wright makes free throw 1 of 2,,40,39
215,2,2:22.0,,A. Anderson enters the game for T. Young,40,39
216,2,2:22.0,,B. Lopez enters the game for M. Plumlee,40,39
217,2,2:22.0,B. Wright makes free throw 2 of 2,,41,39
218,2,2:08.0,,D. Williams misses 2-pt jump shot from 19 ft,41,39
219,2,2:07.0,Defensive rebound by M. Morris,,41,39
220,2,2:04.0,E. Bledsoe makes 2-pt layup from 1 ft,,43,39
221,2,2:04.0,Shooting foul by D. Williams (drawn by E. Bledsoe),,43,39
222,2,2:04.0,E. Bledsoe misses free throw 1 of 1,,43,39
223,2,2:03.0,,Defensive rebound by J. Johnson,43,39
224,2,1:49.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by A. Anderson),43,42
225,2,1:32.0,M. Morris makes 2-pt jump shot from 20 ft (assist by E. Bledsoe),,45,42
226,2,1:19.0,,A. Anderson makes 2-pt dunk at rim (assist by D. Williams),45,44
227,2,1:05.0,B. Wright makes 2-pt layup from 3 ft (assist by B. Knight),,47,44
228,2,0:59.0,,D. Williams misses 2-pt layup at rim (block by B. Wright),47,44
229,2,0:57.0,Defensive rebound by E. Bledsoe,,47,44
230,2,0:49.0,M. Morris makes 2-pt layup at rim (assist by B. Knight),,49,44
231,2,0:35.0,,J. Johnson misses 3-pt jump shot from 24 ft,49,44
232,2,0:34.0,Defensive rebound by E. Bledsoe,,49,44
233,2,0:28.0,Shooting foul by J. Johnson (drawn by E. Bledsoe),,49,44
234,2,0:28.0,E. Bledsoe makes free throw 1 of 2,,50,44
235,2,0:28.0,M. Morris enters the game for P. Tucker,,50,44
236,2,0:28.0,E. Bledsoe misses free throw 2 of 2,,50,44
237,2,0:28.0,,Defensive rebound by J. Johnson,50,44
238,2,0:05.0,,J. Johnson makes 2-pt jump shot from 9 ft,50,46
239,2,0:01.0,M. Morris misses 3-pt jump shot from 29 ft,,50,46
240,2,0:00.0,Offensive rebound by Team,,50,46
241,3,11:37.0,B. Knight misses 3-pt jump shot from 23 ft,,50,46
242,3,11:36.0,,Defensive rebound by D. Williams,50,46
243,3,11:21.0,,J. Johnson makes 3-pt jump shot from 22 ft (assist by D. Williams),50,49
244,3,11:05.0,Personal foul by A. Anderson (drawn by B. Knight),,50,49
245,3,11:01.0,Personal foul by M. Plumlee (drawn by E. Bledsoe),,50,49
246,3,10:55.0,M. Morris makes 2-pt jump shot from 20 ft (assist by M. Morris),,52,49
247,3,10:39.0,,Turnover by T. Young (lost ball; steal by E. Bledsoe),52,49
248,3,10:32.0,Turnover by E. Bledsoe (back court),,52,49
249,3,10:23.0,,M. Plumlee misses 2-pt layup at rim,52,49
250,3,10:22.0,Defensive rebound by A. Len,,52,49
251,3,10:13.0,M. Morris makes 2-pt jump shot from 18 ft (assist by M. Morris),,54,49
252,3,10:11.0,,Brooklyn full timeout,54,49
253,3,9:57.0,,Shooting foul by E. Bledsoe (drawn by T. Young),54,49
254,3,9:57.0,,T. Young misses free throw 1 of 2,54,49
255,3,9:57.0,,Offensive rebound by Team,54,49
256,3,9:57.0,,T. Young makes free throw 2 of 2,54,50
257,3,9:40.0,Turnover by M. Morris (traveling),,54,50
258,3,9:26.0,,Shooting foul by A. Len (drawn by M. Plumlee),54,50
259,3,9:26.0,,M. Plumlee makes free throw 1 of 2,54,51
260,3,9:26.0,B. Wright enters the game for A. Len,,54,51
261,3,9:26.0,,M. Plumlee misses free throw 2 of 2,54,51
262,3,9:25.0,Defensive rebound by E. Bledsoe,,54,51
263,3,9:06.0,M. Morris makes 2-pt jump shot from 14 ft (assist by E. Bledsoe),,56,51
264,3,8:48.0,,T. Young misses 3-pt jump shot from 24 ft,56,51
265,3,8:47.0,,Offensive rebound by A. Anderson,56,51
266,3,8:44.0,,Personal foul by B. Wright (drawn by M. Plumlee),56,51
267,3,8:37.0,,Personal foul by B. Knight (drawn by D. Williams),56,51
268,3,8:28.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by J. Johnson),56,53
269,3,8:04.0,M. Morris makes 2-pt layup from 1 ft,,58,53
270,3,7:50.0,,D. Williams misses 2-pt layup from 1 ft,58,53
271,3,7:49.0,Defensive rebound by M. Morris,,58,53
272,3,7:44.0,Turnover by E. Bledsoe (bad pass),,58,53
273,3,7:31.0,,Personal block foul by M. Morris (drawn by T. Young),58,53
274,3,7:31.0,,T. Young makes free throw 1 of 2,58,54
275,3,7:31.0,,B. Lopez enters the game for M. Plumlee,58,54
276,3,7:31.0,,J. Jack enters the game for J. Johnson,58,54
277,3,7:31.0,,T. Young makes free throw 2 of 2,58,55
278,3,7:15.0,B. Wright makes 2-pt dunk at rim (assist by M. Morris),,60,55
279,3,6:51.0,,B. Lopez misses 2-pt jump shot from 10 ft,60,55
280,3,6:49.0,Defensive rebound by E. Bledsoe,,60,55
281,3,6:43.0,E. Bledsoe makes 2-pt jump shot from 20 ft,,62,55
282,3,6:29.0,,B. Lopez makes 2-pt layup from 2 ft (assist by J. Jack),62,57
283,3,6:21.0,Turnover by E. Bledsoe (lost ball; steal by A. Anderson),,62,57
284,3,6:15.0,,J. Jack makes 2-pt jump shot from 15 ft (assist by D. Williams),62,59
285,3,5:49.0,B. Knight misses 3-pt jump shot from 25 ft,,62,59
286,3,5:47.0,,Defensive rebound by B. Lopez,62,59
287,3,5:41.0,,J. Jack misses 2-pt layup from 3 ft,62,59
288,3,5:40.0,Defensive rebound by B. Wright,,62,59
289,3,5:24.0,E. Bledsoe misses 2-pt jump shot from 20 ft,,62,59
290,3,5:23.0,,Defensive rebound by T. Young,62,59
291,3,5:15.0,,D. Williams misses 2-pt layup at rim,62,59
292,3,5:14.0,Defensive rebound by E. Bledsoe,,62,59
293,3,5:05.0,M. Morris misses 2-pt jump shot from 7 ft,,62,59
294,3,5:04.0,,Defensive rebound by T. Young,62,59
295,3,4:59.0,,Shooting block foul by M. Morris (drawn by D. Williams),62,59
296,3,4:59.0,,Brooklyn full timeout,62,59
297,3,4:59.0,,C. Jefferson enters the game for T. Young,62,59
298,3,4:59.0,A. Goodwin enters the game for E. Bledsoe,,62,59
299,3,4:59.0,,D. Williams makes free throw 1 of 2,62,60
300,3,4:59.0,,D. Williams misses free throw 2 of 2,62,60
301,3,4:58.0,,Offensive rebound by B. Lopez,62,60
302,3,4:57.0,,Shooting foul by B. Wright (drawn by B. Lopez),62,60
303,3,4:57.0,,B. Lopez makes free throw 1 of 2,62,61
304,3,4:57.0,,B. Bogdanović enters the game for A. Anderson,62,61
305,3,4:57.0,,B. Lopez makes free throw 2 of 2,62,62
306,3,4:48.0,Turnover by A. Goodwin (step out of bounds),,62,62
307,3,4:38.0,,J. Jack misses 2-pt jump shot from 14 ft,62,62
308,3,4:37.0,Defensive rebound by A. Goodwin,,62,62
309,3,4:24.0,Turnover by M. Morris (traveling),,62,62
310,3,4:24.0,P. Tucker enters the game for M. Morris,,62,62
311,3,4:10.0,,C. Jefferson misses 2-pt jump shot from 4 ft,62,62
312,3,4:09.0,,Offensive rebound by C. Jefferson,62,62
313,3,4:09.0,,C. Jefferson misses 2-pt layup from 4 ft (block by A. Goodwin),62,62
314,3,4:08.0,,Offensive rebound by C. Jefferson,62,62
315,3,4:07.0,,Shooting foul by P. Tucker (drawn by C. Jefferson),62,62
316,3,4:07.0,,C. Jefferson makes free throw 1 of 2,62,63
317,3,4:07.0,,C. Jefferson makes free throw 2 of 2,62,64
318,3,3:44.0,A. Goodwin makes 2-pt layup from 2 ft,,64,64
319,3,3:31.0,,Turnover by B. Lopez (lost ball; steal by B. Wright),64,64
320,3,3:28.0,Shooting foul by B. Bogdanović (drawn by A. Goodwin),,64,64
321,3,3:28.0,A. Goodwin makes free throw 1 of 2,,65,64
322,3,3:28.0,A. Goodwin misses free throw 2 of 2,,65,64
323,3,3:26.0,,Defensive rebound by C. Jefferson,65,64
324,3,3:14.0,,Turnover by J. Jack (bad pass),65,64
325,3,2:58.0,M. Morris misses 2-pt jump shot from 15 ft,,65,64
326,3,2:57.0,,Defensive rebound by J. Jack,65,64
327,3,2:46.0,,B. Lopez misses 2-pt layup from 3 ft,65,64
328,3,2:45.0,,Offensive rebound by B. Lopez,65,64
329,3,2:44.0,,B. Lopez makes 2-pt tip-in from 1 ft,65,66
330,3,2:31.0,B. Knight misses 2-pt layup from 2 ft,,65,66
331,3,2:30.0,Offensive rebound by B. Wright,,65,66
332,3,2:29.0,B. Wright makes 2-pt dunk at rim,,67,66
333,3,2:15.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Williams),67,69
334,3,1:51.0,P. Tucker misses 2-pt layup from 2 ft,,67,69
335,3,1:49.0,,Defensive rebound by J. Jack,67,69
336,3,1:43.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by J. Jack),67,72
337,3,1:42.0,Phoenix full timeout,,67,72
338,3,1:26.0,M. Morris makes 2-pt jump shot from 10 ft,,69,72
339,3,1:05.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by D. Williams),69,75
340,3,0:51.0,P. Tucker misses 3-pt jump shot from 23 ft,,69,75
341,3,0:50.0,,Defensive rebound by C. Jefferson,69,75
342,3,0:40.0,,J. Jack makes 2-pt layup from 1 ft,69,77
343,3,0:34.0,Personal foul by J. Jack (drawn by B. Knight),,69,77
344,3,0:30.0,B. Knight misses 2-pt jump shot from 21 ft,,69,77
345,3,0:29.0,,Defensive rebound by C. Jefferson,69,77
346,3,0:07.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,69,77
347,3,0:06.0,,Offensive rebound by C. Jefferson,69,77
348,3,0:05.0,,C. Jefferson makes 2-pt jump shot from 11 ft,69,79
349,3,0:05.0,,Shooting foul by B. Wright (drawn by C. Jefferson),69,79
350,3,0:05.0,E. Bledsoe enters the game for P. Tucker,,69,79
351,3,0:05.0,,M. Brown enters the game for B. Lopez,69,79
352,3,0:05.0,,C. Jefferson makes free throw 1 of 1,69,80
353,3,0:01.0,M. Morris misses 3-pt jump shot from 28 ft,,69,80
354,3,0:00.0,Offensive rebound by Team,,69,80
355,4,11:36.0,,D. Williams misses 3-pt jump shot from 24 ft,69,80
356,4,11:35.0,,Offensive rebound by C. Jefferson,69,80
357,4,11:31.0,,B. Lopez makes 2-pt layup at rim (assist by C. Jefferson),69,82
358,4,11:14.0,Shooting foul by J. Jack (drawn by A. Len),,69,82
359,4,11:14.0,A. Len makes free throw 1 of 2,,70,82
360,4,11:14.0,M. Morris enters the game for B. Wright,,70,82
361,4,11:14.0,A. Len makes free throw 2 of 2,,71,82
362,4,11:05.0,,D. Williams misses 2-pt layup from 1 ft,71,82
363,4,11:04.0,,Offensive rebound by C. Jefferson,71,82
364,4,11:01.0,,Turnover by C. Jefferson (lost ball; steal by M. Thornton),71,82
365,4,10:52.0,M. Thornton makes 2-pt jump shot from 7 ft,,73,82
366,4,10:37.0,,Offensive foul by B. Lopez (drawn by M. Thornton),73,82
367,4,10:37.0,,Turnover by B. Lopez (offensive foul),73,82
368,4,10:26.0,M. Thornton misses 3-pt jump shot from 24 ft,,73,82
369,4,10:24.0,,Defensive rebound by C. Jefferson,73,82
370,4,10:08.0,,B. Lopez misses 2-pt hook shot from 5 ft,73,82
371,4,10:07.0,,Offensive rebound by C. Jefferson,73,82
372,4,9:52.0,,D. Williams makes 2-pt jump shot from 9 ft,73,84
373,4,9:33.0,E. Bledsoe misses 2-pt jump shot from 4 ft,,73,84
374,4,9:32.0,,Defensive rebound by C. Jefferson,73,84
375,4,9:25.0,,Turnover by B. Bogdanović (offensive goaltending),73,84
376,4,9:13.0,M. Morris misses 3-pt jump shot from 24 ft,,73,84
377,4,9:12.0,Offensive rebound by E. Bledsoe,,73,84
378,4,9:02.0,M. Thornton misses 2-pt jump shot from 3 ft (block by B. Lopez),,73,84
379,4,9:00.0,,Defensive rebound by C. Jefferson,73,84
380,4,8:57.0,,D. Williams misses 2-pt layup from 1 ft,73,84
381,4,8:56.0,,Offensive rebound by C. Jefferson,73,84
382,4,8:55.0,,C. Jefferson makes 2-pt dunk at rim,73,86
383,4,8:35.0,M. Morris misses 2-pt jump shot from 19 ft,,73,86
384,4,8:34.0,Offensive rebound by P. Tucker,,73,86
385,4,8:33.0,Personal foul by B. Lopez (drawn by P. Tucker),,73,86
386,4,8:33.0,Official timeout,,73,86
387,4,8:33.0,M. Morris enters the game for A. Len,,73,86
388,4,8:15.0,M. Thornton misses 3-pt jump shot from 24 ft,,73,86
389,4,8:14.0,Offensive rebound by P. Tucker,,73,86
390,4,8:13.0,Shooting foul by C. Jefferson (drawn by P. Tucker),,73,86
391,4,8:13.0,P. Tucker misses free throw 1 of 2,,73,86
392,4,8:13.0,Offensive rebound by Team,,73,86
