,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CHICAGO_ACTION,MILWAUKEE_SCORE,CHICAGO_SCORE
60,1,5:02.0,B. Knight misses 2-pt jump shot from 22 ft,,7,19
61,1,5:00.0,Offensive rebound by J. Henson,,7,19
62,1,4:54.0,O. Mayo misses 2-pt jump shot from 4 ft (block by K. Hinrich),,7,19
63,1,4:52.0,Offensive rebound by K. Middleton,,7,19
64,1,4:48.0,O. Mayo misses 3-pt jump shot from 22 ft (block by J. Butler),,7,19
65,1,4:47.0,,Defensive rebound by P. Gasol,7,19
66,1,4:35.0,,Turnover by P. Gasol (bad pass; steal by K. Middleton),7,19
67,1,4:27.0,Turnover by J. Dudley (back court),,7,19
68,1,4:14.0,,K. Hinrich misses 2-pt jump shot from 20 ft,7,19
69,1,4:13.0,,Offensive rebound by T. Snell,7,19
70,1,4:12.0,,T. Snell misses 2-pt jump shot from 16 ft,7,19
71,1,4:09.0,Defensive rebound by J. Henson,,7,19
72,1,4:02.0,B. Knight makes 2-pt jump shot from 12 ft,,9,19
73,1,3:43.0,,P. Gasol makes 2-pt jump shot from 21 ft (assist by J. Butler),9,21
74,1,3:32.0,J. Dudley makes 2-pt layup from 2 ft (assist by B. Knight),,11,21
75,1,3:32.0,,Loose ball foul by P. Gasol (drawn by J. Henson),11,21
76,1,3:32.0,,T. Gibson enters the game for J. Noah,11,21
77,1,3:32.0,J. Henson makes free throw 1 of 1,,12,21
78,1,3:24.0,,Personal foul by J. Henson (drawn by P. Gasol),12,21
79,1,3:24.0,,P. Gasol makes free throw 1 of 2,12,22
80,1,3:24.0,,A. Brooks enters the game for K. Hinrich,12,22
81,1,3:24.0,,P. Gasol makes free throw 2 of 2,12,23
82,1,3:12.0,Personal foul by A. Brooks (drawn by O. Mayo),,12,23
83,1,3:04.0,K. Middleton misses 2-pt jump shot from 16 ft,,12,23
84,1,3:03.0,,Defensive rebound by T. Snell,12,23
85,1,2:54.0,,T. Gibson misses 2-pt dunk at rim,12,23
86,1,2:53.0,Defensive rebound by J. Dudley,,12,23
87,1,2:53.0,Personal foul by J. Butler (drawn by J. Dudley),,12,23
88,1,2:53.0,,Chicago full timeout,12,23
89,1,2:53.0,J. Dudley makes free throw 1 of 2,,13,23
90,1,2:53.0,J. Dudley makes free throw 2 of 2,,14,23
91,1,2:40.0,,A. Brooks misses 2-pt layup from 2 ft,14,23
92,1,2:37.0,,Offensive rebound by P. Gasol,14,23
93,1,2:37.0,,P. Gasol misses 2-pt layup from 1 ft,14,23
94,1,2:35.0,Defensive rebound by J. Henson,,14,23
95,1,2:31.0,B. Knight misses 2-pt layup from 2 ft (block by T. Snell),,14,23
96,1,2:29.0,,Defensive rebound by J. Butler,14,23
97,1,2:24.0,,T. Gibson misses 2-pt layup from 1 ft,14,23
98,1,2:22.0,,Offensive rebound by T. Gibson,14,23
99,1,2:22.0,,T. Gibson misses 2-pt tip-in at rim,14,23
100,1,2:21.0,Defensive rebound by B. Knight,,14,23
101,1,2:13.0,,Violation by P. Gasol (def goaltending),14,23
102,1,2:13.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by J. Dudley),,17,23
103,1,1:50.0,,P. Gasol makes 2-pt jump shot from 7 ft (assist by J. Butler),17,25
104,1,1:38.0,O. Mayo misses 2-pt jump shot from 18 ft,,17,25
105,1,1:36.0,Offensive rebound by J. Henson,,17,25
106,1,1:34.0,J. Henson misses 2-pt jump shot from 4 ft,,17,25
107,1,1:33.0,,Defensive rebound by Team,17,25
108,1,1:08.0,,T. Snell misses 3-pt jump shot from 23 ft,17,25
109,1,1:08.0,,Offensive rebound by Team,17,25
110,1,1:08.0,,Turnover by Team (shot clock),17,25
111,1,1:00.0,Turnover by J. Henson (traveling),,17,25
112,1,0:52.0,,Personal foul by J. Henson (drawn by P. Gasol),17,25
113,1,0:52.0,,P. Gasol makes free throw 1 of 2,17,26
114,1,0:52.0,K. Martin enters the game for J. Henson,,17,26
115,1,0:52.0,,P. Gasol makes free throw 2 of 2,17,27
116,1,0:34.0,Turnover by J. Dudley (bad pass; steal by J. Butler),,17,27
117,1,0:33.0,,Personal foul by K. Martin (drawn by J. Butler),17,27
118,1,0:33.0,,J. Butler makes free throw 1 of 2,17,28
119,1,0:33.0,,J. Butler makes free throw 2 of 2,17,29
120,1,0:18.0,J. Dudley makes 2-pt jump shot from 19 ft (assist by B. Knight),,19,29
121,1,0:01.0,,J. Butler misses 2-pt jump shot from 13 ft,19,29
122,1,0:00.0,,Offensive rebound by T. Snell,19,29
123,2,11:37.0,K. Martin misses 2-pt layup from 2 ft,,19,29
124,2,11:36.0,,Defensive rebound by N. Mirotić,19,29
125,2,11:14.0,,T. Gibson misses 2-pt jump shot from 15 ft,19,29
126,2,11:13.0,Defensive rebound by G. Antetokounmpo,,19,29
127,2,10:51.0,J. Bayless misses 2-pt jump shot from 21 ft,,19,29
128,2,10:51.0,,Defensive rebound by Team,19,29
129,2,10:32.0,,Turnover by N. Mirotić (lost ball; steal by J. Dudley),19,29
130,2,10:32.0,Personal foul by N. Mirotić (drawn by J. Bayless),,19,29
131,2,10:06.0,G. Antetokounmpo misses 2-pt jump shot from 5 ft,,19,29
132,2,10:05.0,,Defensive rebound by J. Butler,19,29
133,2,9:47.0,,A. Brooks makes 3-pt jump shot from 26 ft (assist by J. Butler),19,32
134,2,9:27.0,O. Mayo makes 2-pt jump shot from 16 ft (assist by K. Martin),,21,32
135,2,9:03.0,,T. Gibson makes 2-pt jump shot from 6 ft (assist by A. Brooks),21,34
136,2,8:53.0,Shooting foul by T. Gibson (drawn by J. Dudley),,21,34
137,2,8:53.0,Milwaukee full timeout,,21,34
138,2,8:53.0,,K. Hinrich enters the game for J. Butler,21,34
139,2,8:53.0,J. Dudley makes free throw 1 of 2,,22,34
140,2,8:53.0,J. Dudley makes free throw 2 of 2,,23,34
141,2,8:34.0,,A. Brooks misses 2-pt layup from 2 ft,23,34
142,2,8:32.0,Defensive rebound by J. Bayless,,23,34
143,2,8:28.0,O. Mayo makes 2-pt layup from 2 ft (assist by J. Bayless),,25,34
144,2,8:06.0,,Turnover by T. Gibson (traveling),25,34
145,2,7:49.0,O. Mayo makes 2-pt layup from 2 ft (assist by J. Dudley),,27,34
146,2,7:32.0,,Shooting foul by K. Martin (drawn by N. Mirotić),27,34
147,2,7:32.0,,N. Mirotić makes free throw 1 of 2,27,35
148,2,7:32.0,,N. Mirotić makes free throw 2 of 2,27,36
149,2,7:22.0,Offensive foul by G. Antetokounmpo (drawn by K. Hinrich),,27,36
150,2,7:22.0,Turnover by G. Antetokounmpo (offensive foul),,27,36
151,2,7:22.0,,P. Gasol enters the game for E. Moore,27,36
152,2,7:22.0,Z. Pachulia enters the game for K. Martin,,27,36
153,2,7:03.0,,A. Brooks misses 2-pt layup from 2 ft,27,36
154,2,7:02.0,Defensive rebound by G. Antetokounmpo,,27,36
155,2,6:50.0,G. Antetokounmpo misses 2-pt jump shot from 15 ft,,27,36
156,2,6:48.0,Offensive rebound by G. Antetokounmpo,,27,36
157,2,6:38.0,Z. Pachulia makes 2-pt jump shot from 17 ft (assist by G. Antetokounmpo),,29,36
158,2,6:18.0,,N. Mirotić misses 3-pt jump shot from 25 ft,29,36
159,2,6:17.0,Defensive rebound by O. Mayo,,29,36
160,2,6:13.0,Shooting foul by A. Brooks (drawn by G. Antetokounmpo),,29,36
161,2,6:13.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by O. Mayo),,31,36
162,2,6:13.0,,J. Noah enters the game for T. Gibson,31,36
163,2,6:13.0,G. Antetokounmpo misses free throw 1 of 1,,31,36
164,2,6:11.0,,Defensive rebound by N. Mirotić,31,36
165,2,5:58.0,,P. Gasol misses 2-pt jump shot from 19 ft,31,36
166,2,5:56.0,,Offensive rebound by Team,31,36
167,2,5:56.0,,Chicago full timeout,31,36
168,2,5:56.0,,J. Butler enters the game for A. Brooks,31,36
169,2,5:46.0,,J. Butler makes 2-pt dunk at rim (assist by J. Noah),31,38
170,2,5:28.0,J. Dudley misses 3-pt jump shot from 22 ft,,31,38
171,2,5:26.0,Offensive rebound by J. Bayless,,31,38
172,2,5:20.0,Z. Pachulia misses 2-pt jump shot from 17 ft,,31,38
173,2,5:19.0,,Defensive rebound by N. Mirotić,31,38
174,2,4:55.0,,P. Gasol misses 2-pt jump shot from 13 ft,31,38
175,2,4:55.0,,Offensive rebound by Team,31,38
176,2,4:55.0,,Turnover by Team (shot clock),31,38
177,2,4:55.0,K. Middleton enters the game for O. Mayo,,31,38
178,2,4:55.0,B. Knight enters the game for J. Bayless,,31,38
179,2,4:38.0,B. Knight misses 2-pt jump shot from 20 ft,,31,38
180,2,4:37.0,,Defensive rebound by N. Mirotić,31,38
181,2,4:35.0,,Personal foul by G. Antetokounmpo (drawn by K. Hinrich),31,38
182,2,4:16.0,,P. Gasol makes 2-pt jump shot from 20 ft (assist by J. Butler),31,40
183,2,4:05.0,Turnover by Z. Pachulia (bad pass; steal by P. Gasol),,31,40
184,2,3:55.0,,N. Mirotić misses 3-pt jump shot from 22 ft,31,40
185,2,3:54.0,Defensive rebound by K. Middleton,,31,40
186,2,3:46.0,B. Knight makes 2-pt jump shot from 13 ft,,33,40
187,2,3:46.0,Shooting foul by K. Hinrich (drawn by B. Knight),,33,40
188,2,3:46.0,J. Bayless enters the game for G. Antetokounmpo,,33,40
189,2,3:46.0,,T. Snell enters the game for N. Mirotić,33,40
190,2,3:46.0,B. Knight makes free throw 1 of 1,,34,40
191,2,3:25.0,,P. Gasol misses 2-pt jump shot from 2 ft (block by Z. Pachulia),34,40
192,2,3:25.0,,Offensive rebound by P. Gasol,34,40
193,2,3:25.0,,P. Gasol makes 2-pt layup from 2 ft,34,42
194,2,3:25.0,,Shooting foul by J. Bayless (drawn by P. Gasol),34,42
195,2,3:25.0,,P. Gasol misses free throw 1 of 1,34,42
196,2,3:24.0,Defensive rebound by K. Middleton,,34,42
197,2,3:11.0,J. Dudley makes 2-pt jump shot from 11 ft,,36,42
198,2,2:54.0,,Turnover by P. Gasol (traveling),36,42
199,2,2:54.0,Milwaukee full timeout,,36,42
200,2,2:42.0,B. Knight misses 2-pt jump shot from 22 ft,,36,42
201,2,2:41.0,Offensive rebound by Z. Pachulia,,36,42
202,2,2:40.0,Turnover by Z. Pachulia (lost ball; steal by K. Hinrich),,36,42
203,2,2:32.0,,P. Gasol misses 2-pt layup at rim,36,42
204,2,2:31.0,,Offensive rebound by P. Gasol,36,42
205,2,2:31.0,,P. Gasol makes 2-pt tip-in at rim,36,44
206,2,2:18.0,J. Dudley misses 3-pt jump shot from 25 ft,,36,44
207,2,2:17.0,,Defensive rebound by J. Butler,36,44
208,2,2:08.0,,P. Gasol makes 2-pt jump shot from 20 ft (assist by J. Noah),36,46
209,2,1:41.0,J. Bayless misses 2-pt jump shot from 17 ft,,36,46
210,2,1:40.0,,Defensive rebound by P. Gasol,36,46
211,2,1:30.0,,Turnover by K. Hinrich (lost ball; steal by J. Bayless),36,46
212,2,1:26.0,J. Bayless makes 2-pt layup from 1 ft,,38,46
213,2,0:57.0,,J. Noah makes 2-pt layup from 1 ft (assist by T. Snell),38,48
214,2,0:46.0,Z. Pachulia misses 2-pt jump shot from 15 ft,,38,48
215,2,0:44.0,,Defensive rebound by J. Noah,38,48
216,2,0:33.0,,Offensive foul by J. Noah (drawn by Z. Pachulia),38,48
217,2,0:33.0,,Turnover by J. Noah (offensive foul),38,48
218,2,0:15.0,Shooting foul by J. Noah (drawn by J. Dudley),,38,48
219,2,0:15.0,J. Dudley misses free throw 1 of 2,,38,48
220,2,0:15.0,Offensive rebound by Team,,38,48
221,2,0:15.0,J. Dudley makes free throw 2 of 2,,39,48
222,3,11:42.0,G. Antetokounmpo makes 2-pt jump shot from 19 ft,,41,48
223,3,11:21.0,,K. Hinrich misses 3-pt jump shot from 25 ft,41,48
224,3,11:20.0,Defensive rebound by G. Antetokounmpo,,41,48
225,3,11:20.0,Personal foul by J. Noah (drawn by Z. Pachulia),,41,48
226,3,11:06.0,B. Knight makes 2-pt jump shot from 21 ft,,43,48
227,3,10:46.0,,K. Hinrich makes 2-pt jump shot from 21 ft (assist by J. Butler),43,50
228,3,10:46.0,Milwaukee full timeout,,43,50
229,3,10:46.0,J. Dudley enters the game for J. O'Bryant,,43,50
230,3,10:33.0,J. Dudley makes 2-pt jump shot from 21 ft (assist by G. Antetokounmpo),,45,50
231,3,10:13.0,,Turnover by P. Gasol (bad pass; steal by G. Antetokounmpo),45,50
232,3,10:07.0,B. Knight makes 2-pt jump shot from 20 ft,,47,50
233,3,9:42.0,,P. Gasol misses 2-pt hook shot from 4 ft,47,50
234,3,9:41.0,,Offensive rebound by J. Noah,47,50
235,3,9:41.0,,J. Noah misses 2-pt tip-in at rim,47,50
236,3,9:40.0,Defensive rebound by G. Antetokounmpo,,47,50
237,3,9:33.0,K. Middleton makes 2-pt jump shot from 8 ft,,49,50
238,3,9:33.0,,Chicago full timeout,49,50
239,3,9:18.0,,Turnover by T. Snell (bad pass; steal by K. Middleton),49,50
240,3,9:16.0,,Violation by T. Snell (def goaltending),49,50
241,3,9:16.0,K. Middleton makes 2-pt layup from 2 ft,,51,50
242,3,8:53.0,,T. Snell misses 3-pt jump shot from 25 ft,51,50
243,3,8:51.0,,Offensive rebound by P. Gasol,51,50
244,3,8:50.0,,P. Gasol makes 2-pt hook shot from 2 ft,51,52
245,3,8:28.0,B. Knight misses 3-pt jump shot from 25 ft,,51,52
246,3,8:27.0,Offensive rebound by J. Dudley,,51,52
247,3,8:11.0,Z. Pachulia misses 2-pt jump shot from 18 ft,,51,52
248,3,8:10.0,,Defensive rebound by P. Gasol,51,52
249,3,8:04.0,,K. Hinrich makes 2-pt jump shot from 17 ft (assist by P. Gasol),51,54
250,3,7:40.0,J. Dudley misses 3-pt jump shot from 26 ft,,51,54
251,3,7:40.0,,Defensive rebound by Team,51,54
252,3,7:27.0,,K. Hinrich misses 2-pt jump shot from 22 ft,51,54
253,3,7:26.0,Defensive rebound by G. Antetokounmpo,,51,54
254,3,7:19.0,K. Middleton misses 2-pt jump shot from 18 ft,,51,54
255,3,7:19.0,,Defensive rebound by Team,51,54
256,3,7:05.0,,Personal foul by G. Antetokounmpo (drawn by P. Gasol),51,54
257,3,6:53.0,,J. Butler misses 3-pt jump shot from 24 ft,51,54
258,3,6:52.0,,Offensive rebound by Team,51,54
259,3,6:43.0,,K. Hinrich makes 2-pt jump shot from 6 ft,51,56
260,3,6:31.0,Z. Pachulia misses 2-pt jump shot from 20 ft,,51,56
261,3,6:29.0,,Defensive rebound by T. Snell,51,56
262,3,6:08.0,,P. Gasol misses 2-pt jump shot from 8 ft,51,56
263,3,6:06.0,,Offensive rebound by P. Gasol,51,56
264,3,6:01.0,,Personal foul by G. Antetokounmpo (drawn by J. Noah),51,56
265,3,6:01.0,O. Mayo enters the game for G. Antetokounmpo,,51,56
266,3,6:01.0,J. Henson enters the game for Z. Pachulia,,51,56
267,3,5:50.0,,T. Snell misses 3-pt jump shot from 22 ft,51,56
268,3,5:48.0,Defensive rebound by J. Henson,,51,56
269,3,5:37.0,B. Knight misses 2-pt jump shot from 14 ft,,51,56
270,3,5:36.0,,Defensive rebound by J. Noah,51,56
271,3,5:26.0,,P. Gasol makes 2-pt jump shot from 6 ft (assist by K. Hinrich),51,58
272,3,5:06.0,K. Middleton misses 2-pt jump shot from 22 ft,,51,58
273,3,5:04.0,,Defensive rebound by P. Gasol,51,58
274,3,4:43.0,,Shooting foul by K. Middleton (drawn by J. Butler),51,58
275,3,4:43.0,,J. Butler makes free throw 1 of 3,51,59
276,3,4:43.0,,J. Butler misses free throw 2 of 3,51,59
277,3,4:43.0,,Offensive rebound by Team,51,59
278,3,4:43.0,,J. Butler makes free throw 3 of 3,51,60
279,3,4:32.0,Shooting foul by J. Noah (drawn by J. Henson),,51,60
280,3,4:32.0,J. Henson misses free throw 1 of 2,,51,60
281,3,4:32.0,Offensive rebound by Team,,51,60
282,3,4:32.0,,T. Gibson enters the game for J. Noah,51,60
283,3,4:32.0,J. Henson makes free throw 2 of 2,,52,60
284,3,4:11.0,,J. Butler misses 2-pt layup from 3 ft (block by J. Henson),52,60
285,3,4:09.0,,Offensive rebound by Team,52,60
286,3,4:03.0,,T. Gibson misses 2-pt dunk at rim (block by J. Henson),52,60
287,3,4:01.0,,Offensive rebound by T. Gibson,52,60
288,3,4:00.0,,T. Gibson misses 2-pt layup from 2 ft (block by J. Henson),52,60
289,3,3:58.0,,Offensive rebound by J. Butler,52,60
290,3,3:56.0,,J. Butler misses 3-pt jump shot from 24 ft,52,60
291,3,3:53.0,,Offensive rebound by T. Gibson,52,60
292,3,3:52.0,,T. Gibson misses 2-pt layup from 1 ft,52,60
293,3,3:51.0,,Offensive rebound by P. Gasol,52,60
294,3,3:51.0,,P. Gasol misses 2-pt layup at rim,52,60
295,3,3:50.0,Defensive rebound by O. Mayo,,52,60
296,3,3:43.0,B. Knight makes 2-pt jump shot from 5 ft,,54,60
297,3,3:43.0,Shooting foul by K. Hinrich (drawn by B. Knight),,54,60
298,3,3:43.0,,Violation by J. Butler (def goaltending),54,60
299,3,3:43.0,B. Knight makes free throw 1 of 1,,55,60
300,3,3:34.0,,Personal foul by B. Knight (drawn by K. Hinrich),55,60
301,3,3:28.0,,P. Gasol makes 2-pt layup from 1 ft (assist by K. Hinrich),55,62
302,3,3:08.0,J. Henson misses 2-pt layup from 1 ft,,55,62
303,3,3:07.0,Offensive rebound by Team,,55,62
304,3,2:55.0,B. Knight misses 2-pt layup from 1 ft (block by T. Gibson),,55,62
305,3,2:53.0,,Defensive rebound by T. Snell,55,62
306,3,2:35.0,,K. Hinrich misses 3-pt jump shot from 25 ft,55,62
307,3,2:35.0,,Offensive rebound by Team,55,62
308,3,2:35.0,Milwaukee full timeout,,55,62
309,3,2:35.0,J. Bayless enters the game for J. Dudley,,55,62
310,3,2:27.0,,P. Gasol misses 2-pt layup from 2 ft (block by O. Mayo),55,62
311,3,2:25.0,Defensive rebound by B. Knight,,55,62
312,3,2:12.0,B. Knight misses 2-pt jump shot from 21 ft,,55,62
313,3,2:11.0,,Defensive rebound by P. Gasol,55,62
314,3,2:03.0,,Personal foul by J. Henson (drawn by P. Gasol),55,62
315,3,2:03.0,,P. Gasol makes free throw 1 of 2,55,63
316,3,2:03.0,,A. Brooks enters the game for K. Hinrich,55,63
317,3,2:03.0,,P. Gasol makes free throw 2 of 2,55,64
318,3,1:41.0,K. Middleton makes 2-pt jump shot from 11 ft,,57,64
319,3,1:15.0,,T. Gibson misses 2-pt hook shot from 2 ft,57,64
320,3,1:14.0,,Offensive rebound by P. Gasol,57,64
321,3,1:14.0,,P. Gasol makes 2-pt tip-in from 1 ft,57,66
322,3,1:00.0,K. Middleton misses 3-pt jump shot from 24 ft,,57,66
323,3,0:59.0,Offensive rebound by J. Henson,,57,66
324,3,0:56.0,O. Mayo makes 3-pt jump shot from 22 ft (assist by B. Knight),,60,66
325,3,0:42.0,,P. Gasol makes 2-pt layup from 2 ft (assist by A. Brooks),60,68
326,3,0:29.0,B. Knight misses 3-pt jump shot from 25 ft,,60,68
327,3,0:28.0,Offensive rebound by J. Henson,,60,68
328,3,0:27.0,B. Knight makes 2-pt layup from 2 ft (assist by J. Henson),,62,68
329,3,0:06.0,,A. Brooks misses 2-pt layup from 1 ft,62,68
330,3,0:05.0,,Offensive rebound by T. Gibson,62,68
331,3,0:05.0,,T. Gibson misses 2-pt layup from 1 ft (block by O. Mayo),62,68
332,3,0:02.0,,Offensive rebound by J. Butler,62,68
333,3,0:01.0,,J. Butler misses 2-pt layup from 3 ft,62,68
334,3,0:00.0,Defensive rebound by B. Knight,,62,68
335,4,11:40.0,,N. Mirotić misses 2-pt jump shot from 15 ft,62,68
336,4,11:39.0,Defensive rebound by J. Bayless,,62,68
337,4,11:26.0,K. Marshall makes 2-pt jump shot from 11 ft,,64,68
338,4,11:04.0,,T. Snell makes 2-pt layup from 3 ft,64,70
339,4,10:46.0,Personal foul by E. Moore (drawn by K. Marshall),,64,70
340,4,10:32.0,J. Henson makes 2-pt layup from 2 ft (assist by J. Dudley),,66,70
341,4,10:15.0,,N. Mirotić misses 3-pt jump shot from 25 ft,66,70
342,4,10:14.0,Defensive rebound by J. Bayless,,66,70
343,4,9:59.0,J. Dudley misses 2-pt jump shot from 14 ft,,66,70
344,4,9:57.0,,Defensive rebound by T. Gibson,66,70
345,4,9:43.0,,N. Mirotić makes 3-pt jump shot from 22 ft (assist by T. Gibson),66,73
346,4,9:28.0,O. Mayo makes 3-pt jump shot from 25 ft (assist by J. Dudley),,69,73
347,4,9:04.0,,E. Moore makes 2-pt layup from 2 ft,69,75
348,4,8:43.0,J. Henson misses 2-pt dunk at rim,,69,75
349,4,8:42.0,,Defensive rebound by N. Mirotić,69,75
350,4,8:33.0,,Chicago full timeout,69,75
351,4,8:28.0,,N. Mirotić makes 2-pt jump shot from 8 ft (assist by A. Brooks),69,77
352,4,8:22.0,Personal foul by A. Brooks (drawn by J. Bayless),,69,77
353,4,8:15.0,Turnover by K. Marshall (3 sec),,69,77
354,4,8:15.0,,J. Butler enters the game for T. Snell,69,77
355,4,8:00.0,,Turnover by T. Gibson (bad pass; steal by O. Mayo),69,77
356,4,7:59.0,Turnover by K. Marshall (bad pass; steal by A. Brooks),,69,77
357,4,7:45.0,,Shooting foul by J. Henson (drawn by A. Brooks),69,77
358,4,7:45.0,,A. Brooks makes free throw 1 of 2,69,78
359,4,7:45.0,,A. Brooks makes free throw 2 of 2,69,79
360,4,7:32.0,J. Dudley misses 2-pt jump shot from 17 ft,,69,79
361,4,7:31.0,,Defensive rebound by J. Butler,69,79
362,4,7:20.0,,E. Moore misses 2-pt jump shot from 20 ft,69,79
363,4,7:19.0,Defensive rebound by J. Dudley,,69,79
364,4,7:13.0,Personal foul by J. Butler (drawn by O. Mayo),,69,79
365,4,7:13.0,,P. Gasol enters the game for N. Mirotić,69,79
366,4,7:13.0,,K. Hinrich enters the game for E. Moore,69,79
367,4,6:57.0,J. Henson makes 2-pt layup from 1 ft,,71,79
368,4,6:42.0,,A. Brooks misses 2-pt layup from 2 ft (block by J. Henson),71,79
369,4,6:41.0,,Offensive rebound by P. Gasol,71,79
370,4,6:41.0,,Personal foul by J. Dudley (drawn by P. Gasol),71,79
371,4,6:26.0,,T. Gibson makes 2-pt jump shot from 8 ft (assist by K. Hinrich),71,81
372,4,6:18.0,Offensive foul by J. Henson (drawn by A. Brooks),,71,81
373,4,6:18.0,Turnover by J. Henson (offensive foul),,71,81
374,4,6:18.0,Z. Pachulia enters the game for J. Henson,,71,81
375,4,5:56.0,,J. Butler misses 3-pt jump shot from 24 ft,71,81
376,4,5:55.0,,Offensive rebound by K. Hinrich,71,81
377,4,5:55.0,,K. Hinrich makes 2-pt layup from 2 ft,71,83
378,4,5:39.0,J. Dudley makes 2-pt layup from 2 ft (assist by K. Marshall),,73,83
379,4,5:20.0,,K. Hinrich makes 2-pt jump shot from 20 ft (assist by J. Butler),73,85
380,4,5:19.0,Milwaukee full timeout,,73,85
