,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MINNESOTA_ACTION,OKLAHOMA CITY_SCORE,MINNESOTA_SCORE
0,1,11:39.0,A. Roberson misses 2-pt jump shot from 3 ft (block by G. Dieng),,0,0
1,1,11:37.0,Offensive rebound by A. Roberson,,0,0
2,1,11:35.0,A. Roberson misses 2-pt layup from 1 ft (block by G. Dieng),,0,0
3,1,11:34.0,Offensive rebound by Team,,0,0
4,1,11:34.0,Turnover by Team (shot clock),,0,0
5,1,11:21.0,,Turnover by T. Young (lost ball; steal by A. Roberson),0,0
6,1,11:16.0,S. Adams makes 2-pt dunk at rim (assist by A. Roberson),,2,0
7,1,11:05.0,,A. Wiggins misses 2-pt jump shot from 22 ft,2,0
8,1,11:04.0,Defensive rebound by A. Roberson,,2,0
9,1,10:52.0,S. Adams makes 2-pt layup at rim (assist by R. Westbrook),,4,0
10,1,10:42.0,,Z. LaVine misses 2-pt jump shot from 15 ft,4,0
11,1,10:40.0,Defensive rebound by S. Ibaka,,4,0
12,1,10:19.0,R. Westbrook makes 2-pt layup at rim,,6,0
13,1,10:00.0,,Z. LaVine misses 2-pt layup from 1 ft (block by A. Roberson),6,0
14,1,9:59.0,Defensive rebound by S. Ibaka,,6,0
15,1,9:57.0,Turnover by S. Ibaka (lost ball; steal by G. Dieng),,6,0
16,1,9:53.0,,Z. LaVine makes 2-pt layup from 2 ft (assist by G. Dieng),6,2
17,1,9:39.0,K. Durant misses 2-pt jump shot from 15 ft,,6,2
18,1,9:38.0,,Defensive rebound by C. Brewer,6,2
19,1,9:32.0,,T. Young makes 2-pt jump shot from 14 ft (assist by C. Brewer),6,4
20,1,9:10.0,S. Adams makes 2-pt jump shot from 12 ft (assist by K. Durant),,8,4
21,1,8:55.0,,Turnover by A. Wiggins (lost ball),8,4
22,1,8:35.0,S. Ibaka makes 2-pt jump shot from 13 ft (assist by K. Durant),,10,4
23,1,8:34.0,,Minnesota full timeout,10,4
24,1,8:20.0,,A. Wiggins misses 2-pt jump shot from 21 ft,10,4
25,1,8:18.0,Defensive rebound by S. Adams,,10,4
26,1,8:10.0,R. Westbrook misses 2-pt jump shot from 19 ft,,10,4
27,1,8:09.0,Offensive rebound by S. Ibaka,,10,4
28,1,8:09.0,S. Ibaka misses 2-pt tip-in from 1 ft,,10,4
29,1,8:08.0,Offensive rebound by A. Roberson,,10,4
30,1,8:08.0,A. Roberson makes 2-pt tip-in from 1 ft,,12,4
31,1,7:44.0,,T. Young misses 2-pt jump shot from 18 ft,12,4
32,1,7:42.0,Defensive rebound by A. Roberson,,12,4
33,1,7:36.0,S. Ibaka makes 2-pt hook shot from 8 ft (assist by R. Westbrook),,14,4
34,1,7:09.0,,Z. LaVine makes 3-pt jump shot from 25 ft,14,7
35,1,6:47.0,K. Durant makes 2-pt layup from 1 ft,,16,7
36,1,6:47.0,Shooting foul by A. Wiggins (drawn by K. Durant),,16,7
37,1,6:47.0,K. Durant makes free throw 1 of 1,,17,7
38,1,6:30.0,,Turnover by C. Brewer (lost ball; steal by A. Roberson),17,7
39,1,6:18.0,S. Ibaka makes 3-pt jump shot from 24 ft (assist by K. Durant),,20,7
40,1,6:18.0,,Minnesota full timeout,20,7
41,1,6:18.0,P. Jones enters the game for K. Durant,,20,7
42,1,6:07.0,,A. Wiggins makes 2-pt jump shot from 11 ft,20,9
43,1,5:50.0,Shooting foul by Z. LaVine (drawn by R. Westbrook),,20,9
44,1,5:50.0,R. Westbrook makes free throw 1 of 2,,21,9
45,1,5:50.0,,S. Muhammad enters the game for C. Brewer,21,9
46,1,5:50.0,R. Westbrook makes free throw 2 of 2,,22,9
47,1,5:37.0,,T. Young misses 2-pt jump shot from 19 ft,22,9
48,1,5:36.0,Defensive rebound by A. Roberson,,22,9
49,1,5:30.0,R. Westbrook misses 2-pt layup from 2 ft,,22,9
50,1,5:29.0,,Defensive rebound by A. Wiggins,22,9
51,1,5:19.0,,Z. LaVine misses 3-pt jump shot from 24 ft,22,9
52,1,5:17.0,Defensive rebound by Team,,22,9
53,1,5:01.0,A. Roberson misses 2-pt layup from 1 ft,,22,9
54,1,5:00.0,Offensive rebound by S. Adams,,22,9
55,1,5:00.0,S. Adams makes 2-pt tip-in at rim,,24,9
56,1,4:50.0,,Personal foul by S. Adams (drawn by G. Dieng),24,9
57,1,4:50.0,R. Jackson enters the game for A. Roberson,,24,9
58,1,4:43.0,,T. Young makes 2-pt layup from 2 ft (assist by G. Dieng),24,11
59,1,4:23.0,R. Westbrook makes 2-pt jump shot from 17 ft,,26,11
60,1,4:12.0,,T. Young misses 2-pt layup from 1 ft (block by S. Adams),26,11
61,1,4:11.0,,Offensive rebound by Team,26,11
62,1,4:11.0,K. Perkins enters the game for S. Adams,,26,11
63,1,4:03.0,,T. Young misses 2-pt jump shot from 12 ft,26,11
64,1,4:02.0,Defensive rebound by K. Perkins,,26,11
65,1,3:58.0,Shooting foul by Z. LaVine (drawn by R. Westbrook),,26,11
66,1,3:58.0,R. Westbrook makes free throw 1 of 2,,27,11
67,1,3:58.0,,C. Brewer enters the game for Z. LaVine,27,11
68,1,3:58.0,J. Lamb enters the game for S. Ibaka,,27,11
69,1,3:58.0,R. Westbrook makes free throw 2 of 2,,28,11
70,1,3:48.0,,Turnover by A. Wiggins (lost ball; steal by R. Westbrook),28,11
71,1,3:39.0,J. Lamb misses 3-pt jump shot from 24 ft,,28,11
72,1,3:37.0,Offensive rebound by K. Perkins,,28,11
73,1,3:29.0,K. Perkins misses 2-pt hook shot from 5 ft,,28,11
74,1,3:28.0,,Defensive rebound by G. Dieng,28,11
75,1,3:18.0,,Shooting foul by K. Perkins (drawn by G. Dieng),28,11
76,1,3:18.0,,G. Dieng misses free throw 1 of 2,28,11
77,1,3:18.0,,Offensive rebound by Team,28,11
78,1,3:18.0,,A. Bennett enters the game for T. Young,28,11
79,1,3:18.0,,G. Dieng makes free throw 2 of 2,28,12
80,1,3:09.0,R. Westbrook makes 2-pt layup from 1 ft,,30,12
81,1,2:54.0,,S. Muhammad misses 2-pt jump shot from 20 ft,30,12
82,1,2:53.0,,Offensive rebound by A. Wiggins,30,12
83,1,2:52.0,,A. Wiggins makes 2-pt dunk at rim,30,14
84,1,2:33.0,R. Westbrook misses 3-pt jump shot from 23 ft,,30,14
85,1,2:32.0,,Defensive rebound by A. Wiggins,30,14
86,1,2:28.0,,C. Brewer makes 2-pt layup from 1 ft,30,16
87,1,2:21.0,Oklahoma City full timeout,,30,16
88,1,2:21.0,N. Collison enters the game for P. Jones,,30,16
89,1,2:21.0,A. Morrow enters the game for R. Westbrook,,30,16
90,1,2:12.0,R. Jackson makes 2-pt jump shot from 18 ft,,32,16
91,1,1:59.0,,Shooting foul by J. Lamb (drawn by S. Muhammad),32,16
92,1,1:59.0,,S. Muhammad makes free throw 1 of 2,32,17
93,1,1:59.0,,S. Muhammad misses free throw 2 of 2,32,17
