,QUARTER,TIME_REMAINING,MIAMI_ACTION,BROOKLYN_ACTION,MIAMI_SCORE,BROOKLYN_SCORE
0,1,11:45.0,,J. Johnson misses 3-pt jump shot from 23 ft,0,0
1,1,11:44.0,,Offensive rebound by M. Plumlee,0,0
2,1,11:26.0,,M. Plumlee misses 2-pt hook shot from 7 ft,0,0
3,1,11:25.0,Defensive rebound by U. Haslem,,0,0
4,1,11:15.0,D. Wade misses 2-pt jump shot from 17 ft,,0,0
5,1,11:14.0,,Defensive rebound by K. Garnett,0,0
6,1,11:06.0,,K. Garnett misses 2-pt jump shot from 18 ft,0,0
7,1,11:05.0,,Offensive rebound by M. Plumlee,0,0
8,1,10:50.0,,M. Plumlee misses 2-pt dunk at rim,0,0
9,1,10:49.0,,Offensive rebound by Team,0,0
10,1,10:38.0,,Personal foul by U. Haslem (drawn by S. Karasev),0,0
11,1,10:31.0,,Turnover by M. Plumlee (bad pass; steal by N. Cole),0,0
12,1,10:27.0,N. Cole misses 2-pt layup from 1 ft (block by S. Karasev),,0,0
13,1,10:25.0,Offensive rebound by D. Wade,,0,0
14,1,10:23.0,D. Wade makes 2-pt jump shot from 4 ft,,2,0
15,1,10:12.0,Violation by U. Haslem (kicked ball),,2,0
16,1,10:05.0,,Shooting foul by J. Hamilton (drawn by M. Plumlee),2,0
17,1,10:05.0,,M. Plumlee makes free throw 1 of 2,2,1
18,1,10:05.0,,M. Plumlee misses free throw 2 of 2,2,1
19,1,10:04.0,Defensive rebound by U. Haslem,,2,1
20,1,9:50.0,L. Deng misses 2-pt jump shot from 20 ft,,2,1
21,1,9:49.0,,Defensive rebound by K. Garnett,2,1
22,1,9:38.0,,M. Plumlee makes 2-pt dunk at rim (assist by K. Garnett),2,3
23,1,9:25.0,Shooting foul by S. Karasev (drawn by D. Wade),,2,3
24,1,9:25.0,D. Wade makes free throw 1 of 2,,3,3
25,1,9:25.0,D. Wade makes free throw 2 of 2,,4,3
26,1,9:03.0,,S. Karasev makes 3-pt jump shot from 24 ft (assist by D. Williams),4,6
27,1,8:37.0,D. Wade makes 2-pt jump shot from 17 ft (assist by N. Cole),,6,6
28,1,8:15.0,,Shooting foul by N. Cole (drawn by D. Williams),6,6
29,1,8:15.0,,D. Williams makes free throw 1 of 2,6,7
30,1,8:15.0,,D. Williams makes free throw 2 of 2,6,8
31,1,8:03.0,D. Wade makes 2-pt jump shot from 20 ft (assist by U. Haslem),,8,8
32,1,7:46.0,,S. Karasev misses 3-pt jump shot from 22 ft,8,8
33,1,7:45.0,,Offensive rebound by S. Karasev,8,8
34,1,7:40.0,,Offensive foul by M. Plumlee (drawn by J. Hamilton),8,8
35,1,7:40.0,,Turnover by M. Plumlee (offensive foul),8,8
