,QUARTER,TIME_REMAINING,MIAMI_ACTION,PHILADELPHIA_ACTION,MIAMI_SCORE,PHILADELPHIA_SCORE
0,1,11:46.0,M. Beasley misses 2-pt jump shot from 11 ft,,0,0
1,1,11:44.0,,Defensive rebound by J. Grant,0,0
2,1,11:32.0,,J. Grant misses 2-pt jump shot from 4 ft (block by M. Beasley),0,0
3,1,11:28.0,Defensive rebound by M. Beasley,,0,0
4,1,11:21.0,H. Walker makes 3-pt jump shot from 23 ft (assist by T. Johnson),,3,0
5,1,11:03.0,,R. Covington misses 2-pt jump shot from 17 ft,3,0
6,1,11:01.0,Defensive rebound by T. Johnson,,3,0
7,1,10:49.0,Z. Dragić misses 3-pt jump shot from 23 ft,,3,0
8,1,10:47.0,,Defensive rebound by G. Robinson,3,0
9,1,10:37.0,,J. Sampson misses 3-pt jump shot from 27 ft,3,0
10,1,10:35.0,Defensive rebound by H. Walker,,3,0
11,1,10:23.0,T. Johnson misses 2-pt jump shot from 7 ft,,3,0
12,1,10:22.0,,Defensive rebound by J. Sampson,3,0
13,1,10:14.0,,R. Covington misses 3-pt jump shot from 26 ft,3,0
14,1,10:12.0,Defensive rebound by T. Johnson,,3,0
15,1,10:05.0,Z. Dragić makes 3-pt jump shot from 23 ft (assist by J. Ennis),,6,0
16,1,9:43.0,,H. Sims makes 2-pt jump shot from 6 ft,6,2
17,1,9:32.0,Turnover by H. Walker (traveling),,6,2
18,1,9:13.0,,G. Robinson misses 3-pt jump shot from 25 ft,6,2
19,1,9:11.0,Defensive rebound by H. Walker,,6,2
20,1,9:04.0,J. Ennis misses 3-pt jump shot from 26 ft,,6,2
21,1,9:03.0,,Defensive rebound by J. Grant,6,2
22,1,8:44.0,,Shooting foul by T. Johnson (drawn by R. Covington),6,2
23,1,8:44.0,,R. Covington makes free throw 1 of 2,6,3
24,1,8:44.0,,R. Covington makes free throw 2 of 2,6,4
25,1,8:34.0,T. Johnson makes 2-pt dunk at rim (assist by M. Beasley),,8,4
26,1,8:08.0,,G. Robinson makes 2-pt jump shot from 5 ft,8,6
27,1,7:53.0,M. Beasley misses 2-pt jump shot from 19 ft,,8,6
