,QUARTER,TIME_REMAINING,DENVER_ACTION,LA LAKERS_ACTION,DENVER_SCORE,LA LAKERS_SCORE
0,1,11:41.0,,K. Bryant makes 2-pt layup from 3 ft (assist by J. Lin),0,2
1,1,11:25.0,A. Afflalo makes 2-pt jump shot from 11 ft (assist by T. Lawson),,2,2
2,1,11:08.0,,J. Hill makes 2-pt dunk at rim (assist by K. Bryant),2,4
3,1,10:55.0,A. Afflalo misses 3-pt jump shot from 24 ft,,2,4
4,1,10:53.0,Offensive rebound by T. Mozgov,,2,4
5,1,10:48.0,K. Faried makes 2-pt jump shot from 9 ft (assist by T. Lawson),,4,4
6,1,10:31.0,,W. Johnson misses 3-pt jump shot from 23 ft,4,4
7,1,10:30.0,Defensive rebound by W. Chandler,,4,4
8,1,10:22.0,K. Faried makes 2-pt hook shot from 8 ft (assist by W. Chandler),,6,4
9,1,10:22.0,Shooting foul by K. Bryant (drawn by K. Faried),,6,4
10,1,10:22.0,K. Faried misses free throw 1 of 1,,6,4
11,1,10:20.0,,Defensive rebound by E. Davis,6,4
12,1,10:05.0,,K. Bryant makes 2-pt jump shot from 17 ft,6,6
13,1,9:43.0,W. Chandler misses 3-pt jump shot from 22 ft,,6,6
14,1,9:42.0,,Defensive rebound by E. Davis,6,6
15,1,9:32.0,,Turnover by J. Lin (bad pass; steal by K. Faried),6,6
16,1,9:25.0,K. Faried misses 2-pt layup from 1 ft,,6,6
17,1,9:25.0,Offensive rebound by Team,,6,6
18,1,9:20.0,Turnover by K. Faried (bad pass; steal by J. Hill),,6,6
19,1,9:13.0,,J. Lin makes 2-pt layup at rim,6,8
20,1,8:56.0,A. Afflalo misses 2-pt jump shot from 14 ft,,6,8
21,1,8:55.0,,Defensive rebound by K. Bryant,6,8
22,1,8:48.0,,Personal foul by T. Mozgov (drawn by E. Davis),6,8
23,1,8:44.0,,Shooting foul by T. Mozgov (drawn by E. Davis),6,8
24,1,8:44.0,,E. Davis misses free throw 1 of 2,6,8
25,1,8:44.0,,Offensive rebound by Team,6,8
26,1,8:44.0,,E. Davis makes free throw 2 of 2,6,9
27,1,8:32.0,K. Faried misses 2-pt layup at rim,,6,9
28,1,8:31.0,,Defensive rebound by J. Hill,6,9
29,1,8:11.0,,K. Bryant misses 2-pt jump shot from 12 ft,6,9
30,1,8:10.0,Defensive rebound by T. Mozgov,,6,9
31,1,7:58.0,T. Lawson misses 3-pt jump shot from 25 ft,,6,9
32,1,7:57.0,Offensive rebound by T. Mozgov,,6,9
33,1,7:48.0,A. Afflalo misses 2-pt layup from 1 ft (block by W. Johnson),,6,9
34,1,7:48.0,,Defensive rebound by Team,6,9
35,1,7:32.0,,J. Lin misses 2-pt layup from 2 ft (block by T. Mozgov),6,9
36,1,7:30.0,Defensive rebound by W. Chandler,,6,9
37,1,7:20.0,Shooting foul by J. Hill (drawn by K. Faried),,6,9
38,1,7:20.0,K. Faried misses free throw 1 of 2,,6,9
39,1,7:20.0,Offensive rebound by Team,,6,9
40,1,7:20.0,K. Faried misses free throw 2 of 2,,6,9
41,1,7:19.0,,Defensive rebound by J. Hill,6,9
42,1,7:05.0,,Turnover by E. Davis (lost ball),6,9
43,1,6:52.0,K. Faried misses 2-pt layup from 1 ft,,6,9
44,1,6:48.0,Offensive rebound by T. Mozgov,,6,9
45,1,6:48.0,T. Mozgov misses 2-pt tip-in from 2 ft,,6,9
46,1,6:46.0,,Defensive rebound by K. Bryant,6,9
47,1,6:29.0,,K. Bryant makes 2-pt jump shot from 7 ft,6,11
48,1,6:11.0,A. Afflalo misses 2-pt jump shot from 9 ft (block by W. Johnson),,6,11
49,1,6:09.0,,Defensive rebound by W. Johnson,6,11
50,1,6:00.0,,Turnover by J. Lin (bad pass; steal by W. Chandler),6,11
51,1,5:56.0,W. Chandler makes 2-pt dunk at rim,,8,11
52,1,5:56.0,Shooting foul by E. Davis (drawn by W. Chandler),,8,11
53,1,5:56.0,,LA Lakers full timeout,8,11
54,1,5:56.0,J. McGee enters the game for T. Mozgov,,8,11
55,1,5:56.0,W. Chandler makes free throw 1 of 1,,9,11
56,1,5:43.0,,W. Johnson misses 2-pt jump shot from 22 ft,9,11
57,1,5:41.0,Defensive rebound by J. McGee,,9,11
58,1,5:27.0,W. Chandler misses 2-pt layup from 1 ft (block by J. Hill),,9,11
59,1,5:26.0,,Defensive rebound by J. Hill,9,11
60,1,5:11.0,,K. Bryant misses 2-pt jump shot from 11 ft,9,11
61,1,5:10.0,Defensive rebound by W. Chandler,,9,11
62,1,5:05.0,Shooting foul by W. Johnson (drawn by T. Lawson),,9,11
63,1,5:05.0,T. Lawson makes free throw 1 of 2,,10,11
64,1,5:05.0,,R. Sacre enters the game for E. Davis,10,11
65,1,5:05.0,,N. Young enters the game for W. Johnson,10,11
66,1,5:05.0,T. Lawson makes free throw 2 of 2,,11,11
67,1,4:54.0,,J. Lin misses 2-pt jump shot from 8 ft,11,11
68,1,4:53.0,Defensive rebound by J. McGee,,11,11
69,1,4:45.0,K. Faried misses 2-pt layup at rim,,11,11
70,1,4:45.0,,Defensive rebound by Team,11,11
71,1,4:45.0,Loose ball foul by J. McGee (drawn by R. Sacre),,11,11
72,1,4:32.0,,R. Sacre misses 2-pt jump shot from 16 ft,11,11
73,1,4:31.0,,Offensive rebound by K. Bryant,11,11
74,1,4:27.0,,K. Bryant makes 2-pt jump shot from 13 ft,11,13
75,1,4:21.0,Personal foul by J. Lin (drawn by T. Lawson),,11,13
76,1,4:21.0,T. Lawson makes free throw 1 of 2,,12,13
77,1,4:21.0,D. Arthur enters the game for K. Faried,,12,13
78,1,4:21.0,,R. Price enters the game for J. Lin,12,13
79,1,4:21.0,T. Lawson makes free throw 2 of 2,,13,13
80,1,4:05.0,,N. Young misses 3-pt jump shot from 23 ft,13,13
81,1,4:03.0,Defensive rebound by T. Lawson,,13,13
82,1,4:00.0,Turnover by T. Lawson (bad pass; steal by R. Sacre),,13,13
83,1,3:39.0,,K. Bryant misses 2-pt jump shot from 11 ft,13,13
84,1,3:36.0,Defensive rebound by J. McGee,,13,13
85,1,3:32.0,W. Chandler misses 3-pt jump shot from 24 ft,,13,13
86,1,3:32.0,,Defensive rebound by J. Hill,13,13
87,1,3:25.0,,Personal foul by W. Chandler (drawn by K. Bryant),13,13
88,1,3:13.0,,Shooting foul by D. Arthur (drawn by J. Hill),13,13
89,1,3:13.0,,J. Hill makes free throw 1 of 2,13,14
90,1,3:13.0,R. Foye enters the game for A. Afflalo,,13,14
91,1,3:13.0,,J. Hill makes free throw 2 of 2,13,15
92,1,3:03.0,J. McGee makes 2-pt layup at rim (assist by T. Lawson),,15,15
93,1,2:41.0,,R. Sacre makes 2-pt jump shot from 10 ft (assist by K. Bryant),15,17
94,1,2:31.0,R. Foye misses 3-pt jump shot from 23 ft,,15,17
95,1,2:30.0,,Defensive rebound by R. Price,15,17
96,1,2:22.0,,Turnover by N. Young (traveling),15,17
97,1,2:22.0,Denver full timeout,,15,17
98,1,2:09.0,D. Arthur makes 2-pt layup at rim (assist by T. Lawson),,17,17
99,1,1:55.0,,Offensive foul by J. Hill (drawn by J. McGee),17,17
100,1,1:55.0,,Turnover by J. Hill (offensive foul),17,17
101,1,1:42.0,Personal foul by R. Price (drawn by T. Lawson),,17,17
102,1,1:42.0,T. Lawson makes free throw 1 of 2,,18,17
103,1,1:42.0,T. Lawson makes free throw 2 of 2,,19,17
104,1,1:24.0,,Turnover by K. Bryant (bad pass; steal by R. Foye),19,17
105,1,1:24.0,Personal foul by R. Sacre (drawn by R. Foye),,19,17
106,1,1:24.0,R. Foye misses free throw 1 of 2,,19,17
107,1,1:24.0,Offensive rebound by Team,,19,17
108,1,1:24.0,R. Foye misses free throw 2 of 2,,19,17
109,1,1:23.0,,Defensive rebound by J. Hill,19,17
110,1,1:09.0,,R. Sacre misses 2-pt jump shot from 13 ft,19,17
111,1,1:07.0,Defensive rebound by W. Chandler,,19,17
112,1,0:56.0,W. Chandler misses 3-pt jump shot from 24 ft,,19,17
113,1,0:55.0,,Defensive rebound by J. Hill,19,17
114,1,0:46.0,,J. Hill misses 2-pt jump shot from 20 ft,19,17
