,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,ATLANTA_ACTION,BROOKLYN_SCORE,ATLANTA_SCORE
0,1,11:40.0,,J. Teague makes 2-pt layup from 2 ft,0,2
1,1,11:20.0,J. Johnson makes 2-pt hook shot from 4 ft (assist by D. Williams),,2,2
2,1,11:00.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by K. Korver),2,4
3,1,10:45.0,B. Bogdanović misses 2-pt layup from 3 ft (block by P. Millsap),,2,4
4,1,10:42.0,,Defensive rebound by P. Millsap,2,4
5,1,10:38.0,,J. Teague makes 3-pt jump shot from 24 ft (assist by P. Millsap),2,7
6,1,10:28.0,Turnover by D. Williams (bad pass; steal by J. Teague),,2,7
7,1,10:23.0,,P. Millsap makes 2-pt dunk at rim (assist by J. Teague),2,9
8,1,10:19.0,Brooklyn full timeout,,2,9
9,1,10:16.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by D. Williams),,5,9
10,1,10:03.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Carroll),5,12
11,1,9:50.0,J. Johnson misses 3-pt jump shot from 25 ft,,5,12
12,1,9:48.0,,Defensive rebound by K. Korver,5,12
13,1,9:32.0,,A. Horford misses 2-pt jump shot from 15 ft,5,12
14,1,9:30.0,,Offensive rebound by P. Millsap,5,12
15,1,9:20.0,,D. Carroll misses 3-pt jump shot from 25 ft,5,12
16,1,9:19.0,Defensive rebound by D. Williams,,5,12
17,1,9:03.0,B. Lopez misses 2-pt jump shot from 13 ft,,5,12
18,1,9:02.0,,Defensive rebound by D. Carroll,5,12
19,1,8:58.0,,Turnover by A. Horford (step out of bounds),5,12
20,1,8:44.0,B. Lopez makes 2-pt layup at rim (assist by D. Williams),,7,12
21,1,8:27.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by J. Teague),7,15
22,1,8:02.0,T. Young misses 2-pt hook shot from 5 ft,,7,15
23,1,7:59.0,,Defensive rebound by A. Horford,7,15
24,1,7:52.0,,Shooting foul by B. Lopez (drawn by A. Horford),7,15
25,1,7:52.0,,A. Horford makes free throw 1 of 2,7,16
26,1,7:52.0,,A. Horford makes free throw 2 of 2,7,17
27,1,7:39.0,B. Lopez makes 2-pt jump shot from 5 ft (assist by J. Johnson),,9,17
28,1,7:30.0,,A. Horford misses 2-pt jump shot from 14 ft,9,17
29,1,7:28.0,Defensive rebound by D. Williams,,9,17
30,1,7:14.0,B. Lopez misses 2-pt jump shot from 15 ft,,9,17
31,1,7:13.0,,Defensive rebound by K. Korver,9,17
32,1,6:55.0,,D. Carroll misses 3-pt jump shot from 23 ft,9,17
33,1,6:54.0,,Offensive rebound by P. Millsap,9,17
34,1,6:41.0,,Turnover by J. Teague (lost ball; steal by D. Williams),9,17
35,1,6:36.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by T. Young),,11,17
36,1,6:22.0,,J. Teague makes 2-pt jump shot from 17 ft (assist by A. Horford),11,19
37,1,6:14.0,Personal foul by J. Teague (drawn by D. Williams),,11,19
38,1,6:14.0,M. Teletović enters the game for T. Young,,11,19
39,1,6:14.0,,P. Antić enters the game for A. Horford,11,19
40,1,6:07.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,11,19
41,1,6:06.0,,Defensive rebound by D. Carroll,11,19
42,1,5:53.0,,K. Korver misses 3-pt jump shot from 23 ft,11,19
43,1,5:51.0,Defensive rebound by D. Williams,,11,19
44,1,5:46.0,D. Williams makes 2-pt layup from 2 ft,,13,19
45,1,5:38.0,,J. Teague misses 2-pt layup from 2 ft,13,19
46,1,5:37.0,Defensive rebound by M. Teletović,,13,19
47,1,5:33.0,Turnover by M. Teletović (bad pass; steal by D. Carroll),,13,19
48,1,5:30.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Carroll),13,22
49,1,5:15.0,Personal foul by P. Antić (drawn by J. Johnson),,13,22
50,1,5:15.0,,K. Bazemore enters the game for K. Korver,13,22
51,1,5:10.0,,Violation by J. Teague (kicked ball),13,22
52,1,4:55.0,M. Teletović misses 3-pt jump shot from 25 ft,,13,22
53,1,4:54.0,,Defensive rebound by D. Carroll,13,22
54,1,4:39.0,,P. Millsap misses 2-pt jump shot from 20 ft,13,22
55,1,4:35.0,Defensive rebound by D. Williams,,13,22
56,1,4:32.0,Turnover by D. Williams (bad pass),,13,22
57,1,4:16.0,,D. Carroll misses 3-pt jump shot from 24 ft,13,22
58,1,4:15.0,Defensive rebound by D. Williams,,13,22
59,1,4:00.0,Shooting foul by P. Antić (drawn by J. Johnson),,13,22
60,1,4:00.0,J. Johnson makes free throw 1 of 2,,14,22
61,1,4:00.0,,D. Schröder enters the game for J. Teague,14,22
62,1,4:00.0,T. Young enters the game for M. Teletović,,14,22
63,1,4:00.0,J. Johnson makes free throw 2 of 2,,15,22
64,1,3:40.0,,P. Antić misses 2-pt jump shot from 18 ft,15,22
65,1,3:39.0,Defensive rebound by J. Johnson,,15,22
66,1,3:29.0,D. Williams misses 3-pt jump shot from 25 ft,,15,22
67,1,3:28.0,,Defensive rebound by D. Carroll,15,22
68,1,3:11.0,,D. Schröder misses 2-pt layup from 1 ft,15,22
69,1,3:10.0,,Offensive rebound by P. Antić,15,22
70,1,3:09.0,,P. Antić misses 2-pt layup from 3 ft,15,22
71,1,3:09.0,,Offensive rebound by P. Antić,15,22
72,1,3:08.0,,P. Antić misses 2-pt tip-in from 3 ft,15,22
73,1,3:04.0,Defensive rebound by B. Lopez,,15,22
74,1,2:53.0,J. Johnson misses 2-pt layup from 3 ft,,15,22
75,1,2:50.0,,Defensive rebound by P. Millsap,15,22
76,1,2:47.0,,Atlanta full timeout,15,22
77,1,2:47.0,,A. Horford enters the game for P. Antić,15,22
78,1,2:47.0,A. Anderson enters the game for B. Bogdanović,,15,22
79,1,2:41.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by D. Carroll),15,25
80,1,2:24.0,D. Williams misses 2-pt jump shot from 19 ft,,15,25
81,1,2:23.0,,Defensive rebound by A. Horford,15,25
82,1,2:13.0,,A. Horford makes 2-pt jump shot from 16 ft (assist by D. Schröder),15,27
83,1,1:58.0,A. Anderson makes 3-pt jump shot from 23 ft (assist by T. Young),,18,27
84,1,1:58.0,Shooting foul by K. Bazemore (drawn by A. Anderson),,18,27
85,1,1:58.0,J. Jack enters the game for D. Williams,,18,27
86,1,1:58.0,,M. Scott enters the game for P. Millsap,18,27
87,1,1:58.0,M. Plumlee enters the game for T. Young,,18,27
88,1,1:58.0,A. Anderson misses free throw 1 of 1,,18,27
89,1,1:57.0,,Defensive rebound by A. Horford,18,27
90,1,1:52.0,,Personal foul by M. Plumlee (drawn by D. Schröder),18,27
91,1,1:52.0,,K. Korver enters the game for D. Carroll,18,27
92,1,1:40.0,,K. Bazemore misses 3-pt jump shot from 23 ft,18,27
93,1,1:39.0,Defensive rebound by A. Anderson,,18,27
94,1,1:22.0,J. Jack makes 2-pt jump shot from 21 ft (assist by J. Johnson),,20,27
95,1,0:59.0,,D. Schröder misses 2-pt layup from 2 ft (block by B. Lopez),20,27
96,1,0:59.0,,Offensive rebound by A. Horford,20,27
97,1,0:59.0,,A. Horford makes 2-pt layup from 1 ft,20,29
98,1,0:49.0,J. Jack makes 2-pt layup from 2 ft,,22,29
99,1,0:32.0,,D. Schröder misses 2-pt jump shot from 18 ft,22,29
100,1,0:31.0,Defensive rebound by J. Johnson,,22,29
101,1,0:10.0,J. Jack makes 2-pt jump shot from 14 ft,,24,29
102,1,0:00.0,,M. Scott misses 3-pt jump shot from 25 ft,24,29
103,1,0:00.0,Defensive rebound by Team,,24,29
104,2,11:37.0,B. Lopez misses 2-pt jump shot from 12 ft,,24,29
105,2,11:35.0,Offensive rebound by M. Plumlee,,24,29
106,2,11:35.0,M. Plumlee makes 2-pt tip-in at rim,,26,29
107,2,11:20.0,,K. Bazemore misses 2-pt hook shot from 10 ft,26,29
108,2,11:17.0,Defensive rebound by B. Lopez,,26,29
