,QUARTER,TIME_REMAINING,HOUSTON_ACTION,UTAH_ACTION,HOUSTON_SCORE,UTAH_SCORE
56,1,3:39.0,J. Harden misses 2-pt jump shot from 8 ft (block by R. Hood),,20,20
57,1,3:37.0,Offensive rebound by J. Harden,,20,20
58,1,3:34.0,K. Papanikolaou makes 3-pt jump shot from 22 ft (assist by J. Harden),,23,20
59,1,3:18.0,,T. Booker makes 2-pt hook shot from 5 ft,23,22
60,1,3:02.0,K. Papanikolaou misses 2-pt jump shot from 6 ft,,23,22
61,1,3:02.0,Offensive rebound by Team,,23,22
62,1,3:02.0,Turnover by J. Terry (lost ball),,23,22
63,1,3:02.0,,Utah full timeout,23,22
64,1,2:53.0,,T. Booker misses 2-pt jump shot from 16 ft,23,22
65,1,2:51.0,Defensive rebound by J. Harden,,23,22
66,1,2:45.0,J. Harden misses 2-pt jump shot from 3 ft (block by D. Favors),,23,22
67,1,2:43.0,Offensive rebound by Team,,23,22
68,1,2:31.0,T. Black misses 2-pt hook shot from 5 ft,,23,22
69,1,2:28.0,Offensive rebound by D. Motiejūnas,,23,22
70,1,2:16.0,J. Terry makes 3-pt jump shot from 24 ft (assist by J. Harden),,26,22
71,1,1:56.0,,R. Hood makes 3-pt jump shot from 22 ft (assist by D. Favors),26,25
72,1,1:41.0,Shooting foul by T. Booker (drawn by D. Motiejūnas),,26,25
73,1,1:41.0,D. Motiejūnas misses free throw 1 of 2,,26,25
74,1,1:41.0,Offensive rebound by Team,,26,25
75,1,1:41.0,D. Howard enters the game for J. Harden,,26,25
76,1,1:41.0,I. Canaan enters the game for T. Black,,26,25
77,1,1:41.0,,R. Gobert enters the game for D. Favors,26,25
78,1,1:41.0,,D. Exum enters the game for T. Burke,26,25
79,1,1:41.0,D. Motiejūnas makes free throw 2 of 2,,27,25
80,1,1:23.0,,Turnover by R. Hood (bad pass; steal by D. Motiejūnas),27,25
81,1,1:09.0,Turnover by D. Howard (traveling),,27,25
82,1,0:58.0,,G. Hayward makes 2-pt dunk at rim,27,27
83,1,0:43.0,D. Motiejūnas misses 3-pt jump shot from 25 ft,,27,27
84,1,0:42.0,,Defensive rebound by G. Hayward,27,27
85,1,0:23.0,,T. Booker misses 2-pt jump shot from 9 ft,27,27
86,1,0:22.0,Defensive rebound by D. Howard,,27,27
87,1,0:03.0,J. Terry misses 3-pt jump shot from 25 ft,,27,27
88,1,0:02.0,Offensive rebound by I. Canaan,,27,27
89,1,0:01.0,I. Canaan misses 2-pt jump shot from 15 ft,,27,27
90,1,0:00.0,Offensive rebound by Team,,27,27
91,2,11:44.0,,R. Hood misses 3-pt jump shot from 24 ft,27,27
92,2,11:42.0,,Offensive rebound by Team,27,27
93,2,11:21.0,,A. Burks makes 2-pt jump shot from 21 ft,27,29
94,2,11:01.0,D. Howard misses 2-pt hook shot from 4 ft,,27,29
95,2,10:59.0,,Defensive rebound by A. Burks,27,29
96,2,10:49.0,,Personal foul by J. Terry (drawn by D. Exum),27,29
97,2,10:49.0,T. Jones enters the game for D. Motiejūnas,,27,29
98,2,10:42.0,,R. Gobert makes 2-pt dunk at rim (assist by D. Exum),27,31
99,2,10:22.0,Turnover by D. Howard (lost ball; steal by R. Hood),,27,31
100,2,10:13.0,,Turnover by R. Gobert (bad pass),27,31
101,2,10:13.0,,J. Ingles enters the game for R. Hood,27,31
102,2,9:51.0,I. Canaan makes 3-pt jump shot from 22 ft,,30,31
103,2,9:36.0,,Personal foul by T. Jones (drawn by T. Booker),30,31
104,2,9:36.0,P. Beverley enters the game for J. Terry,,30,31
105,2,9:22.0,,T. Booker makes 2-pt jump shot from 7 ft (assist by A. Burks),30,33
106,2,8:58.0,P. Beverley makes 2-pt layup from 2 ft,,32,33
107,2,8:44.0,,D. Exum makes 3-pt jump shot from 24 ft (assist by A. Burks),32,36
108,2,8:36.0,Personal foul by R. Gobert (drawn by D. Howard),,32,36
109,2,8:36.0,Official timeout,,32,36
110,2,8:36.0,T. Ariza enters the game for K. Papanikolaou,,32,36
111,2,8:26.0,Turnover by P. Beverley (bad pass; steal by D. Exum),,32,36
112,2,8:21.0,,D. Exum makes 2-pt layup from 2 ft,32,38
113,2,8:08.0,T. Ariza makes 2-pt jump shot from 3 ft,,34,38
114,2,8:03.0,,Personal foul by T. Jones (drawn by A. Burks),34,38
115,2,8:03.0,,T. Burke enters the game for D. Exum,34,38
116,2,8:03.0,J. Harden enters the game for I. Canaan,,34,38
117,2,8:03.0,K. Papanikolaou enters the game for T. Jones,,34,38
118,2,7:50.0,,J. Ingles misses 3-pt jump shot from 23 ft,34,38
119,2,7:50.0,Defensive rebound by Team,,34,38
120,2,7:50.0,,Loose ball foul by R. Gobert (drawn by D. Howard),34,38
121,2,7:30.0,P. Beverley misses 2-pt jump shot from 3 ft,,34,38
122,2,7:28.0,,Defensive rebound by T. Booker,34,38
123,2,7:26.0,,Shooting foul by P. Beverley (drawn by A. Burks),34,38
124,2,7:26.0,,A. Burks makes free throw 1 of 2,34,39
125,2,7:26.0,,A. Burks makes free throw 2 of 2,34,40
126,2,7:11.0,Offensive foul by D. Howard (drawn by R. Gobert),,34,40
127,2,7:11.0,Turnover by D. Howard (offensive foul),,34,40
128,2,6:57.0,,Turnover by A. Burks (bad pass; steal by K. Papanikolaou),34,40
129,2,6:52.0,T. Ariza makes 2-pt layup from 1 ft (assist by K. Papanikolaou),,36,40
130,2,6:23.0,,T. Booker misses 3-pt jump shot from 24 ft,36,40
131,2,6:22.0,,Offensive rebound by T. Burke,36,40
132,2,6:18.0,,T. Booker makes 2-pt jump shot from 3 ft (assist by T. Burke),36,42
133,2,6:08.0,J. Harden makes 2-pt layup from 2 ft,,38,42
134,2,6:03.0,,Utah full timeout,38,42
135,2,6:03.0,,G. Hayward enters the game for A. Burks,38,42
136,2,6:03.0,,R. Hood enters the game for J. Ingles,38,42
137,2,6:03.0,,D. Favors enters the game for R. Gobert,38,42
138,2,6:03.0,T. Black enters the game for D. Howard,,38,42
139,2,5:47.0,,G. Hayward misses 2-pt jump shot from 22 ft,38,42
140,2,5:46.0,Defensive rebound by K. Papanikolaou,,38,42
141,2,5:40.0,P. Beverley misses 3-pt jump shot from 25 ft,,38,42
142,2,5:37.0,,Defensive rebound by G. Hayward,38,42
143,2,5:19.0,,Turnover by G. Hayward (lost ball; steal by P. Beverley),38,42
144,2,4:58.0,T. Black misses 2-pt hook shot from 5 ft,,38,42
145,2,4:57.0,,Defensive rebound by G. Hayward,38,42
146,2,4:35.0,,Turnover by T. Burke (traveling),38,42
147,2,4:35.0,,E. Freedom enters the game for T. Booker,38,42
148,2,4:15.0,K. Papanikolaou makes 3-pt jump shot from 25 ft (assist by J. Harden),,41,42
149,2,3:55.0,,T. Burke makes 2-pt layup from 2 ft,41,44
150,2,3:45.0,J. Harden misses 2-pt layup from 3 ft (block by D. Favors),,41,44
151,2,3:45.0,Offensive rebound by Team,,41,44
152,2,3:45.0,D. Howard enters the game for T. Black,,41,44
153,2,3:45.0,,A. Burks enters the game for R. Hood,41,44
154,2,3:41.0,K. Papanikolaou makes 3-pt jump shot from 24 ft (assist by J. Harden),,44,44
155,2,3:24.0,,Turnover by T. Burke (bad pass),44,44
156,2,3:24.0,Personal foul by D. Favors (drawn by T. Ariza),,44,44
157,2,3:24.0,,R. Hood enters the game for D. Favors,44,44
158,2,3:13.0,Turnover by J. Harden (lost ball),,44,44
159,2,3:00.0,,G. Hayward makes 2-pt jump shot from 6 ft,44,46
160,2,2:43.0,D. Howard makes 2-pt dunk at rim,,46,46
161,2,2:43.0,Shooting foul by E. Freedom (drawn by D. Howard),,46,46
162,2,2:43.0,Houston full timeout,,46,46
163,2,2:43.0,,R. Gobert enters the game for E. Freedom,46,46
164,2,2:43.0,D. Howard makes free throw 1 of 1,,47,46
165,2,2:31.0,,A. Burks misses 2-pt jump shot from 3 ft (block by D. Howard),47,46
166,2,2:28.0,,Offensive rebound by A. Burks,47,46
167,2,2:26.0,,G. Hayward misses 3-pt jump shot from 25 ft,47,46
168,2,2:22.0,Defensive rebound by K. Papanikolaou,,47,46
169,2,2:17.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),,50,46
170,2,1:58.0,,R. Hood makes 2-pt dunk at rim (assist by G. Hayward),50,48
171,2,1:40.0,J. Harden misses 2-pt jump shot from 5 ft,,50,48
172,2,1:38.0,Offensive rebound by D. Howard,,50,48
173,2,1:38.0,D. Howard misses 2-pt tip-in from 2 ft,,50,48
174,2,1:36.0,,Defensive rebound by R. Gobert,50,48
175,2,1:33.0,,Shooting foul by D. Howard (drawn by A. Burks),50,48
176,2,1:33.0,,A. Burks makes free throw 1 of 2,50,49
177,2,1:33.0,T. Black enters the game for D. Howard,,50,49
178,2,1:33.0,,A. Burks makes free throw 2 of 2,50,50
179,2,1:12.0,J. Harden makes 2-pt jump shot from 18 ft,,52,50
180,2,0:56.0,,G. Hayward misses 2-pt jump shot from 7 ft,52,50
181,2,0:55.0,Defensive rebound by T. Ariza,,52,50
182,2,0:47.0,K. Papanikolaou makes 3-pt jump shot from 23 ft (assist by J. Harden),,55,50
183,2,0:24.0,,T. Burke misses 3-pt jump shot from 25 ft,55,50
184,2,0:22.0,Defensive rebound by T. Black,,55,50
185,2,0:01.0,J. Harden makes 3-pt jump shot from 24 ft,,58,50
186,3,11:39.0,,A. Burks misses 2-pt jump shot from 6 ft (block by J. Harden),58,50
187,3,11:35.0,Defensive rebound by J. Harden,,58,50
188,3,11:33.0,Turnover by T. Ariza (bad pass; steal by G. Hayward),,58,50
189,3,11:22.0,,E. Freedom makes 2-pt hook shot from 4 ft,58,52
190,3,11:04.0,D. Howard makes 2-pt dunk at rim (assist by T. Jones),,60,52
191,3,10:46.0,,Personal foul by P. Beverley (drawn by T. Burke),60,52
192,3,10:39.0,,Offensive foul by E. Freedom (drawn by P. Beverley),60,52
193,3,10:39.0,,Turnover by E. Freedom (offensive foul),60,52
194,3,10:28.0,T. Jones misses 2-pt jump shot from 4 ft (block by D. Favors),,60,52
195,3,10:26.0,,Defensive rebound by G. Hayward,60,52
196,3,10:24.0,,Shooting foul by P. Beverley (drawn by T. Burke),60,52
197,3,10:24.0,,T. Burke makes free throw 1 of 2,60,53
198,3,10:24.0,,T. Burke makes free throw 2 of 2,60,54
199,3,10:12.0,T. Jones makes 2-pt dunk at rim,,62,54
200,3,9:59.0,,A. Burks makes 3-pt jump shot from 24 ft (assist by G. Hayward),62,57
201,3,9:43.0,J. Harden misses 2-pt jump shot from 15 ft,,62,57
202,3,9:41.0,,Defensive rebound by G. Hayward,62,57
203,3,9:24.0,,E. Freedom misses 2-pt jump shot from 3 ft,62,57
204,3,9:23.0,Defensive rebound by D. Howard,,62,57
205,3,9:11.0,Shooting foul by A. Burks (drawn by D. Howard),,62,57
206,3,9:11.0,D. Howard misses free throw 1 of 2,,62,57
207,3,9:11.0,Offensive rebound by Team,,62,57
208,3,9:11.0,D. Howard makes free throw 2 of 2,,63,57
209,3,8:54.0,,T. Burke misses 3-pt jump shot from 25 ft,63,57
210,3,8:52.0,Defensive rebound by P. Beverley,,63,57
211,3,8:46.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by P. Beverley),,66,57
212,3,8:28.0,Offensive charge foul by D. Favors (drawn by J. Harden),,66,57
213,3,8:28.0,,Turnover by D. Favors (offensive foul),66,57
214,3,8:28.0,,R. Gobert enters the game for D. Favors,66,57
215,3,8:20.0,Offensive foul by J. Harden (drawn by A. Burks),,66,57
216,3,8:20.0,Turnover by J. Harden (offensive foul),,66,57
217,3,8:00.0,,G. Hayward misses 2-pt jump shot from 6 ft,66,57
218,3,7:58.0,Defensive rebound by T. Jones,,66,57
219,3,7:37.0,D. Howard makes 2-pt jump shot from 6 ft,,68,57
220,3,7:27.0,,E. Freedom misses 2-pt jump shot from 15 ft,68,57
221,3,7:26.0,Defensive rebound by J. Harden,,68,57
222,3,7:16.0,J. Harden misses 3-pt jump shot from 24 ft,,68,57
223,3,7:14.0,,Defensive rebound by Team,68,57
224,3,6:52.0,,G. Hayward misses 2-pt jump shot from 5 ft (block by D. Howard),68,57
225,3,6:50.0,Defensive rebound by D. Howard,,68,57
226,3,6:49.0,Personal foul by T. Burke (drawn by J. Harden),,68,57
227,3,6:32.0,D. Howard misses 2-pt jump shot from 5 ft,,68,57
228,3,6:31.0,,Defensive rebound by E. Freedom,68,57
229,3,6:16.0,,T. Burke misses 3-pt jump shot from 24 ft,68,57
230,3,6:14.0,Defensive rebound by T. Ariza,,68,57
231,3,6:04.0,Offensive foul by J. Harden (drawn by A. Burks),,68,57
232,3,6:04.0,Turnover by J. Harden (offensive foul),,68,57
233,3,6:04.0,T. Black enters the game for D. Howard,,68,57
234,3,5:59.0,,Utah full timeout,68,57
235,3,5:45.0,,E. Freedom misses 2-pt hook shot from 5 ft,68,57
236,3,5:43.0,,Offensive rebound by E. Freedom,68,57
237,3,5:43.0,,E. Freedom makes 2-pt layup from 2 ft,68,59
238,3,5:31.0,J. Harden misses 3-pt jump shot from 24 ft,,68,59
239,3,5:30.0,,Defensive rebound by R. Gobert,68,59
240,3,5:14.0,,E. Freedom misses 2-pt jump shot from 17 ft,68,59
241,3,5:13.0,Defensive rebound by J. Harden,,68,59
242,3,5:06.0,T. Black misses 2-pt layup from 2 ft,,68,59
243,3,5:05.0,,Defensive rebound by Team,68,59
244,3,5:05.0,K. Papanikolaou enters the game for T. Jones,,68,59
245,3,4:50.0,,Shooting foul by T. Black (drawn by T. Burke),68,59
246,3,4:50.0,,T. Burke misses free throw 1 of 2,68,59
247,3,4:50.0,,Offensive rebound by Team,68,59
248,3,4:50.0,J. Terry enters the game for P. Beverley,,68,59
249,3,4:50.0,,R. Hood enters the game for A. Burks,68,59
250,3,4:50.0,,T. Booker enters the game for E. Freedom,68,59
251,3,4:50.0,,T. Burke makes free throw 2 of 2,68,60
252,3,4:27.0,T. Black makes 2-pt dunk at rim (assist by K. Papanikolaou),,70,60
253,3,4:05.0,,T. Burke makes 2-pt jump shot from 9 ft,70,62
254,3,3:39.0,Shooting foul by R. Gobert (drawn by T. Ariza),,70,62
255,3,3:39.0,T. Ariza makes free throw 1 of 3,,71,62
256,3,3:39.0,T. Ariza misses free throw 2 of 3,,71,62
257,3,3:39.0,Offensive rebound by Team,,71,62
258,3,3:39.0,T. Ariza makes free throw 3 of 3,,72,62
259,3,3:20.0,,T. Burke misses 3-pt jump shot from 25 ft,72,62
260,3,3:18.0,Defensive rebound by T. Black,,72,62
261,3,3:12.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),,75,62
262,3,2:57.0,,R. Hood misses 3-pt jump shot from 23 ft,75,62
263,3,2:56.0,,Offensive rebound by G. Hayward,75,62
264,3,2:52.0,,T. Booker makes 2-pt layup from 1 ft (assist by G. Hayward),75,64
265,3,2:36.0,J. Harden misses 2-pt jump shot from 17 ft,,75,64
266,3,2:35.0,,Defensive rebound by G. Hayward,75,64
267,3,2:32.0,,T. Burke makes 2-pt layup from 1 ft (assist by G. Hayward),75,66
268,3,2:32.0,Houston full timeout,,75,66
269,3,2:32.0,D. Howard enters the game for T. Black,,75,66
270,3,2:32.0,,D. Favors enters the game for R. Gobert,75,66
271,3,2:32.0,I. Canaan enters the game for J. Harden,,75,66
272,3,2:15.0,K. Papanikolaou misses 3-pt jump shot from 25 ft,,75,66
273,3,2:15.0,,Defensive rebound by T. Booker,75,66
274,3,2:15.0,,Personal foul by D. Howard (drawn by D. Favors),75,66
275,3,2:15.0,T. Black enters the game for D. Howard,,75,66
276,3,1:54.0,,D. Favors misses 2-pt jump shot from 12 ft,75,66
277,3,1:53.0,,Offensive rebound by D. Favors,75,66
278,3,1:49.0,,Turnover by T. Booker (bad pass),75,66
279,3,1:38.0,J. Terry misses 2-pt jump shot from 13 ft (block by R. Hood),,75,66
280,3,1:35.0,,Defensive rebound by R. Hood,75,66
281,3,1:30.0,,T. Booker misses 2-pt layup from 1 ft (block by K. Papanikolaou),75,66
282,3,1:28.0,,Offensive rebound by D. Favors,75,66
283,3,1:22.0,,T. Booker makes 2-pt hook shot from 3 ft (assist by T. Burke),75,68
284,3,1:02.0,T. Black misses 2-pt hook shot from 3 ft,,75,68
285,3,1:01.0,,Defensive rebound by D. Favors,75,68
286,3,0:54.0,,T. Burke makes 2-pt layup from 3 ft,75,70
287,3,0:30.0,I. Canaan misses 2-pt jump shot from 23 ft,,75,70
288,3,0:30.0,,Defensive rebound by Team,75,70
289,3,0:11.0,,T. Burke makes 2-pt layup from 2 ft,75,72
290,3,0:02.0,K. Papanikolaou misses 3-pt jump shot from 25 ft,,75,72
291,3,0:00.0,Offensive rebound by Team,,75,72
292,4,11:47.0,J. Terry makes 2-pt jump shot from 18 ft (assist by K. Papanikolaou),,77,72
293,4,11:30.0,,R. Hood misses 3-pt jump shot from 22 ft,77,72
294,4,11:29.0,,Offensive rebound by T. Booker,77,72
295,4,11:10.0,,T. Booker makes 2-pt jump shot from 8 ft,77,74
296,4,10:51.0,P. Beverley misses 3-pt jump shot from 24 ft,,77,74
297,4,10:50.0,,Defensive rebound by A. Burks,77,74
298,4,10:44.0,,T. Burke misses 2-pt jump shot from 3 ft,77,74
299,4,10:43.0,Defensive rebound by D. Motiejūnas,,77,74
300,4,10:35.0,D. Motiejūnas makes 2-pt layup from 2 ft (assist by K. Papanikolaou),,79,74
301,4,10:21.0,,Personal foul by D. Motiejūnas (drawn by D. Favors),79,74
302,4,10:21.0,J. Harden enters the game for K. Papanikolaou,,79,74
303,4,10:21.0,D. Howard enters the game for T. Black,,79,74
304,4,10:21.0,,D. Exum enters the game for T. Burke,79,74
305,4,10:07.0,,A. Burks makes 2-pt jump shot from 17 ft,79,76
306,4,9:48.0,D. Howard misses 2-pt layup from 1 ft (block by D. Favors),,79,76
307,4,9:46.0,,Defensive rebound by R. Hood,79,76
308,4,9:29.0,,R. Hood misses 2-pt jump shot from 15 ft,79,76
309,4,9:29.0,Defensive rebound by Team,,79,76
310,4,9:29.0,Personal foul by T. Booker (drawn by D. Motiejūnas),,79,76
311,4,9:29.0,T. Jones enters the game for D. Motiejūnas,,79,76
312,4,9:29.0,,E. Freedom enters the game for T. Booker,79,76
313,4,9:18.0,Shooting foul by D. Favors (drawn by J. Harden),,79,76
314,4,9:18.0,J. Harden makes free throw 1 of 2,,80,76
315,4,9:18.0,J. Harden makes free throw 2 of 2,,81,76
316,4,9:02.0,,E. Freedom misses 3-pt jump shot from 23 ft,81,76
317,4,9:00.0,,Offensive rebound by D. Favors,81,76
318,4,9:00.0,,Turnover by D. Favors (lost ball; steal by D. Howard),81,76
319,4,9:00.0,Personal foul by E. Freedom (drawn by D. Howard),,81,76
320,4,9:00.0,,R. Gobert enters the game for D. Favors,81,76
321,4,8:48.0,T. Jones makes 3-pt jump shot from 24 ft (assist by P. Beverley),,84,76
322,4,8:40.0,,A. Burks misses 2-pt layup from 2 ft (block by T. Jones),84,76
323,4,8:38.0,Defensive rebound by J. Harden,,84,76
324,4,8:32.0,T. Jones makes 2-pt jump shot from 3 ft,,86,76
325,4,8:05.0,,D. Exum misses 2-pt jump shot from 19 ft,86,76
326,4,8:05.0,,Offensive rebound by Team,86,76
327,4,8:05.0,,Turnover by Team (shot clock),86,76
328,4,8:05.0,Official timeout,,86,76
329,4,8:05.0,T. Ariza enters the game for J. Terry,,86,76
330,4,8:05.0,,G. Hayward enters the game for R. Hood,86,76
331,4,8:05.0,,T. Burke enters the game for D. Exum,86,76
332,4,7:46.0,Turnover by T. Jones (palming),,86,76
333,4,7:35.0,,E. Freedom misses 2-pt hook shot from 4 ft,86,76
334,4,7:34.0,Defensive rebound by D. Howard,,86,76
335,4,7:27.0,J. Harden misses 3-pt jump shot from 24 ft,,86,76
336,4,7:26.0,Offensive rebound by T. Jones,,86,76
337,4,7:10.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),,89,76
338,4,6:58.0,,T. Burke misses 2-pt jump shot from 15 ft,89,76
339,4,6:57.0,Defensive rebound by D. Howard,,89,76
340,4,6:41.0,D. Howard misses 2-pt jump shot from 5 ft,,89,76
341,4,6:40.0,,Defensive rebound by E. Freedom,89,76
342,4,6:30.0,,A. Burks misses 2-pt jump shot from 16 ft,89,76
343,4,6:28.0,,Offensive rebound by R. Gobert,89,76
344,4,6:25.0,,G. Hayward misses 3-pt jump shot from 23 ft,89,76
345,4,6:20.0,Defensive rebound by P. Beverley,,89,76
346,4,6:11.0,Turnover by D. Howard (lost ball; steal by R. Gobert),,89,76
347,4,6:06.0,,Shooting foul by J. Harden (drawn by A. Burks),89,76
348,4,6:06.0,,A. Burks misses free throw 1 of 2,89,76
349,4,6:06.0,,Offensive rebound by Team,89,76
350,4,6:06.0,,T. Booker enters the game for E. Freedom,89,76
351,4,6:06.0,,A. Burks makes free throw 2 of 2,89,77
352,4,5:45.0,J. Harden makes 2-pt jump shot from 19 ft,,91,77
353,4,5:32.0,,G. Hayward misses 3-pt jump shot from 25 ft,91,77
354,4,5:29.0,Defensive rebound by D. Howard,,91,77
355,4,5:19.0,P. Beverley makes 2-pt layup from 2 ft,,93,77
356,4,5:12.0,,T. Burke misses 2-pt layup from 2 ft (block by T. Jones),93,77
357,4,5:10.0,,Offensive rebound by T. Booker,93,77
358,4,5:10.0,,Shooting foul by T. Jones (drawn by T. Booker),93,77
359,4,5:10.0,,Utah full timeout,93,77
360,4,5:10.0,,D. Favors enters the game for R. Gobert,93,77
361,4,5:10.0,J. Terry enters the game for P. Beverley,,93,77
362,4,5:10.0,,T. Booker makes free throw 1 of 2,93,78
363,4,5:10.0,,T. Booker makes free throw 2 of 2,93,79
364,4,4:53.0,Turnover by D. Howard (lost ball; steal by A. Burks),,93,79
365,4,4:44.0,,D. Favors misses 2-pt jump shot from 18 ft,93,79
366,4,4:43.0,,Offensive rebound by G. Hayward,93,79
367,4,4:40.0,,G. Hayward makes 2-pt layup from 2 ft,93,81
368,4,4:22.0,Shooting foul by A. Burks (drawn by J. Harden),,93,81
369,4,4:22.0,J. Harden makes free throw 1 of 3,,94,81
370,4,4:22.0,J. Harden misses free throw 2 of 3,,94,81
371,4,4:22.0,Offensive rebound by Team,,94,81
372,4,4:22.0,J. Harden makes free throw 3 of 3,,95,81
373,4,4:06.0,,D. Favors makes 2-pt dunk at rim (assist by G. Hayward),95,83
374,4,3:42.0,J. Harden misses 3-pt jump shot from 24 ft,,95,83
375,4,3:39.0,,Defensive rebound by T. Booker,95,83
376,4,3:32.0,,T. Burke misses 2-pt jump shot from 21 ft,95,83
377,4,3:31.0,Defensive rebound by J. Harden,,95,83
378,4,3:24.0,T. Ariza misses 3-pt jump shot from 24 ft,,95,83
379,4,3:22.0,Offensive rebound by D. Howard,,95,83
380,4,3:22.0,D. Howard makes 2-pt tip-in from 2 ft,,97,83
381,4,3:16.0,,D. Favors makes 2-pt layup at rim (assist by G. Hayward),97,85
382,4,3:16.0,,Shooting foul by D. Howard (drawn by D. Favors),97,85
383,4,3:16.0,,D. Favors misses free throw 1 of 1,97,85
384,4,3:14.0,Defensive rebound by T. Ariza,,97,85
385,4,2:59.0,J. Terry makes 3-pt jump shot from 23 ft (assist by J. Harden),,100,85
386,4,2:47.0,,A. Burks misses 3-pt jump shot from 25 ft,100,85
387,4,2:46.0,Defensive rebound by D. Howard,,100,85
388,4,2:30.0,Turnover by J. Harden (bad pass; steal by D. Favors),,100,85
389,4,2:25.0,,T. Burke makes 2-pt layup from 1 ft (assist by D. Favors),100,87
390,4,2:20.0,Houston full timeout,,100,87
391,4,2:05.0,Turnover by J. Terry (bad pass; steal by D. Favors),,100,87
392,4,1:56.0,,Turnover by A. Burks (bad pass; steal by T. Ariza),100,87
