,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MILWAUKEE_ACTION,WASHINGTON_SCORE,MILWAUKEE_SCORE
0,1,12:00.0,,Violation by Team (delay of game),0,0
1,1,11:39.0,Turnover by N. Hilário (lost ball; steal by G. Antetokounmpo),,0,0
2,1,11:33.0,,J. Parker misses 2-pt layup from 1 ft,0,0
3,1,11:31.0,,Offensive rebound by L. Sanders,0,0
4,1,11:31.0,,L. Sanders misses 2-pt tip-in at rim,0,0
5,1,11:30.0,Defensive rebound by P. Pierce,,0,0
6,1,11:09.0,Personal foul by L. Sanders (drawn by M. Gortat),,0,0
7,1,11:00.0,N. Hilário misses 2-pt hook shot from 3 ft,,0,0
8,1,10:59.0,Offensive rebound by M. Gortat,,0,0
9,1,10:59.0,M. Gortat makes 2-pt tip-in at rim,,2,0
10,1,10:46.0,,B. Knight makes 2-pt jump shot from 17 ft,2,2
11,1,10:31.0,M. Gortat misses 2-pt layup from 1 ft,,2,2
12,1,10:29.0,,Defensive rebound by J. Parker,2,2
13,1,10:24.0,,B. Knight misses 2-pt layup from 2 ft (block by J. Wall),2,2
14,1,10:22.0,Defensive rebound by J. Wall,,2,2
15,1,10:15.0,J. Wall misses 2-pt jump shot from 17 ft,,2,2
16,1,10:13.0,,Defensive rebound by B. Knight,2,2
17,1,10:09.0,,Offensive foul by G. Antetokounmpo (drawn by P. Pierce),2,2
18,1,10:09.0,,Turnover by G. Antetokounmpo (offensive foul),2,2
19,1,9:53.0,P. Pierce makes 2-pt jump shot from 14 ft,,4,2
20,1,9:37.0,,L. Sanders misses 2-pt layup from 1 ft (block by M. Gortat),4,2
21,1,9:37.0,,Offensive rebound by Team,4,2
22,1,9:30.0,,L. Sanders makes 2-pt hook shot from 4 ft,4,4
23,1,9:22.0,Turnover by J. Wall (bad pass; steal by J. Parker),,4,4
24,1,9:18.0,,L. Sanders makes 2-pt dunk at rim (assist by G. Antetokounmpo),4,6
25,1,8:58.0,P. Pierce misses 3-pt jump shot from 26 ft,,4,6
26,1,8:56.0,,Defensive rebound by J. Parker,4,6
27,1,8:48.0,,J. Parker misses 2-pt layup at rim,4,6
28,1,8:45.0,,Offensive rebound by J. Parker,4,6
29,1,8:35.0,,Personal foul by J. Wall (drawn by B. Knight),4,6
30,1,8:25.0,,J. Parker misses 2-pt hook shot from 7 ft,4,6
31,1,8:24.0,,Offensive rebound by Team,4,6
32,1,8:13.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,4,6
33,1,8:12.0,,Offensive rebound by Team,4,6
34,1,8:12.0,,Offensive foul by B. Knight (drawn by N. Hilário),4,6
35,1,8:12.0,,Turnover by B. Knight (offensive foul),4,6
36,1,8:00.0,Turnover by J. Wall (bad pass; steal by J. Parker),,4,6
37,1,7:45.0,,J. Parker makes 2-pt jump shot from 12 ft,4,8
38,1,7:33.0,Turnover by M. Gortat (lost ball; steal by L. Sanders),,4,8
39,1,7:29.0,,Turnover by K. Middleton (bad pass; steal by G. Temple),4,8
40,1,7:21.0,M. Gortat misses 2-pt jump shot from 4 ft (block by L. Sanders),,4,8
41,1,7:21.0,Offensive rebound by Team,,4,8
42,1,7:20.0,Turnover by N. Hilário (bad pass; steal by G. Antetokounmpo),,4,8
43,1,7:15.0,,G. Antetokounmpo makes 2-pt layup at rim,4,10
44,1,7:08.0,Washington full timeout,,4,10
45,1,6:57.0,P. Pierce misses 2-pt jump shot from 17 ft,,4,10
46,1,6:56.0,Offensive rebound by M. Gortat,,4,10
47,1,6:53.0,M. Gortat makes 2-pt hook shot from 3 ft,,6,10
48,1,6:42.0,,B. Knight makes 2-pt jump shot from 14 ft,6,12
49,1,6:27.0,Turnover by N. Hilário (lost ball; steal by B. Knight),,6,12
50,1,6:07.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by B. Knight),6,14
51,1,5:53.0,N. Hilário makes 2-pt jump shot from 14 ft (assist by P. Pierce),,8,14
52,1,5:47.0,,Personal foul by N. Hilário (drawn by B. Knight),8,14
53,1,5:47.0,K. Humphries enters the game for N. Hilário,,8,14
54,1,5:45.0,B. Beal enters the game for G. Temple,,8,14
55,1,5:37.0,,J. Parker misses 2-pt jump shot from 17 ft,8,14
56,1,5:36.0,Defensive rebound by P. Pierce,,8,14
57,1,5:26.0,K. Humphries makes 2-pt jump shot from 16 ft (assist by J. Wall),,10,14
58,1,5:03.0,,G. Antetokounmpo makes 2-pt layup at rim,10,16
59,1,4:57.0,Personal foul by K. Middleton (drawn by J. Wall),,10,16
60,1,4:52.0,P. Pierce misses 2-pt layup at rim (block by L. Sanders),,10,16
61,1,4:52.0,Offensive rebound by Team,,10,16
62,1,4:41.0,P. Pierce misses 2-pt layup from 2 ft (block by L. Sanders),,10,16
63,1,4:39.0,,Defensive rebound by G. Antetokounmpo,10,16
64,1,4:33.0,,K. Middleton makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),10,19
65,1,4:16.0,Turnover by K. Humphries (3 sec),,10,19
66,1,4:00.0,,G. Antetokounmpo misses 2-pt jump shot from 14 ft,10,19
67,1,3:59.0,Defensive rebound by K. Humphries,,10,19
68,1,3:51.0,Shooting foul by J. Parker (drawn by P. Pierce),,10,19
69,1,3:51.0,P. Pierce makes free throw 1 of 2,,11,19
70,1,3:51.0,,Z. Pachulia enters the game for L. Sanders,11,19
71,1,3:51.0,P. Pierce makes free throw 2 of 2,,12,19
72,1,3:38.0,,J. Parker misses 2-pt jump shot from 5 ft,12,19
73,1,3:37.0,Defensive rebound by M. Gortat,,12,19
74,1,3:15.0,P. Pierce makes 2-pt jump shot from 6 ft,,14,19
75,1,3:03.0,,Turnover by G. Antetokounmpo (traveling),14,19
76,1,3:03.0,R. Butler enters the game for P. Pierce,,14,19
77,1,2:45.0,J. Wall misses 2-pt jump shot from 15 ft,,14,19
78,1,2:43.0,,Defensive rebound by K. Middleton,14,19
79,1,2:32.0,,B. Knight makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),14,22
80,1,2:08.0,,Milwaukee full timeout,14,22
81,1,2:08.0,,O. Mayo enters the game for K. Middleton,14,22
82,1,2:05.0,M. Gortat misses 2-pt jump shot from 11 ft,,14,22
83,1,2:03.0,Offensive rebound by M. Gortat,,14,22
84,1,1:57.0,B. Beal makes 2-pt jump shot from 19 ft (assist by M. Gortat),,16,22
85,1,1:42.0,,Shooting foul by R. Butler (drawn by G. Antetokounmpo),16,22
86,1,1:42.0,,G. Antetokounmpo makes free throw 1 of 2,16,23
87,1,1:42.0,K. Séraphin enters the game for M. Gortat,,16,23
88,1,1:42.0,,G. Antetokounmpo makes free throw 2 of 2,16,24
89,1,1:31.0,K. Séraphin misses 2-pt jump shot from 18 ft,,16,24
90,1,1:30.0,,Defensive rebound by B. Knight,16,24
91,1,1:20.0,,Z. Pachulia makes 2-pt jump shot from 12 ft (assist by G. Antetokounmpo),16,26
92,1,0:58.0,J. Wall makes 3-pt jump shot from 23 ft (assist by B. Beal),,19,26
93,1,0:47.0,,Z. Pachulia misses 2-pt jump shot from 6 ft,19,26
94,1,0:46.0,Defensive rebound by K. Séraphin,,19,26
95,1,0:39.0,K. Humphries makes 2-pt layup at rim (assist by R. Butler),,21,26
96,1,0:20.0,,B. Knight makes 2-pt jump shot from 15 ft,21,28
97,1,0:01.0,K. Séraphin misses 2-pt layup at rim,,21,28
98,1,0:00.0,,Defensive rebound by Z. Pachulia,21,28
99,2,11:38.0,,Z. Pachulia misses 2-pt hook shot from 3 ft,21,28
100,2,11:36.0,Defensive rebound by K. Humphries,,21,28
101,2,11:19.0,Offensive foul by K. Séraphin (drawn by J. Bayless),,21,28
102,2,11:19.0,Turnover by K. Séraphin (offensive foul),,21,28
103,2,11:03.0,,O. Mayo makes 2-pt jump shot from 17 ft (assist by E. İlyasova),21,30
