,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,WASHINGTON_ACTION,CLEVELAND_SCORE,WASHINGTON_SCORE
0,1,11:38.0,,M. Gortat misses 2-pt jump shot from 11 ft,0,0
1,1,11:37.0,Defensive rebound by J. Smith,,0,0
2,1,11:25.0,L. James misses 2-pt jump shot from 20 ft,,0,0
3,1,11:24.0,,Defensive rebound by M. Gortat,0,0
4,1,11:14.0,,P. Pierce misses 3-pt jump shot from 23 ft,0,0
5,1,11:13.0,Defensive rebound by T. Mozgov,,0,0
6,1,11:05.0,J. Smith misses 3-pt jump shot from 26 ft,,0,0
7,1,11:04.0,,Defensive rebound by M. Gortat,0,0
8,1,10:55.0,,J. Wall makes 2-pt layup at rim,0,2
9,1,10:39.0,K. Love makes 2-pt layup from 2 ft (assist by L. James),,2,2
10,1,10:25.0,,N. Hilário misses 2-pt jump shot from 18 ft,2,2
11,1,10:24.0,Defensive rebound by K. Love,,2,2
12,1,10:17.0,K. Irving makes 2-pt layup at rim (assist by L. James),,4,2
13,1,10:05.0,,Turnover by P. Pierce (bad pass; steal by K. Love),4,2
14,1,10:01.0,L. James makes 2-pt dunk at rim (assist by K. Irving),,6,2
15,1,9:49.0,,Turnover by J. Wall (bad pass),6,2
16,1,9:37.0,L. James makes 2-pt layup from 1 ft (assist by T. Mozgov),,8,2
17,1,9:37.0,Shooting foul by P. Pierce (drawn by L. James),,8,2
18,1,9:37.0,L. James misses free throw 1 of 1,,8,2
19,1,9:36.0,,Defensive rebound by N. Hilário,8,2
20,1,9:24.0,,N. Hilário makes 2-pt layup from 2 ft,8,4
21,1,9:13.0,Turnover by K. Irving (bad pass; steal by O. Porter),,8,4
22,1,9:06.0,,J. Wall makes 2-pt layup from 2 ft,8,6
23,1,8:56.0,K. Irving makes 2-pt layup from 1 ft,,10,6
24,1,8:38.0,,N. Hilário makes 2-pt layup from 1 ft,10,8
25,1,8:26.0,K. Love misses 2-pt jump shot from 20 ft,,10,8
26,1,8:25.0,,Defensive rebound by J. Wall,10,8
27,1,8:22.0,,Turnover by J. Wall (bad pass; steal by K. Love),10,8
28,1,8:17.0,K. Irving makes 2-pt layup from 2 ft (assist by L. James),,12,8
29,1,8:00.0,,M. Gortat makes 2-pt jump shot from 9 ft (assist by J. Wall),12,10
30,1,7:40.0,J. Smith makes 3-pt jump shot from 22 ft (assist by K. Love),,15,10
31,1,7:33.0,,Personal foul by L. James (drawn by P. Pierce),15,10
32,1,7:25.0,,Turnover by P. Pierce (bad pass; steal by T. Mozgov),15,10
33,1,7:20.0,J. Smith makes 2-pt layup from 1 ft (assist by K. Love),,17,10
34,1,7:00.0,,N. Hilário makes 2-pt layup at rim (assist by J. Wall),17,12
35,1,6:50.0,T. Mozgov makes 2-pt dunk at rim (assist by K. Irving),,19,12
36,1,6:38.0,,N. Hilário misses 2-pt layup from 2 ft (block by T. Mozgov),19,12
