,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,SAN ANTONIO_ACTION,CLEVELAND_SCORE,SAN ANTONIO_SCORE
391,4,1:25.0,,Personal foul by T. Thompson (drawn by K. Leonard),101,107
392,4,1:25.0,,K. Leonard makes free throw 1 of 2,101,108
393,4,1:25.0,,K. Leonard misses free throw 2 of 2,101,108
394,4,1:24.0,,Offensive rebound by T. Duncan,101,108
395,4,1:23.0,,San Antonio full timeout,101,108
396,4,1:23.0,,San Antonio full timeout,101,108
397,4,1:09.0,,K. Leonard misses 3-pt jump shot from 25 ft,101,108
398,4,1:08.0,Defensive rebound by T. Thompson,,101,108
399,4,0:56.0,T. Thompson misses 2-pt jump shot from 7 ft (block by D. Green),,101,108
400,4,0:56.0,Offensive rebound by K. Irving,,101,108
401,4,0:56.0,K. Irving makes 2-pt layup from 2 ft,,103,108
402,4,0:56.0,Shooting foul by K. Leonard (drawn by K. Irving),,103,108
403,4,0:56.0,K. Irving makes free throw 1 of 1,,104,108
404,4,0:34.0,,T. Parker makes 2-pt jump shot from 18 ft,104,110
405,4,0:34.0,Cleveland full timeout,,104,110
406,4,0:31.0,K. Irving makes 3-pt jump shot from 23 ft (assist by L. James),,107,110
407,4,0:07.0,,T. Parker misses 2-pt jump shot from 18 ft,107,110
408,4,0:06.0,,Offensive rebound by K. Leonard,107,110
409,4,0:04.0,,Personal foul by J. Jones (drawn by K. Leonard),107,110
410,4,0:04.0,,K. Leonard misses free throw 1 of 2,107,110
411,4,0:04.0,,Offensive rebound by Team,107,110
412,4,0:04.0,T. Mozgov enters the game for J. Jones,,107,110
413,4,0:04.0,,T. Splitter enters the game for M. Belinelli,107,110
414,4,0:04.0,,K. Leonard misses free throw 2 of 2,107,110
415,4,0:04.0,Defensive rebound by K. Irving,,107,110
416,4,0:03.0,Cleveland full timeout,,107,110
417,4,0:03.0,J. Jones enters the game for T. Mozgov,,107,110
418,4,0:03.0,,M. Ginóbili enters the game for T. Duncan,107,110
419,4,0:03.0,,C. Joseph enters the game for T. Splitter,107,110
420,4,0:00.0,K. Irving makes 3-pt jump shot from 25 ft (assist by L. James),,110,110
421,1OT,4:42.0,,K. Leonard makes 2-pt jump shot from 8 ft,110,112
422,1OT,4:28.0,Personal foul by K. Leonard (drawn by I. Shumpert),,110,112
423,1OT,4:13.0,K. Irving misses 2-pt jump shot from 18 ft,,110,112
424,1OT,4:12.0,,Defensive rebound by T. Duncan,110,112
425,1OT,4:06.0,Violation by L. James (kicked ball),,110,112
426,1OT,3:53.0,,Shooting foul by J. Jones (drawn by B. Diaw),110,112
427,1OT,3:53.0,,B. Diaw misses free throw 1 of 2,110,112
428,1OT,3:53.0,,Offensive rebound by Team,110,112
429,1OT,3:53.0,K. Love enters the game for J. Jones,,110,112
430,1OT,3:53.0,,B. Diaw makes free throw 2 of 2,110,113
431,1OT,3:37.0,I. Shumpert misses 2-pt jump shot from 16 ft,,110,113
432,1OT,3:35.0,Offensive rebound by T. Thompson,,110,113
433,1OT,3:29.0,K. Irving makes 3-pt jump shot from 24 ft,,113,113
434,1OT,3:06.0,,T. Duncan misses 2-pt jump shot from 6 ft,113,113
435,1OT,3:05.0,,Offensive rebound by Team,113,113
436,1OT,2:47.0,,T. Duncan misses 2-pt jump shot from 10 ft,113,113
437,1OT,2:45.0,Defensive rebound by Team,,113,113
438,1OT,2:34.0,K. Irving makes 2-pt jump shot from 12 ft,,115,113
439,1OT,2:34.0,Shooting foul by T. Parker (drawn by K. Irving),,115,113
440,1OT,2:34.0,K. Irving makes free throw 1 of 1,,116,113
441,1OT,2:18.0,,D. Green makes 3-pt jump shot from 25 ft (assist by K. Leonard),116,116
442,1OT,1:54.0,L. James makes 3-pt jump shot from 24 ft (assist by K. Love),,119,116
443,1OT,1:43.0,,T. Parker makes 2-pt layup from 1 ft (assist by T. Duncan),119,118
444,1OT,1:43.0,,Shooting foul by I. Shumpert (drawn by T. Parker),119,118
445,1OT,1:43.0,,T. Parker misses free throw 1 of 1,119,118
446,1OT,1:42.0,Defensive rebound by K. Love,,119,118
447,1OT,1:20.0,K. Irving makes 3-pt jump shot from 24 ft (assist by L. James),,122,118
448,1OT,1:04.0,,T. Parker makes 2-pt jump shot from 17 ft,122,120
449,1OT,0:45.0,Personal foul by K. Leonard (drawn by K. Irving),,122,120
450,1OT,0:32.0,L. James makes 3-pt jump shot from 25 ft,,125,120
451,1OT,0:32.0,,San Antonio full timeout,125,120
452,1OT,0:32.0,,M. Belinelli enters the game for K. Leonard,125,120
453,1OT,0:32.0,J. Smith enters the game for K. Love,,125,120
454,1OT,0:23.0,,D. Green misses 3-pt jump shot from 25 ft,125,120
455,1OT,0:23.0,Defensive rebound by Team,,125,120
456,1OT,0:19.0,Personal take foul by B. Diaw (drawn by K. Irving),,125,120
457,1OT,0:19.0,K. Irving makes free throw 1 of 2,,126,120
458,1OT,0:19.0,K. Irving makes free throw 2 of 2,,127,120
459,1OT,0:19.0,,San Antonio full timeout,127,120
460,1OT,0:13.0,,M. Belinelli misses 3-pt jump shot from 24 ft,127,120
461,1OT,0:11.0,,Offensive rebound by B. Diaw,127,120
462,1OT,0:11.0,,B. Diaw makes 2-pt tip-in from 1 ft,127,122
463,1OT,0:11.0,Cleveland full timeout,,127,122
464,1OT,0:11.0,K. Love enters the game for T. Thompson,,127,122
465,1OT,0:11.0,J. Jones enters the game for I. Shumpert,,127,122
466,1OT,0:11.0,Personal take foul by D. Green (drawn by L. James),,127,122
467,1OT,0:11.0,L. James makes free throw 1 of 2,,128,122
468,1OT,0:11.0,T. Thompson enters the game for K. Love,,128,122
469,1OT,0:11.0,I. Shumpert enters the game for J. Jones,,128,122
470,1OT,0:11.0,L. James misses free throw 2 of 2,,128,122
471,1OT,0:10.0,,Defensive rebound by T. Duncan,128,122
472,1OT,0:03.0,,Personal foul by J. Smith (drawn by D. Green),128,122
473,1OT,0:03.0,,D. Green makes free throw 1 of 3,128,123
474,1OT,0:03.0,,D. Green makes free throw 2 of 3,128,124
475,1OT,0:03.0,K. Love enters the game for I. Shumpert,,128,124
476,1OT,0:03.0,T. Mozgov enters the game for T. Thompson,,128,124
477,1OT,0:03.0,,D. Green makes free throw 3 of 3,128,125
