,QUARTER,TIME_REMAINING,UTAH_ACTION,MIAMI_ACTION,UTAH_SCORE,MIAMI_SCORE
147,2,6:39.0,T. Burke enters the game for R. Hood,,41,25
148,2,6:39.0,,D. Wade makes free throw 2 of 2,41,26
149,2,6:22.0,Personal foul by S. Williams (drawn by R. Gobert),,41,26
150,2,6:22.0,D. Favors enters the game for R. Gobert,,41,26
151,2,6:22.0,,L. Deng enters the game for S. Williams,41,26
152,2,6:07.0,G. Hayward misses 2-pt jump shot from 17 ft,,41,26
153,2,6:06.0,,Defensive rebound by C. Andersen,41,26
154,2,5:55.0,,D. Wade misses 2-pt layup from 1 ft,41,26
155,2,5:54.0,,Offensive rebound by C. Andersen,41,26
156,2,5:53.0,,C. Andersen makes 2-pt dunk at rim,41,28
157,2,5:39.0,Personal foul by D. Wade (drawn by D. Favors),,41,28
158,2,5:39.0,Official timeout,,41,28
159,2,5:30.0,Turnover by E. Freedom (lost ball; steal by M. Chalmers),,41,28
160,2,5:24.0,,D. Wade makes 2-pt jump shot from 7 ft,41,30
161,2,5:11.0,Personal foul by M. Chalmers (drawn by T. Burke),,41,30
162,2,4:58.0,T. Burke makes 3-pt jump shot from 23 ft (assist by G. Hayward),,44,30
163,2,4:37.0,,Turnover by D. Wade (lost ball; steal by T. Burke),44,30
164,2,4:31.0,Shooting foul by C. Andersen (drawn by D. Favors),,44,30
165,2,4:31.0,D. Favors makes free throw 1 of 2,,45,30
166,2,4:31.0,J. Ingles enters the game for D. Exum,,45,30
167,2,4:31.0,D. Favors makes free throw 2 of 2,,46,30
168,2,4:19.0,,D. Wade makes 2-pt jump shot from 18 ft,46,32
169,2,4:02.0,E. Freedom misses 2-pt hook shot from 5 ft,,46,32
170,2,4:01.0,Offensive rebound by E. Freedom,,46,32
171,2,3:51.0,E. Freedom makes 2-pt jump shot from 6 ft (assist by G. Hayward),,48,32
172,2,3:39.0,,Miami full timeout,48,32
173,2,3:39.0,,N. Cole enters the game for M. Chalmers,48,32
174,2,3:35.0,,Offensive foul by D. Wade (drawn by G. Hayward),48,32
175,2,3:35.0,,Turnover by D. Wade (offensive foul),48,32
176,2,3:17.0,T. Burke misses 3-pt jump shot from 24 ft,,48,32
177,2,3:17.0,Offensive rebound by Team,,48,32
178,2,3:17.0,,Loose ball foul by L. Deng (drawn by E. Freedom),48,32
179,2,3:17.0,E. Freedom makes free throw 1 of 2,,49,32
180,2,3:17.0,E. Freedom makes free throw 2 of 2,,50,32
181,2,2:55.0,,C. Andersen makes 2-pt dunk at rim (assist by N. Cole),50,34
182,2,2:50.0,Utah full timeout,,50,34
183,2,2:50.0,T. Booker enters the game for E. Freedom,,50,34
184,2,2:45.0,Personal foul by L. Deng (drawn by G. Hayward),,50,34
185,2,2:45.0,G. Hayward makes free throw 1 of 2,,51,34
186,2,2:45.0,A. Burks enters the game for J. Ingles,,51,34
187,2,2:45.0,G. Hayward makes free throw 2 of 2,,52,34
188,2,2:30.0,,D. Wade makes 2-pt layup from 1 ft,52,36
189,2,2:08.0,A. Burks misses 2-pt jump shot from 14 ft,,52,36
190,2,2:07.0,,Defensive rebound by D. Wade,52,36
191,2,1:56.0,,L. Deng misses 3-pt jump shot from 25 ft,52,36
192,2,1:55.0,Defensive rebound by D. Favors,,52,36
193,2,1:42.0,T. Burke misses 2-pt jump shot from 6 ft,,52,36
194,2,1:41.0,,Defensive rebound by C. Andersen,52,36
195,2,1:23.0,,C. Andersen misses 2-pt jump shot from 15 ft,52,36
196,2,1:22.0,,Offensive rebound by Team,52,36
197,2,1:22.0,D. Exum enters the game for T. Burke,,52,36
198,2,1:22.0,,M. Chalmers enters the game for J. Ennis,52,36
199,2,1:07.0,,D. Wade makes 2-pt jump shot from 20 ft,52,38
200,2,0:46.0,G. Hayward makes 3-pt jump shot from 24 ft (assist by A. Burks),,55,38
201,2,0:31.0,,M. Chalmers misses 3-pt jump shot from 23 ft,55,38
202,2,0:30.0,Defensive rebound by T. Booker,,55,38
203,2,0:11.0,D. Favors misses 2-pt hook shot from 7 ft,,55,38
204,2,0:10.0,,Defensive rebound by D. Wade,55,38
205,2,0:05.0,,Shooting foul by A. Burks (drawn by D. Wade),55,38
206,2,0:05.0,,D. Wade makes free throw 1 of 2,55,39
207,2,0:05.0,,U. Haslem enters the game for L. Deng,55,39
208,2,0:05.0,,D. Wade misses free throw 2 of 2,55,39
209,2,0:04.0,,Offensive rebound by Team,55,39
210,2,0:04.0,Technical foul by T. Booker,,55,39
211,2,0:04.0,,D. Wade makes technical free throw,55,40
212,2,0:04.0,R. Gobert enters the game for T. Booker,,55,40
213,2,0:04.0,,S. Williams enters the game for U. Haslem,55,40
214,2,0:04.0,,J. Ennis enters the game for N. Cole,55,40
215,2,0:04.0,Technical foul by T. Booker,,55,40
216,2,0:04.0,,D. Wade makes technical free throw,55,41
217,2,0:01.0,,D. Wade misses 3-pt jump shot from 23 ft,55,41
218,2,0:00.0,,Offensive rebound by C. Andersen,55,41
219,3,11:40.0,,S. Williams makes 3-pt jump shot from 24 ft (assist by L. Deng),55,44
220,3,11:20.0,A. Burks misses 3-pt jump shot from 23 ft,,55,44
221,3,11:19.0,,Defensive rebound by C. Andersen,55,44
222,3,10:56.0,,D. Wade misses 2-pt jump shot from 18 ft,55,44
223,3,10:55.0,Defensive rebound by A. Burks,,55,44
224,3,10:46.0,D. Favors makes 2-pt layup at rim (assist by T. Burke),,57,44
225,3,10:22.0,,L. Deng makes 2-pt jump shot from 10 ft,57,46
226,3,10:11.0,Personal foul by N. Cole (drawn by E. Freedom),,57,46
227,3,10:11.0,E. Freedom makes free throw 1 of 2,,58,46
228,3,10:11.0,E. Freedom misses free throw 2 of 2,,58,46
229,3,10:09.0,,Defensive rebound by C. Andersen,58,46
230,3,10:02.0,,Shooting foul by T. Burke (drawn by N. Cole),58,46
231,3,10:02.0,,N. Cole misses free throw 1 of 2,58,46
232,3,10:02.0,,Offensive rebound by Team,58,46
233,3,10:02.0,,N. Cole makes free throw 2 of 2,58,47
234,3,9:44.0,Turnover by A. Burks (bad pass; steal by L. Deng),,58,47
235,3,9:37.0,,Turnover by L. Deng (bad pass; steal by D. Favors),58,47
236,3,9:31.0,G. Hayward makes 2-pt jump shot from 17 ft (assist by A. Burks),,60,47
237,3,9:14.0,Offensive charge foul by D. Wade (drawn by G. Hayward),,60,47
238,3,9:14.0,,Turnover by D. Wade (offensive foul),60,47
239,3,8:50.0,T. Burke misses 3-pt jump shot from 30 ft,,60,47
240,3,8:49.0,,Defensive rebound by C. Andersen,60,47
241,3,8:32.0,,L. Deng makes 2-pt hook shot from 8 ft,60,49
242,3,8:13.0,G. Hayward misses 3-pt jump shot from 25 ft,,60,49
243,3,8:12.0,Offensive rebound by D. Favors,,60,49
244,3,8:00.0,D. Favors misses 2-pt jump shot from 7 ft,,60,49
245,3,7:59.0,,Defensive rebound by D. Wade,60,49
246,3,7:55.0,,N. Cole misses 2-pt layup from 1 ft (block by G. Hayward),60,49
247,3,7:54.0,,Offensive rebound by S. Williams,60,49
248,3,7:53.0,,S. Williams makes 2-pt tip-in at rim,60,51
249,3,7:32.0,T. Burke misses 3-pt jump shot from 23 ft,,60,51
250,3,7:31.0,,Defensive rebound by S. Williams,60,51
251,3,7:25.0,,L. Deng misses 2-pt jump shot from 20 ft,60,51
252,3,7:24.0,Defensive rebound by T. Burke,,60,51
253,3,7:19.0,Shooting foul by L. Deng (drawn by A. Burks),,60,51
254,3,7:19.0,Technical foul by A. Burks,,60,51
255,3,7:19.0,,D. Wade makes technical free throw,60,52
256,3,7:19.0,A. Burks makes free throw 1 of 2,,61,52
257,3,7:19.0,,U. Haslem enters the game for C. Andersen,61,52
258,3,7:19.0,A. Burks makes free throw 2 of 2,,62,52
259,3,7:04.0,,D. Wade makes 2-pt jump shot from 9 ft,62,54
260,3,7:04.0,,Shooting foul by A. Burks (drawn by D. Wade),62,54
261,3,7:04.0,,D. Wade makes free throw 1 of 1,62,55
262,3,6:59.0,Utah full timeout,,62,55
263,3,6:59.0,R. Hood enters the game for A. Burks,,62,55
264,3,6:42.0,R. Hood misses 2-pt jump shot from 19 ft,,62,55
265,3,6:41.0,Offensive rebound by Team,,62,55
266,3,6:40.0,Turnover by Team (shot clock),,62,55
267,3,6:20.0,,N. Cole misses 3-pt jump shot from 24 ft,62,55
268,3,6:19.0,Defensive rebound by G. Hayward,,62,55
269,3,5:56.0,E. Freedom makes 3-pt jump shot from 23 ft (assist by G. Hayward),,65,55
270,3,5:41.0,,Turnover by D. Wade (bad pass; steal by E. Freedom),65,55
271,3,5:21.0,,Offensive charge foul by G. Hayward (drawn by U. Haslem),65,55
272,3,5:21.0,Turnover by G. Hayward (offensive foul),,65,55
273,3,5:21.0,D. Exum enters the game for T. Burke,,65,55
274,3,5:05.0,,S. Williams misses 2-pt layup from 1 ft (block by D. Favors),65,55
275,3,5:04.0,Defensive rebound by D. Favors,,65,55
276,3,4:44.0,E. Freedom makes 2-pt jump shot from 4 ft,,67,55
277,3,4:44.0,,Miami full timeout,67,55
278,3,4:44.0,R. Gobert enters the game for D. Favors,,67,55
279,3,4:44.0,,M. Chalmers enters the game for N. Cole,67,55
280,3,4:33.0,,Personal foul by R. Hood (drawn by D. Wade),67,55
281,3,4:33.0,,J. Ennis enters the game for L. Deng,67,55
282,3,4:33.0,,J. Hamilton enters the game for S. Williams,67,55
283,3,4:33.0,J. Ingles enters the game for R. Hood,,67,55
284,3,4:22.0,,Personal foul by D. Exum (drawn by M. Chalmers),67,55
285,3,4:22.0,,M. Chalmers makes free throw 1 of 2,67,56
286,3,4:22.0,,M. Chalmers makes free throw 2 of 2,67,57
287,3,4:06.0,E. Freedom misses 3-pt jump shot from 23 ft,,67,57
288,3,4:05.0,,Defensive rebound by J. Hamilton,67,57
289,3,3:55.0,,D. Wade misses 2-pt jump shot from 19 ft,67,57
290,3,3:54.0,Defensive rebound by E. Freedom,,67,57
291,3,3:32.0,E. Freedom makes 2-pt layup from 2 ft (assist by G. Hayward),,69,57
292,3,3:09.0,,D. Wade misses 2-pt jump shot from 4 ft (block by R. Gobert),69,57
293,3,3:08.0,,Offensive rebound by D. Wade,69,57
294,3,3:04.0,,M. Chalmers misses 3-pt jump shot from 25 ft,69,57
295,3,3:03.0,Defensive rebound by R. Gobert,,69,57
296,3,2:45.0,Turnover by J. Ingles (bad pass; steal by J. Hamilton),,69,57
297,3,2:39.0,,J. Ennis misses 2-pt layup from 1 ft (block by J. Ingles),69,57
298,3,2:38.0,Defensive rebound by G. Hayward,,69,57
299,3,2:30.0,Personal block foul by D. Wade (drawn by G. Hayward),,69,57
300,3,2:30.0,D. Favors enters the game for E. Freedom,,69,57
301,3,2:30.0,,S. Napier enters the game for D. Wade,69,57
302,3,2:22.0,D. Exum makes 3-pt jump shot from 23 ft (assist by J. Ingles),,72,57
303,3,2:08.0,,M. Chalmers misses 2-pt jump shot from 9 ft,72,57
304,3,2:07.0,,Offensive rebound by U. Haslem,72,57
305,3,1:58.0,,S. Napier misses 2-pt jump shot from 14 ft,72,57
306,3,1:57.0,Defensive rebound by J. Ingles,,72,57
307,3,1:44.0,G. Hayward misses 2-pt jump shot from 19 ft,,72,57
308,3,1:43.0,,Defensive rebound by S. Napier,72,57
309,3,1:38.0,,M. Chalmers makes 2-pt layup from 1 ft (assist by S. Napier),72,59
310,3,1:28.0,D. Exum makes 2-pt layup at rim (assist by J. Ingles),,74,59
311,3,1:04.0,,J. Hamilton misses 2-pt hook shot from 7 ft (block by R. Gobert),74,59
312,3,1:03.0,,Offensive rebound by J. Ennis,74,59
313,3,1:02.0,,J. Ennis misses 2-pt jump shot from 7 ft,74,59
314,3,1:01.0,Defensive rebound by R. Gobert,,74,59
315,3,0:49.0,Shooting foul by J. Hamilton (drawn by R. Gobert),,74,59
316,3,0:49.0,R. Gobert makes free throw 1 of 2,,75,59
317,3,0:49.0,R. Gobert makes free throw 2 of 2,,76,59
318,3,0:34.0,,U. Haslem misses 2-pt jump shot from 17 ft,76,59
319,3,0:33.0,Defensive rebound by D. Favors,,76,59
320,3,0:16.0,Shooting foul by J. Hamilton (drawn by D. Favors),,76,59
321,3,0:16.0,D. Favors makes free throw 1 of 2,,77,59
322,3,0:16.0,,S. Williams enters the game for J. Hamilton,77,59
323,3,0:16.0,D. Favors misses free throw 2 of 2,,77,59
324,3,0:15.0,,Defensive rebound by S. Williams,77,59
325,4,11:45.0,,Offensive charge foul by D. Favors (drawn by U. Haslem),77,59
326,4,11:45.0,Turnover by D. Favors (offensive foul),,77,59
327,4,11:28.0,,Personal foul by D. Favors (drawn by S. Williams),77,59
328,4,11:22.0,,Turnover by M. Chalmers (lost ball),77,59
329,4,10:59.0,J. Ingles misses 3-pt jump shot from 22 ft,,77,59
330,4,10:58.0,Offensive rebound by R. Gobert,,77,59
331,4,10:56.0,Turnover by R. Gobert (lost ball; steal by J. Ennis),,77,59
332,4,10:51.0,,J. Ennis makes 2-pt jump shot from 7 ft,77,61
333,4,10:37.0,Turnover by D. Exum (bad pass; steal by U. Haslem),,77,61
334,4,10:28.0,,S. Williams misses 3-pt jump shot from 22 ft,77,61
335,4,10:27.0,,Offensive rebound by S. Napier,77,61
336,4,10:24.0,,M. Chalmers makes 2-pt jump shot from 10 ft,77,63
337,4,10:24.0,,Shooting foul by D. Exum (drawn by M. Chalmers),77,63
338,4,10:24.0,R. Hood enters the game for J. Ingles,,77,63
339,4,10:24.0,T. Burke enters the game for D. Exum,,77,63
340,4,10:24.0,,M. Chalmers makes free throw 1 of 1,77,64
341,4,10:10.0,Personal foul by J. Ennis (drawn by A. Burks),,77,64
342,4,10:01.0,Turnover by T. Burke (bad pass; steal by S. Napier),,77,64
343,4,9:57.0,,Shooting foul by R. Hood (drawn by J. Ennis),77,64
344,4,9:57.0,,J. Ennis makes free throw 1 of 2,77,65
345,4,9:57.0,D. Exum enters the game for R. Hood,,77,65
346,4,9:57.0,,J. Ennis makes free throw 2 of 2,77,66
347,4,9:47.0,Shooting foul by J. Ennis (drawn by A. Burks),,77,66
348,4,9:47.0,A. Burks makes free throw 1 of 2,,78,66
349,4,9:47.0,E. Freedom enters the game for D. Favors,,78,66
350,4,9:47.0,A. Burks makes free throw 2 of 2,,79,66
351,4,9:26.0,,M. Chalmers misses 2-pt jump shot from 19 ft,79,66
352,4,9:25.0,,Offensive rebound by Team,79,66
353,4,9:21.0,,S. Williams misses 2-pt jump shot from 21 ft,79,66
354,4,9:20.0,Defensive rebound by R. Gobert,,79,66
355,4,9:06.0,Turnover by A. Burks (traveling),,79,66
356,4,8:55.0,,U. Haslem misses 2-pt jump shot from 17 ft,79,66
357,4,8:54.0,Defensive rebound by E. Freedom,,79,66
358,4,8:33.0,T. Burke misses 3-pt jump shot from 24 ft,,79,66
359,4,8:32.0,Offensive rebound by Team,,79,66
360,4,8:32.0,,Loose ball foul by U. Haslem (drawn by E. Freedom),79,66
361,4,8:32.0,Official timeout,,79,66
362,4,8:32.0,,D. Wade enters the game for S. Napier,79,66
363,4,8:19.0,E. Freedom misses 2-pt jump shot from 17 ft,,79,66
364,4,8:18.0,,Defensive rebound by U. Haslem,79,66
365,4,7:59.0,,U. Haslem makes 2-pt jump shot from 3 ft (assist by D. Wade),79,68
366,4,7:59.0,,Shooting foul by R. Gobert (drawn by U. Haslem),79,68
367,4,7:59.0,,U. Haslem makes free throw 1 of 1,79,69
368,4,7:36.0,A. Burks misses 2-pt layup at rim,,79,69
369,4,7:35.0,Offensive rebound by R. Gobert,,79,69
370,4,7:32.0,R. Gobert makes 2-pt dunk at rim,,81,69
371,4,7:20.0,,D. Wade misses 2-pt jump shot from 18 ft,81,69
372,4,7:19.0,Defensive rebound by R. Gobert,,81,69
373,4,7:10.0,T. Burke misses 2-pt layup from 1 ft,,81,69
374,4,7:09.0,Offensive rebound by E. Freedom,,81,69
375,4,7:08.0,E. Freedom makes 2-pt layup from 1 ft,,83,69
376,4,7:08.0,,Miami full timeout,83,69
377,4,7:08.0,,C. Andersen enters the game for U. Haslem,83,69
378,4,7:08.0,,L. Deng enters the game for J. Ennis,83,69
379,4,7:08.0,J. Ingles enters the game for D. Exum,,83,69
380,4,6:51.0,,D. Wade makes 2-pt layup from 2 ft,83,71
381,4,6:30.0,A. Burks misses 2-pt layup from 1 ft,,83,71
382,4,6:29.0,Offensive rebound by Team,,83,71
383,4,6:29.0,,Loose ball foul by D. Wade (drawn by R. Gobert),83,71
384,4,6:29.0,G. Hayward enters the game for J. Ingles,,83,71
385,4,6:07.0,T. Burke misses 3-pt jump shot from 24 ft,,83,71
386,4,6:06.0,,Defensive rebound by C. Andersen,83,71
387,4,6:06.0,,Personal foul by E. Freedom (drawn by D. Wade),83,71
388,4,6:06.0,,D. Wade makes free throw 1 of 2,83,72
389,4,6:06.0,D. Favors enters the game for R. Gobert,,83,72
390,4,6:06.0,,D. Wade misses free throw 2 of 2,83,72
391,4,6:05.0,Defensive rebound by D. Favors,,83,72
392,4,5:49.0,G. Hayward makes 2-pt jump shot from 18 ft (assist by T. Burke),,85,72
393,4,5:28.0,,D. Wade makes 2-pt jump shot from 15 ft,85,74
394,4,4:59.0,G. Hayward makes 3-pt jump shot from 24 ft,,88,74
395,4,4:35.0,,L. Deng misses 2-pt jump shot from 20 ft,88,74
396,4,4:34.0,Defensive rebound by A. Burks,,88,74
397,4,4:20.0,A. Burks makes 3-pt jump shot from 23 ft (assist by D. Favors),,91,74
398,4,4:20.0,,Miami full timeout,91,74
