,QUARTER,TIME_REMAINING,UTAH_ACTION,WASHINGTON_ACTION,UTAH_SCORE,WASHINGTON_SCORE
0,1,11:40.0,,Personal foul by G. Hayward (drawn by P. Pierce),0,0
1,1,11:35.0,,Turnover by M. Gortat (lost ball),0,0
2,1,11:10.0,T. Burke makes 2-pt jump shot from 6 ft,,2,0
3,1,10:49.0,,M. Gortat misses 2-pt jump shot from 10 ft,2,0
4,1,10:48.0,,Offensive rebound by J. Wall,2,0
5,1,10:47.0,,Turnover by B. Beal (step out of bounds),2,0
6,1,10:23.0,E. Freedom misses 2-pt jump shot from 18 ft,,2,0
7,1,10:21.0,Offensive rebound by Team,,2,0
8,1,10:13.0,Shooting foul by M. Gortat (drawn by R. Gobert),,2,0
9,1,10:13.0,R. Gobert misses free throw 1 of 2,,2,0
10,1,10:13.0,Offensive rebound by Team,,2,0
11,1,10:13.0,R. Gobert makes free throw 2 of 2,,3,0
12,1,9:57.0,,P. Pierce misses 2-pt jump shot from 17 ft (block by G. Hayward),3,0
13,1,9:56.0,Defensive rebound by G. Hayward,,3,0
14,1,9:56.0,Personal foul by P. Pierce (drawn by G. Hayward),,3,0
15,1,9:41.0,E. Freedom misses 2-pt jump shot from 10 ft (block by J. Wall),,3,0
16,1,9:41.0,,Defensive rebound by J. Wall,3,0
17,1,9:41.0,,Turnover by J. Wall (discontinued dribble),3,0
18,1,9:26.0,T. Burke makes 3-pt jump shot from 25 ft (assist by G. Hayward),,6,0
19,1,9:02.0,,Shooting foul by A. Burks (drawn by B. Beal),6,0
20,1,9:02.0,,B. Beal makes free throw 1 of 2,6,1
21,1,9:02.0,,B. Beal makes free throw 2 of 2,6,2
22,1,8:48.0,T. Burke misses 2-pt layup from 2 ft (block by J. Wall),,6,2
23,1,8:48.0,Offensive rebound by Team,,6,2
24,1,8:38.0,A. Burks misses 3-pt jump shot from 28 ft,,6,2
25,1,8:38.0,,Defensive rebound by Team,6,2
26,1,8:27.0,,P. Pierce misses 3-pt jump shot from 23 ft,6,2
27,1,8:26.0,Defensive rebound by T. Burke,,6,2
28,1,8:21.0,Turnover by G. Hayward (bad pass; steal by P. Pierce),,6,2
29,1,8:14.0,,P. Pierce makes 2-pt layup at rim,6,4
30,1,8:02.0,Turnover by A. Burks (bad pass; steal by J. Wall),,6,4
31,1,7:56.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),6,7
32,1,7:33.0,E. Freedom misses 2-pt jump shot from 16 ft,,6,7
33,1,7:32.0,,Defensive rebound by B. Beal,6,7
34,1,7:26.0,,Turnover by J. Wall (bad pass),6,7
35,1,7:10.0,T. Burke makes 2-pt jump shot from 15 ft (assist by E. Freedom),,8,7
36,1,7:00.0,,Turnover by B. Beal (bad pass; steal by G. Hayward),8,7
37,1,6:50.0,A. Burks makes 3-pt jump shot from 25 ft,,11,7
38,1,6:35.0,,B. Beal makes 2-pt jump shot from 12 ft,11,9
39,1,6:15.0,R. Gobert makes 2-pt dunk at rim (assist by G. Hayward),,13,9
40,1,6:01.0,,J. Wall makes 2-pt layup at rim (assist by M. Gortat),13,11
41,1,5:37.0,G. Hayward misses 2-pt layup from 1 ft,,13,11
42,1,5:36.0,,Defensive rebound by K. Humphries,13,11
43,1,5:29.0,,P. Pierce makes 2-pt layup from 1 ft (assist by J. Wall),13,13
44,1,5:19.0,Offensive foul by E. Freedom (drawn by K. Humphries),,13,13
45,1,5:19.0,Turnover by E. Freedom (offensive foul),,13,13
46,1,5:19.0,,Washington full timeout,13,13
47,1,5:19.0,T. Booker enters the game for R. Gobert,,13,13
