,QUARTER,TIME_REMAINING,TORONTO_ACTION,PHOENIX_ACTION,TORONTO_SCORE,PHOENIX_SCORE
0,1,11:44.0,Personal foul by M. Morris (drawn by J. Valančiūnas),,0,0
1,1,11:33.0,K. Lowry misses 2-pt jump shot from 15 ft,,0,0
2,1,11:30.0,Offensive rebound by J. Valančiūnas,,0,0
3,1,11:24.0,J. Valančiūnas misses 2-pt jump shot from 13 ft,,0,0
4,1,11:23.0,Offensive rebound by L. Fields,,0,0
5,1,11:18.0,K. Lowry misses 3-pt jump shot from 25 ft,,0,0
6,1,11:16.0,,Defensive rebound by G. Dragić,0,0
7,1,10:59.0,,M. Morris makes 2-pt jump shot from 8 ft (assist by E. Bledsoe),0,2
8,1,10:38.0,J. Valančiūnas makes 2-pt jump shot from 8 ft,,2,2
9,1,10:28.0,,Turnover by G. Dragić (bad pass; steal by L. Fields),2,2
10,1,10:12.0,T. Ross misses 2-pt jump shot from 13 ft,,2,2
11,1,10:10.0,,Defensive rebound by P. Tucker,2,2
12,1,9:58.0,,Turnover by M. Morris (lost ball; steal by L. Fields),2,2
13,1,9:44.0,J. Valančiūnas makes 2-pt hook shot from 6 ft (assist by K. Lowry),,4,2
14,1,9:32.0,,A. Len makes 2-pt dunk at rim (assist by M. Morris),4,4
15,1,9:10.0,A. Johnson misses 2-pt jump shot from 16 ft,,4,4
16,1,9:08.0,,Defensive rebound by E. Bledsoe,4,4
17,1,9:02.0,,G. Dragić misses 2-pt layup from 1 ft,4,4
18,1,8:58.0,Defensive rebound by J. Valančiūnas,,4,4
19,1,8:52.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by K. Lowry),,6,4
20,1,8:33.0,,Turnover by M. Morris (lost ball; steal by L. Fields),6,4
21,1,8:28.0,Turnover by L. Fields (bad pass; steal by M. Morris),,6,4
22,1,8:23.0,,G. Dragić makes 2-pt jump shot from 13 ft,6,6
23,1,8:13.0,Turnover by L. Fields (bad pass; steal by P. Tucker),,6,6
24,1,8:02.0,,E. Bledsoe makes 3-pt jump shot from 27 ft,6,9
25,1,7:45.0,L. Fields makes 2-pt layup at rim (assist by A. Johnson),,8,9
26,1,7:36.0,,P. Tucker misses 3-pt jump shot from 25 ft,8,9
27,1,7:33.0,Defensive rebound by K. Lowry,,8,9
28,1,7:32.0,Personal block foul by E. Bledsoe (drawn by K. Lowry),,8,9
29,1,7:24.0,Personal foul by A. Len (drawn by K. Lowry),,8,9
30,1,7:12.0,K. Lowry makes 2-pt jump shot from 6 ft,,10,9
31,1,7:06.0,,Turnover by E. Bledsoe (lost ball; steal by K. Lowry),10,9
32,1,6:59.0,J. Valančiūnas misses 2-pt layup from 2 ft,,10,9
33,1,6:57.0,,Defensive rebound by A. Len,10,9
34,1,6:52.0,,M. Morris misses 2-pt layup from 1 ft (block by A. Johnson),10,9
35,1,6:50.0,Defensive rebound by L. Fields,,10,9
36,1,6:46.0,T. Ross makes 3-pt jump shot from 25 ft (assist by L. Fields),,13,9
37,1,6:22.0,,G. Dragić makes 2-pt layup at rim (assist by M. Morris),13,11
38,1,5:57.0,K. Lowry misses 3-pt jump shot from 25 ft,,13,11
39,1,5:56.0,,Defensive rebound by Team,13,11
40,1,5:56.0,,Phoenix full timeout,13,11
41,1,5:45.0,,P. Tucker makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),13,14
42,1,5:21.0,Turnover by J. Valančiūnas (lost ball; steal by E. Bledsoe),,13,14
43,1,5:17.0,,G. Dragić makes 2-pt layup from 1 ft (assist by P. Tucker),13,16
