,QUARTER,TIME_REMAINING,NEW YORK_ACTION,GOLDEN STATE_ACTION,NEW YORK_SCORE,GOLDEN STATE_SCORE
64,1,5:09.0,Turnover by A. Shved (bad pass; steal by S. Curry),,16,15
65,1,4:45.0,,Turnover by Team (shot clock),16,15
66,1,4:26.0,A. Shved makes 2-pt layup from 2 ft,,18,15
67,1,4:16.0,,D. Green makes 3-pt jump shot from 26 ft (assist by S. Curry),18,18
68,1,3:58.0,A. Bargnani misses 2-pt jump shot from 9 ft,,18,18
69,1,3:57.0,Offensive rebound by C. Aldrich,,18,18
70,1,3:56.0,Shooting foul by A. Bogut (drawn by C. Aldrich),,18,18
71,1,3:56.0,C. Aldrich makes free throw 1 of 2,,19,18
72,1,3:56.0,,A. Iguodala enters the game for H. Barnes,19,18
73,1,3:56.0,T. Hardaway enters the game for A. Shved,,19,18
74,1,3:56.0,C. Aldrich makes free throw 2 of 2,,20,18
75,1,3:47.0,,K. Thompson makes 2-pt layup at rim (assist by S. Curry),20,20
76,1,3:32.0,T. Hardaway makes 2-pt layup from 1 ft (assist by A. Bargnani),,22,20
77,1,3:21.0,,S. Curry misses 3-pt jump shot from 25 ft,22,20
78,1,3:20.0,Defensive rebound by C. Aldrich,,22,20
79,1,3:08.0,A. Bargnani makes 2-pt jump shot from 15 ft (assist by C. Aldrich),,24,20
80,1,2:55.0,,A. Bogut makes 2-pt dunk at rim (assist by S. Curry),24,22
81,1,2:33.0,Turnover by C. Aldrich (traveling),,24,22
82,1,2:33.0,,Golden State full timeout,24,22
83,1,2:33.0,,M. Speights enters the game for A. Bogut,24,22
84,1,2:33.0,,J. Holiday enters the game for K. Thompson,24,22
85,1,2:33.0,J. Smith enters the game for A. Bargnani,,24,22
86,1,2:16.0,,S. Curry misses 2-pt jump shot from 7 ft (block by C. Aldrich),24,22
87,1,2:15.0,,Offensive rebound by M. Speights,24,22
88,1,2:15.0,,Shooting foul by L. Thomas (drawn by M. Speights),24,22
89,1,2:15.0,,M. Speights makes free throw 1 of 2,24,23
90,1,2:15.0,C. Early enters the game for L. Thomas,,24,23
91,1,2:15.0,,M. Speights makes free throw 2 of 2,24,24
92,1,2:01.0,C. Early misses 3-pt jump shot from 23 ft,,24,24
93,1,2:00.0,,Defensive rebound by Team,24,24
94,1,1:48.0,,M. Speights misses 2-pt jump shot from 19 ft,24,24
95,1,1:47.0,Defensive rebound by J. Smith,,24,24
96,1,1:31.0,C. Aldrich misses 2-pt hook shot from 8 ft,,24,24
97,1,1:29.0,,Defensive rebound by D. Green,24,24
98,1,1:20.0,,D. Green misses 2-pt jump shot from 3 ft (block by C. Aldrich),24,24
99,1,1:19.0,,Offensive rebound by M. Speights,24,24
100,1,1:19.0,,M. Speights makes 2-pt layup from 1 ft,24,26
101,1,1:03.0,T. Hardaway misses 3-pt jump shot from 26 ft,,24,26
102,1,1:02.0,,Defensive rebound by S. Curry,24,26
103,1,0:55.0,,D. Green misses 3-pt jump shot from 26 ft,24,26
104,1,0:53.0,Defensive rebound by T. Hardaway,,24,26
105,1,0:47.0,,D. Lee enters the game for D. Green,24,26
106,1,0:47.0,Q. Acy enters the game for C. Aldrich,,24,26
107,1,0:35.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by J. Smith),,27,26
108,1,0:31.0,,S. Curry misses 3-pt jump shot from 26 ft,27,26
109,1,0:29.0,Defensive rebound by L. Galloway,,27,26
110,1,0:05.0,J. Smith misses 3-pt jump shot from 25 ft,,27,26
111,1,0:05.0,Offensive rebound by Team,,27,26
112,1,0:05.0,Turnover by Team (shot clock),,27,26
113,1,0:02.0,,J. Holiday misses 3-pt jump shot from 26 ft (block by Q. Acy),27,26
114,1,0:01.0,Defensive rebound by T. Hardaway,,27,26
115,2,11:49.0,Personal foul by J. Holiday (drawn by C. Early),,27,26
116,2,11:43.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by Q. Acy),,30,26
117,2,11:22.0,,J. Holiday makes 2-pt jump shot from 18 ft (assist by S. Livingston),30,28
118,2,11:03.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by J. Smith),,33,28
119,2,10:44.0,,A. Iguodala makes 3-pt jump shot from 24 ft (assist by D. Lee),33,31
120,2,10:28.0,T. Hardaway misses 2-pt jump shot from 19 ft,,33,31
121,2,10:27.0,,Defensive rebound by J. Holiday,33,31
122,2,10:14.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by A. Iguodala),33,34
123,2,9:57.0,Q. Acy misses 2-pt jump shot from 19 ft,,33,34
124,2,9:56.0,,Defensive rebound by J. Holiday,33,34
125,2,9:46.0,,S. Livingston makes 2-pt jump shot from 11 ft,33,36
126,2,9:30.0,S. Larkin misses 2-pt jump shot from 21 ft,,33,36
127,2,9:29.0,,Defensive rebound by S. Livingston,33,36
128,2,9:16.0,,D. Lee makes 2-pt jump shot from 18 ft,33,38
129,2,8:55.0,T. Hardaway misses 2-pt jump shot from 6 ft,,33,38
130,2,8:54.0,,Defensive rebound by A. Iguodala,33,38
131,2,8:46.0,,Shooting foul by J. Smith (drawn by J. Holiday),33,38
132,2,8:46.0,Official timeout,,33,38
133,2,8:46.0,A. Bargnani enters the game for Q. Acy,,33,38
134,2,8:46.0,A. Shved enters the game for S. Larkin,,33,38
135,2,8:46.0,,J. Holiday makes free throw 1 of 2,33,39
136,2,8:46.0,,J. Holiday makes free throw 2 of 2,33,40
137,2,8:31.0,A. Bargnani makes 2-pt hook shot from 10 ft,,35,40
138,2,8:16.0,,S. Livingston misses 2-pt hook shot from 9 ft,35,40
139,2,8:15.0,Defensive rebound by J. Smith,,35,40
140,2,8:04.0,A. Bargnani misses 2-pt jump shot from 13 ft,,35,40
141,2,8:03.0,Offensive rebound by C. Early,,35,40
142,2,8:03.0,C. Early makes 2-pt dunk at rim,,37,40
143,2,7:49.0,,M. Speights misses 2-pt jump shot from 17 ft,37,40
144,2,7:48.0,Defensive rebound by J. Smith,,37,40
145,2,7:39.0,J. Smith misses 2-pt jump shot from 7 ft (block by M. Speights),,37,40
146,2,7:37.0,,Defensive rebound by S. Livingston,37,40
147,2,7:34.0,,A. Iguodala makes 2-pt dunk at rim (assist by S. Livingston),37,42
148,2,7:05.0,Turnover by A. Shved (lost ball; steal by A. Iguodala),,37,42
149,2,6:59.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by S. Livingston),37,45
150,2,6:35.0,Shooting foul by A. Iguodala (drawn by A. Shved),,37,45
151,2,6:35.0,A. Shved misses free throw 1 of 2,,37,45
152,2,6:35.0,Offensive rebound by Team,,37,45
153,2,6:35.0,L. Galloway enters the game for T. Hardaway,,37,45
154,2,6:35.0,A. Shved makes free throw 2 of 2,,38,45
155,2,6:20.0,,D. Lee makes 2-pt jump shot from 8 ft,38,47
156,2,5:50.0,L. Galloway makes 2-pt layup from 1 ft,,40,47
157,2,5:40.0,,D. Lee makes 2-pt layup from 1 ft (assist by M. Speights),40,49
158,2,5:32.0,New York full timeout,,40,49
159,2,5:32.0,L. Amundson enters the game for J. Smith,,40,49
160,2,5:32.0,L. Thomas enters the game for C. Early,,40,49
161,2,5:24.0,A. Bargnani makes 3-pt jump shot from 25 ft (assist by L. Galloway),,43,49
162,2,5:01.0,,Turnover by S. Livingston (bad pass; steal by L. Galloway),43,49
163,2,5:01.0,Personal foul by S. Livingston (drawn by L. Galloway),,43,49
164,2,5:01.0,,K. Thompson enters the game for J. Holiday,43,49
165,2,4:47.0,A. Bargnani misses 2-pt jump shot from 21 ft,,43,49
166,2,4:46.0,,Defensive rebound by D. Lee,43,49
167,2,4:35.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Lee),43,52
168,2,4:11.0,A. Shved misses 3-pt jump shot from 27 ft (block by S. Livingston),,43,52
169,2,4:09.0,,Defensive rebound by D. Lee,43,52
170,2,4:08.0,,Turnover by D. Lee (bad pass; steal by A. Shved),43,52
171,2,4:02.0,A. Bargnani makes 2-pt jump shot from 19 ft (assist by A. Shved),,45,52
172,2,3:49.0,,M. Speights misses 2-pt jump shot from 9 ft,45,52
173,2,3:49.0,Defensive rebound by Team,,45,52
174,2,3:49.0,,Loose ball foul by D. Lee (drawn by L. Amundson),45,52
175,2,3:49.0,,D. Green enters the game for M. Speights,45,52
176,2,3:49.0,,S. Curry enters the game for A. Iguodala,45,52
177,2,3:40.0,Turnover by A. Bargnani (lost ball; steal by D. Green),,45,52
178,2,3:36.0,,Golden State full timeout,45,52
179,2,3:28.0,,D. Lee makes 2-pt layup from 1 ft (assist by K. Thompson),45,54
180,2,3:10.0,L. Amundson makes 2-pt jump shot from 11 ft (assist by A. Shved),,47,54
181,2,3:00.0,,K. Thompson misses 2-pt jump shot from 8 ft (block by A. Shved),47,54
182,2,2:59.0,,Offensive rebound by D. Lee,47,54
183,2,2:51.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),47,57
184,2,2:35.0,Turnover by A. Bargnani (lost ball; steal by D. Green),,47,57
185,2,2:31.0,,S. Livingston makes 2-pt dunk at rim (assist by D. Green),47,59
186,2,2:16.0,L. Amundson misses 2-pt layup at rim,,47,59
187,2,2:16.0,Offensive rebound by L. Amundson,,47,59
188,2,2:15.0,L. Amundson misses 2-pt tip-in at rim (block by D. Lee),,47,59
189,2,2:15.0,Offensive rebound by L. Amundson,,47,59
190,2,2:15.0,Shooting foul by D. Lee (drawn by L. Amundson),,47,59
191,2,2:15.0,Technical foul by Team,,47,59
192,2,2:15.0,,S. Curry makes technical free throw,47,60
193,2,2:15.0,,A. Bogut enters the game for D. Lee,47,60
194,2,2:15.0,L. Amundson misses free throw 1 of 2,,47,60
195,2,2:15.0,Offensive rebound by Team,,47,60
196,2,2:15.0,L. Amundson makes free throw 2 of 2,,48,60
197,2,2:04.0,,S. Livingston makes 2-pt jump shot from 12 ft (assist by D. Green),48,62
198,2,1:50.0,L. Thomas misses 2-pt jump shot from 6 ft,,48,62
199,2,1:49.0,,Defensive rebound by D. Green,48,62
200,2,1:44.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by S. Livingston),48,65
201,2,1:23.0,A. Shved misses 2-pt layup from 1 ft,,48,65
202,2,1:22.0,,Defensive rebound by S. Curry,48,65
203,2,1:13.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by S. Livingston),48,68
204,2,1:12.0,New York full timeout,,48,68
205,2,0:57.0,L. Galloway misses 3-pt jump shot from 28 ft,,48,68
206,2,0:56.0,Offensive rebound by L. Amundson,,48,68
207,2,0:54.0,L. Amundson makes 2-pt layup from 1 ft,,50,68
208,2,0:41.0,,K. Thompson misses 3-pt jump shot from 25 ft,50,68
209,2,0:41.0,Defensive rebound by Team,,50,68
210,2,0:24.0,A. Shved misses 3-pt jump shot from 28 ft,,50,68
211,2,0:23.0,,Defensive rebound by S. Curry,50,68
212,2,0:21.0,,D. Green makes 2-pt layup at rim (assist by S. Curry),50,70
213,2,0:03.0,A. Shved makes 2-pt layup from 2 ft,,52,70
214,2,0:02.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by A. Bogut),52,73
215,3,11:42.0,L. Amundson misses 2-pt layup from 2 ft,,52,73
216,3,11:41.0,,Defensive rebound by A. Bogut,52,73
217,3,11:25.0,,S. Curry misses 2-pt jump shot from 11 ft,52,73
218,3,11:24.0,Defensive rebound by L. Amundson,,52,73
219,3,11:15.0,A. Shved makes 3-pt jump shot from 25 ft (assist by A. Bargnani),,55,73
220,3,11:00.0,,K. Thompson makes 2-pt layup from 1 ft,55,75
221,3,10:40.0,L. Amundson misses 2-pt layup from 1 ft,,55,75
222,3,10:39.0,,Defensive rebound by D. Green,55,75
223,3,10:38.0,,Personal foul by A. Shved (drawn by D. Green),55,75
224,3,10:27.0,,H. Barnes misses 2-pt jump shot from 9 ft,55,75
225,3,10:25.0,Defensive rebound by A. Shved,,55,75
226,3,10:15.0,Turnover by L. Amundson (lost ball; steal by S. Curry),,55,75
227,3,10:04.0,,D. Green makes 3-pt jump shot from 26 ft (assist by S. Curry),55,78
228,3,10:02.0,New York full timeout,,55,78
229,3,10:02.0,C. Early enters the game for L. Amundson,,55,78
230,3,9:52.0,Shooting foul by K. Thompson (drawn by A. Shved),,55,78
231,3,9:52.0,A. Shved misses free throw 1 of 2,,55,78
232,3,9:52.0,Offensive rebound by Team,,55,78
233,3,9:52.0,A. Shved makes free throw 2 of 2,,56,78
234,3,9:39.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),56,81
235,3,9:23.0,L. Galloway misses 3-pt jump shot from 26 ft,,56,81
236,3,9:22.0,Offensive rebound by L. Thomas,,56,81
237,3,9:15.0,C. Early makes 2-pt jump shot from 14 ft (assist by A. Shved),,58,81
238,3,9:05.0,Offensive charge foul by S. Curry (drawn by C. Early),,58,81
239,3,9:05.0,,Turnover by S. Curry (offensive foul),58,81
240,3,8:48.0,L. Thomas makes 2-pt layup from 1 ft (assist by A. Shved),,60,81
241,3,8:40.0,,Personal foul by L. Galloway (drawn by H. Barnes),60,81
242,3,8:38.0,,K. Thompson misses 2-pt jump shot from 3 ft,60,81
243,3,8:36.0,,Offensive rebound by Team,60,81
244,3,8:33.0,,Shooting foul by C. Early (drawn by H. Barnes),60,81
245,3,8:33.0,,H. Barnes misses free throw 1 of 2,60,81
246,3,8:33.0,,Offensive rebound by Team,60,81
247,3,8:33.0,,H. Barnes makes free throw 2 of 2,60,82
248,3,8:17.0,Turnover by A. Shved (bad pass; steal by D. Green),,60,82
249,3,8:12.0,,Turnover by H. Barnes (lost ball; steal by L. Galloway),60,82
250,3,8:04.0,C. Early misses 3-pt jump shot from 23 ft,,60,82
251,3,8:03.0,,Defensive rebound by H. Barnes,60,82
252,3,7:50.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by A. Bogut),60,85
253,3,7:33.0,L. Thomas misses 2-pt jump shot from 16 ft,,60,85
254,3,7:32.0,,Defensive rebound by K. Thompson,60,85
255,3,7:27.0,,Personal foul by L. Thomas (drawn by D. Green),60,85
256,3,7:27.0,T. Hardaway enters the game for A. Shved,,60,85
257,3,7:23.0,,Turnover by H. Barnes (traveling),60,85
258,3,7:08.0,A. Bargnani makes 2-pt jump shot from 11 ft,,62,85
259,3,6:56.0,,S. Curry misses 3-pt jump shot from 25 ft,62,85
260,3,6:55.0,Defensive rebound by A. Bargnani,,62,85
261,3,6:42.0,L. Thomas makes 2-pt jump shot from 16 ft (assist by T. Hardaway),,64,85
262,3,6:33.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),64,88
263,3,6:14.0,L. Thomas misses 2-pt jump shot from 14 ft,,64,88
264,3,6:13.0,,Defensive rebound by D. Green,64,88
265,3,6:03.0,,A. Bogut misses 2-pt layup from 2 ft (block by A. Bargnani),64,88
266,3,6:01.0,,Offensive rebound by A. Bogut,64,88
267,3,5:58.0,,D. Green makes 2-pt dunk at rim (assist by A. Bogut),64,90
268,3,5:39.0,T. Hardaway misses 3-pt jump shot from 25 ft,,64,90
269,3,5:38.0,,Defensive rebound by A. Bogut,64,90
270,3,5:26.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by S. Curry),64,93
271,3,5:25.0,New York full timeout,,64,93
272,3,5:25.0,T. Wear enters the game for L. Thomas,,64,93
273,3,5:07.0,Turnover by T. Hardaway (lost ball; steal by S. Curry),,64,93
274,3,5:02.0,,S. Curry makes 2-pt layup from 1 ft,64,95
275,3,4:58.0,Personal take foul by D. Green (drawn by T. Hardaway),,64,95
276,3,4:48.0,Shooting foul by A. Bogut (drawn by A. Bargnani),,64,95
277,3,4:48.0,A. Bargnani misses free throw 1 of 2,,64,95
278,3,4:48.0,Offensive rebound by Team,,64,95
279,3,4:48.0,A. Bargnani makes free throw 2 of 2,,65,95
280,3,4:34.0,,S. Curry makes 3-pt jump shot from 25 ft,65,98
281,3,4:15.0,T. Wear makes 2-pt jump shot from 20 ft (assist by T. Hardaway),,67,98
282,3,4:00.0,,S. Curry makes 2-pt layup from 1 ft,67,100
283,3,3:45.0,T. Wear misses 3-pt jump shot from 26 ft,,67,100
284,3,3:45.0,,Defensive rebound by A. Bogut,67,100
285,3,3:33.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by D. Green),67,103
286,3,3:14.0,A. Bargnani makes 2-pt jump shot from 17 ft (assist by T. Wear),,69,103
287,3,3:06.0,,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),69,105
288,3,2:44.0,C. Early misses 2-pt layup from 1 ft,,69,105
289,3,2:43.0,,Defensive rebound by H. Barnes,69,105
290,3,2:38.0,,H. Barnes makes 2-pt layup at rim,69,107
291,3,2:18.0,C. Early misses 2-pt jump shot from 18 ft,,69,107
292,3,2:17.0,,Defensive rebound by D. Green,69,107
293,3,2:01.0,,Shooting foul by T. Wear (drawn by S. Curry),69,107
294,3,2:01.0,,Golden State full timeout,69,107
295,3,2:01.0,S. Larkin enters the game for L. Galloway,,69,107
296,3,2:01.0,J. Smith enters the game for A. Bargnani,,69,107
297,3,2:01.0,,M. Speights enters the game for A. Bogut,69,107
298,3,2:01.0,,S. Curry makes free throw 1 of 2,69,108
299,3,2:01.0,,S. Curry makes free throw 2 of 2,69,109
300,3,1:49.0,,D. Lee enters the game for D. Green,69,109
301,3,1:48.0,Turnover by C. Early (bad pass; steal by M. Speights),,69,109
302,3,1:32.0,,K. Thompson misses 3-pt jump shot from 26 ft,69,109
303,3,1:31.0,Defensive rebound by C. Early,,69,109
304,3,1:14.0,S. Larkin makes 2-pt layup from 2 ft (assist by T. Wear),,71,109
305,3,1:00.0,,K. Thompson misses 3-pt jump shot from 24 ft,71,109
306,3,1:00.0,Defensive rebound by T. Wear,,71,109
307,3,0:54.0,,Offensive charge foul by T. Hardaway (drawn by M. Speights),71,109
308,3,0:54.0,Turnover by T. Hardaway (offensive foul),,71,109
309,3,0:54.0,,J. Holiday enters the game for K. Thompson,71,109
310,3,0:54.0,,S. Livingston enters the game for S. Curry,71,109
311,3,0:39.0,,Shooting foul by S. Larkin (drawn by M. Speights),71,109
312,3,0:39.0,,M. Speights makes free throw 1 of 2,71,110
313,3,0:39.0,,M. Speights makes free throw 2 of 2,71,111
314,3,0:27.0,S. Larkin makes 2-pt jump shot from 15 ft,,73,111
315,3,0:02.0,,M. Speights misses 2-pt layup from 2 ft,73,111
316,3,0:02.0,,Offensive rebound by Team,73,111
317,3,0:02.0,,Turnover by Team (shot clock),73,111
318,4,11:45.0,,M. Speights misses 2-pt jump shot from 18 ft,73,111
319,4,11:44.0,Defensive rebound by T. Hardaway,,73,111
320,4,11:35.0,Q. Acy makes 2-pt layup from 2 ft (assist by T. Hardaway),,75,111
321,4,11:20.0,,M. Speights makes 2-pt jump shot from 14 ft (assist by S. Livingston),75,113
322,4,11:20.0,,Shooting foul by J. Smith (drawn by M. Speights),75,113
323,4,11:20.0,,M. Speights makes free throw 1 of 1,75,114
324,4,11:03.0,Q. Acy misses 2-pt jump shot from 13 ft,,75,114
325,4,10:59.0,Offensive rebound by T. Wear,,75,114
326,4,10:58.0,T. Wear misses 2-pt layup at rim,,75,114
327,4,10:56.0,Offensive rebound by T. Wear,,75,114
328,4,10:56.0,T. Wear makes 2-pt tip-in at rim,,77,114
329,4,10:50.0,,Personal take foul by Q. Acy (drawn by D. Lee),77,114
330,4,10:50.0,C. Aldrich enters the game for J. Smith,,77,114
331,4,10:42.0,,M. Speights misses 2-pt jump shot from 4 ft,77,114
332,4,10:41.0,Defensive rebound by Q. Acy,,77,114
333,4,10:32.0,Q. Acy misses 3-pt jump shot from 25 ft,,77,114
334,4,10:30.0,Offensive rebound by C. Aldrich,,77,114
335,4,10:27.0,T. Hardaway makes 3-pt jump shot from 26 ft (assist by C. Aldrich),,80,114
336,4,10:09.0,,S. Livingston makes 2-pt jump shot from 10 ft,80,116
337,4,9:53.0,T. Hardaway misses 3-pt jump shot from 27 ft,,80,116
338,4,9:52.0,Offensive rebound by S. Larkin,,80,116
339,4,9:35.0,Turnover by S. Larkin (bad pass; steal by J. Holiday),,80,116
340,4,9:33.0,,Personal take foul by T. Hardaway (drawn by A. Iguodala),80,116
341,4,9:25.0,,A. Iguodala misses 3-pt jump shot from 26 ft,80,116
342,4,9:23.0,Defensive rebound by T. Hardaway,,80,116
343,4,9:18.0,T. Hardaway makes 2-pt jump shot from 19 ft,,82,116
344,4,9:04.0,,A. Iguodala misses 3-pt jump shot from 27 ft,82,116
345,4,9:03.0,Defensive rebound by Q. Acy,,82,116
346,4,8:50.0,Turnover by S. Larkin (lost ball; steal by S. Livingston),,82,116
347,4,8:37.0,,Personal foul by T. Wear (drawn by A. Iguodala),82,116
348,4,8:37.0,Official timeout,,82,116
349,4,8:37.0,C. Early enters the game for T. Hardaway,,82,116
350,4,8:30.0,,Turnover by D. Lee (lost ball; steal by C. Aldrich),82,116
351,4,8:14.0,Personal foul by D. Lee (drawn by C. Aldrich),,82,116
352,4,8:06.0,T. Wear misses 2-pt jump shot from 18 ft,,82,116
353,4,8:04.0,Offensive rebound by C. Early,,82,116
354,4,8:04.0,C. Early misses 2-pt tip-in at rim,,82,116
355,4,8:02.0,,Defensive rebound by S. Livingston,82,116
356,4,7:54.0,,S. Livingston misses 2-pt jump shot from 3 ft (block by C. Aldrich),82,116
357,4,7:52.0,,Offensive rebound by S. Livingston,82,116
358,4,7:51.0,,Turnover by S. Livingston (lost ball),82,116
359,4,7:37.0,S. Larkin misses 2-pt jump shot from 20 ft,,82,116
360,4,7:35.0,Offensive rebound by T. Wear,,82,116
361,4,7:21.0,,F. Ezeli enters the game for M. Speights,82,116
362,4,7:21.0,C. Aldrich misses 2-pt jump shot from 7 ft (block by A. Iguodala),,82,116
363,4,7:21.0,,Defensive rebound by Team,82,116
364,4,7:15.0,,A. Iguodala makes 2-pt layup from 1 ft (assist by S. Livingston),82,118
365,4,6:58.0,T. Wear misses 3-pt jump shot from 25 ft,,82,118
366,4,6:57.0,Offensive rebound by C. Aldrich,,82,118
367,4,6:53.0,T. Wear misses 2-pt hook shot from 10 ft,,82,118
368,4,6:51.0,,Defensive rebound by S. Livingston,82,118
369,4,6:45.0,,D. Lee makes 2-pt layup at rim (assist by A. Iguodala),82,120
370,4,6:43.0,New York full timeout,,82,120
371,4,6:43.0,,L. Barbosa enters the game for S. Livingston,82,120
372,4,6:32.0,C. Aldrich misses 2-pt hook shot from 8 ft,,82,120
373,4,6:31.0,Offensive rebound by C. Aldrich,,82,120
374,4,6:22.0,C. Early makes 2-pt layup from 1 ft (assist by C. Aldrich),,84,120
375,4,6:05.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by A. Iguodala),84,123
376,4,5:46.0,,B. Rush enters the game for A. Iguodala,84,123
377,4,5:37.0,S. Larkin misses 2-pt jump shot from 15 ft,,84,123
378,4,5:36.0,,Defensive rebound by D. Lee,84,123
379,4,5:26.0,,B. Rush misses 2-pt jump shot from 18 ft,84,123
380,4,5:25.0,,Offensive rebound by B. Rush,84,123
381,4,5:12.0,,L. Barbosa misses 2-pt layup from 1 ft,84,123
