,QUARTER,TIME_REMAINING,ORLANDO_ACTION,LA CLIPPERS_ACTION,ORLANDO_SCORE,LA CLIPPERS_SCORE
27,1,8:12.0,,B. Griffin makes 2-pt hook shot from 7 ft,3,16
28,1,7:48.0,C. Frye misses 2-pt jump shot from 22 ft,,3,16
29,1,7:47.0,,Defensive rebound by B. Griffin,3,16
30,1,7:43.0,,D. Jordan makes 2-pt layup at rim (assist by C. Paul),3,18
31,1,7:23.0,E. Fournier makes 2-pt jump shot from 8 ft (assist by C. Frye),,5,18
32,1,7:12.0,,Turnover by C. Paul (lost ball; steal by T. Harris),5,18
33,1,6:58.0,V. Oladipo misses 2-pt layup at rim,,5,18
34,1,6:57.0,,Defensive rebound by C. Paul,5,18
35,1,6:46.0,,B. Griffin makes 2-pt jump shot from 16 ft (assist by C. Paul),5,20
36,1,6:26.0,T. Harris misses 2-pt jump shot from 8 ft,,5,20
37,1,6:25.0,,Defensive rebound by B. Griffin,5,20
38,1,6:14.0,,Turnover by B. Griffin (lost ball; steal by C. Frye),5,20
39,1,5:51.0,T. Harris makes 2-pt jump shot from 14 ft (assist by E. Payton),,7,20
40,1,5:31.0,,J. Redick makes 2-pt jump shot from 15 ft (assist by B. Griffin),7,22
41,1,5:19.0,Def 3 sec tech foul by D. Jordan,,7,22
42,1,5:19.0,T. Harris misses technical free throw,,7,22
43,1,5:19.0,Offensive rebound by Team,,7,22
44,1,5:19.0,,J. Crawford enters the game for M. Barnes,7,22
45,1,5:08.0,V. Oladipo misses 2-pt layup from 1 ft (block by D. Jordan),,7,22
46,1,5:05.0,,Defensive rebound by D. Jordan,7,22
47,1,5:00.0,,Turnover by J. Crawford (bad pass),7,22
48,1,4:48.0,E. Fournier makes 2-pt dunk at rim,,9,22
49,1,4:23.0,,Turnover by B. Griffin (lost ball; steal by V. Oladipo),9,22
50,1,4:21.0,Shooting foul by J. Redick (drawn by V. Oladipo),,9,22
51,1,4:21.0,V. Oladipo makes free throw 1 of 2,,10,22
52,1,4:21.0,V. Oladipo makes free throw 2 of 2,,11,22
53,1,4:06.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),11,24
54,1,4:00.0,Shooting foul by J. Crawford (drawn by E. Payton),,11,24
55,1,4:00.0,E. Payton misses free throw 1 of 2,,11,24
56,1,4:00.0,Offensive rebound by Team,,11,24
57,1,4:00.0,E. Payton misses free throw 2 of 2,,11,24
58,1,4:00.0,,Defensive rebound by Team,11,24
59,1,3:47.0,,D. Jordan misses 2-pt dunk from 1 ft,11,24
60,1,3:45.0,Defensive rebound by V. Oladipo,,11,24
61,1,3:43.0,Shooting foul by B. Griffin (drawn by V. Oladipo),,11,24
62,1,3:43.0,V. Oladipo misses free throw 1 of 2,,11,24
63,1,3:43.0,Offensive rebound by Team,,11,24
64,1,3:43.0,V. Oladipo makes free throw 2 of 2,,12,24
65,1,3:32.0,,C. Paul makes 2-pt jump shot from 10 ft,12,26
66,1,3:15.0,T. Harris makes 3-pt jump shot from 25 ft (assist by C. Frye),,15,26
67,1,3:00.0,,Shooting foul by E. Fournier (drawn by J. Redick),15,26
68,1,3:00.0,,J. Redick makes free throw 1 of 2,15,27
69,1,3:00.0,,S. Hawes enters the game for D. Jordan,15,27
70,1,3:00.0,W. Green enters the game for E. Fournier,,15,27
71,1,3:00.0,K. O'Quinn enters the game for C. Frye,,15,27
72,1,3:00.0,B. Gordon enters the game for V. Oladipo,,15,27
73,1,3:00.0,,J. Redick makes free throw 2 of 2,15,28
74,1,2:49.0,K. O'Quinn makes 2-pt jump shot from 11 ft (assist by E. Payton),,17,28
75,1,2:33.0,,B. Griffin makes 2-pt jump shot from 16 ft,17,30
76,1,2:16.0,K. O'Quinn makes 2-pt layup from 1 ft,,19,30
77,1,2:11.0,,Turnover by S. Hawes (bad pass; steal by E. Payton),19,30
78,1,2:05.0,T. Harris makes 2-pt layup from 1 ft (assist by E. Payton),,21,30
79,1,1:50.0,,B. Griffin misses 2-pt jump shot from 17 ft,21,30
80,1,1:49.0,Defensive rebound by T. Harris,,21,30
81,1,1:33.0,W. Green misses 3-pt jump shot from 25 ft,,21,30
82,1,1:32.0,,Defensive rebound by C. Paul,21,30
83,1,1:32.0,,Personal foul by E. Payton (drawn by C. Paul),21,30
84,1,1:32.0,,LA Clippers full timeout,21,30
85,1,1:32.0,,J. Farmar enters the game for J. Redick,21,30
86,1,1:17.0,,J. Farmar misses 3-pt jump shot from 26 ft,21,30
87,1,1:16.0,Defensive rebound by T. Harris,,21,30
88,1,0:56.0,B. Gordon misses 2-pt jump shot from 20 ft,,21,30
89,1,0:55.0,,Defensive rebound by S. Hawes,21,30
90,1,0:44.0,,Turnover by S. Hawes (bad pass; steal by K. O'Quinn),21,30
91,1,0:31.0,T. Harris misses 2-pt jump shot from 16 ft,,21,30
92,1,0:29.0,,Defensive rebound by Team,21,30
93,1,0:29.0,Loose ball foul by E. Payton (drawn by J. Farmar),,21,30
94,1,0:29.0,,J. Farmar misses free throw 1 of 2,21,30
95,1,0:29.0,,Offensive rebound by Team,21,30
96,1,0:29.0,C. Frye enters the game for T. Harris,,21,30
97,1,0:29.0,,H. Türkoğlu enters the game for B. Griffin,21,30
98,1,0:29.0,,M. Barnes enters the game for C. Paul,21,30
99,1,0:29.0,,J. Farmar makes free throw 2 of 2,21,31
100,1,0:09.0,K. O'Quinn makes 2-pt layup from 2 ft (assist by E. Payton),,23,31
101,1,0:01.0,,S. Hawes misses 3-pt jump shot from 25 ft,23,31
102,1,0:00.0,,Offensive rebound by Team,23,31
103,2,11:43.0,W. Green misses 2-pt hook shot from 7 ft,,23,31
104,2,11:41.0,,Defensive rebound by S. Hawes,23,31
105,2,11:23.0,,S. Hawes makes 2-pt dunk from 2 ft (assist by J. Farmar),23,33
106,2,11:07.0,E. Payton misses 2-pt jump shot from 3 ft,,23,33
107,2,11:05.0,,Defensive rebound by H. Türkoğlu,23,33
108,2,10:49.0,,H. Türkoğlu misses 2-pt jump shot from 16 ft,23,33
109,2,10:48.0,Defensive rebound by D. Dedmon,,23,33
110,2,10:38.0,Turnover by B. Gordon (lost ball; steal by S. Hawes),,23,33
111,2,10:34.0,,M. Barnes makes 2-pt layup from 3 ft (assist by S. Hawes),23,35
112,2,10:34.0,,Shooting foul by C. Frye (drawn by M. Barnes),23,35
113,2,10:34.0,,M. Barnes makes free throw 1 of 1,23,36
114,2,10:18.0,C. Frye makes 3-pt jump shot from 25 ft (assist by W. Green),,26,36
115,2,10:02.0,,Turnover by J. Farmar (lost ball; steal by D. Dedmon),26,36
116,2,9:50.0,B. Gordon makes 2-pt layup from 3 ft,,28,36
117,2,9:32.0,,H. Türkoğlu misses 3-pt jump shot from 26 ft,28,36
118,2,9:31.0,Defensive rebound by W. Green,,28,36
119,2,9:24.0,W. Green misses 2-pt jump shot from 17 ft,,28,36
120,2,9:23.0,Offensive rebound by E. Payton,,28,36
121,2,9:23.0,Shooting foul by J. Farmar (drawn by E. Payton),,28,36
122,2,9:23.0,E. Payton misses free throw 1 of 2,,28,36
123,2,9:23.0,Offensive rebound by Team,,28,36
124,2,9:23.0,E. Payton misses free throw 2 of 2,,28,36
125,2,9:22.0,,Defensive rebound by S. Hawes,28,36
126,2,9:11.0,,Turnover by J. Crawford (bad pass),28,36
127,2,9:02.0,D. Dedmon makes 2-pt dunk at rim (assist by E. Payton),,30,36
128,2,8:53.0,,LA Clippers full timeout,30,36
129,2,8:53.0,Official timeout,,30,36
130,2,8:42.0,,Personal block foul by D. Dedmon (drawn by J. Farmar),30,36
131,2,8:31.0,,S. Hawes makes 2-pt dunk at rim (assist by J. Crawford),30,38
132,2,8:16.0,Offensive foul by C. Frye (drawn by H. Türkoğlu),,30,38
133,2,8:16.0,Turnover by C. Frye (offensive foul),,30,38
134,2,8:16.0,E. Fournier enters the game for W. Green,,30,38
135,2,8:06.0,,J. Crawford misses 3-pt jump shot from 26 ft,30,38
136,2,8:05.0,Defensive rebound by D. Dedmon,,30,38
137,2,7:55.0,Personal foul by M. Barnes (drawn by D. Dedmon),,30,38
138,2,7:55.0,,D. Jordan enters the game for S. Hawes,30,38
139,2,7:40.0,E. Fournier makes 3-pt jump shot from 26 ft (assist by B. Gordon),,33,38
140,2,7:15.0,,H. Türkoğlu misses 3-pt jump shot from 24 ft,33,38
141,2,7:13.0,Defensive rebound by D. Dedmon,,33,38
142,2,7:01.0,B. Gordon makes 2-pt jump shot from 12 ft,,35,38
143,2,6:47.0,,J. Farmar misses 2-pt jump shot from 10 ft,35,38
144,2,6:46.0,Defensive rebound by C. Frye,,35,38
145,2,6:44.0,Turnover by C. Frye (lost ball; steal by H. Türkoğlu),,35,38
146,2,6:37.0,,J. Crawford misses 3-pt jump shot from 23 ft,35,38
147,2,6:34.0,Defensive rebound by E. Fournier,,35,38
148,2,6:14.0,Personal foul by M. Barnes (drawn by E. Fournier),,35,38
149,2,6:14.0,V. Oladipo enters the game for E. Payton,,35,38
150,2,6:14.0,,C. Paul enters the game for J. Farmar,35,38
151,2,6:14.0,,B. Griffin enters the game for H. Türkoğlu,35,38
152,2,6:14.0,,J. Redick enters the game for J. Crawford,35,38
153,2,6:14.0,T. Harris enters the game for D. Dedmon,,35,38
154,2,6:07.0,C. Frye misses 3-pt jump shot from 25 ft,,35,38
155,2,6:05.0,,Defensive rebound by B. Griffin,35,38
156,2,6:01.0,,Personal foul by C. Frye (drawn by D. Jordan),35,38
157,2,6:01.0,K. O'Quinn enters the game for C. Frye,,35,38
158,2,5:54.0,,Shooting foul by K. O'Quinn (drawn by B. Griffin),35,38
159,2,5:54.0,,LA Clippers full timeout,35,38
160,2,5:54.0,K. O'Quinn ejected from game,,35,38
161,2,5:54.0,D. Dedmon enters the game for K. O'Quinn,,35,38
162,2,5:54.0,,B. Griffin makes free throw 1 of 2,35,39
163,2,5:54.0,,B. Griffin misses free throw 2 of 2,35,39
164,2,5:45.0,,Offensive rebound by B. Griffin,35,39
165,2,5:45.0,,B. Griffin misses 2-pt hook shot from 8 ft,35,39
166,2,5:43.0,,Offensive rebound by D. Jordan,35,39
167,2,5:43.0,,D. Jordan misses 2-pt tip-in from 1 ft,35,39
168,2,5:43.0,,Offensive rebound by Team,35,39
169,2,5:33.0,,J. Redick makes 2-pt jump shot from 21 ft (assist by C. Paul),35,41
170,2,5:10.0,T. Harris makes 2-pt layup from 2 ft,,37,41
171,2,4:59.0,,C. Paul makes 3-pt jump shot from 25 ft (assist by B. Griffin),37,44
172,2,4:35.0,B. Gordon misses 3-pt jump shot from 24 ft,,37,44
173,2,4:34.0,,Defensive rebound by D. Jordan,37,44
174,2,4:27.0,,C. Paul makes 2-pt jump shot from 16 ft,37,46
175,2,4:20.0,Orlando full timeout,,37,46
176,2,4:20.0,E. Payton enters the game for B. Gordon,,37,46
177,2,4:06.0,E. Payton makes 2-pt layup from 2 ft,,39,46
178,2,3:58.0,,Shooting foul by E. Payton (drawn by M. Barnes),39,46
179,2,3:58.0,,M. Barnes makes free throw 1 of 2,39,47
180,2,3:58.0,,M. Barnes makes free throw 2 of 2,39,48
181,2,3:45.0,Turnover by E. Payton (lost ball; steal by B. Griffin),,39,48
182,2,3:43.0,,Turnover by B. Griffin (traveling),39,48
183,2,3:25.0,V. Oladipo misses 2-pt jump shot from 20 ft,,39,48
184,2,3:23.0,,Defensive rebound by M. Barnes,39,48
185,2,3:23.0,D. Dedmon misses 2-pt tip-in from 1 ft,,39,48
186,2,3:23.0,Offensive rebound by D. Dedmon,,39,48
187,2,3:18.0,,C. Paul misses 3-pt jump shot from 25 ft,39,48
188,2,3:17.0,,Offensive rebound by Team,39,48
189,2,3:17.0,Loose ball foul by D. Dedmon (drawn by D. Jordan),,39,48
190,2,3:17.0,,D. Jordan misses free throw 1 of 2,39,48
191,2,3:17.0,,Offensive rebound by Team,39,48
192,2,3:17.0,,D. Jordan misses free throw 2 of 2,39,48
193,2,3:16.0,Defensive rebound by T. Harris,,39,48
194,2,3:02.0,E. Fournier makes 2-pt jump shot from 9 ft,,41,48
195,2,2:40.0,,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),41,50
196,2,2:21.0,E. Fournier misses 2-pt jump shot from 17 ft,,41,50
197,2,2:20.0,,Defensive rebound by B. Griffin,41,50
198,2,2:13.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by M. Barnes),41,53
199,2,1:53.0,E. Payton makes 2-pt layup from 2 ft (assist by D. Dedmon),,43,53
200,2,1:38.0,,Personal foul by V. Oladipo (drawn by C. Paul),43,53
201,2,1:38.0,,C. Paul makes free throw 1 of 2,43,54
202,2,1:38.0,,J. Crawford enters the game for M. Barnes,43,54
203,2,1:38.0,,C. Paul makes free throw 2 of 2,43,55
204,2,1:18.0,Shooting foul by J. Crawford (drawn by E. Payton),,43,55
205,2,1:18.0,E. Payton misses free throw 1 of 2,,43,55
206,2,1:18.0,Offensive rebound by Team,,43,55
207,2,1:18.0,E. Payton misses free throw 2 of 2,,43,55
208,2,1:17.0,,Defensive rebound by D. Jordan,43,55
209,2,1:14.0,,Personal take foul by E. Fournier (drawn by D. Jordan),43,55
210,2,1:14.0,,D. Jordan misses free throw 1 of 2,43,55
211,2,1:14.0,,Offensive rebound by Team,43,55
212,2,1:14.0,,D. Jordan makes free throw 2 of 2,43,56
213,2,0:55.0,Shooting foul by J. Crawford (drawn by E. Payton),,43,56
214,2,0:55.0,E. Payton makes free throw 1 of 2,,44,56
215,2,0:55.0,E. Payton misses free throw 2 of 2,,44,56
216,2,0:55.0,Offensive rebound by Team,,44,56
217,2,0:53.0,Turnover by D. Dedmon (offensive goaltending),,44,56
218,2,0:53.0,,Personal take foul by T. Harris (drawn by D. Jordan),44,56
219,2,0:53.0,,D. Jordan misses free throw 1 of 2,44,56
220,2,0:53.0,,Offensive rebound by Team,44,56
221,2,0:53.0,,M. Barnes enters the game for J. Crawford,44,56
222,2,0:53.0,,D. Jordan makes free throw 2 of 2,44,57
223,2,0:42.0,E. Fournier misses 2-pt jump shot from 9 ft (block by M. Barnes),,44,57
224,2,0:40.0,,Defensive rebound by B. Griffin,44,57
225,2,0:30.0,,C. Paul misses 3-pt jump shot from 25 ft,44,57
226,2,0:29.0,Defensive rebound by T. Harris,,44,57
227,2,0:08.0,E. Payton misses 2-pt jump shot from 10 ft (block by D. Jordan),,44,57
228,2,0:06.0,,Defensive rebound by C. Paul,44,57
229,2,0:01.0,,Turnover by M. Barnes (bad pass; steal by T. Harris),44,57
230,2,0:01.0,T. Harris misses 3-pt jump shot from 59 ft,,44,57
231,2,0:00.0,Offensive rebound by Team,,44,57
232,3,11:48.0,C. Frye misses 3-pt jump shot from 24 ft,,44,57
233,3,11:47.0,,Defensive rebound by D. Jordan,44,57
234,3,11:35.0,,D. Jordan makes 2-pt layup from 2 ft (assist by M. Barnes),44,59
235,3,11:25.0,E. Fournier misses 2-pt layup from 1 ft,,44,59
236,3,11:23.0,Offensive rebound by C. Frye,,44,59
237,3,11:20.0,C. Frye misses 2-pt hook shot from 4 ft,,44,59
238,3,11:16.0,,Defensive rebound by D. Jordan,44,59
239,3,11:11.0,,M. Barnes makes 2-pt jump shot from 18 ft (assist by C. Paul),44,61
240,3,11:01.0,T. Harris makes 2-pt jump shot from 17 ft (assist by E. Fournier),,46,61
241,3,10:42.0,,D. Jordan misses 2-pt jump shot from 6 ft,46,61
242,3,10:40.0,Defensive rebound by T. Harris,,46,61
243,3,10:33.0,T. Harris makes 2-pt layup from 2 ft,,48,61
244,3,10:16.0,,B. Griffin misses 2-pt jump shot from 19 ft,48,61
245,3,10:14.0,Defensive rebound by C. Frye,,48,61
246,3,10:05.0,E. Fournier misses 3-pt jump shot from 23 ft,,48,61
247,3,10:03.0,,Defensive rebound by M. Barnes,48,61
248,3,9:54.0,,C. Paul makes 2-pt jump shot from 10 ft,48,63
249,3,9:39.0,V. Oladipo misses 2-pt jump shot from 20 ft,,48,63
250,3,9:38.0,,Defensive rebound by D. Jordan,48,63
251,3,9:27.0,,J. Redick misses 3-pt jump shot from 26 ft,48,63
252,3,9:25.0,Defensive rebound by T. Harris,,48,63
253,3,9:09.0,E. Payton makes 2-pt jump shot from 3 ft,,50,63
254,3,9:09.0,Shooting foul by M. Barnes (drawn by E. Payton),,50,63
255,3,9:09.0,E. Payton makes free throw 1 of 1,,51,63
256,3,8:58.0,,Personal foul by T. Harris (drawn by C. Paul),51,63
257,3,8:45.0,,C. Paul makes 3-pt jump shot from 26 ft,51,66
258,3,8:32.0,Turnover by E. Fournier (bad pass; steal by C. Paul),,51,66
259,3,8:32.0,,Personal take foul by T. Harris (drawn by C. Paul),51,66
260,3,8:11.0,,M. Barnes misses 3-pt jump shot from 22 ft,51,66
261,3,8:09.0,Defensive rebound by T. Harris,,51,66
262,3,7:55.0,V. Oladipo misses 2-pt jump shot from 17 ft,,51,66
263,3,7:54.0,,Defensive rebound by C. Paul,51,66
264,3,7:48.0,,B. Griffin misses 2-pt dunk from 1 ft (block by V. Oladipo),51,66
265,3,7:48.0,Defensive rebound by Team,,51,66
266,3,7:31.0,Turnover by C. Frye (traveling),,51,66
267,3,7:19.0,,C. Paul misses 2-pt jump shot from 16 ft,51,66
268,3,7:17.0,Defensive rebound by T. Harris,,51,66
269,3,7:05.0,E. Payton misses 2-pt layup from 2 ft (block by J. Redick),,51,66
270,3,7:01.0,,Defensive rebound by C. Paul,51,66
271,3,6:57.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),51,69
272,3,6:56.0,Orlando full timeout,,51,69
273,3,6:56.0,M. Harkless enters the game for E. Fournier,,51,69
274,3,6:45.0,Shooting foul by M. Barnes (drawn by V. Oladipo),,51,69
275,3,6:45.0,V. Oladipo misses free throw 1 of 2,,51,69
276,3,6:45.0,Offensive rebound by Team,,51,69
277,3,6:45.0,V. Oladipo makes free throw 2 of 2,,52,69
278,3,6:31.0,,J. Redick misses 2-pt jump shot from 19 ft,52,69
279,3,6:30.0,Defensive rebound by M. Harkless,,52,69
280,3,6:16.0,V. Oladipo misses 2-pt layup from 3 ft,,52,69
281,3,6:15.0,,Defensive rebound by D. Jordan,52,69
282,3,6:05.0,,B. Griffin makes 2-pt jump shot from 15 ft (assist by C. Paul),52,71
283,3,5:41.0,Turnover by T. Harris (lost ball; steal by B. Griffin),,52,71
284,3,5:30.0,,C. Paul makes 2-pt jump shot from 15 ft,52,73
285,3,5:12.0,T. Harris misses 2-pt jump shot from 21 ft,,52,73
286,3,5:11.0,,Defensive rebound by D. Jordan,52,73
287,3,5:02.0,,B. Griffin misses 2-pt jump shot from 16 ft,52,73
288,3,5:01.0,,Offensive rebound by D. Jordan,52,73
289,3,5:00.0,D. Dedmon enters the game for C. Frye,,52,73
290,3,5:00.0,A. Nicholson enters the game for T. Harris,,52,73
291,3,4:55.0,,M. Barnes makes 2-pt layup from 1 ft (assist by B. Griffin),52,75
292,3,4:42.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by E. Payton),,55,75
293,3,4:22.0,,Turnover by M. Barnes (bad pass),55,75
294,3,4:01.0,A. Nicholson misses 2-pt jump shot from 20 ft,,55,75
295,3,4:00.0,,Defensive rebound by D. Jordan,55,75
296,3,3:57.0,,Turnover by D. Jordan (bad pass),55,75
297,3,3:57.0,,J. Crawford enters the game for M. Barnes,55,75
298,3,3:45.0,Shooting foul by J. Redick (drawn by V. Oladipo),,55,75
299,3,3:45.0,V. Oladipo makes free throw 1 of 2,,56,75
300,3,3:45.0,V. Oladipo makes free throw 2 of 2,,57,75
301,3,3:21.0,,J. Crawford misses 3-pt jump shot from 29 ft,57,75
302,3,3:19.0,,Offensive rebound by D. Jordan,57,75
303,3,3:15.0,,Shooting foul by V. Oladipo (drawn by B. Griffin),57,75
304,3,3:15.0,,B. Griffin makes free throw 1 of 2,57,76
305,3,3:15.0,,B. Griffin makes free throw 2 of 2,57,77
306,3,2:58.0,Turnover by M. Harkless (bad pass; steal by D. Jordan),,57,77
307,3,2:42.0,,Turnover by B. Griffin (bad pass; steal by V. Oladipo),57,77
308,3,2:36.0,V. Oladipo makes 2-pt layup at rim,,59,77
309,3,2:13.0,,B. Griffin misses 2-pt jump shot from 15 ft,59,77
310,3,2:11.0,Defensive rebound by A. Nicholson,,59,77
311,3,2:06.0,D. Dedmon misses 2-pt dunk at rim (block by B. Griffin),,59,77
312,3,2:06.0,Offensive rebound by Team,,59,77
313,3,2:06.0,,LA Clippers full timeout,59,77
314,3,2:06.0,,S. Hawes enters the game for D. Jordan,59,77
315,3,2:06.0,B. Gordon enters the game for V. Oladipo,,59,77
316,3,1:58.0,A. Nicholson misses 2-pt hook shot from 9 ft,,59,77
317,3,1:55.0,Offensive rebound by D. Dedmon,,59,77
318,3,1:52.0,D. Dedmon misses 2-pt jump shot from 5 ft,,59,77
319,3,1:51.0,,Defensive rebound by B. Griffin,59,77
320,3,1:40.0,,Personal foul by D. Dedmon (drawn by B. Griffin),59,77
321,3,1:27.0,,B. Griffin makes 2-pt jump shot from 20 ft,59,79
322,3,1:09.0,Turnover by E. Payton (bad pass; steal by J. Crawford),,59,79
323,3,1:00.0,,C. Paul makes 3-pt jump shot from 26 ft,59,82
324,3,0:51.0,B. Gordon makes 2-pt jump shot from 17 ft,,61,82
325,3,0:51.0,Shooting foul by J. Redick (drawn by B. Gordon),,61,82
326,3,0:51.0,,J. Farmar enters the game for C. Paul,61,82
327,3,0:51.0,,G. Davis enters the game for B. Griffin,61,82
328,3,0:51.0,L. Ridnour enters the game for E. Payton,,61,82
329,3,0:51.0,B. Gordon makes free throw 1 of 1,,62,82
330,3,0:30.0,,J. Redick misses 3-pt jump shot from 26 ft,62,82
331,3,0:30.0,Defensive rebound by Team,,62,82
332,3,0:30.0,,M. Barnes enters the game for J. Redick,62,82
333,3,0:11.0,A. Nicholson misses 3-pt jump shot from 24 ft,,62,82
334,3,0:09.0,,Defensive rebound by J. Farmar,62,82
335,3,0:01.0,,Shooting foul by B. Gordon (drawn by J. Crawford),62,82
336,3,0:01.0,,J. Crawford makes free throw 1 of 2,62,83
337,3,0:01.0,,J. Crawford makes free throw 2 of 2,62,84
338,3,0:00.0,M. Harkless misses 3-pt jump shot from 57 ft,,62,84
339,3,0:00.0,Offensive rebound by Team,,62,84
340,4,11:53.0,,Personal foul by B. Gordon (drawn by J. Crawford),62,84
341,4,11:48.0,,Personal foul by A. Nicholson (drawn by G. Davis),62,84
342,4,11:44.0,,Shooting foul by M. Harkless (drawn by M. Barnes),62,84
343,4,11:44.0,,M. Barnes makes free throw 1 of 2,62,85
344,4,11:44.0,,M. Barnes misses free throw 2 of 2,62,85
345,4,11:42.0,Defensive rebound by A. Nicholson,,62,85
346,4,11:25.0,B. Gordon misses 3-pt jump shot from 27 ft,,62,85
347,4,11:24.0,,Defensive rebound by Team,62,85
348,4,11:07.0,,J. Farmar makes 3-pt jump shot from 23 ft (assist by J. Crawford),62,88
349,4,10:54.0,A. Nicholson makes 2-pt dunk at rim (assist by M. Harkless),,64,88
350,4,10:31.0,,G. Davis misses 2-pt layup from 2 ft (block by A. Nicholson),64,88
351,4,10:28.0,Defensive rebound by L. Ridnour,,64,88
352,4,10:25.0,Shooting foul by M. Barnes (drawn by B. Gordon),,64,88
353,4,10:25.0,B. Gordon makes free throw 1 of 2,,65,88
354,4,10:25.0,B. Gordon makes free throw 2 of 2,,66,88
355,4,10:02.0,,S. Hawes makes 2-pt jump shot from 16 ft (assist by J. Crawford),66,90
356,4,9:42.0,Turnover by M. Harkless (bad pass; steal by J. Crawford),,66,90
357,4,9:35.0,,M. Barnes makes 2-pt layup from 2 ft (assist by J. Crawford),66,92
358,4,9:21.0,B. Gordon makes 2-pt jump shot from 17 ft (assist by L. Ridnour),,68,92
359,4,9:08.0,,S. Hawes misses 3-pt jump shot from 25 ft,68,92
360,4,9:07.0,Defensive rebound by A. Nicholson,,68,92
361,4,8:57.0,C. Frye makes 3-pt jump shot from 25 ft (assist by B. Gordon),,71,92
362,4,8:40.0,,G. Davis makes 2-pt layup from 2 ft (assist by J. Crawford),71,94
363,4,8:30.0,Shooting foul by S. Hawes (drawn by A. Nicholson),,71,94
364,4,8:30.0,Official timeout,,71,94
365,4,8:30.0,D. Dedmon enters the game for C. Frye,,71,94
366,4,8:30.0,A. Nicholson makes free throw 1 of 2,,72,94
367,4,8:30.0,A. Nicholson misses free throw 2 of 2,,72,94
368,4,8:28.0,,Defensive rebound by G. Davis,72,94
369,4,8:16.0,,J. Crawford makes 2-pt jump shot from 8 ft (assist by S. Hawes),72,96
370,4,8:16.0,,Shooting foul by D. Dedmon (drawn by J. Crawford),72,96
371,4,8:16.0,,J. Crawford makes free throw 1 of 1,72,97
372,4,8:04.0,A. Nicholson misses 2-pt jump shot from 7 ft,,72,97
373,4,8:03.0,,Defensive rebound by G. Davis,72,97
374,4,7:49.0,,Turnover by M. Barnes (bad pass; steal by M. Harkless),72,97
375,4,7:45.0,M. Harkless misses 2-pt dunk at rim,,72,97
376,4,7:45.0,Offensive rebound by D. Dedmon,,72,97
377,4,7:45.0,Personal foul by G. Davis (drawn by D. Dedmon),,72,97
378,4,7:35.0,M. Harkless misses 3-pt jump shot from 25 ft,,72,97
379,4,7:34.0,,Defensive rebound by S. Hawes,72,97
380,4,7:19.0,,M. Barnes makes 3-pt jump shot from 23 ft (assist by J. Farmar),72,100
381,4,7:04.0,B. Gordon misses 2-pt jump shot from 4 ft,,72,100
382,4,7:01.0,Offensive rebound by M. Harkless,,72,100
383,4,6:56.0,D. Dedmon makes 2-pt dunk at rim (assist by M. Harkless),,74,100
384,4,6:45.0,,J. Crawford misses 3-pt jump shot from 28 ft,74,100
