,QUARTER,TIME_REMAINING,INDIANA_ACTION,NEW ORLEANS_ACTION,INDIANA_SCORE,NEW ORLEANS_SCORE
382,4,2:04.0,Defensive rebound by S. Whittington,,104,82
383,4,1:52.0,S. Whittington misses 2-pt jump shot from 5 ft,,104,82
384,4,1:51.0,,Defensive rebound by J. Withey,104,82
385,4,1:47.0,,T. Douglas makes 2-pt layup from 1 ft,104,84
386,4,1:32.0,C. Copeland misses 3-pt jump shot from 25 ft,,104,84
387,4,1:31.0,,Defensive rebound by L. Babbitt,104,84
388,4,1:27.0,,J. Withey makes 2-pt dunk at rim (assist by T. Douglas),104,86
389,4,1:15.0,Turnover by S. Hill (lost ball; steal by J. Fredette),,104,86
390,4,1:11.0,,J. Withey makes 2-pt layup from 2 ft (assist by J. Fredette),104,88
391,4,0:58.0,Shooting foul by J. Fredette (drawn by S. Whittington),,104,88
392,4,0:58.0,S. Whittington makes free throw 1 of 2,,105,88
393,4,0:58.0,S. Whittington makes free throw 2 of 2,,106,88
394,4,0:42.0,,J. Fredette makes 2-pt layup from 1 ft,106,90
395,4,0:23.0,S. Whittington misses 2-pt jump shot from 3 ft,,106,90
396,4,0:22.0,,Defensive rebound by J. Withey,106,90
397,4,0:13.0,,T. Douglas makes 3-pt jump shot from 24 ft (assist by J. Fredette),106,93
