,QUARTER,TIME_REMAINING,UTAH_ACTION,CHICAGO_ACTION,UTAH_SCORE,CHICAGO_SCORE
394,4,4:42.0,T. Booker misses free throw 2 of 2,,88,64
395,4,4:40.0,,Defensive rebound by J. Butler,88,64
396,4,4:29.0,,Turnover by A. Brooks (bad pass; steal by D. Favors),88,64
397,4,4:14.0,D. Favors makes 2-pt jump shot from 7 ft,,90,64
398,4,3:59.0,,Shooting foul by D. Favors (drawn by J. Butler),90,64
399,4,3:59.0,,J. Butler makes free throw 1 of 2,90,65
400,4,3:59.0,R. Gobert enters the game for T. Booker,,90,65
401,4,3:59.0,,J. Butler makes free throw 2 of 2,90,66
402,4,3:33.0,J. Ingles misses 3-pt jump shot from 25 ft,,90,66
403,4,3:33.0,,Defensive rebound by A. Brooks,90,66
404,4,3:28.0,,A. Brooks misses 2-pt layup from 1 ft,90,66
405,4,3:27.0,Defensive rebound by R. Gobert,,90,66
406,4,3:22.0,Utah full timeout,,90,66
407,4,3:22.0,,E. Moore enters the game for J. Butler,90,66
408,4,3:22.0,,C. Bairstow enters the game for T. Gibson,90,66
409,4,3:22.0,,T. Snell enters the game for K. Hinrich,90,66
410,4,3:22.0,T. Burke enters the game for D. Exum,,90,66
411,4,3:06.0,G. Hayward makes 2-pt jump shot from 18 ft,,92,66
412,4,2:51.0,,Shooting foul by R. Gobert (drawn by A. Brooks),92,66
413,4,2:51.0,,A. Brooks makes free throw 1 of 2,92,67
414,4,2:51.0,E. Millsap enters the game for G. Hayward,,92,67
415,4,2:51.0,I. Clark enters the game for D. Favors,,92,67
416,4,2:51.0,J. Evans enters the game for T. Burke,,92,67
417,4,2:51.0,,A. Brooks makes free throw 2 of 2,92,68
418,4,2:37.0,Turnover by R. Gobert (lost ball),,92,68
419,4,2:37.0,,N. Mohammed enters the game for N. Mirotić,92,68
420,4,2:22.0,,C. Bairstow makes 2-pt jump shot from 18 ft (assist by T. Snell),92,70
421,4,1:59.0,Turnover by R. Gobert (bad pass; steal by C. Bairstow),,92,70
422,4,1:45.0,,E. Moore misses 3-pt jump shot from 23 ft,92,70
423,4,1:45.0,Defensive rebound by Team,,92,70
424,4,1:45.0,E. Williams enters the game for J. Ingles,,92,70
425,4,1:45.0,S. Novak enters the game for R. Gobert,,92,70
426,4,1:25.0,E. Williams makes 3-pt jump shot from 25 ft (assist by S. Novak),,95,70
427,4,1:18.0,,A. Brooks misses 3-pt jump shot from 24 ft,95,70
428,4,1:17.0,Defensive rebound by J. Evans,,95,70
429,4,1:12.0,Turnover by I. Clark (lost ball; steal by T. Snell),,95,70
430,4,1:05.0,,T. Snell makes 3-pt jump shot from 23 ft (assist by A. Brooks),95,73
431,4,0:41.0,S. Novak misses 2-pt jump shot from 22 ft,,95,73
432,4,0:40.0,,Defensive rebound by A. Brooks,95,73
433,4,0:32.0,,N. Mohammed makes 2-pt jump shot from 3 ft (assist by E. Moore),95,75
434,4,0:32.0,,Shooting foul by I. Clark (drawn by N. Mohammed),95,75
435,4,0:32.0,,N. Mohammed misses free throw 1 of 1,95,75
436,4,0:31.0,Defensive rebound by J. Evans,,95,75
437,4,0:18.0,E. Williams makes 2-pt layup from 2 ft (assist by J. Evans),,97,75
438,4,0:08.0,,E. Moore makes 2-pt jump shot from 12 ft,97,77
