,QUARTER,TIME_REMAINING,MIAMI_ACTION,BROOKLYN_ACTION,MIAMI_SCORE,BROOKLYN_SCORE
48,1,4:17.0,N. Cole makes 2-pt jump shot from 20 ft (assist by C. Bosh),,14,14
49,1,4:09.0,,Personal foul by N. Cole (drawn by D. Williams),14,14
50,1,4:09.0,S. Williams enters the game for C. Bosh,,14,14
51,1,4:07.0,,Turnover by D. Williams (lost ball; steal by N. Cole),14,14
52,1,3:52.0,Turnover by C. Andersen (bad pass; steal by D. Williams),,14,14
53,1,3:42.0,,B. Bogdanović makes 3-pt jump shot from 22 ft (assist by D. Williams),14,17
54,1,3:37.0,Miami full timeout,,14,17
55,1,3:37.0,S. Napier enters the game for N. Cole,,14,17
56,1,3:37.0,M. Chalmers enters the game for D. Granger,,14,17
57,1,3:18.0,Turnover by M. Chalmers (bad pass; steal by J. Johnson),,14,17
58,1,3:00.0,,D. Williams misses 2-pt jump shot from 17 ft,14,17
59,1,2:59.0,,Offensive rebound by M. Plumlee,14,17
60,1,2:58.0,,M. Plumlee misses 2-pt layup at rim (block by C. Andersen),14,17
61,1,2:57.0,Defensive rebound by Team,,14,17
62,1,2:37.0,S. Williams misses 3-pt jump shot from 22 ft,,14,17
63,1,2:36.0,,Defensive rebound by D. Williams,14,17
64,1,2:28.0,,D. Williams misses 2-pt jump shot from 8 ft,14,17
65,1,2:27.0,,Offensive rebound by J. Jordan,14,17
66,1,2:24.0,,J. Jordan makes 2-pt hook shot from 3 ft,14,19
67,1,2:06.0,Shooting foul by J. Jordan (drawn by C. Andersen),,14,19
68,1,2:06.0,C. Andersen makes free throw 1 of 2,,15,19
69,1,2:06.0,,J. Jack enters the game for D. Williams,15,19
70,1,2:06.0,,M. Teletović enters the game for J. Jordan,15,19
71,1,2:06.0,C. Andersen misses free throw 2 of 2,,15,19
72,1,2:05.0,,Defensive rebound by J. Johnson,15,19
73,1,1:54.0,,Personal foul by M. Chalmers (drawn by B. Bogdanović),15,19
74,1,1:54.0,U. Haslem enters the game for C. Andersen,,15,19
75,1,1:54.0,,A. Anderson enters the game for B. Bogdanović,15,19
76,1,1:46.0,,J. Jack makes 2-pt jump shot from 17 ft,15,21
77,1,1:25.0,S. Napier makes 2-pt jump shot from 17 ft,,17,21
78,1,1:11.0,,Shooting foul by J. Ennis (drawn by M. Plumlee),17,21
79,1,1:11.0,,M. Plumlee misses free throw 1 of 2,17,21
80,1,1:11.0,,Offensive rebound by Team,17,21
81,1,1:11.0,,M. Plumlee misses free throw 2 of 2,17,21
82,1,1:09.0,,Offensive rebound by M. Plumlee,17,21
83,1,0:57.0,,M. Plumlee misses 2-pt layup from 2 ft,17,21
84,1,0:56.0,,Offensive rebound by M. Plumlee,17,21
85,1,0:54.0,,M. Plumlee misses 2-pt layup from 2 ft,17,21
86,1,0:53.0,Defensive rebound by M. Chalmers,,17,21
87,1,0:42.0,Personal foul by A. Anderson (drawn by M. Chalmers),,17,21
88,1,0:42.0,M. Chalmers makes free throw 1 of 2,,18,21
89,1,0:42.0,M. Chalmers makes free throw 2 of 2,,19,21
90,1,0:30.0,,J. Jack misses 2-pt jump shot from 22 ft,19,21
91,1,0:28.0,Defensive rebound by J. Ennis,,19,21
92,1,0:06.0,J. Ennis misses 3-pt jump shot from 23 ft,,19,21
93,1,0:05.0,Offensive rebound by S. Napier,,19,21
94,1,0:00.0,M. Chalmers misses 3-pt jump shot from 24 ft,,19,21
95,1,0:00.0,Offensive rebound by Team,,19,21
96,2,11:38.0,U. Haslem misses 2-pt layup from 1 ft,,19,21
97,2,11:37.0,Offensive rebound by U. Haslem,,19,21
98,2,11:33.0,U. Haslem misses 2-pt layup from 1 ft (block by M. Teletović),,19,21
99,2,11:32.0,,Defensive rebound by M. Plumlee,19,21
100,2,11:15.0,,Turnover by A. Anderson (discontinued dribble),19,21
101,2,11:03.0,S. Napier misses 3-pt jump shot from 24 ft,,19,21
102,2,11:01.0,,Defensive rebound by M. Teletović,19,21
103,2,10:38.0,,J. Jack makes 2-pt jump shot from 17 ft,19,23
104,2,10:26.0,Turnover by S. Napier (lost ball; steal by M. Plumlee),,19,23
105,2,10:22.0,,M. Plumlee makes 2-pt dunk at rim,19,25
106,2,10:22.0,,Shooting foul by M. Chalmers (drawn by M. Plumlee),19,25
107,2,10:22.0,C. Bosh enters the game for S. Williams,,19,25
108,2,10:22.0,,M. Plumlee misses free throw 1 of 1,19,25
109,2,10:21.0,Defensive rebound by U. Haslem,,19,25
110,2,10:07.0,Personal foul by J. Jack (drawn by M. Chalmers),,19,25
111,2,10:07.0,,B. Lopez enters the game for M. Plumlee,19,25
112,2,9:58.0,C. Bosh misses 2-pt layup from 1 ft,,19,25
113,2,9:57.0,Offensive rebound by C. Bosh,,19,25
114,2,9:56.0,C. Bosh misses 2-pt tip-in from 2 ft,,19,25
115,2,9:55.0,Offensive rebound by U. Haslem,,19,25
116,2,9:54.0,U. Haslem misses 2-pt hook shot from 3 ft,,19,25
117,2,9:53.0,,Defensive rebound by M. Teletović,19,25
118,2,9:48.0,,Personal foul by U. Haslem (drawn by B. Lopez),19,25
119,2,9:43.0,,Personal foul by C. Bosh (drawn by M. Teletović),19,25
120,2,9:33.0,,Turnover by A. Anderson (lost ball; steal by J. Ennis),19,25
121,2,9:14.0,S. Napier misses 3-pt jump shot from 25 ft,,19,25
122,2,9:13.0,,Defensive rebound by M. Teletović,19,25
123,2,9:02.0,,B. Lopez makes 2-pt hook shot from 12 ft,19,27
124,2,9:01.0,Miami full timeout,,19,27
125,2,9:01.0,,K. Garnett enters the game for M. Teletović,19,27
126,2,9:01.0,A. Dawkins enters the game for M. Chalmers,,19,27
127,2,8:51.0,C. Bosh makes 2-pt layup from 2 ft (assist by S. Napier),,21,27
128,2,8:35.0,,B. Lopez misses 2-pt hook shot from 4 ft,21,27
129,2,8:34.0,Defensive rebound by J. Ennis,,21,27
130,2,8:14.0,C. Bosh misses 2-pt layup from 3 ft,,21,27
131,2,8:13.0,Offensive rebound by Team,,21,27
132,2,8:12.0,Turnover by Team (shot clock),,21,27
133,2,8:01.0,,B. Bogdanović misses 2-pt jump shot from 18 ft,21,27
134,2,8:00.0,Defensive rebound by A. Dawkins,,21,27
135,2,7:49.0,S. Napier makes 3-pt jump shot from 25 ft,,24,27
136,2,7:39.0,,B. Lopez makes 2-pt layup from 1 ft (assist by J. Jack),24,29
137,2,7:17.0,C. Bosh misses 2-pt layup from 3 ft (block by B. Lopez),,24,29
138,2,7:16.0,Offensive rebound by Team,,24,29
139,2,7:16.0,C. Andersen enters the game for U. Haslem,,24,29
140,2,7:12.0,A. Dawkins makes 3-pt jump shot from 24 ft (assist by J. Ennis),,27,29
141,2,7:01.0,,J. Jack misses 2-pt jump shot from 20 ft,27,29
142,2,6:59.0,Defensive rebound by C. Bosh,,27,29
143,2,6:45.0,Turnover by S. Napier (bad pass; steal by A. Anderson),,27,29
144,2,6:33.0,,A. Anderson misses 3-pt jump shot from 23 ft,27,29
145,2,6:32.0,Defensive rebound by S. Napier,,27,29
146,2,6:30.0,J. Ennis makes 2-pt dunk at rim (assist by S. Napier),,29,29
147,2,6:30.0,,Brooklyn full timeout,29,29
148,2,6:12.0,,Shooting foul by C. Andersen (drawn by B. Lopez),29,29
149,2,6:12.0,,B. Lopez misses free throw 1 of 2,29,29
150,2,6:12.0,,Offensive rebound by Team,29,29
151,2,6:12.0,,D. Williams enters the game for A. Anderson,29,29
152,2,6:12.0,,J. Johnson enters the game for J. Jack,29,29
153,2,6:12.0,,B. Lopez makes free throw 2 of 2,29,30
154,2,5:50.0,Turnover by S. Napier (bad pass; steal by B. Bogdanović),,29,30
155,2,5:48.0,,Turnover by B. Bogdanović (lost ball; steal by S. Napier),29,30
156,2,5:41.0,J. Ennis misses 2-pt layup from 2 ft,,29,30
157,2,5:40.0,,Defensive rebound by J. Johnson,29,30
158,2,5:22.0,,K. Garnett makes 2-pt jump shot from 13 ft,29,32
159,2,5:09.0,Turnover by S. Napier (lost ball; steal by D. Williams),,29,32
160,2,5:03.0,,B. Bogdanović makes 2-pt layup at rim (assist by D. Williams),29,34
161,2,5:00.0,Miami full timeout,,29,34
162,2,5:00.0,Official timeout,,29,34
163,2,5:00.0,M. Chalmers enters the game for S. Napier,,29,34
164,2,5:00.0,S. Williams enters the game for C. Bosh,,29,34
165,2,4:37.0,M. Chalmers makes 3-pt jump shot from 25 ft (assist by S. Williams),,32,34
166,2,4:20.0,,K. Garnett misses 2-pt jump shot from 14 ft,32,34
167,2,4:19.0,Defensive rebound by M. Chalmers,,32,34
168,2,3:59.0,M. Chalmers makes 2-pt layup from 2 ft (assist by C. Andersen),,34,34
169,2,3:48.0,,Offensive foul by D. Williams (drawn by M. Chalmers),34,34
170,2,3:48.0,,Turnover by D. Williams (offensive foul),34,34
171,2,3:48.0,D. Granger enters the game for J. Ennis,,34,34
172,2,3:48.0,,M. Teletović enters the game for K. Garnett,34,34
173,2,3:33.0,,Loose ball foul by B. Lopez (drawn by C. Andersen),34,34
174,2,3:33.0,,M. Plumlee enters the game for B. Lopez,34,34
175,2,3:24.0,M. Chalmers misses 2-pt layup from 2 ft (block by M. Teletović),,34,34
176,2,3:22.0,Offensive rebound by C. Andersen,,34,34
177,2,3:21.0,C. Andersen misses 2-pt tip-in from 2 ft,,34,34
178,2,3:20.0,,Defensive rebound by D. Williams,34,34
179,2,3:14.0,,M. Teletović makes 3-pt jump shot from 23 ft (assist by D. Williams),34,37
180,2,2:51.0,A. Dawkins misses 3-pt jump shot from 22 ft,,34,37
181,2,2:50.0,,Defensive rebound by J. Johnson,34,37
182,2,2:43.0,,Personal foul by A. Dawkins (drawn by M. Teletović),34,37
183,2,2:43.0,,Brooklyn full timeout,34,37
184,2,2:43.0,C. Bosh enters the game for C. Andersen,,34,37
185,2,2:43.0,,M. Teletović makes free throw 1 of 2,34,38
186,2,2:43.0,,M. Teletović makes free throw 2 of 2,34,39
187,2,2:24.0,C. Bosh makes 2-pt jump shot from 19 ft,,36,39
188,2,2:12.0,,D. Williams misses 3-pt jump shot from 24 ft,36,39
189,2,2:11.0,,Offensive rebound by M. Plumlee,36,39
190,2,2:05.0,,M. Teletović makes 2-pt jump shot from 21 ft (assist by M. Plumlee),36,41
191,2,1:41.0,C. Bosh misses 2-pt jump shot from 17 ft,,36,41
192,2,1:40.0,,Defensive rebound by J. Johnson,36,41
193,2,1:26.0,,M. Teletović misses 2-pt layup from 3 ft,36,41
194,2,1:25.0,,Offensive rebound by M. Plumlee,36,41
195,2,1:24.0,,M. Plumlee misses 2-pt tip-in from 2 ft,36,41
196,2,1:23.0,,Offensive rebound by B. Bogdanović,36,41
197,2,1:11.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by D. Williams),36,43
198,2,0:51.0,S. Williams misses 3-pt jump shot from 23 ft,,36,43
199,2,0:50.0,,Defensive rebound by M. Plumlee,36,43
200,2,0:27.0,,B. Bogdanović misses 2-pt jump shot from 17 ft,36,43
201,2,0:26.0,Defensive rebound by S. Williams,,36,43
202,2,0:09.0,Shooting foul by M. Teletović (drawn by C. Bosh),,36,43
203,2,0:09.0,C. Bosh makes free throw 1 of 2,,37,43
204,2,0:09.0,N. Cole enters the game for M. Chalmers,,37,43
205,2,0:09.0,J. Ennis enters the game for A. Dawkins,,37,43
206,2,0:09.0,,J. Jack enters the game for M. Plumlee,37,43
207,2,0:09.0,S. Napier enters the game for D. Granger,,37,43
208,2,0:09.0,C. Bosh makes free throw 2 of 2,,38,43
209,2,0:00.0,,D. Williams misses 3-pt jump shot from 24 ft,38,43
210,2,0:00.0,,Offensive rebound by Team,38,43
211,3,11:42.0,C. Bosh misses 3-pt jump shot from 23 ft,,38,43
212,3,11:41.0,,Defensive rebound by D. Williams,38,43
213,3,11:26.0,,J. Johnson misses 3-pt jump shot from 23 ft,38,43
214,3,11:25.0,Defensive rebound by C. Bosh,,38,43
215,3,11:12.0,N. Cole misses 3-pt jump shot from 26 ft,,38,43
216,3,11:11.0,,Defensive rebound by Team,38,43
217,3,10:52.0,,Turnover by B. Bogdanović (lost ball; steal by M. Chalmers),38,43
218,3,10:33.0,Shooting foul by B. Bogdanović (drawn by M. Chalmers),,38,43
219,3,10:33.0,M. Chalmers makes free throw 1 of 2,,39,43
220,3,10:33.0,M. Chalmers makes free throw 2 of 2,,40,43
221,3,10:23.0,,Personal foul by S. Williams (drawn by B. Lopez),40,43
222,3,10:19.0,,D. Williams misses 2-pt jump shot from 7 ft,40,43
223,3,10:18.0,Defensive rebound by C. Bosh,,40,43
224,3,10:10.0,N. Cole makes 3-pt jump shot from 24 ft (assist by M. Chalmers),,43,43
225,3,9:46.0,,Personal foul by D. Granger (drawn by J. Johnson),43,43
226,3,9:37.0,,K. Garnett misses 2-pt jump shot from 16 ft,43,43
227,3,9:36.0,Defensive rebound by N. Cole,,43,43
228,3,9:23.0,M. Chalmers misses 3-pt jump shot from 24 ft,,43,43
229,3,9:22.0,,Defensive rebound by K. Garnett,43,43
230,3,9:11.0,,K. Garnett makes 2-pt layup from 1 ft,43,45
231,3,8:54.0,D. Granger misses 3-pt jump shot from 22 ft,,43,45
232,3,8:53.0,,Defensive rebound by K. Garnett,43,45
233,3,8:43.0,,Turnover by K. Garnett (bad pass; steal by M. Chalmers),43,45
234,3,8:40.0,Personal foul by D. Williams (drawn by M. Chalmers),,43,45
235,3,8:40.0,M. Chalmers makes free throw 1 of 2,,44,45
236,3,8:40.0,M. Chalmers makes free throw 2 of 2,,45,45
237,3,8:24.0,,Personal foul by N. Cole (drawn by D. Williams),45,45
238,3,8:07.0,,B. Lopez misses 2-pt jump shot from 14 ft,45,45
239,3,8:06.0,Defensive rebound by C. Bosh,,45,45
240,3,7:59.0,Shooting foul by D. Williams (drawn by S. Williams),,45,45
241,3,7:59.0,S. Williams makes free throw 1 of 2,,46,45
242,3,7:59.0,J. Ennis enters the game for M. Chalmers,,46,45
243,3,7:59.0,S. Williams makes free throw 2 of 2,,47,45
244,3,7:38.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Williams),47,48
245,3,7:15.0,C. Bosh makes 2-pt jump shot from 16 ft,,49,48
246,3,7:03.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Williams),49,51
247,3,6:36.0,N. Cole makes 3-pt jump shot from 25 ft,,52,51
248,3,6:11.0,,D. Williams misses 3-pt jump shot from 24 ft,52,51
249,3,6:10.0,Defensive rebound by C. Bosh,,52,51
250,3,6:02.0,N. Cole makes 2-pt layup from 2 ft,,54,51
251,3,6:02.0,,Brooklyn full timeout,54,51
252,3,6:02.0,,M. Plumlee enters the game for K. Garnett,54,51
253,3,6:02.0,,M. Teletović enters the game for B. Lopez,54,51
254,3,6:02.0,C. Andersen enters the game for S. Williams,,54,51
255,3,5:55.0,,Personal foul by C. Bosh (drawn by D. Williams),54,51
256,3,5:48.0,,Shooting foul by D. Granger (drawn by M. Plumlee),54,51
257,3,5:48.0,,M. Plumlee misses free throw 1 of 2,54,51
258,3,5:48.0,,Offensive rebound by Team,54,51
259,3,5:48.0,,M. Plumlee misses free throw 2 of 2,54,51
260,3,5:47.0,Defensive rebound by J. Ennis,,54,51
261,3,5:28.0,J. Ennis makes 2-pt layup from 1 ft,,56,51
262,3,5:13.0,,M. Teletović misses 3-pt jump shot from 23 ft,56,51
263,3,5:12.0,Defensive rebound by C. Andersen,,56,51
264,3,5:00.0,D. Granger makes 2-pt layup from 2 ft,,58,51
265,3,4:40.0,,J. Johnson misses 2-pt jump shot from 6 ft (block by D. Granger),58,51
266,3,4:39.0,Defensive rebound by N. Cole,,58,51
267,3,4:33.0,J. Ennis makes 2-pt dunk at rim (assist by N. Cole),,60,51
268,3,4:33.0,,Brooklyn full timeout,60,51
269,3,4:20.0,,Def 3 sec tech foul by C. Bosh,60,51
270,3,4:20.0,,D. Williams makes technical free throw,60,52
271,3,4:10.0,,Turnover by M. Teletović (lost ball; steal by C. Bosh),60,52
272,3,4:09.0,,Violation by M. Teletović (kicked ball),60,52
273,3,3:59.0,N. Cole misses 2-pt layup from 2 ft (block by D. Williams),,60,52
274,3,3:58.0,Offensive rebound by Team,,60,52
275,3,3:48.0,D. Granger misses 2-pt jump shot from 20 ft,,60,52
276,3,3:46.0,,Defensive rebound by M. Teletović,60,52
277,3,3:36.0,,Personal foul by J. Ennis (drawn by B. Bogdanović),60,52
278,3,3:36.0,,B. Bogdanović makes free throw 1 of 2,60,53
279,3,3:36.0,,J. Jack enters the game for D. Williams,60,53
280,3,3:36.0,M. Chalmers enters the game for C. Bosh,,60,53
281,3,3:36.0,S. Williams enters the game for D. Granger,,60,53
282,3,3:36.0,,B. Bogdanović makes free throw 2 of 2,60,54
283,3,3:24.0,M. Chalmers makes 2-pt jump shot from 7 ft,,62,54
284,3,3:24.0,Shooting foul by B. Bogdanović (drawn by M. Chalmers),,62,54
285,3,3:24.0,M. Chalmers misses free throw 1 of 1,,62,54
286,3,3:22.0,Offensive rebound by J. Ennis,,62,54
287,3,3:12.0,C. Andersen makes 2-pt dunk at rim (assist by M. Chalmers),,64,54
288,3,2:58.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by M. Plumlee),64,56
289,3,2:42.0,Turnover by M. Chalmers (bad pass; steal by J. Jack),,64,56
290,3,2:37.0,,M. Teletović makes 2-pt layup from 2 ft (assist by J. Jack),64,58
291,3,2:35.0,Miami full timeout,,64,58
292,3,2:35.0,,J. Jordan enters the game for M. Plumlee,64,58
293,3,2:35.0,,A. Anderson enters the game for J. Johnson,64,58
294,3,2:19.0,M. Chalmers misses 2-pt jump shot from 21 ft,,64,58
295,3,2:18.0,,Defensive rebound by Team,64,58
296,3,2:18.0,Loose ball foul by S. Williams (drawn by M. Teletović),,64,58
297,3,2:18.0,,M. Teletović makes free throw 1 of 2,64,59
298,3,2:18.0,S. Napier enters the game for N. Cole,,64,59
299,3,2:18.0,,M. Teletović misses free throw 2 of 2,64,59
300,3,2:17.0,Defensive rebound by J. Ennis,,64,59
301,3,1:57.0,Offensive foul by S. Napier (drawn by A. Anderson),,64,59
302,3,1:57.0,Turnover by S. Napier (offensive foul),,64,59
303,3,1:45.0,,M. Teletović misses 2-pt jump shot from 8 ft,64,59
304,3,1:44.0,Defensive rebound by J. Ennis,,64,59
305,3,1:33.0,S. Williams makes 3-pt jump shot from 25 ft (assist by S. Napier),,67,59
306,3,1:17.0,,J. Jack makes 2-pt jump shot from 18 ft,67,61
307,3,0:48.0,S. Napier makes 3-pt jump shot from 25 ft (assist by S. Williams),,70,61
308,3,0:36.0,,B. Bogdanović makes 3-pt jump shot from 22 ft (assist by M. Teletović),70,64
309,3,0:28.0,Turnover by M. Chalmers (bad pass),,70,64
310,3,0:07.0,,J. Jordan misses 2-pt layup from 2 ft,70,64
311,3,0:06.0,Defensive rebound by S. Napier,,70,64
312,3,0:01.0,S. Napier misses 3-pt jump shot from 28 ft,,70,64
313,3,0:00.0,Offensive rebound by Team,,70,64
314,4,11:45.0,,Shooting foul by C. Bosh (drawn by M. Teletović),70,64
315,4,11:45.0,,M. Teletović misses free throw 1 of 2,70,64
316,4,11:45.0,,Offensive rebound by Team,70,64
317,4,11:45.0,,M. Teletović makes free throw 2 of 2,70,65
318,4,11:28.0,U. Haslem enters the game for C. Bosh,,70,65
319,4,11:25.0,J. Ennis misses 3-pt jump shot from 22 ft,,70,65
320,4,11:24.0,Offensive rebound by Team,,70,65
321,4,11:22.0,Shooting foul by B. Bogdanović (drawn by M. Chalmers),,70,65
322,4,11:22.0,M. Chalmers makes free throw 1 of 3,,71,65
323,4,11:22.0,M. Chalmers makes free throw 2 of 3,,72,65
324,4,11:22.0,M. Chalmers makes free throw 3 of 3,,73,65
325,4,11:03.0,,J. Jordan makes 2-pt dunk at rim (assist by J. Jack),73,67
326,4,10:40.0,S. Napier misses 2-pt layup from 1 ft,,73,67
327,4,10:38.0,Offensive rebound by U. Haslem,,73,67
328,4,10:35.0,M. Chalmers misses 3-pt jump shot from 25 ft,,73,67
329,4,10:34.0,,Defensive rebound by J. Jordan,73,67
330,4,10:26.0,,Shooting foul by M. Chalmers (drawn by J. Jack),73,67
331,4,10:26.0,,J. Jack makes free throw 1 of 2,73,68
332,4,10:26.0,,D. Williams enters the game for B. Bogdanović,73,68
333,4,10:26.0,,J. Jack makes free throw 2 of 2,73,69
334,4,10:02.0,S. Napier makes 3-pt jump shot from 26 ft (assist by S. Williams),,76,69
335,4,9:49.0,,Turnover by A. Anderson (traveling),76,69
336,4,9:25.0,Turnover by S. Napier (bad pass; steal by D. Williams),,76,69
337,4,9:13.0,,J. Jack makes 2-pt jump shot from 4 ft (assist by D. Williams),76,71
338,4,9:04.0,Miami full timeout,,76,71
339,4,9:04.0,,J. Johnson enters the game for A. Anderson,76,71
340,4,9:04.0,C. Bosh enters the game for S. Williams,,76,71
341,4,9:04.0,N. Cole enters the game for M. Chalmers,,76,71
342,4,9:04.0,,K. Garnett enters the game for J. Jordan,76,71
343,4,8:47.0,J. Ennis makes 2-pt jump shot from 5 ft,,78,71
344,4,8:35.0,,Personal foul by U. Haslem (drawn by M. Teletović),78,71
345,4,8:27.0,,J. Johnson misses 3-pt jump shot from 23 ft,78,71
346,4,8:26.0,,Offensive rebound by D. Williams,78,71
347,4,8:24.0,,Shooting foul by C. Bosh (drawn by J. Johnson),78,71
348,4,8:24.0,,J. Johnson makes free throw 1 of 2,78,72
349,4,8:24.0,S. Williams enters the game for C. Bosh,,78,72
350,4,8:24.0,,J. Johnson misses free throw 2 of 2,78,72
351,4,8:23.0,Defensive rebound by Team,,78,72
352,4,7:57.0,S. Williams misses 2-pt jump shot from 21 ft,,78,72
353,4,7:57.0,,Defensive rebound by K. Garnett,78,72
354,4,7:44.0,,M. Teletović misses 3-pt jump shot from 24 ft,78,72
355,4,7:43.0,Defensive rebound by S. Williams,,78,72
356,4,7:28.0,U. Haslem makes 2-pt layup from 1 ft (assist by J. Ennis),,80,72
357,4,7:04.0,,J. Johnson misses 3-pt jump shot from 25 ft,80,72
358,4,7:02.0,,Offensive rebound by K. Garnett,80,72
359,4,6:56.0,,Personal foul by S. Williams (drawn by D. Williams),80,72
360,4,6:56.0,,D. Williams makes free throw 1 of 2,80,73
361,4,6:56.0,,B. Lopez enters the game for M. Teletović,80,73
362,4,6:56.0,M. Chalmers enters the game for S. Napier,,80,73
363,4,6:56.0,,D. Williams makes free throw 2 of 2,80,74
364,4,6:32.0,U. Haslem makes 2-pt jump shot from 15 ft (assist by N. Cole),,82,74
365,4,6:12.0,,J. Jack makes 3-pt jump shot from 23 ft (assist by J. Johnson),82,77
366,4,5:52.0,N. Cole misses 2-pt layup from 2 ft,,82,77
367,4,5:51.0,Offensive rebound by U. Haslem,,82,77
368,4,5:50.0,U. Haslem misses 2-pt tip-in from 1 ft,,82,77
369,4,5:49.0,,Defensive rebound by K. Garnett,82,77
370,4,5:45.0,,Shooting foul by J. Ennis (drawn by D. Williams),82,77
371,4,5:45.0,Official timeout,,82,77
372,4,5:45.0,,B. Bogdanović enters the game for B. Lopez,82,77
373,4,5:45.0,,D. Williams misses free throw 1 of 2,82,77
374,4,5:45.0,,Offensive rebound by Team,82,77
375,4,5:45.0,,D. Williams makes free throw 2 of 2,82,78
376,4,5:25.0,Turnover by U. Haslem (3 sec),,82,78
377,4,5:05.0,,J. Jack misses 2-pt jump shot from 8 ft,82,78
378,4,5:04.0,,Offensive rebound by K. Garnett,82,78
379,4,4:51.0,,D. Williams misses 3-pt jump shot from 24 ft,82,78
380,4,4:50.0,Defensive rebound by J. Ennis,,82,78
381,4,4:28.0,M. Chalmers misses 3-pt jump shot from 24 ft,,82,78
382,4,4:25.0,,Defensive rebound by D. Williams,82,78
383,4,4:20.0,,J. Jack misses 2-pt jump shot from 19 ft,82,78
384,4,4:18.0,Defensive rebound by S. Williams,,82,78
385,4,3:58.0,U. Haslem misses 2-pt layup from 1 ft (block by K. Garnett),,82,78
386,4,3:57.0,Offensive rebound by Team,,82,78
387,4,3:57.0,C. Bosh enters the game for U. Haslem,,82,78
388,4,3:54.0,M. Chalmers misses 2-pt jump shot from 20 ft,,82,78
