,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,BROOKLYN_ACTION,CHARLOTTE_SCORE,BROOKLYN_SCORE
53,1,4:35.0,M. Williams makes 2-pt dunk at rim (assist by M. Williams),,26,6
54,1,4:20.0,,J. Jack misses 3-pt jump shot from 23 ft,26,6
55,1,4:19.0,Defensive rebound by A. Jefferson,,26,6
56,1,4:13.0,M. Williams makes 3-pt jump shot from 24 ft,,29,6
57,1,3:46.0,,B. Lopez makes 2-pt hook shot from 7 ft,29,8
58,1,3:33.0,A. Jefferson makes 2-pt dunk at rim (assist by M. Williams),,31,8
59,1,3:24.0,,D. Williams makes 2-pt layup from 1 ft,31,10
60,1,3:09.0,M. Williams misses 2-pt jump shot from 16 ft,,31,10
61,1,3:07.0,,Defensive rebound by J. Jack,31,10
62,1,2:49.0,,J. Jack misses 2-pt jump shot from 8 ft,31,10
63,1,2:48.0,Defensive rebound by M. Williams,,31,10
64,1,2:29.0,G. Henderson misses 3-pt jump shot from 22 ft,,31,10
65,1,2:28.0,,Defensive rebound by J. Jack,31,10
66,1,2:12.0,,A. Anderson misses 2-pt layup from 1 ft (block by M. Williams),31,10
67,1,2:10.0,Defensive rebound by M. Williams,,31,10
68,1,2:07.0,M. Williams misses 3-pt jump shot from 25 ft,,31,10
69,1,2:06.0,,Defensive rebound by Team,31,10
70,1,2:06.0,Charlotte full timeout,,31,10
71,1,2:06.0,C. Zeller enters the game for A. Jefferson,,31,10
72,1,2:06.0,B. Biyombo enters the game for M. Williams,,31,10
73,1,2:06.0,B. Roberts enters the game for G. Henderson,,31,10
74,1,2:06.0,,T. Young enters the game for J. Johnson,31,10
75,1,2:06.0,,B. Bogdanović enters the game for D. Williams,31,10
76,1,1:54.0,,Shooting foul by C. Zeller (drawn by T. Young),31,10
77,1,1:54.0,,T. Young misses free throw 1 of 2,31,10
78,1,1:54.0,,Offensive rebound by Team,31,10
79,1,1:54.0,,T. Young makes free throw 2 of 2,31,11
80,1,1:40.0,M. Williams makes 2-pt jump shot from 18 ft,,33,11
81,1,1:25.0,,B. Bogdanović makes 2-pt jump shot from 7 ft,33,13
82,1,1:07.0,B. Roberts makes 2-pt jump shot from 9 ft (assist by M. Williams),,35,13
83,1,0:53.0,,Personal foul by B. Biyombo (drawn by B. Lopez),35,13
84,1,0:53.0,,B. Lopez makes free throw 1 of 2,35,14
85,1,0:53.0,,B. Lopez makes free throw 2 of 2,35,15
86,1,0:39.0,M. Williams misses 2-pt jump shot from 23 ft,,35,15
87,1,0:37.0,,Defensive rebound by B. Bogdanović,35,15
88,1,0:34.0,,Turnover by T. Young (lost ball; steal by B. Roberts),35,15
89,1,0:11.0,B. Roberts misses 3-pt jump shot from 29 ft,,35,15
90,1,0:10.0,Offensive rebound by M. Kidd-Gilchrist,,35,15
91,1,0:03.0,Personal foul by A. Anderson (drawn by M. Williams),,35,15
92,1,0:01.0,B. Roberts misses 2-pt jump shot from 6 ft,,35,15
93,1,0:00.0,Offensive rebound by Team,,35,15
94,2,11:44.0,B. Roberts misses 2-pt jump shot from 18 ft,,35,15
95,2,11:43.0,Offensive rebound by B. Biyombo,,35,15
96,2,11:37.0,Turnover by M. Kidd-Gilchrist (lost ball),,35,15
97,2,11:15.0,,T. Young misses 2-pt jump shot from 19 ft,35,15
98,2,11:14.0,,Offensive rebound by B. Bogdanović,35,15
99,2,11:02.0,,J. Jack makes 2-pt jump shot from 7 ft,35,17
100,2,10:49.0,C. Zeller misses 2-pt jump shot from 19 ft,,35,17
101,2,10:48.0,Offensive rebound by Team,,35,17
102,2,10:48.0,,Loose ball foul by B. Lopez (drawn by B. Biyombo),35,17
103,2,10:34.0,B. Roberts misses 2-pt layup from 1 ft,,35,17
104,2,10:33.0,Offensive rebound by B. Biyombo,,35,17
105,2,10:32.0,Shooting foul by J. Jack (drawn by B. Biyombo),,35,17
106,2,10:32.0,B. Biyombo makes free throw 1 of 2,,36,17
107,2,10:32.0,,M. Plumlee enters the game for B. Lopez,36,17
108,2,10:32.0,B. Biyombo makes free throw 2 of 2,,37,17
109,2,10:27.0,,Personal foul by B. Roberts (drawn by J. Jack),37,17
110,2,10:17.0,,M. Plumlee misses 2-pt layup from 2 ft,37,17
111,2,10:16.0,,Offensive rebound by M. Plumlee,37,17
112,2,10:15.0,,Shooting foul by C. Zeller (drawn by M. Plumlee),37,17
113,2,10:15.0,,M. Plumlee misses free throw 1 of 2,37,17
114,2,10:15.0,,Offensive rebound by Team,37,17
115,2,10:15.0,,M. Plumlee makes free throw 2 of 2,37,18
116,2,9:53.0,C. Zeller misses 2-pt jump shot from 7 ft,,37,18
117,2,9:52.0,Offensive rebound by C. Zeller,,37,18
118,2,9:51.0,C. Zeller makes 2-pt layup from 1 ft,,39,18
119,2,9:40.0,,Personal foul by B. Roberts (drawn by J. Jack),39,18
120,2,9:33.0,Violation by B. Biyombo (kicked ball),,39,18
121,2,9:23.0,,J. Jack misses 2-pt jump shot from 18 ft,39,18
122,2,9:22.0,Defensive rebound by M. Kidd-Gilchrist,,39,18
123,2,9:13.0,Shooting foul by M. Plumlee (drawn by L. Stephenson),,39,18
124,2,9:13.0,L. Stephenson makes free throw 1 of 2,,40,18
125,2,9:13.0,,D. Williams enters the game for J. Jack,40,18
126,2,9:13.0,L. Stephenson makes free throw 2 of 2,,41,18
127,2,9:01.0,,Personal foul by C. Zeller (drawn by T. Young),41,18
128,2,9:01.0,M. Williams enters the game for C. Zeller,,41,18
129,2,8:47.0,,B. Bogdanović makes 2-pt layup from 1 ft (assist by M. Plumlee),41,20
130,2,8:33.0,Turnover by B. Biyombo (lost ball; steal by T. Young),,41,20
131,2,8:29.0,,Shooting foul by M. Kidd-Gilchrist (drawn by M. Brown),41,20
132,2,8:29.0,,Brooklyn full timeout,41,20
133,2,8:29.0,G. Henderson enters the game for M. Kidd-Gilchrist,,41,20
134,2,8:29.0,,M. Brown misses free throw 1 of 2,41,20
135,2,8:29.0,,Offensive rebound by Team,41,20
136,2,8:29.0,,M. Brown makes free throw 2 of 2,41,21
137,2,8:12.0,B. Roberts misses 2-pt jump shot from 18 ft,,41,21
138,2,8:11.0,Offensive rebound by B. Biyombo,,41,21
139,2,8:06.0,M. Williams makes 3-pt jump shot from 23 ft (assist by B. Biyombo),,44,21
140,2,7:53.0,,T. Young misses 2-pt layup from 2 ft,44,21
141,2,7:52.0,Defensive rebound by L. Stephenson,,44,21
142,2,7:46.0,Personal foul by M. Brown (drawn by L. Stephenson),,44,21
143,2,7:34.0,M. Williams misses 3-pt jump shot from 25 ft,,44,21
144,2,7:33.0,,Defensive rebound by M. Plumlee,44,21
145,2,7:24.0,,Shooting foul by B. Biyombo (drawn by D. Williams),44,21
146,2,7:24.0,,D. Williams makes free throw 1 of 2,44,22
147,2,7:24.0,,J. Johnson enters the game for M. Brown,44,22
148,2,7:24.0,M. Williams enters the game for B. Roberts,,44,22
149,2,7:24.0,A. Jefferson enters the game for B. Biyombo,,44,22
150,2,7:24.0,,D. Williams makes free throw 2 of 2,44,23
151,2,7:06.0,A. Jefferson misses 2-pt hook shot from 7 ft,,44,23
152,2,7:05.0,,Defensive rebound by M. Plumlee,44,23
153,2,6:58.0,,D. Williams makes 3-pt jump shot from 24 ft,44,26
154,2,6:30.0,L. Stephenson misses 2-pt layup from 3 ft,,44,26
155,2,6:29.0,,Defensive rebound by M. Plumlee,44,26
156,2,6:24.0,,Personal foul by L. Stephenson (drawn by B. Bogdanović),44,26
157,2,6:24.0,,B. Bogdanović makes free throw 1 of 2,44,27
158,2,6:24.0,,B. Bogdanović makes free throw 2 of 2,44,28
159,2,6:00.0,Turnover by A. Jefferson (lost ball),,44,28
160,2,5:49.0,,T. Young makes 3-pt jump shot from 25 ft (assist by D. Williams),44,31
161,2,5:42.0,Charlotte full timeout,,44,31
162,2,5:25.0,Personal foul by J. Johnson (drawn by G. Henderson),,44,31
163,2,5:25.0,G. Henderson makes free throw 1 of 2,,45,31
164,2,5:25.0,G. Henderson makes free throw 2 of 2,,46,31
165,2,5:12.0,,M. Plumlee makes 2-pt hook shot from 4 ft (assist by D. Williams),46,33
166,2,4:58.0,Personal foul by M. Plumlee (drawn by A. Jefferson),,46,33
167,2,4:58.0,A. Jefferson misses free throw 1 of 2,,46,33
168,2,4:58.0,Offensive rebound by Team,,46,33
169,2,4:58.0,A. Jefferson makes free throw 2 of 2,,47,33
170,2,4:41.0,,T. Young makes 2-pt hook shot from 9 ft,47,35
171,2,4:32.0,Personal foul by D. Williams (drawn by M. Williams),,47,35
172,2,4:32.0,M. Williams makes free throw 1 of 2,,48,35
173,2,4:32.0,M. Williams makes free throw 2 of 2,,49,35
174,2,4:20.0,,D. Williams misses 2-pt jump shot from 15 ft,49,35
175,2,4:19.0,Defensive rebound by M. Williams,,49,35
176,2,4:09.0,M. Williams makes 3-pt jump shot from 24 ft (assist by M. Williams),,52,35
177,2,3:59.0,,M. Plumlee makes 2-pt jump shot from 4 ft (assist by D. Williams),52,37
178,2,3:46.0,A. Jefferson makes 2-pt jump shot from 17 ft (assist by M. Williams),,54,37
179,2,3:35.0,,M. Plumlee makes 2-pt jump shot from 6 ft (assist by D. Williams),54,39
180,2,3:20.0,A. Jefferson misses 2-pt layup from 2 ft,,54,39
181,2,3:19.0,,Defensive rebound by B. Bogdanović,54,39
182,2,3:16.0,,Shooting foul by M. Williams (drawn by B. Bogdanović),54,39
183,2,3:16.0,Technical foul by M. Williams,,54,39
184,2,3:16.0,,B. Bogdanović makes technical free throw,54,40
185,2,3:16.0,M. Kidd-Gilchrist enters the game for L. Stephenson,,54,40
186,2,3:16.0,,B. Bogdanović misses free throw 1 of 2,54,40
187,2,3:16.0,,Offensive rebound by Team,54,40
188,2,3:16.0,,B. Lopez enters the game for M. Plumlee,54,40
189,2,3:16.0,,B. Bogdanović misses free throw 2 of 2,54,40
190,2,3:16.0,Defensive rebound by A. Jefferson,,54,40
191,2,2:52.0,A. Jefferson misses 2-pt jump shot from 16 ft,,54,40
192,2,2:51.0,Offensive rebound by Team,,54,40
193,2,2:51.0,Turnover by Team (shot clock),,54,40
194,2,2:51.0,,Brooklyn full timeout,54,40
195,2,2:41.0,,D. Williams misses 3-pt jump shot from 24 ft,54,40
196,2,2:40.0,Defensive rebound by M. Williams,,54,40
197,2,2:24.0,G. Henderson makes 2-pt jump shot from 17 ft (assist by M. Williams),,56,40
198,2,2:06.0,,B. Lopez misses 2-pt jump shot from 17 ft,56,40
199,2,2:05.0,Defensive rebound by M. Williams,,56,40
200,2,1:55.0,Turnover by M. Williams (bad pass; steal by T. Young),,56,40
201,2,1:47.0,,B. Bogdanović misses 3-pt jump shot from 22 ft,56,40
202,2,1:46.0,Defensive rebound by M. Williams,,56,40
203,2,1:21.0,G. Henderson misses 2-pt jump shot from 19 ft,,56,40
204,2,1:20.0,,Defensive rebound by T. Young,56,40
205,2,1:11.0,,Shooting foul by M. Williams (drawn by B. Lopez),56,40
206,2,1:11.0,,B. Lopez makes free throw 1 of 2,56,41
207,2,1:11.0,,B. Lopez makes free throw 2 of 2,56,42
208,2,0:58.0,M. Kidd-Gilchrist misses 2-pt jump shot from 20 ft,,56,42
209,2,0:56.0,,Defensive rebound by B. Lopez,56,42
210,2,0:42.0,,J. Johnson misses 2-pt jump shot from 5 ft,56,42
211,2,0:41.0,,Offensive rebound by T. Young,56,42
212,2,0:40.0,,T. Young makes 2-pt layup from 3 ft,56,44
213,2,0:31.0,M. Williams misses 2-pt layup from 3 ft,,56,44
214,2,0:30.0,Offensive rebound by M. Williams,,56,44
215,2,0:28.0,M. Williams misses 2-pt layup from 1 ft (block by B. Lopez),,56,44
216,2,0:25.0,,Defensive rebound by D. Williams,56,44
217,2,0:04.0,,J. Johnson misses 2-pt jump shot from 18 ft,56,44
218,2,0:03.0,Defensive rebound by M. Kidd-Gilchrist,,56,44
219,2,0:00.0,M. Williams misses 3-pt jump shot from 35 ft,,56,44
220,2,0:00.0,Offensive rebound by Team,,56,44
221,3,11:40.0,A. Jefferson misses 2-pt jump shot from 10 ft,,56,44
222,3,11:39.0,Offensive rebound by Team,,56,44
223,3,11:39.0,,Loose ball foul by J. Johnson (drawn by M. Williams),56,44
224,3,11:32.0,G. Henderson makes 2-pt jump shot from 18 ft,,58,44
225,3,11:10.0,,J. Johnson makes 2-pt jump shot from 9 ft (assist by D. Williams),58,46
226,3,10:57.0,A. Jefferson makes 2-pt hook shot from 7 ft (assist by G. Henderson),,60,46
227,3,10:39.0,,D. Williams misses 3-pt jump shot from 23 ft,60,46
228,3,10:38.0,Defensive rebound by A. Jefferson,,60,46
229,3,10:28.0,A. Jefferson misses 2-pt jump shot from 12 ft,,60,46
230,3,10:27.0,Offensive rebound by M. Kidd-Gilchrist,,60,46
231,3,10:23.0,M. Kidd-Gilchrist misses 2-pt tip-in from 2 ft,,60,46
232,3,10:22.0,,Defensive rebound by T. Young,60,46
233,3,10:21.0,,D. Williams misses 2-pt layup from 3 ft,60,46
234,3,10:20.0,,Offensive rebound by M. Plumlee,60,46
235,3,10:19.0,,M. Plumlee misses 2-pt tip-in from 2 ft,60,46
236,3,10:18.0,Defensive rebound by M. Kidd-Gilchrist,,60,46
237,3,10:13.0,M. Williams makes 2-pt jump shot from 20 ft,,62,46
238,3,9:55.0,,Turnover by D. Williams (bad pass; steal by G. Henderson),62,46
239,3,9:54.0,Personal foul by A. Anderson (drawn by M. Williams),,62,46
240,3,9:50.0,G. Henderson makes 2-pt dunk at rim (assist by M. Williams),,64,46
241,3,9:31.0,,Turnover by T. Young (bad pass; steal by A. Jefferson),64,46
242,3,9:26.0,M. Williams makes 2-pt jump shot from 19 ft,,66,46
243,3,9:26.0,,Brooklyn full timeout,66,46
244,3,9:26.0,,B. Lopez enters the game for M. Plumlee,66,46
245,3,9:26.0,,B. Bogdanović enters the game for A. Anderson,66,46
246,3,9:14.0,,D. Williams misses 2-pt layup from 2 ft,66,46
247,3,9:13.0,Defensive rebound by Team,,66,46
248,3,9:13.0,,Loose ball foul by B. Lopez (drawn by M. Kidd-Gilchrist),66,46
249,3,8:54.0,A. Jefferson misses 2-pt jump shot from 17 ft,,66,46
250,3,8:52.0,,Defensive rebound by J. Johnson,66,46
251,3,8:34.0,,J. Johnson misses 2-pt jump shot from 12 ft,66,46
252,3,8:33.0,Defensive rebound by Team,,66,46
253,3,8:17.0,Shooting foul by B. Lopez (drawn by A. Jefferson),,66,46
254,3,8:17.0,A. Jefferson makes free throw 1 of 2,,67,46
255,3,8:17.0,A. Jefferson makes free throw 2 of 2,,68,46
256,3,7:59.0,,B. Lopez misses 2-pt hook shot from 7 ft,68,46
257,3,7:58.0,Defensive rebound by G. Henderson,,68,46
258,3,7:49.0,Turnover by M. Kidd-Gilchrist (lost ball; steal by T. Young),,68,46
259,3,7:41.0,,Shooting foul by M. Williams (drawn by D. Williams),68,46
260,3,7:41.0,,D. Williams misses free throw 1 of 2,68,46
261,3,7:41.0,,Offensive rebound by Team,68,46
262,3,7:41.0,,D. Williams makes free throw 2 of 2,68,47
263,3,7:24.0,A. Jefferson makes 2-pt layup from 2 ft,,70,47
264,3,7:00.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,70,47
265,3,6:59.0,Defensive rebound by M. Kidd-Gilchrist,,70,47
266,3,6:53.0,M. Williams misses 2-pt jump shot from 17 ft,,70,47
267,3,6:52.0,,Defensive rebound by B. Lopez,70,47
268,3,6:36.0,,B. Bogdanović makes 2-pt jump shot from 6 ft,70,49
269,3,6:22.0,A. Jefferson misses 2-pt jump shot from 19 ft,,70,49
270,3,6:20.0,,Defensive rebound by B. Bogdanović,70,49
271,3,6:13.0,,Shooting foul by G. Henderson (drawn by D. Williams),70,49
272,3,6:13.0,,D. Williams makes free throw 1 of 2,70,50
273,3,6:13.0,,D. Williams makes free throw 2 of 2,70,51
274,3,6:02.0,M. Williams makes 2-pt jump shot from 20 ft,,72,51
275,3,5:46.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,72,51
276,3,5:45.0,Defensive rebound by Team,,72,51
277,3,5:45.0,,Brooklyn full timeout,72,51
278,3,5:45.0,,J. Jack enters the game for J. Johnson,72,51
279,3,5:31.0,M. Williams misses 3-pt jump shot from 24 ft,,72,51
280,3,5:30.0,,Defensive rebound by B. Lopez,72,51
281,3,5:12.0,,B. Bogdanović makes 2-pt dunk at rim (assist by B. Lopez),72,53
282,3,4:57.0,Personal foul by D. Williams (drawn by G. Henderson),,72,53
283,3,4:57.0,G. Henderson misses free throw 1 of 2,,72,53
284,3,4:57.0,Offensive rebound by Team,,72,53
285,3,4:57.0,C. Zeller enters the game for M. Williams,,72,53
286,3,4:57.0,G. Henderson misses free throw 2 of 2,,72,53
287,3,4:56.0,,Defensive rebound by B. Bogdanović,72,53
288,3,4:41.0,,Turnover by B. Lopez (lost ball; steal by A. Jefferson),72,53
289,3,4:37.0,G. Henderson makes 2-pt layup from 2 ft,,74,53
290,3,4:22.0,,J. Jack misses 2-pt jump shot from 19 ft,74,53
291,3,4:21.0,Defensive rebound by M. Kidd-Gilchrist,,74,53
292,3,4:07.0,Shooting foul by D. Williams (drawn by G. Henderson),,74,53
293,3,4:07.0,G. Henderson makes free throw 1 of 2,,75,53
294,3,4:07.0,B. Biyombo enters the game for A. Jefferson,,75,53
295,3,4:07.0,,A. Anderson enters the game for D. Williams,75,53
296,3,4:07.0,,M. Plumlee enters the game for B. Lopez,75,53
297,3,4:07.0,G. Henderson makes free throw 2 of 2,,76,53
298,3,3:51.0,,A. Anderson makes 2-pt jump shot from 7 ft,76,55
299,3,3:36.0,G. Henderson makes 3-pt jump shot from 23 ft (assist by M. Williams),,79,55
300,3,3:28.0,,Offensive foul by M. Plumlee (drawn by M. Williams),79,55
301,3,3:28.0,,Turnover by M. Plumlee (offensive foul),79,55
302,3,3:17.0,M. Williams makes 3-pt jump shot from 26 ft,,82,55
303,3,3:09.0,,J. Jack makes 2-pt layup from 3 ft,82,57
304,3,3:09.0,,Shooting foul by M. Williams (drawn by J. Jack),82,57
305,3,3:09.0,,J. Jack makes free throw 1 of 1,82,58
306,3,2:53.0,C. Zeller misses 2-pt layup from 2 ft,,82,58
307,3,2:52.0,Offensive rebound by B. Biyombo,,82,58
308,3,2:51.0,B. Biyombo makes 2-pt layup from 2 ft,,84,58
309,3,2:38.0,,J. Jack makes 2-pt jump shot from 14 ft,84,60
310,3,2:19.0,C. Zeller makes 2-pt hook shot from 6 ft (assist by M. Williams),,86,60
311,3,2:05.0,,J. Jack makes 2-pt jump shot from 17 ft,86,62
312,3,1:54.0,M. Williams misses 3-pt jump shot from 27 ft,,86,62
313,3,1:53.0,Offensive rebound by M. Kidd-Gilchrist,,86,62
314,3,1:47.0,G. Henderson misses 2-pt jump shot from 21 ft,,86,62
315,3,1:46.0,Offensive rebound by M. Kidd-Gilchrist,,86,62
316,3,1:46.0,Personal foul by A. Anderson (drawn by M. Kidd-Gilchrist),,86,62
317,3,1:46.0,Charlotte full timeout,,86,62
318,3,1:46.0,B. Roberts enters the game for G. Henderson,,86,62
319,3,1:46.0,,M. Brown enters the game for T. Young,86,62
320,3,1:46.0,,C. Jefferson enters the game for B. Bogdanović,86,62
321,3,1:46.0,M. Kidd-Gilchrist makes free throw 1 of 2,,87,62
322,3,1:46.0,M. Kidd-Gilchrist makes free throw 2 of 2,,88,62
323,3,1:33.0,,M. Brown misses 3-pt jump shot from 24 ft,88,62
324,3,1:32.0,,Offensive rebound by C. Jefferson,88,62
325,3,1:23.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by J. Jack),88,64
326,3,1:04.0,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,,88,64
327,3,1:03.0,,Defensive rebound by J. Jack,88,64
328,3,1:00.0,,Offensive foul by M. Plumlee (drawn by M. Williams),88,64
329,3,1:00.0,,Turnover by M. Plumlee (offensive foul),88,64
330,3,0:47.0,C. Zeller misses 2-pt layup at rim,,88,64
331,3,0:46.0,,Defensive rebound by M. Plumlee,88,64
332,3,0:36.0,,J. Jack misses 3-pt jump shot from 25 ft,88,64
333,3,0:35.0,,Offensive rebound by C. Jefferson,88,64
334,3,0:35.0,,C. Jefferson makes 2-pt jump shot from 6 ft,88,66
335,3,0:17.0,Turnover by M. Kidd-Gilchrist (lost ball),,88,66
336,3,0:17.0,,J. Jordan enters the game for M. Plumlee,88,66
337,3,0:01.0,,J. Jordan misses 2-pt jump shot from 17 ft,88,66
338,3,0:00.0,,Offensive rebound by Team,88,66
339,4,11:41.0,,A. Anderson misses 2-pt jump shot from 17 ft,88,66
340,4,11:40.0,Defensive rebound by C. Zeller,,88,66
341,4,11:32.0,Shooting foul by C. Jefferson (drawn by C. Zeller),,88,66
342,4,11:32.0,C. Zeller makes free throw 1 of 2,,89,66
343,4,11:32.0,C. Zeller makes free throw 2 of 2,,90,66
344,4,11:05.0,,C. Jefferson misses 2-pt jump shot from 20 ft,90,66
345,4,11:04.0,Defensive rebound by B. Biyombo,,90,66
346,4,10:55.0,L. Stephenson misses 2-pt jump shot from 19 ft,,90,66
347,4,10:54.0,,Defensive rebound by J. Jack,90,66
348,4,10:43.0,,J. Jack misses 2-pt jump shot from 8 ft,90,66
349,4,10:42.0,Defensive rebound by B. Biyombo,,90,66
350,4,10:36.0,Turnover by M. Kidd-Gilchrist (lost ball; steal by J. Jack),,90,66
351,4,10:23.0,,M. Brown misses 2-pt layup from 1 ft,90,66
352,4,10:22.0,,Offensive rebound by C. Jefferson,90,66
353,4,10:21.0,,C. Jefferson makes 2-pt dunk at rim,90,68
354,4,10:14.0,B. Roberts misses 2-pt jump shot from 19 ft,,90,68
355,4,10:13.0,Offensive rebound by C. Zeller,,90,68
356,4,10:12.0,C. Zeller makes 2-pt tip-in at rim,,92,68
357,4,10:12.0,Violation by Team (delay of game),,92,68
358,4,9:59.0,,C. Jefferson misses 2-pt layup from 4 ft,92,68
359,4,9:58.0,,Offensive rebound by J. Jordan,92,68
360,4,9:57.0,,J. Jordan misses 2-pt tip-in from 2 ft,92,68
361,4,9:56.0,Defensive rebound by C. Zeller,,92,68
362,4,9:51.0,Shooting foul by J. Jordan (drawn by B. Biyombo),,92,68
363,4,9:51.0,B. Biyombo makes free throw 1 of 2,,93,68
364,4,9:51.0,B. Biyombo misses free throw 2 of 2,,93,68
365,4,9:47.0,,Defensive rebound by M. Brown,93,68
366,4,9:39.0,,J. Jack misses 2-pt jump shot from 9 ft,93,68
367,4,9:39.0,Defensive rebound by B. Biyombo,,93,68
368,4,9:28.0,Turnover by L. Stephenson (bad pass; steal by J. Jack),,93,68
369,4,9:23.0,,M. Brown misses 2-pt layup from 3 ft,93,68
370,4,9:21.0,Defensive rebound by B. Roberts,,93,68
371,4,9:06.0,C. Zeller makes 2-pt jump shot from 19 ft (assist by B. Roberts),,95,68
372,4,8:55.0,,Turnover by A. Anderson (bad pass),95,68
373,4,8:55.0,Official timeout,,95,68
374,4,8:55.0,G. Henderson enters the game for M. Kidd-Gilchrist,,95,68
375,4,8:55.0,,M. Plumlee enters the game for J. Jordan,95,68
376,4,8:55.0,,B. Bogdanović enters the game for A. Anderson,95,68
377,4,8:49.0,Personal foul by C. Jefferson (drawn by C. Zeller),,95,68
378,4,8:45.0,G. Henderson makes 2-pt layup from 2 ft (assist by L. Stephenson),,97,68
379,4,8:35.0,,Personal foul by L. Stephenson (drawn by B. Bogdanović),97,68
380,4,8:21.0,,C. Jefferson makes 2-pt jump shot from 11 ft,97,70
381,4,7:58.0,B. Roberts makes 2-pt layup from 2 ft (assist by C. Zeller),,99,70
382,4,7:46.0,,Personal foul by C. Zeller (drawn by M. Brown),99,70
