,QUARTER,TIME_REMAINING,INDIANA_ACTION,GOLDEN STATE_ACTION,INDIANA_SCORE,GOLDEN STATE_SCORE
52,1,5:22.0,,Defensive rebound by D. Green,14,16
53,1,5:19.0,,Shooting foul by C. Watson (drawn by D. Green),14,16
54,1,5:19.0,,D. Green makes free throw 1 of 2,14,17
55,1,5:19.0,,A. Bogut enters the game for M. Speights,14,17
56,1,5:19.0,,A. Iguodala enters the game for H. Barnes,14,17
57,1,5:19.0,,D. Green misses free throw 2 of 2,14,17
58,1,5:17.0,Defensive rebound by C. Watson,,14,17
59,1,5:10.0,Shooting foul by S. Curry (drawn by C. Watson),,14,17
60,1,5:10.0,C. Watson makes free throw 1 of 2,,15,17
61,1,5:10.0,C. Watson makes free throw 2 of 2,,16,17
62,1,5:04.0,,Turnover by K. Thompson (offensive foul),16,17
63,1,5:04.0,,Offensive foul by K. Thompson (drawn by S. Hill),16,17
64,1,4:55.0,D. West misses 2-pt jump shot from 20 ft,,16,17
65,1,4:54.0,,Defensive rebound by A. Bogut,16,17
66,1,4:43.0,,S. Curry misses 2-pt jump shot from 13 ft,16,17
67,1,4:43.0,Defensive rebound by Team,,16,17
68,1,4:43.0,,Loose ball foul by A. Bogut (drawn by C. Watson),16,17
69,1,4:27.0,S. Hill makes 2-pt layup from 2 ft (assist by L. Allen),,18,17
70,1,4:10.0,,D. Green misses 3-pt jump shot from 24 ft,18,17
71,1,4:09.0,Defensive rebound by C. Watson,,18,17
72,1,4:05.0,D. West makes 2-pt layup from 1 ft (assist by C. Watson),,20,17
73,1,3:44.0,,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),20,19
74,1,3:28.0,D. West makes 2-pt jump shot from 19 ft (assist by C. Watson),,22,19
75,1,3:05.0,,A. Iguodala misses 3-pt jump shot from 24 ft,22,19
76,1,3:04.0,Defensive rebound by S. Hill,,22,19
77,1,2:53.0,S. Hill misses 2-pt layup from 2 ft,,22,19
78,1,2:52.0,Offensive rebound by L. Allen,,22,19
79,1,2:52.0,L. Allen makes 2-pt tip-in at rim,,24,19
80,1,2:52.0,,Golden State full timeout,24,19
81,1,2:52.0,C. Copeland enters the game for C. Miles,,24,19
82,1,2:52.0,,S. Livingston enters the game for S. Curry,24,19
83,1,2:38.0,,A. Bogut misses 2-pt jump shot from 9 ft,24,19
84,1,2:37.0,Defensive rebound by L. Allen,,24,19
85,1,2:31.0,Personal foul by S. Livingston (drawn by C. Watson),,24,19
86,1,2:21.0,D. West misses 2-pt jump shot from 18 ft,,24,19
87,1,2:20.0,,Defensive rebound by A. Bogut,24,19
88,1,2:07.0,,K. Thompson makes 2-pt layup from 2 ft,24,21
89,1,1:51.0,L. Allen makes 2-pt jump shot from 18 ft (assist by C. Watson),,26,21
90,1,1:40.0,,K. Thompson misses 2-pt jump shot from 22 ft,26,21
91,1,1:39.0,Defensive rebound by L. Allen,,26,21
92,1,1:24.0,C. Copeland misses 3-pt jump shot from 25 ft,,26,21
93,1,1:23.0,,Defensive rebound by D. Green,26,21
94,1,1:14.0,,Personal foul by C. Watson (drawn by K. Thompson),26,21
95,1,1:14.0,D. Sloan enters the game for C. Watson,,26,21
96,1,1:09.0,,A. Bogut makes 2-pt layup from 1 ft (assist by S. Livingston),26,23
97,1,0:56.0,Personal foul by S. Livingston (drawn by D. Sloan),,26,23
98,1,0:56.0,D. Sloan makes free throw 1 of 2,,27,23
99,1,0:56.0,,D. Lee enters the game for D. Green,27,23
100,1,0:56.0,L. Scola enters the game for D. West,,27,23
101,1,0:56.0,D. Sloan makes free throw 2 of 2,,28,23
102,1,0:47.0,,Turnover by K. Thompson (lost ball; steal by D. Sloan),28,23
103,1,0:36.0,L. Scola misses 2-pt hook shot from 7 ft,,28,23
104,1,0:36.0,,Defensive rebound by Team,28,23
105,1,0:21.0,,K. Thompson misses 3-pt jump shot from 25 ft,28,23
106,1,0:20.0,Defensive rebound by C. Copeland,,28,23
107,1,0:03.0,D. Sloan misses 2-pt jump shot from 18 ft,,28,23
108,1,0:00.0,Offensive rebound by Team,,28,23
109,2,11:40.0,C. Miles misses 2-pt jump shot from 19 ft,,28,23
110,2,11:39.0,Offensive rebound by Team,,28,23
111,2,11:36.0,C. Miles makes 2-pt jump shot from 10 ft (assist by C. Copeland),,30,23
112,2,11:21.0,,D. Lee misses 2-pt jump shot from 6 ft,30,23
113,2,11:20.0,Defensive rebound by L. Allen,,30,23
114,2,11:11.0,L. Scola misses 2-pt layup from 2 ft,,30,23
115,2,11:11.0,,Defensive rebound by Team,30,23
116,2,10:59.0,,D. Lee misses 2-pt hook shot from 6 ft,30,23
117,2,10:58.0,Defensive rebound by L. Scola,,30,23
118,2,10:49.0,D. Sloan makes 2-pt jump shot from 19 ft,,32,23
119,2,10:31.0,,D. Lee makes 2-pt hook shot from 9 ft,32,25
120,2,10:12.0,L. Scola makes 2-pt hook shot from 7 ft (assist by L. Allen),,34,25
121,2,10:02.0,,S. Livingston misses 2-pt layup from 2 ft,34,25
122,2,10:01.0,Defensive rebound by L. Scola,,34,25
123,2,9:44.0,D. Sloan misses 2-pt layup from 2 ft,,34,25
124,2,9:42.0,Offensive rebound by L. Scola,,34,25
125,2,9:42.0,L. Scola misses 2-pt tip-in at rim,,34,25
126,2,9:41.0,,Defensive rebound by D. Lee,34,25
127,2,9:37.0,,Shooting foul by C. Miles (drawn by A. Iguodala),34,25
128,2,9:37.0,,A. Iguodala makes free throw 1 of 2,34,26
129,2,9:37.0,,S. Curry enters the game for S. Livingston,34,26
130,2,9:37.0,,A. Iguodala makes free throw 2 of 2,34,27
131,2,9:20.0,L. Scola misses 2-pt jump shot from 5 ft,,34,27
132,2,9:19.0,Offensive rebound by L. Allen,,34,27
133,2,9:16.0,C. Miles misses 3-pt jump shot from 26 ft,,34,27
134,2,9:15.0,,Defensive rebound by S. Curry,34,27
135,2,9:07.0,,D. Lee makes 2-pt layup from 1 ft (assist by S. Curry),34,29
136,2,8:41.0,D. Sloan misses 3-pt jump shot from 24 ft,,34,29
137,2,8:40.0,,Defensive rebound by J. Holiday,34,29
138,2,8:30.0,,D. Lee misses 2-pt hook shot from 8 ft,34,29
139,2,8:29.0,Defensive rebound by D. Sloan,,34,29
140,2,8:10.0,L. Scola makes 2-pt jump shot from 19 ft (assist by D. Sloan),,36,29
141,2,7:55.0,,A. Iguodala misses 2-pt jump shot from 17 ft,36,29
142,2,7:54.0,,Offensive rebound by A. Iguodala,36,29
143,2,7:47.0,,S. Curry misses 2-pt jump shot from 9 ft,36,29
144,2,7:46.0,Defensive rebound by L. Allen,,36,29
145,2,7:32.0,L. Scola makes 2-pt jump shot from 17 ft (assist by D. Sloan),,38,29
146,2,7:15.0,,H. Barnes makes 2-pt jump shot from 8 ft (assist by A. Iguodala),38,31
147,2,7:00.0,L. Scola makes 2-pt layup from 1 ft (assist by D. Sloan),,40,31
148,2,7:00.0,,Golden State full timeout,40,31
149,2,7:00.0,,D. Green enters the game for D. Lee,40,31
150,2,6:49.0,,Personal foul by L. Scola (drawn by H. Barnes),40,31
151,2,6:42.0,,D. Green misses 3-pt jump shot from 25 ft,40,31
152,2,6:40.0,Defensive rebound by L. Scola,,40,31
153,2,6:18.0,D. Sloan makes 2-pt layup from 2 ft,,42,31
154,2,6:06.0,,D. Green misses 2-pt jump shot from 8 ft,42,31
155,2,6:05.0,,Offensive rebound by D. Green,42,31
156,2,5:59.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by S. Curry),42,34
157,2,5:39.0,Turnover by D. Sloan (bad pass; steal by A. Iguodala),,42,34
158,2,5:34.0,,J. Holiday misses 2-pt layup at rim,42,34
159,2,5:33.0,,Offensive rebound by J. Holiday,42,34
160,2,5:33.0,,J. Holiday misses 2-pt tip-in at rim (block by L. Scola),42,34
161,2,5:32.0,,Offensive rebound by A. Iguodala,42,34
162,2,5:22.0,,D. Green misses 3-pt jump shot from 25 ft,42,34
163,2,5:21.0,Defensive rebound by L. Scola,,42,34
164,2,4:58.0,C. Miles misses 3-pt jump shot from 25 ft,,42,34
165,2,4:57.0,,Defensive rebound by S. Curry,42,34
166,2,4:55.0,,Turnover by S. Curry (bad pass),42,34
167,2,4:55.0,Official timeout,,42,34
168,2,4:55.0,D. West enters the game for L. Allen,,42,34
169,2,4:55.0,S. Hill enters the game for C. Copeland,,42,34
170,2,4:55.0,,K. Thompson enters the game for J. Holiday,42,34
171,2,4:41.0,Personal foul by D. Green (drawn by D. West),,42,34
172,2,4:41.0,,M. Speights enters the game for A. Iguodala,42,34
173,2,4:32.0,L. Scola misses 2-pt layup from 2 ft (block by D. Green),,42,34
174,2,4:32.0,,Defensive rebound by Team,42,34
175,2,4:23.0,,S. Curry makes 3-pt jump shot from 31 ft (assist by H. Barnes),42,37
176,2,4:06.0,D. Sloan makes 2-pt layup at rim,,44,37
177,2,3:54.0,,S. Curry misses 3-pt jump shot from 27 ft,44,37
178,2,3:53.0,Defensive rebound by D. West,,44,37
179,2,3:40.0,Turnover by D. Sloan (lost ball; steal by S. Curry),,44,37
180,2,3:36.0,,Shooting foul by L. Scola (drawn by K. Thompson),44,37
181,2,3:36.0,,K. Thompson makes free throw 1 of 2,44,38
182,2,3:36.0,C. Watson enters the game for D. Sloan,,44,38
183,2,3:36.0,,K. Thompson makes free throw 2 of 2,44,39
184,2,3:16.0,L. Scola makes 2-pt jump shot from 18 ft (assist by S. Hill),,46,39
185,2,3:09.0,,Personal foul by C. Watson (drawn by S. Curry),46,39
186,2,3:06.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by S. Curry),46,42
187,2,2:49.0,S. Hill misses 3-pt jump shot from 23 ft,,46,42
188,2,2:48.0,,Defensive rebound by H. Barnes,46,42
189,2,2:39.0,,D. Green misses 3-pt jump shot from 26 ft,46,42
190,2,2:37.0,Defensive rebound by S. Hill,,46,42
191,2,2:23.0,Turnover by D. West (lost ball; steal by S. Curry),,46,42
192,2,2:18.0,,S. Curry makes 2-pt layup at rim,46,44
193,2,2:17.0,Indiana full timeout,,46,44
194,2,2:17.0,D. Sloan enters the game for C. Watson,,46,44
195,2,2:06.0,Shooting foul by M. Speights (drawn by L. Scola),,46,44
196,2,2:06.0,L. Scola makes free throw 1 of 2,,47,44
197,2,2:06.0,L. Scola makes free throw 2 of 2,,48,44
198,2,1:49.0,,M. Speights makes 2-pt jump shot from 18 ft (assist by S. Curry),48,46
199,2,1:26.0,D. West makes 2-pt jump shot from 16 ft (assist by D. Sloan),,50,46
200,2,1:09.0,,M. Speights misses 2-pt layup at rim,50,46
201,2,1:09.0,,Offensive rebound by D. Green,50,46
202,2,1:09.0,,Shooting foul by L. Scola (drawn by D. Green),50,46
203,2,1:09.0,,D. Green makes free throw 1 of 2,50,47
204,2,1:09.0,L. Allen enters the game for L. Scola,,50,47
205,2,1:09.0,,D. Green misses free throw 2 of 2,50,47
206,2,1:08.0,Defensive rebound by D. West,,50,47
207,2,0:54.0,D. West misses 2-pt jump shot from 10 ft,,50,47
208,2,0:53.0,,Defensive rebound by M. Speights,50,47
209,2,0:47.0,,S. Curry makes 3-pt jump shot from 28 ft,50,50
210,2,0:23.0,S. Hill misses 3-pt jump shot from 29 ft,,50,50
211,2,0:23.0,,Defensive rebound by Team,50,50
212,2,0:06.0,,S. Curry misses 3-pt jump shot from 28 ft,50,50
213,2,0:05.0,Defensive rebound by D. Sloan,,50,50
214,2,0:01.0,D. Sloan misses 3-pt jump shot from 27 ft,,50,50
215,2,0:00.0,Offensive rebound by Team,,50,50
216,3,12:00.0,Turnover by L. Allen (bad pass),,50,50
217,3,11:57.0,,K. Thompson misses 2-pt jump shot from 17 ft,50,50
218,3,11:56.0,Defensive rebound by D. West,,50,50
219,3,11:42.0,C. Miles misses 3-pt jump shot from 24 ft,,50,50
220,3,11:41.0,,Defensive rebound by K. Thompson,50,50
221,3,11:31.0,,D. Green misses 2-pt hook shot from 10 ft,50,50
222,3,11:30.0,Defensive rebound by D. West,,50,50
223,3,11:19.0,D. West misses 2-pt jump shot from 18 ft,,50,50
224,3,11:17.0,,Defensive rebound by S. Curry,50,50
225,3,11:09.0,,K. Thompson makes 3-pt jump shot from 22 ft (assist by S. Curry),50,53
226,3,10:54.0,Personal foul by D. Green (drawn by D. West),,50,53
227,3,10:52.0,Turnover by C. Miles (bad pass; steal by D. Green),,50,53
228,3,10:48.0,,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),50,55
229,3,10:35.0,Turnover by C. Watson (bad pass),,50,55
230,3,10:22.0,,Shooting foul by L. Allen (drawn by M. Speights),50,55
231,3,10:22.0,,M. Speights makes free throw 1 of 2,50,56
232,3,10:22.0,,M. Speights makes free throw 2 of 2,50,57
233,3,10:03.0,L. Allen misses 2-pt layup from 2 ft (block by K. Thompson),,50,57
234,3,10:02.0,,Defensive rebound by M. Speights,50,57
235,3,9:57.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),50,60
236,3,9:56.0,Indiana full timeout,,50,60
237,3,9:41.0,Shooting foul by H. Barnes (drawn by S. Hill),,50,60
238,3,9:41.0,S. Hill misses free throw 1 of 2,,50,60
239,3,9:41.0,Offensive rebound by Team,,50,60
240,3,9:41.0,S. Hill makes free throw 2 of 2,,51,60
241,3,9:30.0,,K. Thompson makes 2-pt jump shot from 11 ft (assist by S. Curry),51,62
242,3,9:12.0,C. Miles misses 3-pt jump shot from 25 ft,,51,62
243,3,9:11.0,,Defensive rebound by D. Green,51,62
244,3,8:46.0,,K. Thompson misses 2-pt jump shot from 4 ft,51,62
245,3,8:45.0,,Offensive rebound by H. Barnes,51,62
246,3,8:45.0,,H. Barnes makes 2-pt dunk at rim,51,64
247,3,8:27.0,D. West makes 2-pt layup from 2 ft (assist by L. Allen),,53,64
248,3,8:17.0,,Personal foul by S. Hill (drawn by D. Green),53,64
249,3,8:17.0,C. Copeland enters the game for C. Miles,,53,64
250,3,8:07.0,,S. Curry misses 2-pt jump shot from 20 ft,53,64
251,3,8:06.0,Defensive rebound by C. Copeland,,53,64
252,3,7:53.0,Personal foul by D. Green (drawn by L. Allen),,53,64
253,3,7:45.0,L. Allen makes 2-pt jump shot from 20 ft (assist by C. Watson),,55,64
254,3,7:21.0,,K. Thompson misses 3-pt jump shot from 25 ft,55,64
255,3,7:20.0,Defensive rebound by L. Allen,,55,64
256,3,7:15.0,Personal foul by D. Green (drawn by C. Watson),,55,64
257,3,7:15.0,,A. Iguodala enters the game for D. Green,55,64
258,3,7:08.0,L. Allen makes 2-pt hook shot from 6 ft (assist by D. West),,57,64
259,3,6:59.0,,M. Speights makes 2-pt jump shot from 17 ft (assist by S. Curry),57,66
260,3,6:34.0,S. Hill makes 2-pt dunk at rim,,59,66
261,3,6:28.0,,Golden State full timeout,59,66
262,3,6:21.0,,A. Iguodala misses 3-pt jump shot from 23 ft,59,66
263,3,6:19.0,Defensive rebound by C. Copeland,,59,66
264,3,6:13.0,Personal foul by S. Curry (drawn by L. Allen),,59,66
265,3,6:13.0,L. Allen makes free throw 1 of 2,,60,66
266,3,6:13.0,,D. Lee enters the game for H. Barnes,60,66
267,3,6:13.0,L. Allen makes free throw 2 of 2,,61,66
268,3,6:02.0,,D. Lee makes 2-pt dunk at rim (assist by S. Curry),61,68
269,3,5:43.0,S. Hill misses 2-pt layup from 1 ft,,61,68
270,3,5:42.0,,Defensive rebound by D. Lee,61,68
271,3,5:33.0,,A. Iguodala misses 3-pt jump shot from 25 ft,61,68
272,3,5:32.0,Defensive rebound by L. Allen,,61,68
273,3,5:27.0,Personal foul by S. Curry (drawn by C. Watson),,61,68
274,3,5:27.0,C. Watson makes free throw 1 of 2,,62,68
275,3,5:27.0,,S. Livingston enters the game for S. Curry,62,68
276,3,5:27.0,C. Watson makes free throw 2 of 2,,63,68
277,3,5:12.0,,K. Thompson misses 2-pt jump shot from 18 ft,63,68
278,3,5:11.0,Defensive rebound by S. Hill,,63,68
279,3,5:01.0,S. Hill makes 2-pt layup from 1 ft (assist by D. West),,65,68
280,3,4:43.0,,Shooting foul by D. West (drawn by D. Lee),65,68
281,3,4:43.0,,D. Lee misses free throw 1 of 2,65,68
282,3,4:43.0,,Offensive rebound by Team,65,68
283,3,4:43.0,,A. Bogut enters the game for M. Speights,65,68
284,3,4:43.0,,D. Lee makes free throw 2 of 2,65,69
285,3,4:28.0,C. Copeland makes 3-pt jump shot from 25 ft (assist by S. Hill),,68,69
286,3,4:07.0,,S. Livingston misses 2-pt jump shot from 12 ft,68,69
287,3,4:05.0,Defensive rebound by L. Allen,,68,69
288,3,3:51.0,Turnover by C. Watson (lost ball; steal by D. Lee),,68,69
289,3,3:47.0,,A. Iguodala makes 2-pt dunk at rim (assist by K. Thompson),68,71
290,3,3:30.0,S. Hill makes 2-pt jump shot from 8 ft,,70,71
291,3,3:10.0,,D. Lee makes 2-pt hook shot from 7 ft (assist by A. Iguodala),70,73
292,3,2:52.0,C. Copeland misses 3-pt jump shot from 22 ft,,70,73
293,3,2:51.0,,Defensive rebound by D. Lee,70,73
294,3,2:44.0,,S. Livingston makes 2-pt jump shot from 11 ft,70,75
295,3,2:44.0,,Shooting foul by D. West (drawn by S. Livingston),70,75
296,3,2:44.0,L. Scola enters the game for L. Allen,,70,75
297,3,2:44.0,D. Sloan enters the game for C. Watson,,70,75
298,3,2:44.0,,S. Livingston misses free throw 1 of 1,70,75
299,3,2:43.0,Defensive rebound by D. Sloan,,70,75
300,3,2:29.0,D. West makes 2-pt jump shot from 19 ft,,72,75
301,3,2:07.0,,D. Lee makes 2-pt jump shot from 7 ft,72,77
302,3,1:56.0,Personal foul by D. Lee (drawn by D. West),,72,77
303,3,1:56.0,D. West makes free throw 1 of 2,,73,77
304,3,1:56.0,D. West makes free throw 2 of 2,,74,77
305,3,1:37.0,,D. Lee makes 2-pt jump shot from 13 ft (assist by S. Livingston),74,79
306,3,1:17.0,C. Copeland makes 2-pt jump shot from 17 ft,,76,79
307,3,1:08.0,,Turnover by D. Lee (lost ball; steal by D. West),76,79
308,3,0:59.0,D. West misses 2-pt jump shot from 16 ft,,76,79
309,3,0:57.0,,Defensive rebound by K. Thompson,76,79
310,3,0:41.0,,K. Thompson makes 2-pt jump shot from 20 ft (assist by S. Livingston),76,81
311,3,0:24.0,S. Hill misses 3-pt jump shot from 23 ft,,76,81
312,3,0:23.0,,Defensive rebound by S. Livingston,76,81
313,3,0:03.0,,K. Thompson makes 3-pt jump shot from 22 ft (assist by S. Livingston),76,84
314,4,11:46.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Lee),76,87
315,4,11:21.0,D. Sloan misses 3-pt jump shot from 26 ft,,76,87
316,4,11:20.0,,Defensive rebound by A. Bogut,76,87
317,4,11:15.0,Violation by C. Miles (kicked ball),,76,87
318,4,11:13.0,,Personal foul by C. Miles (drawn by K. Thompson),76,87
319,4,11:08.0,,D. Lee misses 2-pt layup from 1 ft,76,87
320,4,11:06.0,,Offensive rebound by A. Bogut,76,87
321,4,11:06.0,,A. Bogut misses 2-pt tip-in at rim,76,87
322,4,11:05.0,,Offensive rebound by A. Bogut,76,87
323,4,11:02.0,,K. Thompson misses 3-pt jump shot from 26 ft,76,87
324,4,11:00.0,Defensive rebound by D. Sloan,,76,87
325,4,10:54.0,C. Miles makes 3-pt jump shot from 26 ft (assist by D. Sloan),,79,87
326,4,10:42.0,,Shooting foul by C. Miles (drawn by K. Thompson),79,87
327,4,10:42.0,,K. Thompson makes free throw 1 of 2,79,88
328,4,10:42.0,,K. Thompson makes free throw 2 of 2,79,89
329,4,10:20.0,C. Miles misses 3-pt jump shot from 27 ft,,79,89
330,4,10:19.0,,Defensive rebound by A. Bogut,79,89
331,4,10:09.0,,K. Thompson makes 2-pt layup at rim,79,91
332,4,10:06.0,Indiana full timeout,,79,91
333,4,9:53.0,Personal foul by D. Lee (drawn by L. Scola),,79,91
334,4,9:43.0,L. Scola misses 2-pt layup from 1 ft,,79,91
335,4,9:42.0,Offensive rebound by D. Sloan,,79,91
336,4,9:40.0,D. Sloan makes 2-pt jump shot from 5 ft,,81,91
337,4,9:29.0,,Offensive foul by D. Lee (drawn by C. Miles),81,91
338,4,9:29.0,,Turnover by D. Lee (offensive foul),81,91
339,4,9:29.0,,D. Green enters the game for D. Lee,81,91
340,4,9:29.0,,S. Curry enters the game for S. Livingston,81,91
341,4,9:13.0,C. Miles makes 3-pt jump shot from 28 ft (assist by C. Copeland),,84,91
342,4,8:59.0,,S. Curry misses 3-pt jump shot from 26 ft,84,91
343,4,8:57.0,Defensive rebound by L. Scola,,84,91
344,4,8:50.0,C. Copeland misses 3-pt jump shot from 23 ft,,84,91
345,4,8:49.0,,Defensive rebound by A. Bogut,84,91
346,4,8:38.0,,Turnover by D. Green (bad pass; steal by C. Copeland),84,91
347,4,8:30.0,Turnover by L. Scola (bad pass),,84,91
348,4,8:18.0,,A. Bogut makes 2-pt hook shot from 3 ft (assist by S. Curry),84,93
349,4,7:56.0,Turnover by L. Scola (bad pass; steal by A. Iguodala),,84,93
350,4,7:53.0,,Shooting foul by C. Copeland (drawn by K. Thompson),84,93
351,4,7:53.0,,K. Thompson makes free throw 1 of 2,84,94
352,4,7:53.0,,K. Thompson makes free throw 2 of 2,84,95
353,4,7:38.0,C. Miles misses 2-pt jump shot from 10 ft,,84,95
354,4,7:37.0,,Defensive rebound by A. Bogut,84,95
355,4,7:30.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),84,98
356,4,7:21.0,Indiana full timeout,,84,98
357,4,7:21.0,,M. Speights enters the game for A. Bogut,84,98
358,4,7:21.0,C. Watson enters the game for L. Allen,,84,98
359,4,7:21.0,D. West enters the game for C. Copeland,,84,98
360,4,7:21.0,S. Hill enters the game for D. Sloan,,84,98
361,4,7:09.0,C. Miles misses 3-pt jump shot from 28 ft,,84,98
362,4,7:08.0,Offensive rebound by Team,,84,98
363,4,7:08.0,,Loose ball foul by D. Green (drawn by L. Scola),84,98
364,4,7:08.0,,D. Lee enters the game for D. Green,84,98
365,4,6:54.0,C. Watson misses 3-pt jump shot from 26 ft,,84,98
366,4,6:53.0,,Defensive rebound by K. Thompson,84,98
367,4,6:45.0,,Technical foul by D. Green,84,98
368,4,6:45.0,C. Watson makes technical free throw,,85,98
369,4,6:38.0,,Turnover by S. Curry (bad pass),85,98
370,4,6:20.0,Personal foul by S. Curry (drawn by L. Scola),,85,98
371,4,6:20.0,L. Scola makes free throw 1 of 2,,86,98
372,4,6:20.0,L. Scola makes free throw 2 of 2,,87,98
373,4,6:10.0,,Offensive foul by M. Speights (drawn by C. Watson),87,98
374,4,6:10.0,,Turnover by M. Speights (offensive foul),87,98
375,4,5:58.0,S. Hill makes 2-pt dunk at rim (assist by D. West),,89,98
376,4,5:51.0,,Golden State full timeout,89,98
377,4,5:44.0,,S. Curry makes 2-pt jump shot from 6 ft,89,100
378,4,5:28.0,Shooting foul by A. Iguodala (drawn by C. Miles),,89,100
379,4,5:28.0,C. Miles makes free throw 1 of 2,,90,100
380,4,5:28.0,C. Miles makes free throw 2 of 2,,91,100
381,4,5:12.0,,M. Speights makes 2-pt jump shot from 18 ft (assist by A. Iguodala),91,102
382,4,4:53.0,L. Scola misses 2-pt jump shot from 17 ft,,91,102
383,4,4:52.0,Offensive rebound by D. West,,91,102
384,4,4:47.0,Turnover by D. West (bad pass; steal by S. Curry),,91,102
385,4,4:43.0,,S. Curry misses 2-pt jump shot from 5 ft,91,102
386,4,4:43.0,Defensive rebound by Team,,91,102
387,4,4:43.0,,Loose ball foul by D. Lee (drawn by S. Hill),91,102
388,4,4:43.0,S. Hill makes free throw 1 of 2,,92,102
389,4,4:43.0,,D. Green enters the game for D. Lee,92,102
390,4,4:43.0,L. Allen enters the game for L. Scola,,92,102
391,4,4:43.0,S. Hill makes free throw 2 of 2,,93,102
392,4,4:37.0,,S. Curry makes 3-pt jump shot from 24 ft,93,105
