,QUARTER,TIME_REMAINING,DETROIT_ACTION,MINNESOTA_ACTION,DETROIT_SCORE,MINNESOTA_SCORE
383,4,3:44.0,D. Augustin misses 2-pt jump shot from 21 ft,,81,86
384,4,3:42.0,,Defensive rebound by R. Rubio,81,86
385,4,3:27.0,,M. Williams misses 3-pt jump shot from 23 ft,81,86
386,4,3:26.0,Defensive rebound by A. Drummond,,81,86
387,4,3:25.0,Personal foul by R. Rubio (drawn by D. Augustin),,81,86
388,4,3:25.0,D. Augustin makes free throw 1 of 2,,82,86
389,4,3:25.0,D. Augustin makes free throw 2 of 2,,83,86
390,4,3:25.0,,Minnesota full timeout,83,86
391,4,3:13.0,,T. Young misses 2-pt jump shot from 5 ft (block by J. Smith),83,86
392,4,3:12.0,Defensive rebound by J. Smith,,83,86
393,4,2:52.0,C. Butler makes 2-pt layup at rim (assist by A. Drummond),,85,86
394,4,2:35.0,,R. Rubio misses 2-pt jump shot from 19 ft,85,86
395,4,2:34.0,Defensive rebound by J. Smith,,85,86
396,4,2:16.0,J. Smith misses 3-pt jump shot from 24 ft,,85,86
397,4,2:15.0,,Defensive rebound by R. Rubio,85,86
398,4,2:09.0,,M. Williams makes 2-pt jump shot from 17 ft (assist by R. Rubio),85,88
399,4,1:43.0,C. Butler makes 3-pt jump shot from 26 ft,,88,88
400,4,1:28.0,,T. Young makes 3-pt jump shot from 25 ft (assist by R. Rubio),88,91
401,4,1:05.0,A. Drummond misses 2-pt hook shot from 9 ft,,88,91
402,4,1:04.0,,Defensive rebound by M. Williams,88,91
403,4,1:04.0,,Personal foul by D. Augustin (drawn by M. Williams),88,91
404,4,1:04.0,,K. Martin enters the game for C. Brewer,88,91
405,4,0:52.0,,M. Williams makes 2-pt jump shot from 3 ft,88,93
406,4,0:52.0,Detroit full timeout,,88,93
407,4,0:44.0,Personal take foul by N. Peković (drawn by A. Drummond),,88,93
408,4,0:44.0,A. Drummond makes free throw 1 of 2,,89,93
409,4,0:44.0,A. Drummond misses free throw 2 of 2,,89,93
410,4,0:44.0,Offensive rebound by C. Butler,,89,93
411,4,0:40.0,D. Augustin misses 3-pt jump shot from 24 ft,,89,93
412,4,0:39.0,,Defensive rebound by K. Martin,89,93
413,4,0:39.0,,Personal take foul by C. Butler (drawn by K. Martin),89,93
414,4,0:39.0,,K. Martin makes free throw 1 of 2,89,94
415,4,0:39.0,,K. Martin makes free throw 2 of 2,89,95
416,4,0:31.0,D. Augustin misses 2-pt jump shot from 7 ft,,89,95
417,4,0:31.0,Offensive rebound by Team,,89,95
418,4,0:31.0,,Loose ball foul by R. Rubio (drawn by A. Drummond),89,95
419,4,0:31.0,A. Drummond misses free throw 1 of 2,,89,95
420,4,0:31.0,Offensive rebound by Team,,89,95
421,4,0:31.0,,C. Brewer enters the game for K. Martin,89,95
422,4,0:31.0,A. Drummond misses free throw 2 of 2,,89,95
423,4,0:30.0,,Defensive rebound by Team,89,95
424,4,0:30.0,,K. Martin enters the game for C. Brewer,89,95
425,4,0:27.0,,Personal foul by J. Smith (drawn by M. Williams),89,95
426,4,0:27.0,,M. Williams makes free throw 1 of 2,89,96
427,4,0:27.0,,M. Williams misses free throw 2 of 2,89,96
428,4,0:27.0,Defensive rebound by A. Drummond,,89,96
429,4,0:27.0,Detroit full timeout,,89,96
430,4,0:24.0,C. Butler misses 3-pt jump shot from 25 ft,,89,96
431,4,0:24.0,,Defensive rebound by Team,89,96
432,4,0:22.0,,Personal take foul by J. Smith (drawn by R. Rubio),89,96
433,4,0:22.0,,R. Rubio misses free throw 1 of 2,89,96
434,4,0:22.0,,Offensive rebound by Team,89,96
435,4,0:22.0,,R. Rubio makes free throw 2 of 2,89,97
436,4,0:04.0,C. Butler makes 2-pt jump shot from 15 ft (assist by J. Smith),,91,97
