,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ATLANTA_ACTION,WASHINGTON_SCORE,ATLANTA_SCORE
0,1,11:44.0,,A. Horford misses 2-pt jump shot from 19 ft,0,0
1,1,11:42.0,Defensive rebound by N. Hilário,,0,0
2,1,11:27.0,N. Hilário makes 2-pt hook shot from 7 ft (assist by J. Wall),,2,0
3,1,11:16.0,,J. Teague makes 3-pt jump shot from 24 ft (assist by A. Horford),2,3
4,1,10:57.0,Turnover by M. Gortat (lost ball; steal by J. Teague),,2,3
5,1,10:51.0,,K. Korver misses 3-pt jump shot from 24 ft,2,3
6,1,10:50.0,Defensive rebound by P. Pierce,,2,3
7,1,10:47.0,Turnover by P. Pierce (bad pass; steal by P. Millsap),,2,3
8,1,10:31.0,,D. Carroll misses 2-pt jump shot from 10 ft,2,3
9,1,10:30.0,,Offensive rebound by A. Horford,2,3
10,1,10:22.0,,J. Teague makes 2-pt jump shot from 18 ft,2,5
11,1,10:16.0,,Violation by A. Horford (def goaltending),2,5
12,1,10:16.0,M. Gortat makes 2-pt layup from 1 ft (assist by P. Pierce),,4,5
13,1,10:04.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by K. Korver),4,8
14,1,9:42.0,N. Hilário misses 2-pt jump shot from 19 ft,,4,8
15,1,9:41.0,,Defensive rebound by J. Teague,4,8
16,1,9:37.0,,Turnover by J. Teague (bad pass),4,8
17,1,9:27.0,J. Wall misses 2-pt layup from 1 ft,,4,8
18,1,9:26.0,,Defensive rebound by A. Horford,4,8
19,1,9:17.0,,A. Horford misses 2-pt hook shot from 6 ft,4,8
20,1,9:15.0,Defensive rebound by P. Pierce,,4,8
21,1,9:09.0,B. Beal makes 2-pt jump shot from 17 ft (assist by J. Wall),,6,8
22,1,8:50.0,,A. Horford misses 2-pt layup from 1 ft,6,8
23,1,8:47.0,Defensive rebound by J. Wall,,6,8
24,1,8:45.0,Turnover by B. Beal (lost ball; steal by D. Carroll),,6,8
25,1,8:39.0,,D. Carroll misses 3-pt jump shot from 24 ft,6,8
26,1,8:37.0,Defensive rebound by M. Gortat,,6,8
27,1,8:34.0,Shooting foul by P. Millsap (drawn by J. Wall),,6,8
28,1,8:34.0,J. Wall misses free throw 1 of 2,,6,8
29,1,8:34.0,Offensive rebound by Team,,6,8
30,1,8:34.0,J. Wall makes free throw 2 of 2,,7,8
31,1,8:17.0,,A. Horford misses 2-pt jump shot from 9 ft,7,8
32,1,8:15.0,,Offensive rebound by A. Horford,7,8
33,1,8:07.0,,D. Carroll misses 2-pt jump shot from 20 ft,7,8
34,1,8:06.0,Defensive rebound by M. Gortat,,7,8
35,1,7:58.0,P. Pierce misses 3-pt jump shot from 24 ft,,7,8
36,1,7:57.0,,Defensive rebound by A. Horford,7,8
37,1,7:42.0,,Shooting foul by P. Pierce (drawn by P. Millsap),7,8
38,1,7:42.0,,P. Millsap misses free throw 1 of 2,7,8
39,1,7:42.0,,Offensive rebound by Team,7,8
40,1,7:42.0,,P. Millsap makes free throw 2 of 2,7,9
41,1,7:31.0,N. Hilário makes 2-pt layup at rim,,9,9
42,1,7:10.0,,A. Horford misses 2-pt jump shot from 4 ft,9,9
43,1,7:07.0,Defensive rebound by J. Wall,,9,9
44,1,7:04.0,N. Hilário makes 2-pt dunk at rim (assist by J. Wall),,11,9
45,1,6:52.0,,Shooting foul by N. Hilário (drawn by J. Teague),11,9
46,1,6:52.0,,J. Teague makes free throw 1 of 2,11,10
47,1,6:52.0,,J. Teague makes free throw 2 of 2,11,11
48,1,6:34.0,B. Beal misses 3-pt jump shot from 23 ft,,11,11
49,1,6:32.0,,Defensive rebound by P. Millsap,11,11
50,1,6:17.0,,A. Horford makes 2-pt jump shot from 8 ft (assist by J. Teague),11,13
51,1,6:11.0,Personal foul by D. Carroll (drawn by P. Pierce),,11,13
52,1,6:11.0,Washington full timeout,,11,13
53,1,6:11.0,,P. Antić enters the game for A. Horford,11,13
54,1,6:11.0,,K. Bazemore enters the game for D. Carroll,11,13
55,1,6:03.0,M. Gortat makes 2-pt jump shot from 15 ft (assist by P. Pierce),,13,13
56,1,5:41.0,,P. Millsap misses 2-pt hook shot from 3 ft,13,13
57,1,5:40.0,Defensive rebound by M. Gortat,,13,13
58,1,5:29.0,P. Pierce misses 3-pt jump shot from 24 ft,,13,13
59,1,5:28.0,,Defensive rebound by P. Millsap,13,13
60,1,5:21.0,,J. Teague misses 3-pt jump shot from 24 ft,13,13
61,1,5:19.0,Defensive rebound by B. Beal,,13,13
62,1,5:08.0,J. Wall makes 2-pt jump shot from 16 ft,,15,13
63,1,4:51.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by J. Teague),15,16
64,1,4:29.0,N. Hilário misses 2-pt layup from 2 ft (block by P. Millsap),,15,16
65,1,4:27.0,,Defensive rebound by P. Antić,15,16
66,1,4:14.0,,Turnover by K. Bazemore (lost ball; steal by B. Beal),15,16
67,1,4:08.0,B. Beal misses 2-pt jump shot from 20 ft,,15,16
68,1,4:06.0,,Defensive rebound by K. Korver,15,16
69,1,3:44.0,,J. Teague makes 2-pt jump shot from 21 ft,15,18
70,1,3:27.0,,Offensive charge foul by P. Pierce (drawn by P. Antić),15,18
71,1,3:27.0,Turnover by P. Pierce (offensive foul),,15,18
72,1,3:27.0,K. Humphries enters the game for N. Hilário,,15,18
73,1,3:27.0,G. Temple enters the game for B. Beal,,15,18
74,1,3:27.0,,Atlanta full timeout,15,18
75,1,3:27.0,O. Porter enters the game for P. Pierce,,15,18
76,1,3:11.0,,P. Antić misses 2-pt layup from 1 ft,15,18
77,1,3:10.0,Defensive rebound by M. Gortat,,15,18
78,1,2:54.0,Turnover by O. Porter (step out of bounds),,15,18
79,1,2:54.0,,D. Schröder enters the game for J. Teague,15,18
80,1,2:40.0,,Turnover by P. Antić (bad pass; steal by K. Humphries),15,18
81,1,2:31.0,,Offensive charge foul by J. Wall (drawn by D. Schröder),15,18
82,1,2:31.0,Turnover by J. Wall (offensive foul),,15,18
83,1,2:15.0,,P. Antić makes 3-pt jump shot from 24 ft (assist by K. Bazemore),15,21
84,1,1:54.0,K. Humphries misses 2-pt jump shot from 18 ft,,15,21
85,1,1:52.0,,Defensive rebound by K. Korver,15,21
86,1,1:50.0,,A. Horford enters the game for P. Millsap,15,21
87,1,1:38.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by P. Antić),15,24
88,1,1:20.0,J. Wall makes 3-pt jump shot from 25 ft (assist by O. Porter),,18,24
89,1,1:03.0,,A. Horford misses 2-pt dunk at rim (block by K. Humphries),18,24
90,1,1:01.0,Defensive rebound by M. Gortat,,18,24
91,1,0:56.0,G. Temple misses 3-pt jump shot from 23 ft,,18,24
92,1,0:55.0,,Defensive rebound by A. Horford,18,24
93,1,0:37.0,,K. Bazemore makes 3-pt jump shot from 23 ft (assist by D. Schröder),18,27
94,1,0:32.0,J. Wall misses 3-pt jump shot from 24 ft,,18,27
95,1,0:31.0,,Defensive rebound by P. Antić,18,27
96,1,0:10.0,,D. Schröder makes 2-pt jump shot from 16 ft,18,29
97,1,0:01.0,O. Porter misses 2-pt jump shot from 14 ft,,18,29
98,1,0:01.0,,Defensive rebound by P. Antić,18,29
99,2,11:54.0,Personal foul by D. Schröder (drawn by G. Temple),,18,29
100,2,11:42.0,O. Porter misses 2-pt layup at rim,,18,29
101,2,11:41.0,,Defensive rebound by A. Horford,18,29
102,2,11:30.0,,D. Schröder makes 2-pt layup from 2 ft,18,31
103,2,11:16.0,Shooting foul by P. Antić (drawn by B. Beal),,18,31
104,2,11:16.0,B. Beal misses free throw 1 of 2,,18,31
105,2,11:16.0,Offensive rebound by Team,,18,31
106,2,11:16.0,B. Beal makes free throw 2 of 2,,19,31
107,2,10:55.0,,Def 3 sec tech foul by K. Humphries,19,31
108,2,10:55.0,,D. Schröder makes technical free throw,19,32
109,2,10:55.0,,M. Scott enters the game for P. Antić,19,32
110,2,10:47.0,,A. Horford makes 2-pt jump shot from 20 ft (assist by D. Schröder),19,34
111,2,10:32.0,O. Porter misses 2-pt jump shot from 19 ft,,19,34
112,2,10:30.0,,Defensive rebound by D. Schröder,19,34
113,2,10:09.0,,Turnover by D. Schröder (lost ball; steal by B. Beal),19,34
114,2,10:05.0,Shooting foul by K. Bazemore (drawn by B. Beal),,19,34
115,2,10:05.0,B. Beal makes free throw 1 of 2,,20,34
116,2,10:05.0,B. Beal makes free throw 2 of 2,,21,34
117,2,9:47.0,,Turnover by K. Bazemore (traveling),21,34
118,2,9:33.0,G. Temple misses 2-pt jump shot from 21 ft,,21,34
119,2,9:31.0,,Defensive rebound by M. Scott,21,34
120,2,9:22.0,,A. Horford misses 2-pt jump shot from 19 ft,21,34
121,2,9:20.0,,Offensive rebound by K. Bazemore,21,34
122,2,9:17.0,,D. Carroll misses 3-pt jump shot from 25 ft,21,34
123,2,9:16.0,Defensive rebound by K. Humphries,,21,34
124,2,9:11.0,B. Beal makes 2-pt layup from 1 ft,,23,34
125,2,8:54.0,,A. Horford makes 2-pt layup from 1 ft (assist by M. Scott),23,36
