,QUARTER,TIME_REMAINING,TORONTO_ACTION,WASHINGTON_ACTION,TORONTO_SCORE,WASHINGTON_SCORE
0,1,11:46.0,,Turnover by B. Beal (lost ball; steal by J. Valančiūnas),0,0
1,1,11:22.0,G. Vásquez makes 3-pt jump shot from 23 ft (assist by J. Valančiūnas),,3,0
2,1,11:09.0,,Shooting foul by G. Vásquez (drawn by M. Gortat),3,0
3,1,11:09.0,,M. Gortat makes free throw 1 of 2,3,1
4,1,11:09.0,,M. Gortat makes free throw 2 of 2,3,2
5,1,10:49.0,G. Vásquez makes 2-pt jump shot from 4 ft (assist by D. DeRozan),,5,2
6,1,10:34.0,,P. Pierce makes 3-pt jump shot from 23 ft (assist by M. Gortat),5,5
7,1,10:23.0,K. Lowry makes 2-pt jump shot from 16 ft,,7,5
8,1,10:08.0,,Personal foul by K. Lowry (drawn by B. Beal),7,5
9,1,9:57.0,,P. Pierce misses 3-pt jump shot from 25 ft,7,5
10,1,9:56.0,Defensive rebound by Team,,7,5
11,1,9:48.0,Personal foul by N. Hilário (drawn by A. Johnson),,7,5
12,1,9:35.0,D. DeRozan misses 2-pt jump shot from 20 ft,,7,5
13,1,9:34.0,,Defensive rebound by M. Gortat,7,5
14,1,9:25.0,,Shooting foul by J. Valančiūnas (drawn by M. Gortat),7,5
15,1,9:25.0,,M. Gortat misses free throw 1 of 2,7,5
16,1,9:25.0,,Offensive rebound by Team,7,5
17,1,9:25.0,,M. Gortat misses free throw 2 of 2,7,5
18,1,9:24.0,Defensive rebound by A. Johnson,,7,5
19,1,9:03.0,Turnover by G. Vásquez (traveling),,7,5
20,1,8:51.0,,M. Gortat misses 2-pt jump shot from 18 ft,7,5
21,1,8:50.0,Defensive rebound by G. Vásquez,,7,5
22,1,8:40.0,J. Valančiūnas misses 2-pt jump shot from 9 ft,,7,5
23,1,8:39.0,Offensive rebound by D. DeRozan,,7,5
24,1,8:37.0,D. DeRozan makes 2-pt layup from 2 ft,,9,5
25,1,8:32.0,,Shooting foul by J. Valančiūnas (drawn by N. Hilário),9,5
26,1,8:32.0,,N. Hilário misses free throw 1 of 2,9,5
