,QUARTER,TIME_REMAINING,PHOENIX_ACTION,BOSTON_ACTION,PHOENIX_SCORE,BOSTON_SCORE
105,1,1:46.0,,J. Green makes 2-pt hook shot from 7 ft (assist by E. Turner),31,24
106,1,1:31.0,G. Green misses 2-pt jump shot from 20 ft,,31,24
107,1,1:28.0,Offensive rebound by Team,,31,24
108,1,1:28.0,G. Dragić enters the game for E. Bledsoe,,31,24
109,1,1:28.0,,R. Rondo enters the game for P. Pressey,31,24
110,1,1:28.0,,A. Bradley enters the game for J. Green,31,24
111,1,1:25.0,A. Tolliver misses 2-pt jump shot from 18 ft,,31,24
112,1,1:24.0,,Defensive rebound by E. Turner,31,24
113,1,1:19.0,,T. Zeller makes 2-pt layup from 1 ft (assist by E. Turner),31,26
114,1,1:01.0,G. Dragić misses 3-pt jump shot from 25 ft,,31,26
115,1,1:00.0,,Defensive rebound by R. Rondo,31,26
116,1,0:50.0,,A. Bradley misses 2-pt jump shot from 16 ft,31,26
117,1,0:48.0,,Offensive rebound by B. Bass,31,26
118,1,0:45.0,,E. Turner makes 3-pt jump shot from 22 ft (assist by B. Bass),31,29
119,1,0:33.0,Turnover by I. Thomas (step out of bounds),,31,29
120,1,0:26.0,,Shooting foul by A. Tolliver (drawn by B. Bass),31,29
121,1,0:26.0,,B. Bass makes free throw 1 of 2,31,30
122,1,0:26.0,,B. Bass makes free throw 2 of 2,31,31
123,1,0:08.0,G. Dragić misses 2-pt jump shot from 3 ft,,31,31
124,1,0:07.0,Offensive rebound by A. Len,,31,31
125,1,0:07.0,A. Len makes 2-pt tip-in from 1 ft,,33,31
126,1,0:01.0,,Turnover by T. Zeller (lost ball),33,31
127,2,11:49.0,,Shooting foul by M. Morris (drawn by J. Sullinger),33,31
128,2,11:49.0,,J. Sullinger misses free throw 1 of 2,33,31
129,2,11:49.0,,Offensive rebound by Team,33,31
130,2,11:49.0,,J. Sullinger makes free throw 2 of 2,33,32
131,2,11:27.0,I. Thomas misses 2-pt jump shot from 4 ft,,33,32
132,2,11:26.0,Offensive rebound by I. Thomas,,33,32
133,2,11:23.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by I. Thomas),,36,32
134,2,11:01.0,,A. Bradley makes 2-pt layup from 1 ft (assist by R. Rondo),36,34
135,2,11:01.0,,Violation by Team (delay of game),36,34
136,2,10:46.0,G. Green misses 2-pt jump shot from 15 ft,,36,34
137,2,10:45.0,,Defensive rebound by T. Zeller,36,34
138,2,10:31.0,,J. Sullinger misses 2-pt jump shot from 11 ft,36,34
139,2,10:30.0,,Offensive rebound by M. Thornton,36,34
140,2,10:30.0,,M. Thornton makes 2-pt layup from 1 ft,36,36
141,2,10:21.0,Turnover by G. Dragić (lost ball),,36,36
142,2,10:21.0,M. Morris enters the game for G. Green,,36,36
143,2,9:59.0,,M. Thornton misses 2-pt layup at rim,36,36
144,2,9:58.0,Defensive rebound by Team,,36,36
145,2,9:58.0,,Loose ball foul by T. Zeller (drawn by M. Plumlee),36,36
146,2,9:44.0,I. Thomas misses 3-pt jump shot from 24 ft,,36,36
147,2,9:43.0,,Defensive rebound by R. Rondo,36,36
148,2,9:38.0,,J. Sullinger makes 2-pt layup from 1 ft (assist by R. Rondo),36,38
149,2,9:15.0,M. Morris makes 3-pt jump shot from 24 ft (assist by G. Dragić),,39,38
150,2,8:56.0,,J. Sullinger misses 2-pt layup from 2 ft (block by M. Plumlee),39,38
151,2,8:54.0,Defensive rebound by M. Plumlee,,39,38
152,2,8:48.0,G. Dragić misses 3-pt jump shot from 22 ft,,39,38
153,2,8:47.0,,Defensive rebound by T. Zeller,39,38
154,2,8:42.0,,Turnover by R. Rondo (bad pass; steal by G. Dragić),39,38
155,2,8:39.0,G. Dragić makes 2-pt layup at rim,,41,38
156,2,8:21.0,,A. Bradley makes 2-pt jump shot from 20 ft (assist by R. Rondo),41,40
157,2,8:04.0,M. Morris makes 2-pt dunk at rim (assist by G. Dragić),,43,40
158,2,7:45.0,,Turnover by J. Sullinger (lost ball; steal by M. Morris),43,40
159,2,7:45.0,,Loose ball foul by J. Sullinger (drawn by I. Thomas),43,40
160,2,7:45.0,Official timeout,,43,40
161,2,7:45.0,,K. Olynyk enters the game for T. Zeller,43,40
162,2,7:30.0,M. Morris makes 2-pt jump shot from 11 ft,,45,40
163,2,7:10.0,,M. Thornton misses 2-pt jump shot from 4 ft,45,40
164,2,7:09.0,,Offensive rebound by J. Sullinger,45,40
165,2,7:07.0,,J. Sullinger makes 2-pt layup at rim,45,42
166,2,6:54.0,I. Thomas misses 2-pt jump shot from 15 ft,,45,42
167,2,6:52.0,,Defensive rebound by R. Rondo,45,42
168,2,6:42.0,,R. Rondo makes 2-pt layup from 1 ft,45,44
169,2,6:19.0,G. Dragić makes 2-pt jump shot from 5 ft (assist by M. Morris),,47,44
170,2,6:02.0,,A. Bradley misses 2-pt jump shot from 14 ft,47,44
171,2,6:01.0,Defensive rebound by M. Morris,,47,44
172,2,5:54.0,I. Thomas misses 2-pt layup from 1 ft,,47,44
173,2,5:52.0,,Defensive rebound by J. Sullinger,47,44
174,2,5:46.0,,R. Rondo makes 2-pt layup at rim,47,46
175,2,5:28.0,M. Plumlee misses 2-pt hook shot from 4 ft,,47,46
176,2,5:27.0,,Defensive rebound by K. Olynyk,47,46
177,2,5:27.0,,Personal foul by G. Dragić (drawn by R. Rondo),47,46
178,2,5:27.0,,Boston full timeout,47,46
179,2,5:27.0,,J. Green enters the game for J. Sullinger,47,46
180,2,5:27.0,,E. Turner enters the game for A. Bradley,47,46
181,2,5:27.0,,B. Bass enters the game for M. Thornton,47,46
182,2,5:27.0,E. Bledsoe enters the game for M. Plumlee,,47,46
183,2,5:27.0,A. Len enters the game for I. Thomas,,47,46
184,2,5:18.0,,Turnover by R. Rondo (bad pass; steal by M. Morris),47,46
185,2,5:12.0,M. Morris makes 2-pt layup from 1 ft (assist by M. Morris),,49,46
186,2,4:52.0,,K. Olynyk misses 2-pt jump shot from 3 ft,49,46
187,2,4:51.0,Defensive rebound by M. Morris,,49,46
188,2,4:41.0,G. Dragić makes 3-pt jump shot from 22 ft (assist by M. Morris),,52,46
189,2,4:20.0,,Turnover by K. Olynyk (traveling),52,46
190,2,4:20.0,,P. Pressey enters the game for R. Rondo,52,46
191,2,4:06.0,M. Morris misses 2-pt jump shot from 14 ft,,52,46
192,2,4:05.0,Offensive rebound by M. Morris,,52,46
193,2,4:04.0,Shooting block foul by K. Olynyk (drawn by M. Morris),,52,46
194,2,4:04.0,M. Morris misses free throw 1 of 2,,52,46
195,2,4:04.0,Offensive rebound by Team,,52,46
196,2,4:04.0,,T. Zeller enters the game for K. Olynyk,52,46
197,2,4:04.0,M. Morris misses free throw 2 of 2,,52,46
198,2,4:04.0,,Defensive rebound by B. Bass,52,46
199,2,3:43.0,,J. Green makes 2-pt layup from 1 ft (assist by T. Zeller),52,48
200,2,3:21.0,M. Morris makes 2-pt jump shot from 14 ft (assist by M. Morris),,54,48
201,2,3:05.0,,Turnover by E. Turner (bad pass; steal by A. Len),54,48
202,2,3:01.0,A. Len makes 2-pt dunk at rim,,56,48
203,2,2:43.0,,Shooting foul by A. Len (drawn by T. Zeller),56,48
204,2,2:43.0,Phoenix full timeout,,56,48
205,2,2:43.0,,A. Bradley enters the game for E. Turner,56,48
206,2,2:43.0,,T. Zeller misses free throw 1 of 2,56,48
207,2,2:43.0,,Offensive rebound by Team,56,48
208,2,2:43.0,,T. Zeller makes free throw 2 of 2,56,49
209,2,2:25.0,G. Dragić misses 2-pt jump shot from 8 ft,,56,49
210,2,2:23.0,,Defensive rebound by A. Bradley,56,49
211,2,2:11.0,,Personal foul by M. Morris (drawn by J. Green),56,49
212,2,2:11.0,G. Green enters the game for G. Dragić,,56,49
213,2,2:11.0,,R. Rondo enters the game for P. Pressey,56,49
214,2,2:11.0,T. Warren enters the game for M. Morris,,56,49
215,2,2:03.0,,A. Bradley misses 2-pt jump shot from 16 ft,56,49
216,2,2:02.0,Defensive rebound by T. Warren,,56,49
217,2,1:50.0,A. Len makes 2-pt jump shot from 14 ft (assist by E. Bledsoe),,58,49
218,2,1:40.0,,Personal foul by T. Warren (drawn by J. Green),58,49
219,2,1:40.0,,J. Green misses free throw 1 of 2,58,49
220,2,1:40.0,,Offensive rebound by Team,58,49
221,2,1:40.0,,J. Green makes free throw 2 of 2,58,50
222,2,1:21.0,M. Morris misses 2-pt hook shot from 6 ft,,58,50
223,2,1:20.0,,Defensive rebound by B. Bass,58,50
224,2,1:03.0,,T. Zeller makes 2-pt layup from 2 ft (assist by B. Bass),58,52
225,2,0:44.0,E. Bledsoe misses 2-pt layup from 1 ft (block by T. Zeller),,58,52
226,2,0:43.0,Offensive rebound by A. Len,,58,52
227,2,0:42.0,A. Len makes 2-pt dunk at rim,,60,52
228,2,0:32.0,,T. Zeller makes 2-pt hook shot from 3 ft,60,54
229,2,0:11.0,M. Morris misses 3-pt jump shot from 24 ft,,60,54
230,2,0:09.0,,Defensive rebound by Team,60,54
231,2,0:05.0,,Boston full timeout,60,54
232,2,0:05.0,,J. Sullinger enters the game for B. Bass,60,54
233,2,0:04.0,,Turnover by J. Green (bad pass; steal by M. Morris),60,54
234,2,0:02.0,T. Warren misses 2-pt layup from 1 ft (block by J. Green),,60,54
235,2,0:01.0,Offensive rebound by G. Green,,60,54
236,3,11:51.0,,Shooting block foul by M. Plumlee (drawn by R. Rondo),60,54
237,3,11:51.0,,R. Rondo makes free throw 1 of 2,60,55
238,3,11:51.0,,R. Rondo misses free throw 2 of 2,60,55
239,3,11:50.0,Defensive rebound by M. Morris,,60,55
240,3,11:38.0,Personal foul by B. Bass (drawn by M. Morris),,60,55
241,3,11:24.0,G. Dragić misses 2-pt jump shot from 11 ft,,60,55
242,3,11:23.0,,Defensive rebound by B. Bass,60,55
243,3,11:21.0,,Turnover by B. Bass (bad pass; steal by G. Dragić),60,55
244,3,11:18.0,M. Morris makes 2-pt dunk at rim (assist by G. Dragić),,62,55
245,3,11:04.0,,R. Rondo misses 2-pt layup from 1 ft,62,55
246,3,11:03.0,Defensive rebound by E. Bledsoe,,62,55
247,3,10:59.0,E. Bledsoe makes 2-pt layup from 1 ft,,64,55
248,3,10:37.0,,A. Bradley misses 2-pt jump shot from 4 ft,64,55
249,3,10:35.0,Defensive rebound by M. Morris,,64,55
250,3,10:27.0,Personal foul by B. Bass (drawn by E. Bledsoe),,64,55
251,3,10:27.0,E. Bledsoe makes free throw 1 of 2,,65,55
252,3,10:27.0,E. Bledsoe makes free throw 2 of 2,,66,55
253,3,10:08.0,,J. Sullinger misses 2-pt jump shot from 19 ft,66,55
254,3,10:07.0,Defensive rebound by G. Dragić,,66,55
255,3,9:51.0,M. Morris makes 2-pt jump shot from 13 ft (assist by M. Morris),,68,55
256,3,9:38.0,,R. Rondo makes 2-pt jump shot from 3 ft (assist by J. Sullinger),68,57
257,3,9:29.0,M. Morris makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,71,57
258,3,9:29.0,,Boston full timeout,71,57
259,3,9:13.0,,R. Rondo misses 2-pt jump shot from 19 ft,71,57
260,3,9:12.0,Defensive rebound by M. Morris,,71,57
261,3,8:53.0,Turnover by M. Plumlee (bad pass; steal by R. Rondo),,71,57
262,3,8:48.0,,R. Rondo makes 2-pt layup from 2 ft,71,59
263,3,8:37.0,Turnover by G. Dragić (lost ball; steal by A. Bradley),,71,59
264,3,8:33.0,,Turnover by A. Bradley (lost ball),71,59
265,3,8:23.0,E. Bledsoe misses 2-pt layup from 2 ft,,71,59
266,3,8:21.0,,Defensive rebound by R. Rondo,71,59
267,3,8:15.0,,R. Rondo makes 2-pt jump shot from 16 ft,71,61
268,3,8:00.0,E. Bledsoe misses 2-pt layup at rim,,71,61
269,3,7:59.0,,Defensive rebound by R. Rondo,71,61
270,3,7:49.0,,J. Green makes 2-pt jump shot from 21 ft (assist by R. Rondo),71,63
271,3,7:49.0,Phoenix full timeout,,71,63
272,3,7:49.0,,P. Pressey enters the game for R. Rondo,71,63
273,3,7:29.0,M. Morris makes 2-pt dunk at rim,,73,63
274,3,7:10.0,,B. Bass misses 2-pt layup from 2 ft,73,63
275,3,7:09.0,,Offensive rebound by J. Sullinger,73,63
276,3,7:08.0,,J. Sullinger misses 2-pt layup from 1 ft,73,63
277,3,7:07.0,,Offensive rebound by B. Bass,73,63
278,3,7:06.0,,Shooting foul by E. Bledsoe (drawn by B. Bass),73,63
279,3,7:06.0,,B. Bass makes free throw 1 of 2,73,64
280,3,7:06.0,,B. Bass makes free throw 2 of 2,73,65
281,3,6:53.0,Turnover by M. Morris (lost ball),,73,65
282,3,6:44.0,,J. Sullinger misses 2-pt jump shot from 20 ft,73,65
283,3,6:43.0,Defensive rebound by G. Dragić,,73,65
284,3,6:37.0,G. Dragić makes 2-pt layup from 2 ft,,75,65
285,3,6:22.0,,P. Pressey makes 2-pt jump shot from 19 ft,75,67
286,3,6:05.0,Turnover by E. Bledsoe (bad pass),,75,67
287,3,6:05.0,A. Len enters the game for M. Plumlee,,75,67
288,3,6:05.0,I. Thomas enters the game for E. Bledsoe,,75,67
289,3,5:54.0,,J. Green makes 2-pt jump shot from 6 ft (assist by P. Pressey),75,69
290,3,5:42.0,Turnover by I. Thomas (bad pass; steal by P. Pressey),,75,69
291,3,5:31.0,,J. Sullinger makes 3-pt jump shot from 26 ft (assist by J. Green),75,72
292,3,5:18.0,A. Len makes 2-pt dunk at rim (assist by M. Morris),,77,72
293,3,5:05.0,,A. Bradley makes 2-pt jump shot from 3 ft,77,74
294,3,4:53.0,I. Thomas misses 2-pt layup from 2 ft,,77,74
295,3,4:51.0,,Defensive rebound by J. Sullinger,77,74
296,3,4:42.0,,J. Sullinger misses 3-pt jump shot from 24 ft,77,74
297,3,4:41.0,Defensive rebound by G. Dragić,,77,74
298,3,4:27.0,G. Dragić misses 3-pt jump shot from 25 ft,,77,74
299,3,4:25.0,,Defensive rebound by J. Green,77,74
300,3,4:17.0,,Turnover by B. Bass (traveling),77,74
301,3,4:17.0,,T. Zeller enters the game for J. Sullinger,77,74
302,3,4:04.0,A. Len misses 2-pt jump shot from 14 ft,,77,74
303,3,4:03.0,,Defensive rebound by P. Pressey,77,74
304,3,3:55.0,,J. Green misses 3-pt jump shot from 23 ft,77,74
305,3,3:54.0,,Offensive rebound by Team,77,74
306,3,3:54.0,Loose ball foul by G. Dragić (drawn by T. Zeller),,77,74
307,3,3:54.0,,K. Olynyk enters the game for B. Bass,77,74
308,3,3:54.0,,R. Rondo enters the game for P. Pressey,77,74
309,3,3:54.0,,E. Turner enters the game for A. Bradley,77,74
310,3,3:54.0,G. Green enters the game for G. Dragić,,77,74
311,3,3:47.0,,J. Green makes 2-pt hook shot from 7 ft (assist by R. Rondo),77,76
312,3,3:32.0,M. Morris makes 2-pt hook shot from 5 ft,,79,76
313,3,3:26.0,,R. Rondo misses 2-pt layup from 2 ft,79,76
314,3,3:25.0,,Offensive rebound by T. Zeller,79,76
315,3,3:24.0,,Shooting foul by M. Morris (drawn by T. Zeller),79,76
316,3,3:24.0,,T. Zeller makes free throw 1 of 2,79,77
317,3,3:24.0,,T. Zeller makes free throw 2 of 2,79,78
318,3,3:06.0,M. Morris misses 2-pt jump shot from 18 ft,,79,78
319,3,3:05.0,,Defensive rebound by R. Rondo,79,78
320,3,2:49.0,,E. Turner misses 2-pt jump shot from 19 ft,79,78
321,3,2:48.0,Defensive rebound by I. Thomas,,79,78
322,3,2:39.0,I. Thomas makes 2-pt jump shot from 5 ft (assist by M. Morris),,81,78
323,3,2:25.0,,Shooting foul by I. Thomas (drawn by R. Rondo),81,78
324,3,2:25.0,,R. Rondo misses free throw 1 of 2,81,78
325,3,2:25.0,,Offensive rebound by Team,81,78
326,3,2:25.0,T. Warren enters the game for M. Morris,,81,78
327,3,2:25.0,,R. Rondo misses free throw 2 of 2,81,78
328,3,2:24.0,Defensive rebound by A. Len,,81,78
329,3,2:13.0,M. Morris misses 3-pt jump shot from 25 ft,,81,78
330,3,2:11.0,,Defensive rebound by E. Turner,81,78
331,3,2:09.0,,Offensive foul by K. Olynyk (drawn by M. Morris),81,78
332,3,2:09.0,,Turnover by K. Olynyk (offensive foul),81,78
333,3,1:48.0,M. Morris makes 3-pt jump shot from 24 ft (assist by I. Thomas),,84,78
334,3,1:34.0,,Shooting foul by A. Len (drawn by J. Green),84,78
335,3,1:34.0,,J. Green makes free throw 1 of 2,84,79
336,3,1:34.0,,M. Thornton enters the game for K. Olynyk,84,79
337,3,1:34.0,,J. Green makes free throw 2 of 2,84,80
338,3,1:16.0,G. Green makes 2-pt jump shot from 4 ft,,86,80
339,3,1:00.0,,M. Thornton makes 2-pt layup from 1 ft (assist by T. Zeller),86,82
340,3,0:50.0,Def 3 sec tech foul by T. Zeller,,86,82
341,3,0:50.0,I. Thomas makes technical free throw,,87,82
342,3,0:46.0,G. Green misses 3-pt jump shot from 22 ft,,87,82
343,3,0:45.0,,Defensive rebound by T. Zeller,87,82
344,3,0:42.0,,J. Green makes 2-pt dunk at rim (assist by R. Rondo),87,84
345,3,0:36.0,A. Len makes 2-pt dunk at rim (assist by I. Thomas),,89,84
346,3,0:28.0,,R. Rondo makes 2-pt layup from 1 ft,89,86
347,3,0:28.0,,Shooting foul by I. Thomas (drawn by R. Rondo),89,86
348,3,0:28.0,,B. Bass enters the game for J. Green,89,86
349,3,0:28.0,,P. Pressey enters the game for M. Thornton,89,86
350,3,0:28.0,,R. Rondo misses free throw 1 of 1,89,86
351,3,0:28.0,Defensive rebound by M. Morris,,89,86
352,3,0:07.0,I. Thomas misses 2-pt layup from 1 ft,,89,86
353,3,0:06.0,,Defensive rebound by R. Rondo,89,86
354,3,0:02.0,,T. Zeller makes 2-pt dunk from 1 ft (assist by E. Turner),89,88
355,3,0:01.0,G. Green misses 3-pt jump shot from 44 ft,,89,88
356,3,0:00.0,Offensive rebound by Team,,89,88
357,4,11:49.0,A. Len misses 2-pt layup from 2 ft,,89,88
358,4,11:48.0,Offensive rebound by Team,,89,88
359,4,11:48.0,Turnover by A. Len (traveling),,89,88
360,4,11:27.0,,E. Turner misses 2-pt jump shot from 8 ft,89,88
361,4,11:26.0,,Offensive rebound by P. Pressey,89,88
362,4,11:19.0,,Turnover by R. Rondo (lost ball; steal by M. Morris),89,88
363,4,11:11.0,T. Warren makes 2-pt jump shot from 19 ft (assist by M. Morris),,91,88
364,4,10:56.0,,R. Rondo misses 2-pt jump shot from 16 ft,91,88
365,4,10:55.0,Defensive rebound by A. Len,,91,88
366,4,10:50.0,Turnover by I. Thomas (lost ball; steal by P. Pressey),,91,88
367,4,10:48.0,,Personal foul by T. Warren (drawn by P. Pressey),91,88
368,4,10:48.0,,M. Thornton enters the game for R. Rondo,91,88
369,4,10:48.0,,J. Sullinger enters the game for B. Bass,91,88
370,4,10:48.0,M. Morris enters the game for M. Morris,,91,88
371,4,10:26.0,,P. Pressey misses 2-pt jump shot from 12 ft,91,88
372,4,10:25.0,,Offensive rebound by Team,91,88
373,4,10:25.0,,Turnover by Team (shot clock),91,88
374,4,10:08.0,G. Green misses 2-pt jump shot from 13 ft (block by E. Turner),,91,88
375,4,10:06.0,Offensive rebound by T. Warren,,91,88
376,4,10:02.0,T. Warren misses 2-pt layup at rim,,91,88
377,4,10:01.0,,Defensive rebound by J. Sullinger,91,88
378,4,9:46.0,,E. Turner misses 2-pt jump shot from 10 ft,91,88
379,4,9:45.0,Defensive rebound by M. Morris,,91,88
380,4,9:29.0,M. Morris misses 2-pt jump shot from 7 ft,,91,88
381,4,9:28.0,,Defensive rebound by J. Sullinger,91,88
382,4,9:21.0,,P. Pressey misses 2-pt layup from 1 ft,91,88
383,4,9:20.0,,Offensive rebound by T. Zeller,91,88
384,4,9:20.0,,T. Zeller makes 2-pt tip-in from 3 ft,91,90
385,4,9:09.0,Personal foul by P. Pressey (drawn by I. Thomas),,91,90
386,4,9:03.0,G. Green misses 3-pt jump shot from 24 ft,,91,90
387,4,9:01.0,Offensive rebound by T. Warren,,91,90
