,QUARTER,TIME_REMAINING,HOUSTON_ACTION,LA LAKERS_ACTION,HOUSTON_SCORE,LA LAKERS_SCORE
61,1,3:54.0,J. Harden makes 3-pt jump shot from 25 ft (assist by P. Beverley),,21,10
62,1,3:39.0,,Personal foul by J. Dorsey (drawn by J. Clarkson),21,10
63,1,3:39.0,J. Terry enters the game for P. Beverley,,21,10
64,1,3:39.0,C. Brewer enters the game for T. Ariza,,21,10
65,1,3:39.0,,N. Young enters the game for R. Kelly,21,10
66,1,3:39.0,,E. Davis enters the game for J. Hill,21,10
67,1,3:39.0,,J. Lin enters the game for W. Ellington,21,10
68,1,3:39.0,,W. Johnson enters the game for J. Clarkson,21,10
69,1,3:31.0,,Turnover by C. Boozer (lost ball),21,10
70,1,3:20.0,Turnover by C. Brewer (bad pass; steal by E. Davis),,21,10
71,1,3:12.0,,C. Boozer misses 2-pt jump shot from 16 ft,21,10
72,1,3:10.0,Defensive rebound by J. Dorsey,,21,10
73,1,3:04.0,J. Harden makes 3-pt jump shot from 24 ft,,24,10
74,1,2:39.0,,C. Boozer misses 2-pt jump shot from 6 ft (block by J. Dorsey),24,10
75,1,2:38.0,,Offensive rebound by C. Boozer,24,10
76,1,2:36.0,,C. Boozer makes 2-pt layup from 3 ft,24,12
77,1,2:18.0,J. Smith makes 3-pt jump shot from 23 ft (assist by J. Harden),,27,12
78,1,2:09.0,,Shooting foul by J. Dorsey (drawn by J. Lin),27,12
79,1,2:09.0,Houston full timeout,,27,12
80,1,2:09.0,C. Capela enters the game for J. Dorsey,,27,12
81,1,2:09.0,,J. Lin makes free throw 1 of 2,27,13
82,1,2:09.0,,J. Lin misses free throw 2 of 2,27,13
83,1,2:08.0,Defensive rebound by J. Harden,,27,13
84,1,1:53.0,Shooting foul by C. Boozer (drawn by C. Capela),,27,13
85,1,1:53.0,C. Capela misses free throw 1 of 2,,27,13
86,1,1:53.0,Offensive rebound by Team,,27,13
87,1,1:53.0,C. Capela misses free throw 2 of 2,,27,13
88,1,1:52.0,Offensive rebound by Team,,27,13
89,1,1:40.0,Turnover by J. Harden (bad pass),,27,13
90,1,1:24.0,,N. Young misses 3-pt jump shot from 23 ft,27,13
91,1,1:21.0,,Offensive rebound by E. Davis,27,13
92,1,1:21.0,,E. Davis misses 2-pt layup from 3 ft,27,13
93,1,1:20.0,,Offensive rebound by E. Davis,27,13
94,1,1:20.0,,E. Davis misses 2-pt tip-in from 3 ft,27,13
95,1,1:18.0,Defensive rebound by J. Harden,,27,13
96,1,1:10.0,J. Terry misses 3-pt jump shot from 27 ft,,27,13
97,1,1:08.0,Offensive rebound by J. Harden,,27,13
98,1,1:07.0,C. Capela misses 2-pt layup from 3 ft,,27,13
99,1,1:06.0,,Defensive rebound by C. Boozer,27,13
100,1,1:02.0,,E. Davis makes 2-pt jump shot from 3 ft (assist by J. Lin),27,15
101,1,0:46.0,C. Brewer makes 3-pt jump shot from 23 ft (assist by J. Terry),,30,15
102,1,0:37.0,,Turnover by J. Lin (lost ball),30,15
103,1,0:27.0,Turnover by J. Harden (lost ball),,30,15
104,1,0:27.0,T. Ariza enters the game for J. Harden,,30,15
105,1,0:08.0,,Turnover by N. Young (bad pass; steal by T. Ariza),30,15
106,1,0:04.0,C. Capela misses 2-pt dunk at rim,,30,15
107,1,0:03.0,,Defensive rebound by Team,30,15
108,1,0:00.0,,Offensive foul by J. Lin (drawn by C. Capela),30,15
109,1,0:00.0,,Turnover by J. Lin (offensive foul),30,15
110,2,11:40.0,,J. Lin misses 2-pt jump shot from 22 ft,30,15
111,2,11:39.0,Defensive rebound by T. Ariza,,30,15
112,2,11:28.0,D. Motiejūnas misses 2-pt jump shot from 4 ft (block by E. Davis),,30,15
113,2,11:26.0,,Defensive rebound by C. Boozer,30,15
114,2,11:19.0,,N. Young misses 2-pt jump shot from 19 ft,30,15
115,2,11:18.0,,Offensive rebound by E. Davis,30,15
116,2,11:16.0,,E. Davis makes 2-pt dunk at rim,30,17
117,2,10:59.0,J. Smith misses 2-pt jump shot from 3 ft (block by C. Boozer),,30,17
118,2,10:57.0,,Defensive rebound by N. Young,30,17
119,2,10:53.0,,Turnover by N. Young (bad pass; steal by J. Terry),30,17
120,2,10:47.0,T. Ariza misses 2-pt layup from 2 ft,,30,17
121,2,10:42.0,,Defensive rebound by E. Davis,30,17
122,2,10:39.0,,W. Johnson misses 3-pt jump shot from 26 ft,30,17
123,2,10:37.0,,Offensive rebound by N. Young,30,17
124,2,10:28.0,,C. Boozer makes 2-pt layup from 1 ft,30,19
125,2,10:13.0,Shooting foul by E. Davis (drawn by J. Terry),,30,19
126,2,10:13.0,J. Terry misses free throw 1 of 2,,30,19
127,2,10:13.0,Offensive rebound by Team,,30,19
128,2,10:13.0,J. Terry makes free throw 2 of 2,,31,19
129,2,10:00.0,,J. Lin misses 3-pt jump shot from 25 ft,31,19
130,2,9:59.0,Defensive rebound by J. Smith,,31,19
131,2,9:52.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Smith),,34,19
132,2,9:39.0,,Personal foul by T. Ariza (drawn by W. Johnson),34,19
133,2,9:35.0,,J. Lin misses 2-pt layup from 2 ft (block by J. Smith),34,19
134,2,9:32.0,Defensive rebound by J. Smith,,34,19
135,2,9:27.0,J. Terry makes 2-pt layup from 2 ft (assist by T. Ariza),,36,19
136,2,9:11.0,,C. Boozer makes 2-pt jump shot from 10 ft (assist by J. Lin),36,21
137,2,8:58.0,J. Smith misses 2-pt jump shot from 17 ft,,36,21
138,2,8:57.0,,Defensive rebound by N. Young,36,21
139,2,8:42.0,,C. Boozer makes 2-pt jump shot from 17 ft,36,23
140,2,8:20.0,D. Motiejūnas makes 2-pt hook shot from 7 ft,,38,23
141,2,8:05.0,,Turnover by W. Johnson (bad pass; steal by C. Brewer),38,23
142,2,8:00.0,J. Terry makes 2-pt jump shot from 3 ft (assist by T. Ariza),,40,23
143,2,7:45.0,,Turnover by N. Young (bad pass; steal by D. Motiejūnas),40,23
144,2,7:42.0,C. Brewer makes 2-pt dunk at rim (assist by T. Ariza),,42,23
145,2,7:16.0,,E. Davis misses 2-pt jump shot from 4 ft,42,23
146,2,7:15.0,Defensive rebound by D. Motiejūnas,,42,23
147,2,7:13.0,Official timeout,,42,23
148,2,7:13.0,,J. Clarkson enters the game for N. Young,42,23
149,2,6:51.0,T. Ariza misses 3-pt jump shot from 25 ft,,42,23
150,2,6:50.0,,Defensive rebound by E. Davis,42,23
151,2,6:28.0,,J. Clarkson misses 2-pt jump shot from 14 ft,42,23
152,2,6:27.0,Defensive rebound by C. Brewer,,42,23
153,2,6:24.0,Turnover by J. Terry (traveling),,42,23
154,2,6:24.0,P. Beverley enters the game for J. Terry,,42,23
155,2,6:24.0,J. Harden enters the game for C. Brewer,,42,23
156,2,6:07.0,,W. Johnson misses 2-pt layup at rim,42,23
157,2,6:06.0,,Offensive rebound by C. Boozer,42,23
158,2,5:58.0,,C. Boozer makes 2-pt jump shot from 9 ft (assist by W. Johnson),42,25
159,2,5:47.0,Turnover by P. Beverley (traveling),,42,25
160,2,5:47.0,,LA Lakers full timeout,42,25
161,2,5:47.0,,R. Sacre enters the game for C. Boozer,42,25
162,2,5:47.0,,J. Hill enters the game for E. Davis,42,25
163,2,5:47.0,J. Dorsey enters the game for J. Smith,,42,25
164,2,5:37.0,,Personal foul by T. Ariza (drawn by W. Johnson),42,25
165,2,5:25.0,,J. Lin misses 2-pt jump shot from 20 ft,42,25
166,2,5:24.0,Defensive rebound by P. Beverley,,42,25
167,2,5:18.0,T. Ariza misses 3-pt jump shot from 23 ft,,42,25
168,2,5:16.0,,Defensive rebound by J. Hill,42,25
169,2,5:06.0,,Personal foul by J. Dorsey (drawn by J. Clarkson),42,25
170,2,5:06.0,,R. Kelly enters the game for W. Johnson,42,25
171,2,5:06.0,,W. Ellington enters the game for J. Lin,42,25
172,2,4:54.0,,J. Clarkson misses 3-pt jump shot from 25 ft,42,25
173,2,4:53.0,Defensive rebound by D. Motiejūnas,,42,25
174,2,4:52.0,Personal foul by J. Hill (drawn by D. Motiejūnas),,42,25
175,2,4:42.0,T. Ariza misses 2-pt layup from 4 ft,,42,25
176,2,4:41.0,,Defensive rebound by R. Sacre,42,25
177,2,4:23.0,,Turnover by J. Clarkson (lost ball; steal by J. Harden),42,25
178,2,4:17.0,J. Harden makes 2-pt layup from 2 ft,,44,25
179,2,4:00.0,,R. Sacre makes 2-pt jump shot from 5 ft (assist by W. Ellington),44,27
180,2,3:44.0,P. Beverley misses 3-pt jump shot from 25 ft,,44,27
181,2,3:43.0,,Defensive rebound by W. Ellington,44,27
182,2,3:30.0,,J. Hill misses 2-pt jump shot from 13 ft,44,27
183,2,3:29.0,Defensive rebound by J. Dorsey,,44,27
184,2,3:19.0,J. Dorsey misses 2-pt layup from 2 ft,,44,27
185,2,3:18.0,,Defensive rebound by J. Hill,44,27
186,2,3:15.0,,J. Clarkson misses 2-pt layup from 2 ft (block by P. Beverley),44,27
187,2,3:15.0,,Offensive rebound by Team,44,27
188,2,3:15.0,C. Brewer enters the game for T. Ariza,,44,27
189,2,3:10.0,,W. Ellington misses 2-pt jump shot from 18 ft,44,27
190,2,3:09.0,Defensive rebound by P. Beverley,,44,27
191,2,3:06.0,C. Brewer misses 2-pt jump shot from 8 ft,,44,27
192,2,3:06.0,,Defensive rebound by Team,44,27
193,2,3:06.0,Loose ball foul by C. Brewer (drawn by R. Sacre),,44,27
194,2,2:52.0,,Personal foul by P. Beverley (drawn by R. Sacre),44,27
195,2,2:52.0,Houston full timeout,,44,27
196,2,2:52.0,,R. Sacre makes free throw 1 of 2,44,28
197,2,2:52.0,,R. Sacre misses free throw 2 of 2,44,28
198,2,2:50.0,Defensive rebound by J. Dorsey,,44,28
199,2,2:40.0,J. Harden makes 3-pt jump shot from 26 ft (assist by P. Beverley),,47,28
200,2,2:15.0,,J. Hill misses 2-pt jump shot from 21 ft,47,28
201,2,2:14.0,Defensive rebound by J. Harden,,47,28
202,2,2:08.0,Offensive foul by J. Dorsey (drawn by J. Clarkson),,47,28
203,2,2:08.0,Turnover by J. Dorsey (offensive foul),,47,28
204,2,2:08.0,J. Smith enters the game for J. Dorsey,,47,28
205,2,2:08.0,C. Capela enters the game for D. Motiejūnas,,47,28
206,2,1:57.0,,W. Ellington makes 2-pt jump shot from 18 ft (assist by J. Clarkson),47,30
207,2,1:42.0,J. Harden misses 3-pt jump shot from 26 ft,,47,30
208,2,1:40.0,,Defensive rebound by J. Hill,47,30
209,2,1:34.0,,J. Clarkson makes 2-pt jump shot from 4 ft,47,32
210,2,1:19.0,Personal foul by W. Ellington (drawn by J. Harden),,47,32
211,2,1:12.0,P. Beverley makes 3-pt jump shot from 26 ft (assist by C. Brewer),,50,32
212,2,0:45.0,,R. Kelly misses 2-pt jump shot from 12 ft,50,32
213,2,0:44.0,,Offensive rebound by J. Hill,50,32
214,2,0:44.0,Violation by C. Capela (def goaltending),,50,32
215,2,0:44.0,,J. Hill makes 2-pt tip-in from 2 ft,50,34
216,2,0:27.0,J. Harden makes 2-pt jump shot from 19 ft,,52,34
217,2,0:02.0,,J. Hill makes 2-pt jump shot from 18 ft (assist by R. Kelly),52,36
218,3,11:53.0,,Personal foul by P. Beverley (drawn by J. Clarkson),52,36
219,3,11:34.0,,J. Hill misses 2-pt jump shot from 6 ft,52,36
220,3,11:31.0,,Offensive rebound by R. Sacre,52,36
221,3,11:30.0,,R. Sacre misses 2-pt jump shot from 3 ft,52,36
222,3,11:29.0,Defensive rebound by J. Dorsey,,52,36
223,3,11:17.0,D. Motiejūnas misses 2-pt jump shot from 6 ft,,52,36
224,3,11:13.0,Offensive rebound by J. Dorsey,,52,36
225,3,11:05.0,P. Beverley misses 3-pt jump shot from 25 ft,,52,36
226,3,11:02.0,,Defensive rebound by W. Ellington,52,36
227,3,10:55.0,,W. Ellington misses 2-pt jump shot from 15 ft,52,36
228,3,10:54.0,Defensive rebound by P. Beverley,,52,36
229,3,10:48.0,P. Beverley misses 3-pt jump shot from 24 ft,,52,36
230,3,10:45.0,Offensive rebound by T. Ariza,,52,36
231,3,10:42.0,T. Ariza misses 3-pt jump shot from 26 ft,,52,36
232,3,10:40.0,,Defensive rebound by J. Hill,52,36
233,3,10:30.0,,Turnover by J. Clarkson (bad pass; steal by T. Ariza),52,36
234,3,10:22.0,J. Harden misses 2-pt layup from 2 ft,,52,36
235,3,10:20.0,Offensive rebound by T. Ariza,,52,36
236,3,10:20.0,T. Ariza makes 2-pt dunk at rim,,54,36
237,3,9:55.0,,J. Hill misses 2-pt jump shot from 18 ft,54,36
238,3,9:53.0,Defensive rebound by T. Ariza,,54,36
239,3,9:31.0,P. Beverley misses 3-pt jump shot from 24 ft,,54,36
240,3,9:29.0,,Defensive rebound by W. Ellington,54,36
241,3,9:21.0,,J. Hill makes 2-pt jump shot from 16 ft (assist by W. Ellington),54,38
242,3,9:04.0,P. Beverley makes 3-pt jump shot from 22 ft (assist by T. Ariza),,57,38
243,3,8:56.0,,Turnover by J. Clarkson (lost ball; steal by P. Beverley),57,38
244,3,8:55.0,,Loose ball foul by J. Clarkson (drawn by P. Beverley),57,38
245,3,8:46.0,Turnover by J. Harden (bad pass; steal by R. Kelly),,57,38
246,3,8:39.0,,W. Ellington makes 2-pt jump shot from 13 ft (assist by R. Kelly),57,40
247,3,8:18.0,Shooting foul by R. Sacre (drawn by T. Ariza),,57,40
248,3,8:18.0,T. Ariza makes free throw 1 of 2,,58,40
249,3,8:18.0,T. Ariza makes free throw 2 of 2,,59,40
250,3,8:03.0,,W. Ellington makes 3-pt jump shot from 27 ft (assist by R. Sacre),59,43
251,3,7:50.0,J. Harden makes 3-pt jump shot from 27 ft,,62,43
252,3,7:38.0,,Shooting foul by P. Beverley (drawn by J. Clarkson),62,43
253,3,7:38.0,,J. Clarkson makes free throw 1 of 2,62,44
254,3,7:38.0,J. Smith enters the game for J. Dorsey,,62,44
255,3,7:38.0,,J. Clarkson makes free throw 2 of 2,62,45
256,3,7:15.0,Shooting foul by R. Kelly (drawn by J. Harden),,62,45
257,3,7:15.0,J. Harden makes free throw 1 of 3,,63,45
258,3,7:15.0,J. Harden makes free throw 2 of 3,,64,45
259,3,7:15.0,J. Harden makes free throw 3 of 3,,65,45
260,3,7:07.0,,Turnover by R. Sacre (bad pass),65,45
261,3,6:46.0,J. Smith misses 2-pt jump shot from 15 ft,,65,45
262,3,6:44.0,,Defensive rebound by R. Kelly,65,45
263,3,6:26.0,,Shooting foul by P. Beverley (drawn by R. Kelly),65,45
264,3,6:26.0,,R. Kelly makes free throw 1 of 2,65,46
265,3,6:26.0,J. Terry enters the game for P. Beverley,,65,46
266,3,6:26.0,,R. Kelly makes free throw 2 of 2,65,47
267,3,6:04.0,J. Smith makes 2-pt hook shot from 7 ft,,67,47
268,3,5:44.0,,J. Clarkson misses 3-pt jump shot from 26 ft,67,47
269,3,5:43.0,Defensive rebound by J. Smith,,67,47
270,3,5:37.0,J. Harden misses 3-pt jump shot from 26 ft,,67,47
271,3,5:36.0,Offensive rebound by J. Smith,,67,47
272,3,5:29.0,J. Terry misses 3-pt jump shot from 26 ft,,67,47
273,3,5:28.0,,Defensive rebound by R. Sacre,67,47
274,3,5:28.0,,Personal foul by J. Smith (drawn by R. Sacre),67,47
275,3,5:28.0,,LA Lakers full timeout,67,47
276,3,5:28.0,,W. Johnson enters the game for R. Kelly,67,47
277,3,5:28.0,,J. Lin enters the game for J. Hill,67,47
278,3,5:28.0,,C. Boozer enters the game for W. Ellington,67,47
279,3,5:14.0,,J. Clarkson makes 2-pt hook shot from 1 ft (assist by C. Boozer),67,49
280,3,5:00.0,T. Ariza misses 3-pt jump shot from 26 ft,,67,49
281,3,4:59.0,Offensive rebound by D. Motiejūnas,,67,49
282,3,4:45.0,J. Smith misses 3-pt jump shot from 23 ft,,67,49
283,3,4:44.0,,Defensive rebound by R. Sacre,67,49
284,3,4:32.0,,W. Johnson makes 2-pt jump shot from 21 ft (assist by C. Boozer),67,51
285,3,4:14.0,J. Smith makes 2-pt hook shot from 5 ft (assist by D. Motiejūnas),,69,51
286,3,3:59.0,,R. Sacre misses 2-pt jump shot from 6 ft,69,51
287,3,3:58.0,Defensive rebound by J. Harden,,69,51
288,3,3:53.0,T. Ariza misses 2-pt dunk at rim,,69,51
289,3,3:50.0,,Defensive rebound by C. Boozer,69,51
290,3,3:44.0,,J. Clarkson misses 2-pt jump shot from 4 ft,69,51
291,3,3:38.0,Defensive rebound by J. Terry,,69,51
292,3,3:37.0,J. Harden makes 2-pt layup from 3 ft (assist by J. Terry),,71,51
293,3,3:26.0,,W. Johnson misses 3-pt jump shot from 24 ft,71,51
294,3,3:23.0,Defensive rebound by D. Motiejūnas,,71,51
295,3,3:13.0,J. Terry makes 3-pt jump shot from 24 ft (assist by J. Harden),,74,51
296,3,2:57.0,,C. Boozer makes 2-pt jump shot from 15 ft (assist by J. Lin),74,53
297,3,2:44.0,Shooting foul by R. Sacre (drawn by J. Harden),,74,53
298,3,2:44.0,Houston full timeout,,74,53
299,3,2:44.0,,E. Davis enters the game for R. Sacre,74,53
300,3,2:44.0,K. Papanikolaou enters the game for D. Motiejūnas,,74,53
301,3,2:44.0,J. Harden makes free throw 1 of 2,,75,53
302,3,2:44.0,C. Brewer enters the game for T. Ariza,,75,53
303,3,2:44.0,J. Harden makes free throw 2 of 2,,76,53
304,3,2:30.0,,E. Davis misses 2-pt layup from 2 ft,76,53
305,3,2:29.0,Defensive rebound by J. Smith,,76,53
306,3,2:23.0,J. Smith makes 2-pt layup from 2 ft,,78,53
307,3,2:04.0,,C. Boozer makes 2-pt jump shot from 10 ft (assist by J. Lin),78,55
308,3,1:43.0,J. Terry misses 3-pt jump shot from 27 ft,,78,55
309,3,1:42.0,,Defensive rebound by E. Davis,78,55
310,3,1:28.0,,Turnover by C. Boozer (lost ball; steal by J. Smith),78,55
311,3,1:24.0,J. Harden makes 2-pt dunk at rim (assist by C. Brewer),,80,55
312,3,1:07.0,,J. Clarkson misses 2-pt jump shot from 6 ft (block by J. Smith),80,55
313,3,1:06.0,,Offensive rebound by C. Boozer,80,55
314,3,1:06.0,,C. Boozer makes 2-pt tip-in from 3 ft,80,57
315,3,0:52.0,J. Harden misses 3-pt jump shot from 25 ft,,80,57
316,3,0:51.0,,Defensive rebound by E. Davis,80,57
317,3,0:46.0,,W. Johnson makes 2-pt jump shot from 9 ft (assist by J. Lin),80,59
318,3,0:30.0,C. Brewer misses 3-pt jump shot from 23 ft,,80,59
319,3,0:29.0,,Defensive rebound by E. Davis,80,59
320,3,0:26.0,,Shooting foul by J. Terry (drawn by J. Lin),80,59
321,3,0:26.0,,J. Lin misses free throw 1 of 2,80,59
322,3,0:26.0,,Offensive rebound by Team,80,59
323,3,0:26.0,,J. Lin makes free throw 2 of 2,80,60
324,3,0:03.0,J. Terry misses 3-pt jump shot from 26 ft,,80,60
325,3,0:00.0,,Defensive rebound by C. Boozer,80,60
326,4,11:50.0,C. Brewer makes 2-pt layup from 3 ft (assist by J. Terry),,82,60
327,4,11:50.0,Shooting foul by J. Lin (drawn by C. Brewer),,82,60
328,4,11:50.0,C. Brewer misses free throw 1 of 1,,82,60
329,4,11:49.0,,Defensive rebound by C. Boozer,82,60
330,4,11:27.0,,E. Davis makes 2-pt dunk at rim (assist by W. Johnson),82,62
331,4,11:06.0,J. Smith makes 2-pt jump shot from 19 ft (assist by J. Terry),,84,62
332,4,10:43.0,,J. Lin misses 3-pt jump shot from 26 ft,84,62
333,4,10:41.0,,Offensive rebound by E. Davis,84,62
334,4,10:41.0,,E. Davis misses 2-pt tip-in from 2 ft,84,62
335,4,10:38.0,Defensive rebound by T. Ariza,,84,62
336,4,10:21.0,J. Terry makes 3-pt jump shot from 23 ft (assist by C. Brewer),,87,62
337,4,10:02.0,,W. Johnson makes 2-pt jump shot from 23 ft (assist by W. Ellington),87,64
338,4,10:02.0,,Shooting foul by T. Ariza (drawn by W. Johnson),87,64
339,4,10:02.0,,W. Johnson misses free throw 1 of 1,87,64
340,4,10:00.0,Defensive rebound by K. Papanikolaou,,87,64
341,4,9:53.0,J. Smith misses 2-pt jump shot from 14 ft,,87,64
342,4,9:50.0,,Defensive rebound by W. Ellington,87,64
343,4,9:42.0,,W. Ellington misses 2-pt jump shot from 11 ft,87,64
344,4,9:40.0,,Offensive rebound by C. Boozer,87,64
345,4,9:40.0,,C. Boozer makes 2-pt layup from 2 ft,87,66
346,4,9:26.0,C. Brewer misses 2-pt layup from 2 ft,,87,66
347,4,9:25.0,,Defensive rebound by C. Boozer,87,66
348,4,9:13.0,,Turnover by W. Johnson (lost ball; steal by J. Smith),87,66
349,4,9:02.0,Turnover by J. Smith (lost ball),,87,66
350,4,8:44.0,,Shooting foul by K. Papanikolaou (drawn by J. Lin),87,66
351,4,8:44.0,Official timeout,,87,66
352,4,8:44.0,D. Motiejūnas enters the game for J. Smith,,87,66
353,4,8:44.0,,J. Lin makes free throw 1 of 2,87,67
354,4,8:44.0,,J. Lin makes free throw 2 of 2,87,68
355,4,8:31.0,Shooting foul by E. Davis (drawn by D. Motiejūnas),,87,68
356,4,8:31.0,D. Motiejūnas makes free throw 1 of 2,,88,68
357,4,8:31.0,D. Motiejūnas makes free throw 2 of 2,,89,68
358,4,8:15.0,,W. Ellington makes 2-pt hook shot from 21 ft,89,70
359,4,7:53.0,C. Brewer misses 3-pt jump shot from 27 ft,,89,70
360,4,7:52.0,,Defensive rebound by C. Boozer,89,70
361,4,7:47.0,,J. Lin makes 2-pt layup from 3 ft,89,72
362,4,7:32.0,K. Papanikolaou misses 3-pt jump shot from 25 ft,,89,72
363,4,7:31.0,,Defensive rebound by E. Davis,89,72
364,4,7:17.0,,C. Boozer misses 2-pt jump shot from 14 ft,89,72
365,4,7:15.0,Defensive rebound by D. Motiejūnas,,89,72
366,4,7:15.0,Personal foul by C. Boozer (drawn by D. Motiejūnas),,89,72
367,4,7:15.0,,T. Black enters the game for C. Boozer,89,72
368,4,7:15.0,J. Dorsey enters the game for T. Ariza,,89,72
369,4,7:05.0,J. Terry misses 3-pt jump shot from 26 ft,,89,72
370,4,7:04.0,,Defensive rebound by W. Ellington,89,72
371,4,6:57.0,,W. Ellington makes 2-pt layup from 2 ft,89,74
372,4,6:56.0,Houston full timeout,,89,74
373,4,6:56.0,J. Harden enters the game for J. Terry,,89,74
374,4,6:56.0,P. Beverley enters the game for K. Papanikolaou,,89,74
375,4,6:56.0,,R. Price enters the game for W. Ellington,89,74
376,4,6:34.0,C. Brewer misses 3-pt jump shot from 23 ft,,89,74
377,4,6:33.0,Offensive rebound by D. Motiejūnas,,89,74
378,4,6:29.0,J. Harden misses 3-pt jump shot from 25 ft,,89,74
379,4,6:28.0,,Defensive rebound by E. Davis,89,74
380,4,6:12.0,,T. Black makes 2-pt layup from 2 ft (assist by J. Lin),89,76
381,4,5:45.0,J. Harden misses 3-pt jump shot from 26 ft,,89,76
382,4,5:44.0,,Defensive rebound by T. Black,89,76
383,4,5:34.0,,Shooting foul by C. Brewer (drawn by J. Lin),89,76
384,4,5:34.0,,J. Lin makes free throw 1 of 2,89,77
