,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,NEW YORK_ACTION,CLEVELAND_SCORE,NEW YORK_SCORE
160,2,6:33.0,,L. Galloway misses 3-pt jump shot from 24 ft,44,23
161,2,6:31.0,,Offensive rebound by T. Wear,44,23
162,2,6:30.0,,T. Wear misses 2-pt layup from 1 ft (block by J. Smith),44,23
163,2,6:28.0,,Offensive rebound by L. Galloway,44,23
164,2,6:18.0,,T. Wear misses 2-pt jump shot from 15 ft,44,23
165,2,6:16.0,Defensive rebound by K. Love,,44,23
166,2,6:07.0,Personal foul by L. Galloway (drawn by I. Shumpert),,44,23
167,2,5:59.0,K. Love misses 2-pt jump shot from 20 ft,,44,23
168,2,5:57.0,,Defensive rebound by T. Wear,44,23
169,2,5:49.0,,Turnover by J. Smith (lost ball; steal by K. Irving),44,23
170,2,5:39.0,J. Smith misses 3-pt jump shot from 24 ft,,44,23
171,2,5:37.0,Offensive rebound by K. Love,,44,23
172,2,5:35.0,K. Love makes 2-pt layup at rim,,46,23
173,2,5:18.0,,L. Galloway misses 2-pt jump shot from 15 ft,46,23
174,2,5:16.0,,Offensive rebound by T. Wear,46,23
175,2,5:12.0,,T. Wear makes 2-pt jump shot from 13 ft,46,25
176,2,4:55.0,T. Thompson misses 2-pt layup from 1 ft,,46,25
177,2,4:53.0,Offensive rebound by T. Thompson,,46,25
178,2,4:53.0,T. Thompson makes 2-pt tip-in at rim,,48,25
179,2,4:38.0,,Turnover by J. Calderón (back court),48,25
180,2,4:38.0,,New York full timeout,48,25
181,2,4:38.0,T. Mozgov enters the game for T. Thompson,,48,25
182,2,4:24.0,Personal foul by T. Wear (drawn by T. Mozgov),,48,25
183,2,4:24.0,,A. Bargnani enters the game for C. Aldrich,48,25
184,2,4:24.0,,L. Amundson enters the game for J. Smith,48,25
185,2,4:13.0,K. Irving makes 2-pt jump shot from 4 ft,,50,25
186,2,3:58.0,,T. Wear misses 2-pt jump shot from 10 ft,50,25
187,2,3:56.0,Defensive rebound by I. Shumpert,,50,25
188,2,3:53.0,Shooting foul by J. Calderón (drawn by K. Irving),,50,25
189,2,3:53.0,K. Irving makes free throw 1 of 2,,51,25
190,2,3:53.0,L. James enters the game for I. Shumpert,,51,25
191,2,3:53.0,,L. Thomas enters the game for T. Wear,51,25
192,2,3:53.0,K. Irving makes free throw 2 of 2,,52,25
193,2,3:37.0,,L. Thomas misses 2-pt jump shot from 19 ft,52,25
194,2,3:35.0,Defensive rebound by K. Love,,52,25
195,2,3:21.0,J. Smith misses 3-pt jump shot from 23 ft,,52,25
196,2,3:18.0,Offensive rebound by Team,,52,25
197,2,3:14.0,Turnover by L. James (bad pass; steal by L. Amundson),,52,25
198,2,3:10.0,,L. Amundson makes 2-pt layup from 1 ft,52,27
199,2,2:57.0,Personal foul by L. Thomas (drawn by L. James),,52,27
200,2,2:57.0,Cleveland full timeout,,52,27
201,2,2:57.0,,T. Hardaway enters the game for L. Galloway,52,27
202,2,2:57.0,L. James makes free throw 1 of 2,,53,27
203,2,2:57.0,L. James makes free throw 2 of 2,,54,27
204,2,2:40.0,,A. Bargnani makes 2-pt jump shot from 18 ft (assist by L. Thomas),54,29
205,2,2:25.0,K. Love makes 2-pt jump shot from 10 ft (assist by J. Smith),,56,29
206,2,2:11.0,,L. Thomas makes 2-pt jump shot from 11 ft,56,31
207,2,1:51.0,L. James misses 2-pt layup from 1 ft,,56,31
208,2,1:49.0,,Defensive rebound by T. Hardaway,56,31
209,2,1:45.0,,L. Amundson makes 2-pt dunk at rim (assist by T. Hardaway),56,33
210,2,1:26.0,L. James makes 2-pt jump shot from 4 ft,,58,33
211,2,1:14.0,,Turnover by J. Calderón (bad pass),58,33
212,2,1:05.0,K. Irving makes 2-pt layup from 1 ft,,60,33
213,2,0:50.0,,T. Hardaway misses 2-pt jump shot from 3 ft (block by T. Mozgov),60,33
214,2,0:47.0,Defensive rebound by L. James,,60,33
215,2,0:45.0,J. Smith makes 2-pt dunk at rim (assist by L. James),,62,33
216,2,0:36.0,,Personal foul by L. James (drawn by T. Hardaway),62,33
217,2,0:31.0,,A. Bargnani makes 2-pt layup from 2 ft,62,35
218,2,0:31.0,,Shooting foul by T. Mozgov (drawn by A. Bargnani),62,35
219,2,0:31.0,,L. Galloway enters the game for T. Hardaway,62,35
220,2,0:31.0,,A. Bargnani makes free throw 1 of 1,62,36
221,2,0:19.0,K. Love misses 3-pt jump shot from 24 ft,,62,36
222,2,0:16.0,,Defensive rebound by L. Thomas,62,36
223,2,0:02.0,,L. Thomas makes 2-pt jump shot from 21 ft (assist by L. Galloway),62,38
224,2,0:00.0,L. James misses 3-pt jump shot from 41 ft,,62,38
225,2,0:00.0,Offensive rebound by Team,,62,38
226,3,11:42.0,,L. Amundson misses 2-pt jump shot from 17 ft,62,38
227,3,11:40.0,Defensive rebound by L. James,,62,38
228,3,11:21.0,T. Mozgov misses 2-pt jump shot from 18 ft,,62,38
229,3,11:20.0,,Defensive rebound by L. Thomas,62,38
230,3,11:06.0,,L. Amundson makes 2-pt layup from 2 ft,62,40
231,3,10:48.0,K. Love misses 2-pt jump shot from 10 ft,,62,40
232,3,10:46.0,,Defensive rebound by L. Galloway,62,40
233,3,10:33.0,,L. Thomas misses 2-pt jump shot from 20 ft,62,40
234,3,10:31.0,Defensive rebound by K. Love,,62,40
235,3,10:19.0,K. Irving makes 2-pt layup from 1 ft,,64,40
236,3,9:58.0,,L. Thomas misses 2-pt jump shot from 13 ft,64,40
237,3,9:56.0,,Offensive rebound by L. Amundson,64,40
238,3,9:55.0,,L. Amundson misses 2-pt layup from 2 ft,64,40
239,3,9:53.0,Defensive rebound by K. Love,,64,40
240,3,9:45.0,L. James misses 2-pt jump shot from 5 ft,,64,40
241,3,9:44.0,,Defensive rebound by J. Calderón,64,40
242,3,9:35.0,,J. Calderón misses 2-pt jump shot from 12 ft,64,40
243,3,9:34.0,,Offensive rebound by L. Thomas,64,40
244,3,9:31.0,,L. Thomas makes 2-pt layup from 2 ft,64,42
245,3,9:10.0,Turnover by T. Mozgov (lost ball; steal by J. Smith),,64,42
246,3,9:01.0,,L. Thomas misses 2-pt jump shot from 17 ft,64,42
247,3,8:59.0,Defensive rebound by K. Love,,64,42
248,3,8:51.0,T. Mozgov makes 2-pt dunk at rim (assist by K. Irving),,66,42
249,3,8:49.0,,New York full timeout,66,42
250,3,8:45.0,,Turnover by L. Galloway (bad pass),66,42
251,3,8:29.0,Turnover by T. Mozgov (lost ball; steal by J. Smith),,66,42
252,3,8:25.0,,Personal foul by J. Smith (drawn by L. Galloway),66,42
253,3,8:16.0,,L. Galloway misses 2-pt jump shot from 8 ft,66,42
254,3,8:14.0,Defensive rebound by K. Love,,66,42
255,3,8:05.0,K. Irving misses 2-pt layup from 2 ft,,66,42
256,3,8:03.0,,Defensive rebound by L. Amundson,66,42
257,3,7:58.0,,J. Calderón misses 2-pt jump shot from 7 ft,66,42
258,3,7:57.0,Defensive rebound by L. James,,66,42
259,3,7:33.0,J. Smith makes 3-pt jump shot from 23 ft (assist by L. James),,69,42
260,3,7:18.0,,J. Smith misses 2-pt jump shot from 6 ft,69,42
261,3,7:17.0,Defensive rebound by K. Love,,69,42
262,3,7:07.0,Turnover by K. Irving (lost ball),,69,42
263,3,6:56.0,,L. Thomas makes 2-pt jump shot from 4 ft,69,44
264,3,6:38.0,Turnover by T. Mozgov (lost ball; steal by L. Amundson),,69,44
265,3,6:32.0,,L. Galloway makes 2-pt layup from 1 ft (assist by J. Calderón),69,46
266,3,6:17.0,K. Love misses 3-pt jump shot from 23 ft (block by J. Smith),,69,46
267,3,6:16.0,Offensive rebound by Team,,69,46
268,3,6:08.0,L. James misses 3-pt jump shot from 23 ft,,69,46
269,3,6:06.0,,Defensive rebound by L. Galloway,69,46
270,3,6:03.0,Violation by K. Irving (kicked ball),,69,46
271,3,6:00.0,,L. Galloway makes 2-pt dunk at rim (assist by L. Amundson),69,48
272,3,5:45.0,Personal foul by J. Smith (drawn by K. Love),,69,48
273,3,5:37.0,K. Irving makes 3-pt jump shot from 23 ft (assist by J. Smith),,72,48
274,3,5:20.0,,L. Amundson misses 2-pt hook shot from 2 ft,72,48
275,3,5:18.0,Defensive rebound by T. Mozgov,,72,48
276,3,5:08.0,Shooting foul by L. Galloway (drawn by T. Mozgov),,72,48
277,3,5:08.0,T. Mozgov makes free throw 1 of 2,,73,48
278,3,5:08.0,T. Mozgov misses free throw 2 of 2,,73,48
279,3,5:07.0,,Defensive rebound by L. Amundson,73,48
280,3,4:56.0,,J. Calderón makes 2-pt jump shot from 16 ft (assist by L. Amundson),73,50
281,3,4:34.0,K. Irving makes 3-pt jump shot from 23 ft,,76,50
282,3,4:18.0,,J. Smith misses 2-pt jump shot from 19 ft,76,50
283,3,4:18.0,Defensive rebound by L. James,,76,50
284,3,4:13.0,K. Irving misses 3-pt jump shot from 26 ft,,76,50
285,3,4:11.0,,Defensive rebound by L. Amundson,76,50
286,3,4:04.0,I. Shumpert enters the game for J. Smith,,76,50
287,3,4:04.0,T. Thompson enters the game for T. Mozgov,,76,50
288,3,4:04.0,,T. Hardaway enters the game for L. Galloway,76,50
289,3,4:04.0,,A. Bargnani enters the game for L. Amundson,76,50
290,3,3:55.0,,Personal foul by T. Thompson (drawn by A. Bargnani),76,50
291,3,3:47.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by A. Bargnani),76,53
292,3,3:29.0,K. Love misses 2-pt jump shot from 21 ft,,76,53
293,3,3:27.0,,Defensive rebound by J. Smith,76,53
294,3,3:21.0,,A. Bargnani misses 2-pt jump shot from 6 ft,76,53
295,3,3:19.0,Defensive rebound by K. Love,,76,53
296,3,3:11.0,Offensive foul by L. James (drawn by J. Calderón),,76,53
297,3,3:11.0,Turnover by L. James (offensive foul),,76,53
298,3,3:11.0,M. Dellavedova enters the game for K. Irving,,76,53
299,3,2:58.0,,A. Bargnani misses 2-pt layup from 2 ft,76,53
300,3,2:57.0,Defensive rebound by K. Love,,76,53
301,3,2:38.0,K. Love makes 3-pt jump shot from 25 ft (assist by I. Shumpert),,79,53
302,3,2:26.0,,J. Calderón misses 2-pt jump shot from 16 ft,79,53
303,3,2:24.0,Defensive rebound by I. Shumpert,,79,53
304,3,2:22.0,L. James makes 2-pt dunk at rim (assist by I. Shumpert),,81,53
305,3,2:22.0,Shooting foul by J. Calderón (drawn by L. James),,81,53
306,3,2:22.0,Cleveland full timeout,,81,53
307,3,2:22.0,J. Jones enters the game for K. Love,,81,53
308,3,2:22.0,,T. Wear enters the game for L. Thomas,81,53
309,3,2:22.0,L. James misses free throw 1 of 1,,81,53
310,3,2:21.0,,Defensive rebound by T. Hardaway,81,53
311,3,2:01.0,,Offensive foul by T. Hardaway (drawn by L. James),81,53
312,3,2:01.0,,Turnover by T. Hardaway (offensive foul),81,53
313,3,1:48.0,I. Shumpert misses 3-pt jump shot from 24 ft,,81,53
314,3,1:46.0,,Defensive rebound by A. Bargnani,81,53
315,3,1:36.0,,A. Bargnani misses 2-pt jump shot from 8 ft,81,53
316,3,1:34.0,,Offensive rebound by J. Smith,81,53
317,3,1:30.0,,T. Wear makes 2-pt jump shot from 11 ft (assist by J. Calderón),81,55
318,3,1:08.0,L. James misses 3-pt jump shot from 26 ft,,81,55
319,3,1:06.0,,Defensive rebound by A. Bargnani,81,55
320,3,0:45.0,,Turnover by A. Bargnani (lost ball; steal by T. Thompson),81,55
321,3,0:32.0,L. James misses 2-pt layup from 2 ft (block by A. Bargnani),,81,55
322,3,0:31.0,,Defensive rebound by Team,81,55
323,3,0:31.0,J. Smith enters the game for L. James,,81,55
324,3,0:31.0,,C. Early enters the game for J. Smith,81,55
325,3,0:17.0,,Turnover by C. Early (bad pass),81,55
326,3,0:03.0,M. Dellavedova misses 2-pt jump shot from 19 ft,,81,55
327,3,0:01.0,,Defensive rebound by T. Hardaway,81,55
328,4,11:43.0,J. Smith makes 3-pt jump shot from 25 ft (assist by I. Shumpert),,84,55
329,4,11:17.0,,T. Hardaway misses 3-pt jump shot from 25 ft,84,55
330,4,11:15.0,,Offensive rebound by L. Galloway,84,55
331,4,11:14.0,,L. Galloway makes 2-pt jump shot from 20 ft,84,57
332,4,10:59.0,J. Jones misses 3-pt jump shot from 24 ft,,84,57
333,4,10:57.0,,Defensive rebound by T. Hardaway,84,57
334,4,10:43.0,,C. Early misses 2-pt layup from 2 ft,84,57
335,4,10:41.0,Defensive rebound by J. Jones,,84,57
336,4,10:20.0,J. Jones makes 3-pt jump shot from 25 ft (assist by I. Shumpert),,87,57
337,4,9:55.0,,C. Early misses 3-pt jump shot from 25 ft,87,57
338,4,9:53.0,Defensive rebound by I. Shumpert,,87,57
339,4,9:45.0,J. Jones misses 3-pt jump shot from 25 ft,,87,57
340,4,9:43.0,,Defensive rebound by C. Early,87,57
341,4,9:29.0,,T. Wear makes 2-pt jump shot from 16 ft,87,59
342,4,9:16.0,J. Smith makes 2-pt dunk at rim (assist by I. Shumpert),,89,59
343,4,9:14.0,,New York full timeout,89,59
344,4,9:14.0,J. Harris enters the game for J. Smith,,89,59
345,4,9:14.0,,L. Thomas enters the game for C. Early,89,59
346,4,9:05.0,,Shooting foul by M. Dellavedova (drawn by L. Galloway),89,59
347,4,9:05.0,,L. Galloway makes free throw 1 of 2,89,60
348,4,9:05.0,,L. Galloway makes free throw 2 of 2,89,61
349,4,8:51.0,Offensive foul by T. Thompson (drawn by A. Bargnani),,89,61
350,4,8:51.0,Turnover by T. Thompson (offensive foul),,89,61
351,4,8:39.0,,A. Bargnani makes 2-pt dunk at rim,89,63
352,4,8:24.0,Personal foul by A. Bargnani (drawn by M. Dellavedova),,89,63
353,4,8:19.0,T. Thompson makes 2-pt dunk at rim (assist by M. Dellavedova),,91,63
354,4,7:59.0,,T. Hardaway misses 2-pt jump shot from 14 ft,91,63
355,4,7:58.0,,Offensive rebound by T. Wear,91,63
356,4,7:57.0,,T. Wear makes 2-pt layup at rim,91,65
357,4,7:40.0,Turnover by M. Dellavedova (bad pass),,91,65
358,4,7:27.0,,L. Galloway makes 3-pt jump shot from 26 ft,91,68
359,4,7:02.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by I. Shumpert),,94,68
360,4,6:41.0,,A. Bargnani makes 2-pt dunk at rim,94,70
361,4,6:16.0,Turnover by J. Harris (bad pass),,94,70
362,4,6:16.0,,Q. Acy enters the game for L. Thomas,94,70
363,4,6:06.0,,Shooting foul by J. Jones (drawn by Q. Acy),94,70
364,4,6:06.0,,Q. Acy makes free throw 1 of 2,94,71
365,4,6:06.0,B. Haywood enters the game for T. Thompson,,94,71
366,4,6:06.0,,Q. Acy makes free throw 2 of 2,94,72
367,4,5:52.0,J. Harris misses 3-pt jump shot from 22 ft,,94,72
368,4,5:49.0,,Defensive rebound by L. Galloway,94,72
369,4,5:40.0,,A. Bargnani misses 2-pt jump shot from 21 ft,94,72
370,4,5:38.0,Defensive rebound by I. Shumpert,,94,72
371,4,5:30.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,94,72
372,4,5:28.0,,Defensive rebound by Q. Acy,94,72
373,4,5:06.0,,T. Hardaway makes 2-pt jump shot from 18 ft,94,74
374,4,4:36.0,M. Dellavedova makes 2-pt jump shot from 5 ft,,96,74
375,4,4:17.0,,Q. Acy makes 2-pt jump shot from 4 ft,96,76
376,4,3:57.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,96,76
377,4,3:55.0,,Defensive rebound by A. Bargnani,96,76
378,4,3:44.0,,A. Bargnani makes 2-pt layup from 2 ft (assist by L. Galloway),96,78
379,4,3:24.0,Shooting foul by L. Galloway (drawn by J. Harris),,96,78
380,4,3:24.0,Official timeout,,96,78
381,4,3:24.0,,A. Shved enters the game for T. Wear,96,78
382,4,3:24.0,J. Harris misses free throw 1 of 2,,96,78
383,4,3:24.0,Offensive rebound by Team,,96,78
384,4,3:24.0,J. Harris misses free throw 2 of 2,,96,78
385,4,3:23.0,,Defensive rebound by L. Galloway,96,78
386,4,3:10.0,,Q. Acy misses 3-pt jump shot from 25 ft,96,78
387,4,3:08.0,,Offensive rebound by Team,96,78
388,4,3:01.0,,L. Galloway misses 2-pt jump shot from 17 ft,96,78
389,4,2:59.0,,Offensive rebound by A. Bargnani,96,78
390,4,2:58.0,,A. Bargnani misses 2-pt jump shot from 14 ft,96,78
391,4,2:56.0,Defensive rebound by I. Shumpert,,96,78
