,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DALLAS_ACTION,CLEVELAND_SCORE,DALLAS_SCORE
388,4,8:59.0,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),,108,83
389,4,8:58.0,,Dallas full timeout,108,83
390,4,8:50.0,,Personal foul by M. Dellavedova (drawn by D. Harris),108,83
391,4,8:40.0,,D. Nowitzki makes 2-pt jump shot from 13 ft,108,85
392,4,8:25.0,K. Love misses 3-pt jump shot from 22 ft,,108,85
393,4,8:24.0,,Defensive rebound by J. Barea,108,85
394,4,8:18.0,,A. Stoudemire makes 2-pt layup from 1 ft (assist by J. Barea),108,87
395,4,8:01.0,I. Shumpert makes 3-pt jump shot from 23 ft (assist by L. James),,111,87
396,4,7:51.0,,J. Barea misses 3-pt jump shot from 25 ft,111,87
397,4,7:50.0,,Offensive rebound by D. Nowitzki,111,87
398,4,7:50.0,Loose ball foul by K. Love (drawn by D. Nowitzki),,111,87
399,4,7:50.0,,T. Chandler enters the game for A. Stoudemire,111,87
400,4,7:50.0,,M. Ellis enters the game for D. Harris,111,87
401,4,7:50.0,,C. Parsons enters the game for R. Jefferson,111,87
402,4,7:50.0,,R. Rondo enters the game for J. Barea,111,87
403,4,7:50.0,,C. Villanueva enters the game for D. Nowitzki,111,87
404,4,7:41.0,,Personal foul by L. James (drawn by M. Ellis),111,87
405,4,7:33.0,,Turnover by R. Rondo (bad pass),111,87
406,4,7:24.0,Turnover by L. James (bad pass),,111,87
407,4,7:11.0,,C. Villanueva misses 3-pt jump shot from 22 ft,111,87
408,4,7:09.0,,Offensive rebound by T. Chandler,111,87
409,4,7:05.0,,M. Ellis makes 2-pt jump shot from 13 ft,111,89
410,4,6:42.0,K. Love makes 3-pt jump shot from 22 ft (assist by L. James),,114,89
411,4,6:38.0,,Turnover by R. Rondo (bad pass; steal by I. Shumpert),114,89
412,4,6:33.0,T. Mozgov makes 2-pt layup from 1 ft (assist by K. Love),,116,89
413,4,6:32.0,,Dallas full timeout,116,89
414,4,6:32.0,J. Smith enters the game for L. James,,116,89
415,4,6:21.0,,C. Villanueva misses 2-pt jump shot from 20 ft,116,89
416,4,6:19.0,Defensive rebound by J. Smith,,116,89
417,4,5:59.0,K. Love makes 2-pt hook shot from 10 ft,,118,89
418,4,5:48.0,,Turnover by C. Parsons (bad pass; steal by I. Shumpert),118,89
419,4,5:43.0,J. Smith misses 3-pt jump shot from 24 ft,,118,89
420,4,5:41.0,Offensive rebound by I. Shumpert,,118,89
421,4,5:41.0,T. Mozgov misses 2-pt dunk at rim,,118,89
422,4,5:37.0,,Defensive rebound by T. Chandler,118,89
423,4,5:26.0,,C. Villanueva misses 3-pt jump shot from 24 ft,118,89
424,4,5:24.0,Defensive rebound by K. Love,,118,89
425,4,5:07.0,Personal foul by R. Rondo (drawn by M. Dellavedova),,118,89
426,4,5:07.0,,R. Felton enters the game for C. Parsons,118,89
427,4,5:07.0,,B. James enters the game for T. Chandler,118,89
428,4,5:07.0,,R. Jefferson enters the game for M. Ellis,118,89
429,4,5:07.0,K. Perkins enters the game for K. Love,,118,89
430,4,5:07.0,T. Thompson enters the game for T. Mozgov,,118,89
431,4,4:54.0,K. Perkins makes 2-pt hook shot from 3 ft (assist by I. Shumpert),,120,89
432,4,4:38.0,,Shooting foul by K. Perkins (drawn by C. Villanueva),120,89
433,4,4:38.0,,C. Villanueva misses free throw 1 of 2,120,89
434,4,4:38.0,,Offensive rebound by Team,120,89
435,4,4:38.0,J. Harris enters the game for J. Smith,,120,89
436,4,4:38.0,,C. Villanueva makes free throw 2 of 2,120,90
437,4,4:25.0,J. Harris misses 3-pt jump shot from 22 ft,,120,90
438,4,4:24.0,,Defensive rebound by C. Villanueva,120,90
439,4,4:11.0,,C. Villanueva misses 3-pt jump shot from 23 ft,120,90
440,4,4:10.0,Defensive rebound by J. Harris,,120,90
441,4,4:02.0,Personal foul by C. Villanueva (drawn by K. Perkins),,120,90
442,4,4:02.0,J. Jones enters the game for T. Thompson,,120,90
443,4,3:46.0,K. Perkins misses 2-pt layup at rim (block by B. James),,120,90
444,4,3:46.0,Offensive rebound by Team,,120,90
445,4,3:46.0,Turnover by Team (shot clock),,120,90
446,4,3:39.0,,R. Felton misses 3-pt jump shot from 25 ft,120,90
447,4,3:38.0,Defensive rebound by J. Jones,,120,90
448,4,3:27.0,J. Jones misses 3-pt jump shot from 26 ft,,120,90
449,4,3:26.0,,Defensive rebound by R. Felton,120,90
450,4,3:21.0,,Turnover by C. Villanueva (lost ball),120,90
451,4,3:07.0,J. Jones misses 3-pt jump shot from 22 ft,,120,90
452,4,3:06.0,Offensive rebound by I. Shumpert,,120,90
453,4,2:45.0,J. Harris misses 3-pt jump shot from 22 ft,,120,90
454,4,2:43.0,Offensive rebound by Team,,120,90
455,4,2:43.0,Official timeout,,120,90
456,4,2:43.0,,J. Barea enters the game for R. Rondo,120,90
457,4,2:33.0,I. Shumpert misses 3-pt jump shot from 23 ft,,120,90
458,4,2:32.0,,Defensive rebound by B. James,120,90
459,4,2:22.0,,Turnover by B. James (lost ball; steal by I. Shumpert),120,90
460,4,2:18.0,I. Shumpert makes 2-pt dunk at rim,,122,90
461,4,2:01.0,,Personal block foul by I. Shumpert (drawn by R. Jefferson),122,90
462,4,2:01.0,,R. Jefferson misses free throw 1 of 2,122,90
463,4,2:01.0,,Offensive rebound by Team,122,90
464,4,2:01.0,,R. Jefferson makes free throw 2 of 2,122,91
465,4,1:47.0,M. Dellavedova misses 2-pt jump shot from 8 ft (block by R. Felton),,122,91
466,4,1:46.0,Offensive rebound by M. Dellavedova,,122,91
467,4,1:45.0,K. Perkins makes 2-pt dunk at rim (assist by M. Dellavedova),,124,91
468,4,1:36.0,,Personal foul by J. Harris (drawn by R. Felton),124,91
469,4,1:36.0,,R. Felton misses free throw 1 of 2,124,91
470,4,1:36.0,,Offensive rebound by Team,124,91
471,4,1:36.0,,R. Felton makes free throw 2 of 2,124,92
472,4,1:19.0,J. Jones makes 3-pt jump shot from 23 ft (assist by I. Shumpert),,127,92
473,4,1:00.0,,B. James makes 2-pt layup at rim (assist by R. Felton),127,94
474,4,0:45.0,M. Dellavedova misses 2-pt jump shot from 13 ft,,127,94
475,4,0:43.0,Offensive rebound by M. Dellavedova,,127,94
476,4,0:36.0,J. Harris misses 2-pt jump shot from 5 ft,,127,94
477,4,0:34.0,,Defensive rebound by R. Felton,127,94
478,4,0:28.0,,Shooting foul by J. Harris (drawn by C. Villanueva),127,94
479,4,0:28.0,,C. Villanueva misses free throw 1 of 2,127,94
480,4,0:28.0,,Offensive rebound by Team,127,94
481,4,0:28.0,,C. Villanueva misses free throw 2 of 2,127,94
482,4,0:27.0,Defensive rebound by J. Harris,,127,94
483,4,0:02.0,Turnover by Team (shot clock),,127,94
