,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PHILADELPHIA_ACTION,OKLAHOMA CITY_SCORE,PHILADELPHIA_SCORE
380,4,9:52.0,,Defensive rebound by M. Carter-Williams,86,71
381,4,9:45.0,,M. Carter-Williams makes 2-pt layup from 1 ft,86,73
382,4,9:34.0,Turnover by R. Jackson (lost ball; steal by M. Carter-Williams),,86,73
383,4,9:30.0,,R. Covington makes 2-pt dunk at rim (assist by H. Thompson),86,75
384,4,9:28.0,Oklahoma City full timeout,,86,75
385,4,9:19.0,J. Lamb makes 2-pt dunk at rim (assist by R. Jackson),,88,75
386,4,9:17.0,Violation by Team (delay of game),,88,75
387,4,8:56.0,,Turnover by M. Carter-Williams (lost ball; steal by P. Jones),88,75
388,4,8:31.0,A. Morrow misses 2-pt jump shot from 19 ft,,88,75
389,4,8:29.0,,Defensive rebound by K. McDaniels,88,75
390,4,8:20.0,,H. Thompson misses 3-pt jump shot from 25 ft,88,75
391,4,8:15.0,,Offensive rebound by N. Noel,88,75
392,4,8:15.0,,N. Noel misses 2-pt layup from 2 ft,88,75
393,4,8:15.0,,Offensive rebound by K. McDaniels,88,75
394,4,8:15.0,K. Durant enters the game for P. Jones,,88,75
395,4,8:01.0,,M. Carter-Williams misses 2-pt jump shot from 21 ft,88,75
396,4,7:59.0,,Offensive rebound by H. Thompson,88,75
397,4,7:57.0,,K. McDaniels misses 3-pt jump shot from 25 ft,88,75
398,4,7:55.0,Defensive rebound by J. Lamb,,88,75
399,4,7:39.0,A. Morrow misses 3-pt jump shot from 25 ft,,88,75
400,4,7:38.0,,Defensive rebound by H. Thompson,88,75
401,4,7:27.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,88,75
402,4,7:25.0,,Offensive rebound by N. Noel,88,75
403,4,7:23.0,,N. Noel makes 2-pt jump shot from 5 ft,88,77
404,4,6:57.0,R. Westbrook enters the game for A. Morrow,,88,77
405,4,6:57.0,S. Ibaka enters the game for K. Perkins,,88,77
406,4,6:57.0,,L. Mbah a Moute enters the game for K. McDaniels,88,77
407,4,6:53.0,K. Durant misses 2-pt jump shot from 3 ft (block by N. Noel),,88,77
408,4,6:51.0,,Defensive rebound by H. Thompson,88,77
409,4,6:38.0,,L. Mbah a Moute misses 2-pt layup at rim,88,77
410,4,6:36.0,Defensive rebound by J. Lamb,,88,77
411,4,6:31.0,R. Jackson misses 3-pt jump shot from 25 ft,,88,77
412,4,6:29.0,Offensive rebound by S. Ibaka,,88,77
413,4,6:29.0,Shooting foul by N. Noel (drawn by S. Ibaka),,88,77
414,4,6:29.0,S. Ibaka misses free throw 1 of 2,,88,77
415,4,6:29.0,Offensive rebound by Team,,88,77
416,4,6:29.0,S. Ibaka makes free throw 2 of 2,,89,77
417,4,6:29.0,,Philadelphia full timeout,89,77
418,4,6:06.0,,N. Noel makes 2-pt dunk at rim (assist by M. Carter-Williams),89,79
419,4,5:46.0,Shooting foul by H. Thompson (drawn by R. Westbrook),,89,79
420,4,5:46.0,R. Westbrook misses free throw 1 of 2,,89,79
421,4,5:46.0,Offensive rebound by Team,,89,79
422,4,5:46.0,R. Westbrook makes free throw 2 of 2,,90,79
423,4,5:35.0,,H. Thompson misses 3-pt jump shot from 26 ft,90,79
424,4,5:32.0,,Offensive rebound by N. Noel,90,79
425,4,5:30.0,,R. Covington makes 2-pt layup from 2 ft (assist by N. Noel),90,81
426,4,5:10.0,S. Ibaka makes 2-pt dunk at rim (assist by R. Westbrook),,92,81
427,4,4:48.0,,Turnover by R. Covington (lost ball; steal by J. Lamb),92,81
428,4,4:47.0,,H. Sims enters the game for N. Noel,92,81
429,4,4:36.0,Personal foul by L. Mbah a Moute (drawn by K. Durant),,92,81
430,4,4:27.0,K. Durant misses 2-pt jump shot from 18 ft,,92,81
431,4,4:26.0,,Defensive rebound by M. Carter-Williams,92,81
432,4,4:16.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by M. Carter-Williams),92,84
433,4,4:01.0,Shooting foul by R. Covington (drawn by R. Westbrook),,92,84
434,4,4:01.0,R. Westbrook misses free throw 1 of 2,,92,84
435,4,4:01.0,Offensive rebound by Team,,92,84
436,4,4:01.0,,K. McDaniels enters the game for H. Thompson,92,84
437,4,4:01.0,R. Westbrook makes free throw 2 of 2,,93,84
438,4,3:44.0,,H. Sims misses 3-pt jump shot from 23 ft,93,84
439,4,3:43.0,Defensive rebound by J. Lamb,,93,84
440,4,3:35.0,Turnover by S. Ibaka (offensive foul),,93,84
441,4,3:35.0,Offensive foul by S. Ibaka (drawn by M. Carter-Williams),,93,84
442,4,3:23.0,,Personal foul by S. Ibaka (drawn by M. Carter-Williams),93,84
443,4,3:12.0,,L. Mbah a Moute makes 2-pt layup from 2 ft (assist by R. Covington),93,86
444,4,3:12.0,,Shooting foul by S. Ibaka (drawn by L. Mbah a Moute),93,86
445,4,3:12.0,,L. Mbah a Moute misses free throw 1 of 1,93,86
446,4,3:11.0,Defensive rebound by R. Jackson,,93,86
447,4,2:52.0,Turnover by R. Westbrook (lost ball; steal by L. Mbah a Moute),,93,86
448,4,2:43.0,,Turnover by R. Covington (bad pass; steal by R. Jackson),93,86
449,4,2:40.0,K. Durant makes 2-pt layup at rim (assist by J. Lamb),,95,86
450,4,2:37.0,,Philadelphia full timeout,95,86
451,4,2:37.0,Official timeout,,95,86
452,4,2:26.0,,H. Sims misses 3-pt jump shot from 26 ft,95,86
453,4,2:24.0,Defensive rebound by K. Durant,,95,86
454,4,2:05.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by R. Jackson),,98,86
455,4,1:51.0,,Turnover by K. McDaniels (bad pass),98,86
456,4,1:51.0,,N. Noel enters the game for H. Sims,98,86
457,4,1:37.0,J. Lamb makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,101,86
458,4,1:31.0,,Philadelphia full timeout,101,86
459,4,1:31.0,L. Thomas enters the game for K. Durant,,101,86
460,4,1:31.0,I. Smith enters the game for S. Ibaka,,101,86
461,4,1:31.0,P. Jones enters the game for R. Westbrook,,101,86
462,4,1:15.0,,R. Covington makes 2-pt layup at rim (assist by K. McDaniels),101,88
463,4,1:01.0,Turnover by L. Thomas (lost ball; steal by N. Noel),,101,88
464,4,0:56.0,,M. Carter-Williams makes 2-pt layup from 1 ft,101,90
465,4,0:56.0,,Shooting foul by L. Thomas (drawn by M. Carter-Williams),101,90
466,4,0:56.0,,H. Thompson enters the game for L. Mbah a Moute,101,90
467,4,0:56.0,,M. Carter-Williams makes free throw 1 of 1,101,91
468,4,0:36.0,L. Thomas makes 2-pt hook shot from 4 ft (assist by J. Lamb),,103,91
469,4,0:24.0,,H. Thompson misses 3-pt jump shot from 26 ft,103,91
470,4,0:22.0,Defensive rebound by I. Smith,,103,91
