,QUARTER,TIME_REMAINING,INDIANA_ACTION,PHOENIX_ACTION,INDIANA_SCORE,PHOENIX_SCORE
388,4,5:09.0,Offensive rebound by D. West,,88,101
389,4,5:09.0,D. West misses 2-pt layup from 1 ft,,88,101
390,4,5:06.0,,Defensive rebound by M. Morris,88,101
391,4,4:48.0,,G. Dragić makes 3-pt jump shot from 24 ft,88,104
392,4,4:37.0,Personal block foul by M. Morris (drawn by C. Watson),,88,104
393,4,4:29.0,C. Copeland misses 3-pt jump shot from 26 ft,,88,104
394,4,4:27.0,,Defensive rebound by M. Morris,88,104
395,4,4:18.0,,M. Morris makes 2-pt jump shot from 5 ft (assist by G. Dragić),88,106
396,4,3:59.0,C. Copeland makes 2-pt layup from 2 ft,,90,106
397,4,3:40.0,,Turnover by E. Bledsoe (bad pass; steal by R. Hibbert),90,106
398,4,3:35.0,,Offensive charge foul by C. Copeland (drawn by M. Morris),90,106
399,4,3:35.0,Turnover by C. Copeland (offensive foul),,90,106
400,4,3:26.0,,Personal foul by D. West (drawn by M. Morris),90,106
401,4,3:16.0,,M. Morris misses 3-pt jump shot from 25 ft,90,106
402,4,3:14.0,Defensive rebound by C. Miles,,90,106
403,4,3:08.0,R. Hibbert makes 2-pt layup from 1 ft (assist by D. West),,92,106
404,4,3:08.0,Shooting foul by M. Plumlee (drawn by R. Hibbert),,92,106
405,4,3:08.0,R. Hibbert makes free throw 1 of 1,,93,106
406,4,2:52.0,,G. Dragić misses 2-pt jump shot from 15 ft,93,106
407,4,2:50.0,Defensive rebound by C. Watson,,93,106
408,4,2:40.0,Turnover by R. Hibbert (bad pass; steal by E. Bledsoe),,93,106
409,4,2:37.0,,E. Bledsoe makes 2-pt layup at rim,93,108
410,4,2:37.0,,Shooting foul by C. Miles (drawn by E. Bledsoe),93,108
411,4,2:37.0,,Phoenix full timeout,93,108
412,4,2:37.0,,E. Bledsoe makes free throw 1 of 1,93,109
413,4,2:29.0,Turnover by C. Watson (bad pass; steal by E. Bledsoe),,93,109
414,4,2:25.0,,Turnover by E. Bledsoe (bad pass; steal by C. Watson),93,109
415,4,2:14.0,Turnover by C. Watson (bad pass; steal by G. Dragić),,93,109
416,4,2:14.0,Loose ball foul by C. Miles (drawn by G. Dragić),,93,109
417,4,2:14.0,,G. Dragić makes free throw 1 of 2,93,110
418,4,2:14.0,L. Allen enters the game for D. West,,93,110
419,4,2:14.0,D. Rudež enters the game for R. Hibbert,,93,110
420,4,2:14.0,I. Mahinmi enters the game for C. Miles,,93,110
421,4,2:14.0,S. Whittington enters the game for C. Copeland,,93,110
422,4,2:14.0,,A. Tolliver enters the game for M. Morris,93,110
423,4,2:14.0,,T. Warren enters the game for E. Bledsoe,93,110
424,4,2:14.0,,A. Goodwin enters the game for M. Morris,93,110
425,4,2:14.0,,G. Dragić makes free throw 2 of 2,93,111
426,4,2:14.0,Personal take foul by G. Dragić (drawn by C. Watson),,93,111
427,4,2:14.0,C. Watson makes free throw 1 of 2,,94,111
428,4,2:14.0,,T. Ennis enters the game for G. Dragić,94,111
429,4,2:14.0,C. Copeland enters the game for I. Mahinmi,,94,111
430,4,2:14.0,C. Watson makes free throw 2 of 2,,95,111
431,4,1:59.0,,T. Warren misses 2-pt jump shot from 13 ft,95,111
432,4,1:58.0,,Offensive rebound by A. Tolliver,95,111
433,4,1:53.0,,A. Goodwin makes 2-pt layup from 1 ft,95,113
434,4,1:53.0,,Shooting foul by C. Copeland (drawn by A. Goodwin),95,113
435,4,1:53.0,,S. Randolph enters the game for M. Plumlee,95,113
436,4,1:53.0,,A. Goodwin misses free throw 1 of 1,95,113
437,4,1:51.0,Defensive rebound by L. Allen,,95,113
438,4,1:40.0,C. Watson misses 2-pt jump shot from 7 ft,,95,113
439,4,1:36.0,Offensive rebound by L. Allen,,95,113
440,4,1:35.0,Turnover by L. Allen (lost ball; steal by S. Randolph),,95,113
441,4,1:31.0,,A. Goodwin misses 2-pt layup from 1 ft,95,113
442,4,1:29.0,,Offensive rebound by S. Randolph,95,113
443,4,1:25.0,,T. Ennis misses 3-pt jump shot from 25 ft,95,113
444,4,1:25.0,Defensive rebound by Team,,95,113
445,4,1:08.0,L. Allen makes 2-pt jump shot from 16 ft (assist by C. Copeland),,97,113
446,4,0:52.0,,Turnover by T. Ennis (bad pass; steal by S. Whittington),97,113
447,4,0:48.0,D. Rudež makes 2-pt layup at rim,,99,113
448,4,0:36.0,,T. Warren makes 3-pt jump shot from 25 ft (assist by T. Ennis),99,116
449,4,0:15.0,L. Allen misses 2-pt jump shot from 19 ft,,99,116
450,4,0:13.0,,Defensive rebound by A. Goodwin,99,116
