,QUARTER,TIME_REMAINING,PORTLAND_ACTION,ORLANDO_ACTION,PORTLAND_SCORE,ORLANDO_SCORE
388,4,4:39.0,Personal foul by N. Vučević (drawn by L. Aldridge),,88,95
389,4,4:32.0,A. Afflalo makes 2-pt layup at rim (assist by N. Batum),,90,95
390,4,4:16.0,,E. Payton makes 2-pt jump shot from 4 ft,90,97
391,4,3:54.0,Personal foul by V. Oladipo (drawn by A. Afflalo),,90,97
392,4,3:53.0,Turnover by N. Batum (bad pass),,90,97
393,4,3:37.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by V. Oladipo),90,99
394,4,3:22.0,D. Lillard makes 2-pt layup at rim,,92,99
395,4,3:06.0,,E. Payton misses 2-pt jump shot from 12 ft,92,99
396,4,3:05.0,,Offensive rebound by A. Gordon,92,99
397,4,3:05.0,,A. Gordon misses 2-pt tip-in at rim,92,99
398,4,3:03.0,,Offensive rebound by N. Vučević,92,99
399,4,3:03.0,,N. Vučević makes 2-pt layup from 1 ft,92,101
400,4,2:46.0,L. Aldridge makes 2-pt jump shot from 18 ft,,94,101
401,4,2:29.0,,C. Frye makes 2-pt jump shot from 17 ft (assist by E. Payton),94,103
402,4,2:27.0,Portland full timeout,,94,103
403,4,2:27.0,,Orlando full timeout,94,103
404,4,2:15.0,A. Afflalo misses 3-pt jump shot from 24 ft,,94,103
405,4,2:13.0,,Defensive rebound by E. Payton,94,103
406,4,1:58.0,,N. Vučević misses 2-pt jump shot from 19 ft,94,103
407,4,1:57.0,Defensive rebound by A. Afflalo,,94,103
408,4,1:44.0,Shooting foul by N. Vučević (drawn by L. Aldridge),,94,103
409,4,1:44.0,L. Aldridge makes free throw 1 of 2,,95,103
410,4,1:44.0,L. Aldridge misses free throw 2 of 2,,95,103
411,4,1:41.0,,Defensive rebound by V. Oladipo,95,103
412,4,1:41.0,,Personal take foul by N. Batum (drawn by V. Oladipo),95,103
413,4,1:41.0,,V. Oladipo makes free throw 1 of 2,95,104
414,4,1:41.0,C. McCollum enters the game for R. Lopez,,95,104
415,4,1:41.0,,M. Harkless enters the game for C. Frye,95,104
416,4,1:41.0,,V. Oladipo makes free throw 2 of 2,95,105
417,4,1:23.0,L. Aldridge misses 3-pt jump shot from 22 ft,,95,105
418,4,1:21.0,,Defensive rebound by N. Vučević,95,105
419,4,1:05.0,,V. Oladipo misses 2-pt jump shot from 17 ft,95,105
420,4,1:04.0,,Offensive rebound by V. Oladipo,95,105
421,4,1:02.0,,Personal foul by C. McCollum (drawn by V. Oladipo),95,105
422,4,1:02.0,,V. Oladipo makes free throw 1 of 2,95,106
423,4,1:02.0,M. Leonard enters the game for N. Batum,,95,106
424,4,1:02.0,J. Freeland enters the game for L. Aldridge,,95,106
425,4,1:02.0,A. Gee enters the game for A. Afflalo,,95,106
426,4,1:02.0,A. Crabbe enters the game for D. Lillard,,95,106
427,4,1:02.0,,V. Oladipo makes free throw 2 of 2,95,107
428,4,0:51.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by A. Crabbe),,98,107
429,4,0:33.0,,Turnover by V. Oladipo (lost ball),98,107
430,4,0:25.0,C. McCollum makes 2-pt jump shot from 16 ft,,100,107
431,4,0:25.0,,Orlando full timeout,100,107
432,4,0:25.0,,L. Ridnour enters the game for M. Harkless,100,107
433,4,0:25.0,,C. Frye enters the game for A. Gordon,100,107
434,4,0:21.0,,Personal take foul by J. Freeland (drawn by N. Vučević),100,107
435,4,0:21.0,,N. Vučević makes free throw 1 of 2,100,108
436,4,0:21.0,,A. Gordon enters the game for C. Frye,100,108
437,4,0:21.0,,M. Harkless enters the game for L. Ridnour,100,108
438,4,0:21.0,,N. Vučević makes free throw 2 of 2,100,109
439,4,0:21.0,Portland full timeout,,100,109
440,4,0:16.0,C. McCollum misses 3-pt jump shot from 26 ft,,100,109
441,4,0:14.0,Offensive rebound by M. Leonard,,100,109
442,4,0:11.0,A. Crabbe makes 2-pt jump shot from 7 ft (assist by M. Leonard),,102,109
443,4,0:04.0,,Personal foul by C. McCollum (drawn by E. Payton),102,109
444,4,0:04.0,,E. Payton makes free throw 1 of 2,102,110
445,4,0:04.0,,E. Payton makes free throw 2 of 2,102,111
446,4,0:01.0,C. McCollum makes 2-pt dunk at rim (assist by M. Leonard),,104,111
