,QUARTER,TIME_REMAINING,ATLANTA_ACTION,BOSTON_ACTION,ATLANTA_SCORE,BOSTON_SCORE
82,1,1:24.0,D. Carroll makes free throw 2 of 2,,23,20
83,1,1:09.0,,K. Olynyk makes 2-pt dunk at rim (assist by M. Thornton),23,22
84,1,0:57.0,Turnover by D. Schröder (lost ball; steal by M. Smart),,23,22
85,1,0:53.0,,B. Bass makes 2-pt layup at rim (assist by M. Smart),23,24
86,1,0:38.0,S. Mack enters the game for D. Carroll,,23,24
87,1,0:33.0,M. Scott misses 2-pt hook shot from 7 ft,,23,24
88,1,0:31.0,,Defensive rebound by M. Thornton,23,24
89,1,0:14.0,,M. Smart misses 3-pt jump shot from 24 ft,23,24
90,1,0:13.0,,Offensive rebound by Team,23,24
91,1,0:07.0,,K. Olynyk misses 3-pt jump shot from 24 ft,23,24
92,1,0:05.0,Defensive rebound by Team,,23,24
93,1,0:05.0,Personal foul by J. Crowder (drawn by S. Mack),,23,24
94,1,0:05.0,S. Mack misses free throw 1 of 2,,23,24
95,1,0:05.0,Offensive rebound by Team,,23,24
96,1,0:05.0,T. Sefolosha enters the game for M. Muscala,,23,24
97,1,0:05.0,S. Mack makes free throw 2 of 2,,24,24
98,1,0:01.0,,M. Thornton misses 3-pt jump shot from 30 ft,24,24
99,1,0:00.0,,Offensive rebound by Team,24,24
100,2,11:47.0,,Shooting block foul by S. Mack (drawn by J. Crowder),24,24
101,2,11:47.0,,J. Crowder misses free throw 1 of 2,24,24
102,2,11:47.0,,Offensive rebound by Team,24,24
103,2,11:47.0,,J. Crowder makes free throw 2 of 2,24,25
104,2,11:28.0,K. Bazemore makes 3-pt jump shot from 23 ft (assist by M. Scott),,27,25
105,2,11:09.0,,J. Crowder makes 2-pt jump shot from 15 ft,27,27
106,2,10:51.0,S. Mack makes 3-pt jump shot from 24 ft (assist by M. Scott),,30,27
107,2,10:36.0,,M. Smart makes 3-pt jump shot from 24 ft (assist by M. Thornton),30,30
108,2,10:16.0,D. Schröder misses 3-pt jump shot from 24 ft,,30,30
109,2,10:15.0,,Defensive rebound by Team,30,30
110,2,10:15.0,,J. Young enters the game for M. Thornton,30,30
111,2,10:02.0,,M. Smart misses 3-pt jump shot from 23 ft,30,30
112,2,10:01.0,Defensive rebound by P. Antić,,30,30
113,2,9:48.0,P. Antić misses 3-pt jump shot from 24 ft,,30,30
114,2,9:47.0,,Defensive rebound by K. Olynyk,30,30
115,2,9:32.0,,J. Young misses 3-pt jump shot from 25 ft,30,30
116,2,9:30.0,Defensive rebound by K. Bazemore,,30,30
117,2,9:24.0,S. Mack makes 2-pt layup at rim (assist by D. Schröder),,32,30
118,2,9:10.0,,Turnover by M. Smart (bad pass; steal by P. Antić),32,30
119,2,9:02.0,M. Scott makes 2-pt layup at rim (assist by K. Bazemore),,34,30
120,2,8:38.0,,Turnover by K. Olynyk (lost ball; steal by P. Antić),34,30
121,2,8:33.0,Turnover by S. Mack (step out of bounds),,34,30
122,2,8:33.0,Official timeout,,34,30
123,2,8:14.0,,B. Bass makes 2-pt layup from 1 ft,34,32
124,2,7:46.0,D. Schröder misses 2-pt jump shot from 10 ft,,34,32
125,2,7:45.0,,Defensive rebound by M. Smart,34,32
126,2,7:34.0,,K. Olynyk makes 2-pt layup at rim (assist by M. Smart),34,34
127,2,7:21.0,Turnover by S. Mack (lost ball),,34,34
128,2,7:21.0,T. Sefolosha enters the game for K. Bazemore,,34,34
129,2,7:21.0,D. Carroll enters the game for S. Mack,,34,34
130,2,6:58.0,,J. Crowder misses 2-pt jump shot from 19 ft,34,34
131,2,6:57.0,Defensive rebound by T. Sefolosha,,34,34
132,2,6:37.0,M. Scott makes 3-pt jump shot from 24 ft (assist by D. Schröder),,37,34
133,2,6:22.0,,B. Bass misses 2-pt jump shot from 17 ft,37,34
134,2,6:21.0,Defensive rebound by M. Scott,,37,34
135,2,6:15.0,M. Scott makes 2-pt dunk at rim (assist by D. Carroll),,39,34
136,2,6:14.0,,Boston full timeout,39,34
137,2,6:14.0,,A. Bradley enters the game for J. Crowder,39,34
138,2,6:14.0,J. Teague enters the game for D. Schröder,,39,34
139,2,6:14.0,P. Millsap enters the game for P. Antić,,39,34
140,2,6:14.0,,J. Sullinger enters the game for K. Olynyk,39,34
141,2,5:57.0,,J. Young misses 3-pt jump shot from 24 ft,39,34
142,2,5:57.0,Defensive rebound by M. Scott,,39,34
143,2,5:51.0,Turnover by J. Teague (bad pass),,39,34
144,2,5:30.0,,A. Bradley misses 3-pt jump shot from 24 ft,39,34
145,2,5:29.0,Defensive rebound by P. Millsap,,39,34
146,2,5:08.0,J. Teague makes 2-pt layup from 2 ft,,41,34
147,2,4:41.0,,J. Sullinger misses 2-pt jump shot from 5 ft,41,34
148,2,4:40.0,Defensive rebound by D. Carroll,,41,34
149,2,4:27.0,J. Teague makes 2-pt jump shot from 12 ft,,43,34
150,2,4:15.0,,Turnover by J. Sullinger (bad pass; steal by J. Teague),43,34
151,2,4:14.0,Personal foul by M. Smart (drawn by J. Teague),,43,34
152,2,4:14.0,,M. Thornton enters the game for M. Smart,43,34
153,2,4:14.0,,E. Turner enters the game for B. Bass,43,34
154,2,4:14.0,,T. Zeller enters the game for J. Young,43,34
155,2,4:03.0,J. Teague misses 2-pt jump shot from 4 ft,,43,34
156,2,4:01.0,,Defensive rebound by T. Zeller,43,34
157,2,3:44.0,,A. Bradley misses 3-pt jump shot from 23 ft,43,34
158,2,3:43.0,Defensive rebound by P. Millsap,,43,34
159,2,3:29.0,P. Millsap makes 2-pt layup from 2 ft,,45,34
160,2,3:29.0,Shooting foul by T. Zeller (drawn by P. Millsap),,45,34
161,2,3:29.0,P. Millsap makes free throw 1 of 1,,46,34
162,2,3:16.0,,M. Thornton makes 2-pt jump shot from 3 ft (assist by T. Zeller),46,36
163,2,3:09.0,Shooting foul by J. Sullinger (drawn by M. Scott),,46,36
164,2,3:09.0,M. Scott makes free throw 1 of 2,,47,36
165,2,3:09.0,M. Scott makes free throw 2 of 2,,48,36
166,2,2:53.0,,A. Bradley makes 2-pt layup from 1 ft (assist by J. Sullinger),48,38
167,2,2:48.0,Atlanta full timeout,,48,38
168,2,2:41.0,Personal block foul by A. Bradley (drawn by J. Teague),,48,38
169,2,2:30.0,D. Carroll misses 3-pt jump shot from 23 ft,,48,38
170,2,2:30.0,,Defensive rebound by A. Bradley,48,38
171,2,2:18.0,,A. Bradley makes 3-pt jump shot from 24 ft (assist by T. Zeller),48,41
172,2,1:57.0,Turnover by M. Scott (bad pass),,48,41
173,2,1:57.0,P. Antić enters the game for M. Scott,,48,41
174,2,1:49.0,Violation by D. Carroll (kicked ball),,48,41
175,2,1:43.0,,E. Turner misses 2-pt layup from 2 ft (block by P. Millsap),48,41
176,2,1:42.0,,Offensive rebound by A. Bradley,48,41
177,2,1:41.0,,Shooting foul by P. Antić (drawn by A. Bradley),48,41
178,2,1:41.0,,A. Bradley makes free throw 1 of 2,48,42
179,2,1:41.0,,A. Bradley makes free throw 2 of 2,48,43
180,2,1:31.0,Shooting foul by T. Zeller (drawn by P. Antić),,48,43
181,2,1:31.0,P. Antić makes free throw 1 of 3,,49,43
182,2,1:31.0,P. Antić misses free throw 2 of 3,,49,43
183,2,1:31.0,Offensive rebound by Team,,49,43
184,2,1:31.0,P. Antić makes free throw 3 of 3,,50,43
185,2,1:20.0,,Turnover by E. Turner (lost ball; steal by P. Antić),50,43
186,2,1:09.0,D. Carroll misses 3-pt jump shot from 24 ft,,50,43
187,2,1:08.0,,Defensive rebound by T. Zeller,50,43
188,2,0:56.0,,A. Bradley misses 2-pt layup from 1 ft,50,43
189,2,0:55.0,Defensive rebound by T. Sefolosha,,50,43
190,2,0:50.0,D. Carroll makes 2-pt layup from 1 ft (assist by T. Sefolosha),,52,43
191,2,0:37.0,,M. Thornton misses 3-pt jump shot from 24 ft,52,43
192,2,0:36.0,,Offensive rebound by T. Zeller,52,43
193,2,0:35.0,,Shooting foul by J. Teague (drawn by T. Zeller),52,43
194,2,0:35.0,,T. Zeller makes free throw 1 of 2,52,44
195,2,0:35.0,,B. Bass enters the game for M. Thornton,52,44
196,2,0:35.0,,M. Smart enters the game for J. Sullinger,52,44
197,2,0:35.0,,T. Zeller makes free throw 2 of 2,52,45
198,2,0:31.0,J. Teague misses 2-pt jump shot from 1 ft (block by A. Bradley),,52,45
199,2,0:30.0,Offensive rebound by Team,,52,45
200,2,0:15.0,J. Teague makes 3-pt jump shot from 24 ft (assist by P. Millsap),,55,45
201,2,0:04.0,,Turnover by E. Turner (bad pass; steal by P. Millsap),55,45
202,2,0:01.0,P. Millsap makes 2-pt layup at rim,,57,45
203,3,11:41.0,,J. Sullinger makes 2-pt hook shot from 4 ft,57,47
204,3,11:23.0,Personal foul by J. Crowder (drawn by P. Antić),,57,47
205,3,11:16.0,Turnover by P. Antić (bad pass; steal by E. Turner),,57,47
206,3,11:00.0,,Turnover by J. Crowder (bad pass; steal by P. Antić),57,47
207,3,10:54.0,J. Teague makes 2-pt layup from 1 ft (assist by D. Carroll),,59,47
208,3,10:32.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by E. Turner),59,50
209,3,10:12.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,59,50
210,3,10:11.0,,Defensive rebound by T. Zeller,59,50
211,3,10:04.0,,Turnover by A. Bradley (lost ball; steal by P. Millsap),59,50
212,3,10:01.0,D. Carroll makes 2-pt layup from 1 ft (assist by J. Teague),,61,50
213,3,10:01.0,Shooting foul by A. Bradley (drawn by D. Carroll),,61,50
214,3,10:01.0,D. Carroll makes free throw 1 of 1,,62,50
215,3,9:42.0,,J. Sullinger makes 2-pt layup from 1 ft,62,52
216,3,9:23.0,P. Antić misses 3-pt jump shot from 25 ft,,62,52
217,3,9:22.0,,Defensive rebound by A. Bradley,62,52
218,3,9:10.0,,T. Zeller misses 2-pt hook shot from 5 ft,62,52
219,3,9:09.0,Defensive rebound by P. Millsap,,62,52
220,3,8:56.0,T. Sefolosha misses 3-pt jump shot from 23 ft,,62,52
221,3,8:54.0,,Defensive rebound by T. Zeller,62,52
222,3,8:45.0,,Turnover by T. Zeller (bad pass; steal by T. Sefolosha),62,52
223,3,8:41.0,Shooting foul by E. Turner (drawn by T. Sefolosha),,62,52
224,3,8:41.0,T. Sefolosha makes free throw 1 of 2,,63,52
225,3,8:41.0,T. Sefolosha makes free throw 2 of 2,,64,52
226,3,8:32.0,Violation by T. Sefolosha (kicked ball),,64,52
227,3,8:23.0,,A. Bradley makes 2-pt jump shot from 13 ft,64,54
228,3,8:12.0,Personal foul by J. Sullinger (drawn by P. Millsap),,64,54
229,3,8:12.0,,M. Smart enters the game for E. Turner,64,54
230,3,8:12.0,,K. Olynyk enters the game for T. Zeller,64,54
231,3,8:08.0,Shooting foul by J. Sullinger (drawn by P. Millsap),,64,54
232,3,8:08.0,P. Millsap makes free throw 1 of 2,,65,54
233,3,8:08.0,P. Millsap makes free throw 2 of 2,,66,54
234,3,7:53.0,,A. Bradley misses 3-pt jump shot from 24 ft,66,54
235,3,7:52.0,,Offensive rebound by J. Crowder,66,54
236,3,7:50.0,,J. Sullinger misses 2-pt layup from 2 ft (block by T. Sefolosha),66,54
237,3,7:49.0,,Offensive rebound by Team,66,54
238,3,7:46.0,,J. Crowder makes 2-pt layup from 2 ft (assist by J. Sullinger),66,56
239,3,7:27.0,D. Carroll makes 3-pt jump shot from 22 ft (assist by J. Teague),,69,56
240,3,7:18.0,,Personal foul by D. Carroll (drawn by K. Olynyk),69,56
241,3,7:18.0,,Inbound foul by P. Antić,69,56
242,3,7:18.0,,J. Sullinger makes free throw 1 of 2,69,57
243,3,7:18.0,E. Brand enters the game for P. Antić,,69,57
244,3,7:18.0,,J. Sullinger makes free throw 2 of 2,69,58
245,3,7:03.0,E. Brand makes 2-pt jump shot from 11 ft (assist by T. Sefolosha),,71,58
246,3,6:47.0,,J. Sullinger makes 2-pt jump shot from 20 ft (assist by M. Smart),71,60
247,3,6:33.0,J. Teague misses 3-pt jump shot from 24 ft,,71,60
248,3,6:31.0,,Defensive rebound by M. Smart,71,60
249,3,6:24.0,,Turnover by K. Olynyk (bad pass; steal by E. Brand),71,60
250,3,6:08.0,Shooting foul by K. Olynyk (drawn by P. Millsap),,71,60
251,3,6:08.0,P. Millsap makes free throw 1 of 2,,72,60
252,3,6:08.0,P. Millsap makes free throw 2 of 2,,73,60
253,3,6:04.0,,Boston full timeout,73,60
254,3,5:56.0,,J. Sullinger misses 2-pt jump shot from 4 ft,73,60
255,3,5:54.0,,Offensive rebound by K. Olynyk,73,60
256,3,5:54.0,,K. Olynyk misses 2-pt tip-in from 1 ft,73,60
257,3,5:53.0,Defensive rebound by P. Millsap,,73,60
258,3,5:31.0,P. Millsap makes 3-pt jump shot from 24 ft (assist by J. Teague),,76,60
259,3,5:15.0,,A. Bradley misses 3-pt jump shot from 24 ft,76,60
260,3,5:14.0,Defensive rebound by D. Carroll,,76,60
261,3,4:57.0,E. Brand makes 2-pt jump shot from 11 ft,,78,60
262,3,4:33.0,,J. Crowder makes 2-pt jump shot from 13 ft (assist by M. Smart),78,62
263,3,4:17.0,K. Bazemore enters the game for T. Sefolosha,,78,62
264,3,4:17.0,,M. Thornton enters the game for J. Crowder,78,62
265,3,4:16.0,Personal foul by A. Bradley (drawn by J. Teague),,78,62
266,3,4:16.0,J. Teague makes free throw 1 of 2,,79,62
267,3,4:16.0,J. Teague makes free throw 2 of 2,,80,62
268,3,4:05.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by A. Bradley),80,65
269,3,3:47.0,Turnover by K. Bazemore (bad pass; steal by M. Smart),,80,65
270,3,3:41.0,,M. Thornton misses 3-pt jump shot from 24 ft,80,65
271,3,3:37.0,,Offensive rebound by K. Olynyk,80,65
272,3,3:31.0,,Turnover by K. Olynyk (lost ball; steal by J. Teague),80,65
273,3,3:29.0,Shooting foul by M. Smart (drawn by D. Carroll),,80,65
274,3,3:29.0,D. Carroll misses free throw 1 of 2,,80,65
275,3,3:29.0,Offensive rebound by Team,,80,65
276,3,3:29.0,,B. Bass enters the game for J. Sullinger,80,65
277,3,3:29.0,D. Schröder enters the game for J. Teague,,80,65
278,3,3:29.0,D. Carroll makes free throw 2 of 2,,81,65
279,3,3:12.0,,K. Olynyk misses 2-pt layup from 1 ft,81,65
280,3,3:10.0,,Offensive rebound by K. Olynyk,81,65
281,3,3:09.0,,K. Olynyk misses 2-pt hook shot from 6 ft,81,65
282,3,3:08.0,,Offensive rebound by K. Olynyk,81,65
283,3,3:08.0,,Personal foul by P. Millsap (drawn by K. Olynyk),81,65
284,3,3:02.0,,B. Bass makes 2-pt jump shot from 15 ft,81,67
285,3,2:52.0,Atlanta full timeout,,81,67
286,3,2:45.0,Shooting foul by M. Smart (drawn by P. Millsap),,81,67
287,3,2:45.0,P. Millsap makes free throw 1 of 2,,82,67
288,3,2:45.0,P. Millsap makes free throw 2 of 2,,83,67
289,3,2:32.0,,B. Bass misses 2-pt jump shot from 15 ft,83,67
290,3,2:31.0,Defensive rebound by D. Carroll,,83,67
291,3,2:16.0,D. Schröder makes 2-pt layup from 2 ft,,85,67
292,3,2:08.0,,M. Thornton makes 2-pt layup at rim (assist by M. Smart),85,69
293,3,1:55.0,Turnover by D. Carroll (bad pass; steal by M. Smart),,85,69
294,3,1:50.0,,M. Smart misses 2-pt layup at rim (block by K. Bazemore),85,69
295,3,1:48.0,,Offensive rebound by M. Thornton,85,69
296,3,1:37.0,,M. Thornton makes 3-pt jump shot from 24 ft,85,72
297,3,1:16.0,P. Millsap makes 2-pt jump shot from 3 ft,,87,72
298,3,1:04.0,,Turnover by M. Smart (bad pass),87,72
299,3,1:04.0,,J. Sullinger enters the game for K. Olynyk,87,72
300,3,1:04.0,,P. Pressey enters the game for A. Bradley,87,72
301,3,1:04.0,S. Mack enters the game for D. Carroll,,87,72
302,3,1:04.0,M. Scott enters the game for P. Millsap,,87,72
303,3,1:04.0,P. Antić enters the game for E. Brand,,87,72
304,3,0:53.0,D. Schröder misses 2-pt jump shot from 15 ft,,87,72
305,3,0:52.0,,Defensive rebound by J. Sullinger,87,72
306,3,0:36.0,,Shooting foul by M. Scott (drawn by B. Bass),87,72
307,3,0:36.0,,B. Bass makes free throw 1 of 2,87,73
308,3,0:36.0,,B. Bass makes free throw 2 of 2,87,74
309,3,0:26.0,D. Schröder makes 2-pt jump shot from 17 ft,,89,74
310,3,0:02.0,,J. Sullinger misses 3-pt jump shot from 24 ft,89,74
311,3,0:01.0,Defensive rebound by D. Schröder,,89,74
312,4,11:46.0,Turnover by K. Bazemore (lost ball; steal by M. Thornton),,89,74
313,4,11:27.0,,P. Pressey makes 3-pt jump shot from 24 ft,89,77
314,4,11:11.0,P. Antić misses 3-pt jump shot from 23 ft,,89,77
315,4,11:10.0,,Defensive rebound by Team,89,77
316,4,10:58.0,,Shooting foul by P. Antić (drawn by E. Turner),89,77
317,4,10:58.0,,E. Turner misses free throw 1 of 2,89,77
318,4,10:58.0,,Offensive rebound by Team,89,77
319,4,10:58.0,,E. Turner makes free throw 2 of 2,89,78
320,4,10:47.0,M. Scott misses 2-pt jump shot from 6 ft,,89,78
321,4,10:45.0,Offensive rebound by P. Antić,,89,78
322,4,10:36.0,Personal foul by P. Pressey (drawn by K. Bazemore),,89,78
323,4,10:36.0,P. Millsap enters the game for P. Antić,,89,78
324,4,10:28.0,P. Millsap misses 3-pt jump shot from 25 ft,,89,78
325,4,10:27.0,,Defensive rebound by E. Turner,89,78
326,4,10:16.0,,P. Pressey misses 2-pt layup from 1 ft,89,78
327,4,10:14.0,Defensive rebound by P. Millsap,,89,78
328,4,9:52.0,M. Scott misses 3-pt jump shot from 28 ft,,89,78
329,4,9:50.0,,Defensive rebound by J. Sullinger,89,78
330,4,9:36.0,,E. Turner makes 2-pt layup at rim,89,80
331,4,9:20.0,S. Mack misses 2-pt jump shot from 3 ft (block by P. Pressey),,89,80
332,4,9:17.0,,Defensive rebound by E. Turner,89,80
333,4,9:13.0,,M. Thornton misses 2-pt layup at rim (block by K. Bazemore),89,80
334,4,9:12.0,Defensive rebound by K. Bazemore,,89,80
335,4,9:07.0,S. Mack misses 3-pt jump shot from 24 ft,,89,80
336,4,9:06.0,Offensive rebound by P. Millsap,,89,80
337,4,9:05.0,Personal foul by P. Pressey (drawn by S. Mack),,89,80
338,4,9:05.0,J. Teague enters the game for D. Schröder,,89,80
339,4,8:58.0,Official timeout,,89,80
340,4,8:47.0,P. Millsap makes 2-pt dunk at rim (assist by J. Teague),,91,80
341,4,8:24.0,,B. Bass misses 2-pt jump shot from 7 ft,91,80
342,4,8:23.0,Defensive rebound by M. Scott,,91,80
343,4,8:02.0,J. Teague misses 3-pt jump shot from 24 ft,,91,80
344,4,8:00.0,,Defensive rebound by B. Bass,91,80
345,4,7:53.0,,Turnover by B. Bass (offensive foul),91,80
346,4,7:53.0,,Offensive foul by B. Bass (drawn by K. Bazemore),91,80
347,4,7:53.0,T. Sefolosha enters the game for K. Bazemore,,91,80
348,4,7:35.0,M. Scott misses 2-pt jump shot from 9 ft,,91,80
349,4,7:34.0,,Defensive rebound by J. Sullinger,91,80
350,4,7:11.0,,Turnover by Team (shot clock),91,80
351,4,6:58.0,S. Mack misses 2-pt jump shot from 10 ft,,91,80
352,4,6:57.0,,Defensive rebound by J. Sullinger,91,80
353,4,6:44.0,,J. Sullinger misses 3-pt jump shot from 25 ft,91,80
354,4,6:43.0,Defensive rebound by T. Sefolosha,,91,80
355,4,6:25.0,S. Mack makes 3-pt jump shot from 25 ft (assist by M. Scott),,94,80
356,4,6:18.0,,Boston full timeout,94,80
357,4,6:18.0,D. Carroll enters the game for M. Scott,,94,80
358,4,6:18.0,P. Antić enters the game for S. Mack,,94,80
359,4,6:18.0,,A. Bradley enters the game for M. Thornton,94,80
360,4,6:18.0,,M. Smart enters the game for B. Bass,94,80
361,4,6:18.0,,T. Zeller enters the game for P. Pressey,94,80
362,4,6:06.0,,T. Zeller misses 2-pt hook shot from 7 ft,94,80
363,4,6:04.0,Defensive rebound by P. Antić,,94,80
364,4,5:54.0,P. Millsap misses 2-pt layup from 4 ft,,94,80
365,4,5:53.0,,Defensive rebound by E. Turner,94,80
366,4,5:45.0,,M. Smart misses 3-pt jump shot from 25 ft,94,80
367,4,5:44.0,Defensive rebound by T. Sefolosha,,94,80
368,4,5:34.0,Turnover by P. Millsap (step out of bounds),,94,80
369,4,5:24.0,,Shooting block foul by P. Antić (drawn by J. Sullinger),94,80
370,4,5:24.0,,J. Sullinger makes free throw 1 of 2,94,81
371,4,5:24.0,M. Scott enters the game for P. Antić,,94,81
372,4,5:24.0,,J. Sullinger makes free throw 2 of 2,94,82
373,4,5:04.0,M. Scott makes 2-pt jump shot from 16 ft,,96,82
374,4,4:46.0,,Turnover by J. Sullinger (bad pass; steal by D. Carroll),96,82
375,4,4:42.0,D. Carroll makes 2-pt dunk at rim,,98,82
376,4,4:24.0,,A. Bradley misses 2-pt jump shot from 18 ft,98,82
377,4,4:23.0,Defensive rebound by Team,,98,82
378,4,4:23.0,,Loose ball foul by J. Sullinger (drawn by T. Sefolosha),98,82
379,4,4:02.0,Turnover by P. Millsap (traveling),,98,82
380,4,4:02.0,,P. Pressey enters the game for E. Turner,98,82
381,4,3:51.0,,M. Smart misses 3-pt jump shot from 22 ft,98,82
382,4,3:49.0,Defensive rebound by P. Millsap,,98,82
383,4,3:41.0,D. Carroll misses 3-pt jump shot from 23 ft,,98,82
384,4,3:39.0,,Defensive rebound by M. Smart,98,82
385,4,3:30.0,P. Antić enters the game for P. Millsap,,98,82
