,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,ATLANTA_ACTION,BROOKLYN_SCORE,ATLANTA_SCORE
0,1,11:40.0,,A. Horford misses 2-pt jump shot from 5 ft,0,0
1,1,11:39.0,Defensive rebound by M. Plumlee,,0,0
2,1,11:22.0,M. Plumlee makes 2-pt layup from 2 ft (assist by A. Anderson),,2,0
3,1,11:15.0,,J. Teague misses 2-pt layup from 1 ft,2,0
4,1,11:14.0,Defensive rebound by K. Garnett,,2,0
5,1,11:08.0,J. Jack misses 2-pt jump shot from 17 ft,,2,0
6,1,11:07.0,,Defensive rebound by D. Carroll,2,0
7,1,10:49.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by J. Teague),2,3
8,1,10:27.0,J. Johnson makes 3-pt jump shot from 22 ft (assist by J. Jack),,5,3
9,1,10:20.0,,Personal foul by M. Plumlee (drawn by J. Teague),5,3
10,1,10:07.0,,Turnover by P. Millsap (bad pass; steal by J. Jack),5,3
11,1,10:02.0,J. Johnson misses 3-pt jump shot from 24 ft,,5,3
12,1,9:58.0,Offensive rebound by Team,,5,3
13,1,9:44.0,J. Johnson makes 2-pt jump shot from 9 ft,,7,3
14,1,9:25.0,,Turnover by J. Teague (bad pass; steal by A. Anderson),7,3
15,1,9:18.0,J. Jack makes 2-pt jump shot from 16 ft (assist by A. Anderson),,9,3
16,1,9:02.0,,Shooting foul by K. Garnett (drawn by P. Millsap),9,3
17,1,9:02.0,,P. Millsap makes free throw 1 of 2,9,4
18,1,9:02.0,,P. Millsap makes free throw 2 of 2,9,5
19,1,8:50.0,K. Garnett makes 2-pt jump shot from 18 ft,,11,5
20,1,8:29.0,,Turnover by A. Horford (step out of bounds),11,5
21,1,8:20.0,Shooting foul by D. Carroll (drawn by M. Plumlee),,11,5
22,1,8:20.0,M. Plumlee makes 2-pt dunk at rim (assist by A. Anderson),,13,5
23,1,8:20.0,,Atlanta full timeout,13,5
24,1,8:20.0,M. Plumlee misses free throw 1 of 1,,13,5
25,1,8:19.0,,Defensive rebound by P. Millsap,13,5
26,1,8:06.0,,Turnover by D. Carroll (bad pass; steal by J. Johnson),13,5
27,1,7:58.0,Turnover by K. Garnett (bad pass; steal by K. Korver),,13,5
28,1,7:54.0,,J. Teague makes 2-pt layup from 1 ft (assist by K. Korver),13,7
29,1,7:37.0,M. Plumlee misses 2-pt layup at rim,,13,7
30,1,7:36.0,,Defensive rebound by P. Millsap,13,7
31,1,7:22.0,,A. Horford makes 2-pt jump shot from 11 ft (assist by D. Carroll),13,9
32,1,7:10.0,J. Johnson makes 2-pt jump shot from 18 ft (assist by J. Jack),,15,9
33,1,6:53.0,,Turnover by A. Horford (bad pass; steal by K. Garnett),15,9
