,QUARTER,TIME_REMAINING,HOUSTON_ACTION,OKLAHOMA CITY_ACTION,HOUSTON_SCORE,OKLAHOMA CITY_SCORE
0,1,11:46.0,,Turnover by J. Lamb (bad pass; steal by T. Ariza),0,0
1,1,11:39.0,P. Beverley misses 3-pt jump shot from 23 ft,,0,0
2,1,11:37.0,,Defensive rebound by R. Jackson,0,0
3,1,11:21.0,,L. Thomas misses 2-pt jump shot from 11 ft,0,0
4,1,11:19.0,Defensive rebound by D. Howard,,0,0
5,1,11:03.0,P. Beverley makes 3-pt jump shot from 22 ft (assist by J. Harden),,3,0
6,1,10:43.0,,S. Ibaka makes 2-pt jump shot from 12 ft (assist by J. Lamb),3,2
7,1,10:25.0,D. Howard misses 2-pt layup at rim (block by S. Ibaka),,3,2
8,1,10:23.0,Offensive rebound by D. Motiejūnas,,3,2
9,1,10:18.0,D. Motiejūnas makes 2-pt layup at rim (assist by J. Harden),,5,2
10,1,9:59.0,,S. Ibaka misses 3-pt jump shot from 25 ft,5,2
11,1,9:58.0,Defensive rebound by Team,,5,2
12,1,9:46.0,Shooting foul by J. Lamb (drawn by D. Howard),,5,2
13,1,9:46.0,D. Howard makes free throw 1 of 2,,6,2
14,1,9:46.0,D. Howard makes free throw 2 of 2,,7,2
15,1,9:29.0,,R. Jackson misses 3-pt jump shot from 24 ft,7,2
16,1,9:28.0,Defensive rebound by D. Motiejūnas,,7,2
17,1,9:14.0,D. Howard misses 2-pt hook shot from 2 ft (block by S. Adams),,7,2
18,1,9:13.0,,Defensive rebound by R. Jackson,7,2
19,1,9:07.0,,J. Lamb makes 2-pt jump shot from 14 ft (assist by L. Thomas),7,4
20,1,8:53.0,P. Beverley misses 3-pt jump shot from 25 ft,,7,4
21,1,8:52.0,Offensive rebound by D. Motiejūnas,,7,4
22,1,8:42.0,D. Motiejūnas makes 2-pt layup from 1 ft (assist by J. Harden),,9,4
23,1,8:30.0,,R. Jackson misses 2-pt jump shot from 4 ft,9,4
24,1,8:29.0,Defensive rebound by D. Howard,,9,4
25,1,8:12.0,Shooting foul by L. Thomas (drawn by J. Harden),,9,4
26,1,8:12.0,J. Harden makes free throw 1 of 2,,10,4
27,1,8:12.0,J. Harden makes free throw 2 of 2,,11,4
28,1,8:06.0,,Oklahoma City full timeout,11,4
29,1,8:06.0,J. Terry enters the game for P. Beverley,,11,4
30,1,7:58.0,,R. Jackson misses 2-pt layup from 1 ft,11,4
31,1,7:57.0,,Offensive rebound by L. Thomas,11,4
32,1,7:55.0,,L. Thomas misses 2-pt hook shot from 3 ft,11,4
33,1,7:53.0,,Offensive rebound by S. Adams,11,4
34,1,7:53.0,,Shooting foul by D. Motiejūnas (drawn by L. Thomas),11,4
35,1,7:53.0,,L. Thomas makes free throw 1 of 2,11,5
36,1,7:53.0,,L. Thomas makes free throw 2 of 2,11,6
37,1,7:38.0,D. Motiejūnas misses 3-pt jump shot from 24 ft,,11,6
38,1,7:37.0,Offensive rebound by J. Terry,,11,6
39,1,7:27.0,D. Motiejūnas misses 3-pt jump shot from 22 ft,,11,6
40,1,7:26.0,,Defensive rebound by S. Adams,11,6
41,1,7:17.0,,S. Ibaka misses 2-pt jump shot from 16 ft,11,6
