,QUARTER,TIME_REMAINING,TORONTO_ACTION,DETROIT_ACTION,TORONTO_SCORE,DETROIT_SCORE
0,1,11:45.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by B. Jennings),0,3
1,1,11:24.0,J. Valančiūnas makes 2-pt hook shot from 7 ft,,2,3
2,1,11:14.0,,A. Drummond makes 2-pt dunk at rim (assist by B. Jennings),2,5
3,1,10:57.0,J. Valančiūnas misses 2-pt jump shot from 9 ft,,2,5
4,1,10:56.0,Offensive rebound by A. Johnson,,2,5
5,1,10:54.0,A. Johnson makes 2-pt layup at rim,,4,5
6,1,10:42.0,,J. Smith misses 2-pt hook shot from 7 ft,4,5
7,1,10:40.0,,Offensive rebound by A. Drummond,4,5
8,1,10:34.0,,B. Jennings makes 2-pt layup at rim,4,7
9,1,10:34.0,,Shooting foul by K. Lowry (drawn by B. Jennings),4,7
10,1,10:34.0,,B. Jennings misses free throw 1 of 1,4,7
11,1,10:33.0,Defensive rebound by A. Johnson,,4,7
12,1,10:18.0,T. Ross misses 3-pt jump shot from 22 ft,,4,7
13,1,10:17.0,Offensive rebound by A. Johnson,,4,7
14,1,10:11.0,A. Johnson makes 2-pt hook shot from 3 ft,,6,7
15,1,10:02.0,,B. Jennings misses 2-pt jump shot from 15 ft,6,7
16,1,10:01.0,Defensive rebound by J. Valančiūnas,,6,7
17,1,9:46.0,K. Lowry misses 2-pt jump shot from 3 ft (block by A. Drummond),,6,7
18,1,9:46.0,Offensive rebound by Team,,6,7
19,1,9:34.0,T. Ross misses 2-pt jump shot from 19 ft (block by J. Smith),,6,7
20,1,9:32.0,,Defensive rebound by A. Drummond,6,7
21,1,9:27.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by K. Caldwell-Pope),6,9
22,1,9:11.0,K. Lowry misses 2-pt jump shot from 16 ft (block by B. Jennings),,6,9
23,1,9:09.0,,Defensive rebound by K. Singler,6,9
24,1,9:02.0,,B. Jennings misses 2-pt jump shot from 6 ft,6,9
25,1,9:00.0,Defensive rebound by A. Johnson,,6,9
26,1,8:54.0,K. Lowry misses 3-pt jump shot from 26 ft,,6,9
27,1,8:53.0,Offensive rebound by L. Fields,,6,9
28,1,8:51.0,J. Valančiūnas makes 2-pt dunk at rim (assist by L. Fields),,8,9
29,1,8:37.0,,K. Singler misses 2-pt layup at rim,8,9
30,1,8:36.0,,Offensive rebound by K. Singler,8,9
31,1,8:30.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by J. Smith),8,11
32,1,8:07.0,J. Valančiūnas misses 2-pt hook shot from 5 ft,,8,11
33,1,8:06.0,,Defensive rebound by J. Smith,8,11
34,1,8:00.0,,A. Drummond misses 2-pt layup at rim,8,11
35,1,7:58.0,Defensive rebound by A. Johnson,,8,11
36,1,7:54.0,T. Ross misses 2-pt jump shot from 6 ft (block by K. Singler),,8,11
37,1,7:54.0,Offensive rebound by T. Ross,,8,11
38,1,7:50.0,T. Ross misses 3-pt jump shot from 22 ft,,8,11
39,1,7:50.0,,Defensive rebound by A. Drummond,8,11
40,1,7:41.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,8,11
41,1,7:40.0,Defensive rebound by A. Johnson,,8,11
42,1,7:27.0,Personal foul by A. Drummond (drawn by J. Valančiūnas),,8,11
43,1,7:21.0,T. Ross misses 3-pt jump shot from 26 ft,,8,11
44,1,7:20.0,,Defensive rebound by J. Smith,8,11
45,1,7:15.0,,A. Drummond misses 2-pt dunk at rim,8,11
46,1,7:11.0,Defensive rebound by L. Fields,,8,11
47,1,7:04.0,J. Valančiūnas misses 2-pt jump shot from 9 ft,,8,11
48,1,7:03.0,,Defensive rebound by J. Smith,8,11
49,1,6:57.0,,J. Smith misses 2-pt layup at rim,8,11
50,1,6:54.0,,Offensive rebound by A. Drummond,8,11
51,1,6:53.0,,A. Drummond makes 2-pt layup at rim,8,13
52,1,6:48.0,Toronto full timeout,,8,13
53,1,6:40.0,A. Johnson misses 2-pt layup at rim (block by A. Drummond),,8,13
54,1,6:39.0,,Defensive rebound by A. Drummond,8,13
55,1,6:30.0,,B. Jennings makes 2-pt layup at rim,8,15
56,1,6:23.0,A. Johnson misses 2-pt layup at rim (block by A. Drummond),,8,15
57,1,6:21.0,,Defensive rebound by B. Jennings,8,15
58,1,6:15.0,,J. Smith misses 2-pt layup at rim (block by A. Johnson),8,15
59,1,6:13.0,Defensive rebound by T. Ross,,8,15
60,1,6:10.0,Shooting foul by K. Caldwell-Pope (drawn by K. Lowry),,8,15
61,1,6:10.0,K. Lowry makes free throw 1 of 2,,9,15
62,1,6:10.0,K. Lowry makes free throw 2 of 2,,10,15
63,1,5:55.0,,B. Jennings makes 2-pt layup at rim,10,17
64,1,5:36.0,T. Ross makes 2-pt jump shot from 9 ft,,12,17
65,1,5:19.0,,B. Jennings makes 2-pt jump shot from 19 ft (assist by J. Smith),12,19
66,1,5:11.0,Personal foul by A. Drummond (drawn by K. Lowry),,12,19
67,1,5:11.0,L. Williams enters the game for L. Fields,,12,19
68,1,5:11.0,P. Patterson enters the game for A. Johnson,,12,19
69,1,5:11.0,,G. Monroe enters the game for A. Drummond,12,19
70,1,5:00.0,K. Lowry makes 2-pt layup at rim,,14,19
71,1,4:40.0,,G. Monroe makes 2-pt hook shot from 6 ft (assist by K. Caldwell-Pope),14,21
72,1,4:33.0,,Offensive charge foul by J. Valančiūnas (drawn by G. Monroe),14,21
73,1,4:33.0,Turnover by J. Valančiūnas (offensive foul),,14,21
74,1,4:33.0,T. Hansbrough enters the game for J. Valančiūnas,,14,21
75,1,4:17.0,,G. Monroe misses 2-pt jump shot from 4 ft,14,21
76,1,4:16.0,Defensive rebound by P. Patterson,,14,21
77,1,4:07.0,L. Williams makes 2-pt jump shot from 7 ft,,16,21
78,1,3:54.0,,G. Monroe makes 2-pt layup at rim (assist by J. Smith),16,23
79,1,3:46.0,L. Williams makes 2-pt layup at rim,,18,23
80,1,3:33.0,,Turnover by B. Jennings (bad pass; steal by T. Ross),18,23
81,1,3:30.0,Shooting foul by B. Jennings (drawn by K. Lowry),,18,23
82,1,3:30.0,K. Lowry makes free throw 1 of 2,,19,23
83,1,3:30.0,G. Vásquez enters the game for T. Ross,,19,23
84,1,3:30.0,K. Lowry makes free throw 2 of 2,,20,23
85,1,3:12.0,,J. Smith makes 2-pt hook shot from 5 ft (assist by B. Jennings),20,25
86,1,2:41.0,K. Lowry makes 2-pt jump shot from 8 ft (assist by P. Patterson),,22,25
87,1,2:33.0,,Personal foul by T. Hansbrough (drawn by G. Monroe),22,25
88,1,2:33.0,,Detroit full timeout,22,25
89,1,2:33.0,,J. Meeks enters the game for K. Singler,22,25
90,1,2:18.0,,B. Jennings misses 3-pt jump shot from 25 ft,22,25
91,1,2:17.0,Defensive rebound by P. Patterson,,22,25
92,1,2:07.0,Offensive foul by K. Lowry (drawn by B. Jennings),,22,25
93,1,2:07.0,Turnover by K. Lowry (offensive foul),,22,25
94,1,2:07.0,J. Johnson enters the game for K. Lowry,,22,25
95,1,1:49.0,,J. Smith makes 2-pt jump shot from 4 ft,22,27
96,1,1:34.0,G. Vásquez misses 2-pt layup from 1 ft,,22,27
97,1,1:33.0,Offensive rebound by T. Hansbrough,,22,27
98,1,1:31.0,T. Hansbrough makes 2-pt tip-in at rim,,24,27
99,1,1:17.0,,G. Monroe makes 2-pt layup at rim (assist by K. Caldwell-Pope),24,29
100,1,1:10.0,L. Williams misses 2-pt layup from 3 ft (block by J. Meeks),,24,29
101,1,1:09.0,,Defensive rebound by B. Jennings,24,29
102,1,1:05.0,,B. Jennings misses 2-pt layup at rim,24,29
103,1,1:04.0,Defensive rebound by J. Johnson,,24,29
104,1,1:03.0,,C. Butler enters the game for K. Caldwell-Pope,24,29
105,1,0:52.0,P. Patterson misses 3-pt jump shot from 26 ft,,24,29
