,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MILWAUKEE_ACTION,NEW YORK_SCORE,MILWAUKEE_SCORE
39,1,6:33.0,,J. Parker misses 2-pt jump shot from 11 ft,13,15
40,1,6:32.0,Defensive rebound by C. Anthony,,13,15
41,1,6:24.0,C. Anthony misses 3-pt jump shot from 25 ft,,13,15
42,1,6:22.0,,Defensive rebound by J. Henson,13,15
43,1,6:08.0,,K. Middleton misses 2-pt jump shot from 5 ft,13,15
44,1,6:07.0,,Offensive rebound by J. Henson,13,15
45,1,6:06.0,,J. Henson misses 2-pt layup at rim (block by S. Dalembert),13,15
46,1,6:05.0,,Offensive rebound by J. Henson,13,15
47,1,6:05.0,,Turnover by J. Henson (traveling),13,15
48,1,6:05.0,New York full timeout,,13,15
49,1,5:56.0,I. Shumpert makes 2-pt jump shot from 15 ft (assist by S. Dalembert),,15,15
50,1,5:34.0,,B. Knight makes 2-pt layup at rim,15,17
51,1,5:19.0,I. Shumpert makes 2-pt jump shot from 15 ft (assist by C. Anthony),,17,17
52,1,5:03.0,,J. Parker misses 3-pt jump shot from 24 ft,17,17
53,1,5:02.0,Defensive rebound by S. Dalembert,,17,17
54,1,4:59.0,Turnover by I. Shumpert (bad pass),,17,17
55,1,4:59.0,,O. Mayo enters the game for K. Middleton,17,17
56,1,4:48.0,,Offensive foul by O. Mayo (drawn by I. Shumpert),17,17
57,1,4:48.0,,Turnover by O. Mayo (offensive foul),17,17
58,1,4:48.0,A. Stoudemire enters the game for S. Dalembert,,17,17
59,1,4:48.0,,E. İlyasova enters the game for J. Parker,17,17
60,1,4:32.0,J. Smith makes 2-pt hook shot from 6 ft,,19,17
61,1,4:15.0,,O. Mayo misses 2-pt jump shot from 7 ft,19,17
62,1,4:15.0,,Offensive rebound by Team,19,17
63,1,4:15.0,T. Hardaway enters the game for I. Shumpert,,19,17
64,1,4:01.0,,E. İlyasova makes 2-pt jump shot from 17 ft (assist by B. Knight),19,19
65,1,3:39.0,S. Larkin misses 3-pt jump shot from 27 ft,,19,19
66,1,3:38.0,,Defensive rebound by J. Henson,19,19
67,1,3:17.0,,Shooting block foul by A. Stoudemire (drawn by O. Mayo),19,19
68,1,3:17.0,,O. Mayo makes free throw 1 of 2,19,20
69,1,3:17.0,,O. Mayo makes free throw 2 of 2,19,21
70,1,3:05.0,J. Smith makes 2-pt jump shot from 20 ft (assist by A. Stoudemire),,21,21
71,1,2:54.0,,Shooting foul by A. Stoudemire (drawn by B. Knight),21,21
72,1,2:54.0,,Milwaukee full timeout,21,21
73,1,2:54.0,,B. Knight makes free throw 1 of 2,21,22
74,1,2:54.0,,B. Knight misses free throw 2 of 2,21,22
75,1,2:53.0,Defensive rebound by J. Smith,,21,22
76,1,2:39.0,J. Smith misses 3-pt jump shot from 25 ft,,21,22
77,1,2:38.0,,Defensive rebound by Team,21,22
78,1,2:38.0,Loose ball foul by C. Anthony (drawn by E. İlyasova),,21,22
79,1,2:30.0,,Personal foul by J. Smith (drawn by O. Mayo),21,22
80,1,2:30.0,,O. Mayo makes free throw 1 of 2,21,23
81,1,2:30.0,J. Smith enters the game for A. Stoudemire,,21,23
82,1,2:30.0,,O. Mayo makes free throw 2 of 2,21,24
83,1,2:19.0,Personal foul by E. İlyasova (drawn by C. Anthony),,21,24
84,1,2:19.0,C. Anthony makes free throw 1 of 2,,22,24
85,1,2:19.0,P. Prigioni enters the game for S. Larkin,,22,24
86,1,2:19.0,C. Anthony makes free throw 2 of 2,,23,24
87,1,2:01.0,,O. Mayo makes 2-pt layup at rim,23,26
88,1,1:51.0,T. Hardaway misses 3-pt jump shot from 25 ft,,23,26
89,1,1:50.0,Offensive rebound by C. Anthony,,23,26
90,1,1:45.0,New York full timeout,,23,26
91,1,1:37.0,J. Smith misses 2-pt jump shot from 18 ft,,23,26
92,1,1:34.0,Offensive rebound by J. Smith,,23,26
93,1,1:25.0,C. Anthony makes 2-pt layup at rim (assist by J. Smith),,25,26
94,1,1:06.0,,J. Henson makes 2-pt dunk at rim (assist by J. Dudley),25,28
95,1,0:51.0,P. Prigioni makes 3-pt jump shot from 25 ft (assist by C. Anthony),,28,28
96,1,0:40.0,,E. İlyasova makes 2-pt jump shot from 16 ft (assist by B. Knight),28,30
97,1,0:27.0,T. Wear enters the game for J. Smith,,28,30
98,1,0:22.0,,Violation by B. Knight (kicked ball),28,30
99,1,0:10.0,C. Anthony misses 2-pt jump shot from 15 ft,,28,30
100,1,0:08.0,Offensive rebound by J. Smith,,28,30
101,1,0:00.0,C. Anthony makes 2-pt jump shot from 17 ft,,30,30
102,2,11:44.0,,E. İlyasova makes 2-pt jump shot from 19 ft (assist by O. Mayo),30,32
103,2,11:22.0,J. Smith misses 2-pt jump shot from 12 ft,,30,32
104,2,11:21.0,,Defensive rebound by E. İlyasova,30,32
105,2,11:02.0,,J. Dudley makes 2-pt jump shot from 19 ft (assist by O. Mayo),30,34
106,2,10:50.0,T. Hardaway makes 2-pt layup at rim (assist by T. Wear),,32,34
107,2,10:32.0,,Turnover by O. Mayo (traveling),32,34
108,2,10:22.0,T. Hardaway makes 2-pt jump shot from 17 ft (assist by J. Smith),,34,34
109,2,10:07.0,,O. Mayo misses 2-pt layup at rim,34,34
110,2,10:05.0,Defensive rebound by J. Smith,,34,34
111,2,10:02.0,T. Hardaway makes 2-pt dunk at rim (assist by P. Prigioni),,36,34
112,2,9:47.0,,J. Dudley makes 2-pt layup at rim (assist by J. Henson),36,36
113,2,9:32.0,T. Wear makes 2-pt jump shot from 18 ft (assist by I. Shumpert),,38,36
114,2,9:20.0,,E. İlyasova misses 3-pt jump shot from 25 ft,38,36
115,2,9:19.0,Defensive rebound by I. Shumpert,,38,36
116,2,9:01.0,T. Wear makes 2-pt jump shot from 16 ft (assist by P. Prigioni),,40,36
117,2,8:42.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by J. Bayless),40,39
118,2,8:22.0,T. Wear misses 2-pt jump shot from 15 ft,,40,39
119,2,8:22.0,,Defensive rebound by J. Bayless,40,39
120,2,8:22.0,,Personal foul by J. Smith (drawn by J. Bayless),40,39
121,2,8:22.0,Official timeout,,40,39
122,2,8:22.0,A. Stoudemire enters the game for J. Smith,,40,39
123,2,8:22.0,,Z. Pachulia enters the game for J. Henson,40,39
124,2,8:22.0,,K. Middleton enters the game for J. Dudley,40,39
125,2,8:11.0,,E. İlyasova misses 2-pt jump shot from 17 ft,40,39
126,2,8:09.0,,Offensive rebound by Z. Pachulia,40,39
127,2,8:08.0,,Shooting foul by T. Wear (drawn by E. İlyasova),40,39
128,2,8:08.0,,E. İlyasova misses free throw 1 of 2,40,39
129,2,8:08.0,,Offensive rebound by Team,40,39
130,2,8:08.0,J. Smith enters the game for T. Wear,,40,39
131,2,8:08.0,C. Anthony enters the game for T. Hardaway,,40,39
132,2,8:08.0,,E. İlyasova misses free throw 2 of 2,40,39
133,2,8:07.0,,Offensive rebound by Z. Pachulia,40,39
134,2,8:02.0,,O. Mayo makes 3-pt jump shot from 25 ft (assist by E. İlyasova),40,42
135,2,7:55.0,I. Shumpert misses 2-pt jump shot from 12 ft,,40,42
136,2,7:54.0,,Defensive rebound by K. Middleton,40,42
137,2,7:49.0,,K. Middleton misses 2-pt layup from 1 ft,40,42
138,2,7:47.0,,Offensive rebound by Z. Pachulia,40,42
139,2,7:47.0,,Z. Pachulia misses 2-pt tip-in at rim,40,42
140,2,7:45.0,Defensive rebound by C. Anthony,,40,42
141,2,7:35.0,P. Prigioni misses 3-pt jump shot from 24 ft,,40,42
142,2,7:34.0,,Defensive rebound by Z. Pachulia,40,42
143,2,7:21.0,,J. Bayless misses 2-pt jump shot from 20 ft,40,42
144,2,7:20.0,Defensive rebound by A. Stoudemire,,40,42
145,2,7:07.0,Turnover by C. Anthony (bad pass),,40,42
146,2,6:56.0,,O. Mayo makes 2-pt jump shot from 18 ft (assist by J. Bayless),40,44
147,2,6:44.0,P. Prigioni makes 3-pt jump shot from 23 ft (assist by I. Shumpert),,43,44
148,2,6:35.0,,Personal foul by I. Shumpert (drawn by E. İlyasova),43,44
149,2,6:35.0,,J. Parker enters the game for E. İlyasova,43,44
150,2,6:35.0,S. Larkin enters the game for P. Prigioni,,43,44
151,2,6:35.0,New York full timeout,,43,44
152,2,6:35.0,T. Wear enters the game for C. Anthony,,43,44
153,2,6:24.0,,Z. Pachulia makes 2-pt layup at rim,43,46
154,2,6:01.0,T. Wear makes 2-pt jump shot from 15 ft,,45,46
155,2,5:43.0,,K. Middleton makes 3-pt jump shot from 25 ft (assist by O. Mayo),45,49
156,2,5:24.0,T. Wear misses 2-pt jump shot from 16 ft,,45,49
157,2,5:23.0,,Defensive rebound by K. Middleton,45,49
158,2,5:04.0,,J. Parker makes 2-pt layup from 2 ft,45,51
159,2,4:38.0,A. Stoudemire misses 2-pt jump shot from 17 ft,,45,51
160,2,4:36.0,,Defensive rebound by J. Bayless,45,51
161,2,4:29.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by J. Bayless),45,53
162,2,4:14.0,A. Stoudemire makes 2-pt dunk at rim (assist by I. Shumpert),,47,53
163,2,3:59.0,S. Dalembert enters the game for A. Stoudemire,,47,53
164,2,3:53.0,,Shooting foul by S. Larkin (drawn by Z. Pachulia),47,53
165,2,3:53.0,,Z. Pachulia makes free throw 1 of 2,47,54
166,2,3:53.0,C. Anthony enters the game for I. Shumpert,,47,54
167,2,3:53.0,,B. Knight enters the game for O. Mayo,47,54
168,2,3:53.0,,Z. Pachulia makes free throw 2 of 2,47,55
169,2,3:40.0,Personal foul by J. Parker (drawn by C. Anthony),,47,55
170,2,3:29.0,T. Wear misses 2-pt jump shot from 19 ft,,47,55
171,2,3:28.0,,Defensive rebound by K. Middleton,47,55
172,2,3:17.0,,J. Bayless makes 2-pt dunk at rim (assist by B. Knight),47,57
173,2,2:50.0,S. Dalembert misses 2-pt hook shot from 3 ft,,47,57
174,2,2:48.0,,Defensive rebound by K. Middleton,47,57
175,2,2:43.0,,J. Parker makes 2-pt layup at rim,47,59
176,2,2:36.0,New York full timeout,,47,59
177,2,2:36.0,T. Hardaway enters the game for S. Larkin,,47,59
178,2,2:36.0,P. Prigioni enters the game for T. Wear,,47,59
179,2,2:17.0,T. Hardaway misses 3-pt jump shot from 25 ft,,47,59
180,2,2:15.0,,Defensive rebound by J. Bayless,47,59
181,2,2:01.0,,K. Middleton misses 2-pt jump shot from 4 ft,47,59
182,2,1:59.0,,Offensive rebound by K. Middleton,47,59
183,2,1:43.0,,B. Knight makes 3-pt jump shot from 26 ft (assist by K. Middleton),47,62
184,2,1:29.0,Personal foul by J. Bayless (drawn by T. Hardaway),,47,62
185,2,1:16.0,J. Smith misses 3-pt jump shot from 25 ft,,47,62
186,2,1:15.0,,Defensive rebound by K. Middleton,47,62
187,2,1:02.0,Violation by S. Dalembert (def goaltending),,47,62
188,2,1:02.0,,B. Knight makes 2-pt layup at rim,47,64
189,2,0:46.0,Turnover by P. Prigioni (bad pass),,47,64
190,2,0:34.0,,K. Middleton misses 3-pt jump shot from 25 ft,47,64
191,2,0:33.0,,Offensive rebound by J. Parker,47,64
192,2,0:20.0,,J. Parker makes 2-pt layup at rim (assist by B. Knight),47,66
193,2,0:01.0,C. Anthony makes 2-pt jump shot from 15 ft,,49,66
194,3,11:35.0,,K. Middleton makes 2-pt jump shot from 8 ft (assist by B. Knight),49,68
195,3,11:27.0,I. Shumpert misses 2-pt jump shot from 10 ft,,49,68
196,3,11:25.0,,Defensive rebound by G. Antetokounmpo,49,68
197,3,11:19.0,,G. Antetokounmpo makes 2-pt layup at rim,49,70
198,3,11:19.0,,Shooting foul by S. Dalembert (drawn by G. Antetokounmpo),49,70
199,3,11:19.0,,G. Antetokounmpo makes free throw 1 of 1,49,71
200,3,11:03.0,I. Shumpert makes 2-pt jump shot from 16 ft (assist by C. Anthony),,51,71
201,3,10:45.0,,B. Knight misses 2-pt jump shot from 17 ft,51,71
202,3,10:44.0,Defensive rebound by C. Anthony,,51,71
203,3,10:24.0,J. Smith misses 2-pt jump shot from 14 ft,,51,71
204,3,10:22.0,,Defensive rebound by J. Parker,51,71
205,3,10:06.0,,J. Parker makes 2-pt jump shot from 11 ft (assist by Z. Pachulia),51,73
206,3,9:59.0,I. Shumpert makes 3-pt jump shot from 25 ft (assist by S. Larkin),,54,73
207,3,9:46.0,,B. Knight makes 2-pt layup at rim,54,75
208,3,9:38.0,Personal foul by Z. Pachulia (drawn by S. Dalembert),,54,75
209,3,9:22.0,C. Anthony misses 2-pt jump shot from 16 ft,,54,75
210,3,9:19.0,,Defensive rebound by G. Antetokounmpo,54,75
211,3,9:01.0,,B. Knight misses 2-pt jump shot from 12 ft,54,75
212,3,9:00.0,Defensive rebound by I. Shumpert,,54,75
213,3,8:49.0,Personal foul by G. Antetokounmpo (drawn by C. Anthony),,54,75
214,3,8:42.0,Turnover by S. Larkin (lost ball; steal by B. Knight),,54,75
215,3,8:38.0,,Z. Pachulia makes 2-pt dunk at rim (assist by B. Knight),54,77
216,3,8:22.0,J. Smith misses 2-pt jump shot from 6 ft,,54,77
217,3,8:21.0,,Defensive rebound by B. Knight,54,77
218,3,8:21.0,,Personal foul by C. Anthony (drawn by B. Knight),54,77
219,3,8:21.0,P. Prigioni enters the game for S. Larkin,,54,77
220,3,7:59.0,,G. Antetokounmpo makes 2-pt hook shot from 5 ft,54,79
221,3,7:40.0,I. Shumpert makes 3-pt jump shot from 26 ft (assist by P. Prigioni),,57,79
222,3,7:21.0,,Turnover by J. Parker (lost ball; steal by P. Prigioni),57,79
223,3,7:16.0,I. Shumpert misses 3-pt jump shot from 26 ft,,57,79
224,3,7:14.0,,Defensive rebound by B. Knight,57,79
225,3,6:58.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,57,79
226,3,6:56.0,,Offensive rebound by Z. Pachulia,57,79
227,3,6:56.0,,Z. Pachulia makes 2-pt layup at rim,57,81
228,3,6:38.0,J. Smith misses 2-pt jump shot from 17 ft,,57,81
229,3,6:35.0,,Defensive rebound by B. Knight,57,81
230,3,6:32.0,Violation by S. Dalembert (def goaltending),,57,81
231,3,6:32.0,,B. Knight makes 2-pt layup at rim,57,83
232,3,6:19.0,Personal foul by K. Middleton (drawn by J. Smith),,57,83
233,3,6:19.0,T. Hardaway enters the game for I. Shumpert,,57,83
234,3,6:09.0,P. Prigioni makes 2-pt jump shot from 19 ft (assist by C. Anthony),,59,83
235,3,5:51.0,,G. Antetokounmpo misses 2-pt jump shot from 3 ft,59,83
236,3,5:50.0,,Offensive rebound by G. Antetokounmpo,59,83
237,3,5:49.0,,G. Antetokounmpo misses 2-pt layup at rim,59,83
238,3,5:48.0,,Offensive rebound by Z. Pachulia,59,83
239,3,5:48.0,,Z. Pachulia misses 2-pt tip-in at rim,59,83
240,3,5:47.0,,Offensive rebound by Z. Pachulia,59,83
241,3,5:47.0,,Z. Pachulia misses 2-pt tip-in at rim,59,83
242,3,5:46.0,,Offensive rebound by G. Antetokounmpo,59,83
243,3,5:46.0,,Shooting block foul by S. Dalembert (drawn by G. Antetokounmpo),59,83
244,3,5:46.0,,Milwaukee full timeout,59,83
245,3,5:46.0,A. Stoudemire enters the game for S. Dalembert,,59,83
246,3,5:46.0,,J. Henson enters the game for Z. Pachulia,59,83
247,3,5:46.0,,G. Antetokounmpo makes free throw 1 of 2,59,84
248,3,5:46.0,,G. Antetokounmpo makes free throw 2 of 2,59,85
249,3,5:30.0,J. Smith misses 2-pt jump shot from 16 ft,,59,85
250,3,5:29.0,,Defensive rebound by B. Knight,59,85
251,3,5:06.0,,Turnover by J. Henson (bad pass; steal by J. Smith),59,85
252,3,4:46.0,T. Hardaway makes 3-pt jump shot from 23 ft (assist by J. Smith),,62,85
253,3,4:29.0,,B. Knight misses 2-pt layup at rim,62,85
254,3,4:27.0,Defensive rebound by A. Stoudemire,,62,85
255,3,4:24.0,T. Hardaway makes 2-pt layup at rim,,64,85
256,3,3:57.0,,B. Knight misses 2-pt jump shot from 22 ft,64,85
257,3,3:55.0,Defensive rebound by T. Hardaway,,64,85
258,3,3:49.0,Personal foul by J. Henson (drawn by A. Stoudemire),,64,85
259,3,3:49.0,,O. Mayo enters the game for J. Parker,64,85
260,3,3:40.0,Shooting block foul by J. Henson (drawn by A. Stoudemire),,64,85
261,3,3:40.0,A. Stoudemire makes free throw 1 of 2,,65,85
262,3,3:40.0,A. Stoudemire makes free throw 2 of 2,,66,85
263,3,3:25.0,,O. Mayo misses 2-pt jump shot from 17 ft (block by J. Smith),66,85
264,3,3:22.0,,Offensive rebound by G. Antetokounmpo,66,85
265,3,3:22.0,,Shooting foul by C. Anthony (drawn by G. Antetokounmpo),66,85
266,3,3:22.0,,G. Antetokounmpo makes free throw 1 of 2,66,86
267,3,3:22.0,,G. Antetokounmpo makes free throw 2 of 2,66,87
268,3,3:13.0,Shooting foul by O. Mayo (drawn by T. Hardaway),,66,87
269,3,3:13.0,T. Hardaway makes free throw 1 of 2,,67,87
270,3,3:13.0,T. Hardaway makes free throw 2 of 2,,68,87
271,3,2:57.0,,J. Henson makes 2-pt layup from 1 ft (assist by O. Mayo),68,89
272,3,2:49.0,Personal foul by J. Henson (drawn by A. Stoudemire),,68,89
273,3,2:49.0,New York full timeout,,68,89
274,3,2:49.0,I. Shumpert enters the game for J. Smith,,68,89
275,3,2:49.0,,J. Dudley enters the game for K. Middleton,68,89
276,3,2:49.0,A. Stoudemire misses free throw 1 of 2,,68,89
277,3,2:49.0,Offensive rebound by Team,,68,89
278,3,2:49.0,A. Stoudemire misses free throw 2 of 2,,68,89
279,3,2:48.0,Offensive rebound by C. Anthony,,68,89
280,3,2:48.0,,Loose ball foul by J. Henson (drawn by A. Stoudemire),68,89
281,3,2:48.0,C. Anthony makes free throw 1 of 2,,69,89
282,3,2:48.0,,Z. Pachulia enters the game for J. Henson,69,89
283,3,2:48.0,C. Anthony misses free throw 2 of 2,,69,89
284,3,2:47.0,,Defensive rebound by Z. Pachulia,69,89
285,3,2:35.0,,Turnover by O. Mayo (bad pass; steal by A. Stoudemire),69,89
286,3,2:32.0,Shooting foul by O. Mayo (drawn by T. Hardaway),,69,89
287,3,2:32.0,T. Hardaway makes free throw 1 of 2,,70,89
288,3,2:32.0,T. Hardaway misses free throw 2 of 2,,70,89
289,3,2:32.0,,Defensive rebound by Team,70,89
290,3,2:32.0,Loose ball foul by C. Anthony (drawn by G. Antetokounmpo),,70,89
291,3,2:32.0,,G. Antetokounmpo makes free throw 1 of 2,70,90
292,3,2:32.0,,G. Antetokounmpo makes free throw 2 of 2,70,91
293,3,2:18.0,C. Anthony misses 2-pt jump shot from 18 ft,,70,91
294,3,2:15.0,Offensive rebound by I. Shumpert,,70,91
295,3,2:11.0,P. Prigioni makes 3-pt jump shot from 25 ft (assist by I. Shumpert),,73,91
296,3,1:58.0,,B. Knight misses 3-pt jump shot from 26 ft,73,91
297,3,1:57.0,Defensive rebound by P. Prigioni,,73,91
298,3,1:42.0,Turnover by A. Stoudemire (lost ball; steal by Z. Pachulia),,73,91
299,3,1:36.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by O. Mayo),73,93
300,3,1:21.0,T. Hardaway makes 3-pt jump shot from 23 ft (assist by A. Stoudemire),,76,93
301,3,1:01.0,,B. Knight makes 2-pt layup at rim (assist by Z. Pachulia),76,95
302,3,0:56.0,A. Stoudemire makes 2-pt dunk at rim (assist by T. Hardaway),,78,95
303,3,0:41.0,,Turnover by B. Knight (bad pass; steal by P. Prigioni),78,95
304,3,0:33.0,Turnover by T. Hardaway (lost ball; steal by O. Mayo),,78,95
305,3,0:29.0,Offensive charge foul by B. Knight (drawn by A. Stoudemire),,78,95
306,3,0:29.0,,Turnover by B. Knight (offensive foul),78,95
307,3,0:29.0,T. Wear enters the game for C. Anthony,,78,95
308,3,0:29.0,,J. Bayless enters the game for B. Knight,78,95
309,3,0:29.0,,E. İlyasova enters the game for G. Antetokounmpo,78,95
310,3,0:12.0,A. Stoudemire makes 2-pt dunk at rim (assist by P. Prigioni),,80,95
311,3,0:01.0,,J. Dudley misses 2-pt jump shot from 16 ft,80,95
312,3,0:00.0,,Offensive rebound by Team,80,95
313,4,11:50.0,Turnover by P. Prigioni (bad pass; steal by J. Bayless),,80,95
314,4,11:34.0,,E. İlyasova makes 2-pt layup at rim (assist by O. Mayo),80,97
315,4,11:15.0,T. Hardaway misses 3-pt jump shot from 23 ft,,80,97
316,4,11:14.0,,Defensive rebound by Z. Pachulia,80,97
317,4,10:52.0,,Z. Pachulia makes 2-pt layup at rim,80,99
318,4,10:41.0,Turnover by P. Prigioni (bad pass),,80,99
319,4,10:23.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),80,102
320,4,10:10.0,Personal foul by J. Dudley (drawn by T. Wear),,80,102
321,4,10:10.0,S. Larkin enters the game for P. Prigioni,,80,102
322,4,10:04.0,T. Wear misses 2-pt jump shot from 17 ft,,80,102
323,4,10:01.0,Offensive rebound by A. Stoudemire,,80,102
324,4,9:59.0,A. Stoudemire makes 2-pt dunk at rim,,82,102
325,4,9:39.0,,Personal foul by T. Wear (drawn by E. İlyasova),82,102
326,4,9:35.0,,Turnover by Z. Pachulia (bad pass),82,102
327,4,9:11.0,S. Larkin misses 2-pt jump shot from 6 ft,,82,102
328,4,9:09.0,Offensive rebound by A. Stoudemire,,82,102
329,4,9:09.0,A. Stoudemire makes 2-pt tip-in at rim,,84,102
330,4,8:56.0,,J. Bayless misses 3-pt jump shot from 22 ft,84,102
331,4,8:55.0,Defensive rebound by T. Hardaway,,84,102
332,4,8:47.0,Personal foul by O. Mayo (drawn by I. Shumpert),,84,102
333,4,8:47.0,Official timeout,,84,102
334,4,8:47.0,C. Anthony enters the game for T. Wear,,84,102
335,4,8:34.0,C. Anthony makes 3-pt jump shot from 25 ft (assist by I. Shumpert),,87,102
336,4,8:19.0,,Shooting foul by C. Anthony (drawn by E. İlyasova),87,102
337,4,8:19.0,,E. İlyasova misses free throw 1 of 2,87,102
338,4,8:19.0,,Offensive rebound by Team,87,102
339,4,8:19.0,,E. İlyasova makes free throw 2 of 2,87,103
340,4,8:10.0,Personal foul by E. İlyasova (drawn by C. Anthony),,87,103
341,4,8:10.0,,K. Middleton enters the game for J. Dudley,87,103
342,4,7:59.0,C. Anthony misses 2-pt jump shot from 16 ft,,87,103
343,4,7:57.0,Offensive rebound by I. Shumpert,,87,103
344,4,7:53.0,C. Anthony misses 3-pt jump shot from 24 ft,,87,103
345,4,7:52.0,Offensive rebound by I. Shumpert,,87,103
346,4,7:42.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by A. Stoudemire),,90,103
347,4,7:26.0,,Turnover by K. Middleton (lost ball; steal by I. Shumpert),90,103
348,4,7:18.0,Shooting block foul by Z. Pachulia (drawn by A. Stoudemire),,90,103
349,4,7:18.0,A. Stoudemire makes free throw 1 of 2,,91,103
350,4,7:18.0,A. Stoudemire makes free throw 2 of 2,,92,103
351,4,7:08.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by J. Bayless),92,106
352,4,6:54.0,C. Anthony makes 2-pt jump shot from 19 ft,,94,106
353,4,6:30.0,,J. Bayless makes 2-pt jump shot from 18 ft (assist by Z. Pachulia),94,108
354,4,6:05.0,C. Anthony makes 2-pt jump shot from 14 ft (assist by I. Shumpert),,96,108
355,4,5:44.0,,Turnover by J. Bayless (bad pass; steal by I. Shumpert),96,108
356,4,5:34.0,I. Shumpert misses 3-pt jump shot from 23 ft,,96,108
357,4,5:33.0,,Defensive rebound by K. Middleton,96,108
358,4,5:28.0,,Milwaukee full timeout,96,108
359,4,5:28.0,J. Smith enters the game for S. Larkin,,96,108
360,4,5:28.0,,G. Antetokounmpo enters the game for O. Mayo,96,108
361,4,5:28.0,,B. Knight enters the game for J. Bayless,96,108
362,4,5:09.0,,B. Knight misses 2-pt layup at rim,96,108
363,4,5:09.0,Defensive rebound by Team,,96,108
364,4,4:45.0,J. Smith misses 2-pt jump shot from 15 ft,,96,108
365,4,4:43.0,,Defensive rebound by Z. Pachulia,96,108
366,4,4:38.0,,K. Middleton misses 3-pt jump shot from 23 ft,96,108
367,4,4:37.0,,Offensive rebound by E. İlyasova,96,108
368,4,4:27.0,,Personal foul by J. Smith (drawn by E. İlyasova),96,108
369,4,4:27.0,,J. Parker enters the game for E. İlyasova,96,108
370,4,4:11.0,,Z. Pachulia misses 2-pt hook shot from 4 ft,96,108
371,4,4:10.0,Defensive rebound by C. Anthony,,96,108
372,4,3:59.0,T. Hardaway misses 3-pt jump shot from 22 ft,,96,108
