,QUARTER,TIME_REMAINING,UTAH_ACTION,DETROIT_ACTION,UTAH_SCORE,DETROIT_SCORE
0,1,11:37.0,D. Favors makes 2-pt jump shot from 18 ft (assist by T. Burke),,2,0
1,1,11:14.0,,J. Smith makes 2-pt hook shot from 5 ft,2,2
2,1,11:03.0,E. Freedom makes 2-pt layup at rim (assist by D. Favors),,4,2
3,1,10:44.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by J. Smith),4,5
4,1,10:25.0,T. Burke makes 3-pt jump shot from 24 ft (assist by G. Hayward),,7,5
5,1,10:06.0,,J. Smith misses 2-pt layup at rim,7,5
6,1,10:05.0,Defensive rebound by D. Favors,,7,5
7,1,9:50.0,E. Freedom misses 2-pt jump shot from 6 ft,,7,5
8,1,9:49.0,Offensive rebound by D. Favors,,7,5
9,1,9:46.0,D. Favors makes 2-pt tip-in at rim,,9,5
10,1,9:25.0,,G. Monroe makes 2-pt hook shot from 4 ft (assist by K. Caldwell-Pope),9,7
11,1,9:06.0,D. Favors misses 2-pt jump shot from 11 ft,,9,7
12,1,9:05.0,,Defensive rebound by G. Monroe,9,7
13,1,8:52.0,,G. Monroe makes 2-pt hook shot from 6 ft,9,9
14,1,8:38.0,A. Burks makes 2-pt layup at rim (assist by T. Burke),,11,9
15,1,8:14.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,11,9
16,1,8:13.0,Defensive rebound by D. Favors,,11,9
17,1,8:04.0,Personal foul by J. Smith (drawn by G. Hayward),,11,9
18,1,7:54.0,A. Burks makes 2-pt jump shot from 20 ft,,13,9
19,1,7:38.0,,K. Caldwell-Pope misses 2-pt layup at rim (block by D. Favors),13,9
20,1,7:37.0,,Offensive rebound by J. Smith,13,9
21,1,7:32.0,,J. Smith misses 2-pt jump shot from 17 ft,13,9
22,1,7:31.0,,Offensive rebound by Team,13,9
23,1,7:23.0,,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,13,9
24,1,7:22.0,Defensive rebound by E. Freedom,,13,9
25,1,7:14.0,G. Hayward makes 2-pt jump shot from 16 ft,,15,9
26,1,7:03.0,,Detroit full timeout,15,9
27,1,7:03.0,,C. Butler enters the game for A. Drummond,15,9
28,1,6:54.0,,B. Jennings misses 2-pt layup at rim,15,9
29,1,6:51.0,Defensive rebound by T. Burke,,15,9
30,1,6:37.0,A. Burks misses 3-pt jump shot from 22 ft,,15,9
31,1,6:36.0,,Defensive rebound by C. Butler,15,9
