,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MILWAUKEE_ACTION,CLEVELAND_SCORE,MILWAUKEE_SCORE
62,1,2:52.0,K. Irving enters the game for L. James,,22,20
63,1,2:51.0,,Offensive foul by M. Carter-Williams (drawn by M. Dellavedova),22,20
64,1,2:51.0,,Turnover by M. Carter-Williams (offensive foul),22,20
65,1,2:34.0,K. Love misses 2-pt hook shot from 4 ft,,22,20
66,1,2:33.0,Offensive rebound by K. Love,,22,20
67,1,2:26.0,K. Love makes 2-pt hook shot from 4 ft,,24,20
68,1,2:11.0,,Personal foul by I. Shumpert (drawn by J. Henson),24,20
69,1,2:11.0,,J. Bayless enters the game for M. Carter-Williams,24,20
70,1,2:03.0,,O. Mayo misses 2-pt jump shot from 16 ft,24,20
71,1,2:01.0,Defensive rebound by T. Thompson,,24,20
72,1,1:40.0,K. Love makes 2-pt layup at rim (assist by K. Irving),,26,20
73,1,1:24.0,,J. Bayless misses 2-pt jump shot from 8 ft,26,20
74,1,1:22.0,Defensive rebound by T. Thompson,,26,20
75,1,1:17.0,Shooting foul by J. Bayless (drawn by K. Irving),,26,20
76,1,1:17.0,K. Irving misses free throw 1 of 2,,26,20
77,1,1:17.0,Offensive rebound by Team,,26,20
78,1,1:17.0,J. Jones enters the game for K. Love,,26,20
79,1,1:17.0,K. Irving misses free throw 2 of 2,,26,20
80,1,1:16.0,,Defensive rebound by J. Henson,26,20
81,1,1:05.0,,O. Mayo misses 2-pt layup at rim,26,20
82,1,1:02.0,Defensive rebound by M. Dellavedova,,26,20
83,1,0:56.0,I. Shumpert misses 2-pt jump shot from 8 ft,,26,20
84,1,0:54.0,,Defensive rebound by J. Dudley,26,20
85,1,0:43.0,,O. Mayo misses 3-pt jump shot from 23 ft,26,20
86,1,0:42.0,Defensive rebound by M. Dellavedova,,26,20
87,1,0:39.0,M. Dellavedova misses 2-pt layup from 2 ft (block by J. Dudley),,26,20
88,1,0:38.0,Offensive rebound by Team,,26,20
89,1,0:38.0,,K. Middleton enters the game for J. Dudley,26,20
90,1,0:34.0,M. Dellavedova misses 2-pt jump shot from 19 ft,,26,20
91,1,0:33.0,,Defensive rebound by K. Middleton,26,20
92,1,0:18.0,,J. Henson makes 2-pt dunk at rim,26,22
93,1,0:00.0,I. Shumpert misses 3-pt jump shot from 23 ft,,26,22
94,1,0:00.0,Offensive rebound by Team,,26,22
95,2,11:50.0,Offensive foul by I. Shumpert (drawn by E. İlyasova),,26,22
96,2,11:50.0,Turnover by I. Shumpert (offensive foul),,26,22
97,2,11:40.0,,Turnover by O. Mayo (bad pass; steal by K. Irving),26,22
98,2,11:31.0,T. Thompson makes 2-pt hook shot from 4 ft (assist by K. Irving),,28,22
99,2,11:20.0,,O. Mayo misses 3-pt jump shot from 27 ft,28,22
100,2,11:19.0,Defensive rebound by T. Thompson,,28,22
101,2,11:10.0,Turnover by T. Thompson (lost ball; steal by O. Mayo),,28,22
102,2,11:07.0,,Shooting foul by I. Shumpert (drawn by J. Bayless),28,22
103,2,11:07.0,,J. Bayless misses free throw 1 of 2,28,22
104,2,11:07.0,,Offensive rebound by Team,28,22
105,2,11:07.0,J. Smith enters the game for I. Shumpert,,28,22
106,2,11:07.0,,J. Bayless misses free throw 2 of 2,28,22
107,2,11:06.0,Defensive rebound by T. Thompson,,28,22
108,2,10:50.0,J. Jones misses 3-pt jump shot from 26 ft,,28,22
109,2,10:49.0,Offensive rebound by K. Irving,,28,22
110,2,10:45.0,K. Irving misses 2-pt tip-in from 1 ft,,28,22
111,2,10:43.0,Offensive rebound by K. Irving,,28,22
112,2,10:38.0,Turnover by K. Irving (bad pass; steal by J. Henson),,28,22
113,2,10:28.0,,K. Middleton makes 2-pt jump shot from 18 ft (assist by J. Henson),28,24
114,2,10:04.0,J. Smith misses 3-pt jump shot from 25 ft,,28,24
115,2,10:03.0,,Defensive rebound by E. İlyasova,28,24
116,2,9:50.0,,Turnover by J. Bayless (bad pass),28,24
117,2,9:50.0,,T. Ennis enters the game for E. İlyasova,28,24
118,2,9:37.0,Def 3 sec tech foul by K. Middleton,,28,24
119,2,9:37.0,K. Irving makes technical free throw,,29,24
120,2,9:37.0,L. James enters the game for M. Dellavedova,,29,24
121,2,9:28.0,K. Irving misses 2-pt jump shot from 14 ft,,29,24
122,2,9:27.0,,Defensive rebound by O. Mayo,29,24
123,2,9:11.0,,K. Middleton misses 2-pt jump shot from 10 ft,29,24
124,2,9:10.0,Defensive rebound by T. Thompson,,29,24
125,2,9:00.0,J. Jones misses 3-pt jump shot from 23 ft,,29,24
126,2,8:58.0,,Defensive rebound by K. Middleton,29,24
127,2,8:52.0,,T. Ennis misses 2-pt layup at rim (block by J. Jones),29,24
128,2,8:50.0,Defensive rebound by L. James,,29,24
129,2,8:40.0,L. James misses 2-pt layup from 2 ft (block by J. Henson),,29,24
130,2,8:38.0,,Defensive rebound by T. Ennis,29,24
131,2,8:32.0,,O. Mayo misses 2-pt jump shot from 9 ft,29,24
132,2,8:30.0,Defensive rebound by T. Thompson,,29,24
133,2,8:17.0,Shooting foul by T. Ennis (drawn by T. Thompson),,29,24
134,2,8:17.0,Official timeout,,29,24
135,2,8:17.0,K. Love enters the game for J. Jones,,29,24
136,2,8:17.0,,Z. Pachulia enters the game for J. Henson,29,24
137,2,8:17.0,,M. Plumlee enters the game for O. Mayo,29,24
138,2,8:17.0,T. Thompson makes free throw 1 of 2,,30,24
139,2,8:17.0,T. Thompson makes free throw 2 of 2,,31,24
140,2,7:51.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by J. Bayless),31,27
141,2,7:44.0,Turnover by L. James (bad pass; steal by K. Middleton),,31,27
142,2,7:33.0,,T. Ennis misses 2-pt jump shot from 14 ft,31,27
143,2,7:32.0,Defensive rebound by K. Love,,31,27
144,2,7:18.0,Shooting foul by J. Bayless (drawn by K. Irving),,31,27
145,2,7:18.0,K. Irving makes free throw 1 of 2,,32,27
146,2,7:18.0,T. Mozgov enters the game for T. Thompson,,32,27
147,2,7:18.0,K. Irving makes free throw 2 of 2,,33,27
148,2,7:07.0,,Turnover by Z. Pachulia (lost ball; steal by T. Mozgov),33,27
149,2,6:49.0,Turnover by L. James (bad pass; steal by J. Bayless),,33,27
150,2,6:44.0,,M. Plumlee makes 2-pt dunk at rim (assist by T. Ennis),33,29
151,2,6:24.0,K. Irving makes 3-pt jump shot from 23 ft (assist by J. Smith),,36,29
152,2,6:01.0,,Z. Pachulia makes 2-pt jump shot from 14 ft (assist by J. Bayless),36,31
153,2,5:32.0,L. James misses 2-pt jump shot from 17 ft,,36,31
154,2,5:31.0,,Defensive rebound by J. Bayless,36,31
155,2,5:24.0,,Shooting foul by L. James (drawn by Z. Pachulia),36,31
156,2,5:24.0,,Milwaukee full timeout,36,31
157,2,5:24.0,,M. Carter-Williams enters the game for J. Bayless,36,31
158,2,5:24.0,,Z. Pachulia misses free throw 1 of 2,36,31
159,2,5:24.0,,Offensive rebound by Team,36,31
160,2,5:24.0,,Z. Pachulia misses free throw 2 of 2,36,31
161,2,5:23.0,Defensive rebound by T. Mozgov,,36,31
162,2,4:59.0,K. Irving makes 3-pt jump shot from 23 ft (assist by J. Smith),,39,31
163,2,4:44.0,,M. Carter-Williams misses 2-pt jump shot from 14 ft,39,31
164,2,4:42.0,Defensive rebound by K. Irving,,39,31
165,2,4:29.0,K. Love misses 3-pt jump shot from 23 ft,,39,31
166,2,4:28.0,,Defensive rebound by M. Plumlee,39,31
167,2,4:18.0,,M. Plumlee misses 2-pt hook shot from 3 ft,39,31
168,2,4:17.0,Defensive rebound by L. James,,39,31
169,2,4:08.0,Turnover by T. Mozgov (lost ball; steal by Z. Pachulia),,39,31
170,2,3:58.0,,T. Ennis misses 3-pt jump shot from 26 ft,39,31
171,2,3:57.0,,Offensive rebound by Z. Pachulia,39,31
172,2,3:55.0,,Personal foul by J. Smith (drawn by M. Plumlee),39,31
173,2,3:51.0,,Z. Pachulia misses 2-pt jump shot from 15 ft,39,31
174,2,3:50.0,Defensive rebound by K. Love,,39,31
175,2,3:40.0,K. Love misses 3-pt jump shot from 24 ft,,39,31
176,2,3:38.0,,Defensive rebound by M. Carter-Williams,39,31
177,2,3:30.0,,T. Ennis makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),39,34
178,2,3:12.0,K. Irving makes 2-pt layup at rim,,41,34
179,2,2:51.0,,Z. Pachulia misses 2-pt jump shot from 14 ft,41,34
180,2,2:50.0,Defensive rebound by T. Mozgov,,41,34
181,2,2:39.0,Personal foul by T. Ennis (drawn by K. Irving),,41,34
182,2,2:39.0,Cleveland full timeout,,41,34
183,2,2:39.0,,O. Mayo enters the game for T. Ennis,41,34
184,2,2:39.0,,E. İlyasova enters the game for M. Plumlee,41,34
185,2,2:23.0,K. Love makes 2-pt jump shot from 15 ft,,43,34
186,2,2:10.0,,O. Mayo makes 2-pt jump shot from 6 ft (assist by M. Carter-Williams),43,36
187,2,1:50.0,,Offensive charge foul by T. Mozgov (drawn by O. Mayo),43,36
188,2,1:50.0,Turnover by T. Mozgov (offensive foul),,43,36
189,2,1:50.0,T. Thompson enters the game for T. Mozgov,,43,36
190,2,1:41.0,,Z. Pachulia makes 2-pt jump shot from 15 ft (assist by M. Carter-Williams),43,38
191,2,1:26.0,J. Smith makes 3-pt jump shot from 23 ft (assist by L. James),,46,38
192,2,1:08.0,,M. Carter-Williams makes 2-pt jump shot from 7 ft,46,40
193,2,0:56.0,K. Irving makes 3-pt jump shot from 24 ft (assist by L. James),,49,40
194,2,0:48.0,,Personal foul by K. Irving (drawn by M. Carter-Williams),49,40
195,2,0:46.0,,Z. Pachulia makes 2-pt layup at rim (assist by O. Mayo),49,42
196,2,0:37.0,K. Irving makes 3-pt jump shot from 24 ft,,52,42
197,2,0:26.0,,Personal foul by K. Irving (drawn by Z. Pachulia),52,42
198,2,0:26.0,,Z. Pachulia makes free throw 1 of 2,52,43
199,2,0:26.0,,Z. Pachulia makes free throw 2 of 2,52,44
200,2,0:06.0,Turnover by K. Love (step out of bounds),,52,44
201,2,0:06.0,M. Dellavedova enters the game for K. Irving,,52,44
202,2,0:00.0,,M. Carter-Williams misses 2-pt jump shot from 15 ft,52,44
203,2,0:00.0,,Offensive rebound by Team,52,44
204,3,11:44.0,Shooting foul by E. İlyasova (drawn by K. Love),,52,44
205,3,11:44.0,K. Love misses free throw 1 of 2,,52,44
206,3,11:44.0,Offensive rebound by Team,,52,44
207,3,11:44.0,K. Love makes free throw 2 of 2,,53,44
208,3,11:32.0,,E. İlyasova misses 2-pt layup at rim,53,44
209,3,11:30.0,Defensive rebound by K. Love,,53,44
210,3,11:21.0,Turnover by J. Smith (bad pass; steal by Z. Pachulia),,53,44
211,3,11:15.0,,K. Middleton misses 2-pt layup from 1 ft (block by T. Mozgov),53,44
212,3,11:13.0,,Offensive rebound by Z. Pachulia,53,44
213,3,11:10.0,,E. İlyasova misses 3-pt jump shot from 23 ft,53,44
214,3,11:09.0,Defensive rebound by L. James,,53,44
215,3,10:56.0,Shooting foul by K. Middleton (drawn by T. Mozgov),,53,44
216,3,10:56.0,T. Mozgov misses free throw 1 of 2,,53,44
217,3,10:56.0,Offensive rebound by Team,,53,44
218,3,10:56.0,T. Mozgov makes free throw 2 of 2,,54,44
219,3,10:45.0,,E. İlyasova misses 2-pt layup at rim,54,44
220,3,10:43.0,,Offensive rebound by E. İlyasova,54,44
221,3,10:37.0,,M. Carter-Williams makes 2-pt layup at rim (assist by J. Dudley),54,46
222,3,10:16.0,T. Mozgov makes 2-pt dunk at rim (assist by L. James),,56,46
223,3,9:57.0,,Turnover by K. Middleton (bad pass; steal by K. Love),56,46
224,3,9:53.0,L. James makes 2-pt dunk at rim (assist by K. Irving),,58,46
225,3,9:51.0,,Turnover by J. Dudley (dbl dribble),58,46
226,3,9:33.0,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),,61,46
227,3,9:33.0,,Milwaukee full timeout,61,46
228,3,9:33.0,,J. Henson enters the game for E. İlyasova,61,46
229,3,9:22.0,,K. Middleton makes 2-pt jump shot from 18 ft (assist by M. Carter-Williams),61,48
230,3,8:56.0,J. Smith misses 2-pt jump shot from 7 ft,,61,48
231,3,8:55.0,,Defensive rebound by Z. Pachulia,61,48
232,3,8:44.0,,J. Dudley makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),61,51
233,3,8:22.0,Turnover by T. Mozgov (lost ball; steal by Z. Pachulia),,61,51
234,3,8:11.0,,Z. Pachulia misses 2-pt jump shot from 17 ft,61,51
235,3,8:10.0,Defensive rebound by L. James,,61,51
236,3,7:56.0,K. Irving misses 3-pt jump shot from 25 ft,,61,51
237,3,7:55.0,,Defensive rebound by K. Middleton,61,51
238,3,7:47.0,,Turnover by J. Henson (lost ball; steal by K. Irving),61,51
239,3,7:45.0,Turnover by K. Irving (bad pass; steal by K. Middleton),,61,51
240,3,7:45.0,,Personal foul by K. Irving (drawn by K. Middleton),61,51
241,3,7:32.0,,Turnover by M. Carter-Williams (bad pass; steal by T. Mozgov),61,51
242,3,7:25.0,Personal foul by Z. Pachulia (drawn by J. Smith),,61,51
243,3,7:08.0,K. Love misses 3-pt jump shot from 25 ft,,61,51
244,3,7:07.0,,Defensive rebound by J. Dudley,61,51
245,3,6:56.0,Violation by J. Smith (kicked ball),,61,51
246,3,6:46.0,,J. Henson misses 2-pt hook shot from 4 ft,61,51
247,3,6:44.0,,Offensive rebound by J. Henson,61,51
248,3,6:37.0,,M. Carter-Williams makes 3-pt jump shot from 23 ft (assist by J. Dudley),61,54
249,3,6:17.0,T. Mozgov misses 2-pt layup from 1 ft (block by Z. Pachulia),,61,54
250,3,6:14.0,,Defensive rebound by Z. Pachulia,61,54
251,3,6:09.0,,J. Dudley misses 3-pt jump shot from 26 ft,61,54
252,3,6:07.0,Defensive rebound by K. Love,,61,54
253,3,6:05.0,Personal foul by J. Henson (drawn by T. Mozgov),,61,54
254,3,6:05.0,T. Thompson enters the game for T. Mozgov,,61,54
255,3,5:49.0,K. Love misses 2-pt layup from 1 ft,,61,54
256,3,5:47.0,,Defensive rebound by J. Henson,61,54
257,3,5:41.0,,J. Henson makes 2-pt dunk at rim (assist by Z. Pachulia),61,56
258,3,5:39.0,Cleveland full timeout,,61,56
259,3,5:39.0,I. Shumpert enters the game for J. Smith,,61,56
260,3,5:39.0,,J. Bayless enters the game for J. Dudley,61,56
261,3,5:27.0,Turnover by K. Irving (lost ball; steal by Z. Pachulia),,61,56
262,3,5:18.0,,M. Carter-Williams misses 2-pt layup at rim (block by K. Love),61,56
263,3,5:17.0,,Offensive rebound by Team,61,56
264,3,5:17.0,,M. Carter-Williams makes flagrant free throw 1 of 2,61,57
265,3,5:17.0,,M. Carter-Williams makes flagrant free throw 2 of 2,61,58
266,3,5:04.0,,Turnover by J. Bayless (lost ball; steal by K. Irving),61,58
267,3,5:01.0,Shooting foul by Z. Pachulia (drawn by K. Irving),,61,58
268,3,5:01.0,K. Irving makes free throw 1 of 2,,62,58
269,3,5:01.0,K. Irving makes free throw 2 of 2,,63,58
270,3,4:35.0,,Z. Pachulia misses 2-pt hook shot from 4 ft,63,58
271,3,4:34.0,Defensive rebound by T. Thompson,,63,58
272,3,4:17.0,I. Shumpert makes 2-pt jump shot from 19 ft (assist by K. Irving),,65,58
273,3,3:58.0,,K. Middleton makes 2-pt jump shot from 15 ft (assist by M. Carter-Williams),65,60
274,3,3:40.0,L. James misses 3-pt jump shot from 24 ft,,65,60
275,3,3:39.0,,Defensive rebound by J. Bayless,65,60
276,3,3:25.0,,M. Carter-Williams makes 2-pt jump shot from 5 ft,65,62
277,3,3:06.0,I. Shumpert misses 3-pt jump shot from 23 ft,,65,62
278,3,3:04.0,,Defensive rebound by Z. Pachulia,65,62
279,3,2:54.0,,Z. Pachulia makes 2-pt layup at rim (assist by J. Bayless),65,64
280,3,2:54.0,,Shooting foul by L. James (drawn by Z. Pachulia),65,64
281,3,2:54.0,,O. Mayo enters the game for M. Carter-Williams,65,64
282,3,2:54.0,J. Smith enters the game for L. James,,65,64
283,3,2:54.0,,Z. Pachulia makes free throw 1 of 1,65,65
284,3,2:45.0,Turnover by K. Irving (lost ball),,65,65
285,3,2:45.0,,J. Dudley enters the game for Z. Pachulia,65,65
286,3,2:28.0,,K. Middleton makes 2-pt layup at rim (assist by J. Henson),65,67
287,3,2:03.0,J. Smith misses 3-pt jump shot from 26 ft,,65,67
288,3,2:00.0,Offensive rebound by I. Shumpert,,65,67
289,3,1:58.0,Shooting foul by J. Bayless (drawn by T. Thompson),,65,67
290,3,1:58.0,T. Thompson makes free throw 1 of 2,,66,67
291,3,1:58.0,T. Thompson makes free throw 2 of 2,,67,67
292,3,1:42.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by J. Dudley),67,70
293,3,1:20.0,J. Smith makes 3-pt jump shot from 25 ft (assist by T. Thompson),,70,70
294,3,1:11.0,,Personal foul by J. Smith (drawn by J. Dudley),70,70
295,3,1:04.0,,J. Henson makes 2-pt layup at rim (assist by O. Mayo),70,72
296,3,0:50.0,Shooting foul by J. Henson (drawn by K. Irving),,70,72
297,3,0:50.0,K. Irving makes free throw 1 of 2,,71,72
298,3,0:50.0,K. Irving makes free throw 2 of 2,,72,72
299,3,0:43.0,,Turnover by O. Mayo (bad pass; steal by J. Smith),72,72
300,3,0:32.0,J. Smith makes 2-pt jump shot from 14 ft,,74,72
301,3,0:21.0,,O. Mayo misses 3-pt jump shot from 25 ft,74,72
302,3,0:19.0,Defensive rebound by K. Love,,74,72
303,3,0:00.0,K. Irving misses 3-pt jump shot from 29 ft,,74,72
304,3,0:00.0,Offensive rebound by Team,,74,72
305,4,11:47.0,,J. Henson makes 2-pt layup from 2 ft (assist by J. Bayless),74,74
306,4,11:21.0,J. Smith misses 3-pt jump shot from 27 ft,,74,74
307,4,11:20.0,Offensive rebound by T. Thompson,,74,74
308,4,11:20.0,,Loose ball foul by J. Henson (drawn by T. Thompson),74,74
309,4,11:11.0,Shooting block foul by J. Dudley (drawn by L. James),,74,74
310,4,11:11.0,L. James makes free throw 1 of 2,,75,74
311,4,11:11.0,L. James makes free throw 2 of 2,,76,74
312,4,10:54.0,,Turnover by J. Bayless (bad pass; steal by L. James),76,74
313,4,10:49.0,T. Thompson makes 2-pt dunk at rim (assist by L. James),,78,74
314,4,10:37.0,,M. Carter-Williams makes 2-pt layup at rim,78,76
315,4,10:37.0,,Shooting foul by I. Shumpert (drawn by M. Carter-Williams),78,76
316,4,10:37.0,,M. Carter-Williams makes free throw 1 of 1,78,77
317,4,10:24.0,Personal foul by J. Bayless (drawn by M. Dellavedova),,78,77
318,4,10:14.0,I. Shumpert makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,81,77
319,4,10:02.0,,M. Carter-Williams misses 2-pt jump shot from 19 ft,81,77
320,4,10:00.0,,Offensive rebound by J. Henson,81,77
321,4,9:56.0,,O. Mayo makes 2-pt jump shot from 15 ft (assist by J. Henson),81,79
322,4,9:43.0,J. Smith misses 3-pt jump shot from 27 ft,,81,79
323,4,9:39.0,,Defensive rebound by J. Dudley,81,79
324,4,9:23.0,,M. Carter-Williams makes 2-pt jump shot from 10 ft,81,81
325,4,8:58.0,Offensive foul by T. Thompson (drawn by J. Henson),,81,81
326,4,8:58.0,Turnover by T. Thompson (offensive foul),,81,81
327,4,8:58.0,Official timeout,,81,81
328,4,8:48.0,,J. Bayless misses 3-pt jump shot from 25 ft,81,81
329,4,8:47.0,Defensive rebound by T. Thompson,,81,81
330,4,8:37.0,Personal block foul by O. Mayo (drawn by J. Smith),,81,81
331,4,8:25.0,J. Smith makes 2-pt jump shot from 13 ft (assist by L. James),,83,81
332,4,8:05.0,,J. Bayless makes 2-pt layup at rim (assist by J. Dudley),83,83
333,4,8:05.0,,Shooting foul by J. Smith (drawn by J. Bayless),83,83
334,4,8:05.0,,J. Bayless makes free throw 1 of 1,83,84
335,4,7:48.0,J. Smith makes 2-pt jump shot from 18 ft (assist by I. Shumpert),,85,84
336,4,7:32.0,,M. Carter-Williams misses 2-pt jump shot from 17 ft,85,84
337,4,7:31.0,Defensive rebound by L. James,,85,84
338,4,7:18.0,M. Dellavedova misses 2-pt jump shot from 14 ft,,85,84
339,4,7:18.0,,Defensive rebound by Team,85,84
340,4,7:18.0,K. Irving enters the game for M. Dellavedova,,85,84
341,4,6:54.0,,J. Bayless misses 2-pt jump shot from 12 ft,85,84
342,4,6:53.0,Defensive rebound by J. Smith,,85,84
343,4,6:35.0,T. Thompson makes 2-pt layup at rim (assist by K. Irving),,87,84
344,4,6:35.0,Shooting foul by O. Mayo (drawn by T. Thompson),,87,84
345,4,6:35.0,T. Thompson makes free throw 1 of 1,,88,84
346,4,6:26.0,,M. Carter-Williams makes 2-pt layup at rim,88,86
347,4,6:14.0,L. James makes 2-pt layup from 1 ft,,90,86
348,4,5:47.0,,J. Henson misses 2-pt layup from 1 ft,90,86
349,4,5:45.0,Defensive rebound by T. Thompson,,90,86
350,4,5:25.0,I. Shumpert misses 3-pt jump shot from 23 ft,,90,86
351,4,5:25.0,Offensive rebound by L. James,,90,86
352,4,5:25.0,L. James makes 2-pt dunk at rim,,92,86
353,4,5:25.0,,Milwaukee full timeout,92,86
354,4,5:25.0,,K. Middleton enters the game for J. Bayless,92,86
355,4,5:25.0,,Z. Pachulia enters the game for J. Henson,92,86
356,4,5:16.0,,Milwaukee full timeout,92,86
357,4,5:00.0,,O. Mayo makes 3-pt jump shot from 25 ft (assist by K. Middleton),92,89
358,4,4:41.0,L. James misses 3-pt jump shot from 23 ft,,92,89
359,4,4:39.0,Offensive rebound by I. Shumpert,,92,89
360,4,4:39.0,I. Shumpert makes 2-pt dunk at rim,,94,89
361,4,4:25.0,,K. Middleton misses 2-pt jump shot from 11 ft,94,89
362,4,4:24.0,,Offensive rebound by Z. Pachulia,94,89
363,4,4:22.0,,Turnover by Z. Pachulia (bad pass),94,89
364,4,4:22.0,K. Love enters the game for T. Thompson,,94,89
365,4,3:59.0,K. Love makes 2-pt layup at rim (assist by L. James),,96,89
366,4,3:38.0,,M. Carter-Williams misses 3-pt jump shot from 24 ft,96,89
367,4,3:37.0,Defensive rebound by K. Love,,96,89
368,4,3:19.0,J. Smith misses 3-pt jump shot from 25 ft,,96,89
369,4,3:17.0,Offensive rebound by K. Irving,,96,89
370,4,3:12.0,K. Love misses 3-pt jump shot from 23 ft,,96,89
371,4,3:11.0,Offensive rebound by L. James,,96,89
372,4,3:11.0,Shooting foul by J. Dudley (drawn by L. James),,96,89
373,4,3:11.0,L. James makes free throw 1 of 2,,97,89
374,4,3:11.0,L. James misses free throw 2 of 2,,97,89
375,4,3:09.0,,Defensive rebound by O. Mayo,97,89
376,4,2:54.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by M. Carter-Williams),97,91
377,4,2:46.0,Cleveland full timeout,,97,91
378,4,2:34.0,Turnover by K. Irving (bad pass; steal by Z. Pachulia),,97,91
