,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,ATLANTA_ACTION,LA CLIPPERS_SCORE,ATLANTA_SCORE
385,4,7:35.0,,D. Carroll enters the game for T. Sefolosha,86,94
386,4,7:35.0,,M. Scott makes free throw 2 of 2,86,95
387,4,7:13.0,B. Griffin makes 2-pt layup from 2 ft,,88,95
388,4,7:03.0,,Turnover by K. Korver (bad pass; steal by C. Paul),88,95
389,4,7:00.0,Shooting foul by D. Schröder (drawn by C. Paul),,88,95
390,4,7:00.0,,Technical foul by D. Schröder,88,95
391,4,7:00.0,J. Crawford makes technical free throw,,89,95
392,4,7:00.0,C. Paul makes free throw 1 of 2,,90,95
393,4,7:00.0,,P. Millsap enters the game for M. Scott,90,95
394,4,7:00.0,C. Paul makes free throw 2 of 2,,91,95
395,4,6:40.0,,D. Carroll makes 2-pt layup at rim (assist by A. Horford),91,97
396,4,6:32.0,Turnover by D. Jordan (lost ball; steal by P. Millsap),,91,97
397,4,6:22.0,,A. Horford misses 2-pt jump shot from 19 ft,91,97
398,4,6:21.0,Defensive rebound by J. Crawford,,91,97
399,4,6:11.0,B. Griffin misses 2-pt jump shot from 19 ft,,91,97
400,4,6:09.0,Offensive rebound by C. Paul,,91,97
401,4,6:02.0,C. Paul makes 3-pt jump shot from 24 ft,,94,97
402,4,5:51.0,,Atlanta full timeout,94,97
403,4,5:51.0,,J. Teague enters the game for D. Schröder,94,97
404,4,5:35.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by A. Horford),94,100
405,4,5:15.0,J. Crawford misses 2-pt layup from 2 ft,,94,100
406,4,5:13.0,Offensive rebound by D. Jordan,,94,100
407,4,5:13.0,D. Jordan makes 2-pt dunk at rim,,96,100
408,4,4:48.0,,A. Horford misses 2-pt jump shot from 18 ft,96,100
409,4,4:47.0,Defensive rebound by B. Griffin,,96,100
410,4,4:28.0,B. Griffin misses 2-pt jump shot from 20 ft,,96,100
411,4,4:27.0,,Defensive rebound by D. Carroll,96,100
412,4,4:15.0,,D. Carroll makes 2-pt layup from 2 ft (assist by P. Millsap),96,102
413,4,3:46.0,B. Griffin misses 2-pt layup from 1 ft,,96,102
414,4,3:45.0,,Defensive rebound by D. Carroll,96,102
415,4,3:38.0,,K. Korver misses 3-pt jump shot from 24 ft,96,102
416,4,3:37.0,Defensive rebound by D. Jordan,,96,102
417,4,3:18.0,C. Paul misses 2-pt jump shot from 9 ft,,96,102
418,4,3:18.0,,Defensive rebound by K. Korver,96,102
419,4,3:18.0,,Personal foul by C. Paul (drawn by K. Korver),96,102
420,4,3:08.0,,K. Korver misses 2-pt jump shot from 22 ft,96,102
421,4,3:08.0,Defensive rebound by Team,,96,102
422,4,3:08.0,,Loose ball foul by P. Millsap (drawn by B. Griffin),96,102
423,4,3:08.0,LA Clippers full timeout,,96,102
424,4,3:08.0,,T. Sefolosha enters the game for K. Korver,96,102
425,4,2:48.0,C. Paul misses 3-pt jump shot from 24 ft,,96,102
426,4,2:47.0,Offensive rebound by C. Paul,,96,102
427,4,2:42.0,B. Griffin makes 2-pt jump shot from 2 ft (assist by J. Crawford),,98,102
428,4,2:24.0,,Shooting foul by D. Jordan (drawn by A. Horford),98,102
429,4,2:24.0,,A. Horford makes free throw 1 of 2,98,103
430,4,2:24.0,,K. Korver enters the game for T. Sefolosha,98,103
431,4,2:24.0,,A. Horford makes free throw 2 of 2,98,104
432,4,2:24.0,Away from play foul by K. Korver (drawn by D. Jordan),,98,104
433,4,2:24.0,D. Jordan misses free throw 1 of 2,,98,104
434,4,2:24.0,Offensive rebound by Team,,98,104
435,4,2:24.0,D. Jordan misses free throw 2 of 2,,98,104
436,4,2:23.0,Offensive rebound by J. Crawford,,98,104
437,4,2:14.0,J. Crawford misses 2-pt jump shot from 12 ft,,98,104
438,4,2:13.0,Offensive rebound by D. Jordan,,98,104
439,4,2:10.0,J. Crawford misses 3-pt jump shot from 24 ft,,98,104
440,4,2:09.0,,Defensive rebound by J. Teague,98,104
441,4,2:04.0,,P. Millsap misses 2-pt layup at rim (block by B. Griffin),98,104
442,4,2:02.0,Defensive rebound by J. Crawford,,98,104
443,4,1:45.0,C. Paul misses 2-pt jump shot from 21 ft,,98,104
444,4,1:44.0,Offensive rebound by D. Jordan,,98,104
445,4,1:41.0,J. Crawford makes 2-pt jump shot from 13 ft (assist by B. Griffin),,100,104
446,4,1:16.0,,A. Horford misses 2-pt jump shot from 21 ft,100,104
447,4,1:14.0,,Offensive rebound by K. Korver,100,104
448,4,0:54.0,,A. Horford misses 2-pt jump shot from 19 ft,100,104
449,4,0:52.0,Defensive rebound by C. Paul,,100,104
450,4,0:44.0,Turnover by C. Paul (step out of bounds),,100,104
451,4,0:22.0,,A. Horford misses 3-pt jump shot from 22 ft,100,104
452,4,0:21.0,Defensive rebound by J. Crawford,,100,104
453,4,0:21.0,LA Clippers full timeout,,100,104
454,4,0:21.0,,K. Bazemore enters the game for K. Korver,100,104
455,4,0:21.0,,T. Sefolosha enters the game for J. Teague,100,104
456,4,0:19.0,J. Redick makes 2-pt layup from 1 ft (assist by C. Paul),,102,104
457,4,0:19.0,,Atlanta full timeout,102,104
458,4,0:19.0,,J. Teague enters the game for T. Sefolosha,102,104
459,4,0:19.0,,K. Korver enters the game for K. Bazemore,102,104
460,4,0:19.0,M. Barnes enters the game for J. Crawford,,102,104
461,4,0:19.0,,Personal foul by M. Barnes (drawn by K. Korver),102,104
462,4,0:19.0,,K. Korver makes free throw 1 of 2,102,105
463,4,0:19.0,,T. Sefolosha enters the game for J. Teague,102,105
464,4,0:19.0,,K. Korver makes free throw 2 of 2,102,106
465,4,0:19.0,LA Clippers full timeout,,102,106
466,4,0:19.0,J. Crawford enters the game for D. Jordan,,102,106
467,4,0:15.0,Shooting foul by A. Horford (drawn by J. Redick),,102,106
468,4,0:15.0,J. Redick misses free throw 1 of 3,,102,106
469,4,0:15.0,Offensive rebound by Team,,102,106
470,4,0:15.0,J. Redick makes free throw 2 of 3,,103,106
471,4,0:15.0,,J. Teague enters the game for T. Sefolosha,103,106
472,4,0:15.0,D. Jordan enters the game for J. Crawford,,103,106
473,4,0:15.0,J. Redick makes free throw 3 of 3,,104,106
474,4,0:10.0,J. Crawford enters the game for D. Jordan,,104,106
475,4,0:06.0,,Personal take foul by B. Griffin (drawn by A. Horford),104,106
476,4,0:06.0,,A. Horford misses free throw 1 of 2,104,106
477,4,0:06.0,,Offensive rebound by Team,104,106
478,4,0:06.0,,T. Sefolosha enters the game for J. Teague,104,106
479,4,0:06.0,D. Jordan enters the game for J. Crawford,,104,106
480,4,0:06.0,,A. Horford makes free throw 2 of 2,104,107
481,4,0:06.0,LA Clippers full timeout,,104,107
482,4,0:06.0,,K. Bazemore enters the game for K. Korver,104,107
483,4,0:06.0,J. Crawford enters the game for M. Barnes,,104,107
484,4,0:00.0,B. Griffin misses 3-pt jump shot from 23 ft,,104,107
485,4,0:00.0,Offensive rebound by Team,,104,107
