,QUARTER,TIME_REMAINING,MIAMI_ACTION,ATLANTA_ACTION,MIAMI_SCORE,ATLANTA_SCORE
120,2,10:14.0,,Personal foul by M. Chalmers (drawn by S. Mack),28,39
121,2,10:02.0,,A. Horford makes 2-pt jump shot from 20 ft (assist by S. Mack),28,41
122,2,9:46.0,Shooting foul by M. Scott (drawn by C. Bosh),,28,41
123,2,9:46.0,C. Bosh makes free throw 1 of 2,,29,41
124,2,9:46.0,U. Haslem enters the game for C. Andersen,,29,41
125,2,9:46.0,C. Bosh makes free throw 2 of 2,,30,41
126,2,9:38.0,,Turnover by S. Mack (bad pass; steal by U. Haslem),30,41
127,2,9:24.0,C. Bosh misses 2-pt jump shot from 16 ft,,30,41
128,2,9:23.0,Offensive rebound by Team,,30,41
129,2,9:13.0,M. Chalmers makes 2-pt layup from 2 ft (assist by C. Bosh),,32,41
130,2,8:57.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by A. Horford),32,44
131,2,8:41.0,Turnover by S. Napier (bad pass; steal by K. Korver),,32,44
132,2,8:37.0,,M. Scott misses 2-pt dunk at rim,32,44
133,2,8:35.0,Defensive rebound by S. Napier,,32,44
134,2,8:26.0,S. Brown misses 3-pt jump shot from 26 ft,,32,44
135,2,8:24.0,,Defensive rebound by D. Schröder,32,44
136,2,8:14.0,,Shooting foul by M. Chalmers (drawn by M. Scott),32,44
137,2,8:14.0,Official timeout,,32,44
138,2,8:14.0,,J. Teague enters the game for A. Horford,32,44
139,2,8:14.0,,P. Antić enters the game for S. Mack,32,44
140,2,8:14.0,S. Williams enters the game for C. Bosh,,32,44
141,2,8:14.0,,M. Scott makes free throw 1 of 2,32,45
142,2,8:14.0,,M. Scott makes free throw 2 of 2,32,46
143,2,7:54.0,S. Williams makes 2-pt jump shot from 20 ft (assist by M. Chalmers),,34,46
144,2,7:37.0,,M. Scott misses 3-pt jump shot from 25 ft,34,46
145,2,7:35.0,Defensive rebound by S. Brown,,34,46
146,2,7:15.0,Def 3 sec tech foul by D. Schröder,,34,46
147,2,7:15.0,M. Chalmers makes technical free throw,,35,46
148,2,7:15.0,L. Deng enters the game for S. Brown,,35,46
149,2,7:15.0,,P. Millsap enters the game for M. Scott,35,46
150,2,7:08.0,U. Haslem makes 2-pt dunk at rim (assist by M. Chalmers),,37,46
151,2,6:46.0,,Turnover by J. Teague (bad pass; steal by S. Williams),37,46
152,2,6:40.0,L. Deng makes 2-pt layup from 1 ft,,39,46
153,2,6:27.0,,D. Schröder makes 2-pt layup from 2 ft,39,48
154,2,6:05.0,U. Haslem misses 2-pt jump shot from 15 ft,,39,48
155,2,6:03.0,Offensive rebound by S. Williams,,39,48
156,2,5:57.0,Personal foul by P. Antić (drawn by M. Chalmers),,39,48
157,2,5:57.0,,Atlanta full timeout,39,48
158,2,5:57.0,,A. Horford enters the game for K. Korver,39,48
159,2,5:57.0,,T. Sefolosha enters the game for P. Antić,39,48
160,2,5:57.0,N. Cole enters the game for S. Napier,,39,48
161,2,5:47.0,L. Deng misses 2-pt jump shot from 10 ft,,39,48
162,2,5:46.0,,Defensive rebound by A. Horford,39,48
163,2,5:29.0,,J. Teague misses 3-pt jump shot from 25 ft,39,48
164,2,5:27.0,Defensive rebound by U. Haslem,,39,48
165,2,5:14.0,S. Williams makes 3-pt jump shot from 24 ft (assist by N. Cole),,42,48
166,2,5:02.0,,P. Millsap misses 2-pt jump shot from 3 ft,42,48
167,2,5:00.0,Defensive rebound by U. Haslem,,42,48
168,2,4:51.0,S. Williams misses 3-pt jump shot from 25 ft,,42,48
169,2,4:50.0,,Defensive rebound by D. Schröder,42,48
170,2,4:36.0,,P. Millsap makes 2-pt jump shot from 21 ft (assist by D. Schröder),42,50
171,2,4:16.0,,Violation by A. Horford (kicked ball),42,50
172,2,4:16.0,,K. Korver enters the game for D. Schröder,42,50
173,2,4:01.0,U. Haslem misses 2-pt layup from 2 ft,,42,50
174,2,4:00.0,,Defensive rebound by T. Sefolosha,42,50
175,2,3:51.0,,Turnover by A. Horford (offensive foul),42,50
176,2,3:51.0,Offensive charge foul by A. Horford (drawn by M. Chalmers),,42,50
177,2,3:51.0,,M. Muscala enters the game for A. Horford,42,50
178,2,3:28.0,N. Cole makes 2-pt layup at rim (assist by L. Deng),,44,50
179,2,3:22.0,,Personal block foul by N. Cole (drawn by J. Teague),44,50
180,2,3:22.0,C. Bosh enters the game for U. Haslem,,44,50
181,2,3:12.0,,P. Millsap misses 2-pt jump shot from 18 ft,44,50
182,2,3:11.0,Defensive rebound by S. Williams,,44,50
183,2,3:04.0,Turnover by L. Deng (lost ball; steal by P. Millsap),,44,50
184,2,2:56.0,,Turnover by K. Korver (bad pass; steal by C. Bosh),44,50
185,2,2:43.0,S. Williams makes 2-pt jump shot from 21 ft (assist by M. Chalmers),,46,50
186,2,2:23.0,,P. Millsap makes 2-pt layup from 2 ft (assist by J. Teague),46,52
187,2,2:05.0,C. Bosh makes 2-pt jump shot from 6 ft (assist by N. Cole),,48,52
188,2,1:47.0,,J. Teague misses 2-pt jump shot from 5 ft (block by N. Cole),48,52
189,2,1:45.0,Defensive rebound by N. Cole,,48,52
190,2,1:40.0,N. Cole misses 2-pt jump shot from 10 ft,,48,52
191,2,1:37.0,,Defensive rebound by K. Korver,48,52
192,2,1:34.0,,Shooting foul by N. Cole (drawn by J. Teague),48,52
193,2,1:34.0,Miami full timeout,,48,52
194,2,1:34.0,U. Haslem enters the game for S. Williams,,48,52
195,2,1:34.0,S. Napier enters the game for N. Cole,,48,52
196,2,1:34.0,S. Brown enters the game for M. Chalmers,,48,52
197,2,1:34.0,,J. Teague makes free throw 1 of 2,48,53
198,2,1:34.0,,J. Teague makes free throw 2 of 2,48,54
199,2,1:18.0,C. Bosh misses 2-pt layup from 1 ft,,48,54
200,2,1:16.0,Offensive rebound by U. Haslem,,48,54
201,2,1:16.0,U. Haslem makes 2-pt layup at rim,,50,54
202,2,1:07.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by P. Millsap),50,57
203,2,0:52.0,Turnover by S. Napier (bad pass; steal by J. Teague),,50,57
204,2,0:47.0,,J. Teague makes 2-pt layup from 1 ft (assist by P. Millsap),50,59
205,2,0:42.0,Miami full timeout,,50,59
206,2,0:42.0,M. Chalmers enters the game for S. Brown,,50,59
207,2,0:33.0,Shooting foul by P. Millsap (drawn by C. Bosh),,50,59
208,2,0:33.0,C. Bosh makes free throw 1 of 2,,51,59
209,2,0:33.0,S. Brown enters the game for M. Chalmers,,51,59
210,2,0:33.0,C. Bosh makes free throw 2 of 2,,52,59
211,2,0:10.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by J. Teague),52,62
212,2,0:00.0,S. Brown misses 3-pt jump shot from 27 ft,,52,62
213,2,0:00.0,Offensive rebound by Team,,52,62
214,3,11:47.0,,P. Millsap misses 2-pt jump shot from 4 ft,52,62
215,3,11:45.0,Defensive rebound by N. Cole,,52,62
216,3,11:30.0,C. Bosh makes 2-pt dunk at rim (assist by N. Cole),,54,62
217,3,11:17.0,,A. Horford makes 2-pt jump shot from 20 ft (assist by K. Korver),54,64
218,3,10:59.0,Turnover by N. Cole (lost ball),,54,64
219,3,10:49.0,,Turnover by T. Sefolosha (bad pass),54,64
220,3,10:35.0,C. Bosh misses 2-pt layup from 1 ft (block by P. Millsap),,54,64
221,3,10:33.0,,Defensive rebound by A. Horford,54,64
222,3,10:29.0,,K. Korver misses 3-pt jump shot from 22 ft,54,64
223,3,10:28.0,Defensive rebound by Team,,54,64
224,3,10:15.0,M. Chalmers misses 2-pt jump shot from 21 ft,,54,64
225,3,10:13.0,,Defensive rebound by A. Horford,54,64
226,3,10:02.0,,Turnover by J. Teague (bad pass; steal by N. Cole),54,64
227,3,9:59.0,Shooting block foul by K. Korver (drawn by L. Deng),,54,64
228,3,9:59.0,L. Deng makes free throw 1 of 2,,55,64
229,3,9:59.0,L. Deng misses free throw 2 of 2,,55,64
230,3,9:57.0,,Defensive rebound by P. Millsap,55,64
231,3,9:44.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by J. Teague),55,67
232,3,9:30.0,Personal foul by K. Korver (drawn by M. Chalmers),,55,67
233,3,9:23.0,N. Cole makes 2-pt jump shot from 19 ft (assist by C. Bosh),,57,67
234,3,9:01.0,,Turnover by J. Teague (bad pass; steal by N. Cole),57,67
235,3,8:52.0,S. Williams makes 3-pt jump shot from 25 ft (assist by M. Chalmers),,60,67
236,3,8:34.0,,J. Teague makes 2-pt jump shot from 20 ft,60,69
237,3,8:17.0,Turnover by C. Bosh (bad pass),,60,69
238,3,7:54.0,,P. Millsap makes 2-pt jump shot from 16 ft,60,71
239,3,7:33.0,L. Deng makes 3-pt jump shot from 25 ft (assist by M. Chalmers),,63,71
240,3,7:15.0,,P. Millsap misses 3-pt jump shot from 25 ft,63,71
241,3,7:14.0,Defensive rebound by C. Bosh,,63,71
242,3,6:57.0,S. Williams makes 3-pt jump shot from 23 ft (assist by M. Chalmers),,66,71
243,3,6:42.0,,A. Horford makes 2-pt jump shot from 20 ft (assist by J. Teague),66,73
244,3,6:28.0,C. Bosh misses 2-pt layup from 2 ft (block by A. Horford),,66,73
245,3,6:26.0,,Defensive rebound by A. Horford,66,73
246,3,6:15.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by J. Teague),66,75
247,3,6:15.0,Miami full timeout,,66,75
248,3,6:15.0,,P. Antić enters the game for A. Horford,66,75
249,3,5:57.0,L. Deng misses 3-pt jump shot from 25 ft,,66,75
250,3,5:55.0,,Defensive rebound by P. Antić,66,75
251,3,5:37.0,,Turnover by P. Millsap (lost ball; steal by N. Cole),66,75
252,3,5:32.0,N. Cole makes 2-pt layup at rim,,68,75
253,3,5:19.0,,Personal foul by N. Cole (drawn by P. Millsap),68,75
254,3,5:19.0,S. Napier enters the game for N. Cole,,68,75
255,3,5:13.0,,T. Sefolosha misses 2-pt layup from 2 ft,68,75
256,3,5:11.0,,Offensive rebound by P. Antić,68,75
257,3,5:06.0,,P. Millsap makes 2-pt dunk at rim (assist by K. Korver),68,77
258,3,4:43.0,S. Williams misses 2-pt jump shot from 13 ft (block by T. Sefolosha),,68,77
259,3,4:41.0,Offensive rebound by S. Williams,,68,77
260,3,4:38.0,M. Chalmers makes 2-pt jump shot from 18 ft,,70,77
261,3,4:25.0,,J. Teague misses 3-pt jump shot from 25 ft,70,77
262,3,4:23.0,Defensive rebound by S. Williams,,70,77
263,3,4:02.0,C. Bosh misses 2-pt jump shot from 20 ft,,70,77
264,3,4:00.0,,Defensive rebound by T. Sefolosha,70,77
265,3,3:52.0,,Personal foul by S. Williams (drawn by J. Teague),70,77
266,3,3:52.0,,S. Mack enters the game for K. Korver,70,77
267,3,3:52.0,,D. Schröder enters the game for J. Teague,70,77
268,3,3:52.0,U. Haslem enters the game for C. Bosh,,70,77
269,3,3:43.0,,S. Mack makes 2-pt jump shot from 19 ft (assist by D. Schröder),70,79
270,3,3:17.0,M. Chalmers makes 2-pt layup from 2 ft (assist by U. Haslem),,72,79
271,3,3:16.0,,Atlanta full timeout,72,79
272,3,2:50.0,,P. Millsap misses 3-pt jump shot from 33 ft,72,79
273,3,2:49.0,Defensive rebound by L. Deng,,72,79
274,3,2:27.0,L. Deng makes 3-pt jump shot from 23 ft (assist by M. Chalmers),,75,79
275,3,2:12.0,,D. Schröder misses 3-pt jump shot from 24 ft,75,79
276,3,2:08.0,,Offensive rebound by P. Millsap,75,79
277,3,2:06.0,,P. Millsap makes 2-pt layup at rim,75,81
278,3,1:47.0,Shooting foul by P. Antić (drawn by L. Deng),,75,81
279,3,1:47.0,L. Deng makes free throw 1 of 2,,76,81
280,3,1:47.0,,M. Scott enters the game for T. Sefolosha,76,81
281,3,1:47.0,,A. Horford enters the game for P. Millsap,76,81
282,3,1:47.0,,K. Korver enters the game for P. Antić,76,81
283,3,1:47.0,C. Bosh enters the game for S. Williams,,76,81
284,3,1:47.0,S. Brown enters the game for M. Chalmers,,76,81
285,3,1:47.0,L. Deng makes free throw 2 of 2,,77,81
286,3,1:29.0,,D. Schröder misses 2-pt layup from 1 ft,77,81
287,3,1:28.0,Defensive rebound by U. Haslem,,77,81
288,3,1:24.0,Turnover by S. Napier (lost ball),,77,81
289,3,1:07.0,,S. Mack makes 3-pt jump shot from 24 ft (assist by A. Horford),77,84
290,3,0:48.0,C. Bosh makes 2-pt jump shot from 17 ft,,79,84
291,3,0:34.0,,K. Korver misses 2-pt layup from 1 ft,79,84
292,3,0:33.0,,Offensive rebound by Team,79,84
293,3,0:31.0,,A. Horford makes 2-pt layup at rim (assist by S. Mack),79,86
294,3,0:07.0,S. Napier misses 3-pt jump shot from 26 ft,,79,86
295,3,0:05.0,,Defensive rebound by A. Horford,79,86
296,3,0:00.0,,M. Scott misses 3-pt jump shot from 25 ft,79,86
297,3,0:00.0,,Offensive rebound by Team,79,86
298,4,11:38.0,M. Chalmers misses 3-pt jump shot from 25 ft,,79,86
299,4,11:37.0,,Defensive rebound by K. Korver,79,86
300,4,11:23.0,,Personal foul by M. Chalmers (drawn by S. Mack),79,86
301,4,11:16.0,,M. Scott makes 2-pt layup from 1 ft (assist by K. Korver),79,88
302,4,11:16.0,,Shooting foul by U. Haslem (drawn by M. Scott),79,88
303,4,11:16.0,,M. Scott makes free throw 1 of 1,79,89
304,4,11:00.0,C. Bosh makes 2-pt jump shot from 21 ft (assist by S. Brown),,81,89
305,4,10:47.0,,K. Korver misses 2-pt jump shot from 20 ft,81,89
306,4,10:46.0,Defensive rebound by S. Napier,,81,89
307,4,10:28.0,S. Napier misses 2-pt jump shot from 20 ft,,81,89
308,4,10:26.0,,Defensive rebound by S. Mack,81,89
309,4,10:22.0,,S. Mack makes 2-pt layup from 2 ft,81,91
310,4,9:58.0,M. Chalmers misses 2-pt jump shot from 13 ft,,81,91
311,4,9:57.0,,Defensive rebound by M. Scott,81,91
312,4,9:41.0,,D. Schröder misses 2-pt layup from 1 ft,81,91
313,4,9:40.0,Defensive rebound by U. Haslem,,81,91
314,4,9:30.0,C. Bosh misses 3-pt jump shot from 25 ft,,81,91
315,4,9:29.0,,Defensive rebound by K. Korver,81,91
316,4,9:20.0,,M. Scott makes 2-pt jump shot from 11 ft (assist by K. Korver),81,93
317,4,9:20.0,Miami full timeout,,81,93
318,4,9:20.0,N. Cole enters the game for S. Brown,,81,93
319,4,9:00.0,U. Haslem misses 2-pt layup from 1 ft,,81,93
320,4,8:59.0,,Defensive rebound by K. Korver,81,93
321,4,8:37.0,,M. Scott makes 2-pt jump shot from 19 ft,81,95
322,4,8:13.0,C. Bosh misses 2-pt jump shot from 16 ft,,81,95
323,4,8:12.0,,Defensive rebound by K. Korver,81,95
324,4,8:00.0,,M. Scott misses 3-pt jump shot from 25 ft,81,95
325,4,7:58.0,Defensive rebound by U. Haslem,,81,95
326,4,7:52.0,L. Deng enters the game for S. Napier,,81,95
327,4,7:52.0,,J. Teague enters the game for A. Horford,81,95
328,4,7:52.0,,P. Millsap enters the game for S. Mack,81,95
329,4,7:49.0,M. Chalmers makes 2-pt jump shot from 3 ft (assist by N. Cole),,83,95
330,4,7:38.0,,Turnover by K. Korver (bad pass; steal by L. Deng),83,95
331,4,7:33.0,L. Deng misses 2-pt layup from 1 ft,,83,95
332,4,7:31.0,,Defensive rebound by M. Scott,83,95
333,4,7:10.0,,D. Schröder makes 2-pt layup from 2 ft,83,97
334,4,6:58.0,Shooting foul by M. Scott (drawn by U. Haslem),,83,97
335,4,6:58.0,U. Haslem makes free throw 1 of 2,,84,97
336,4,6:58.0,,T. Sefolosha enters the game for K. Korver,84,97
337,4,6:58.0,S. Williams enters the game for C. Bosh,,84,97
338,4,6:58.0,U. Haslem makes free throw 2 of 2,,85,97
339,4,6:50.0,,Personal foul by S. Williams (drawn by D. Schröder),85,97
340,4,6:42.0,,D. Schröder misses 2-pt jump shot from 8 ft,85,97
341,4,6:40.0,Defensive rebound by M. Chalmers,,85,97
342,4,6:33.0,Turnover by M. Chalmers (bad pass; steal by D. Schröder),,85,97
343,4,6:32.0,,Personal foul by U. Haslem (drawn by D. Schröder),85,97
344,4,6:32.0,Technical foul by M. Chalmers,,85,97
345,4,6:32.0,Technical foul by U. Haslem,,85,97
346,4,6:32.0,Miami full timeout,,85,97
347,4,6:32.0,,J. Teague makes technical free throw,85,98
348,4,6:32.0,,J. Teague makes technical free throw,85,99
349,4,6:32.0,,K. Korver enters the game for T. Sefolosha,85,99
350,4,6:32.0,C. Bosh enters the game for U. Haslem,,85,99
351,4,6:14.0,,P. Millsap makes 3-pt jump shot from 22 ft (assist by D. Schröder),85,102
352,4,5:58.0,Turnover by C. Bosh (lost ball; steal by D. Schröder),,85,102
353,4,5:53.0,,J. Teague makes 2-pt dunk at rim (assist by D. Schröder),85,104
354,4,5:52.0,Miami full timeout,,85,104
355,4,5:52.0,,T. Sefolosha enters the game for K. Korver,85,104
356,4,5:34.0,Shooting foul by J. Teague (drawn by C. Bosh),,85,104
357,4,5:34.0,C. Bosh makes free throw 1 of 2,,86,104
358,4,5:34.0,C. Bosh makes free throw 2 of 2,,87,104
359,4,5:17.0,,D. Schröder misses 3-pt jump shot from 25 ft,87,104
360,4,5:16.0,Defensive rebound by C. Bosh,,87,104
361,4,5:11.0,Personal foul by J. Teague (drawn by N. Cole),,87,104
362,4,5:11.0,,K. Korver enters the game for D. Schröder,87,104
363,4,5:11.0,,Technical foul by M. Scott,87,104
364,4,5:11.0,Technical foul by S. Williams,,87,104
365,4,4:51.0,C. Bosh misses 3-pt jump shot from 24 ft,,87,104
366,4,4:49.0,,Defensive rebound by T. Sefolosha,87,104
367,4,4:42.0,,T. Sefolosha misses 2-pt layup from 2 ft (block by C. Bosh),87,104
368,4,4:42.0,,Offensive rebound by Team,87,104
369,4,4:42.0,,A. Horford enters the game for M. Scott,87,104
370,4,4:39.0,,T. Sefolosha makes 2-pt jump shot from 4 ft (assist by K. Korver),87,106
371,4,4:15.0,C. Bosh misses 2-pt jump shot from 20 ft,,87,106
372,4,4:13.0,Offensive rebound by L. Deng,,87,106
373,4,4:10.0,L. Deng makes 3-pt jump shot from 23 ft,,90,106
374,4,3:54.0,,A. Horford misses 2-pt jump shot from 4 ft (block by S. Williams),90,106
375,4,3:51.0,Defensive rebound by C. Bosh,,90,106
376,4,3:40.0,L. Deng misses 3-pt jump shot from 25 ft,,90,106
377,4,3:38.0,,Defensive rebound by P. Millsap,90,106
378,4,3:32.0,,J. Teague misses 3-pt jump shot from 24 ft,90,106
379,4,3:30.0,Defensive rebound by C. Bosh,,90,106
380,4,3:18.0,L. Deng makes 2-pt layup from 1 ft (assist by S. Williams),,92,106
381,4,3:18.0,Shooting foul by K. Korver (drawn by L. Deng),,92,106
382,4,3:18.0,L. Deng makes free throw 1 of 1,,93,106
383,4,3:00.0,,P. Millsap misses 3-pt jump shot from 25 ft,93,106
