,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,WASHINGTON_ACTION,SACRAMENTO_SCORE,WASHINGTON_SCORE
387,4,4:38.0,D. Williams misses 3-pt jump shot from 27 ft,,88,102
388,4,4:36.0,,Defensive rebound by D. Blair,88,102
389,4,4:16.0,,M. Gortat misses 2-pt jump shot from 16 ft,88,102
390,4,4:15.0,Defensive rebound by J. Thompson,,88,102
391,4,4:08.0,Shooting foul by B. Beal (drawn by A. Miller),,88,102
392,4,4:08.0,A. Miller makes 2-pt layup from 1 ft,,90,102
393,4,4:08.0,A. Miller misses free throw 1 of 1,,90,102
394,4,4:07.0,,Defensive rebound by D. Blair,90,102
395,4,3:54.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),90,105
396,4,3:30.0,R. McCallum makes 2-pt jump shot from 18 ft (assist by D. Williams),,92,105
397,4,3:10.0,,D. Blair makes 2-pt jump shot from 4 ft (assist by B. Beal),92,107
398,4,3:00.0,Offensive foul by B. McLemore (drawn by J. Wall),,92,107
399,4,3:00.0,Turnover by B. McLemore (offensive foul),,92,107
400,4,2:53.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),92,109
401,4,2:50.0,Sacramento full timeout,,92,109
402,4,2:50.0,N. Stauskas enters the game for A. Miller,,92,109
403,4,2:35.0,D. Williams makes 3-pt jump shot from 26 ft (assist by R. McCallum),,95,109
404,4,2:16.0,,Turnover by D. Blair (3 sec),95,109
405,4,2:05.0,D. Williams misses 3-pt jump shot from 27 ft,,95,109
406,4,2:04.0,,Defensive rebound by D. Blair,95,109
407,4,1:44.0,,Turnover by J. Wall (bad pass),95,109
408,4,1:32.0,Personal foul by D. Blair (drawn by R. McCallum),,95,109
409,4,1:32.0,R. McCallum makes free throw 1 of 2,,96,109
410,4,1:32.0,R. McCallum makes free throw 2 of 2,,97,109
411,4,1:10.0,,J. Wall makes 2-pt jump shot from 21 ft,97,111
412,4,1:00.0,J. Thompson misses 2-pt layup from 2 ft,,97,111
413,4,0:59.0,,Defensive rebound by D. Blair,97,111
414,4,0:56.0,Violation by J. Thompson (kicked ball),,97,111
415,4,0:56.0,,R. Sessions enters the game for J. Wall,97,111
416,4,0:33.0,,M. Gortat makes 2-pt hook shot from 9 ft (assist by R. Sessions),97,113
417,4,0:22.0,J. Thompson misses 2-pt jump shot from 21 ft,,97,113
418,4,0:21.0,,Defensive rebound by B. Beal,97,113
