,QUARTER,TIME_REMAINING,INDIANA_ACTION,BROOKLYN_ACTION,INDIANA_SCORE,BROOKLYN_SCORE
55,1,4:22.0,,Offensive rebound by B. Lopez,15,19
56,1,4:18.0,,J. Jack misses 2-pt jump shot from 19 ft,15,19
57,1,4:16.0,Defensive rebound by D. West,,15,19
58,1,4:13.0,Indiana full timeout,,15,19
59,1,4:13.0,C. Watson enters the game for G. Hill,,15,19
60,1,4:13.0,L. Scola enters the game for R. Stuckey,,15,19
61,1,4:13.0,C. Copeland enters the game for D. West,,15,19
62,1,4:04.0,L. Scola misses 2-pt jump shot from 19 ft,,15,19
63,1,4:02.0,,Defensive rebound by J. Jack,15,19
64,1,3:48.0,,B. Lopez misses 2-pt hook shot from 5 ft,15,19
65,1,3:47.0,Defensive rebound by C. Watson,,15,19
66,1,3:37.0,R. Hibbert misses 2-pt jump shot from 15 ft,,15,19
67,1,3:36.0,,Defensive rebound by J. Jack,15,19
68,1,3:29.0,,Turnover by J. Jack (bad pass; steal by S. Hill),15,19
69,1,3:21.0,S. Hill misses 2-pt layup from 1 ft,,15,19
70,1,3:20.0,,Defensive rebound by J. Johnson,15,19
71,1,3:11.0,,J. Johnson misses 3-pt jump shot from 25 ft,15,19
72,1,3:10.0,Defensive rebound by Team,,15,19
73,1,2:57.0,C. Copeland makes 3-pt jump shot from 25 ft (assist by C. Watson),,18,19
74,1,2:41.0,,B. Lopez misses 2-pt jump shot from 19 ft,18,19
75,1,2:40.0,Defensive rebound by C. Watson,,18,19
76,1,2:31.0,C. Copeland makes 2-pt layup from 2 ft,,20,19
77,1,2:25.0,,Brooklyn full timeout,20,19
78,1,2:25.0,,B. Bogdanović enters the game for J. Johnson,20,19
79,1,2:25.0,,M. Teletović enters the game for M. Plumlee,20,19
80,1,2:13.0,,J. Jack makes 2-pt jump shot from 14 ft,20,21
81,1,1:53.0,Turnover by C. Copeland (traveling),,20,21
82,1,1:42.0,,J. Jack misses 2-pt jump shot from 18 ft,20,21
83,1,1:41.0,Defensive rebound by C. Copeland,,20,21
84,1,1:34.0,S. Hill misses 2-pt dunk at rim (block by B. Lopez),,20,21
85,1,1:33.0,,Defensive rebound by A. Anderson,20,21
86,1,1:25.0,,Turnover by A. Anderson (bad pass; steal by C. Watson),20,21
87,1,1:17.0,L. Scola misses 2-pt jump shot from 20 ft,,20,21
88,1,1:15.0,,Defensive rebound by B. Lopez,20,21
89,1,0:59.0,,B. Lopez misses 2-pt jump shot from 20 ft,20,21
90,1,0:58.0,Defensive rebound by L. Scola,,20,21
91,1,0:40.0,Shooting foul by J. Jack (drawn by L. Scola),,20,21
92,1,0:40.0,L. Scola makes free throw 1 of 2,,21,21
93,1,0:40.0,L. Scola makes free throw 2 of 2,,22,21
94,1,0:36.0,,Personal foul by C. Watson (drawn by J. Jack),22,21
95,1,0:32.0,,A. Anderson misses 2-pt layup from 1 ft,22,21
96,1,0:30.0,,Offensive rebound by A. Anderson,22,21
97,1,0:30.0,,Personal foul by R. Hibbert (drawn by A. Anderson),22,21
98,1,0:30.0,,A. Anderson makes free throw 1 of 2,22,22
99,1,0:30.0,,D. Williams enters the game for J. Jack,22,22
100,1,0:30.0,,A. Anderson makes free throw 2 of 2,22,23
101,1,0:10.0,L. Scola misses 2-pt jump shot from 7 ft (block by B. Lopez),,22,23
102,1,0:09.0,Offensive rebound by Team,,22,23
103,1,0:06.0,Turnover by Team (shot clock),,22,23
104,1,0:02.0,,M. Teletović misses 3-pt jump shot from 33 ft,22,23
105,1,0:00.0,,Offensive rebound by Team,22,23
106,2,11:40.0,,M. Teletović misses 2-pt jump shot from 5 ft,22,23
107,2,11:39.0,Defensive rebound by L. Allen,,22,23
108,2,11:20.0,C. Copeland misses 3-pt jump shot from 23 ft,,22,23
109,2,11:19.0,,Defensive rebound by Team,22,23
110,2,11:19.0,Violation by C. Watson (kicked ball),,22,23
111,2,11:05.0,,B. Bogdanović misses 2-pt layup from 2 ft,22,23
112,2,11:04.0,Defensive rebound by L. Allen,,22,23
113,2,10:58.0,R. Stuckey makes 2-pt layup from 1 ft,,24,23
114,2,10:58.0,Shooting foul by M. Teletović (drawn by R. Stuckey),,24,23
115,2,10:58.0,,M. Plumlee enters the game for B. Lopez,24,23
116,2,10:58.0,R. Stuckey makes free throw 1 of 1,,25,23
117,2,10:47.0,,M. Teletović misses 3-pt jump shot from 26 ft,25,23
118,2,10:46.0,Defensive rebound by L. Allen,,25,23
119,2,10:37.0,Turnover by L. Scola (3 sec),,25,23
120,2,10:27.0,,Turnover by A. Anderson (bad pass; steal by C. Watson),25,23
121,2,10:15.0,L. Allen misses 2-pt jump shot from 17 ft,,25,23
122,2,10:14.0,,Defensive rebound by M. Teletović,25,23
123,2,10:08.0,,Personal foul by R. Stuckey (drawn by M. Plumlee),25,23
124,2,10:00.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by C. Copeland),25,23
125,2,9:58.0,Defensive rebound by L. Scola,,25,23
126,2,9:42.0,L. Allen misses 2-pt jump shot from 13 ft,,25,23
127,2,9:41.0,,Defensive rebound by B. Bogdanović,25,23
128,2,9:34.0,,A. Anderson makes 3-pt jump shot from 25 ft (assist by D. Williams),25,26
129,2,9:17.0,L. Scola makes 2-pt jump shot from 17 ft (assist by C. Watson),,27,26
130,2,9:05.0,,Brooklyn full timeout,27,26
131,2,8:58.0,,M. Plumlee makes 2-pt layup from 2 ft,27,28
132,2,8:58.0,,Shooting foul by L. Allen (drawn by M. Plumlee),27,28
133,2,8:58.0,,M. Plumlee makes free throw 1 of 1,27,29
134,2,8:36.0,L. Scola makes 2-pt jump shot from 9 ft (assist by C. Copeland),,29,29
135,2,8:36.0,Shooting foul by B. Bogdanović (drawn by L. Scola),,29,29
136,2,8:36.0,L. Scola makes free throw 1 of 1,,30,29
137,2,8:27.0,,B. Bogdanović misses 3-pt jump shot from 22 ft,30,29
138,2,8:26.0,Defensive rebound by R. Stuckey,,30,29
139,2,8:22.0,R. Stuckey misses 2-pt layup from 1 ft,,30,29
140,2,8:21.0,Offensive rebound by L. Allen,,30,29
141,2,8:18.0,L. Allen makes 2-pt tip-in from 1 ft,,32,29
142,2,8:08.0,,D. Williams misses 2-pt jump shot from 18 ft,32,29
143,2,8:07.0,Defensive rebound by C. Copeland,,32,29
144,2,7:55.0,L. Allen makes 2-pt hook shot from 3 ft,,34,29
145,2,7:43.0,,D. Williams misses 2-pt layup from 2 ft,34,29
146,2,7:42.0,Defensive rebound by C. Copeland,,34,29
147,2,7:32.0,C. Copeland misses 3-pt jump shot from 25 ft,,34,29
148,2,7:31.0,,Defensive rebound by M. Plumlee,34,29
149,2,7:14.0,,M. Teletović misses 3-pt jump shot from 27 ft,34,29
150,2,7:13.0,Defensive rebound by C. Watson,,34,29
151,2,7:09.0,Loose ball foul by C. Watson (drawn by D. Williams),,34,29
152,2,7:09.0,Turnover by C. Watson (offensive foul),,34,29
153,2,7:01.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,34,29
154,2,7:00.0,Defensive rebound by L. Allen,,34,29
155,2,6:42.0,R. Stuckey misses 2-pt jump shot from 19 ft,,34,29
156,2,6:41.0,Offensive rebound by L. Allen,,34,29
157,2,6:39.0,L. Allen makes 2-pt tip-in from 2 ft,,36,29
158,2,6:23.0,,Personal foul by L. Allen (drawn by M. Plumlee),36,29
159,2,6:23.0,,J. Jack enters the game for M. Teletović,36,29
160,2,6:23.0,,J. Johnson enters the game for B. Bogdanović,36,29
161,2,6:15.0,,J. Johnson misses 3-pt jump shot from 23 ft,36,29
162,2,6:14.0,Defensive rebound by R. Stuckey,,36,29
163,2,6:08.0,L. Scola makes 2-pt layup from 2 ft (assist by R. Stuckey),,38,29
164,2,5:53.0,,J. Jack misses 3-pt jump shot from 23 ft,38,29
165,2,5:52.0,Defensive rebound by L. Scola,,38,29
166,2,5:43.0,L. Allen misses 2-pt jump shot from 20 ft,,38,29
167,2,5:42.0,,Defensive rebound by J. Johnson,38,29
168,2,5:40.0,,Personal foul by C. Copeland (drawn by J. Johnson),38,29
169,2,5:40.0,Official timeout,,38,29
170,2,5:40.0,S. Hill enters the game for C. Copeland,,38,29
171,2,5:40.0,,J. Johnson makes free throw 1 of 2,38,30
172,2,5:40.0,,J. Johnson makes free throw 2 of 2,38,31
173,2,5:19.0,C. Watson makes 2-pt jump shot from 19 ft,,40,31
174,2,4:56.0,,Shooting foul by L. Scola (drawn by D. Williams),40,31
175,2,4:56.0,,D. Williams misses free throw 1 of 3,40,31
176,2,4:56.0,,Offensive rebound by Team,40,31
177,2,4:56.0,,D. Williams makes free throw 2 of 3,40,32
178,2,4:56.0,,D. Williams makes free throw 3 of 3,40,33
179,2,4:45.0,Shooting foul by M. Plumlee (drawn by L. Scola),,40,33
180,2,4:45.0,L. Scola makes free throw 1 of 2,,41,33
181,2,4:45.0,,S. Karasev enters the game for A. Anderson,41,33
182,2,4:45.0,L. Scola makes free throw 2 of 2,,42,33
183,2,4:32.0,,J. Johnson misses 2-pt jump shot from 17 ft,42,33
184,2,4:31.0,Defensive rebound by L. Scola,,42,33
185,2,4:17.0,R. Stuckey misses 2-pt jump shot from 14 ft,,42,33
186,2,4:16.0,,Defensive rebound by J. Johnson,42,33
187,2,4:09.0,,Shooting foul by S. Hill (drawn by J. Johnson),42,33
188,2,4:09.0,,J. Johnson makes free throw 1 of 2,42,34
189,2,4:09.0,G. Hill enters the game for C. Watson,,42,34
190,2,4:09.0,D. West enters the game for L. Scola,,42,34
191,2,4:09.0,,K. Garnett enters the game for M. Plumlee,42,34
192,2,4:09.0,,J. Johnson makes free throw 2 of 2,42,35
193,2,3:47.0,S. Hill misses 2-pt jump shot from 20 ft,,42,35
194,2,3:46.0,,Defensive rebound by J. Johnson,42,35
195,2,3:29.0,,S. Karasev makes 3-pt jump shot from 23 ft (assist by J. Johnson),42,38
196,2,3:07.0,S. Hill makes 3-pt jump shot from 23 ft (assist by D. West),,45,38
197,2,2:53.0,,J. Jack makes 2-pt layup from 1 ft (assist by D. Williams),45,40
198,2,2:33.0,G. Hill makes 3-pt jump shot from 23 ft (assist by D. West),,48,40
199,2,2:21.0,,D. Williams misses 2-pt jump shot from 17 ft,48,40
200,2,2:20.0,,Offensive rebound by S. Karasev,48,40
201,2,2:15.0,,D. Williams makes 2-pt layup from 2 ft (assist by S. Karasev),48,42
202,2,2:01.0,L. Allen misses 2-pt layup from 1 ft,,48,42
203,2,2:00.0,,Defensive rebound by Team,48,42
204,2,2:00.0,Indiana full timeout,,48,42
205,2,2:00.0,R. Hibbert enters the game for L. Allen,,48,42
206,2,2:00.0,C. Copeland enters the game for R. Stuckey,,48,42
207,2,1:52.0,,S. Karasev misses 2-pt jump shot from 6 ft,48,42
208,2,1:51.0,Defensive rebound by S. Hill,,48,42
209,2,1:35.0,Offensive foul by R. Hibbert (drawn by K. Garnett),,48,42
210,2,1:35.0,Turnover by R. Hibbert (offensive foul),,48,42
211,2,1:26.0,,Personal foul by C. Copeland (drawn by K. Garnett),48,42
212,2,1:26.0,,K. Garnett makes free throw 1 of 2,48,43
213,2,1:26.0,,K. Garnett makes free throw 2 of 2,48,44
214,2,1:16.0,Shooting foul by J. Johnson (drawn by D. West),,48,44
215,2,1:16.0,D. West makes free throw 1 of 2,,49,44
216,2,1:16.0,R. Stuckey enters the game for C. Copeland,,49,44
217,2,1:16.0,D. West makes free throw 2 of 2,,50,44
218,2,1:00.0,,J. Johnson misses 2-pt jump shot from 9 ft,50,44
219,2,0:59.0,Defensive rebound by G. Hill,,50,44
220,2,0:51.0,Turnover by R. Hibbert (lost ball; steal by J. Jack),,50,44
221,2,0:48.0,,S. Karasev makes 2-pt layup from 2 ft (assist by J. Jack),50,46
222,2,0:28.0,Turnover by G. Hill (lost ball),,50,46
223,2,0:28.0,L. Allen enters the game for R. Hibbert,,50,46
224,2,0:28.0,,Brooklyn full timeout,50,46
225,2,0:07.0,,D. Williams misses 2-pt layup from 2 ft,50,46
226,2,0:07.0,,Offensive rebound by Team,50,46
227,2,0:07.0,Loose ball foul by D. West (drawn by S. Karasev),,50,46
228,2,0:07.0,,S. Karasev misses free throw 1 of 2,50,46
229,2,0:07.0,,Offensive rebound by Team,50,46
230,2,0:07.0,,B. Lopez enters the game for K. Garnett,50,46
231,2,0:07.0,,A. Anderson enters the game for D. Williams,50,46
232,2,0:07.0,C. Copeland enters the game for S. Hill,,50,46
233,2,0:07.0,,S. Karasev makes free throw 2 of 2,50,47
234,2,0:07.0,Indiana full timeout,,50,47
235,2,0:07.0,,K. Garnett enters the game for B. Lopez,50,47
236,2,0:02.0,C. Copeland misses 2-pt layup from 2 ft,,50,47
237,2,0:00.0,,Defensive rebound by Team,50,47
238,3,11:40.0,,Shooting foul by S. Hill (drawn by J. Johnson),50,47
239,3,11:40.0,,J. Johnson makes free throw 1 of 2,50,48
240,3,11:40.0,,J. Johnson makes free throw 2 of 2,50,49
241,3,11:28.0,Personal foul by K. Garnett (drawn by D. West),,50,49
242,3,11:24.0,S. Hill misses 3-pt jump shot from 26 ft,,50,49
243,3,11:23.0,Offensive rebound by G. Hill,,50,49
244,3,11:14.0,R. Hibbert misses 2-pt hook shot from 6 ft,,50,49
245,3,11:13.0,,Defensive rebound by M. Plumlee,50,49
246,3,10:55.0,,K. Garnett makes 2-pt jump shot from 18 ft (assist by J. Johnson),50,51
247,3,10:36.0,D. West makes 2-pt layup from 1 ft (assist by G. Hill),,52,51
248,3,10:27.0,,Personal foul by S. Hill (drawn by J. Johnson),52,51
249,3,10:27.0,C. Copeland enters the game for S. Hill,,52,51
250,3,10:13.0,,Turnover by J. Jack (kicked ball),52,51
251,3,10:02.0,G. Hill makes 2-pt dunk at rim,,54,51
252,3,9:48.0,,J. Jack makes 2-pt jump shot from 19 ft,54,53
253,3,9:42.0,Personal foul by M. Plumlee (drawn by R. Hibbert),,54,53
254,3,9:27.0,R. Stuckey makes 2-pt jump shot from 9 ft (assist by C. Copeland),,56,53
255,3,9:19.0,,J. Johnson misses 3-pt jump shot from 23 ft,56,53
256,3,9:18.0,Defensive rebound by D. West,,56,53
257,3,9:11.0,Turnover by R. Hibbert (lost ball),,56,53
258,3,8:54.0,,M. Plumlee misses 2-pt layup from 2 ft (block by R. Hibbert),56,53
259,3,8:53.0,,Offensive rebound by Team,56,53
260,3,8:50.0,,J. Jack misses 2-pt jump shot from 16 ft,56,53
261,3,8:49.0,Defensive rebound by G. Hill,,56,53
262,3,8:42.0,Turnover by G. Hill (lost ball; steal by K. Garnett),,56,53
263,3,8:38.0,,S. Karasev makes 2-pt layup from 1 ft (assist by J. Johnson),56,55
264,3,8:25.0,G. Hill misses 3-pt jump shot from 23 ft (block by J. Jack),,56,55
265,3,8:24.0,Offensive rebound by Team,,56,55
266,3,8:13.0,G. Hill misses 3-pt jump shot from 25 ft,,56,55
267,3,8:12.0,,Defensive rebound by J. Jack,56,55
268,3,7:53.0,,K. Garnett misses 2-pt jump shot from 19 ft,56,55
269,3,7:52.0,Defensive rebound by R. Stuckey,,56,55
270,3,7:47.0,,Offensive charge foul by R. Stuckey (drawn by S. Karasev),56,55
271,3,7:47.0,Turnover by R. Stuckey (offensive foul),,56,55
272,3,7:36.0,,S. Karasev misses 3-pt jump shot from 25 ft,56,55
273,3,7:35.0,,Offensive rebound by M. Plumlee,56,55
274,3,7:25.0,,Turnover by J. Jack (lost ball),56,55
275,3,7:06.0,D. West makes 2-pt jump shot from 3 ft (assist by C. Copeland),,58,55
276,3,7:01.0,,Offensive foul by K. Garnett (drawn by G. Hill),58,55
277,3,7:01.0,,Turnover by K. Garnett (offensive foul),58,55
278,3,7:01.0,,B. Lopez enters the game for K. Garnett,58,55
279,3,6:44.0,D. West misses 2-pt jump shot from 17 ft,,58,55
280,3,6:43.0,Offensive rebound by R. Hibbert,,58,55
281,3,6:33.0,D. West makes 2-pt layup from 1 ft (assist by R. Hibbert),,60,55
282,3,6:17.0,,J. Jack makes 2-pt jump shot from 14 ft (assist by B. Lopez),60,57
283,3,5:53.0,R. Hibbert makes 2-pt jump shot from 18 ft (assist by G. Hill),,62,57
284,3,5:34.0,,M. Plumlee misses 2-pt hook shot from 7 ft,62,57
285,3,5:33.0,Defensive rebound by R. Hibbert,,62,57
286,3,5:29.0,Personal foul by B. Lopez (drawn by R. Hibbert),,62,57
287,3,5:29.0,,Brooklyn full timeout,62,57
288,3,5:29.0,C. Watson enters the game for G. Hill,,62,57
289,3,5:29.0,,M. Teletović enters the game for M. Plumlee,62,57
290,3,5:29.0,,D. Williams enters the game for S. Karasev,62,57
291,3,5:16.0,C. Watson makes 3-pt jump shot from 23 ft (assist by D. West),,65,57
292,3,5:00.0,,D. Williams misses 2-pt jump shot from 6 ft (block by R. Hibbert),65,57
293,3,4:59.0,Defensive rebound by C. Watson,,65,57
294,3,4:48.0,C. Copeland misses 3-pt jump shot from 23 ft,,65,57
295,3,4:47.0,,Defensive rebound by B. Lopez,65,57
296,3,4:35.0,,Turnover by B. Lopez (lost ball; steal by C. Watson),65,57
297,3,4:24.0,R. Stuckey misses 2-pt jump shot from 7 ft,,65,57
298,3,4:23.0,Offensive rebound by R. Stuckey,,65,57
299,3,4:22.0,R. Stuckey misses 2-pt layup from 2 ft,,65,57
300,3,4:21.0,Offensive rebound by Team,,65,57
301,3,4:17.0,D. West misses 2-pt jump shot from 11 ft,,65,57
302,3,4:16.0,,Defensive rebound by D. Williams,65,57
303,3,4:12.0,,Turnover by D. Williams (lost ball; steal by R. Stuckey),65,57
304,3,4:08.0,C. Copeland makes 2-pt dunk at rim (assist by R. Stuckey),,67,57
305,3,4:07.0,Violation by Team (jump ball),,67,57
306,3,3:56.0,,Personal foul by C. Copeland (drawn by B. Lopez),67,57
307,3,3:56.0,L. Allen enters the game for R. Hibbert,,67,57
308,3,3:41.0,,Turnover by Team (shot clock),67,57
309,3,3:29.0,D. West misses 2-pt jump shot from 8 ft,,67,57
310,3,3:27.0,,Defensive rebound by B. Lopez,67,57
311,3,3:22.0,,M. Teletović misses 2-pt layup from 2 ft,67,57
312,3,3:21.0,Defensive rebound by C. Watson,,67,57
313,3,3:17.0,Personal foul by D. Williams (drawn by R. Stuckey),,67,57
314,3,3:17.0,R. Stuckey makes free throw 1 of 2,,68,57
315,3,3:17.0,R. Stuckey makes free throw 2 of 2,,69,57
316,3,2:54.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by B. Lopez),69,60
317,3,2:45.0,Offensive foul by R. Stuckey (drawn by J. Jack),,69,60
318,3,2:45.0,Turnover by R. Stuckey (offensive foul),,69,60
319,3,2:45.0,Indiana full timeout,,69,60
320,3,2:31.0,,B. Lopez misses 2-pt hook shot from 10 ft,69,60
321,3,2:30.0,Defensive rebound by D. West,,69,60
322,3,2:15.0,D. West makes 2-pt jump shot from 18 ft (assist by R. Stuckey),,71,60
323,3,1:57.0,,Turnover by J. Jack (bad pass; steal by C. Copeland),71,60
324,3,1:39.0,D. West makes 2-pt jump shot from 18 ft (assist by R. Stuckey),,73,60
325,3,1:26.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by D. Williams),73,63
326,3,1:05.0,R. Stuckey makes 2-pt jump shot from 11 ft (assist by D. West),,75,63
327,3,0:56.0,,J. Johnson makes 2-pt jump shot from 6 ft,75,65
328,3,0:43.0,C. Watson makes 2-pt jump shot from 8 ft,,77,65
329,3,0:38.0,,Turnover by D. Williams (lost ball; steal by D. West),77,65
330,3,0:35.0,R. Stuckey makes 2-pt layup from 1 ft,,79,65
331,3,0:18.0,,Turnover by B. Lopez (traveling),79,65
332,3,0:18.0,,A. Anderson enters the game for M. Teletović,79,65
333,3,0:04.0,C. Copeland misses 3-pt jump shot from 25 ft,,79,65
334,3,0:02.0,Offensive rebound by L. Allen,,79,65
335,4,11:41.0,C. Copeland misses 3-pt jump shot from 25 ft,,79,65
336,4,11:40.0,,Defensive rebound by J. Jack,79,65
337,4,11:34.0,,Turnover by J. Jack (bad pass; steal by L. Allen),79,65
338,4,11:30.0,C. Watson makes 2-pt layup from 1 ft (assist by R. Stuckey),,81,65
339,4,11:01.0,,A. Anderson misses 3-pt jump shot from 23 ft,81,65
340,4,11:00.0,Defensive rebound by R. Stuckey,,81,65
341,4,10:56.0,Shooting foul by D. Williams (drawn by R. Stuckey),,81,65
342,4,10:56.0,R. Stuckey makes free throw 1 of 2,,82,65
343,4,10:56.0,R. Stuckey makes free throw 2 of 2,,83,65
344,4,10:47.0,,Turnover by D. Williams (bad pass; steal by R. Stuckey),83,65
345,4,10:46.0,Personal foul by D. Williams (drawn by R. Stuckey),,83,65
346,4,10:30.0,C. Copeland makes 3-pt jump shot from 22 ft (assist by R. Stuckey),,86,65
347,4,10:19.0,,Personal foul by L. Scola (drawn by M. Plumlee),86,65
348,4,10:19.0,,S. Karasev enters the game for D. Williams,86,65
349,4,10:19.0,,J. Johnson enters the game for J. Jordan,86,65
350,4,10:09.0,,M. Plumlee makes 2-pt dunk at rim,86,67
351,4,9:53.0,L. Allen makes 2-pt jump shot from 6 ft (assist by C. Watson),,88,67
352,4,9:37.0,,S. Karasev misses 2-pt jump shot from 13 ft,88,67
353,4,9:36.0,,Offensive rebound by S. Karasev,88,67
354,4,9:34.0,,S. Karasev makes 2-pt layup from 2 ft,88,69
355,4,9:14.0,R. Stuckey makes 3-pt jump shot from 23 ft (assist by C. Copeland),,91,69
356,4,9:03.0,,J. Jack makes 2-pt layup from 1 ft,91,71
357,4,8:48.0,C. Watson misses 2-pt jump shot from 19 ft,,91,71
358,4,8:47.0,,Defensive rebound by M. Plumlee,91,71
359,4,8:33.0,,Turnover by J. Johnson (lost ball; steal by R. Stuckey),91,71
360,4,8:27.0,L. Scola makes 2-pt layup from 2 ft (assist by C. Watson),,93,71
361,4,8:27.0,,Brooklyn full timeout,93,71
362,4,8:16.0,Loose ball foul by L. Scola (drawn by J. Johnson),,93,71
363,4,8:07.0,,J. Jack makes 3-pt jump shot from 23 ft (assist by J. Johnson),93,74
364,4,7:47.0,Personal foul by J. Jack (drawn by L. Allen),,93,74
365,4,7:37.0,L. Scola misses 2-pt jump shot from 15 ft,,93,74
366,4,7:36.0,,Defensive rebound by J. Jack,93,74
367,4,7:28.0,,Shooting foul by L. Scola (drawn by M. Plumlee),93,74
368,4,7:28.0,,M. Plumlee makes free throw 1 of 2,93,75
369,4,7:28.0,,M. Plumlee misses free throw 2 of 2,93,75
370,4,7:27.0,,Offensive rebound by Team,93,75
371,4,7:20.0,,Shooting foul by C. Copeland (drawn by J. Johnson),93,75
372,4,7:20.0,,J. Johnson makes free throw 1 of 2,93,76
373,4,7:20.0,,J. Johnson makes free throw 2 of 2,93,77
374,4,7:03.0,C. Watson misses 3-pt jump shot from 24 ft,,93,77
375,4,7:02.0,,Defensive rebound by J. Johnson,93,77
376,4,6:51.0,,Shooting foul by C. Copeland (drawn by M. Plumlee),93,77
377,4,6:51.0,Indiana full timeout,,93,77
378,4,6:51.0,D. West enters the game for L. Scola,,93,77
379,4,6:51.0,G. Hill enters the game for R. Stuckey,,93,77
380,4,6:51.0,,M. Plumlee misses free throw 1 of 2,93,77
381,4,6:51.0,,Offensive rebound by Team,93,77
382,4,6:51.0,,M. Plumlee makes free throw 2 of 2,93,78
383,4,6:34.0,Shooting foul by J. Johnson (drawn by D. West),,93,78
384,4,6:34.0,D. West misses free throw 1 of 2,,93,78
385,4,6:34.0,Offensive rebound by Team,,93,78
386,4,6:34.0,D. West makes free throw 2 of 2,,94,78
387,4,6:21.0,,A. Anderson makes 2-pt layup from 1 ft (assist by J. Jack),94,80
