,QUARTER,TIME_REMAINING,INDIANA_ACTION,ATLANTA_ACTION,INDIANA_SCORE,ATLANTA_SCORE
79,1,1:35.0,Defensive rebound by R. Hibbert,,13,22
80,1,1:16.0,R. Stuckey misses 3-pt jump shot from 25 ft,,13,22
81,1,1:14.0,,Defensive rebound by K. Bazemore,13,22
82,1,1:07.0,,P. Antić makes 3-pt jump shot from 25 ft (assist by K. Bazemore),13,25
83,1,0:52.0,Indiana full timeout,,13,25
84,1,0:52.0,,A. Horford enters the game for P. Antić,13,25
85,1,0:52.0,S. Hill enters the game for R. Stuckey,,13,25
86,1,0:47.0,C. Miles misses 2-pt jump shot from 6 ft (block by A. Horford),,13,25
87,1,0:44.0,,Defensive rebound by T. Sefolosha,13,25
88,1,0:41.0,,T. Sefolosha misses 2-pt layup from 2 ft (block by R. Hibbert),13,25
89,1,0:39.0,Defensive rebound by L. Allen,,13,25
90,1,0:21.0,C. Miles makes 2-pt jump shot from 20 ft (assist by R. Hibbert),,15,25
91,1,0:06.0,,S. Mack makes 2-pt jump shot from 7 ft,15,27
92,1,0:00.0,S. Hill makes 3-pt jump shot from 33 ft (assist by C. Miles),,18,27
93,2,11:39.0,D. Sloan misses 3-pt jump shot from 25 ft,,18,27
94,2,11:38.0,,Defensive rebound by M. Scott,18,27
95,2,11:33.0,,Turnover by M. Scott (lost ball; steal by D. Rudež),18,27
96,2,11:10.0,Turnover by D. Sloan (traveling),,18,27
97,2,10:56.0,,K. Bazemore misses 2-pt jump shot from 12 ft (block by L. Allen),18,27
98,2,10:54.0,Defensive rebound by I. Mahinmi,,18,27
99,2,10:34.0,Turnover by D. Sloan (bad pass; steal by M. Scott),,18,27
100,2,10:30.0,,Shooting foul by C. Copeland (drawn by M. Scott),18,27
101,2,10:30.0,,M. Scott makes free throw 1 of 2,18,28
102,2,10:30.0,,M. Scott misses free throw 2 of 2,18,28
103,2,10:29.0,Defensive rebound by L. Allen,,18,28
104,2,10:13.0,Personal foul by T. Sefolosha (drawn by C. Copeland),,18,28
105,2,10:00.0,Turnover by L. Allen (lost ball; steal by T. Sefolosha),,18,28
106,2,9:54.0,,T. Sefolosha misses 2-pt layup from 2 ft,18,28
107,2,9:52.0,,Offensive rebound by M. Scott,18,28
108,2,9:49.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by M. Scott),18,31
109,2,9:31.0,C. Copeland makes 3-pt jump shot from 25 ft (assist by D. Sloan),,21,31
110,2,9:18.0,,Shooting foul by C. Copeland (drawn by S. Mack),21,31
111,2,9:18.0,,S. Mack makes free throw 1 of 2,21,32
112,2,9:18.0,,S. Mack makes free throw 2 of 2,21,33
113,2,9:02.0,L. Allen makes 2-pt jump shot from 19 ft (assist by D. Rudež),,23,33
114,2,8:40.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by T. Sefolosha),23,35
115,2,8:13.0,C. Copeland misses 3-pt jump shot from 24 ft,,23,35
116,2,8:11.0,,Defensive rebound by M. Scott,23,35
117,2,8:06.0,,A. Horford makes 2-pt layup from 1 ft (assist by S. Mack),23,37
118,2,7:46.0,C. Copeland misses 3-pt jump shot from 25 ft,,23,37
119,2,7:45.0,,Defensive rebound by K. Bazemore,23,37
120,2,7:32.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by K. Bazemore),23,40
121,2,7:31.0,Indiana full timeout,,23,40
122,2,7:31.0,,J. Teague enters the game for K. Bazemore,23,40
123,2,7:31.0,,D. Carroll enters the game for T. Sefolosha,23,40
124,2,7:31.0,,K. Korver enters the game for S. Mack,23,40
125,2,7:15.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by C. Copeland),,25,40
126,2,7:15.0,Shooting foul by M. Scott (drawn by I. Mahinmi),,25,40
127,2,7:15.0,,P. Antić enters the game for A. Horford,25,40
128,2,7:15.0,I. Mahinmi makes free throw 1 of 1,,26,40
129,2,7:00.0,,D. Carroll makes 2-pt jump shot from 14 ft (assist by K. Korver),26,42
130,2,6:34.0,L. Allen misses 2-pt jump shot from 10 ft,,26,42
131,2,6:34.0,,Defensive rebound by Team,26,42
132,2,6:34.0,,Personal foul by L. Allen (drawn by P. Antić),26,42
133,2,6:34.0,,P. Millsap enters the game for M. Scott,26,42
134,2,6:21.0,,D. Carroll misses 3-pt jump shot from 23 ft,26,42
135,2,6:18.0,Defensive rebound by D. Sloan,,26,42
136,2,6:15.0,C. Copeland makes 2-pt layup from 1 ft,,28,42
137,2,6:15.0,Shooting foul by J. Teague (drawn by C. Copeland),,28,42
138,2,6:15.0,C. Copeland misses free throw 1 of 1,,28,42
139,2,6:15.0,,Defensive rebound by D. Carroll,28,42
140,2,6:02.0,,K. Korver misses 2-pt jump shot from 17 ft,28,42
141,2,6:00.0,Defensive rebound by L. Allen,,28,42
142,2,5:51.0,C. Copeland misses 2-pt jump shot from 8 ft,,28,42
143,2,5:50.0,,Defensive rebound by J. Teague,28,42
144,2,5:35.0,,J. Teague misses 2-pt layup from 2 ft,28,42
145,2,5:34.0,Defensive rebound by L. Allen,,28,42
146,2,5:21.0,C. Copeland misses 2-pt layup from 1 ft,,28,42
147,2,5:19.0,Offensive rebound by L. Allen,,28,42
148,2,5:19.0,L. Allen makes 2-pt tip-in at rim,,30,42
149,2,5:10.0,,Atlanta full timeout,30,42
150,2,5:01.0,,P. Antić makes 2-pt jump shot from 21 ft (assist by K. Korver),30,44
151,2,5:01.0,,Shooting foul by L. Allen (drawn by P. Antić),30,44
152,2,5:01.0,,P. Antić makes free throw 1 of 1,30,45
153,2,4:52.0,Personal foul by K. Korver (drawn by D. Rudež),,30,45
154,2,4:47.0,L. Allen makes 2-pt jump shot from 20 ft (assist by D. Sloan),,32,45
155,2,4:34.0,,Personal foul by D. Rudež (drawn by P. Antić),32,45
156,2,4:34.0,,P. Antić makes free throw 1 of 2,32,46
157,2,4:34.0,R. Hibbert enters the game for I. Mahinmi,,32,46
158,2,4:34.0,S. Hill enters the game for D. Rudež,,32,46
159,2,4:34.0,,P. Antić misses free throw 2 of 2,32,46
160,2,4:32.0,Defensive rebound by R. Hibbert,,32,46
161,2,4:10.0,D. Sloan misses 2-pt jump shot from 18 ft (block by J. Teague),,32,46
162,2,4:08.0,,Defensive rebound by K. Korver,32,46
163,2,4:04.0,,P. Millsap makes 2-pt layup from 1 ft (assist by J. Teague),32,48
164,2,3:48.0,Turnover by C. Copeland (lost ball; steal by P. Millsap),,32,48
165,2,3:42.0,,Turnover by K. Korver (traveling),32,48
166,2,3:28.0,R. Hibbert makes 2-pt dunk at rim (assist by L. Allen),,34,48
167,2,3:07.0,,P. Antić misses 3-pt jump shot from 23 ft,34,48
168,2,3:05.0,Defensive rebound by S. Hill,,34,48
169,2,2:51.0,R. Hibbert makes 2-pt jump shot from 11 ft (assist by D. Sloan),,36,48
170,2,2:40.0,,J. Teague misses 2-pt layup from 1 ft,36,48
171,2,2:38.0,Defensive rebound by R. Hibbert,,36,48
172,2,2:32.0,C. Copeland makes 3-pt jump shot from 23 ft (assist by D. Sloan),,39,48
173,2,2:31.0,,Atlanta full timeout,39,48
174,2,2:31.0,Official timeout,,39,48
175,2,2:10.0,,A. Horford enters the game for P. Antić,39,48
176,2,2:10.0,,Turnover by A. Horford (lost ball),39,48
177,2,1:55.0,Turnover by L. Allen (bad pass; steal by K. Korver),,39,48
178,2,1:51.0,,Turnover by P. Millsap (bad pass; steal by D. Sloan),39,48
179,2,1:35.0,C. Copeland misses 2-pt hook shot from 4 ft,,39,48
180,2,1:33.0,Offensive rebound by Team,,39,48
181,2,1:32.0,Personal foul by K. Korver (drawn by S. Hill),,39,48
182,2,1:32.0,S. Hill makes free throw 1 of 2,,40,48
183,2,1:32.0,S. Hill makes free throw 2 of 2,,41,48
184,2,1:16.0,,A. Horford misses 2-pt jump shot from 13 ft,41,48
185,2,1:13.0,Defensive rebound by C. Copeland,,41,48
186,2,1:00.0,R. Hibbert misses 2-pt jump shot from 12 ft,,41,48
187,2,1:00.0,,Defensive rebound by Team,41,48
188,2,1:00.0,Loose ball foul by L. Allen (drawn by P. Millsap),,41,48
189,2,1:00.0,,P. Millsap makes free throw 1 of 2,41,49
190,2,1:00.0,L. Scola enters the game for L. Allen,,41,49
191,2,1:00.0,,P. Millsap misses free throw 2 of 2,41,49
192,2,0:59.0,Defensive rebound by L. Scola,,41,49
193,2,0:46.0,C. Copeland makes 3-pt jump shot from 25 ft (assist by D. Sloan),,44,49
194,2,0:31.0,,Shooting foul by L. Scola (drawn by J. Teague),44,49
195,2,0:31.0,,J. Teague makes free throw 1 of 2,44,50
196,2,0:31.0,,K. Bazemore enters the game for K. Korver,44,50
197,2,0:31.0,,J. Teague makes free throw 2 of 2,44,51
198,2,0:09.0,D. Sloan misses 2-pt layup from 1 ft,,44,51
199,2,0:08.0,,Defensive rebound by P. Millsap,44,51
200,2,0:04.0,,J. Teague misses 3-pt jump shot from 24 ft,44,51
201,2,0:02.0,,Offensive rebound by K. Bazemore,44,51
202,2,0:02.0,,K. Bazemore misses 2-pt layup at rim,44,51
203,2,0:01.0,Defensive rebound by R. Hibbert,,44,51
204,3,11:39.0,C. Miles misses 3-pt jump shot from 26 ft,,44,51
205,3,11:38.0,,Defensive rebound by J. Teague,44,51
206,3,11:31.0,,Personal foul by R. Hibbert (drawn by A. Horford),44,51
207,3,11:17.0,,D. Carroll misses 2-pt jump shot from 6 ft (block by R. Hibbert),44,51
208,3,11:15.0,Defensive rebound by R. Hibbert,,44,51
209,3,11:08.0,C. Miles misses 2-pt jump shot from 6 ft,,44,51
210,3,11:06.0,,Defensive rebound by J. Teague,44,51
211,3,10:58.0,,J. Teague makes 2-pt layup from 2 ft,44,53
212,3,10:33.0,D. Sloan misses 3-pt jump shot from 25 ft,,44,53
213,3,10:33.0,Offensive rebound by L. Scola,,44,53
214,3,10:33.0,L. Scola makes 2-pt layup from 1 ft,,46,53
215,3,10:33.0,Shooting foul by P. Millsap (drawn by L. Scola),,46,53
216,3,10:33.0,L. Scola makes free throw 1 of 1,,47,53
217,3,10:14.0,,A. Horford makes 2-pt jump shot from 16 ft (assist by K. Korver),47,55
218,3,9:59.0,C. Miles misses 3-pt jump shot from 23 ft,,47,55
219,3,9:58.0,,Defensive rebound by A. Horford,47,55
220,3,9:54.0,,Turnover by A. Horford (bad pass; steal by L. Scola),47,55
221,3,9:46.0,D. Sloan misses 2-pt layup from 1 ft (block by A. Horford),,47,55
222,3,9:44.0,,Defensive rebound by J. Teague,47,55
223,3,9:39.0,,A. Horford makes 2-pt layup at rim (assist by D. Carroll),47,57
224,3,9:23.0,L. Scola misses 2-pt jump shot from 17 ft,,47,57
225,3,9:20.0,,Defensive rebound by D. Carroll,47,57
226,3,9:05.0,,Turnover by A. Horford (lost ball; steal by S. Hill),47,57
227,3,9:02.0,Turnover by C. Miles (bad pass; steal by J. Teague),,47,57
228,3,8:58.0,,A. Horford makes 2-pt dunk at rim (assist by J. Teague),47,59
229,3,8:41.0,R. Hibbert misses 2-pt jump shot from 18 ft,,47,59
230,3,8:37.0,,Defensive rebound by D. Carroll,47,59
231,3,8:28.0,,Turnover by J. Teague (bad pass),47,59
232,3,8:08.0,S. Hill makes 2-pt jump shot from 8 ft,,49,59
233,3,7:49.0,,Personal foul by L. Scola (drawn by P. Millsap),49,59
234,3,7:42.0,,K. Korver makes 2-pt jump shot from 15 ft,49,61
235,3,7:21.0,Turnover by R. Hibbert (lost ball; steal by J. Teague),,49,61
236,3,7:16.0,,D. Carroll makes 2-pt layup at rim (assist by J. Teague),49,63
237,3,6:56.0,C. Miles misses 3-pt jump shot from 25 ft,,49,63
238,3,6:55.0,Offensive rebound by Team,,49,63
239,3,6:55.0,,Loose ball foul by K. Korver (drawn by L. Scola),49,63
240,3,6:55.0,,P. Antić enters the game for A. Horford,49,63
241,3,6:43.0,C. Miles makes 3-pt jump shot from 23 ft (assist by D. Sloan),,52,63
242,3,6:37.0,,K. Korver misses 3-pt jump shot from 25 ft,52,63
243,3,6:36.0,Defensive rebound by R. Hibbert,,52,63
244,3,6:22.0,Personal foul by K. Korver (drawn by S. Hill),,52,63
245,3,6:22.0,,K. Bazemore enters the game for K. Korver,52,63
246,3,6:22.0,C. Copeland enters the game for C. Miles,,52,63
247,3,6:12.0,D. Sloan misses 3-pt jump shot from 25 ft,,52,63
248,3,6:11.0,,Defensive rebound by D. Carroll,52,63
249,3,5:54.0,,J. Teague misses 2-pt layup at rim,52,63
250,3,5:53.0,Defensive rebound by R. Hibbert,,52,63
251,3,5:36.0,D. Sloan misses 2-pt jump shot from 17 ft,,52,63
252,3,5:36.0,,Defensive rebound by Team,52,63
253,3,5:36.0,,Atlanta full timeout,52,63
254,3,5:36.0,C. Miles enters the game for S. Hill,,52,63
255,3,5:23.0,,P. Millsap misses 2-pt jump shot from 11 ft,52,63
256,3,5:21.0,Defensive rebound by L. Scola,,52,63
257,3,5:11.0,Personal foul by K. Bazemore (drawn by C. Copeland),,52,63
258,3,4:59.0,C. Miles misses 2-pt jump shot from 8 ft,,52,63
259,3,4:58.0,,Defensive rebound by P. Antić,52,63
260,3,4:50.0,,Personal foul by L. Scola (drawn by P. Millsap),52,63
261,3,4:41.0,,Turnover by K. Bazemore (traveling),52,63
262,3,4:33.0,Personal foul by P. Antić (drawn by R. Hibbert),,52,63
263,3,4:33.0,R. Hibbert makes free throw 1 of 2,,53,63
264,3,4:33.0,R. Hibbert makes free throw 2 of 2,,54,63
265,3,4:17.0,,P. Antić misses 3-pt jump shot from 25 ft,54,63
266,3,4:16.0,Defensive rebound by L. Scola,,54,63
267,3,4:11.0,Shooting foul by P. Millsap (drawn by C. Miles),,54,63
268,3,4:11.0,C. Miles makes free throw 1 of 2,,55,63
269,3,4:11.0,,S. Mack enters the game for J. Teague,55,63
270,3,4:11.0,C. Miles makes free throw 2 of 2,,56,63
271,3,3:57.0,,P. Millsap misses 2-pt jump shot from 18 ft,56,63
272,3,3:56.0,Defensive rebound by D. Sloan,,56,63
273,3,3:45.0,Turnover by L. Scola (lost ball; steal by P. Millsap),,56,63
274,3,3:28.0,,P. Millsap makes 2-pt layup from 2 ft (assist by S. Mack),56,65
275,3,3:12.0,C. Miles makes 3-pt jump shot from 25 ft (assist by C. Copeland),,59,65
276,3,2:56.0,,D. Carroll makes 2-pt jump shot from 6 ft (assist by P. Millsap),59,67
277,3,2:30.0,L. Scola misses 2-pt jump shot from 10 ft,,59,67
278,3,2:29.0,,Defensive rebound by P. Millsap,59,67
279,3,2:10.0,,S. Mack makes 2-pt jump shot from 10 ft,59,69
280,3,2:01.0,Indiana full timeout,,59,69
281,3,2:01.0,,T. Sefolosha enters the game for D. Carroll,59,69
282,3,2:01.0,,M. Scott enters the game for P. Millsap,59,69
283,3,2:01.0,D. Rudež enters the game for C. Miles,,59,69
284,3,2:01.0,S. Hill enters the game for D. Sloan,,59,69
285,3,1:48.0,Personal foul by T. Sefolosha (drawn by C. Copeland),,59,69
286,3,1:48.0,C. Copeland makes free throw 1 of 2,,60,69
287,3,1:48.0,C. Copeland misses free throw 2 of 2,,60,69
288,3,1:47.0,,Defensive rebound by T. Sefolosha,60,69
289,3,1:40.0,,Shooting foul by R. Hibbert (drawn by T. Sefolosha),60,69
290,3,1:40.0,,T. Sefolosha misses free throw 1 of 2,60,69
291,3,1:40.0,,Offensive rebound by Team,60,69
292,3,1:40.0,,A. Horford enters the game for P. Antić,60,69
293,3,1:40.0,L. Allen enters the game for L. Scola,,60,69
294,3,1:40.0,,T. Sefolosha makes free throw 2 of 2,60,70
295,3,1:17.0,R. Hibbert misses 2-pt hook shot from 9 ft,,60,70
296,3,1:16.0,Offensive rebound by S. Hill,,60,70
297,3,1:16.0,S. Hill misses 2-pt tip-in from 1 ft,,60,70
298,3,1:13.0,Offensive rebound by S. Hill,,60,70
299,3,1:03.0,S. Hill misses 3-pt jump shot from 25 ft,,60,70
300,3,1:01.0,,Defensive rebound by T. Sefolosha,60,70
301,3,0:49.0,,A. Horford misses 2-pt jump shot from 10 ft,60,70
302,3,0:47.0,Defensive rebound by S. Hill,,60,70
303,3,0:32.0,,Violation by T. Sefolosha (kicked ball),60,70
304,3,0:22.0,D. Rudež misses 3-pt jump shot from 23 ft,,60,70
305,3,0:19.0,Offensive rebound by L. Allen,,60,70
306,3,0:05.0,C. Copeland makes 3-pt jump shot from 25 ft (assist by S. Hill),,63,70
307,3,0:00.0,,S. Mack misses 3-pt jump shot from 25 ft,63,70
308,3,0:00.0,,Offensive rebound by Team,63,70
309,4,11:47.0,,Shooting foul by D. Rudež (drawn by K. Korver),63,70
310,4,11:47.0,,K. Korver misses free throw 1 of 2,63,70
311,4,11:47.0,,Offensive rebound by Team,63,70
312,4,11:47.0,,K. Korver makes free throw 2 of 2,63,71
313,4,11:32.0,D. Rudež misses 3-pt jump shot from 24 ft,,63,71
314,4,11:30.0,,Defensive rebound by T. Sefolosha,63,71
315,4,11:23.0,,T. Sefolosha makes 2-pt layup at rim (assist by K. Korver),63,73
316,4,11:02.0,C. Copeland misses 3-pt jump shot from 25 ft,,63,73
317,4,10:59.0,Offensive rebound by Team,,63,73
318,4,10:46.0,,Violation by A. Horford (def goaltending),63,73
319,4,10:46.0,I. Mahinmi makes 2-pt hook shot from 1 ft (assist by L. Allen),,65,73
320,4,10:35.0,,A. Horford makes 2-pt jump shot from 19 ft (assist by S. Mack),65,75
321,4,10:28.0,Turnover by S. Hill (offensive foul),,65,75
322,4,10:28.0,,Offensive charge foul by S. Hill (drawn by S. Mack),65,75
323,4,10:28.0,D. Sloan enters the game for D. Rudež,,65,75
324,4,10:17.0,,A. Horford misses 2-pt jump shot from 17 ft,65,75
325,4,10:15.0,Defensive rebound by D. Sloan,,65,75
326,4,9:56.0,L. Allen misses 2-pt jump shot from 21 ft,,65,75
327,4,9:55.0,,Defensive rebound by A. Horford,65,75
328,4,9:53.0,,Clear path foul by L. Allen,65,75
329,4,9:53.0,,M. Scott makes clear path free throw 1 of 2,65,76
330,4,9:53.0,,M. Scott misses clear path free throw 2 of 2,65,76
331,4,9:53.0,,Offensive rebound by Team,65,76
332,4,9:44.0,,A. Horford makes 2-pt layup from 1 ft (assist by S. Mack),65,78
333,4,9:28.0,L. Allen misses 2-pt jump shot from 20 ft,,65,78
334,4,9:27.0,,Defensive rebound by K. Korver,65,78
335,4,9:09.0,,S. Mack misses 3-pt jump shot from 26 ft,65,78
336,4,9:07.0,Defensive rebound by C. Copeland,,65,78
337,4,8:43.0,D. Sloan makes 2-pt jump shot from 12 ft,,67,78
338,4,8:43.0,Shooting foul by T. Sefolosha (drawn by D. Sloan),,67,78
339,4,8:43.0,Official timeout,,67,78
340,4,8:43.0,D. Sloan makes free throw 1 of 1,,68,78
341,4,8:25.0,,A. Horford misses 3-pt jump shot from 23 ft,68,78
342,4,8:23.0,Defensive rebound by C. Copeland,,68,78
343,4,8:07.0,S. Hill makes 3-pt jump shot from 25 ft (assist by L. Allen),,71,78
344,4,7:52.0,,Shooting foul by L. Allen (drawn by A. Horford),71,78
345,4,7:52.0,,A. Horford makes free throw 1 of 2,71,79
346,4,7:52.0,,P. Millsap enters the game for T. Sefolosha,71,79
347,4,7:52.0,,D. Carroll enters the game for S. Mack,71,79
348,4,7:52.0,,J. Teague enters the game for M. Scott,71,79
349,4,7:52.0,,A. Horford makes free throw 2 of 2,71,80
350,4,7:33.0,Turnover by S. Hill (traveling),,71,80
351,4,7:33.0,,P. Antić enters the game for A. Horford,71,80
352,4,7:23.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by J. Teague),71,83
353,4,7:05.0,L. Allen misses 2-pt jump shot from 19 ft,,71,83
354,4,7:03.0,,Defensive rebound by D. Carroll,71,83
355,4,6:46.0,,J. Teague misses 2-pt layup from 2 ft (block by C. Copeland),71,83
356,4,6:44.0,Defensive rebound by C. Copeland,,71,83
357,4,6:37.0,D. Sloan makes 3-pt jump shot from 24 ft (assist by S. Hill),,74,83
358,4,6:28.0,,Atlanta full timeout,74,83
359,4,6:28.0,L. Scola enters the game for L. Allen,,74,83
360,4,6:28.0,R. Hibbert enters the game for I. Mahinmi,,74,83
361,4,6:18.0,,Turnover by P. Antić (traveling),74,83
362,4,6:06.0,C. Copeland makes 3-pt jump shot from 25 ft (assist by S. Hill),,77,83
363,4,5:49.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by P. Antić),77,86
364,4,5:34.0,,Offensive charge foul by C. Copeland (drawn by K. Korver),77,86
365,4,5:34.0,Turnover by C. Copeland (offensive foul),,77,86
366,4,5:22.0,,P. Millsap misses 3-pt jump shot from 25 ft,77,86
367,4,5:20.0,Defensive rebound by L. Scola,,77,86
368,4,5:04.0,Shooting foul by P. Antić (drawn by R. Hibbert),,77,86
369,4,5:04.0,R. Hibbert makes free throw 1 of 2,,78,86
370,4,5:04.0,R. Hibbert makes free throw 2 of 2,,79,86
371,4,4:53.0,,J. Teague makes 2-pt dunk at rim (assist by P. Antić),79,88
372,4,4:29.0,Turnover by L. Scola (lost ball; steal by J. Teague),,79,88
373,4,4:26.0,,Personal foul by D. Sloan (drawn by J. Teague),79,88
374,4,4:16.0,,D. Carroll misses 2-pt jump shot from 22 ft,79,88
375,4,4:14.0,Defensive rebound by R. Hibbert,,79,88
376,4,4:02.0,L. Scola makes 2-pt jump shot from 16 ft (assist by C. Copeland),,81,88
377,4,3:50.0,,Personal foul by L. Scola (drawn by P. Millsap),81,88
378,4,3:50.0,,P. Millsap misses free throw 1 of 2,81,88
379,4,3:50.0,,Offensive rebound by Team,81,88
380,4,3:50.0,,A. Horford enters the game for P. Antić,81,88
381,4,3:50.0,,P. Millsap makes free throw 2 of 2,81,89
382,4,3:30.0,Turnover by C. Copeland (traveling),,81,89
383,4,3:26.0,Offensive charge foul by D. Carroll (drawn by L. Scola),,81,89
384,4,3:26.0,,Turnover by D. Carroll (offensive foul),81,89
385,4,3:12.0,D. Sloan misses 3-pt jump shot from 25 ft,,81,89
