,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,WASHINGTON_ACTION,LA CLIPPERS_SCORE,WASHINGTON_SCORE
34,1,7:11.0,,B. Beal misses 2-pt jump shot from 15 ft,9,12
35,1,7:10.0,Defensive rebound by M. Barnes,,9,12
36,1,7:05.0,Offensive foul by M. Barnes (drawn by B. Beal),,9,12
37,1,7:05.0,Turnover by M. Barnes (offensive foul),,9,12
38,1,6:49.0,,B. Beal misses 3-pt jump shot from 26 ft,9,12
39,1,6:48.0,,Offensive rebound by P. Pierce,9,12
40,1,6:44.0,,M. Gortat makes 2-pt dunk at rim (assist by P. Pierce),9,14
41,1,6:16.0,C. Paul misses 3-pt jump shot from 28 ft,,9,14
42,1,6:15.0,Offensive rebound by C. Paul,,9,14
43,1,6:07.0,B. Griffin misses 2-pt jump shot from 17 ft,,9,14
44,1,6:06.0,,Defensive rebound by Team,9,14
45,1,6:06.0,Loose ball foul by D. Jordan (drawn by M. Gortat),,9,14
46,1,6:06.0,S. Hawes enters the game for D. Jordan,,9,14
47,1,5:56.0,,K. Humphries misses 2-pt jump shot from 14 ft,9,14
48,1,5:55.0,Defensive rebound by C. Paul,,9,14
49,1,5:49.0,B. Griffin misses 2-pt jump shot from 3 ft (block by M. Gortat),,9,14
50,1,5:44.0,,Defensive rebound by B. Beal,9,14
51,1,5:41.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),9,17
52,1,5:32.0,Shooting foul by M. Gortat (drawn by B. Griffin),,9,17
53,1,5:32.0,B. Griffin misses free throw 1 of 2,,9,17
54,1,5:32.0,Offensive rebound by Team,,9,17
55,1,5:32.0,J. Crawford enters the game for J. Redick,,9,17
56,1,5:32.0,,N. Hilário enters the game for M. Gortat,9,17
57,1,5:32.0,B. Griffin makes free throw 2 of 2,,10,17
58,1,5:22.0,,J. Wall makes 2-pt layup from 1 ft,10,19
59,1,5:10.0,Shooting foul by P. Pierce (drawn by S. Hawes),,10,19
60,1,5:10.0,S. Hawes misses free throw 1 of 2,,10,19
61,1,5:10.0,Offensive rebound by Team,,10,19
62,1,5:10.0,S. Hawes makes free throw 2 of 2,,11,19
63,1,4:46.0,,J. Wall makes 3-pt jump shot from 27 ft,11,22
64,1,4:26.0,Turnover by C. Paul (bad pass; steal by B. Beal),,11,22
65,1,4:21.0,,Turnover by J. Wall (lost ball),11,22
66,1,4:12.0,LA Clippers full timeout,,11,22
67,1,4:00.0,B. Griffin makes 2-pt jump shot from 19 ft,,13,22
68,1,3:43.0,,Shooting foul by S. Hawes (drawn by N. Hilário),13,22
69,1,3:43.0,,N. Hilário misses free throw 1 of 2,13,22
70,1,3:43.0,,Offensive rebound by Team,13,22
71,1,3:43.0,,N. Hilário makes free throw 2 of 2,13,23
72,1,3:27.0,,R. Butler enters the game for P. Pierce,13,23
73,1,3:21.0,B. Griffin misses 2-pt jump shot from 20 ft,,13,23
74,1,3:20.0,,Defensive rebound by R. Butler,13,23
75,1,3:13.0,,B. Beal misses 3-pt jump shot from 24 ft,13,23
76,1,3:12.0,,Offensive rebound by Team,13,23
77,1,3:12.0,H. Türkoğlu enters the game for M. Barnes,,13,23
78,1,3:12.0,,Washington full timeout,13,23
79,1,3:08.0,,Personal foul by J. Crawford (drawn by K. Humphries),13,23
80,1,3:08.0,,K. Humphries makes free throw 1 of 2,13,24
81,1,3:08.0,,K. Humphries makes free throw 2 of 2,13,25
82,1,2:54.0,Personal foul by N. Hilário (drawn by B. Griffin),,13,25
83,1,2:43.0,B. Griffin makes 2-pt layup at rim,,15,25
84,1,2:29.0,,Turnover by N. Hilário (lost ball),15,25
85,1,2:20.0,Turnover by C. Paul (lost ball),,15,25
86,1,2:10.0,,N. Hilário misses 2-pt layup from 1 ft (block by S. Hawes),15,25
87,1,2:08.0,Defensive rebound by J. Crawford,,15,25
88,1,2:02.0,Personal foul by J. Wall (drawn by J. Crawford),,15,25
89,1,2:02.0,J. Crawford makes free throw 1 of 2,,16,25
90,1,2:02.0,J. Farmar enters the game for C. Paul,,16,25
91,1,2:02.0,J. Crawford misses free throw 2 of 2,,16,25
92,1,2:02.0,,Defensive rebound by K. Humphries,16,25
93,1,1:50.0,,N. Hilário misses 2-pt jump shot from 14 ft,16,25
94,1,1:49.0,,Offensive rebound by N. Hilário,16,25
95,1,1:45.0,,K. Humphries misses 2-pt layup at rim,16,25
96,1,1:44.0,Defensive rebound by H. Türkoğlu,,16,25
97,1,1:29.0,J. Crawford misses 3-pt jump shot from 24 ft,,16,25
98,1,1:28.0,,Defensive rebound by K. Humphries,16,25
99,1,1:19.0,,J. Wall makes 2-pt jump shot from 16 ft,16,27
100,1,1:07.0,Shooting foul by B. Beal (drawn by J. Crawford),,16,27
101,1,1:07.0,J. Crawford makes free throw 1 of 3,,17,27
102,1,1:07.0,J. Crawford makes free throw 2 of 3,,18,27
103,1,1:07.0,G. Davis enters the game for B. Griffin,,18,27
104,1,1:07.0,,A. Miller enters the game for J. Wall,18,27
105,1,1:07.0,,O. Porter enters the game for B. Beal,18,27
106,1,1:07.0,,K. Séraphin enters the game for K. Humphries,18,27
107,1,1:07.0,J. Crawford makes free throw 3 of 3,,19,27
108,1,0:51.0,,R. Butler makes 3-pt jump shot from 25 ft (assist by A. Miller),19,30
109,1,0:36.0,Shooting foul by R. Butler (drawn by J. Crawford),,19,30
110,1,0:36.0,J. Crawford makes free throw 1 of 2,,20,30
111,1,0:36.0,J. Crawford makes free throw 2 of 2,,21,30
112,1,0:20.0,,O. Porter misses 2-pt jump shot from 16 ft,21,30
113,1,0:19.0,Defensive rebound by J. Crawford,,21,30
114,1,0:08.0,LA Clippers full timeout,,21,30
115,1,0:08.0,J. Redick enters the game for S. Hawes,,21,30
116,1,0:08.0,,G. Temple enters the game for A. Miller,21,30
117,1,0:01.0,J. Crawford misses 2-pt jump shot from 18 ft,,21,30
118,1,0:00.0,,Defensive rebound by O. Porter,21,30
119,2,11:41.0,G. Davis misses 2-pt jump shot from 17 ft,,21,30
120,2,11:40.0,Offensive rebound by H. Türkoğlu,,21,30
121,2,11:31.0,J. Farmar misses 3-pt jump shot from 26 ft,,21,30
122,2,11:30.0,,Defensive rebound by O. Porter,21,30
123,2,11:05.0,,K. Séraphin misses 2-pt jump shot from 16 ft,21,30
124,2,11:04.0,Defensive rebound by Team,,21,30
125,2,10:54.0,J. Farmar makes 2-pt jump shot from 21 ft,,23,30
126,2,10:30.0,,K. Séraphin misses 2-pt jump shot from 13 ft,23,30
127,2,10:29.0,Defensive rebound by G. Davis,,23,30
128,2,10:16.0,G. Davis misses 2-pt jump shot from 15 ft,,23,30
129,2,10:15.0,,Defensive rebound by K. Séraphin,23,30
130,2,10:02.0,,Turnover by O. Porter (lost ball; steal by D. Jordan),23,30
131,2,9:53.0,J. Crawford misses 3-pt jump shot from 25 ft,,23,30
132,2,9:51.0,,Defensive rebound by K. Séraphin,23,30
133,2,9:34.0,,Shooting foul by J. Farmar (drawn by A. Miller),23,30
134,2,9:34.0,,A. Miller makes free throw 1 of 2,23,31
135,2,9:34.0,,A. Miller makes free throw 2 of 2,23,32
136,2,9:22.0,J. Crawford misses 2-pt jump shot from 15 ft,,23,32
137,2,9:21.0,,Defensive rebound by K. Séraphin,23,32
138,2,9:15.0,,N. Hilário makes 2-pt dunk at rim (assist by A. Miller),23,34
139,2,8:59.0,Offensive foul by G. Davis (drawn by N. Hilário),,23,34
140,2,8:59.0,Turnover by G. Davis (offensive foul),,23,34
141,2,8:59.0,Official timeout,,23,34
142,2,8:59.0,J. Redick enters the game for H. Türkoğlu,,23,34
143,2,8:59.0,B. Griffin enters the game for G. Davis,,23,34
144,2,8:37.0,,N. Hilário misses 2-pt layup from 1 ft,23,34
145,2,8:36.0,,Offensive rebound by Team,23,34
146,2,8:19.0,,K. Séraphin makes 2-pt hook shot from 8 ft,23,36
147,2,8:04.0,J. Redick misses 2-pt jump shot from 7 ft (block by O. Porter),,23,36
148,2,8:03.0,,Defensive rebound by O. Porter,23,36
149,2,8:02.0,,Offensive foul by A. Miller (drawn by B. Griffin),23,36
150,2,8:02.0,,Turnover by A. Miller (offensive foul),23,36
151,2,8:02.0,C. Paul enters the game for J. Farmar,,23,36
152,2,7:51.0,J. Redick misses 2-pt jump shot from 16 ft,,23,36
153,2,7:50.0,,Defensive rebound by K. Séraphin,23,36
154,2,7:43.0,,Personal foul by B. Griffin (drawn by N. Hilário),23,36
155,2,7:26.0,,R. Butler misses 2-pt jump shot from 7 ft,23,36
156,2,7:25.0,,Offensive rebound by K. Séraphin,23,36
157,2,7:17.0,,K. Séraphin misses 2-pt jump shot from 8 ft,23,36
158,2,7:16.0,,Offensive rebound by O. Porter,23,36
159,2,7:14.0,,O. Porter makes 2-pt jump shot from 6 ft,23,38
160,2,6:58.0,C. Paul makes 2-pt jump shot from 13 ft,,25,38
161,2,6:43.0,,K. Séraphin makes 2-pt jump shot from 16 ft (assist by A. Miller),25,40
162,2,6:22.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,27,40
163,2,6:22.0,Shooting foul by A. Miller (drawn by D. Jordan),,27,40
164,2,6:22.0,M. Barnes enters the game for J. Crawford,,27,40
165,2,6:22.0,,K. Humphries enters the game for N. Hilário,27,40
166,2,6:22.0,,J. Wall enters the game for A. Miller,27,40
167,2,6:22.0,,B. Beal enters the game for O. Porter,27,40
168,2,6:22.0,D. Jordan makes free throw 1 of 1,,28,40
169,2,6:11.0,,Offensive foul by B. Beal (drawn by J. Redick),28,40
170,2,6:11.0,,Turnover by B. Beal (offensive foul),28,40
171,2,6:01.0,J. Redick makes 2-pt jump shot from 21 ft (assist by C. Paul),,30,40
172,2,5:47.0,,B. Beal makes 2-pt jump shot from 20 ft,30,42
173,2,5:26.0,C. Paul makes 2-pt jump shot from 14 ft,,32,42
174,2,5:04.0,,K. Séraphin misses 2-pt jump shot from 19 ft,32,42
175,2,5:03.0,Defensive rebound by D. Jordan,,32,42
176,2,4:53.0,B. Griffin misses 2-pt jump shot from 17 ft,,32,42
177,2,4:52.0,Offensive rebound by D. Jordan,,32,42
178,2,4:52.0,Personal foul by K. Séraphin (drawn by D. Jordan),,32,42
179,2,4:52.0,,Washington full timeout,32,42
180,2,4:52.0,,M. Gortat enters the game for K. Séraphin,32,42
181,2,4:38.0,M. Barnes makes 2-pt layup from 2 ft,,34,42
182,2,4:19.0,,B. Beal misses 2-pt jump shot from 13 ft,34,42
183,2,4:18.0,Defensive rebound by D. Jordan,,34,42
184,2,4:10.0,C. Paul makes 2-pt jump shot from 14 ft,,36,42
185,2,3:47.0,,K. Humphries makes 2-pt layup from 1 ft (assist by J. Wall),36,44
186,2,3:47.0,,Shooting foul by D. Jordan (drawn by K. Humphries),36,44
187,2,3:47.0,,P. Pierce enters the game for R. Butler,36,44
188,2,3:47.0,,K. Humphries makes free throw 1 of 1,36,45
189,2,3:33.0,J. Redick misses 3-pt jump shot from 25 ft,,36,45
190,2,3:32.0,,Defensive rebound by K. Humphries,36,45
191,2,3:18.0,,J. Wall misses 2-pt jump shot from 17 ft,36,45
192,2,3:17.0,Defensive rebound by D. Jordan,,36,45
193,2,3:11.0,M. Barnes makes 2-pt layup from 1 ft (assist by B. Griffin),,38,45
194,2,2:53.0,,P. Pierce misses 2-pt jump shot from 16 ft,38,45
195,2,2:52.0,Defensive rebound by D. Jordan,,38,45
196,2,2:43.0,Personal foul by K. Humphries (drawn by D. Jordan),,38,45
197,2,2:43.0,LA Clippers full timeout,,38,45
198,2,2:41.0,,Violation by P. Pierce (kicked ball),38,45
199,2,2:33.0,B. Griffin misses 2-pt jump shot from 20 ft,,38,45
200,2,2:31.0,Offensive rebound by M. Barnes,,38,45
201,2,2:26.0,M. Barnes misses 3-pt jump shot from 27 ft,,38,45
202,2,2:25.0,Offensive rebound by C. Paul,,38,45
203,2,2:22.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,40,45
204,2,2:21.0,Technical foul by D. Jordan,,40,45
205,2,2:21.0,,B. Beal makes technical free throw,40,46
206,2,2:21.0,G. Davis enters the game for D. Jordan,,40,46
207,2,2:01.0,,K. Humphries makes 2-pt jump shot from 15 ft (assist by P. Pierce),40,48
208,2,1:54.0,Turnover by C. Paul (bad pass),,40,48
209,2,1:36.0,,P. Pierce makes 3-pt jump shot from 23 ft (assist by B. Beal),40,51
210,2,1:19.0,Turnover by B. Griffin (bad pass; steal by J. Wall),,40,51
211,2,1:13.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),40,54
212,2,1:07.0,,G. Temple enters the game for K. Humphries,40,54
213,2,1:07.0,,K. Séraphin enters the game for M. Gortat,40,54
214,2,1:07.0,,D. Blair enters the game for B. Beal,40,54
215,2,0:48.0,C. Paul makes 2-pt jump shot from 13 ft,,42,54
216,2,0:39.0,,Personal foul by C. Paul (drawn by J. Wall),42,54
217,2,0:36.0,,J. Wall makes 3-pt jump shot from 26 ft (assist by P. Pierce),42,57
218,2,0:32.0,G. Davis misses 2-pt layup from 2 ft (block by J. Wall),,42,57
219,2,0:31.0,Offensive rebound by Team,,42,57
220,2,0:29.0,Violation by Team (delay of game),,42,57
221,2,0:16.0,Turnover by C. Paul (lost ball),,42,57
222,2,0:16.0,,Washington full timeout,42,57
223,2,0:16.0,H. Türkoğlu enters the game for B. Griffin,,42,57
224,2,0:16.0,,B. Beal enters the game for G. Temple,42,57
225,2,0:16.0,,R. Butler enters the game for D. Blair,42,57
226,2,0:03.0,,Turnover by J. Wall (bad pass; steal by M. Barnes),42,57
227,2,0:01.0,Turnover by M. Barnes (bad pass; steal by B. Beal),,42,57
228,3,11:49.0,J. Redick makes 2-pt jump shot from 20 ft (assist by C. Paul),,44,57
229,3,11:32.0,,M. Gortat misses 2-pt jump shot from 5 ft,44,57
230,3,11:31.0,,Offensive rebound by Team,44,57
231,3,11:15.0,,B. Beal misses 2-pt jump shot from 21 ft,44,57
232,3,11:14.0,Defensive rebound by M. Barnes,,44,57
233,3,11:07.0,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),,46,57
234,3,10:51.0,,P. Pierce misses 2-pt jump shot from 14 ft,46,57
235,3,10:50.0,Defensive rebound by J. Redick,,46,57
236,3,10:42.0,C. Paul misses 2-pt jump shot from 17 ft,,46,57
237,3,10:41.0,,Defensive rebound by P. Pierce,46,57
238,3,10:31.0,,Shooting foul by D. Jordan (drawn by P. Pierce),46,57
239,3,10:31.0,,P. Pierce misses free throw 1 of 2,46,57
240,3,10:31.0,,Offensive rebound by Team,46,57
241,3,10:31.0,,P. Pierce misses free throw 2 of 2,46,57
242,3,10:29.0,Defensive rebound by J. Redick,,46,57
243,3,10:16.0,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),,48,57
244,3,10:01.0,,K. Humphries misses 2-pt jump shot from 16 ft,48,57
245,3,10:00.0,Defensive rebound by Team,,48,57
246,3,9:55.0,Turnover by C. Paul (bad pass; steal by P. Pierce),,48,57
247,3,9:29.0,,J. Wall misses 2-pt jump shot from 20 ft,48,57
248,3,9:28.0,,Offensive rebound by K. Humphries,48,57
249,3,9:25.0,,Turnover by K. Humphries (bad pass; steal by J. Redick),48,57
250,3,9:18.0,Turnover by M. Barnes (bad pass; steal by K. Humphries),,48,57
251,3,9:11.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),48,60
252,3,8:53.0,J. Redick misses 2-pt jump shot from 16 ft,,48,60
253,3,8:52.0,,Defensive rebound by K. Humphries,48,60
254,3,8:38.0,,M. Gortat makes 2-pt jump shot from 16 ft,48,62
255,3,8:26.0,J. Redick makes 2-pt layup from 1 ft,,50,62
256,3,8:02.0,,M. Gortat misses 2-pt jump shot from 17 ft,50,62
257,3,8:01.0,Defensive rebound by B. Griffin,,50,62
258,3,7:52.0,C. Paul misses 2-pt jump shot from 14 ft,,50,62
259,3,7:50.0,,Defensive rebound by B. Beal,50,62
260,3,7:46.0,,Shooting foul by M. Barnes (drawn by B. Beal),50,62
261,3,7:46.0,,B. Beal makes free throw 1 of 2,50,63
262,3,7:46.0,,B. Beal misses free throw 2 of 2,50,63
263,3,7:45.0,Defensive rebound by Team,,50,63
264,3,7:30.0,Shooting foul by K. Humphries (drawn by B. Griffin),,50,63
265,3,7:30.0,B. Griffin misses free throw 1 of 2,,50,63
266,3,7:30.0,Offensive rebound by Team,,50,63
267,3,7:30.0,B. Griffin makes free throw 2 of 2,,51,63
268,3,7:17.0,,M. Gortat makes 2-pt layup at rim (assist by P. Pierce),51,65
269,3,7:04.0,Turnover by M. Barnes (bad pass; steal by K. Humphries),,51,65
270,3,6:58.0,,Shooting foul by M. Barnes (drawn by B. Beal),51,65
271,3,6:58.0,,B. Beal makes free throw 1 of 2,51,66
272,3,6:58.0,,B. Beal makes free throw 2 of 2,51,67
273,3,6:35.0,Shooting foul by J. Wall (drawn by M. Barnes),,51,67
274,3,6:35.0,M. Barnes makes free throw 1 of 2,,52,67
275,3,6:35.0,H. Türkoğlu enters the game for D. Jordan,,52,67
276,3,6:35.0,M. Barnes makes free throw 2 of 2,,53,67
277,3,6:19.0,,K. Humphries misses 2-pt jump shot from 11 ft,53,67
278,3,6:18.0,Defensive rebound by C. Paul,,53,67
279,3,6:10.0,C. Paul misses 3-pt jump shot from 24 ft,,53,67
280,3,6:09.0,,Defensive rebound by K. Humphries,53,67
281,3,5:56.0,,B. Beal misses 2-pt jump shot from 13 ft,53,67
282,3,5:55.0,Defensive rebound by H. Türkoğlu,,53,67
283,3,5:40.0,Personal foul by M. Gortat (drawn by B. Griffin),,53,67
284,3,5:40.0,,Washington full timeout,53,67
285,3,5:40.0,J. Crawford enters the game for M. Barnes,,53,67
286,3,5:31.0,C. Paul makes 2-pt jump shot from 19 ft,,55,67
287,3,5:13.0,,P. Pierce makes 2-pt layup from 1 ft,55,69
288,3,5:02.0,H. Türkoğlu misses 2-pt jump shot from 19 ft,,55,69
289,3,5:01.0,,Defensive rebound by K. Humphries,55,69
290,3,4:48.0,,M. Gortat makes 2-pt hook shot from 4 ft,55,71
291,3,4:25.0,B. Griffin makes 2-pt dunk at rim (assist by J. Redick),,57,71
292,3,4:00.0,,K. Humphries misses 2-pt jump shot from 17 ft,57,71
293,3,3:58.0,Defensive rebound by J. Redick,,57,71
294,3,3:47.0,Turnover by C. Paul (lost ball),,57,71
295,3,3:41.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),57,73
296,3,3:21.0,J. Crawford misses 2-pt layup from 1 ft,,57,73
297,3,3:20.0,,Defensive rebound by M. Gortat,57,73
298,3,3:11.0,,M. Gortat makes 2-pt jump shot from 12 ft (assist by J. Wall),57,75
299,3,2:56.0,H. Türkoğlu makes 3-pt jump shot from 25 ft (assist by J. Crawford),,60,75
300,3,2:35.0,,B. Beal misses 3-pt jump shot from 23 ft,60,75
301,3,2:34.0,Defensive rebound by C. Paul,,60,75
302,3,2:25.0,H. Türkoğlu makes 3-pt jump shot from 25 ft (assist by J. Redick),,63,75
303,3,2:09.0,,Turnover by K. Humphries (bad pass; steal by B. Griffin),63,75
304,3,2:03.0,J. Crawford misses 2-pt layup from 1 ft (block by K. Humphries),,63,75
305,3,2:01.0,,Defensive rebound by P. Pierce,63,75
306,3,1:57.0,,P. Pierce misses 3-pt jump shot from 27 ft,63,75
307,3,1:55.0,Defensive rebound by J. Redick,,63,75
308,3,1:40.0,J. Crawford misses 2-pt jump shot from 7 ft,,63,75
309,3,1:40.0,,Defensive rebound by P. Pierce,63,75
310,3,1:22.0,,J. Wall misses 2-pt jump shot from 3 ft,63,75
311,3,1:21.0,Defensive rebound by C. Paul,,63,75
312,3,1:14.0,Offensive foul by B. Griffin (drawn by P. Pierce),,63,75
313,3,1:14.0,Turnover by B. Griffin (offensive foul),,63,75
314,3,1:14.0,LA Clippers full timeout,,63,75
315,3,1:14.0,,N. Hilário enters the game for K. Humphries,63,75
316,3,1:14.0,,R. Butler enters the game for P. Pierce,63,75
317,3,1:14.0,J. Farmar enters the game for J. Redick,,63,75
318,3,1:14.0,Technical foul by Team,,63,75
319,3,1:14.0,,B. Beal makes technical free throw,63,76
320,3,0:55.0,,M. Gortat makes 2-pt dunk at rim (assist by B. Beal),63,78
321,3,0:44.0,Personal foul by R. Butler (drawn by B. Griffin),,63,78
322,3,0:39.0,J. Crawford makes 2-pt jump shot from 19 ft,,65,78
323,3,0:25.0,,N. Hilário makes 2-pt jump shot from 20 ft (assist by B. Beal),65,80
324,3,0:03.0,J. Crawford misses 3-pt jump shot from 26 ft,,65,80
325,3,0:02.0,Offensive rebound by B. Griffin,,65,80
326,3,0:00.0,B. Griffin makes 2-pt jump shot from 13 ft,,67,80
327,4,11:38.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by A. Miller),67,83
328,4,11:22.0,Turnover by H. Türkoğlu (bad pass; steal by N. Hilário),,67,83
329,4,11:16.0,,A. Miller misses 2-pt layup at rim,67,83
330,4,11:15.0,,Offensive rebound by B. Beal,67,83
331,4,11:12.0,,B. Beal makes 2-pt tip-in at rim,67,85
332,4,11:00.0,Personal foul by K. Séraphin (drawn by H. Türkoğlu),,67,85
333,4,10:53.0,J. Farmar misses 3-pt jump shot from 26 ft,,67,85
334,4,10:52.0,Offensive rebound by M. Barnes,,67,85
335,4,10:49.0,M. Barnes misses 2-pt layup from 1 ft,,67,85
336,4,10:49.0,Offensive rebound by M. Barnes,,67,85
337,4,10:49.0,M. Barnes misses 2-pt layup from 1 ft,,67,85
338,4,10:49.0,Offensive rebound by Team,,67,85
339,4,10:40.0,M. Barnes makes 3-pt jump shot from 23 ft (assist by H. Türkoğlu),,70,85
340,4,10:19.0,,Turnover by K. Séraphin (3 sec),70,85
341,4,10:10.0,Shooting foul by B. Beal (drawn by G. Davis),,70,85
342,4,10:10.0,G. Davis makes free throw 1 of 2,,71,85
343,4,10:10.0,G. Davis makes free throw 2 of 2,,72,85
344,4,9:55.0,,Personal foul by G. Davis (drawn by N. Hilário),72,85
345,4,9:40.0,,N. Hilário misses 2-pt jump shot from 9 ft,72,85
346,4,9:40.0,,Offensive rebound by Team,72,85
347,4,9:40.0,,Turnover by Team (shot clock),72,85
348,4,9:32.0,J. Crawford makes 2-pt jump shot from 21 ft,,74,85
349,4,9:10.0,,Turnover by R. Butler (bad pass; steal by J. Crawford),74,85
350,4,9:02.0,J. Crawford misses 2-pt jump shot from 4 ft,,74,85
351,4,9:01.0,,Defensive rebound by K. Séraphin,74,85
352,4,8:57.0,,Turnover by R. Butler (lost ball),74,85
353,4,8:57.0,Official timeout,,74,85
354,4,8:57.0,,J. Wall enters the game for A. Miller,74,85
355,4,8:48.0,H. Türkoğlu misses 3-pt jump shot from 25 ft,,74,85
356,4,8:47.0,,Defensive rebound by N. Hilário,74,85
357,4,8:33.0,,Personal foul by M. Barnes (drawn by B. Beal),74,85
358,4,8:24.0,,B. Beal misses 2-pt jump shot from 20 ft,74,85
359,4,8:23.0,,Offensive rebound by N. Hilário,74,85
360,4,8:14.0,,R. Butler misses 3-pt jump shot from 25 ft,74,85
361,4,8:13.0,Defensive rebound by M. Barnes,,74,85
362,4,7:57.0,Shooting foul by N. Hilário (drawn by G. Davis),,74,85
363,4,7:57.0,G. Davis makes free throw 1 of 2,,75,85
364,4,7:57.0,G. Davis misses free throw 2 of 2,,75,85
365,4,7:56.0,,Defensive rebound by K. Séraphin,75,85
366,4,7:41.0,,Turnover by B. Beal (lost ball; steal by G. Davis),75,85
367,4,7:32.0,J. Crawford misses 2-pt jump shot from 3 ft,,75,85
368,4,7:31.0,Offensive rebound by J. Crawford,,75,85
369,4,7:31.0,Shooting foul by K. Séraphin (drawn by J. Crawford),,75,85
370,4,7:31.0,J. Crawford makes free throw 1 of 2,,76,85
371,4,7:31.0,,P. Pierce enters the game for K. Séraphin,76,85
372,4,7:31.0,J. Crawford makes free throw 2 of 2,,77,85
373,4,7:16.0,,P. Pierce makes 2-pt layup at rim (assist by N. Hilário),77,87
374,4,7:13.0,LA Clippers full timeout,,77,87
375,4,7:13.0,D. Jordan enters the game for G. Davis,,77,87
376,4,7:13.0,B. Griffin enters the game for H. Türkoğlu,,77,87
377,4,7:13.0,C. Paul enters the game for J. Farmar,,77,87
378,4,7:02.0,J. Redick enters the game for M. Barnes,,77,87
379,4,6:55.0,B. Griffin misses 2-pt jump shot from 15 ft,,77,87
380,4,6:54.0,,Defensive rebound by N. Hilário,77,87
381,4,6:35.0,,R. Butler makes 2-pt jump shot from 14 ft (assist by J. Wall),77,89
382,4,6:12.0,J. Crawford misses 3-pt jump shot from 26 ft,,77,89
383,4,6:11.0,Offensive rebound by Team,,77,89
384,4,6:10.0,,Loose ball foul by N. Hilário (drawn by D. Jordan),77,89
385,4,6:10.0,D. Jordan makes free throw 1 of 2,,78,89
386,4,6:10.0,D. Jordan makes free throw 2 of 2,,79,89
387,4,5:54.0,,B. Beal makes 2-pt jump shot from 17 ft (assist by N. Hilário),79,91
388,4,5:34.0,J. Redick misses 2-pt jump shot from 21 ft,,79,91
389,4,5:33.0,,Defensive rebound by Team,79,91
