,QUARTER,TIME_REMAINING,ORLANDO_ACTION,GOLDEN STATE_ACTION,ORLANDO_SCORE,GOLDEN STATE_SCORE
157,2,6:07.0,,H. Barnes enters the game for M. Speights,40,38
158,2,6:07.0,,A. Bogut enters the game for S. Livingston,40,38
159,2,6:07.0,W. Green enters the game for E. Payton,,40,38
160,2,5:59.0,,Turnover by S. Curry (bad pass; steal by K. O'Quinn),40,38
161,2,5:38.0,Turnover by E. Fournier (lost ball; steal by H. Barnes),,40,38
162,2,5:19.0,,A. Bogut misses 2-pt hook shot from 7 ft,40,38
163,2,5:18.0,Defensive rebound by K. O'Quinn,,40,38
164,2,5:00.0,W. Green makes 2-pt jump shot from 11 ft,,42,38
165,2,4:49.0,,A. Bogut makes 2-pt layup at rim (assist by S. Curry),42,40
166,2,4:32.0,E. Fournier misses 3-pt jump shot from 22 ft,,42,40
167,2,4:31.0,,Defensive rebound by H. Barnes,42,40
168,2,4:22.0,,K. Thompson misses 2-pt jump shot from 7 ft,42,40
169,2,4:21.0,,Offensive rebound by A. Bogut,42,40
170,2,4:21.0,,A. Bogut makes 2-pt tip-in at rim,42,42
171,2,4:14.0,Orlando full timeout,,42,42
172,2,4:14.0,C. Frye enters the game for K. O'Quinn,,42,42
173,2,3:56.0,W. Green misses 2-pt jump shot from 18 ft,,42,42
174,2,3:55.0,,Defensive rebound by H. Barnes,42,42
175,2,3:38.0,,H. Barnes makes 2-pt jump shot from 17 ft,42,44
176,2,3:20.0,T. Harris misses 2-pt layup from 2 ft,,42,44
177,2,3:19.0,,Defensive rebound by A. Bogut,42,44
178,2,3:05.0,,H. Barnes makes 3-pt jump shot from 26 ft (assist by D. Green),42,47
179,2,2:48.0,E. Fournier misses 2-pt layup from 1 ft (block by A. Bogut),,42,47
180,2,2:46.0,,Defensive rebound by D. Green,42,47
181,2,2:45.0,,Personal take foul by W. Green (drawn by S. Curry),42,47
182,2,2:45.0,Official timeout,,42,47
183,2,2:37.0,,A. Bogut misses 2-pt hook shot from 8 ft,42,47
184,2,2:36.0,Defensive rebound by C. Frye,,42,47
185,2,2:20.0,Turnover by T. Harris (step out of bounds),,42,47
186,2,2:03.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by D. Green),42,49
187,2,1:44.0,V. Oladipo makes 2-pt jump shot from 19 ft,,44,49
188,2,1:32.0,,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),44,51
189,2,1:12.0,W. Green misses 3-pt jump shot from 24 ft,,44,51
190,2,1:11.0,,Defensive rebound by K. Thompson,44,51
191,2,1:03.0,,K. Thompson makes 2-pt jump shot from 19 ft,44,53
192,2,0:40.0,E. Fournier misses 2-pt layup from 2 ft,,44,53
193,2,0:39.0,,Defensive rebound by D. Green,44,53
194,2,0:36.0,,Personal take foul by C. Frye (drawn by S. Curry),44,53
195,2,0:36.0,,Golden State full timeout,44,53
196,2,0:36.0,,A. Iguodala enters the game for A. Bogut,44,53
197,2,0:32.0,,S. Curry makes 3-pt jump shot from 29 ft (assist by D. Green),44,56
198,2,0:22.0,E. Fournier misses 3-pt jump shot from 23 ft,,44,56
199,2,0:20.0,,Defensive rebound by D. Green,44,56
200,2,0:17.0,,Turnover by S. Curry (lost ball; steal by E. Fournier),44,56
201,2,0:17.0,Personal foul by S. Curry (drawn by E. Fournier),,44,56
202,2,0:02.0,V. Oladipo makes 2-pt hook shot from 6 ft,,46,56
203,3,11:40.0,K. O'Quinn misses 2-pt jump shot from 18 ft,,46,56
204,3,11:39.0,,Defensive rebound by H. Barnes,46,56
205,3,11:21.0,,H. Barnes misses 2-pt jump shot from 19 ft,46,56
206,3,11:20.0,Defensive rebound by V. Oladipo,,46,56
207,3,11:13.0,V. Oladipo misses 2-pt layup from 2 ft,,46,56
208,3,11:12.0,,Defensive rebound by A. Bogut,46,56
209,3,11:02.0,,K. Thompson misses 3-pt jump shot from 26 ft,46,56
210,3,11:01.0,Defensive rebound by C. Frye,,46,56
211,3,10:46.0,K. O'Quinn makes 2-pt jump shot from 19 ft (assist by V. Oladipo),,48,56
212,3,10:29.0,,S. Curry makes 2-pt layup from 2 ft (assist by A. Bogut),48,58
213,3,10:06.0,K. O'Quinn misses 2-pt jump shot from 8 ft,,48,58
214,3,10:05.0,,Defensive rebound by A. Bogut,48,58
215,3,9:48.0,,Personal foul by T. Harris (drawn by K. Thompson),48,58
216,3,9:41.0,,Turnover by K. Thompson (bad pass; steal by K. O'Quinn),48,58
217,3,9:35.0,C. Frye makes 3-pt jump shot from 26 ft (assist by E. Fournier),,51,58
218,3,9:19.0,,D. Green misses 3-pt jump shot from 25 ft,51,58
219,3,9:18.0,Defensive rebound by V. Oladipo,,51,58
220,3,9:12.0,K. O'Quinn makes 2-pt layup from 2 ft (assist by T. Harris),,53,58
221,3,8:52.0,,H. Barnes misses 2-pt layup from 2 ft,53,58
222,3,8:51.0,Defensive rebound by C. Frye,,53,58
223,3,8:47.0,E. Fournier misses 3-pt jump shot from 27 ft,,53,58
224,3,8:46.0,,Defensive rebound by H. Barnes,53,58
225,3,8:37.0,,S. Curry makes 2-pt jump shot from 6 ft,53,60
226,3,8:37.0,,Shooting foul by C. Frye (drawn by S. Curry),53,60
227,3,8:37.0,,S. Curry makes free throw 1 of 1,53,61
228,3,8:25.0,V. Oladipo misses 2-pt layup from 2 ft (block by A. Bogut),,53,61
229,3,8:23.0,,Defensive rebound by A. Bogut,53,61
230,3,8:19.0,,K. Thompson makes 2-pt dunk at rim (assist by H. Barnes),53,63
231,3,8:17.0,Orlando full timeout,,53,63
232,3,7:57.0,K. O'Quinn misses 2-pt jump shot from 17 ft,,53,63
233,3,7:56.0,Offensive rebound by K. O'Quinn,,53,63
234,3,7:44.0,Turnover by V. Oladipo (bad pass; steal by K. Thompson),,53,63
235,3,7:40.0,,Shooting foul by C. Frye (drawn by D. Green),53,63
236,3,7:40.0,,D. Green makes free throw 1 of 2,53,64
237,3,7:40.0,,D. Green makes free throw 2 of 2,53,65
238,3,7:22.0,T. Harris misses 2-pt jump shot from 5 ft (block by A. Bogut),,53,65
239,3,7:19.0,Offensive rebound by K. O'Quinn,,53,65
240,3,7:14.0,Turnover by V. Oladipo (bad pass; steal by A. Bogut),,53,65
241,3,7:13.0,,Turnover by A. Bogut (bad pass; steal by V. Oladipo),53,65
242,3,7:11.0,V. Oladipo misses 2-pt jump shot from 14 ft,,53,65
243,3,7:09.0,,Defensive rebound by K. Thompson,53,65
244,3,7:04.0,,K. Thompson misses 2-pt jump shot from 6 ft (block by C. Frye),53,65
245,3,7:03.0,Defensive rebound by E. Fournier,,53,65
246,3,6:53.0,K. O'Quinn misses 2-pt jump shot from 7 ft,,53,65
247,3,6:53.0,Offensive rebound by Team,,53,65
248,3,6:43.0,C. Frye misses 2-pt hook shot from 9 ft,,53,65
249,3,6:42.0,,Defensive rebound by D. Green,53,65
250,3,6:28.0,,A. Bogut misses 2-pt hook shot from 8 ft,53,65
251,3,6:27.0,Defensive rebound by E. Fournier,,53,65
252,3,6:21.0,E. Fournier makes 2-pt layup from 1 ft,,55,65
253,3,6:12.0,,S. Curry misses 2-pt jump shot from 19 ft,55,65
254,3,6:11.0,Defensive rebound by T. Harris,,55,65
255,3,5:56.0,E. Fournier makes 2-pt jump shot from 18 ft (assist by V. Oladipo),,57,65
256,3,5:45.0,,D. Green misses 3-pt jump shot from 25 ft,57,65
257,3,5:44.0,,Offensive rebound by S. Curry,57,65
258,3,5:40.0,,S. Curry misses 2-pt jump shot from 5 ft,57,65
259,3,5:38.0,Defensive rebound by V. Oladipo,,57,65
260,3,5:34.0,T. Harris makes 2-pt layup from 1 ft (assist by V. Oladipo),,59,65
261,3,5:34.0,,Golden State full timeout,59,65
262,3,5:34.0,E. Payton enters the game for K. O'Quinn,,59,65
263,3,5:34.0,,A. Iguodala enters the game for H. Barnes,59,65
264,3,5:18.0,,D. Green misses 2-pt layup from 2 ft (block by C. Frye),59,65
265,3,5:18.0,Defensive rebound by E. Payton,,59,65
266,3,5:18.0,Personal foul by A. Bogut (drawn by E. Payton),,59,65
267,3,5:18.0,,M. Speights enters the game for A. Bogut,59,65
268,3,5:04.0,V. Oladipo makes 3-pt jump shot from 26 ft (assist by T. Harris),,62,65
269,3,4:49.0,,K. Thompson misses 2-pt jump shot from 19 ft,62,65
270,3,4:49.0,Defensive rebound by T. Harris,,62,65
271,3,4:41.0,E. Fournier misses 2-pt layup from 1 ft,,62,65
272,3,4:39.0,,Defensive rebound by M. Speights,62,65
273,3,4:29.0,,K. Thompson misses 3-pt jump shot from 23 ft,62,65
274,3,4:28.0,Defensive rebound by E. Payton,,62,65
275,3,4:10.0,V. Oladipo makes 2-pt dunk at rim,,64,65
276,3,3:47.0,,D. Green misses 2-pt layup from 1 ft,64,65
277,3,3:46.0,Defensive rebound by C. Frye,,64,65
278,3,3:41.0,Orlando full timeout,,64,65
279,3,3:41.0,B. Gordon enters the game for V. Oladipo,,64,65
280,3,3:41.0,,L. Barbosa enters the game for K. Thompson,64,65
281,3,3:29.0,E. Payton misses 2-pt jump shot from 6 ft,,64,65
282,3,3:28.0,,Defensive rebound by M. Speights,64,65
283,3,3:21.0,,M. Speights makes 2-pt layup from 1 ft (assist by A. Iguodala),64,67
284,3,2:59.0,B. Gordon makes 2-pt jump shot from 20 ft (assist by C. Frye),,66,67
285,3,2:47.0,,S. Curry makes 2-pt layup from 1 ft,66,69
286,3,2:21.0,B. Gordon makes 2-pt jump shot from 7 ft,,68,69
287,3,2:04.0,,M. Speights misses 2-pt hook shot from 6 ft,68,69
288,3,2:03.0,Defensive rebound by T. Harris,,68,69
289,3,1:57.0,T. Harris makes 2-pt layup from 1 ft,,70,69
290,3,1:57.0,Shooting foul by M. Speights (drawn by T. Harris),,70,69
291,3,1:57.0,W. Green enters the game for E. Fournier,,70,69
292,3,1:57.0,K. O'Quinn enters the game for C. Frye,,70,69
293,3,1:57.0,,H. Barnes enters the game for D. Green,70,69
294,3,1:57.0,T. Harris makes free throw 1 of 1,,71,69
295,3,1:38.0,,M. Speights misses 2-pt jump shot from 19 ft,71,69
296,3,1:37.0,,Offensive rebound by L. Barbosa,71,69
297,3,1:32.0,,Turnover by L. Barbosa (lost ball; steal by E. Payton),71,69
298,3,1:25.0,Turnover by B. Gordon (bad pass),,71,69
299,3,1:15.0,,S. Curry makes 2-pt jump shot from 12 ft,71,71
300,3,0:57.0,K. O'Quinn makes 2-pt dunk at rim (assist by E. Payton),,73,71
301,3,0:50.0,,S. Curry misses 3-pt jump shot from 26 ft,73,71
302,3,0:49.0,,Offensive rebound by L. Barbosa,73,71
303,3,0:47.0,,Shooting foul by K. O'Quinn (drawn by M. Speights),73,71
304,3,0:47.0,,M. Speights makes free throw 1 of 2,73,72
305,3,0:47.0,,S. Livingston enters the game for S. Curry,73,72
306,3,0:47.0,,M. Speights makes free throw 2 of 2,73,73
307,3,0:24.0,T. Harris misses 3-pt jump shot from 23 ft,,73,73
308,3,0:24.0,Offensive rebound by K. O'Quinn,,73,73
309,3,0:24.0,Shooting foul by M. Speights (drawn by K. O'Quinn),,73,73
310,3,0:24.0,K. O'Quinn makes free throw 1 of 2,,74,73
311,3,0:24.0,E. Fournier enters the game for T. Harris,,74,73
312,3,0:24.0,K. O'Quinn makes free throw 2 of 2,,75,73
313,3,0:04.0,,M. Speights misses 2-pt jump shot from 18 ft,75,73
314,3,0:02.0,Defensive rebound by B. Gordon,,75,73
315,4,11:49.0,,A. Iguodala makes 2-pt jump shot from 19 ft (assist by A. Bogut),75,75
316,4,11:24.0,B. Gordon misses 2-pt jump shot from 10 ft,,75,75
317,4,11:22.0,,Defensive rebound by H. Barnes,75,75
318,4,11:11.0,,A. Iguodala misses 2-pt jump shot from 18 ft,75,75
319,4,11:11.0,Defensive rebound by K. O'Quinn,,75,75
320,4,10:50.0,Turnover by K. O'Quinn (lost ball; steal by L. Barbosa),,75,75
321,4,10:47.0,,Turnover by A. Iguodala (lost ball; steal by E. Payton),75,75
322,4,10:43.0,E. Payton misses 2-pt layup from 2 ft (block by A. Bogut),,75,75
323,4,10:43.0,Offensive rebound by Team,,75,75
324,4,10:34.0,K. O'Quinn misses 2-pt jump shot from 3 ft (block by A. Bogut),,75,75
325,4,10:34.0,Offensive rebound by Team,,75,75
326,4,10:31.0,K. O'Quinn makes 2-pt jump shot from 19 ft (assist by E. Payton),,77,75
327,4,10:14.0,,L. Barbosa misses 3-pt jump shot from 26 ft,77,75
328,4,10:13.0,Defensive rebound by K. O'Quinn,,77,75
329,4,9:59.0,K. O'Quinn makes 2-pt hook shot from 10 ft,,79,75
330,4,9:40.0,,H. Barnes misses 2-pt jump shot from 4 ft (block by K. O'Quinn),79,75
331,4,9:38.0,Defensive rebound by E. Fournier,,79,75
332,4,9:25.0,E. Fournier misses 2-pt jump shot from 16 ft,,79,75
333,4,9:24.0,,Defensive rebound by A. Bogut,79,75
334,4,9:18.0,Violation by K. O'Quinn (def goaltending),,79,75
335,4,9:18.0,,A. Iguodala makes 2-pt layup from 2 ft,79,77
336,4,9:05.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by E. Payton),,82,77
337,4,8:45.0,,A. Iguodala misses 3-pt jump shot from 25 ft,82,77
338,4,8:44.0,,Offensive rebound by H. Barnes,82,77
339,4,8:31.0,,L. Barbosa misses 3-pt jump shot from 25 ft,82,77
340,4,8:30.0,Defensive rebound by K. O'Quinn,,82,77
341,4,8:22.0,Orlando full timeout,,82,77
342,4,8:22.0,,K. Thompson enters the game for L. Barbosa,82,77
343,4,8:22.0,,S. Curry enters the game for S. Livingston,82,77
344,4,8:22.0,C. Frye enters the game for K. O'Quinn,,82,77
345,4,8:22.0,T. Harris enters the game for E. Fournier,,82,77
346,4,8:05.0,W. Green misses 2-pt jump shot from 21 ft,,82,77
347,4,8:02.0,Offensive rebound by E. Payton,,82,77
348,4,7:42.0,E. Payton makes 2-pt jump shot from 20 ft,,84,77
349,4,7:24.0,,Shooting foul by C. Frye (drawn by H. Barnes),84,77
350,4,7:24.0,,H. Barnes misses free throw 1 of 2,84,77
351,4,7:24.0,,Offensive rebound by Team,84,77
352,4,7:24.0,V. Oladipo enters the game for W. Green,,84,77
353,4,7:24.0,,H. Barnes makes free throw 2 of 2,84,78
354,4,7:07.0,T. Harris misses 2-pt jump shot from 5 ft,,84,78
355,4,7:06.0,,Defensive rebound by A. Bogut,84,78
356,4,6:49.0,,K. Thompson misses 2-pt jump shot from 4 ft,84,78
357,4,6:48.0,Defensive rebound by C. Frye,,84,78
358,4,6:27.0,Turnover by V. Oladipo (lost ball; steal by A. Bogut),,84,78
359,4,6:12.0,,K. Thompson makes 2-pt jump shot from 9 ft,84,80
360,4,6:01.0,Personal foul by S. Curry (drawn by E. Payton),,84,80
361,4,6:01.0,,D. Green enters the game for H. Barnes,84,80
362,4,6:01.0,E. Fournier enters the game for B. Gordon,,84,80
363,4,5:54.0,Personal foul by D. Green (drawn by T. Harris),,84,80
364,4,5:54.0,Official timeout,,84,80
365,4,5:54.0,T. Harris makes free throw 1 of 2,,85,80
366,4,5:54.0,T. Harris makes free throw 2 of 2,,86,80
367,4,5:45.0,,Personal foul by E. Payton (drawn by S. Curry),86,80
368,4,5:36.0,,K. Thompson makes 3-pt jump shot from 27 ft,86,83
369,4,5:12.0,V. Oladipo makes 2-pt jump shot from 11 ft (assist by T. Harris),,88,83
370,4,4:52.0,,S. Curry misses 3-pt jump shot from 26 ft,88,83
371,4,4:51.0,Defensive rebound by T. Harris,,88,83
372,4,4:37.0,E. Payton makes 2-pt layup from 1 ft,,90,83
373,4,4:27.0,,Shooting foul by C. Frye (drawn by D. Green),90,83
374,4,4:27.0,,D. Green misses free throw 1 of 2,90,83
375,4,4:27.0,,Offensive rebound by Team,90,83
376,4,4:27.0,,D. Green makes free throw 2 of 2,90,84
377,4,4:11.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by E. Payton),,93,84
378,4,4:05.0,,Golden State full timeout,93,84
379,4,4:05.0,,M. Speights enters the game for A. Bogut,93,84
380,4,4:00.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by K. Thompson),93,87
381,4,3:37.0,Turnover by V. Oladipo (lost ball; steal by A. Iguodala),,93,87
382,4,3:36.0,,Personal foul by C. Frye (drawn by A. Iguodala),93,87
383,4,3:36.0,K. O'Quinn enters the game for C. Frye,,93,87
384,4,3:36.0,,A. Bogut enters the game for M. Speights,93,87
