,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CHARLOTTE_ACTION,ORLANDO_SCORE,CHARLOTTE_SCORE
29,1,8:04.0,Offensive rebound by T. Harris,,5,9
30,1,7:55.0,V. Oladipo makes 2-pt jump shot from 7 ft,,7,9
31,1,7:34.0,,A. Jefferson makes 2-pt hook shot from 6 ft,7,11
32,1,7:16.0,N. Vučević makes 2-pt hook shot from 8 ft,,9,11
33,1,7:04.0,,L. Stephenson misses 3-pt jump shot from 26 ft,9,11
34,1,7:03.0,Defensive rebound by T. Harris,,9,11
35,1,6:50.0,N. Vučević misses 2-pt hook shot from 7 ft,,9,11
36,1,6:49.0,,Defensive rebound by A. Jefferson,9,11
37,1,6:38.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),9,14
38,1,6:20.0,Shooting foul by G. Henderson (drawn by E. Fournier),,9,14
39,1,6:20.0,E. Fournier makes free throw 1 of 2,,10,14
40,1,6:20.0,M. Harkless enters the game for A. Nicholson,,10,14
41,1,6:20.0,E. Fournier makes free throw 2 of 2,,11,14
42,1,6:02.0,,A. Jefferson makes 2-pt jump shot from 17 ft (assist by G. Henderson),11,16
43,1,5:42.0,E. Fournier misses 3-pt jump shot from 25 ft,,11,16
44,1,5:41.0,,Defensive rebound by K. Walker,11,16
45,1,5:29.0,,G. Henderson misses 2-pt jump shot from 6 ft,11,16
46,1,5:28.0,Defensive rebound by T. Harris,,11,16
47,1,5:20.0,T. Harris makes 2-pt layup from 1 ft,,13,16
48,1,5:09.0,,Turnover by K. Walker (lost ball; steal by V. Oladipo),13,16
49,1,4:59.0,T. Harris misses 3-pt jump shot from 24 ft,,13,16
50,1,4:58.0,,Defensive rebound by L. Stephenson,13,16
51,1,4:50.0,,L. Stephenson misses 2-pt jump shot from 20 ft,13,16
52,1,4:49.0,Defensive rebound by N. Vučević,,13,16
53,1,4:39.0,,C. Zeller enters the game for M. Williams,13,16
54,1,4:23.0,V. Oladipo makes 2-pt jump shot from 16 ft,,15,16
55,1,4:11.0,,K. Walker misses 2-pt jump shot from 14 ft,15,16
56,1,4:10.0,Defensive rebound by N. Vučević,,15,16
57,1,4:00.0,Shooting foul by A. Jefferson (drawn by V. Oladipo),,15,16
58,1,4:00.0,V. Oladipo makes free throw 1 of 2,,16,16
59,1,4:00.0,,B. Biyombo enters the game for A. Jefferson,16,16
60,1,4:00.0,,G. Neal enters the game for G. Henderson,16,16
61,1,4:00.0,E. Payton enters the game for E. Fournier,,16,16
62,1,4:00.0,V. Oladipo makes free throw 2 of 2,,17,16
63,1,3:46.0,,G. Neal makes 2-pt jump shot from 15 ft (assist by L. Stephenson),17,18
64,1,3:28.0,N. Vučević makes 2-pt hook shot from 6 ft (assist by E. Payton),,19,18
65,1,3:12.0,,C. Zeller misses 2-pt jump shot from 17 ft,19,18
66,1,3:11.0,Defensive rebound by T. Harris,,19,18
67,1,3:03.0,T. Harris misses 2-pt jump shot from 4 ft (block by B. Biyombo),,19,18
68,1,3:01.0,,Defensive rebound by L. Stephenson,19,18
69,1,2:57.0,,L. Stephenson makes 2-pt jump shot from 10 ft,19,20
70,1,2:38.0,V. Oladipo misses 3-pt jump shot from 25 ft,,19,20
71,1,2:37.0,,Defensive rebound by B. Biyombo,19,20
72,1,2:26.0,,C. Zeller makes 2-pt layup from 2 ft (assist by L. Stephenson),19,22
73,1,2:19.0,Orlando full timeout,,19,22
74,1,2:19.0,,Charlotte full timeout,19,22
75,1,2:19.0,C. Frye enters the game for N. Vučević,,19,22
76,1,2:19.0,,B. Roberts enters the game for K. Walker,19,22
77,1,2:11.0,Turnover by V. Oladipo (lost ball; steal by B. Roberts),,19,22
78,1,1:54.0,,C. Zeller misses 2-pt jump shot from 19 ft,19,22
79,1,1:53.0,Defensive rebound by T. Harris,,19,22
80,1,1:29.0,C. Frye misses 3-pt jump shot from 25 ft,,19,22
81,1,1:27.0,Offensive rebound by M. Harkless,,19,22
82,1,1:10.0,V. Oladipo makes 2-pt layup from 1 ft,,21,22
83,1,0:54.0,,B. Roberts makes 2-pt jump shot from 20 ft (assist by C. Zeller),21,24
84,1,0:44.0,Shooting foul by B. Roberts (drawn by T. Harris),,21,24
85,1,0:44.0,T. Harris makes free throw 1 of 2,,22,24
86,1,0:44.0,L. Ridnour enters the game for V. Oladipo,,22,24
87,1,0:44.0,T. Harris makes free throw 2 of 2,,23,24
88,1,0:34.0,,L. Stephenson makes 3-pt jump shot from 25 ft (assist by B. Roberts),23,27
89,1,0:18.0,E. Payton makes 2-pt layup from 2 ft,,25,27
90,1,0:02.0,,Turnover by L. Stephenson (bad pass),25,27
91,1,0:01.0,Shooting foul by B. Biyombo (drawn by E. Payton),,25,27
92,1,0:01.0,E. Payton makes free throw 1 of 2,,26,27
93,1,0:01.0,D. Dedmon enters the game for T. Harris,,26,27
94,1,0:01.0,E. Payton misses free throw 2 of 2,,26,27
95,1,0:00.0,,Defensive rebound by B. Biyombo,26,27
96,2,11:50.0,Shooting foul by L. Stephenson (drawn by E. Fournier),,26,27
97,2,11:50.0,E. Fournier misses free throw 1 of 2,,26,27
98,2,11:50.0,Offensive rebound by Team,,26,27
99,2,11:50.0,E. Fournier misses free throw 2 of 2,,26,27
100,2,11:49.0,,Defensive rebound by Team,26,27
101,2,11:37.0,,Shooting foul by L. Ridnour (drawn by C. Zeller),26,27
102,2,11:37.0,,C. Zeller makes free throw 1 of 2,26,28
103,2,11:37.0,,C. Zeller misses free throw 2 of 2,26,28
104,2,11:35.0,Defensive rebound by D. Dedmon,,26,28
105,2,11:21.0,Turnover by E. Fournier (lost ball),,26,28
106,2,10:59.0,,B. Roberts makes 2-pt jump shot from 19 ft (assist by C. Zeller),26,30
107,2,10:53.0,Personal foul by C. Zeller (drawn by L. Ridnour),,26,30
108,2,10:53.0,,Charlotte full timeout,26,30
109,2,10:41.0,E. Fournier misses 2-pt layup from 1 ft (block by B. Biyombo),,26,30
110,2,10:40.0,,Defensive rebound by C. Zeller,26,30
111,2,10:34.0,,G. Neal misses 3-pt jump shot from 27 ft,26,30
112,2,10:32.0,Defensive rebound by E. Payton,,26,30
113,2,10:24.0,C. Frye misses 3-pt jump shot from 26 ft,,26,30
114,2,10:23.0,,Defensive rebound by C. Zeller,26,30
115,2,10:13.0,,C. Zeller misses 2-pt layup from 2 ft,26,30
116,2,10:11.0,,Offensive rebound by C. Zeller,26,30
117,2,10:08.0,,B. Biyombo misses 2-pt layup from 1 ft,26,30
118,2,10:07.0,Defensive rebound by L. Ridnour,,26,30
119,2,9:59.0,L. Ridnour makes 2-pt jump shot from 18 ft,,28,30
120,2,9:37.0,,G. Neal misses 2-pt jump shot from 18 ft,28,30
121,2,9:37.0,,Offensive rebound by Team,28,30
122,2,9:37.0,Loose ball foul by L. Ridnour (drawn by C. Zeller),,28,30
123,2,9:32.0,,Offensive foul by B. Biyombo (drawn by D. Dedmon),28,30
124,2,9:32.0,,Turnover by B. Biyombo (offensive foul),28,30
125,2,9:20.0,C. Frye misses 2-pt layup from 1 ft (block by B. Biyombo),,28,30
126,2,9:17.0,,Defensive rebound by C. Zeller,28,30
127,2,9:11.0,,L. Stephenson makes 2-pt layup from 1 ft,28,32
128,2,8:57.0,Personal foul by L. Stephenson (drawn by E. Fournier),,28,32
129,2,8:57.0,Official timeout,,28,32
130,2,8:57.0,,G. Henderson enters the game for L. Stephenson,28,32
131,2,8:46.0,D. Dedmon misses 2-pt layup from 2 ft (block by C. Zeller),,28,32
132,2,8:44.0,,Defensive rebound by B. Roberts,28,32
133,2,8:25.0,,B. Biyombo makes 2-pt layup from 1 ft (assist by G. Neal),28,34
134,2,8:11.0,E. Payton misses 2-pt jump shot from 10 ft,,28,34
135,2,8:10.0,Offensive rebound by Team,,28,34
136,2,8:10.0,V. Oladipo enters the game for E. Payton,,28,34
137,2,8:10.0,,M. Williams enters the game for C. Zeller,28,34
138,2,8:10.0,T. Harris enters the game for D. Dedmon,,28,34
139,2,8:10.0,N. Vučević enters the game for C. Frye,,28,34
140,2,8:10.0,,A. Jefferson enters the game for B. Biyombo,28,34
141,2,8:02.0,E. Fournier makes 2-pt layup from 2 ft,,30,34
142,2,7:50.0,,Shooting foul by V. Oladipo (drawn by G. Neal),30,34
143,2,7:50.0,,G. Neal makes free throw 1 of 2,30,35
144,2,7:50.0,,G. Neal makes free throw 2 of 2,30,36
145,2,7:37.0,E. Fournier makes 2-pt layup from 1 ft,,32,36
146,2,7:22.0,,Personal foul by E. Fournier (drawn by G. Henderson),32,36
147,2,7:08.0,,G. Henderson makes 2-pt jump shot from 15 ft,32,38
148,2,6:50.0,N. Vučević misses 2-pt jump shot from 17 ft,,32,38
149,2,6:50.0,,Defensive rebound by Team,32,38
150,2,6:29.0,,B. Roberts misses 3-pt jump shot from 23 ft,32,38
151,2,6:28.0,Defensive rebound by Team,,32,38
152,2,6:11.0,N. Vučević misses 2-pt hook shot from 10 ft,,32,38
153,2,6:10.0,,Defensive rebound by A. Jefferson,32,38
154,2,5:51.0,,A. Jefferson makes 2-pt jump shot from 9 ft,32,40
155,2,5:47.0,Orlando full timeout,,32,40
156,2,5:47.0,M. Harkless enters the game for L. Ridnour,,32,40
157,2,5:47.0,,K. Walker enters the game for B. Roberts,32,40
158,2,5:35.0,Turnover by N. Vučević (offensive foul),,32,40
159,2,5:35.0,Offensive foul by N. Vučević (drawn by A. Jefferson),,32,40
160,2,5:18.0,,A. Jefferson misses 2-pt jump shot from 17 ft,32,40
161,2,5:17.0,Defensive rebound by T. Harris,,32,40
162,2,4:58.0,T. Harris misses 2-pt jump shot from 14 ft,,32,40
163,2,4:58.0,,Defensive rebound by Team,32,40
164,2,4:58.0,Loose ball foul by E. Fournier (drawn by G. Neal),,32,40
165,2,4:58.0,,G. Neal makes free throw 1 of 2,32,41
166,2,4:58.0,,G. Neal makes free throw 2 of 2,32,42
167,2,4:41.0,N. Vučević misses 2-pt hook shot from 7 ft,,32,42
168,2,4:38.0,,Defensive rebound by A. Jefferson,32,42
169,2,4:26.0,,A. Jefferson misses 2-pt jump shot from 7 ft,32,42
170,2,4:25.0,Defensive rebound by T. Harris,,32,42
171,2,4:18.0,T. Harris misses 2-pt jump shot from 7 ft,,32,42
172,2,4:17.0,Offensive rebound by Team,,32,42
173,2,4:17.0,,Loose ball foul by K. Walker (drawn by V. Oladipo),32,42
174,2,4:17.0,,L. Stephenson enters the game for G. Neal,32,42
175,2,3:58.0,V. Oladipo makes 2-pt layup from 1 ft (assist by E. Fournier),,34,42
176,2,3:39.0,,A. Jefferson makes 2-pt jump shot from 11 ft (assist by K. Walker),34,44
177,2,3:23.0,Shooting foul by G. Henderson (drawn by E. Fournier),,34,44
178,2,3:23.0,E. Fournier makes free throw 1 of 2,,35,44
179,2,3:23.0,E. Fournier makes free throw 2 of 2,,36,44
180,2,3:05.0,,Turnover by K. Walker (lost ball),36,44
181,2,2:42.0,T. Harris misses 2-pt jump shot from 17 ft,,36,44
182,2,2:41.0,,Defensive rebound by A. Jefferson,36,44
183,2,2:32.0,,L. Stephenson misses 2-pt jump shot from 21 ft,36,44
184,2,2:29.0,,Offensive rebound by A. Jefferson,36,44
185,2,2:29.0,,A. Jefferson makes 2-pt jump shot from 6 ft,36,46
186,2,2:06.0,N. Vučević makes 2-pt hook shot from 8 ft,,38,46
187,2,1:46.0,,L. Stephenson misses 2-pt jump shot from 8 ft,38,46
188,2,1:43.0,Defensive rebound by N. Vučević,,38,46
189,2,1:41.0,E. Fournier misses 2-pt layup at rim,,38,46
190,2,1:39.0,,Defensive rebound by K. Walker,38,46
191,2,1:36.0,,Shooting foul by T. Harris (drawn by G. Henderson),38,46
192,2,1:36.0,,Charlotte full timeout,38,46
193,2,1:36.0,C. Frye enters the game for M. Harkless,,38,46
194,2,1:36.0,,B. Biyombo enters the game for A. Jefferson,38,46
195,2,1:36.0,,G. Neal enters the game for L. Stephenson,38,46
196,2,1:36.0,,G. Henderson misses free throw 1 of 2,38,46
197,2,1:36.0,,Offensive rebound by Team,38,46
198,2,1:36.0,,G. Henderson makes free throw 2 of 2,38,47
199,2,1:20.0,T. Harris misses 2-pt jump shot from 7 ft (block by B. Biyombo),,38,47
200,2,1:18.0,,Defensive rebound by B. Biyombo,38,47
201,2,1:04.0,,G. Neal makes 2-pt jump shot from 17 ft,38,49
202,2,0:42.0,Turnover by E. Fournier (bad pass; steal by B. Biyombo),,38,49
203,2,0:32.0,,Shooting foul by N. Vučević (drawn by B. Biyombo),38,49
204,2,0:32.0,,B. Biyombo misses free throw 1 of 2,38,49
205,2,0:32.0,,Offensive rebound by Team,38,49
206,2,0:32.0,,B. Biyombo misses free throw 2 of 2,38,49
207,2,0:31.0,Defensive rebound by T. Harris,,38,49
208,2,0:23.0,Personal foul by M. Williams (drawn by C. Frye),,38,49
209,2,0:23.0,C. Frye makes free throw 1 of 2,,39,49
210,2,0:23.0,M. Harkless enters the game for N. Vučević,,39,49
211,2,0:23.0,C. Frye makes free throw 2 of 2,,40,49
212,2,0:01.0,,K. Walker makes 2-pt layup from 2 ft,40,51
213,3,11:42.0,N. Vučević misses 2-pt hook shot from 5 ft,,40,51
214,3,11:38.0,,Defensive rebound by A. Jefferson,40,51
215,3,11:26.0,,M. Williams misses 2-pt jump shot from 21 ft,40,51
216,3,11:26.0,,Offensive rebound by A. Jefferson,40,51
217,3,11:26.0,,A. Jefferson makes 2-pt layup at rim,40,53
218,3,11:26.0,,Shooting foul by N. Vučević (drawn by A. Jefferson),40,53
219,3,11:26.0,,A. Jefferson misses free throw 1 of 1,40,53
220,3,11:24.0,Defensive rebound by N. Vučević,,40,53
221,3,11:07.0,T. Harris misses 3-pt jump shot from 26 ft,,40,53
222,3,11:06.0,,Defensive rebound by K. Walker,40,53
223,3,10:57.0,,L. Stephenson makes 2-pt jump shot from 17 ft,40,55
224,3,10:45.0,V. Oladipo misses 2-pt jump shot from 8 ft,,40,55
225,3,10:43.0,,Defensive rebound by K. Walker,40,55
226,3,10:33.0,,G. Henderson makes 3-pt jump shot from 23 ft (assist by K. Walker),40,58
227,3,10:33.0,Orlando full timeout,,40,58
228,3,10:15.0,N. Vučević makes 2-pt hook shot from 6 ft,,42,58
229,3,9:54.0,,K. Walker misses 3-pt jump shot from 26 ft,42,58
230,3,9:52.0,,Offensive rebound by L. Stephenson,42,58
231,3,9:38.0,,L. Stephenson misses 2-pt jump shot from 8 ft,42,58
232,3,9:37.0,Defensive rebound by N. Vučević,,42,58
233,3,9:31.0,Personal foul by L. Stephenson (drawn by T. Harris),,42,58
234,3,9:23.0,E. Fournier misses 3-pt jump shot from 26 ft,,42,58
235,3,9:22.0,,Defensive rebound by K. Walker,42,58
236,3,9:19.0,,Shooting foul by C. Frye (drawn by L. Stephenson),42,58
237,3,9:19.0,,L. Stephenson makes free throw 1 of 2,42,59
238,3,9:19.0,,L. Stephenson misses free throw 2 of 2,42,59
239,3,9:18.0,Defensive rebound by N. Vučević,,42,59
240,3,9:01.0,T. Harris makes 2-pt jump shot from 11 ft,,44,59
241,3,8:48.0,,A. Jefferson makes 2-pt layup from 1 ft (assist by G. Henderson),44,61
242,3,8:35.0,Turnover by E. Fournier (bad pass; steal by L. Stephenson),,44,61
243,3,8:28.0,,G. Henderson makes 3-pt jump shot from 25 ft (assist by K. Walker),44,64
244,3,8:14.0,T. Harris misses 2-pt layup from 1 ft,,44,64
245,3,8:12.0,,Defensive rebound by A. Jefferson,44,64
246,3,8:04.0,,K. Walker makes 2-pt layup from 1 ft,44,66
247,3,7:39.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by V. Oladipo),,47,66
248,3,7:16.0,,G. Henderson makes 2-pt jump shot from 15 ft,47,68
249,3,6:58.0,E. Payton enters the game for V. Oladipo,,47,68
250,3,6:47.0,T. Harris misses 2-pt jump shot from 14 ft,,47,68
251,3,6:46.0,,Defensive rebound by K. Walker,47,68
252,3,6:41.0,,L. Stephenson makes 2-pt layup at rim (assist by K. Walker),47,70
253,3,6:27.0,N. Vučević misses 2-pt jump shot from 17 ft,,47,70
254,3,6:25.0,Offensive rebound by E. Payton,,47,70
255,3,6:25.0,E. Payton makes 2-pt layup from 1 ft,,49,70
256,3,5:57.0,,K. Walker misses 2-pt layup from 2 ft,49,70
257,3,5:56.0,Defensive rebound by T. Harris,,49,70
258,3,5:48.0,T. Harris makes 2-pt layup from 2 ft,,51,70
259,3,5:48.0,,Charlotte full timeout,51,70
260,3,5:48.0,W. Green enters the game for C. Frye,,51,70
261,3,5:48.0,,C. Zeller enters the game for M. Williams,51,70
262,3,5:28.0,,A. Jefferson misses 2-pt jump shot from 16 ft,51,70
263,3,5:25.0,,Offensive rebound by C. Zeller,51,70
264,3,5:19.0,,L. Stephenson misses 2-pt jump shot from 5 ft (block by N. Vučević),51,70
265,3,5:17.0,Defensive rebound by W. Green,,51,70
266,3,5:09.0,E. Fournier misses 3-pt jump shot from 25 ft,,51,70
267,3,5:07.0,Offensive rebound by W. Green,,51,70
268,3,4:54.0,E. Fournier makes 2-pt layup from 2 ft (assist by T. Harris),,53,70
269,3,4:37.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by A. Jefferson),53,73
270,3,4:15.0,E. Payton misses 2-pt jump shot from 19 ft,,53,73
271,3,4:14.0,,Defensive rebound by L. Stephenson,53,73
272,3,4:04.0,,A. Jefferson makes 2-pt jump shot from 7 ft,53,75
273,3,3:37.0,W. Green misses 2-pt jump shot from 18 ft,,53,75
274,3,3:36.0,,Defensive rebound by G. Henderson,53,75
275,3,3:33.0,,Personal foul by W. Green (drawn by C. Zeller),53,75
276,3,3:33.0,B. Gordon enters the game for E. Fournier,,53,75
277,3,3:33.0,,G. Neal enters the game for G. Henderson,53,75
278,3,3:26.0,,Turnover by K. Walker (bad pass; steal by T. Harris),53,75
279,3,3:23.0,T. Harris makes 2-pt layup at rim,,55,75
280,3,3:23.0,Shooting foul by C. Zeller (drawn by T. Harris),,55,75
281,3,3:23.0,T. Harris makes free throw 1 of 1,,56,75
282,3,3:02.0,,A. Jefferson misses 2-pt layup from 1 ft,56,75
283,3,3:01.0,Defensive rebound by B. Gordon,,56,75
284,3,2:56.0,B. Gordon misses 3-pt jump shot from 25 ft,,56,75
285,3,2:56.0,Offensive rebound by Team,,56,75
286,3,2:56.0,Personal foul by K. Walker (drawn by N. Vučević),,56,75
287,3,2:56.0,,B. Biyombo enters the game for A. Jefferson,56,75
288,3,2:40.0,B. Gordon misses 3-pt jump shot from 25 ft,,56,75
289,3,2:39.0,,Defensive rebound by B. Biyombo,56,75
290,3,2:26.0,,B. Biyombo makes 2-pt layup from 2 ft (assist by L. Stephenson),56,77
291,3,2:10.0,T. Harris misses 2-pt layup from 2 ft (block by B. Biyombo),,56,77
292,3,2:08.0,,Defensive rebound by K. Walker,56,77
293,3,2:04.0,,C. Zeller misses 2-pt layup from 1 ft,56,77
294,3,2:04.0,Defensive rebound by Team,,56,77
295,3,2:04.0,,Loose ball foul by C. Zeller (drawn by T. Harris),56,77
296,3,2:04.0,,B. Roberts enters the game for K. Walker,56,77
297,3,2:04.0,C. Frye enters the game for N. Vučević,,56,77
298,3,1:51.0,Turnover by E. Payton (bad pass; steal by L. Stephenson),,56,77
299,3,1:36.0,,C. Zeller misses 2-pt layup at rim (block by C. Frye),56,77
300,3,1:35.0,Defensive rebound by T. Harris,,56,77
301,3,1:30.0,W. Green misses 2-pt layup at rim (block by B. Biyombo),,56,77
302,3,1:30.0,Offensive rebound by Team,,56,77
303,3,1:21.0,B. Gordon makes 2-pt layup from 2 ft,,58,77
304,3,1:07.0,,L. Stephenson misses 3-pt jump shot from 25 ft,58,77
305,3,1:06.0,Defensive rebound by C. Frye,,58,77
306,3,0:55.0,T. Harris makes 2-pt jump shot from 3 ft (assist by C. Frye),,60,77
307,3,0:55.0,Shooting foul by C. Zeller (drawn by T. Harris),,60,77
308,3,0:55.0,T. Harris makes free throw 1 of 1,,61,77
309,3,0:42.0,,G. Neal misses 2-pt jump shot from 18 ft,61,77
310,3,0:39.0,,Offensive rebound by G. Neal,61,77
311,3,0:39.0,,G. Neal makes 2-pt jump shot from 11 ft,61,79
312,3,0:33.0,Shooting block foul by G. Neal (drawn by E. Payton),,61,79
313,3,0:33.0,E. Payton makes free throw 1 of 2,,62,79
314,3,0:33.0,E. Payton misses free throw 2 of 2,,62,79
315,3,0:31.0,,Defensive rebound by C. Zeller,62,79
316,3,0:22.0,,Offensive foul by B. Biyombo (drawn by W. Green),62,79
317,3,0:22.0,,Turnover by B. Biyombo (offensive foul),62,79
318,3,0:04.0,E. Payton makes 2-pt jump shot from 10 ft,,64,79
319,3,0:01.0,,Turnover by G. Neal (lost ball),64,79
320,4,11:45.0,,G. Neal makes 2-pt jump shot from 9 ft,64,81
321,4,11:35.0,Shooting foul by G. Neal (drawn by E. Fournier),,64,81
322,4,11:35.0,E. Fournier makes free throw 1 of 2,,65,81
323,4,11:35.0,,M. Williams enters the game for C. Zeller,65,81
324,4,11:35.0,E. Fournier misses free throw 2 of 2,,65,81
325,4,11:33.0,,Defensive rebound by M. Williams,65,81
326,4,11:17.0,,J. Maxiell misses 2-pt jump shot from 10 ft,65,81
327,4,11:15.0,,Offensive rebound by M. Williams,65,81
328,4,11:01.0,,G. Neal misses 2-pt jump shot from 11 ft,65,81
329,4,11:00.0,,Offensive rebound by J. Maxiell,65,81
330,4,10:55.0,,K. Walker misses 2-pt jump shot from 16 ft,65,81
331,4,10:54.0,,Offensive rebound by K. Walker,65,81
332,4,10:47.0,,K. Walker makes 2-pt jump shot from 11 ft,65,83
333,4,10:40.0,B. Gordon makes 3-pt jump shot from 23 ft (assist by E. Payton),,68,83
334,4,10:22.0,,B. Roberts misses 2-pt jump shot from 15 ft,68,83
335,4,10:21.0,Defensive rebound by W. Green,,68,83
336,4,10:15.0,Shooting foul by G. Neal (drawn by B. Gordon),,68,83
337,4,10:15.0,B. Gordon makes 2-pt layup from 1 ft,,70,83
338,4,10:15.0,B. Gordon makes free throw 1 of 1,,71,83
339,4,10:04.0,,K. Walker misses 2-pt layup from 1 ft (block by C. Frye),71,83
340,4,10:02.0,Defensive rebound by C. Frye,,71,83
341,4,9:56.0,E. Fournier makes 2-pt dunk at rim,,73,83
342,4,9:55.0,,Charlotte full timeout,73,83
343,4,9:38.0,,B. Roberts makes 2-pt jump shot from 12 ft,73,85
344,4,9:23.0,E. Payton makes 2-pt layup from 1 ft,,75,85
345,4,9:11.0,,K. Walker makes 2-pt jump shot from 11 ft,75,87
346,4,8:54.0,,G. Henderson enters the game for B. Roberts,75,87
347,4,8:44.0,C. Frye makes 3-pt jump shot from 26 ft (assist by E. Payton),,78,87
348,4,8:31.0,,K. Walker misses 2-pt jump shot from 11 ft,78,87
349,4,8:28.0,Defensive rebound by C. Frye,,78,87
350,4,8:21.0,E. Fournier makes 2-pt layup at rim,,80,87
351,4,8:07.0,,Personal foul by E. Fournier (drawn by J. Maxiell),80,87
352,4,8:07.0,,L. Stephenson enters the game for J. Maxiell,80,87
353,4,7:54.0,,K. Walker misses 3-pt jump shot from 26 ft,80,87
354,4,7:53.0,Defensive rebound by B. Gordon,,80,87
355,4,7:41.0,E. Payton misses 3-pt jump shot from 26 ft,,80,87
356,4,7:40.0,,Defensive rebound by K. Walker,80,87
357,4,7:30.0,,G. Neal makes 2-pt jump shot from 14 ft (assist by M. Williams),80,89
358,4,7:30.0,Orlando full timeout,,80,89
359,4,7:30.0,N. Vučević enters the game for C. Frye,,80,89
360,4,7:30.0,T. Harris enters the game for E. Fournier,,80,89
361,4,7:30.0,,A. Jefferson enters the game for G. Henderson,80,89
362,4,7:14.0,E. Payton makes 2-pt layup from 1 ft (assist by N. Vučević),,82,89
363,4,6:52.0,,A. Jefferson misses 2-pt jump shot from 11 ft,82,89
364,4,6:51.0,Defensive rebound by B. Gordon,,82,89
365,4,6:43.0,B. Gordon misses 2-pt jump shot from 14 ft,,82,89
366,4,6:42.0,,Defensive rebound by L. Stephenson,82,89
367,4,6:32.0,,M. Williams makes 2-pt layup at rim (assist by L. Stephenson),82,91
368,4,6:13.0,N. Vučević misses 2-pt hook shot from 6 ft,,82,91
369,4,6:11.0,,Defensive rebound by A. Jefferson,82,91
370,4,5:54.0,,A. Jefferson misses 2-pt layup from 2 ft,82,91
371,4,5:53.0,Defensive rebound by N. Vučević,,82,91
372,4,5:34.0,E. Payton misses 2-pt jump shot from 8 ft,,82,91
373,4,5:31.0,Offensive rebound by N. Vučević,,82,91
374,4,5:31.0,N. Vučević makes 2-pt tip-in at rim,,84,91
375,4,5:07.0,,A. Jefferson makes 2-pt jump shot from 7 ft (assist by L. Stephenson),84,93
376,4,4:52.0,W. Green makes 2-pt jump shot from 4 ft,,86,93
377,4,4:38.0,,A. Jefferson misses 2-pt jump shot from 6 ft,86,93
378,4,4:37.0,Defensive rebound by T. Harris,,86,93
379,4,4:24.0,W. Green makes 3-pt jump shot from 27 ft (assist by E. Payton),,89,93
380,4,4:01.0,,L. Stephenson misses 2-pt jump shot from 9 ft,89,93
381,4,4:00.0,Defensive rebound by T. Harris,,89,93
382,4,3:48.0,B. Gordon makes 2-pt jump shot from 18 ft (assist by E. Payton),,91,93
383,4,3:47.0,,Charlotte full timeout,91,93
384,4,3:36.0,,G. Neal misses 3-pt jump shot from 26 ft,91,93
385,4,3:35.0,Defensive rebound by T. Harris,,91,93
386,4,3:22.0,W. Green makes 2-pt jump shot from 19 ft (assist by N. Vučević),,93,93
387,4,3:01.0,,K. Walker misses 2-pt jump shot from 16 ft,93,93
