,QUARTER,TIME_REMAINING,ORLANDO_ACTION,NEW YORK_ACTION,ORLANDO_SCORE,NEW YORK_SCORE
100,2,11:45.0,A. Nicholson misses 2-pt jump shot from 19 ft,,31,27
101,2,11:44.0,,Defensive rebound by J. Smith,31,27
102,2,11:29.0,,J. Smith makes 2-pt jump shot from 15 ft,31,29
103,2,11:07.0,Turnover by T. Harris (traveling),,31,29
104,2,10:44.0,,A. Stoudemire makes 2-pt jump shot from 5 ft,31,31
105,2,10:33.0,Personal foul by T. Wear (drawn by T. Harris),,31,31
106,2,10:29.0,T. Harris misses 2-pt layup from 3 ft,,31,31
107,2,10:28.0,,Defensive rebound by J. Smith,31,31
108,2,10:21.0,,J. Smith misses 2-pt layup from 1 ft,31,31
109,2,10:20.0,Defensive rebound by N. Vučević,,31,31
110,2,10:07.0,T. Harris misses 2-pt layup from 2 ft,,31,31
111,2,10:06.0,,Defensive rebound by Team,31,31
112,2,9:52.0,,A. Stoudemire makes 2-pt layup from 2 ft,31,33
113,2,9:42.0,Personal foul by A. Stoudemire (drawn by N. Vučević),,31,33
114,2,9:27.0,N. Vučević misses 2-pt hook shot from 6 ft,,31,33
115,2,9:26.0,,Defensive rebound by J. Smith,31,33
116,2,9:17.0,,T. Wear misses 2-pt jump shot from 20 ft,31,33
117,2,9:16.0,Defensive rebound by N. Vučević,,31,33
118,2,9:07.0,L. Ridnour makes 2-pt jump shot from 20 ft,,33,33
119,2,8:53.0,,T. Wear misses 2-pt jump shot from 20 ft,33,33
120,2,8:52.0,Defensive rebound by A. Nicholson,,33,33
121,2,8:43.0,W. Green makes 2-pt layup from 1 ft,,35,33
122,2,8:35.0,,New York full timeout,35,33
123,2,8:35.0,C. Frye enters the game for A. Nicholson,,35,33
124,2,8:35.0,,C. Anthony enters the game for T. Wear,35,33
125,2,8:21.0,,A. Stoudemire makes 2-pt dunk at rim (assist by J. Smith),35,35
126,2,8:04.0,N. Vučević makes 2-pt jump shot from 15 ft (assist by L. Ridnour),,37,35
127,2,7:50.0,,Personal foul by W. Green (drawn by A. Stoudemire),37,35
128,2,7:37.0,,J. Smith makes 2-pt jump shot from 21 ft,37,37
129,2,7:23.0,Shooting foul by A. Stoudemire (drawn by N. Vučević),,37,37
130,2,7:23.0,N. Vučević makes free throw 1 of 2,,38,37
131,2,7:23.0,,S. Dalembert enters the game for A. Stoudemire,38,37
132,2,7:23.0,A. Gordon enters the game for T. Harris,,38,37
133,2,7:23.0,E. Fournier enters the game for W. Green,,38,37
134,2,7:23.0,N. Vučević makes free throw 2 of 2,,39,37
135,2,7:06.0,,P. Prigioni makes 3-pt jump shot from 24 ft,39,40
136,2,6:50.0,L. Ridnour misses 2-pt jump shot from 7 ft,,39,40
137,2,6:49.0,Offensive rebound by E. Fournier,,39,40
138,2,6:49.0,E. Fournier makes 2-pt tip-in from 1 ft,,41,40
139,2,6:36.0,,J. Smith makes 2-pt jump shot from 10 ft,41,42
140,2,6:19.0,Turnover by E. Fournier (bad pass; steal by P. Prigioni),,41,42
141,2,6:07.0,,Turnover by P. Prigioni (bad pass; steal by E. Fournier),41,42
142,2,5:58.0,C. Frye makes 3-pt jump shot from 25 ft (assist by L. Ridnour),,44,42
143,2,5:49.0,,Personal foul by A. Gordon (drawn by C. Anthony),44,42
144,2,5:49.0,Official timeout,,44,42
145,2,5:49.0,T. Harris enters the game for A. Gordon,,44,42
146,2,5:49.0,E. Payton enters the game for L. Ridnour,,44,42
147,2,5:49.0,,Q. Acy enters the game for P. Prigioni,44,42
148,2,5:49.0,,S. Larkin enters the game for J. Smith,44,42
149,2,5:34.0,,C. Anthony misses 3-pt jump shot from 24 ft,44,42
150,2,5:33.0,Defensive rebound by N. Vučević,,44,42
151,2,5:13.0,Turnover by E. Fournier (bad pass),,44,42
152,2,4:54.0,,C. Anthony makes 2-pt jump shot from 8 ft,44,44
153,2,4:39.0,Turnover by E. Payton (bad pass; steal by C. Anthony),,44,44
154,2,4:23.0,,J. Smith makes 2-pt jump shot from 22 ft,44,46
155,2,4:03.0,N. Vučević misses 2-pt layup from 1 ft (block by S. Dalembert),,44,46
156,2,4:01.0,,Defensive rebound by C. Anthony,44,46
157,2,3:46.0,,C. Anthony misses 2-pt jump shot from 19 ft,44,46
158,2,3:45.0,Defensive rebound by E. Payton,,44,46
159,2,3:34.0,Personal foul by Q. Acy (drawn by C. Frye),,44,46
160,2,3:34.0,,I. Shumpert enters the game for S. Larkin,44,46
161,2,3:34.0,A. Nicholson enters the game for N. Vučević,,44,46
162,2,3:21.0,A. Nicholson misses 2-pt jump shot from 14 ft,,44,46
163,2,3:20.0,,Defensive rebound by I. Shumpert,44,46
164,2,3:11.0,,Turnover by Q. Acy (traveling),44,46
165,2,3:11.0,Orlando full timeout,,44,46
166,2,2:58.0,C. Frye misses 2-pt jump shot from 21 ft,,44,46
167,2,2:57.0,,Defensive rebound by S. Dalembert,44,46
168,2,2:36.0,,S. Dalembert misses 2-pt hook shot from 7 ft,44,46
169,2,2:35.0,Defensive rebound by C. Frye,,44,46
170,2,2:26.0,T. Harris misses 2-pt layup from 1 ft (block by S. Dalembert),,44,46
171,2,2:25.0,,Defensive rebound by I. Shumpert,44,46
172,2,2:15.0,,I. Shumpert misses 3-pt jump shot from 24 ft,44,46
173,2,2:14.0,Defensive rebound by E. Payton,,44,46
174,2,2:05.0,T. Harris makes 3-pt jump shot from 24 ft (assist by E. Payton),,47,46
175,2,1:55.0,,Personal foul by A. Nicholson (drawn by Q. Acy),47,46
176,2,1:55.0,,J. Smith enters the game for S. Dalembert,47,46
177,2,1:55.0,N. Vučević enters the game for C. Frye,,47,46
178,2,1:42.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by I. Shumpert),47,48
179,2,1:25.0,T. Harris makes 2-pt jump shot from 15 ft,,49,48
180,2,1:25.0,Shooting foul by C. Anthony (drawn by T. Harris),,49,48
181,2,1:25.0,T. Harris misses free throw 1 of 1,,49,48
182,2,1:24.0,,Defensive rebound by Team,49,48
183,2,1:24.0,Loose ball foul by A. Nicholson (drawn by J. Smith),,49,48
184,2,1:24.0,,J. Smith makes free throw 1 of 2,49,49
185,2,1:24.0,,J. Smith makes free throw 2 of 2,49,50
186,2,1:05.0,T. Harris makes 2-pt dunk at rim (assist by E. Payton),,51,50
187,2,0:57.0,,J. Smith misses 2-pt jump shot from 23 ft,51,50
188,2,0:56.0,Defensive rebound by T. Harris,,51,50
189,2,0:46.0,T. Harris makes 2-pt jump shot from 3 ft,,53,50
190,2,0:46.0,Shooting foul by J. Smith (drawn by T. Harris),,53,50
191,2,0:46.0,,S. Larkin enters the game for I. Shumpert,53,50
192,2,0:46.0,T. Harris makes free throw 1 of 1,,54,50
193,2,0:34.0,,S. Larkin misses 2-pt layup from 2 ft,54,50
194,2,0:33.0,,Offensive rebound by C. Anthony,54,50
195,2,0:33.0,,C. Anthony misses 2-pt tip-in at rim,54,50
196,2,0:31.0,Defensive rebound by N. Vučević,,54,50
197,2,0:13.0,N. Vučević makes 2-pt hook shot from 3 ft,,56,50
198,2,0:01.0,,J. Smith misses 2-pt jump shot from 18 ft,56,50
199,2,0:00.0,Defensive rebound by N. Vučević,,56,50
200,3,11:44.0,E. Fournier makes 2-pt layup from 2 ft (assist by N. Vučević),,58,50
201,3,11:25.0,,T. Hardaway misses 2-pt jump shot from 19 ft,58,50
202,3,11:24.0,,Offensive rebound by I. Shumpert,58,50
203,3,11:14.0,,C. Anthony misses 2-pt jump shot from 15 ft,58,50
204,3,11:13.0,Defensive rebound by N. Vučević,,58,50
205,3,11:07.0,N. Vučević makes 2-pt layup at rim (assist by E. Payton),,60,50
206,3,11:06.0,,New York full timeout,60,50
207,3,10:44.0,,C. Anthony makes 2-pt jump shot from 8 ft,60,52
208,3,10:44.0,,Shooting foul by N. Vučević (drawn by C. Anthony),60,52
209,3,10:44.0,,C. Anthony makes free throw 1 of 1,60,53
210,3,10:29.0,Turnover by T. Harris (lost ball),,60,53
211,3,10:14.0,,C. Anthony misses 2-pt jump shot from 17 ft,60,53
212,3,10:13.0,Defensive rebound by C. Frye,,60,53
213,3,10:04.0,Personal foul by T. Hardaway (drawn by C. Frye),,60,53
214,3,9:57.0,Turnover by N. Vučević (traveling),,60,53
215,3,9:35.0,,C. Anthony misses 3-pt jump shot from 25 ft,60,53
216,3,9:34.0,Defensive rebound by E. Payton,,60,53
217,3,9:25.0,Shooting foul by C. Anthony (drawn by E. Fournier),,60,53
218,3,9:25.0,E. Fournier misses free throw 1 of 2,,60,53
219,3,9:25.0,Offensive rebound by Team,,60,53
220,3,9:25.0,E. Fournier makes free throw 2 of 2,,61,53
221,3,9:10.0,,I. Shumpert makes 2-pt jump shot from 16 ft,61,55
222,3,8:51.0,C. Frye misses 2-pt jump shot from 20 ft,,61,55
223,3,8:50.0,,Defensive rebound by I. Shumpert,61,55
224,3,8:37.0,,I. Shumpert misses 2-pt jump shot from 14 ft,61,55
225,3,8:35.0,Defensive rebound by Team,,61,55
226,3,8:35.0,,Loose ball foul by Q. Acy (drawn by C. Frye),61,55
227,3,8:35.0,,Technical foul by Q. Acy,61,55
228,3,8:35.0,T. Harris makes technical free throw,,62,55
229,3,8:35.0,,J. Smith enters the game for Q. Acy,62,55
230,3,8:25.0,E. Fournier misses 2-pt jump shot from 13 ft,,62,55
231,3,8:24.0,,Defensive rebound by S. Dalembert,62,55
232,3,8:17.0,,T. Hardaway misses 2-pt jump shot from 16 ft,62,55
233,3,8:16.0,,Offensive rebound by Team,62,55
234,3,8:16.0,Loose ball foul by E. Fournier (drawn by J. Smith),,62,55
235,3,8:11.0,,Personal foul by T. Harris (drawn by C. Anthony),62,55
236,3,7:59.0,,Turnover by J. Smith (bad pass),62,55
237,3,7:51.0,Turnover by N. Vučević (traveling),,62,55
238,3,7:38.0,,S. Dalembert makes 2-pt jump shot from 19 ft (assist by I. Shumpert),62,57
239,3,7:23.0,,Violation by S. Dalembert (def goaltending),62,57
240,3,7:23.0,N. Vučević makes 2-pt hook shot from 4 ft (assist by E. Payton),,64,57
241,3,7:16.0,,T. Hardaway misses 3-pt jump shot from 24 ft,64,57
242,3,7:15.0,,Offensive rebound by S. Dalembert,64,57
243,3,7:11.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by S. Dalembert),64,60
244,3,6:59.0,E. Payton misses 2-pt layup from 2 ft (block by S. Dalembert),,64,60
245,3,6:58.0,Offensive rebound by T. Harris,,64,60
246,3,6:55.0,T. Harris misses 2-pt jump shot from 4 ft,,64,60
247,3,6:54.0,,Defensive rebound by S. Dalembert,64,60
248,3,6:42.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by C. Anthony),64,62
249,3,6:27.0,Personal foul by I. Shumpert (drawn by E. Fournier),,64,62
250,3,6:20.0,T. Harris misses 3-pt jump shot from 23 ft,,64,62
251,3,6:19.0,,Defensive rebound by I. Shumpert,64,62
252,3,6:12.0,,T. Hardaway misses 3-pt jump shot from 23 ft,64,62
253,3,6:11.0,Defensive rebound by N. Vučević,,64,62
254,3,6:05.0,Orlando full timeout,,64,62
255,3,5:55.0,N. Vučević misses 2-pt jump shot from 7 ft,,64,62
256,3,5:54.0,,Defensive rebound by T. Hardaway,64,62
257,3,5:41.0,,C. Anthony makes 2-pt jump shot from 17 ft (assist by S. Dalembert),64,64
258,3,5:20.0,E. Fournier misses 3-pt jump shot from 25 ft,,64,64
259,3,5:19.0,,Defensive rebound by J. Smith,64,64
260,3,5:02.0,,C. Anthony makes 2-pt jump shot from 9 ft,64,66
261,3,4:41.0,N. Vučević misses 2-pt hook shot from 6 ft,,64,66
262,3,4:40.0,,Defensive rebound by C. Anthony,64,66
263,3,4:28.0,,J. Smith misses 2-pt jump shot from 20 ft,64,66
264,3,4:27.0,Defensive rebound by N. Vučević,,64,66
265,3,4:10.0,C. Frye misses 2-pt jump shot from 19 ft,,64,66
266,3,4:08.0,Offensive rebound by Team,,64,66
267,3,4:08.0,,Loose ball foul by C. Anthony (drawn by E. Fournier),64,66
268,3,4:08.0,E. Fournier makes free throw 1 of 2,,65,66
269,3,4:08.0,A. Nicholson enters the game for N. Vučević,,65,66
270,3,4:08.0,L. Ridnour enters the game for E. Payton,,65,66
271,3,4:08.0,A. Gordon enters the game for T. Harris,,65,66
272,3,4:08.0,,J. Smith enters the game for C. Anthony,65,66
273,3,4:08.0,,A. Stoudemire enters the game for S. Dalembert,65,66
274,3,4:08.0,E. Fournier makes free throw 2 of 2,,66,66
275,3,3:52.0,,A. Stoudemire misses 2-pt jump shot from 4 ft (block by C. Frye),66,66
276,3,3:51.0,,Offensive rebound by I. Shumpert,66,66
277,3,3:45.0,,I. Shumpert misses 3-pt jump shot from 24 ft,66,66
278,3,3:44.0,Defensive rebound by L. Ridnour,,66,66
279,3,3:30.0,Personal foul by I. Shumpert (drawn by A. Nicholson),,66,66
280,3,3:30.0,A. Nicholson makes free throw 1 of 2,,67,66
281,3,3:30.0,A. Nicholson makes free throw 2 of 2,,68,66
282,3,3:07.0,Violation by C. Frye (def goaltending),,68,66
283,3,3:07.0,,T. Hardaway makes 2-pt layup from 2 ft,68,68
284,3,2:53.0,A. Nicholson makes 2-pt layup from 1 ft (assist by E. Fournier),,70,68
285,3,2:45.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by I. Shumpert),70,71
286,3,2:33.0,A. Nicholson misses 2-pt jump shot from 8 ft,,70,71
287,3,2:32.0,,Defensive rebound by J. Smith,70,71
288,3,2:25.0,,J. Smith misses 3-pt jump shot from 24 ft,70,71
289,3,2:24.0,Defensive rebound by L. Ridnour,,70,71
290,3,2:15.0,L. Ridnour makes 2-pt jump shot from 22 ft,,72,71
291,3,1:52.0,,J. Smith makes 2-pt jump shot from 21 ft (assist by T. Hardaway),72,73
292,3,1:42.0,C. Frye makes 2-pt jump shot from 20 ft (assist by L. Ridnour),,74,73
293,3,1:14.0,,J. Smith misses 2-pt jump shot from 19 ft,74,73
294,3,1:13.0,Defensive rebound by L. Ridnour,,74,73
295,3,1:02.0,E. Fournier misses 2-pt jump shot from 4 ft,,74,73
296,3,1:01.0,,Defensive rebound by A. Stoudemire,74,73
297,3,0:50.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by J. Smith),74,76
298,3,0:31.0,Turnover by A. Nicholson (3 sec),,74,76
299,3,0:31.0,,P. Prigioni enters the game for I. Shumpert,74,76
300,3,0:31.0,N. Vučević enters the game for A. Gordon,,74,76
301,3,0:31.0,W. Green enters the game for E. Fournier,,74,76
302,3,0:19.0,,Personal foul by N. Vučević (drawn by A. Stoudemire),74,76
303,3,0:09.0,,P. Prigioni misses 3-pt jump shot from 25 ft,74,76
304,3,0:07.0,,Offensive rebound by A. Stoudemire,74,76
305,3,0:06.0,,A. Stoudemire misses 2-pt jump shot from 10 ft,74,76
306,3,0:05.0,,Offensive rebound by Team,74,76
307,3,0:05.0,,Turnover by Team (shot clock),74,76
308,3,0:00.0,C. Frye misses 3-pt jump shot from 24 ft,,74,76
309,3,0:00.0,Offensive rebound by Team,,74,76
310,4,11:44.0,,A. Stoudemire makes 2-pt hook shot from 1 ft,74,78
311,4,11:35.0,Personal foul by S. Larkin (drawn by L. Ridnour),,74,78
312,4,11:33.0,Personal foul by J. Smith (drawn by A. Gordon),,74,78
313,4,11:25.0,Def 3 sec tech foul by J. Smith,,74,78
314,4,11:25.0,L. Ridnour makes technical free throw,,75,78
315,4,11:21.0,Turnover by N. Vučević (lost ball),,75,78
316,4,11:05.0,,J. Smith misses 2-pt jump shot from 16 ft,75,78
317,4,11:04.0,Defensive rebound by N. Vučević,,75,78
318,4,10:56.0,A. Nicholson misses 2-pt jump shot from 20 ft,,75,78
319,4,10:55.0,,Defensive rebound by S. Larkin,75,78
320,4,10:49.0,,J. Smith misses 3-pt jump shot from 24 ft,75,78
321,4,10:48.0,Defensive rebound by L. Ridnour,,75,78
322,4,10:45.0,Personal foul by J. Smith (drawn by L. Ridnour),,75,78
323,4,10:45.0,,T. Hardaway enters the game for J. Smith,75,78
324,4,10:34.0,A. Nicholson misses 2-pt jump shot from 21 ft,,75,78
325,4,10:33.0,,Defensive rebound by P. Prigioni,75,78
326,4,10:14.0,,T. Hardaway misses 3-pt jump shot from 23 ft,75,78
327,4,10:13.0,,Offensive rebound by A. Stoudemire,75,78
328,4,10:12.0,,Personal foul by L. Ridnour (drawn by A. Stoudemire),75,78
329,4,10:05.0,,Shooting foul by L. Ridnour (drawn by S. Larkin),75,78
330,4,10:05.0,,S. Larkin makes free throw 1 of 2,75,79
331,4,10:05.0,,S. Larkin makes free throw 2 of 2,75,80
332,4,9:47.0,N. Vučević misses 2-pt jump shot from 7 ft,,75,80
333,4,9:46.0,,Defensive rebound by J. Smith,75,80
334,4,9:43.0,,Personal foul by N. Vučević (drawn by T. Hardaway),75,80
335,4,9:33.0,,J. Smith misses 2-pt jump shot from 19 ft,75,80
336,4,9:31.0,Defensive rebound by W. Green,,75,80
337,4,9:13.0,W. Green makes 3-pt jump shot from 23 ft (assist by L. Ridnour),,78,80
338,4,8:57.0,,P. Prigioni makes 3-pt jump shot from 24 ft (assist by J. Smith),78,83
339,4,8:51.0,Orlando full timeout,,78,83
340,4,8:51.0,T. Harris enters the game for A. Gordon,,78,83
341,4,8:51.0,E. Fournier enters the game for A. Nicholson,,78,83
342,4,8:51.0,C. Frye enters the game for W. Green,,78,83
343,4,8:39.0,L. Ridnour makes 2-pt jump shot from 18 ft,,80,83
344,4,8:26.0,,T. Hardaway misses 3-pt jump shot from 25 ft,80,83
345,4,8:25.0,Defensive rebound by C. Frye,,80,83
346,4,8:09.0,Shooting foul by A. Stoudemire (drawn by N. Vučević),,80,83
347,4,8:09.0,N. Vučević makes free throw 1 of 2,,81,83
348,4,8:09.0,N. Vučević makes free throw 2 of 2,,82,83
349,4,7:48.0,,J. Smith misses 2-pt jump shot from 20 ft,82,83
350,4,7:47.0,Defensive rebound by C. Frye,,82,83
351,4,7:35.0,C. Frye makes 2-pt dunk at rim (assist by L. Ridnour),,84,83
352,4,7:34.0,,New York full timeout,84,83
353,4,7:34.0,,C. Anthony enters the game for S. Larkin,84,83
354,4,7:34.0,,S. Dalembert enters the game for A. Stoudemire,84,83
355,4,7:34.0,,J. Smith enters the game for J. Smith,84,83
356,4,7:34.0,,I. Shumpert enters the game for T. Hardaway,84,83
357,4,7:13.0,,C. Anthony misses 2-pt jump shot from 21 ft,84,83
358,4,7:12.0,Defensive rebound by T. Harris,,84,83
359,4,6:55.0,C. Frye misses 3-pt jump shot from 25 ft,,84,83
360,4,6:54.0,,Defensive rebound by S. Dalembert,84,83
361,4,6:36.0,,C. Anthony makes 2-pt jump shot from 16 ft,84,85
362,4,6:16.0,N. Vučević makes 2-pt jump shot from 8 ft (assist by E. Fournier),,86,85
363,4,5:51.0,,Turnover by J. Smith (bad pass; steal by E. Fournier),86,85
364,4,5:41.0,Personal foul by C. Anthony (drawn by L. Ridnour),,86,85
365,4,5:41.0,L. Ridnour misses free throw 1 of 2,,86,85
366,4,5:41.0,Offensive rebound by Team,,86,85
367,4,5:41.0,,J. Smith enters the game for C. Anthony,86,85
368,4,5:41.0,L. Ridnour makes free throw 2 of 2,,87,85
369,4,5:28.0,,Personal foul by E. Fournier (drawn by J. Smith),87,85
370,4,5:19.0,,J. Smith misses 2-pt jump shot from 18 ft,87,85
371,4,5:18.0,Defensive rebound by N. Vučević,,87,85
372,4,5:00.0,E. Fournier misses 2-pt jump shot from 18 ft,,87,85
373,4,4:59.0,,Defensive rebound by I. Shumpert,87,85
374,4,4:44.0,,Turnover by I. Shumpert (offensive foul),87,85
375,4,4:44.0,,Offensive foul by I. Shumpert (drawn by L. Ridnour),87,85
376,4,4:27.0,,Violation by S. Dalembert (def goaltending),87,85
377,4,4:27.0,E. Fournier makes 2-pt layup from 2 ft,,89,85
378,4,4:11.0,,J. Smith misses 2-pt jump shot from 17 ft,89,85
379,4,4:10.0,Defensive rebound by N. Vučević,,89,85
380,4,3:52.0,T. Harris misses 2-pt jump shot from 4 ft,,89,85
381,4,3:51.0,Offensive rebound by N. Vučević,,89,85
382,4,3:51.0,N. Vučević misses 2-pt tip-in from 1 ft,,89,85
383,4,3:50.0,,Defensive rebound by P. Prigioni,89,85
384,4,3:41.0,,New York full timeout,89,85
385,4,3:41.0,,C. Anthony enters the game for J. Smith,89,85
