,QUARTER,TIME_REMAINING,CHICAGO_ACTION,CLEVELAND_ACTION,CHICAGO_SCORE,CLEVELAND_SCORE
124,2,7:42.0,Official timeout,,33,35
125,2,7:42.0,,T. Thompson makes free throw 1 of 2,33,36
126,2,7:42.0,,T. Thompson makes free throw 2 of 2,33,37
127,2,7:26.0,N. Mirotić misses 2-pt jump shot from 7 ft,,33,37
128,2,7:20.0,,Defensive rebound by L. James,33,37
129,2,7:19.0,,Personal foul by E. Moore (drawn by L. James),33,37
130,2,7:19.0,,K. Irving enters the game for M. Dellavedova,33,37
131,2,7:19.0,,T. Mozgov enters the game for K. Love,33,37
132,2,7:19.0,A. Brooks enters the game for E. Moore,,33,37
133,2,7:11.0,,L. James misses 2-pt jump shot from 13 ft,33,37
134,2,7:10.0,,Offensive rebound by L. James,33,37
135,2,7:06.0,,L. James misses 2-pt jump shot from 13 ft,33,37
136,2,7:04.0,Defensive rebound by N. Mirotić,,33,37
137,2,6:44.0,Turnover by A. Brooks (lost ball; steal by L. James),,33,37
138,2,6:37.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),33,40
139,2,6:24.0,,I. Shumpert enters the game for L. James,33,40
140,2,6:24.0,N. Mirotić misses flagrant free throw 1 of 2,,33,40
141,2,6:24.0,Offensive rebound by Team,,33,40
142,2,6:24.0,N. Mirotić makes flagrant free throw 2 of 2,,34,40
143,2,6:02.0,A. Brooks makes 2-pt jump shot from 11 ft,,36,40
144,2,5:43.0,,T. Mozgov misses 2-pt hook shot from 10 ft,36,40
145,2,5:40.0,Defensive rebound by N. Mirotić,,36,40
146,2,5:28.0,A. Brooks makes 2-pt layup at rim,,38,40
147,2,5:13.0,,K. Irving makes 3-pt jump shot from 25 ft,38,43
148,2,4:49.0,N. Mirotić misses 2-pt hook shot from 8 ft,,38,43
149,2,4:46.0,,Defensive rebound by J. Smith,38,43
150,2,4:34.0,,K. Irving makes 2-pt jump shot from 5 ft,38,45
151,2,4:33.0,,Violation by Team (delay of game),38,45
152,2,4:09.0,A. Brooks misses 3-pt jump shot from 25 ft,,38,45
153,2,4:08.0,Offensive rebound by A. Brooks,,38,45
154,2,4:03.0,Turnover by A. Brooks (step out of bounds),,38,45
155,2,4:03.0,,Cleveland full timeout,38,45
156,2,4:03.0,P. Gasol enters the game for J. Noah,,38,45
157,2,4:03.0,T. Snell enters the game for J. Butler,,38,45
158,2,4:03.0,M. Dunleavy enters the game for N. Mirotić,,38,45
159,2,3:46.0,,I. Shumpert misses 2-pt jump shot from 17 ft,38,45
160,2,3:45.0,Defensive rebound by P. Gasol,,38,45
161,2,3:33.0,Personal foul by I. Shumpert (drawn by P. Gasol),,38,45
162,2,3:24.0,M. Dunleavy makes 3-pt jump shot from 27 ft (assist by A. Brooks),,41,45
163,2,3:05.0,,K. Irving makes 2-pt jump shot from 17 ft,41,47
164,2,2:47.0,P. Gasol misses 2-pt jump shot from 6 ft,,41,47
165,2,2:44.0,,Defensive rebound by T. Mozgov,41,47
166,2,2:36.0,,K. Irving misses 2-pt layup from 2 ft,41,47
167,2,2:35.0,,Offensive rebound by K. Irving,41,47
168,2,2:32.0,,I. Shumpert misses 3-pt jump shot from 24 ft,41,47
169,2,2:29.0,Defensive rebound by P. Gasol,,41,47
170,2,2:26.0,Chicago full timeout,,41,47
171,2,2:26.0,,L. James enters the game for T. Thompson,41,47
172,2,2:26.0,J. Butler enters the game for T. Snell,,41,47
173,2,2:14.0,M. Dunleavy makes 3-pt jump shot from 26 ft (assist by A. Brooks),,44,47
174,2,1:50.0,,T. Mozgov makes 2-pt jump shot from 8 ft (assist by K. Irving),44,49
175,2,1:31.0,P. Gasol misses 2-pt jump shot from 4 ft,,44,49
176,2,1:30.0,,Defensive rebound by K. Irving,44,49
177,2,1:24.0,,Turnover by K. Irving (bad pass; steal by J. Butler),44,49
178,2,1:23.0,Turnover by J. Butler (bad pass; steal by K. Irving),,44,49
179,2,1:19.0,,T. Mozgov makes 2-pt dunk at rim (assist by L. James),44,51
180,2,1:01.0,P. Gasol misses 2-pt jump shot from 8 ft,,44,51
181,2,1:00.0,,Defensive rebound by Team,44,51
182,2,0:48.0,,J. Smith misses 3-pt jump shot from 26 ft,44,51
183,2,0:46.0,Defensive rebound by T. Gibson,,44,51
184,2,0:37.0,A. Brooks misses 3-pt jump shot from 25 ft,,44,51
185,2,0:36.0,,Defensive rebound by L. James,44,51
186,2,0:16.0,,I. Shumpert misses 3-pt jump shot from 22 ft,44,51
187,2,0:15.0,Defensive rebound by Team,,44,51
188,2,0:05.0,Personal foul by K. Irving (drawn by A. Brooks),,44,51
189,2,0:05.0,,M. Dellavedova enters the game for K. Irving,44,51
190,2,0:05.0,N. Mirotić enters the game for T. Gibson,,44,51
191,2,0:03.0,Shooting foul by L. James (drawn by N. Mirotić),,44,51
192,2,0:03.0,N. Mirotić misses free throw 1 of 2,,44,51
193,2,0:03.0,Offensive rebound by Team,,44,51
194,2,0:03.0,,K. Irving enters the game for M. Dellavedova,44,51
195,2,0:03.0,E. Moore enters the game for A. Brooks,,44,51
196,2,0:03.0,N. Mirotić makes free throw 2 of 2,,45,51
197,2,0:03.0,,Cleveland full timeout,45,51
198,2,0:03.0,T. Snell enters the game for P. Gasol,,45,51
199,2,0:03.0,T. Gibson enters the game for N. Mirotić,,45,51
200,2,0:03.0,,K. Love enters the game for T. Mozgov,45,51
201,2,0:00.0,,J. Smith makes 3-pt jump shot from 40 ft (assist by L. James),45,54
202,3,11:39.0,P. Gasol makes 2-pt layup at rim (assist by J. Noah),,47,54
203,3,11:22.0,,K. Love makes 3-pt jump shot from 23 ft (assist by K. Irving),47,57
204,3,11:01.0,M. Dunleavy makes 2-pt jump shot from 21 ft (assist by J. Noah),,49,57
205,3,10:41.0,,K. Love misses 3-pt jump shot from 23 ft,49,57
206,3,10:41.0,Defensive rebound by Team,,49,57
207,3,10:41.0,,Loose ball foul by T. Mozgov (drawn by P. Gasol),49,57
208,3,10:26.0,Shooting foul by J. Smith (drawn by M. Dunleavy),,49,57
209,3,10:26.0,M. Dunleavy makes free throw 1 of 2,,50,57
210,3,10:26.0,M. Dunleavy makes free throw 2 of 2,,51,57
211,3,10:04.0,,T. Mozgov makes 2-pt layup at rim (assist by L. James),51,59
212,3,9:48.0,P. Gasol makes 2-pt jump shot from 17 ft (assist by J. Noah),,53,59
213,3,9:30.0,,K. Irving misses 2-pt jump shot from 3 ft,53,59
214,3,9:29.0,,Offensive rebound by T. Mozgov,53,59
215,3,9:23.0,,Personal foul by A. Brooks (drawn by K. Love),53,59
216,3,9:13.0,,J. Smith makes 3-pt jump shot from 28 ft (assist by L. James),53,62
217,3,8:56.0,J. Noah makes 2-pt dunk at rim (assist by M. Dunleavy),,55,62
218,3,8:33.0,,J. Smith misses 3-pt jump shot from 25 ft,55,62
219,3,8:33.0,Defensive rebound by J. Butler,,55,62
220,3,8:21.0,A. Brooks makes 3-pt jump shot from 26 ft (assist by J. Butler),,58,62
221,3,8:03.0,,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),58,65
222,3,7:42.0,Shooting foul by T. Mozgov (drawn by A. Brooks),,58,65
223,3,7:42.0,A. Brooks makes free throw 1 of 2,,59,65
224,3,7:42.0,A. Brooks makes free throw 2 of 2,,60,65
225,3,7:28.0,,K. Love misses 3-pt jump shot from 24 ft,60,65
226,3,7:27.0,Defensive rebound by A. Brooks,,60,65
227,3,7:24.0,Turnover by A. Brooks (bad pass),,60,65
228,3,7:17.0,,K. Irving misses 2-pt jump shot from 4 ft,60,65
229,3,7:17.0,,Offensive rebound by Team,60,65
230,3,7:17.0,Loose ball foul by A. Brooks (drawn by T. Mozgov),,60,65
231,3,7:03.0,,J. Smith misses 3-pt jump shot from 23 ft,60,65
232,3,7:02.0,,Offensive rebound by K. Irving,60,65
233,3,6:59.0,,Shooting foul by J. Noah (drawn by L. James),60,65
234,3,6:59.0,,L. James makes free throw 1 of 2,60,66
235,3,6:59.0,,L. James makes free throw 2 of 2,60,67
236,3,6:48.0,M. Dunleavy misses 3-pt jump shot from 24 ft,,60,67
237,3,6:47.0,,Defensive rebound by L. James,60,67
238,3,6:45.0,,Personal foul by J. Noah (drawn by L. James),60,67
239,3,6:20.0,,L. James misses 3-pt jump shot from 25 ft,60,67
240,3,6:19.0,Defensive rebound by J. Noah,,60,67
241,3,6:09.0,P. Gasol misses 2-pt jump shot from 18 ft,,60,67
242,3,6:08.0,,Defensive rebound by T. Mozgov,60,67
243,3,5:52.0,,T. Mozgov misses 2-pt layup from 1 ft,60,67
244,3,5:51.0,Defensive rebound by J. Noah,,60,67
245,3,5:47.0,Turnover by M. Dunleavy (bad pass; steal by L. James),,60,67
246,3,5:40.0,,J. Smith misses 3-pt jump shot from 30 ft,60,67
247,3,5:39.0,Defensive rebound by Team,,60,67
248,3,5:39.0,,Loose ball foul by T. Mozgov (drawn by P. Gasol),60,67
249,3,5:39.0,,Cleveland full timeout,60,67
250,3,5:39.0,,T. Thompson enters the game for T. Mozgov,60,67
251,3,5:24.0,Turnover by P. Gasol (bad pass; steal by L. James),,60,67
252,3,5:01.0,,Shooting foul by P. Gasol (drawn by L. James),60,67
253,3,5:01.0,,L. James makes 2-pt dunk at rim,60,69
254,3,5:01.0,,L. James makes free throw 1 of 1,60,70
255,3,4:44.0,A. Brooks misses 2-pt jump shot from 5 ft (block by K. Love),,60,70
256,3,4:42.0,Offensive rebound by A. Brooks,,60,70
257,3,4:38.0,A. Brooks misses 2-pt layup from 2 ft (block by K. Irving),,60,70
258,3,4:38.0,,Defensive rebound by Team,60,70
259,3,4:38.0,,I. Shumpert enters the game for J. Smith,60,70
260,3,4:18.0,,T. Thompson misses 2-pt jump shot from 5 ft,60,70
261,3,4:17.0,,Offensive rebound by L. James,60,70
262,3,4:16.0,T. Gibson enters the game for J. Noah,,60,70
263,3,4:10.0,,K. Irving makes 3-pt jump shot from 52 ft (assist by I. Shumpert),60,73
264,3,3:54.0,T. Gibson misses 2-pt jump shot from 17 ft,,60,73
265,3,3:54.0,,Defensive rebound by Team,60,73
266,3,3:54.0,Loose ball foul by A. Brooks (drawn by K. Irving),,60,73
267,3,3:54.0,,K. Irving makes free throw 1 of 2,60,74
268,3,3:54.0,,K. Irving makes free throw 2 of 2,60,75
269,3,3:45.0,J. Butler makes 2-pt jump shot from 19 ft (assist by A. Brooks),,62,75
270,3,3:26.0,,Turnover by K. Irving (bad pass; steal by J. Butler),62,75
271,3,3:22.0,J. Butler makes 2-pt dunk at rim (assist by M. Dunleavy),,64,75
272,3,3:02.0,,Turnover by L. James (bad pass; steal by J. Butler),64,75
273,3,2:58.0,Turnover by A. Brooks (bad pass; steal by K. Love),,64,75
274,3,2:51.0,,L. James makes 2-pt layup at rim (assist by K. Love),64,77
275,3,2:51.0,,Shooting foul by J. Butler (drawn by L. James),64,77
276,3,2:51.0,Chicago full timeout,,64,77
277,3,2:51.0,N. Mirotić enters the game for M. Dunleavy,,64,77
278,3,2:51.0,,L. James misses free throw 1 of 1,64,77
279,3,2:49.0,Defensive rebound by P. Gasol,,64,77
280,3,2:38.0,Shooting foul by L. James (drawn by T. Gibson),,64,77
281,3,2:38.0,T. Gibson makes free throw 1 of 2,,65,77
282,3,2:38.0,,J. Smith enters the game for L. James,65,77
283,3,2:38.0,T. Gibson misses free throw 2 of 2,,65,77
284,3,2:37.0,,Defensive rebound by T. Thompson,65,77
285,3,2:25.0,,K. Love misses 3-pt jump shot from 25 ft,65,77
286,3,2:23.0,Defensive rebound by N. Mirotić,,65,77
287,3,2:10.0,J. Butler misses 2-pt jump shot from 19 ft,,65,77
288,3,2:09.0,,Defensive rebound by I. Shumpert,65,77
289,3,2:00.0,,I. Shumpert misses 2-pt jump shot from 17 ft,65,77
290,3,1:59.0,Defensive rebound by A. Brooks,,65,77
291,3,1:48.0,Personal foul by I. Shumpert (drawn by T. Gibson),,65,77
292,3,1:48.0,T. Gibson makes free throw 1 of 2,,66,77
293,3,1:48.0,T. Snell enters the game for J. Butler,,66,77
294,3,1:48.0,T. Gibson makes free throw 2 of 2,,67,77
295,3,1:34.0,,K. Irving misses 2-pt layup from 2 ft,67,77
296,3,1:31.0,Defensive rebound by P. Gasol,,67,77
297,3,1:24.0,Turnover by N. Mirotić (bad pass; steal by K. Irving),,67,77
298,3,1:17.0,,J. Smith misses 3-pt jump shot from 25 ft,67,77
299,3,1:17.0,,Offensive rebound by Team,67,77
300,3,1:17.0,Loose ball foul by T. Gibson (drawn by T. Thompson),,67,77
301,3,1:17.0,,T. Thompson misses free throw 1 of 2,67,77
302,3,1:17.0,,Offensive rebound by Team,67,77
303,3,1:17.0,,T. Thompson misses free throw 2 of 2,67,77
304,3,1:15.0,Defensive rebound by N. Mirotić,,67,77
305,3,0:58.0,T. Snell makes 2-pt jump shot from 20 ft (assist by P. Gasol),,69,77
306,3,0:35.0,,J. Smith misses 3-pt jump shot from 25 ft,69,77
307,3,0:34.0,Defensive rebound by T. Snell,,69,77
308,3,0:29.0,T. Snell misses 3-pt jump shot from 25 ft,,69,77
309,3,0:27.0,,Defensive rebound by K. Irving,69,77
310,3,0:10.0,,Shooting foul by T. Snell (drawn by K. Irving),69,77
311,3,0:10.0,,K. Irving makes free throw 1 of 2,69,78
312,3,0:10.0,M. Dunleavy enters the game for T. Gibson,,69,78
313,3,0:10.0,,M. Dellavedova enters the game for K. Love,69,78
314,3,0:10.0,,K. Irving makes free throw 2 of 2,69,79
315,3,0:02.0,P. Gasol makes 2-pt hook shot from 8 ft (assist by A. Brooks),,71,79
316,4,11:37.0,,J. Smith misses 3-pt jump shot from 25 ft,71,79
317,4,11:36.0,Defensive rebound by J. Butler,,71,79
318,4,11:26.0,Personal foul by J. Smith (drawn by N. Mirotić),,71,79
319,4,11:14.0,N. Mirotić misses 3-pt jump shot from 23 ft,,71,79
320,4,11:13.0,,Defensive rebound by L. James,71,79
321,4,11:03.0,,L. James misses 2-pt jump shot from 22 ft,71,79
322,4,11:02.0,Defensive rebound by N. Mirotić,,71,79
323,4,10:58.0,Turnover by A. Brooks (bad pass; steal by J. Smith),,71,79
324,4,10:57.0,,Personal foul by J. Butler (drawn by J. Smith),71,79
325,4,10:57.0,E. Moore enters the game for A. Brooks,,71,79
326,4,10:57.0,,T. Mozgov enters the game for T. Thompson,71,79
327,4,10:36.0,,M. Dellavedova makes 2-pt jump shot from 9 ft (assist by L. James),71,81
328,4,10:10.0,E. Moore misses 2-pt jump shot from 16 ft,,71,81
329,4,10:09.0,,Defensive rebound by J. Smith,71,81
330,4,9:59.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by T. Mozgov),71,84
331,4,9:56.0,Chicago full timeout,,71,84
332,4,9:41.0,J. Butler misses 2-pt jump shot from 17 ft,,71,84
333,4,9:40.0,,Defensive rebound by Team,71,84
334,4,9:21.0,,Turnover by L. James (traveling),71,84
335,4,9:21.0,M. Dunleavy enters the game for T. Gibson,,71,84
336,4,9:06.0,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by J. Noah),,74,84
337,4,8:52.0,,Turnover by L. James (offensive foul),74,84
338,4,8:52.0,Offensive charge foul by L. James (drawn by M. Dunleavy),,74,84
339,4,8:41.0,J. Butler misses 2-pt jump shot from 17 ft,,74,84
340,4,8:40.0,,Defensive rebound by T. Mozgov,74,84
341,4,8:34.0,,J. Smith misses 3-pt jump shot from 24 ft,74,84
342,4,8:33.0,Defensive rebound by E. Moore,,74,84
343,4,8:18.0,Turnover by N. Mirotić (traveling),,74,84
344,4,8:02.0,,M. Dellavedova misses 2-pt jump shot from 14 ft,74,84
345,4,8:01.0,Defensive rebound by N. Mirotić,,74,84
346,4,7:43.0,J. Butler misses 3-pt jump shot from 25 ft,,74,84
347,4,7:42.0,,Defensive rebound by T. Mozgov,74,84
348,4,7:31.0,,L. James makes 2-pt layup at rim,74,86
349,4,7:11.0,N. Mirotić misses 3-pt jump shot from 23 ft,,74,86
350,4,7:10.0,Offensive rebound by J. Butler,,74,86
351,4,7:08.0,J. Butler makes 2-pt layup at rim,,76,86
352,4,6:54.0,,T. Mozgov makes 2-pt dunk at rim (assist by L. James),76,88
353,4,6:29.0,N. Mirotić makes 3-pt jump shot from 22 ft (assist by J. Butler),,79,88
354,4,6:14.0,,T. Mozgov makes 2-pt dunk at rim (assist by L. James),79,90
355,4,5:54.0,N. Mirotić misses 2-pt jump shot from 16 ft,,79,90
356,4,5:53.0,Offensive rebound by J. Noah,,79,90
357,4,5:51.0,Shooting foul by T. Mozgov (drawn by N. Mirotić),,79,90
358,4,5:51.0,Official timeout,,79,90
359,4,5:51.0,A. Brooks enters the game for E. Moore,,79,90
360,4,5:51.0,,K. Love enters the game for L. James,79,90
361,4,5:51.0,,T. Thompson enters the game for T. Mozgov,79,90
362,4,5:51.0,,K. Irving enters the game for I. Shumpert,79,90
363,4,5:51.0,N. Mirotić makes free throw 1 of 2,,80,90
364,4,5:51.0,N. Mirotić misses free throw 2 of 2,,80,90
365,4,5:51.0,,Defensive rebound by T. Thompson,80,90
366,4,5:32.0,,Turnover by K. Love (traveling),80,90
367,4,5:20.0,N. Mirotić misses 3-pt jump shot from 24 ft,,80,90
368,4,5:19.0,Offensive rebound by J. Noah,,80,90
369,4,5:05.0,A. Brooks misses 3-pt jump shot from 26 ft,,80,90
370,4,5:04.0,,Defensive rebound by J. Smith,80,90
371,4,4:54.0,,K. Irving misses 2-pt jump shot from 15 ft,80,90
372,4,4:53.0,Defensive rebound by J. Noah,,80,90
373,4,4:34.0,N. Mirotić makes 3-pt jump shot from 23 ft (assist by M. Dunleavy),,83,90
374,4,4:14.0,,Turnover by K. Irving (lost ball; steal by J. Noah),83,90
375,4,4:06.0,Turnover by A. Brooks (bad pass),,83,90
376,4,4:06.0,,L. James enters the game for M. Dellavedova,83,90
377,4,3:53.0,,Turnover by K. Irving (bad pass; steal by J. Noah),83,90
378,4,3:49.0,M. Dunleavy makes 2-pt layup from 1 ft (assist by J. Butler),,85,90
379,4,3:29.0,,Shooting foul by J. Noah (drawn by K. Irving),85,90
380,4,3:29.0,,K. Irving makes free throw 1 of 2,85,91
381,4,3:29.0,,K. Irving makes free throw 2 of 2,85,92
382,4,3:17.0,J. Butler makes 2-pt layup at rim (assist by A. Brooks),,87,92
383,4,2:56.0,,K. Irving misses 3-pt jump shot from 27 ft,87,92
384,4,2:55.0,Defensive rebound by N. Mirotić,,87,92
385,4,2:49.0,Offensive foul by J. Butler (drawn by K. Love),,87,92
386,4,2:49.0,Turnover by J. Butler (offensive foul),,87,92
387,4,2:49.0,,Cleveland full timeout,87,92
388,4,2:49.0,P. Gasol enters the game for J. Noah,,87,92
389,4,2:49.0,,T. Mozgov enters the game for T. Thompson,87,92
