,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MIAMI_ACTION,WASHINGTON_SCORE,MIAMI_SCORE
0,1,11:37.0,,L. Deng misses 2-pt jump shot from 3 ft (block by G. Temple),0,0
1,1,11:36.0,,Offensive rebound by C. Bosh,0,0
2,1,11:31.0,,C. Bosh makes 3-pt jump shot from 23 ft,0,3
3,1,11:05.0,P. Pierce makes 3-pt jump shot from 27 ft (assist by D. Gooden),,3,3
4,1,10:48.0,,C. Bosh misses 3-pt jump shot from 24 ft,3,3
5,1,10:47.0,,Offensive rebound by L. Deng,3,3
6,1,10:47.0,,Shooting foul by P. Pierce (drawn by L. Deng),3,3
7,1,10:47.0,,L. Deng makes free throw 1 of 2,3,4
8,1,10:47.0,,L. Deng makes free throw 2 of 2,3,5
9,1,10:27.0,D. Gooden misses 2-pt hook shot from 10 ft,,3,5
10,1,10:25.0,,Defensive rebound by C. Bosh,3,5
11,1,10:20.0,,S. Williams misses 2-pt layup from 1 ft,3,5
12,1,10:19.0,Defensive rebound by D. Gooden,,3,5
13,1,10:10.0,G. Temple misses 3-pt jump shot from 23 ft,,3,5
14,1,10:09.0,,Defensive rebound by L. Deng,3,5
15,1,10:01.0,,N. Cole misses 2-pt jump shot from 19 ft,3,5
16,1,10:00.0,Defensive rebound by G. Temple,,3,5
17,1,9:54.0,Turnover by J. Wall (lost ball; steal by D. Wade),,3,5
18,1,9:48.0,,N. Cole misses 3-pt jump shot from 24 ft,3,5
19,1,9:48.0,,Offensive rebound by S. Williams,3,5
20,1,9:41.0,,D. Wade misses 3-pt jump shot from 25 ft,3,5
21,1,9:40.0,Defensive rebound by P. Pierce,,3,5
22,1,9:29.0,P. Pierce makes 2-pt layup at rim (assist by J. Wall),,5,5
23,1,9:15.0,,L. Deng makes 2-pt layup from 1 ft (assist by D. Wade),5,7
24,1,8:56.0,D. Gooden misses 2-pt jump shot from 18 ft,,5,7
25,1,8:55.0,,Defensive rebound by C. Bosh,5,7
26,1,8:43.0,,L. Deng misses 3-pt jump shot from 26 ft,5,7
27,1,8:42.0,Defensive rebound by G. Temple,,5,7
28,1,8:29.0,D. Gooden makes 2-pt hook shot from 5 ft (assist by J. Wall),,7,7
29,1,8:08.0,,S. Williams misses 3-pt jump shot from 25 ft,7,7
30,1,8:07.0,Defensive rebound by J. Wall,,7,7
31,1,8:00.0,Turnover by J. Wall (bad pass; steal by C. Bosh),,7,7
32,1,7:56.0,,Turnover by N. Cole (bad pass),7,7
33,1,7:41.0,G. Temple misses 3-pt jump shot from 23 ft,,7,7
34,1,7:40.0,Offensive rebound by G. Temple,,7,7
35,1,7:37.0,G. Temple misses 2-pt layup from 2 ft (block by C. Bosh),,7,7
36,1,7:36.0,,Defensive rebound by N. Cole,7,7
37,1,7:20.0,,D. Wade makes 2-pt jump shot from 5 ft,7,9
38,1,7:02.0,M. Gortat misses 2-pt jump shot from 16 ft,,7,9
39,1,7:01.0,Offensive rebound by D. Gooden,,7,9
40,1,7:00.0,D. Gooden makes 2-pt tip-in at rim,,9,9
41,1,6:44.0,,S. Williams misses 3-pt jump shot from 25 ft,9,9
42,1,6:43.0,Defensive rebound by M. Gortat,,9,9
43,1,6:36.0,Shooting foul by S. Williams (drawn by M. Gortat),,9,9
44,1,6:36.0,M. Gortat makes free throw 1 of 2,,10,9
45,1,6:36.0,,C. Andersen enters the game for C. Bosh,10,9
46,1,6:36.0,M. Gortat makes free throw 2 of 2,,11,9
47,1,6:26.0,,Turnover by N. Cole (lost ball; steal by J. Wall),11,9
48,1,6:23.0,Washington full timeout,,11,9
49,1,6:09.0,P. Pierce makes 2-pt jump shot from 18 ft,,13,9
50,1,5:54.0,,L. Deng makes 2-pt dunk at rim (assist by D. Wade),13,11
51,1,5:36.0,P. Pierce misses 3-pt jump shot from 24 ft,,13,11
52,1,5:35.0,,Defensive rebound by S. Williams,13,11
53,1,5:32.0,,Turnover by L. Deng (lost ball),13,11
54,1,5:18.0,Turnover by G. Temple (bad pass; steal by C. Andersen),,13,11
55,1,5:13.0,,N. Cole makes 2-pt layup at rim,13,13
56,1,5:05.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,15,13
57,1,4:38.0,,N. Cole makes 3-pt jump shot from 24 ft (assist by S. Williams),15,16
58,1,4:19.0,Turnover by D. Gooden (bad pass; steal by S. Williams),,15,16
59,1,4:16.0,,Shooting foul by D. Gooden (drawn by S. Williams),15,16
60,1,4:16.0,,S. Williams makes free throw 1 of 2,15,17
61,1,4:16.0,,M. Chalmers enters the game for D. Wade,15,17
62,1,4:16.0,,S. Williams misses free throw 2 of 2,15,17
63,1,4:15.0,Defensive rebound by D. Gooden,,15,17
64,1,3:55.0,M. Gortat makes 2-pt dunk at rim (assist by P. Pierce),,17,17
65,1,3:49.0,,Miami full timeout,17,17
66,1,3:49.0,,C. Bosh enters the game for S. Williams,17,17
67,1,3:49.0,K. Humphries enters the game for P. Pierce,,17,17
68,1,3:49.0,O. Porter enters the game for D. Gooden,,17,17
69,1,3:39.0,,C. Bosh misses 2-pt layup from 2 ft (block by M. Gortat),17,17
70,1,3:38.0,Defensive rebound by G. Temple,,17,17
71,1,3:31.0,,J. Ennis enters the game for L. Deng,17,17
72,1,3:13.0,K. Humphries misses 2-pt jump shot from 20 ft,,17,17
73,1,3:12.0,Offensive rebound by M. Gortat,,17,17
74,1,3:01.0,O. Porter makes 2-pt layup from 1 ft (assist by J. Wall),,19,17
75,1,2:37.0,,N. Cole makes 3-pt jump shot from 24 ft (assist by C. Bosh),19,20
76,1,2:27.0,J. Wall makes 2-pt layup from 2 ft,,21,20
77,1,2:12.0,,M. Chalmers makes 2-pt layup from 2 ft,21,22
78,1,1:55.0,Turnover by J. Wall (bad pass; steal by M. Chalmers),,21,22
79,1,1:50.0,,N. Cole misses 2-pt layup from 2 ft,21,22
80,1,1:49.0,Defensive rebound by K. Humphries,,21,22
81,1,1:43.0,J. Wall makes 2-pt jump shot from 16 ft,,23,22
