,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PHOENIX_ACTION,MINNESOTA_SCORE,PHOENIX_SCORE
0,1,11:35.0,A. Payne misses 2-pt jump shot from 19 ft,,0,0
1,1,11:34.0,,Defensive rebound by P. Tucker,0,0
2,1,11:12.0,,M. Morris misses 3-pt jump shot from 24 ft,0,0
3,1,11:11.0,Defensive rebound by K. Martin,,0,0
4,1,11:01.0,Shooting foul by M. Morris (drawn by A. Payne),,0,0
5,1,11:01.0,A. Payne makes free throw 1 of 2,,1,0
6,1,11:01.0,A. Payne makes free throw 2 of 2,,2,0
7,1,10:53.0,,Turnover by M. Morris (bad pass),2,0
8,1,10:37.0,Turnover by N. Peković (lost ball),,2,0
9,1,10:18.0,,Turnover by E. Bledsoe (bad pass),2,0
10,1,10:04.0,A. Wiggins makes 2-pt layup from 1 ft,,4,0
11,1,9:45.0,,Shooting foul by A. Payne (drawn by M. Morris),4,0
12,1,9:45.0,,M. Morris makes free throw 1 of 2,4,1
13,1,9:45.0,,M. Morris makes free throw 2 of 2,4,2
14,1,9:26.0,N. Peković misses 2-pt jump shot from 4 ft,,4,2
15,1,9:25.0,,Defensive rebound by M. Morris,4,2
16,1,9:16.0,,E. Bledsoe makes 3-pt jump shot from 24 ft (assist by A. Len),4,5
17,1,8:52.0,R. Rubio misses 2-pt jump shot from 14 ft,,4,5
18,1,8:51.0,,Defensive rebound by M. Morris,4,5
19,1,8:47.0,,M. Morris makes 2-pt dunk at rim (assist by M. Morris),4,7
20,1,8:25.0,A. Payne makes 2-pt dunk at rim,,6,7
21,1,8:11.0,,P. Tucker makes 2-pt jump shot from 19 ft,6,9
22,1,7:58.0,A. Wiggins misses 2-pt jump shot from 18 ft,,6,9
23,1,7:57.0,Offensive rebound by N. Peković,,6,9
24,1,7:55.0,N. Peković misses 2-pt layup at rim,,6,9
25,1,7:54.0,Offensive rebound by A. Wiggins,,6,9
26,1,7:54.0,A. Wiggins misses 2-pt layup at rim,,6,9
27,1,7:53.0,,Defensive rebound by A. Len,6,9
28,1,7:45.0,,A. Len misses 2-pt jump shot from 17 ft,6,9
29,1,7:44.0,,Offensive rebound by Team,6,9
30,1,7:34.0,,E. Bledsoe makes 2-pt layup at rim,6,11
31,1,7:31.0,Minnesota full timeout,,6,11
32,1,7:09.0,A. Payne makes 2-pt layup from 1 ft,,8,11
33,1,6:50.0,,Turnover by E. Bledsoe (bad pass; steal by A. Wiggins),8,11
34,1,6:46.0,A. Wiggins makes 2-pt dunk at rim (assist by R. Rubio),,10,11
35,1,6:30.0,,M. Morris makes 2-pt jump shot from 10 ft,10,13
36,1,6:13.0,R. Rubio misses 2-pt layup at rim,,10,13
37,1,6:12.0,,Defensive rebound by A. Len,10,13
38,1,6:06.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),10,16
39,1,5:46.0,N. Peković misses 2-pt jump shot from 11 ft,,10,16
40,1,5:44.0,Offensive rebound by R. Rubio,,10,16
41,1,5:40.0,R. Rubio makes 2-pt jump shot from 20 ft (assist by N. Peković),,12,16
42,1,5:21.0,,A. Len makes 2-pt jump shot from 18 ft (assist by P. Tucker),12,18
43,1,5:03.0,A. Payne makes 2-pt jump shot from 18 ft (assist by R. Rubio),,14,18
44,1,4:44.0,,M. Morris misses 2-pt jump shot from 10 ft,14,18
