,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CHICAGO_ACTION,ATLANTA_SCORE,CHICAGO_SCORE
86,1,1:25.0,P. Antić misses 3-pt jump shot from 25 ft,,19,11
87,1,1:21.0,,Defensive rebound by M. Dunleavy,19,11
88,1,1:17.0,,A. Brooks makes 2-pt layup from 2 ft,19,13
89,1,1:17.0,,Shooting foul by M. Muscala (drawn by A. Brooks),19,13
90,1,1:17.0,,A. Brooks makes free throw 1 of 1,19,14
91,1,1:12.0,Turnover by K. Bazemore (lost ball; steal by M. Dunleavy),,19,14
92,1,1:08.0,,M. Dunleavy misses 2-pt layup from 1 ft (block by K. Bazemore),19,14
93,1,1:08.0,Defensive rebound by Team,,19,14
94,1,1:08.0,,Technical foul by Team,19,14
95,1,1:08.0,D. Schröder makes technical free throw,,20,14
96,1,0:50.0,M. Muscala misses 3-pt jump shot from 23 ft,,20,14
97,1,0:49.0,,Defensive rebound by M. Dunleavy,20,14
98,1,0:32.0,,A. Brooks misses 3-pt jump shot from 23 ft,20,14
99,1,0:31.0,Defensive rebound by S. Mack,,20,14
100,1,0:22.0,Turnover by P. Antić (bad pass; steal by T. Gibson),,20,14
101,1,0:19.0,,Turnover by T. Gibson (bad pass),20,14
102,1,0:19.0,,N. Mohammed enters the game for T. Gibson,20,14
103,1,0:04.0,D. Schröder makes 2-pt jump shot from 18 ft,,22,14
104,1,0:00.0,,Shooting foul by D. Schröder (drawn by A. Brooks),22,14
105,1,0:00.0,,A. Brooks makes free throw 1 of 3,22,15
106,1,0:00.0,,A. Brooks makes free throw 2 of 3,22,16
107,1,0:00.0,,A. Brooks makes free throw 3 of 3,22,17
108,2,11:40.0,Turnover by A. Horford (lost ball),,22,17
109,2,11:28.0,,Def 3 sec tech foul by P. Millsap,22,17
110,2,11:28.0,,J. Butler misses technical free throw,22,17
111,2,11:28.0,,Offensive rebound by Team,22,17
112,2,11:12.0,,N. Mirotić makes 3-pt jump shot from 22 ft (assist by J. Butler),22,20
113,2,10:59.0,Turnover by D. Schröder (lost ball; steal by A. Brooks),,22,20
114,2,10:50.0,,P. Gasol misses 2-pt jump shot from 18 ft,22,20
115,2,10:49.0,Defensive rebound by D. Schröder,,22,20
116,2,10:43.0,P. Millsap misses 2-pt layup from 1 ft (block by N. Mirotić),,22,20
117,2,10:41.0,Offensive rebound by A. Horford,,22,20
118,2,10:38.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by A. Horford),,25,20
119,2,10:23.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by A. Brooks),25,23
120,2,10:09.0,K. Korver misses 3-pt jump shot from 25 ft,,25,23
121,2,10:08.0,,Defensive rebound by P. Gasol,25,23
122,2,9:52.0,,J. Butler misses 2-pt jump shot from 22 ft,25,23
123,2,9:51.0,,Offensive rebound by N. Mirotić,25,23
124,2,9:49.0,,N. Mirotić makes 2-pt layup at rim,25,25
125,2,9:31.0,K. Korver makes 3-pt jump shot from 24 ft (assist by A. Horford),,28,25
126,2,9:16.0,,Personal foul by P. Millsap (drawn by N. Mirotić),28,25
127,2,9:02.0,,A. Brooks misses 2-pt jump shot from 11 ft,28,25
128,2,9:02.0,,Offensive rebound by Team,28,25
129,2,9:02.0,,Turnover by Team (shot clock),28,25
130,2,8:46.0,D. Schröder misses 3-pt jump shot from 25 ft,,28,25
131,2,8:45.0,,Defensive rebound by T. Snell,28,25
132,2,8:36.0,,P. Gasol makes 2-pt layup from 1 ft (assist by T. Snell),28,27
133,2,8:23.0,K. Korver misses 3-pt jump shot from 26 ft,,28,27
134,2,8:22.0,,Defensive rebound by P. Gasol,28,27
135,2,8:09.0,,J. Butler makes 2-pt jump shot from 5 ft (assist by N. Mirotić),28,29
136,2,7:57.0,D. Schröder makes 2-pt jump shot from 20 ft,,30,29
137,2,7:40.0,,P. Gasol makes 2-pt dunk at rim (assist by A. Brooks),30,31
138,2,7:31.0,Atlanta full timeout,,30,31
139,2,7:31.0,J. Teague enters the game for D. Schröder,,30,31
140,2,7:21.0,P. Millsap misses 2-pt layup from 3 ft (block by P. Gasol),,30,31
141,2,7:20.0,Offensive rebound by A. Horford,,30,31
142,2,7:17.0,K. Korver makes 3-pt jump shot from 23 ft (assist by A. Horford),,33,31
143,2,6:55.0,,P. Gasol misses 2-pt jump shot from 7 ft (block by P. Millsap),33,31
144,2,6:53.0,,Offensive rebound by P. Gasol,33,31
145,2,6:53.0,,Turnover by P. Gasol (bad pass),33,31
146,2,6:43.0,Turnover by D. Carroll (bad pass; steal by N. Mirotić),,33,31
147,2,6:40.0,,Turnover by N. Mirotić (bad pass; steal by D. Carroll),33,31
148,2,6:32.0,J. Teague misses 3-pt jump shot from 22 ft,,33,31
149,2,6:31.0,Offensive rebound by A. Horford,,33,31
150,2,6:28.0,K. Korver misses 3-pt jump shot from 24 ft,,33,31
151,2,6:27.0,,Defensive rebound by T. Snell,33,31
152,2,6:18.0,,Shooting foul by K. Korver (drawn by P. Gasol),33,31
153,2,6:18.0,,P. Gasol misses free throw 1 of 2,33,31
154,2,6:18.0,,Offensive rebound by Team,33,31
155,2,6:18.0,,D. Rose enters the game for A. Brooks,33,31
156,2,6:18.0,,P. Gasol makes free throw 2 of 2,33,32
157,2,6:06.0,Turnover by K. Korver (bad pass; steal by J. Butler),,33,32
158,2,6:03.0,,Turnover by D. Rose (bad pass; steal by A. Horford),33,32
159,2,5:57.0,P. Millsap misses 3-pt jump shot from 25 ft,,33,32
160,2,5:56.0,,Defensive rebound by J. Butler,33,32
161,2,5:41.0,,N. Mirotić misses 3-pt jump shot from 23 ft,33,32
162,2,5:40.0,Defensive rebound by J. Teague,,33,32
163,2,5:36.0,J. Teague misses 2-pt layup from 2 ft (block by N. Mirotić),,33,32
164,2,5:33.0,,Defensive rebound by P. Gasol,33,32
165,2,5:27.0,,T. Snell misses 3-pt jump shot from 22 ft,33,32
166,2,5:26.0,Defensive rebound by D. Carroll,,33,32
167,2,5:16.0,D. Carroll misses 3-pt jump shot from 25 ft,,33,32
168,2,5:15.0,,Defensive rebound by T. Snell,33,32
169,2,5:03.0,,J. Butler misses 2-pt jump shot from 8 ft,33,32
170,2,5:02.0,Defensive rebound by A. Horford,,33,32
171,2,4:57.0,D. Carroll makes 2-pt layup from 2 ft (assist by A. Horford),,35,32
172,2,4:48.0,,Chicago full timeout,35,32
173,2,4:48.0,K. Bazemore enters the game for A. Horford,,35,32
174,2,4:48.0,P. Antić enters the game for K. Korver,,35,32
175,2,4:48.0,,M. Dunleavy enters the game for T. Snell,35,32
176,2,4:40.0,,Shooting foul by D. Carroll (drawn by P. Gasol),35,32
177,2,4:40.0,,P. Gasol makes free throw 1 of 2,35,33
178,2,4:40.0,,P. Gasol misses free throw 2 of 2,35,33
179,2,4:39.0,Defensive rebound by P. Millsap,,35,33
180,2,4:20.0,D. Carroll misses 2-pt layup from 2 ft,,35,33
181,2,4:19.0,Offensive rebound by P. Antić,,35,33
182,2,4:19.0,P. Antić misses 2-pt tip-in from 1 ft,,35,33
183,2,4:18.0,,Defensive rebound by P. Gasol,35,33
184,2,3:57.0,,J. Butler makes 3-pt jump shot from 25 ft (assist by N. Mirotić),35,36
185,2,3:39.0,P. Millsap misses 2-pt jump shot from 15 ft,,35,36
186,2,3:38.0,,Defensive rebound by N. Mirotić,35,36
187,2,3:30.0,,P. Gasol makes 2-pt layup from 2 ft (assist by D. Rose),35,38
188,2,3:16.0,J. Teague makes 2-pt jump shot from 7 ft,,37,38
189,2,2:58.0,,M. Dunleavy misses 3-pt jump shot from 24 ft,37,38
190,2,2:57.0,Defensive rebound by P. Antić,,37,38
191,2,2:46.0,P. Antić makes 3-pt jump shot from 24 ft (assist by P. Millsap),,40,38
192,2,2:25.0,,Turnover by D. Rose (traveling),40,38
193,2,2:25.0,Atlanta full timeout,,40,38
194,2,2:25.0,,T. Gibson enters the game for N. Mirotić,40,38
195,2,2:25.0,,A. Brooks enters the game for D. Rose,40,38
196,2,2:25.0,S. Mack enters the game for D. Carroll,,40,38
197,2,2:25.0,M. Muscala enters the game for P. Millsap,,40,38
198,2,2:25.0,D. Schröder enters the game for J. Teague,,40,38
199,2,2:10.0,D. Schröder makes 2-pt jump shot from 15 ft,,42,38
200,2,1:51.0,,Shooting foul by P. Antić (drawn by P. Gasol),42,38
201,2,1:51.0,,P. Gasol makes free throw 1 of 2,42,39
202,2,1:51.0,,P. Gasol makes free throw 2 of 2,42,40
203,2,1:42.0,Turnover by M. Muscala (back court),,42,40
204,2,1:23.0,,P. Gasol misses 2-pt jump shot from 15 ft,42,40
205,2,1:22.0,Defensive rebound by K. Bazemore,,42,40
206,2,1:07.0,P. Antić misses 3-pt jump shot from 25 ft,,42,40
207,2,1:06.0,,Defensive rebound by T. Gibson,42,40
208,2,0:55.0,,Turnover by P. Gasol (traveling),42,40
209,2,0:46.0,K. Bazemore makes 2-pt layup from 2 ft,,44,40
210,2,0:46.0,Shooting foul by M. Dunleavy (drawn by K. Bazemore),,44,40
211,2,0:46.0,K. Bazemore makes free throw 1 of 1,,45,40
212,2,0:35.0,,A. Brooks misses 2-pt layup from 2 ft,45,40
213,2,0:35.0,,Offensive rebound by J. Butler,45,40
214,2,0:35.0,,J. Butler makes 2-pt dunk at rim,45,42
215,2,0:30.0,D. Schröder makes 2-pt jump shot from 16 ft,,47,42
216,2,0:07.0,Offensive charge foul by M. Dunleavy (drawn by P. Antić),,47,42
217,2,0:07.0,,Turnover by M. Dunleavy (offensive foul),47,42
218,2,0:07.0,,T. Snell enters the game for M. Dunleavy,47,42
219,2,0:07.0,Atlanta full timeout,,47,42
220,2,0:02.0,D. Schröder makes 2-pt layup from 2 ft,,49,42
221,2,0:00.0,,A. Brooks misses 3-pt jump shot from 45 ft,49,42
222,2,0:00.0,,Offensive rebound by Team,49,42
223,3,12:00.0,Violation by Team (delay of game),,49,42
224,3,11:51.0,A. Horford makes 2-pt layup from 3 ft (assist by P. Millsap),,51,42
225,3,11:36.0,,J. Butler misses 2-pt layup from 2 ft,51,42
226,3,11:35.0,Defensive rebound by K. Korver,,51,42
227,3,11:24.0,K. Korver makes 2-pt layup from 1 ft (assist by J. Teague),,53,42
228,3,10:54.0,,A. Brooks misses 2-pt jump shot from 22 ft,53,42
229,3,10:53.0,Defensive rebound by P. Millsap,,53,42
230,3,10:38.0,Personal foul by M. Dunleavy (drawn by D. Carroll),,53,42
231,3,10:38.0,,T. Snell enters the game for M. Dunleavy,53,42
232,3,10:32.0,Shooting foul by T. Gibson (drawn by P. Millsap),,53,42
233,3,10:32.0,P. Millsap misses free throw 1 of 2,,53,42
234,3,10:32.0,Offensive rebound by Team,,53,42
235,3,10:32.0,P. Millsap makes free throw 2 of 2,,54,42
236,3,10:15.0,,T. Gibson misses 2-pt layup from 2 ft (block by A. Horford),54,42
237,3,10:14.0,Defensive rebound by Team,,54,42
238,3,10:08.0,J. Teague makes 2-pt jump shot from 17 ft,,56,42
239,3,10:01.0,,Chicago full timeout,56,42
240,3,10:01.0,,Technical foul by T. Gibson,56,42
241,3,10:01.0,K. Korver makes technical free throw,,57,42
242,3,9:47.0,,J. Butler misses 2-pt layup from 1 ft,57,42
243,3,9:45.0,Defensive rebound by K. Korver,,57,42
244,3,9:37.0,D. Carroll makes 3-pt jump shot from 22 ft (assist by P. Millsap),,60,42
245,3,9:24.0,,A. Brooks makes 2-pt layup from 2 ft,60,44
246,3,9:24.0,,Shooting foul by A. Horford (drawn by A. Brooks),60,44
247,3,9:24.0,,A. Brooks makes free throw 1 of 1,60,45
248,3,9:17.0,J. Teague makes 2-pt layup from 2 ft,,62,45
249,3,9:07.0,,A. Brooks makes 2-pt layup from 1 ft,62,47
250,3,8:53.0,Turnover by J. Teague (traveling),,62,47
251,3,8:38.0,,P. Gasol misses 2-pt layup from 2 ft,62,47
252,3,8:37.0,Defensive rebound by A. Horford,,62,47
253,3,8:28.0,A. Horford misses 2-pt jump shot from 7 ft (block by P. Gasol),,62,47
254,3,8:27.0,,Defensive rebound by J. Butler,62,47
255,3,8:15.0,,Turnover by P. Gasol (bad pass; steal by P. Millsap),62,47
256,3,8:08.0,D. Carroll misses 3-pt jump shot from 23 ft,,62,47
257,3,8:07.0,,Defensive rebound by J. Butler,62,47
258,3,8:02.0,,Personal foul by K. Korver (drawn by J. Butler),62,47
259,3,7:55.0,,A. Brooks misses 2-pt layup from 1 ft,62,47
260,3,7:54.0,Defensive rebound by K. Korver,,62,47
261,3,7:50.0,D. Carroll misses 2-pt layup from 1 ft (block by J. Butler),,62,47
262,3,7:49.0,,Defensive rebound by T. Snell,62,47
263,3,7:42.0,,Turnover by A. Brooks (lost ball),62,47
264,3,7:31.0,Turnover by J. Teague (lost ball; steal by A. Brooks),,62,47
265,3,7:15.0,,P. Gasol makes 2-pt jump shot from 4 ft,62,49
266,3,7:00.0,P. Millsap makes 2-pt layup from 1 ft (assist by K. Korver),,64,49
267,3,6:44.0,,Turnover by A. Brooks (bad pass; steal by P. Millsap),64,49
268,3,6:40.0,D. Carroll makes 2-pt layup from 1 ft (assist by P. Millsap),,66,49
269,3,6:18.0,,J. Butler makes 3-pt jump shot from 23 ft (assist by A. Brooks),66,52
270,3,6:00.0,A. Horford misses 2-pt jump shot from 7 ft,,66,52
271,3,5:59.0,,Defensive rebound by P. Gasol,66,52
272,3,5:56.0,,T. Snell makes 2-pt layup from 2 ft (assist by T. Gibson),66,54
273,3,5:56.0,,Shooting foul by J. Teague (drawn by T. Snell),66,54
274,3,5:56.0,,N. Mirotić enters the game for T. Gibson,66,54
275,3,5:56.0,,T. Snell makes free throw 1 of 1,66,55
276,3,5:46.0,J. Teague misses 2-pt layup from 3 ft,,66,55
277,3,5:45.0,,Defensive rebound by P. Gasol,66,55
278,3,5:39.0,,A. Brooks misses 2-pt layup from 1 ft (block by P. Millsap),66,55
279,3,5:39.0,,Offensive rebound by Team,66,55
280,3,5:28.0,,P. Gasol makes 2-pt dunk at rim (assist by N. Mirotić),66,57
281,3,5:09.0,A. Horford makes 2-pt hook shot from 5 ft,,68,57
282,3,4:54.0,,A. Brooks makes 2-pt jump shot from 11 ft,68,59
283,3,4:47.0,Atlanta full timeout,,68,59
284,3,4:47.0,K. Bazemore enters the game for K. Korver,,68,59
285,3,4:47.0,P. Antić enters the game for A. Horford,,68,59
286,3,4:31.0,D. Carroll misses 2-pt layup from 2 ft,,68,59
287,3,4:30.0,,Defensive rebound by T. Snell,68,59
288,3,4:15.0,,Shooting foul by P. Millsap (drawn by N. Mirotić),68,59
289,3,4:15.0,,N. Mirotić makes free throw 1 of 3,68,60
290,3,4:15.0,,N. Mirotić makes free throw 2 of 3,68,61
291,3,4:15.0,,N. Mirotić makes free throw 3 of 3,68,62
292,3,3:57.0,P. Millsap misses 2-pt jump shot from 13 ft,,68,62
293,3,3:54.0,,Defensive rebound by A. Brooks,68,62
294,3,3:46.0,,T. Snell makes 2-pt layup from 1 ft,68,64
295,3,3:26.0,J. Teague misses 2-pt jump shot from 4 ft,,68,64
296,3,3:25.0,,Defensive rebound by P. Gasol,68,64
297,3,3:19.0,,Shooting foul by P. Millsap (drawn by J. Butler),68,64
298,3,3:19.0,,J. Butler makes free throw 1 of 2,68,65
299,3,3:19.0,D. Schröder enters the game for D. Carroll,,68,65
300,3,3:19.0,S. Mack enters the game for P. Millsap,,68,65
301,3,3:19.0,M. Muscala enters the game for J. Teague,,68,65
302,3,3:19.0,,J. Butler makes free throw 2 of 2,68,66
303,3,3:06.0,K. Bazemore misses 2-pt jump shot from 12 ft (block by T. Snell),,68,66
304,3,3:06.0,Offensive rebound by Team,,68,66
305,3,3:06.0,,E. Moore enters the game for J. Butler,68,66
306,3,3:01.0,D. Schröder makes 2-pt jump shot from 5 ft,,70,66
307,3,2:34.0,,N. Mirotić misses 3-pt jump shot from 25 ft,70,66
308,3,2:33.0,Defensive rebound by S. Mack,,70,66
309,3,2:22.0,D. Schröder makes 2-pt jump shot from 7 ft,,72,66
310,3,2:06.0,,P. Gasol misses 2-pt jump shot from 16 ft,72,66
311,3,2:06.0,,Offensive rebound by N. Mirotić,72,66
312,3,1:47.0,,P. Gasol misses 2-pt layup from 2 ft (block by P. Antić),72,66
313,3,1:45.0,,Offensive rebound by P. Gasol,72,66
314,3,1:45.0,,P. Gasol misses 2-pt layup from 1 ft (block by M. Muscala),72,66
315,3,1:42.0,Defensive rebound by P. Antić,,72,66
316,3,1:40.0,,Offensive charge foul by M. Muscala (drawn by T. Snell),72,66
317,3,1:40.0,Turnover by M. Muscala (offensive foul),,72,66
318,3,1:27.0,,P. Gasol misses 2-pt layup from 1 ft,72,66
319,3,1:26.0,Defensive rebound by S. Mack,,72,66
320,3,1:18.0,K. Bazemore misses 3-pt jump shot from 23 ft,,72,66
321,3,1:17.0,,Defensive rebound by A. Brooks,72,66
322,3,0:59.0,,A. Brooks misses 2-pt jump shot from 16 ft,72,66
323,3,0:58.0,Defensive rebound by P. Antić,,72,66
324,3,0:51.0,Turnover by D. Schröder (bad pass; steal by A. Brooks),,72,66
325,3,0:50.0,,Personal foul by K. Bazemore (drawn by P. Gasol),72,66
326,3,0:50.0,,P. Gasol makes free throw 1 of 2,72,67
327,3,0:50.0,,P. Gasol makes free throw 2 of 2,72,68
328,3,0:26.0,D. Schröder misses 2-pt layup from 2 ft,,72,68
329,3,0:25.0,,Defensive rebound by A. Brooks,72,68
330,3,0:05.0,,A. Brooks makes 2-pt layup from 1 ft,72,70
331,3,0:00.0,K. Bazemore misses 3-pt jump shot from 26 ft,,72,70
332,3,0:00.0,Offensive rebound by Team,,72,70
333,4,11:46.0,,Personal foul by P. Antić (drawn by J. Butler),72,70
334,4,11:33.0,,T. Snell misses 3-pt jump shot from 23 ft,72,70
335,4,11:32.0,Defensive rebound by E. Brand,,72,70
336,4,11:21.0,D. Schröder makes 3-pt jump shot from 25 ft,,75,70
337,4,11:03.0,Violation by D. Schröder (kicked ball),,75,70
338,4,10:50.0,,N. Mirotić misses 2-pt layup from 2 ft (block by A. Daye),75,70
339,4,10:50.0,Defensive rebound by Team,,75,70
340,4,10:35.0,P. Antić misses 3-pt jump shot from 23 ft,,75,70
341,4,10:34.0,,Defensive rebound by N. Mohammed,75,70
342,4,10:25.0,,A. Brooks misses 3-pt jump shot from 25 ft,75,70
343,4,10:25.0,,Offensive rebound by Team,75,70
344,4,10:25.0,,E. Moore enters the game for A. Brooks,75,70
345,4,10:25.0,,M. Dunleavy enters the game for T. Snell,75,70
346,4,10:16.0,,E. Moore makes 2-pt layup from 2 ft,75,72
347,4,9:53.0,J. Jenkins misses 2-pt jump shot from 13 ft,,75,72
348,4,9:52.0,,Defensive rebound by N. Mohammed,75,72
349,4,9:40.0,,Shooting foul by E. Brand (drawn by J. Butler),75,72
350,4,9:40.0,,J. Butler misses free throw 1 of 2,75,72
351,4,9:40.0,,Offensive rebound by Team,75,72
352,4,9:40.0,M. Muscala enters the game for P. Antić,,75,72
353,4,9:40.0,,J. Butler makes free throw 2 of 2,75,73
354,4,9:26.0,M. Muscala makes 2-pt jump shot from 10 ft (assist by E. Brand),,77,73
355,4,9:12.0,,N. Mirotić misses 3-pt jump shot from 24 ft,77,73
356,4,9:11.0,Defensive rebound by D. Schröder,,77,73
357,4,9:01.0,D. Schröder misses 2-pt layup from 2 ft (block by N. Mohammed),,77,73
358,4,9:01.0,,Defensive rebound by Team,77,73
359,4,8:50.0,,E. Moore makes 2-pt layup from 2 ft,77,75
360,4,8:38.0,Personal foul by E. Moore (drawn by J. Jenkins),,77,75
361,4,8:38.0,Atlanta full timeout,,77,75
362,4,8:38.0,S. Mack enters the game for D. Schröder,,77,75
363,4,8:24.0,M. Muscala misses 2-pt layup from 2 ft,,77,75
364,4,8:22.0,Offensive rebound by J. Jenkins,,77,75
365,4,8:22.0,A. Daye misses 2-pt tip-in from 1 ft,,77,75
366,4,8:21.0,,Defensive rebound by N. Mirotić,77,75
367,4,8:07.0,,J. Butler misses 2-pt layup from 1 ft,77,75
368,4,8:06.0,,Offensive rebound by N. Mohammed,77,75
369,4,8:06.0,,N. Mohammed makes 2-pt layup from 2 ft,77,77
370,4,7:42.0,E. Brand misses 2-pt jump shot from 16 ft,,77,77
371,4,7:41.0,,Defensive rebound by J. Butler,77,77
372,4,7:34.0,,Shooting foul by A. Daye (drawn by J. Butler),77,77
373,4,7:34.0,,J. Butler makes free throw 1 of 2,77,78
374,4,7:34.0,,J. Butler makes free throw 2 of 2,77,79
375,4,7:21.0,E. Brand misses 2-pt jump shot from 18 ft,,77,79
376,4,7:20.0,,Defensive rebound by M. Dunleavy,77,79
377,4,7:09.0,,Turnover by N. Mirotić (bad pass; steal by S. Mack),77,79
378,4,6:53.0,S. Mack misses 2-pt jump shot from 16 ft,,77,79
379,4,6:52.0,,Defensive rebound by M. Dunleavy,77,79
380,4,6:32.0,,M. Dunleavy makes 2-pt jump shot from 18 ft (assist by E. Moore),77,81
381,4,6:12.0,Personal foul by N. Mirotić (drawn by S. Mack),,77,81
382,4,5:59.0,S. Mack misses 3-pt jump shot from 25 ft,,77,81
383,4,5:58.0,Offensive rebound by A. Daye,,77,81
384,4,5:55.0,A. Daye misses 3-pt jump shot from 26 ft,,77,81
385,4,5:54.0,,Defensive rebound by J. Butler,77,81
386,4,5:39.0,,Turnover by E. Moore (bad pass; steal by M. Muscala),77,81
387,4,5:33.0,Shooting foul by N. Mohammed (drawn by A. Daye),,77,81
388,4,5:33.0,,Chicago full timeout,77,81
389,4,5:33.0,,P. Gasol enters the game for N. Mohammed,77,81
