,QUARTER,TIME_REMAINING,CHICAGO_ACTION,CLEVELAND_ACTION,CHICAGO_SCORE,CLEVELAND_SCORE
0,1,11:47.0,J. Butler misses 2-pt jump shot from 20 ft,,0,0
1,1,11:46.0,,Defensive rebound by K. Love,0,0
2,1,11:29.0,,Turnover by K. Love (lost ball),0,0
3,1,11:17.0,J. Butler misses 3-pt jump shot from 23 ft,,0,0
4,1,11:16.0,,Defensive rebound by K. Love,0,0
5,1,11:09.0,,T. Mozgov makes 2-pt layup at rim (assist by L. James),0,2
6,1,10:51.0,T. Gibson makes 2-pt jump shot from 9 ft,,2,2
7,1,10:38.0,,Turnover by L. James (lost ball; steal by J. Butler),2,2
8,1,10:18.0,T. Gibson misses 2-pt jump shot from 10 ft,,2,2
9,1,10:16.0,,Defensive rebound by T. Mozgov,2,2
10,1,10:07.0,,T. Mozgov makes 2-pt layup at rim (assist by K. Irving),2,4
11,1,10:02.0,Shooting foul by T. Mozgov (drawn by J. Butler),,2,4
12,1,10:02.0,,Cleveland full timeout,2,4
13,1,10:02.0,,T. Thompson enters the game for K. Love,2,4
14,1,10:02.0,J. Butler misses free throw 1 of 2,,2,4
15,1,10:02.0,Offensive rebound by Team,,2,4
16,1,10:02.0,J. Butler makes free throw 2 of 2,,3,4
17,1,9:46.0,,K. Irving misses 2-pt jump shot from 15 ft,3,4
18,1,9:45.0,,Offensive rebound by T. Thompson,3,4
19,1,9:33.0,,L. James makes 2-pt jump shot from 19 ft,3,6
20,1,9:19.0,Def 3 sec tech foul by T. Mozgov,,3,6
21,1,9:19.0,D. Rose makes technical free throw,,4,6
22,1,9:12.0,D. Rose misses 2-pt jump shot from 9 ft,,4,6
23,1,9:11.0,,Defensive rebound by L. James,4,6
24,1,9:07.0,,Turnover by L. James (bad pass; steal by D. Rose),4,6
25,1,9:02.0,D. Rose misses 2-pt layup from 1 ft (block by T. Mozgov),,4,6
26,1,9:00.0,,Defensive rebound by T. Mozgov,4,6
27,1,8:45.0,,Turnover by L. James (bad pass; steal by T. Gibson),4,6
28,1,8:31.0,J. Butler misses 3-pt jump shot from 24 ft,,4,6
29,1,8:28.0,Offensive rebound by P. Gasol,,4,6
30,1,8:28.0,P. Gasol misses 2-pt layup from 1 ft,,4,6
31,1,8:27.0,Offensive rebound by P. Gasol,,4,6
32,1,8:27.0,P. Gasol misses 2-pt layup from 1 ft (block by K. Irving),,4,6
33,1,8:27.0,Offensive rebound by Team,,4,6
34,1,8:14.0,K. Hinrich misses 2-pt jump shot from 19 ft,,4,6
35,1,8:13.0,,Defensive rebound by T. Mozgov,4,6
36,1,8:07.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by K. Irving),4,9
37,1,7:48.0,P. Gasol misses 2-pt jump shot from 12 ft,,4,9
38,1,7:45.0,Offensive rebound by J. Butler,,4,9
39,1,7:43.0,P. Gasol makes 2-pt jump shot from 14 ft (assist by J. Butler),,6,9
40,1,7:26.0,,L. James misses 2-pt jump shot from 12 ft,6,9
41,1,7:24.0,Defensive rebound by P. Gasol,,6,9
42,1,7:10.0,T. Gibson misses 2-pt jump shot from 15 ft,,6,9
43,1,7:09.0,,Defensive rebound by T. Thompson,6,9
44,1,7:03.0,,L. James makes 2-pt layup at rim (assist by K. Irving),6,11
45,1,6:43.0,K. Hinrich misses 3-pt jump shot from 23 ft,,6,11
46,1,6:42.0,,Defensive rebound by T. Mozgov,6,11
47,1,6:27.0,,T. Thompson misses 2-pt jump shot from 5 ft,6,11
48,1,6:26.0,Defensive rebound by Team,,6,11
49,1,6:11.0,J. Butler makes 2-pt jump shot from 16 ft (assist by P. Gasol),,8,11
50,1,5:54.0,,T. Mozgov misses 2-pt hook shot from 6 ft,8,11
51,1,5:51.0,Defensive rebound by K. Hinrich,,8,11
52,1,5:41.0,,Violation by K. Irving (kicked ball),8,11
53,1,5:41.0,,Cleveland full timeout,8,11
54,1,5:41.0,,K. Love enters the game for L. James,8,11
55,1,5:41.0,,S. Marion enters the game for T. Mozgov,8,11
56,1,5:28.0,J. Butler misses 2-pt layup at rim,,8,11
57,1,5:26.0,,Defensive rebound by S. Marion,8,11
58,1,5:18.0,,T. Thompson makes 2-pt layup at rim (assist by K. Irving),8,13
59,1,5:06.0,K. Hinrich misses 2-pt jump shot from 20 ft,,8,13
60,1,5:04.0,,Defensive rebound by K. Irving,8,13
61,1,4:51.0,,J. Smith misses 2-pt jump shot from 13 ft,8,13
62,1,4:47.0,,Offensive rebound by K. Love,8,13
63,1,4:45.0,,K. Love misses 2-pt layup at rim,8,13
64,1,4:43.0,,Offensive rebound by T. Thompson,8,13
65,1,4:43.0,,T. Thompson misses 2-pt tip-in from 2 ft,8,13
66,1,4:43.0,,Offensive rebound by T. Thompson,8,13
67,1,4:43.0,,T. Thompson misses 2-pt layup from 2 ft (block by T. Gibson),8,13
68,1,4:43.0,,Offensive rebound by K. Love,8,13
69,1,4:43.0,,Shooting foul by T. Gibson (drawn by K. Love),8,13
70,1,4:43.0,,K. Love makes free throw 1 of 2,8,14
71,1,4:43.0,T. Snell enters the game for J. Butler,,8,14
72,1,4:43.0,,K. Love makes free throw 2 of 2,8,15
73,1,4:32.0,T. Snell makes 3-pt jump shot from 22 ft (assist by D. Rose),,11,15
74,1,4:20.0,,Shooting foul by D. Rose (drawn by K. Irving),11,15
75,1,4:20.0,,K. Irving makes free throw 1 of 2,11,16
76,1,4:20.0,Technical foul by D. Rose,,11,16
77,1,4:20.0,,K. Irving makes technical free throw,11,17
78,1,4:20.0,,K. Irving makes free throw 2 of 2,11,18
79,1,4:08.0,P. Gasol misses 2-pt layup at rim,,11,18
80,1,4:07.0,Offensive rebound by T. Gibson,,11,18
81,1,4:05.0,T. Gibson makes 2-pt layup at rim,,13,18
82,1,3:45.0,,T. Thompson misses 2-pt jump shot from 4 ft (block by T. Gibson),13,18
83,1,3:45.0,Defensive rebound by K. Hinrich,,13,18
84,1,3:45.0,Turnover by K. Hinrich (lost ball),,13,18
85,1,3:31.0,,K. Irving misses 2-pt jump shot from 9 ft,13,18
86,1,3:30.0,,Offensive rebound by T. Thompson,13,18
87,1,3:28.0,,T. Thompson misses 2-pt layup from 1 ft (block by P. Gasol),13,18
88,1,3:26.0,Defensive rebound by P. Gasol,,13,18
89,1,3:09.0,T. Gibson makes 2-pt jump shot from 3 ft,,15,18
90,1,2:49.0,,K. Love misses 3-pt jump shot from 25 ft,15,18
91,1,2:48.0,Defensive rebound by K. Hinrich,,15,18
92,1,2:48.0,Shooting foul by K. Love (drawn by D. Rose),,15,18
93,1,2:48.0,Chicago full timeout,,15,18
94,1,2:48.0,N. Mirotić enters the game for P. Gasol,,15,18
95,1,2:48.0,E. Moore enters the game for K. Hinrich,,15,18
96,1,2:48.0,,L. James enters the game for J. Smith,15,18
97,1,2:48.0,D. Rose makes free throw 1 of 2,,16,18
98,1,2:48.0,D. Rose makes free throw 2 of 2,,17,18
99,1,2:30.0,,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),17,20
100,1,2:10.0,Turnover by T. Snell (bad pass; steal by S. Marion),,17,20
101,1,1:50.0,,L. James misses 3-pt jump shot from 25 ft,17,20
102,1,1:48.0,,Offensive rebound by K. Love,17,20
103,1,1:42.0,,S. Marion makes 2-pt jump shot from 9 ft (assist by K. Love),17,22
104,1,1:30.0,D. Rose misses 2-pt jump shot from 13 ft,,17,22
105,1,1:30.0,,Defensive rebound by Team,17,22
106,1,1:30.0,J. Butler enters the game for E. Moore,,17,22
107,1,1:14.0,,K. Irving makes 2-pt jump shot from 7 ft,17,24
108,1,0:53.0,T. Snell misses 3-pt jump shot from 24 ft,,17,24
109,1,0:52.0,,Defensive rebound by T. Thompson,17,24
110,1,0:37.0,,L. James misses 2-pt layup at rim,17,24
111,1,0:35.0,,Offensive rebound by T. Thompson,17,24
112,1,0:33.0,,T. Thompson misses 2-pt layup at rim (block by T. Snell),17,24
113,1,0:30.0,Defensive rebound by T. Gibson,,17,24
114,1,0:24.0,T. Snell makes 2-pt layup at rim,,19,24
115,1,0:02.0,,K. Irving misses 2-pt jump shot from 3 ft,19,24
116,1,0:00.0,Defensive rebound by J. Butler,,19,24
117,1,0:00.0,D. Rose misses 3-pt jump shot from 41 ft,,19,24
118,1,0:00.0,Offensive rebound by Team,,19,24
119,2,11:47.0,,Shooting foul by P. Gasol (drawn by K. Love),19,24
120,2,11:47.0,,K. Love makes free throw 1 of 2,19,25
121,2,11:47.0,,K. Love makes free throw 2 of 2,19,26
122,2,11:30.0,T. Snell makes 3-pt jump shot from 22 ft (assist by A. Brooks),,22,26
123,2,11:16.0,,K. Love makes 2-pt hook shot from 5 ft (assist by S. Marion),22,28
124,2,10:57.0,A. Brooks makes 2-pt layup at rim,,24,28
125,2,10:35.0,,Shooting foul by N. Mirotić (drawn by K. Love),24,28
126,2,10:35.0,,K. Love makes free throw 1 of 3,24,29
127,2,10:35.0,,K. Love makes free throw 2 of 3,24,30
128,2,10:35.0,,T. Mozgov enters the game for T. Thompson,24,30
129,2,10:35.0,T. Gibson enters the game for N. Mirotić,,24,30
130,2,10:35.0,,K. Love makes free throw 3 of 3,24,31
131,2,10:18.0,Turnover by T. Snell (bad pass; steal by T. Mozgov),,24,31
132,2,10:10.0,,L. James makes 2-pt layup from 1 ft,24,33
133,2,9:47.0,P. Gasol misses 2-pt jump shot from 17 ft,,24,33
134,2,9:46.0,,Defensive rebound by S. Marion,24,33
135,2,9:36.0,,K. Love misses 3-pt jump shot from 26 ft,24,33
136,2,9:35.0,Defensive rebound by P. Gasol,,24,33
137,2,9:11.0,T. Snell misses 2-pt jump shot from 9 ft,,24,33
138,2,9:09.0,Offensive rebound by T. Gibson,,24,33
139,2,9:09.0,T. Gibson misses 2-pt tip-in at rim,,24,33
140,2,9:06.0,Offensive rebound by P. Gasol,,24,33
141,2,9:05.0,P. Gasol misses 2-pt layup from 1 ft,,24,33
142,2,9:03.0,,Defensive rebound by K. Love,24,33
143,2,8:51.0,,Shooting foul by A. Brooks (drawn by M. Dellavedova),24,33
144,2,8:51.0,Official timeout,,24,33
145,2,8:51.0,D. Rose enters the game for T. Snell,,24,33
146,2,8:51.0,,K. Irving enters the game for S. Marion,24,33
147,2,8:51.0,,M. Dellavedova misses free throw 1 of 2,24,33
148,2,8:51.0,,Offensive rebound by Team,24,33
149,2,8:51.0,,M. Dellavedova makes free throw 2 of 2,24,34
150,2,8:33.0,A. Brooks misses 2-pt layup from 1 ft (block by T. Mozgov),,24,34
151,2,8:30.0,Offensive rebound by P. Gasol,,24,34
152,2,8:26.0,A. Brooks makes 3-pt jump shot from 22 ft (assist by P. Gasol),,27,34
153,2,8:08.0,,L. James makes 2-pt jump shot from 9 ft,27,36
154,2,7:44.0,P. Gasol makes 2-pt jump shot from 13 ft (assist by D. Rose),,29,36
155,2,7:25.0,,Turnover by K. Love (offensive goaltending),29,36
156,2,7:03.0,P. Gasol misses 2-pt hook shot from 7 ft,,29,36
157,2,7:00.0,,Defensive rebound by L. James,29,36
158,2,6:47.0,,K. Love misses 2-pt hook shot from 7 ft,29,36
159,2,6:46.0,,Offensive rebound by T. Mozgov,29,36
160,2,6:44.0,,Turnover by T. Mozgov (lost ball; steal by A. Brooks),29,36
161,2,6:34.0,D. Rose misses 2-pt jump shot from 17 ft,,29,36
162,2,6:33.0,,Defensive rebound by K. Love,29,36
163,2,6:23.0,,K. Irving misses 2-pt layup from 1 ft,29,36
164,2,6:22.0,,Offensive rebound by K. Love,29,36
165,2,6:22.0,,K. Love misses 2-pt layup at rim,29,36
166,2,6:22.0,,Offensive rebound by Team,29,36
167,2,6:22.0,,J. Smith enters the game for M. Dellavedova,29,36
168,2,6:22.0,K. Hinrich enters the game for A. Brooks,,29,36
169,2,6:16.0,,Turnover by K. Love (lost ball),29,36
170,2,6:08.0,D. Rose misses 2-pt layup from 1 ft,,29,36
171,2,6:08.0,,Defensive rebound by Team,29,36
172,2,5:54.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),29,39
173,2,5:35.0,T. Gibson makes 2-pt layup at rim,,31,39
174,2,5:35.0,Shooting foul by K. Love (drawn by T. Gibson),,31,39
175,2,5:35.0,,Cleveland full timeout,31,39
176,2,5:35.0,,T. Thompson enters the game for K. Love,31,39
177,2,5:35.0,T. Gibson misses free throw 1 of 1,,31,39
178,2,5:34.0,,Defensive rebound by T. Mozgov,31,39
179,2,5:14.0,,L. James misses 2-pt jump shot from 16 ft,31,39
180,2,5:13.0,,Offensive rebound by T. Thompson,31,39
181,2,5:09.0,,J. Smith misses 3-pt jump shot from 26 ft,31,39
182,2,5:08.0,Defensive rebound by J. Butler,,31,39
183,2,4:50.0,J. Butler misses 2-pt jump shot from 12 ft,,31,39
184,2,4:49.0,,Defensive rebound by T. Mozgov,31,39
185,2,4:42.0,,L. James misses 3-pt jump shot from 24 ft,31,39
186,2,4:41.0,,Offensive rebound by T. Mozgov,31,39
187,2,4:41.0,,T. Mozgov misses 2-pt tip-in at rim,31,39
188,2,4:41.0,,Offensive rebound by Team,31,39
189,2,4:41.0,N. Mirotić enters the game for T. Gibson,,31,39
190,2,4:36.0,,Turnover by K. Irving (3 sec),31,39
191,2,4:26.0,Shooting foul by L. James (drawn by J. Butler),,31,39
192,2,4:26.0,J. Butler misses free throw 1 of 2,,31,39
193,2,4:26.0,Offensive rebound by Team,,31,39
194,2,4:26.0,J. Butler makes free throw 2 of 2,,32,39
195,2,4:04.0,,K. Irving misses 2-pt jump shot from 4 ft,32,39
196,2,4:03.0,,Offensive rebound by T. Mozgov,32,39
197,2,4:03.0,,T. Mozgov makes 2-pt tip-in from 1 ft,32,41
198,2,3:59.0,Shooting foul by K. Irving (drawn by D. Rose),,32,41
199,2,3:59.0,D. Rose makes free throw 1 of 2,,33,41
200,2,3:59.0,D. Rose makes free throw 2 of 2,,34,41
201,2,3:38.0,,L. James misses 2-pt jump shot from 8 ft,34,41
202,2,3:35.0,Defensive rebound by J. Butler,,34,41
203,2,3:17.0,J. Butler misses 2-pt jump shot from 14 ft,,34,41
204,2,3:16.0,,Defensive rebound by T. Thompson,34,41
205,2,3:06.0,,T. Thompson makes 2-pt layup at rim (assist by K. Irving),34,43
206,2,3:06.0,,Shooting foul by N. Mirotić (drawn by T. Thompson),34,43
207,2,3:06.0,T. Gibson enters the game for N. Mirotić,,34,43
208,2,3:06.0,,T. Thompson misses free throw 1 of 1,34,43
209,2,3:05.0,Defensive rebound by T. Gibson,,34,43
210,2,2:53.0,D. Rose misses 2-pt layup from 1 ft,,34,43
211,2,2:52.0,,Defensive rebound by J. Smith,34,43
212,2,2:47.0,,L. James makes 2-pt layup at rim (assist by J. Smith),34,45
213,2,2:47.0,Loose ball foul by J. Butler (drawn by T. Mozgov),,34,45
214,2,2:47.0,Chicago full timeout,,34,45
215,2,2:47.0,,T. Mozgov makes free throw 1 of 1,34,46
216,2,2:33.0,K. Hinrich misses 2-pt jump shot from 20 ft,,34,46
217,2,2:31.0,Offensive rebound by P. Gasol,,34,46
